"L1","Output11","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11"
66.062,"Class3",69.708,35.647,"E",63.113,35,"F",24,61.893,30.707,86
88.417,"Class2",38.848,58.111,"K",63.327,50,"O",71,36.862,63.445,58
89.481,"Class2",45.109,60.451,"A",61.665,51,"H",74,41.417,33.241,58
76.355,"Class3",70.175,39.165,"E",63.277,37,"J",42,61.557,67.636,91
1.311,"Class1",59.272,43.15,"A",47.821,64,"Y",17,20.351,18.456,36
8.747,"Class1",16.971,38.36,"U",77.454,63,"Q",77,6.55,64.013,86
89.448,"Class2",56.649,49.23,"A",59.997,32,"O",70,34.913,45.116,59
28.942,"Class1",74.248,33.835,"U",62.567,64,"Q",34,9.435,49.807,84
78.008,"Class3",89.114,21.528,"C",48.931,42,"J",12,70.29,75.148,88
89.635,"Class2",43.562,63.121,NA,62.662,34,"M",73,29.023,53.42,58
85.529,"Class3",85.858,46.48,"E",34.392,22,"J",21,72.656,20.777,96
24.172,"Class1",57.171,40.926,"I",36.432,64,"L",77,21.256,34.665,54
56.13,"Class3",66.899,46.791,"C",63.097,32,"A",13,59.327,89.85,95
65.871,"Class3",85.185,37.084,"R",56.868,23,"J",25,NA,29.005,97
88.031,"Class2",68.735,49.402,"Y",64.73,41,"M",74,19.604,50.461,59
66.802,"Class3",69.817,33.641,"L",68.238,29,"A",53,57.916,75.275,90
79.063,"Class3",64.686,42.774,"E",84.177,41,"J",49,57.941,15.41,84
77.265,"Class3",65.382,39.794,"U",46.24,31,"A",19,66.039,15.429,89
27.185,"Class1",81.585,45.563,"Z",66.123,64,"Y",17,19.192,31.742,66
21.794,"Class1",70.387,49.7,"Z",44.071,65,"L",75,8.615,59.073,43
77.649,"Class3",79.58,49.438,"E",97.587,59,"F",33,68.643,75.139,86
82.578,"Class3",86.634,49.1,"L",58.264,57,"W",37,58.656,64.394,96
81.785,"Class3",87.968,26.48,NA,64.021,54,"F",17,74.783,22.177,85
87.175,"Class2",40.152,58.64,"S",58.699,37,"H",72,37.911,51.811,58
87.756,"Class2",49.895,55.77,"Y",59.242,48,"I",72,49.61,41.94,60
83.92,"Class3",74.043,33.971,"C",61.512,44,"W",22,60.976,16.313,94
88.17,"Class2",71.303,51.751,"K",57.846,40,"I",72,81.301,41.533,57
89.224,"Class2",40.003,62.942,"Y",58.071,39,"I",74,74.609,38.663,59
75.481,"Class3",61.029,36.09,"R",53.813,31,"W",33,56.686,15.025,87
72.647,"Class3",90.652,27.496,"E",62.613,27,"J",31,66.774,62.672,97
88.575,"Class2",53.136,56.69,"A",59.629,49,"I",69,14.114,40.643,58
-0.48,"Class1",50.043,48.511,"A",50.313,63,"L",43,19.187,33.675,14
89.638,"Class2",39.855,54.937,"S",60.112,35,"O",71,73.525,41.539,59
89.238,"Class2",41.452,56.422,NA,60.61,43,"M",69,27.298,35.84,60
70.323,"Class3",65.563,44.637,"R",60.256,27,"A",20,58.891,75.212,90
13.748,"Class1",35.641,19.948,"Z",40.596,64,"K",21,22.169,35.308,88
34.257,"Class1",64.242,52.477,"Z",88.49,65,"K",58,11.532,63.008,52
88.809,"Class2",39.775,51.005,"Y",61.922,48,"O",69,92.034,43.589,57
82.101,"Class3",61.02,29.388,"U",56.294,44,"F",38,70.849,78.621,87
88.448,"Class2",58.796,51.499,"Y",61.682,50,"M",74,32.201,38.817,60
44.183,"Class1",64.334,57.62,"Z",71.034,63,"L",79,20.763,50.075,53
88.071,"Class2",72.953,64.331,"R",59.854,45,"I",71,16.942,49.154,58
67.892,"Class3",77.08,33.826,"E",56.276,24,"F",38,NA,57.034,87
32.55,"Class1",17.038,35.025,"Z",84.264,63,"L",74,17.921,26.736,90
88.677,"Class2",47.905,62.438,"Y",63.712,51,"H",73,27.496,46.281,58
87.232,"Class2",46.211,58.8,"K",61.68,51,"C",74,2.453,60.217,60
85.365,"Class2",42.541,58.479,"K",60.207,40,"H",73,16.008,45.077,58
84.406,"Class3",80.091,16.085,NA,51.518,26,"A",27,73.783,88.33,88
85.845,"Class3",76.29,30.927,"U",55.091,59,"W",43,70.072,54.87,91
38.434,"Class1",68.397,53.375,"A",60.135,64,"L",79,6.957,19.309,10
15.127,"Class1",29.086,51.055,"F",59.522,63,"K",9,18.109,69.649,84
64.542,"Class3",69.36,32.289,"E",41.832,21,"A",54,71.221,47.158,87
79.742,"Class3",84.873,29.145,"E",21.842,45,"A",52,59.469,56.601,85
88.958,"Class2",70.964,61.943,"K",61.958,40,"C",73,71.945,51.548,59
11.684,"Class1",79.689,36.777,NA,73.777,64,"L",24,22.604,23.196,57
81.609,"Class3",75.655,39.929,"L",50.361,27,"A",37,69.537,78.771,97
5.384,"Class1",16.877,34.856,"F",70.131,65,"L",21,15.743,63.835,46
26.875,"Class1",70.541,31.287,"U",65.156,64,"Q",19,5.283,22.434,30
86.326,"Class2",53.476,59.164,"K",62.527,46,"M",74,54.24,62.96,59
88.561,"Class2",38.47,58.165,"R",57.858,51,"O",70,40.331,56.17,57
87.715,"Class2",63.773,61.276,"R",62.64,33,"H",72,21.978,57.594,60
89.442,"Class2",44.461,54.319,"K",63.729,45,"H",72,75.59,41.657,59
86.534,"Class2",50.597,50.638,"K",65.628,42,"I",71,77.96,43.798,57
83.835,"Class3",93.36,38.547,"U",51.443,42,"J",31,64.893,69.765,91
73.902,"Class3",67.524,33.619,"U",71.518,54,"W",37,70.261,94.126,95
70.083,"Class3",84.365,35.673,"R",50.356,38,"S",27,60.703,73.922,93
17.304,"Class1",38.989,37.146,"A",64.36,63,"J",35,4.895,70.69,70
88.75,"Class2",64.74,60.678,"K",61.833,37,"H",72,88.399,46.273,59
88.146,"Class2",71.938,55.448,"Y",58.081,42,"C",74,40.669,58.818,60
86.697,"Class2",51.272,60.471,"K",61.05,42,"O",73,60.729,51.989,59
67.513,"Class3",70.927,27.387,"L",76.126,34,"S",11,68.391,56.313,91
86.851,"Class2",63.108,54.762,"A",59.63,44,"H",71,36.553,60.518,58
82.712,"Class3",91.089,43.289,"E",59.785,28,"A",27,61.959,87.767,84
25.066,"Class1",78.403,42.61,"F",72.084,64,"L",20,7.505,40.421,31
27.172,"Class1",81.175,57.158,"U",71.376,63,"J",26,18.76,31.823,12
31.421,"Class1",51.467,4.724,"I",64.965,63,"L",82,2.229,63.227,13
74.069,"Class3",84,44.966,"E",47.712,25,"A",31,57.332,29.156,84
77.94,"Class3",70.692,22.06,"R",39.779,38,"F",43,65.952,32.559,90
66.175,"Class3",85.517,29.93,"L",42.856,17,"S",17,62.885,47.135,97
76.365,"Class3",70.859,38.296,"C",72.331,30,"A",31,63.366,44.253,88
19.458,"Class1",72.596,38.827,"U",65.641,63,"L",58,9.214,33.561,63
14.45,"Class1",38.073,12.18,"U",72.955,65,"K",4,20.223,65.797,11
88.849,"Class2",58.942,50.209,"R",60.226,40,"M",73,23.374,37.237,60
22.238,"Class1",40.738,36.124,"I",67.21,65,"Q",31,10.517,27.703,18
34.988,"Class1",24.872,44.308,"Z",72.829,63,"Q",32,12.291,57.049,88
88.919,"Class2",61.929,47.634,"S",60,42,"C",69,84.519,34.715,59
76.081,"Class3",66.093,29.825,"R",71.711,35,"A",19,70.594,19.041,90
86.721,"Class2",51.133,52.58,"A",62.898,43,"O",71,85.875,42.25,57
89.362,"Class2",39.463,65.673,"K",64.962,51,"I",72,19.179,42.171,60
50.869,"Class1",34.964,41.146,"F",71.839,65,"K",38,10.007,61.122,43
89.087,"Class2",43.559,47.463,"S",62.472,42,"C",74,27.184,53.936,59
14.165,"Class1",81.378,41.399,"Z",62.985,63,"Q",35,20.084,24.776,22
87.714,"Class2",45.555,57.619,"K",62.487,38,"O",71,59.207,52.738,58
88.186,"Class2",58.62,58.839,"S",62.443,37,"H",70,64.506,33.367,58
87.157,"Class2",58.118,55.233,"K",57.024,34,"C",69,52.115,33.824,57
31.609,"Class1",67.151,32.631,"I",62.22,63,"K",50,12.766,41.76,56
36.498,"Class1",73.43,18.448,NA,60.544,65,"K",53,14.976,49.991,63
75.537,"Class3",64.367,36.038,"R",60.007,54,"S",46,56.759,33.112,85
28.375,"Class1",26.285,54.991,"I",72.095,63,"L",5,8.429,63.132,34
87.538,"Class2",71.622,56.794,"A",60.921,47,"M",69,52.763,52.38,60
87.689,"Class2",56.989,52.127,"K",65.095,40,"O",69,NA,47.266,60
68.927,"Class3",76.631,45.585,"L",86.531,50,"A",23,NA,38.611,96
80.935,"Class3",91.292,26.341,NA,78.673,57,"F",34,57.729,64.021,84
69.461,"Class3",84.778,32.195,"L",58.534,46,"J",19,63.734,77.266,90
88.931,"Class2",55.559,58.419,"Y",60.24,32,"M",74,73.542,31.187,58
13.443,"Class1",8.451,49.793,"Z",64.127,65,"Q",56,11.635,29.356,33
26.211,"Class1",49.594,32.344,"U",67.436,63,"K",30,9.083,41.892,76
30.831,"Class1",55.852,25.035,"F",69.392,65,"L",57,4.759,26.24,68
24.952,"Class1",58.744,17.887,"Z",52.275,64,"Q",68,4.47,39.011,58
28.564,"Class1",16.73,59.853,"F",62.782,63,"Q",35,5.347,54.365,17
86.639,"Class2",62.788,54.643,"R",59.568,44,"I",70,34.27,40.388,57
91.622,"Class2",67.841,55.66,"K",64.2,46,"H",73,72.738,56.83,60
88.901,"Class2",43.8,57.95,NA,65.696,49,"C",74,NA,56.082,57
73.816,"Class3",62.962,37.774,"R",60.427,44,"W",11,71.524,51.974,94
34.548,"Class1",74.179,41.915,"Z",64.321,64,"Y",46,8.3,44.364,81
89.308,"Class2",45.191,59.21,NA,59.349,36,"I",72,10.587,52.939,60
89.094,"Class2",63.34,49.613,"Y",58.858,46,"C",74,NA,61.702,57
82.224,"Class3",88.113,24.882,"L",50.387,41,"J",29,64.893,86.928,90
75.078,"Class3",88.635,49.573,"L",77.117,23,"S",55,61.224,29.211,95
9.101,"Class1",50.18,14.245,"Z",68.388,63,"K",64,10.498,20.833,75
78.697,"Class3",75.734,37.246,"R",98.536,46,"W",36,69.686,34.158,96
66.244,"Class3",69.244,39.944,"R",59.533,53,"A",31,65.093,44.587,96
88.797,"Class2",43.049,54.674,"S",62.573,41,"I",73,NA,37.394,57
89.501,"Class2",51.607,48.136,"Y",59.848,49,"O",71,11.16,42.039,59
80.168,"Class3",74.91,39.648,"E",42.123,27,"F",25,NA,12.105,86
75.361,"Class3",70.468,29.462,"C",38.206,39,"F",52,69.957,70.922,90
17.193,"Class1",44.917,18.554,"A",69.765,63,"L",41,2.708,22.389,81
26.336,"Class1",14.156,37.277,"Z",78.624,63,"Q",76,16.007,48.729,36
19.405,"Class1",19.835,53.757,"A",76.434,65,"J",30,3.274,25.034,48
87.614,"Class2",44.258,55.199,"A",64.461,49,"H",72,NA,41.132,59
72.875,"Class3",94.795,52.422,"E",66.344,49,"S",51,63.499,93.454,86
37.937,"Class1",12.577,33.957,"A",62.2,63,"Y",15,17.13,17.886,51
6.676,"Class1",44.129,38.728,"I",60.506,63,"Q",19,21.163,66.4,60
89.872,"Class2",40.367,56.324,"S",62.082,36,"M",69,37.172,32.421,59
17.228,"Class1",21.724,19.821,"I",65.456,64,"Y",81,21.215,53.586,80
89.424,"Class2",48.407,58.748,"K",60.693,47,"M",74,67.605,32.508,58
26.01,"Class1",59.614,55.78,"A",70.074,65,"L",34,2.33,52.056,40
37.262,"Class1",54.062,39.264,"A",63.98,63,"Y",6,19.564,43.706,84
75.466,"Class3",68.424,48.587,"C",49.582,56,"W",57,72.966,37.542,87
24.208,"Class1",9.616,30.552,"A",48.17,64,"J",15,13.829,70.504,26
88.459,"Class2",55.162,53.887,NA,60.755,34,"O",68,81.803,47.762,60
72.426,"Class3",77.657,47.087,"C",76.541,53,"J",19,57.444,24.721,85
82.112,"Class3",80.338,38.619,"U",37.218,59,"J",39,66.281,31.097,93
68.805,"Class3",88.255,38.877,"C",49.617,44,"J",16,71.314,90.932,95
87.842,"Class2",51.046,63.271,"R",58.249,50,"O",73,50.269,55.761,57
30.42,"Class1",73.555,28.822,"Z",68.831,63,"K",58,13.212,26.589,41
89.333,"Class2",41.274,54.18,"Y",57.742,43,"I",74,65.723,31.256,57
88.033,"Class2",65.722,47.165,"A",60.294,43,"C",74,NA,50.043,60
71.414,"Class3",76.206,34.565,"R",61.116,46,"S",50,56.196,55.299,87
74.362,"Class3",79.908,34.662,"R",60.071,24,"F",31,NA,31.73,94
66.03,"Class3",89.528,45.989,"L",55.827,17,"F",17,60.02,75.12,90
25.261,"Class1",78.163,31.218,"A",53.152,63,"L",62,21.162,62.463,13
77.422,"Class3",69.635,15.873,"R",44.768,30,"F",34,55.413,70.455,92
82.844,"Class3",64.306,38.125,"C",47.145,48,"W",19,71.643,14.916,87
88.547,"Class2",68.91,61.256,"A",63.079,51,"C",70,14.82,33.117,58
72.002,"Class3",71.8,38.487,"E",53.947,45,"W",30,61.339,84.593,90
88.331,"Class2",38.116,55.329,"K",61.137,51,"C",69,63.596,56.692,59
88.479,"Class2",62.531,66.821,"A",63.628,35,"I",69,41.7,34.087,59
82.297,"Class3",74.329,37.822,"C",50.346,30,"S",46,65.669,77.503,85
6.263,"Class1",56.21,43.541,"F",79.644,63,"Q",50,14.418,68.995,40
89.096,"Class2",70.362,51.78,"Y",60.537,51,"O",71,NA,52.196,58
23.308,"Class1",24.554,64.106,"Z",72.731,65,"K",31,18.28,26.726,27
14.107,"Class1",40.013,23.138,"Z",52.427,64,"Q",26,7.357,21.935,41
72.41,"Class3",62.446,27.177,"L",46.549,56,"W",50,68.904,38.512,93
72.084,"Class3",81.961,34.351,"L",49.38,44,"F",25,59.56,35.964,86
15.783,"Class1",79.17,49.208,"U",70.737,65,"L",23,17.19,44.786,7
76.48,"Class3",86.441,38.654,"E",59.724,55,"J",24,62.176,37.818,93
15.524,"Class1",66.476,41.494,"F",94.286,65,"K",9,4.762,61.942,34
89.216,"Class2",61.341,50.789,"K",56.707,50,"O",73,69.397,42.835,59
88.595,"Class2",50.196,63.158,"R",60.509,44,"I",72,48.857,34.84,58
10.832,"Class1",61.859,29.985,"F",54.558,63,"L",51,22.661,48.753,44
88.701,"Class2",40.107,58.507,"Y",60.78,43,"M",72,73.316,47.461,59
29.434,"Class1",60.637,56.758,"F",61.423,65,"Q",46,15.398,52.589,81
38.433,"Class1",41.834,27.655,"A",61.504,63,"Y",17,9.24,42.226,60
28.831,"Class1",61.124,32.148,"Z",73.407,65,"Q",17,18.815,22.298,20
66.15,"Class3",73.171,40.984,"C",58.132,49,"S",43,63.322,59.493,90
88.131,"Class2",64.047,55.081,"A",62.144,36,"M",70,NA,37.239,60
78.065,"Class3",72.716,31.185,"C",58.478,24,"W",18,72.869,79.402,85
89.209,"Class2",70.959,72.444,"A",60.281,35,"M",73,NA,61.01,57
23.184,"Class1",43.485,44.615,"F",71.17,64,"Y",8,19.465,24.902,82
88.134,"Class2",67.351,58.122,"Y",59.256,51,"O",72,32.591,60.065,59
68.35,"Class3",74.642,27.083,"C",81.209,54,"A",35,62.733,60.589,93
2.249,"Class1",69.598,43.556,"Z",74.78,64,"J",82,15.055,51.656,60
88.232,"Class2",44.386,60.113,"Y",61.001,41,"O",70,NA,36.319,57
12.983,"Class1",11.177,24.898,"U",74.055,63,"K",24,17.957,69.682,15
30.22,"Class1",35.268,66.376,"A",54.596,64,"J",35,9.662,55.827,83
87.591,"Class2",59.788,50.859,"S",60.293,44,"O",71,61.658,54.349,59
10.801,"Class1",33.026,31.827,"I",75.929,65,"K",51,12.349,28.133,91
88.34,"Class2",51.041,62.703,"R",56.782,48,"M",72,9.997,41.369,60
70.075,"Class3",67.641,32.169,"R",70.157,22,"F",25,66.732,13.227,95
87.426,"Class2",38.085,48.572,"K",60.569,35,"I",69,65.612,60.229,60
71.058,"Class3",81.348,37.879,"L",29.911,32,"F",47,58.595,57.607,86
87.109,"Class2",43.355,57.563,"S",61.109,35,"O",69,31.389,60.897,59
88.16,"Class2",66.052,60.802,"Y",63.514,33,"O",72,64.072,43.661,60
29.829,"Class1",44.455,16.415,"F",61.675,64,"L",44,NA,65.638,38
88.687,"Class2",46.077,58.22,"S",60,39,"M",73,25.107,33.854,59
88.069,"Class2",59.522,65.834,"K",60.937,50,"I",71,5.4,61.513,60
87.616,"Class2",57.528,60.675,"K",62.199,33,"M",69,79.547,54.018,58
67.603,"Class3",87.216,29.236,"E",58.171,43,"A",38,60.131,72.576,90
87.878,"Class2",55.018,51.837,"A",60.724,47,"I",73,34.751,56.802,57
11.356,"Class1",22.203,50.534,"U",57.602,63,"K",6,22.939,30.177,17
88.76,"Class2",50.828,58.841,"R",60.973,49,"H",72,39.6,52.478,59
88.19,"Class2",71.363,60.568,"S",58.774,44,"M",71,5.566,58.942,57
86.222,"Class3",80.487,26.689,"E",86.043,33,"J",18,72.307,76.782,93
30.71,"Class1",65.401,53.436,"I",59.26,64,"L",15,10.855,67.235,85
41.968,"Class1",26.987,29.473,"Z",67.246,65,"Y",22,4.29,40.856,78
83.67,"Class3",95.442,28.941,"L",80.997,22,"F",40,NA,65.721,92
26.853,"Class1",23.689,51.054,"A",85.152,65,"Y",29,21.829,47.716,67
88.052,"Class2",48.877,50.246,"K",58.694,39,"M",69,57.745,46.575,58
89.876,"Class2",68.319,51.898,NA,64.59,34,"C",73,59.66,53.574,58
89.635,"Class2",43.981,58.785,"Y",56.721,50,"O",73,66.199,52.292,60
87.315,"Class2",40.327,55.316,"S",59.45,33,"C",70,88.439,35.56,59
78.126,"Class3",79.341,41.943,"L",45.227,51,"F",50,72.785,13.886,89
20.784,"Class1",49.209,51.792,"F",60.539,63,"Y",40,3.409,25.973,92
28.417,"Class1",22.391,26.406,"I",72.086,63,"Y",47,17.441,47.395,55
42.118,"Class1",21.931,-8.898,"A",66,65,"L",17,16.58,49.687,80
72.399,"Class3",70.65,30.277,"C",64.249,60,"J",54,66.362,21.352,85
77.41,"Class3",66.585,33.671,"L",60.136,47,"W",40,61.74,17.701,94
21.1,"Class1",72.748,13.408,"Z",48.077,64,"L",29,2.764,70.556,29
72.89,"Class3",94.176,39.333,"L",50.957,59,"A",21,70.121,80.8,85
68.517,"Class3",69.753,50.104,"L",55.962,41,"F",53,59.839,80.625,92
88.631,"Class2",71.706,56.002,"R",62.413,42,"M",74,70.027,40.504,59
90.345,"Class2",64.429,52.292,NA,57.721,39,"M",68,12.278,37.854,59
86.166,"Class2",45.829,60.075,"R",62.533,45,"C",74,33.664,37.529,59
21.149,"Class1",52.275,56.683,"Z",91.383,64,"K",15,20.255,43.927,46
89.103,"Class2",62.016,57.218,"R",63.245,48,"I",70,32.179,63.338,59
89.042,"Class2",56.858,59.177,"A",63.972,48,"M",72,67.839,61.044,59
71.644,"Class3",64.082,37.243,"R",56.823,17,"W",34,55.725,52.074,95
84.018,"Class3",67.403,22.193,"L",42.291,43,"J",46,60.912,74.801,88
17.183,"Class1",55.233,33.402,"Z",72.699,63,"L",65,11.318,31.242,77
65.26,"Class3",80.112,36.518,"L",60.91,44,"W",17,60.087,92.53,93
79.645,"Class3",73.523,27.281,"L",60.175,25,"J",57,62.205,78.681,97
87.299,"Class2",72.434,55.157,"Y",60.359,40,"I",73,7.067,34.95,58
89.745,"Class2",40.052,60.172,"R",59.815,39,"C",71,77.875,34.075,59
22.656,"Class1",81.223,22.354,"A",59.866,65,"Y",75,13.49,22.381,17
32.925,"Class1",70.452,28.78,"I",59.798,64,"J",64,15.145,57.552,53
88.688,"Class2",68.374,56.734,"A",58.793,41,"O",68,29.35,45.758,60
89.763,"Class2",71.834,60.875,"R",60.554,43,"C",68,84.901,39.548,58
72.286,"Class3",84.318,44.046,"C",46.208,30,"W",37,73.353,27.779,91
12.747,"Class1",27.058,49.582,"I",61.029,65,"L",41,19.589,50.927,59
24.376,"Class1",39.676,30.792,"Z",81.264,63,"Q",63,14.453,42.771,18
72.125,"Class3",70.125,44.594,"U",46.194,21,"A",11,70.109,65.059,95
72.627,"Class3",94.95,27.541,"U",58.048,51,"W",25,69.786,15.89,91
26.913,"Class1",33.475,44.202,"U",64.741,63,"Y",75,8.181,41.753,10
73.67,"Class3",79.242,29.495,"U",50.922,46,"F",30,65.736,58.438,96
17.764,"Class1",68.512,52.299,"U",51.709,63,"J",62,20.394,26.449,61
20.003,"Class1",42.132,69.151,"Z",81.204,64,"L",41,15.011,55.414,90
6.525,"Class1",44.881,43.197,"I",72.846,65,"Y",40,18.136,54.177,76
87.758,"Class2",40.618,62.995,"A",61.975,51,"M",70,49.273,36.647,59
90.51,"Class2",53.201,60.061,"S",60.286,36,"H",70,85.237,40.602,58
88.446,"Class2",38.143,49.967,"A",61.622,42,"H",71,31.596,57.329,59
76.536,"Class3",78.043,36.592,"R",60.936,43,"S",55,55.248,51.469,88
86.564,"Class2",72.284,55.842,"A",60.755,44,"M",70,29.476,35.227,57
73.987,"Class3",68.818,27.774,"E",75.646,34,"S",44,73.292,84.213,96
88.135,"Class2",39.042,48.986,"A",62.702,33,"M",74,89.101,48.601,58
88.809,"Class2",51.642,50.559,"Y",61.292,45,"I",73,83.982,42.712,58
72.915,"Class3",67.31,22.866,"E",76.939,19,"A",45,69.505,70.323,86
71.62,"Class3",66.865,33.62,"L",67.79,37,"A",35,70.342,77.955,94
87.833,"Class2",62.864,57.292,"R",60.528,39,"I",73,46.604,43.039,59
86.159,"Class3",88.517,15.436,"U",66.056,30,"S",28,63.822,41.297,94
88.509,"Class2",39.124,65.984,"R",63.864,47,"H",68,67.535,38.666,58
74.311,"Class3",69.493,24.279,"R",80.904,45,"A",16,57.751,66.605,91
48.324,"Class1",59.284,47.514,"Z",66.577,63,"K",77,12.041,40.849,87
88.954,"Class2",70.46,60.022,"R",58.061,47,"I",71,70.519,48.411,58
74.975,"Class3",94.852,26.905,"E",73.727,39,"S",34,73.108,31.783,89
74.354,"Class3",67.748,32.591,"U",64.099,61,"S",17,57.371,39.739,85
40.094,"Class1",74.263,31.198,"Z",84.592,63,"Y",72,10.334,45.317,85
22.295,"Class1",70.373,71.917,"A",77.141,64,"Y",61,21.474,40.269,34
89.411,"Class2",64.255,56.29,"A",58.884,51,"M",69,NA,63.407,57
35.123,"Class1",26.798,53.331,"U",72.007,65,"L",76,13.027,56.898,33
25.996,"Class1",62.66,50.9,"F",63.873,65,"K",40,2.252,18.556,9
15.724,"Class1",50.962,11.278,"A",70.576,64,"J",76,18.958,52.706,30
37.149,"Class1",78.833,29.203,"A",61.664,65,"K",21,9.408,38.778,74
88.493,"Class2",50.066,58.713,"A",62.29,40,"H",71,91.385,56.89,57
78.43,"Class3",82.413,36.195,"C",48.317,61,"W",17,65.084,57.395,93
21.066,"Class1",83.28,31.476,"U",58.402,65,"K",28,3.262,64.36,68
26.67,"Class1",34.807,36.354,"Z",52.341,65,"J",71,20.972,63.608,71
88.275,"Class2",72.457,59.545,"A",62.474,39,"O",68,15.375,39.008,58
88.225,"Class2",58.312,54.189,"Y",62.671,34,"M",72,82.29,33.585,59
88.008,"Class2",61.816,54.013,"R",62.324,40,"H",68,43.73,54.869,59
80.486,"Class3",75.64,33.209,"R",51.58,49,"S",43,60.014,61.157,94
72.224,"Class3",75.984,38.65,"U",50.823,24,"W",18,60.693,95.531,84
75.825,"Class3",88.238,27.188,"C",53.649,46,"W",24,67.571,73.394,86
76.193,"Class3",63.858,41.313,"R",56.686,47,"W",25,60.963,28.755,97
89.708,"Class2",72.773,52.741,"S",62.442,38,"O",72,59.69,36.982,60
31.967,"Class1",8.977,53.55,"U",54.785,63,"Y",20,17.875,26.971,65
87.02,"Class2",44.902,51.731,"S",58.192,34,"H",73,78.621,45.591,59
10.957,"Class1",12.046,11.516,"Z",58.834,63,"K",22,3.862,35.191,71
36.108,"Class1",20.005,36.395,"A",76.288,64,"L",42,11.586,64.863,68
28.666,"Class1",66.527,33.693,"Z",76.626,65,"K",15,10.275,43.817,26
89.433,"Class2",43.183,64.842,"K",57.003,32,"O",71,19.467,52.994,60
74.766,"Class3",90.793,38.784,"U",33.891,42,"S",41,63.315,78.294,97
9.074,"Class1",16.09,27.033,"A",64.424,64,"J",30,3.124,52.856,58
88.994,"Class2",56.659,48.639,"S",60.363,49,"O",70,38.598,38.401,58
14.649,"Class1",16.571,60.283,NA,63.632,63,"K",49,13.859,19.667,92
90.586,"Class2",49.533,63.223,"S",62.462,40,"M",73,17.027,57.675,58
2.425,"Class1",16.618,49.469,"U",64.342,64,"J",34,19.398,60.452,72
88.441,"Class2",72.688,59.538,"S",64.532,47,"C",71,51.488,45.525,58
87.999,"Class2",52.868,58.32,"K",60.368,49,"M",69,10.237,45.202,60
90.286,"Class2",59.774,59.428,"Y",57.214,51,"H",74,71.904,42.487,60
30.792,"Class1",75.119,34.77,"F",67.93,64,"Y",59,5.47,47.755,85
88.327,"Class2",53.969,60.929,"K",63.897,32,"H",68,92.298,51.65,58
75.409,"Class3",68.037,21.559,"U",64.014,49,"A",36,55.764,24.377,86
89.061,"Class2",68.619,56.112,"Y",62.818,40,"I",70,43.088,44.689,60
87.038,"Class2",45.436,54.722,"Y",56.904,37,"C",68,28.082,37.378,57
-0.796,"Class1",55.589,17.92,"F",67.502,65,"L",5,13.96,20.629,85
79.072,"Class3",89.433,40.808,"E",20.204,47,"S",26,69.236,42.728,84
88.141,"Class2",39.643,59.571,"K",60.826,46,"O",74,47.537,49.978,58
22.075,"Class1",16.724,46.872,"U",80.575,64,"K",63,10.296,70.677,65
28.152,"Class1",70.221,15.024,"I",80.818,65,"Q",35,2.862,55.892,73
88.809,"Class2",66.154,62.022,"R",62.755,47,"H",70,11.852,42.038,58
89.391,"Class2",40.301,58.446,NA,59.298,34,"H",71,22.856,46.102,59
88.823,"Class2",67.278,51.428,"R",59.155,34,"O",68,13.348,50.963,57
71.244,"Class3",68.841,37.763,"L",55.67,18,"W",17,60.2,65.646,97
81.985,"Class3",89.585,17.621,"E",41.114,26,"F",47,65.299,20.684,93
89.016,"Class2",52.152,54.763,"Y",60.272,32,"I",71,64.541,36.801,57
73.329,"Class3",80.043,35.891,"C",50.984,42,"J",54,74.592,59.342,89
19.878,"Class1",17.945,53.598,"U",73.154,63,"J",78,2.32,33.659,65
87.26,"Class2",43.141,51.902,"S",60.131,37,"M",71,15.471,41.859,58
37.739,"Class1",83.808,35.995,"U",70.046,65,"Y",55,5.783,35.388,8
3.725,"Class1",41.53,37.896,"U",66.801,63,"Q",79,2.987,35.8,15
72.191,"Class3",93.114,39.38,"U",23.08,20,"J",37,59.723,82.193,93
25.185,"Class1",42.915,55.986,"I",61.904,63,"J",24,8.486,61.688,70
88.764,"Class3",86.909,43.006,"R",90.679,44,"S",38,55.001,41.677,88
