"N1","N2","N3","N4","N5","N6","N7","N8","N9","Output13","N10","N11"
54.524,66.17,59,6.144,"X",82,91.407,75.367,"A","Class1",73,51.62
21.628,53.734,58,2.443,"U",85,88.266,76.974,"Q","Class1",76,88.584
47.015,74.584,44,73.015,"R",21,75.157,75.87,"E","Class2",76,73.608
54.3,81.125,35,69.763,NA,21,75.312,85.574,"E","Class2",25,56.46
21.928,64.73,52,7.928,"W",90,91.372,32.528,"Z","Class1",78,4.141
49.458,65.521,65,72.719,"N",20,75.196,85.46,"O","Class2",58,76.37
47.646,65.537,53,73.131,"O",18,75.64,73.904,"O","Class2",69,66.884
54.14,74.997,65,72.205,"R",24,75.057,74.793,"B","Class2",64,57.393
55.964,74.602,51,15.58,"R",71,82.384,45.936,"Z","Class1",75,89.723
37.946,63.97,59,9.248,"U",85,87.776,54.134,"A","Class1",77,37.058
46.115,60.381,35,67.866,"M",17,75.621,81.613,"O","Class2",24,94.533
55.481,83.23,58,72.074,"J",16,75.001,80.096,"B","Class2",24,73.133
53.573,45.695,54,18.202,"U",97,78.633,26.729,"A","Class1",78,34.789
44.704,71.873,49,8.488,"X",83,72.435,59.83,"Q","Class1",74,58.414
54.829,92.469,40,69.317,"R",16,75.684,88.924,"G","Class2",57,56.863
54.322,44.647,37,68.809,"R",21,75.374,86.737,"C","Class2",86,70.644
49.269,52.279,58,10.618,"J",93,85.866,68.346,"A","Class1",74,18.505
47.266,61.146,55,69.313,"J",19,75.103,86.441,"C","Class2",25,70.184
37.073,69.887,58,9.096,"U",85,75.694,64.965,"Z","Class1",75,43.097
45.691,47.3,45,69.161,"R",24,75.555,85.428,"C","Class2",31,53.432
52.603,67.852,44,74.272,"M",20,75.661,77.788,"G","Class2",36,64.096
57.945,71.947,59,6.298,"J",72,91.453,79.61,"G","Class1",75,52.743
54.986,92.464,59,71.789,NA,22,75.026,72.68,"O","Class2",85,76.762
78.501,63.859,58,6.115,"R",96,91.201,36.897,"A","Class1",72,6.181
53.963,47.959,66,71.811,"N",16,75.464,71.214,"O","Class2",27,63.146
53.233,84.824,65,70.829,"N",17,75.544,83.62,"C","Class2",43,77.57
27.092,74.056,50,8.183,"W",89,74.174,81.721,"A","Class1",72,18.213
61.976,61.612,56,9.862,NA,82,73.826,45.977,"A","Class1",75,65.476
52.687,62.931,54,72.241,"O",22,75.665,75.483,"C","Class2",17,78.827
49.313,52.703,64,68.99,"O",16,75.689,89.495,"G","Class2",31,50.471
49.666,55.408,52,13.654,"J",94,74.094,63.21,"Z","Class1",77,79.386
45.832,64.4,60,72.145,"N",20,75.658,81.51,"B","Class2",79,80.231
49.713,86.869,35,69.844,"R",23,75.482,87.674,"C","Class2",57,62.358
53.26,56.524,54,71.481,"O",22,75.158,72.777,"G","Class2",20,72.102
47.578,88.972,48,72.224,"R",20,75.857,88.271,"O","Class2",36,67.934
62.312,81.869,64,73.349,"R",19,75.112,76.958,"B","Class2",37,72.564
30.165,44.776,48,9.669,"U",83,73.158,71.802,"Z","Class1",72,43.066
58.339,45.634,54,70.796,"O",18,75.342,68.085,"E","Class2",54,66.982
52.594,56.103,67,70.153,"O",17,75.588,72.603,"G","Class2",51,53.66
45.361,67.268,60,69.273,"J",18,75.487,76.79,"B","Class2",54,77.69
48.843,67.718,50,70.983,"J",25,75.482,88.968,"B","Class2",81,71.579
51.481,48.89,45,69.369,"N",19,75.112,68.485,"E","Class2",82,73.227
39.722,70.298,55,74.315,NA,25,75.346,67.122,"C","Class2",82,69.246
45.224,74.945,49,69.986,"J",18,75.679,69.089,"B","Class2",40,63.679
49.022,55.031,53,19.237,"W",82,90.276,37.638,"Z","Class1",72,47.595
45.433,71.783,41,71.689,"M",25,75.301,69.139,"B","Class2",44,81.86
47.029,53.539,51,8.261,"J",86,79.889,26.059,"Z","Class1",77,87.596
50.477,56.583,64,72.764,"J",23,75.805,79.765,"B","Class2",36,71.075
47.231,93.584,66,72.43,"R",18,75.521,78.77,"C","Class2",45,62.941
39.048,48.114,50,9.464,"X",88,78.062,14.45,"Q","Class1",78,53.624
49.124,57.638,51,72.87,"M",17,75.273,70.129,"O","Class2",36,77.816
47.334,73.655,45,71.185,"O",18,75.014,83.303,"B","Class2",73,71.711
60.394,83.477,52,68.964,"R",16,75.315,70.374,"B","Class2",18,66.19
50.218,80.376,43,71.134,"M",17,75.759,71.251,"B","Class2",51,69.356
48.99,78.712,49,69.721,NA,22,75.478,89.822,"O","Class2",24,58.029
48.514,80.17,41,70.912,"R",23,75.738,80.84,"B","Class2",41,55.054
50.862,57.846,58,69.41,"M",24,75.18,77.213,"G","Class2",66,65.999
23.143,65.986,59,2.599,"R",79,79.015,32.555,"V","Class1",76,56.663
50.573,74.972,60,72.201,"M",23,75.733,74.971,"C","Class2",44,66.258
52.232,70.134,59,70.414,"N",18,75.514,82.917,"G","Class2",67,58.966
46.947,77.884,59,NA,"J",18,75.248,74.588,"E","Class2",83,64.526
49.429,85.36,68,73.824,"R",24,75.253,80.043,"O","Class2",37,79.95
40.715,93.843,64,73.306,"N",17,75.301,74.391,"B","Class2",79,91.085
38.422,92.431,54,68.337,"R",25,75.767,77.433,"O","Class2",86,64.341
51.22,75.153,42,71.018,"J",16,75.114,87.751,"C","Class2",66,70.991
23.949,46.83,48,16.657,"W",93,76.082,10.006,"G","Class1",78,61.992
18.612,53.893,58,5.649,"R",83,91.867,76.943,"G","Class1",78,68.188
57.518,63.512,52,69.654,"N",17,75.52,80.517,"B","Class2",52,74.568
13.065,66.019,56,16.604,"R",73,73.994,37.033,"A","Class1",78,83.77
17.739,47.843,49,14.843,"U",72,75.476,39.568,"G","Class1",74,17.742
50.523,62.24,61,68.963,"N",23,75.873,88.772,"O","Class2",40,69.742
22.33,50.286,56,20.257,"U",76,78.561,31.302,"G","Class1",75,78.447
35.417,47.461,56,3.898,"U",78,72.336,33.458,"G","Class1",73,90.205
25.632,43.234,56,14.224,"X",89,77.111,32.736,"Z","Class1",77,55.147
52.813,68.516,36,70.443,"M",18,75.413,84.314,"C","Class2",93,68.788
59.38,51.002,57,10.001,"R",90,82.798,74.602,"Z","Class1",76,12.743
52.149,64.128,45,NA,"J",20,75.572,76.601,"G","Class2",55,76.217
52.142,92.996,48,71.231,"J",24,75.053,75.132,"C","Class2",45,79.764
36.655,75.658,47,68.443,"N",22,75.182,75.527,"G","Class2",23,67.732
23.091,54.483,55,7.971,"X",82,79.052,24.993,"V","Class1",76,20.295
55.892,91.197,42,74.016,"O",18,75.586,81.095,"E","Class2",32,86.82
50.42,52.2,65,71.715,"M",23,75.989,75.024,"O","Class2",60,82.21
42.279,88.967,66,66.263,"M",20,75.032,67.329,"G","Class2",91,85.654
53.232,78.736,58,71.892,"O",23,75.072,81.664,"B","Class2",71,65.226
47.551,51.095,66,74.451,"R",25,75.955,88.975,"B","Class2",64,57.44
63.149,69.234,54,4.731,"X",70,78.413,92.02,"A","Class1",74,23.461
58.711,56.034,40,72.618,"M",18,75.088,75.284,"C","Class2",62,58.85
46.446,67.897,59,70.327,"O",16,75.97,83.69,"G","Class2",56,63.59
37.977,74.861,54,14.491,"X",88,87.937,85.994,"Z","Class1",73,53.342
51.747,67.616,48,19.663,"J",81,74.579,75.985,"Z","Class1",72,68.697
48.175,73.185,57,2.328,"X",75,83.699,74.317,"Q","Class1",72,80.657
57.099,45.139,50,14.378,"U",92,79.212,72.775,"V","Class1",77,61.491
31.075,71.6,51,6.462,"J",87,75.219,79.051,"G","Class1",73,59.537
38.015,43.012,53,13.043,"W",81,81.08,88.009,"Q","Class1",72,81.227
50.36,92.563,56,69.951,"M",16,75.675,89.1,"B","Class2",60,69.311
48.517,53.33,54,4.77,"U",81,85.705,52.772,"G","Class1",72,9.804
36.358,68.68,49,NA,NA,77,82.091,17.927,"V","Class1",73,28.738
31.211,68.008,51,-2.123,NA,90,73.466,11.783,"Q","Class1",78,44.145
45.46,73.18,49,8.281,"J",95,78.974,81.379,"A","Class1",78,71.908
72.703,65.848,52,-1.761,"W",83,87.263,16.878,"V","Class1",78,14.096
19.141,60.924,51,5.618,"W",98,82.851,17.569,"V","Class1",73,25.138
56.368,49.538,38,70.314,"N",18,75.173,76.401,"C","Class2",68,72.491
56.128,71.606,57,71.214,NA,19,75.214,85.825,"G","Class2",59,67.983
53.045,68.309,65,74.284,"M",18,75.577,76.246,"E","Class2",67,75.94
43.744,51.545,51,9.183,"R",95,77.232,53.367,"G","Class1",77,69.915
50.994,44.524,43,69.585,"O",18,75.944,85.274,"O","Class2",65,74.703
42.603,89.056,71,74.161,"J",16,75.319,89.866,"C","Class2",33,70.134
54.355,54.561,65,70.998,"R",25,75.239,87.198,"C","Class2",59,58.328
54.092,92.371,60,NA,NA,22,75.192,66.469,"E","Class2",55,67.974
32.009,44.522,55,8.627,"W",70,91.675,21.731,"Q","Class1",74,55.98
46.613,44.151,45,69.913,"O",25,75.247,79.058,"B","Class2",24,63.284
27.112,74.932,53,20.808,"U",82,87.186,60.988,"Q","Class1",78,74.118
46.598,49.042,48,14.452,"J",71,84.452,41.674,"A","Class1",77,55.352
11.93,69.769,57,13.287,"W",93,88.045,85.881,"A","Class1",72,22.818
58.896,54.376,54,10.555,"W",80,90.64,82.908,"V","Class1",76,40.818
48.673,72.288,64,72.281,"R",16,75.23,84.375,"E","Class2",43,61.347
39.206,57.013,51,15.938,"W",91,83.553,85.435,"Z","Class1",72,62.596
44.613,74.537,52,12.613,"J",75,76.271,50.275,"Z","Class1",77,55.742
42.546,47.778,50,-0.069,"R",97,82.142,8.011,"V","Class1",73,21.789
31.362,60.713,48,0.163,"U",78,80.842,70.038,"G","Class1",75,28.919
47.357,83.217,39,71.694,"N",19,75.687,72.685,"G","Class2",59,71.209
47.822,66.04,41,72.679,"N",21,75.81,73.542,"C","Class2",86,78.542
39.662,93.394,35,71.942,"J",25,75.747,74.589,"B","Class2",61,72.719
52.786,77.309,64,69.115,"M",21,75.783,77.777,"E","Class2",58,62.58
53.018,74.82,53,14.593,"W",74,72.113,80.988,"Z","Class1",75,38.211
51.462,79.198,35,70.111,"M",22,75.208,76.96,"C","Class2",92,78.125
27.463,62.606,59,6.633,"U",98,72.663,73.595,"Q","Class1",74,34.745
57.652,69.422,55,11.914,"U",95,78.054,59.313,"Z","Class1",74,18.319
50.779,81.091,65,70.773,"R",23,75.725,84.345,"C","Class2",40,60.831
52.977,78.85,41,69.641,"M",22,75.876,66.584,"C","Class2",75,59.408
48.52,56.963,36,69.929,"J",24,75.259,78.456,"B","Class2",60,63.248
52.998,54.824,57,12.571,"U",79,88.59,35.562,"V","Class1",72,43.526
72.072,55.299,50,5.312,"W",91,89.679,87.92,"Q","Class1",78,96.932
49.825,86.365,66,69.583,"J",20,75.212,88.652,"C","Class2",41,58.442
55.409,58.866,63,71.598,"M",24,75.735,78.862,"C","Class2",54,74.958
41.884,62.588,59,6.648,"W",80,76.227,60.521,"Z","Class1",77,12.487
42.209,65.651,50,16.669,"X",77,85.756,28.466,"Q","Class1",74,9.279
54.227,88.455,57,70.41,"O",21,75.01,88.326,"E","Class2",78,73.874
51.507,71.095,70,71.519,"R",20,75.569,84.277,"O","Class2",94,71.733
35.093,64.344,49,NA,"W",93,87.068,23.767,"V","Class1",75,57.888
48.615,53.741,71,68.794,"O",22,75.849,88.078,"G","Class2",50,70.937
85.878,61.468,58,7.548,"W",93,85.012,78.705,"V","Class1",75,19.84
57.849,52.082,49,10.336,"J",95,80.22,89.026,"G","Class1",75,22.289
65.453,45.703,48,4.065,"J",78,84.491,23.533,"G","Class1",78,48.236
44.375,76.925,57,68.2,"J",24,75.583,80.946,"O","Class2",67,70.454
49.424,44.606,54,9.314,"X",75,79.631,50.702,"Z","Class1",72,42.069
44.95,50.277,58,7.143,NA,90,90.376,12.316,"G","Class1",76,30.276
39.955,51.452,57,14.389,"U",72,85.874,59.586,"Z","Class1",78,56.316
64.504,65.394,48,14.851,"W",71,87.954,64.683,"A","Class1",73,84.694
45.28,47.267,57,8.564,"R",75,89.04,61.644,"V","Class1",75,35.225
46.383,57.054,59,NA,"R",92,83.636,58.428,"V","Class1",75,62.035
50.054,93.06,38,74.502,"M",19,75.357,66.746,"B","Class2",55,67.071
45.965,70.635,40,71.607,"N",23,75.253,74.188,"G","Class2",50,68.367
45.557,57.452,48,69.886,"R",19,75.473,74.748,"C","Class2",56,75.39
32.327,59.428,58,7.878,"X",70,83.884,18.63,"Q","Class1",77,25.491
49.458,92.252,50,71.69,"O",18,75.38,73.158,"B","Class2",62,61.906
57.218,49.474,50,20.214,"W",93,76.181,18.008,"Q","Class1",78,75.231
69.787,72.21,51,15.267,"R",72,74.537,29.108,"G","Class1",76,22.562
42.947,92.726,43,67.958,"O",21,75.585,72.364,"G","Class2",26,84.032
48.99,80.391,59,68.677,"N",20,75.346,88.464,"B","Class2",58,83.971
49.479,48.886,47,70.403,"M",16,75.419,69.813,"O","Class2",53,78.707
46.699,73.569,51,NA,"R",18,75.081,68.609,"G","Class2",90,63.942
25.874,43.81,50,5.172,"X",80,91.259,88.595,"Q","Class1",74,51.682
44.488,74.161,50,16.359,"J",95,72.639,86.26,"G","Class1",72,61.001
53.637,60.875,56,7.922,"R",79,76.569,68.865,"Q","Class1",77,69.198
42.681,80.141,50,70.481,"J",18,75.066,87.715,"O","Class2",48,72.81
54,84.632,39,70.251,"N",19,75.204,72.139,"G","Class2",44,56.94
54.369,67.995,42,69.357,"R",17,75.423,67.39,"B","Class2",27,66.598
59.155,57.505,59,6.564,"W",82,74.693,74.548,"Q","Class1",73,53.942
50.455,44.157,58,73.839,"R",20,75.863,73.333,"C","Class2",91,68.68
45.835,51.213,53,NA,"W",81,83.342,58.568,"V","Class1",74,49.846
12.835,70.1,56,19.258,"J",88,77.972,47.744,"Z","Class1",73,36.65
45.24,59.178,43,NA,"N",20,75.306,69.383,"C","Class2",24,105.108
44.52,87.76,68,69.943,"M",22,75.879,70.215,"C","Class2",76,70.576
52.08,63.481,69,72.879,"O",22,75.997,75.879,"B","Class2",63,78.809
29.988,58.082,56,16.988,"W",91,72.259,20.21,"Q","Class1",77,46.949
58.237,51.772,58,8.796,"U",78,90.086,72.926,"A","Class1",73,24.852
47.706,67.831,70,71.85,"R",19,75.395,74.976,"C","Class2",59,72.202
90.424,47.699,54,12.154,"X",97,83.161,79.929,"G","Class1",76,37.793
38.234,71.043,49,9.46,NA,92,90.159,49.912,"V","Class1",74,70.119
56.44,63.711,52,9.8,"U",93,77.49,20.294,"Q","Class1",78,42.422
59.239,77.418,62,71.717,"J",25,75.125,84.323,"O","Class2",70,65.163
40.022,74.726,51,3.225,"R",76,81.504,54.523,"A","Class1",72,64.068
48.364,70.562,55,7.242,"W",98,77.377,58.335,"V","Class1",75,60.836
34.768,56.559,53,12.429,NA,78,84.094,64.593,"V","Class1",76,34.059
18.238,67.902,56,NA,"J",72,91.279,66.857,"A","Class1",72,27.472
21.148,65.211,52,9.371,"X",75,75.528,60.284,"G","Class1",75,24.299
45.951,93.632,50,70.925,"R",24,75.276,78.603,"O","Class2",17,68.848
37.592,68.925,53,17.913,NA,86,76.943,27.505,"Z","Class1",73,71.903
43.401,46.015,63,69.805,"R",20,75.021,68.429,"E","Class2",28,71.326
44.444,67.41,65,71.231,"O",25,75.452,78.192,"C","Class2",23,68.716
78.236,50.599,59,9.728,"W",78,80.061,53.983,"V","Class1",78,72.273
44.065,65.37,58,68.726,"O",20,75.152,87.055,"B","Class2",18,58.686
50.891,54.956,58,68.089,"M",17,75.768,75.203,"E","Class2",28,82.505
54.301,65.989,68,74.478,"N",25,75.24,79.024,"C","Class2",65,61.3
60.163,66.539,55,71.861,"R",25,75.561,86.149,"G","Class2",89,78.08
28.364,61.304,51,7.763,"U",84,90.517,56.966,"V","Class1",78,64.043
52.268,71.838,59,72.213,"R",18,75.372,73.99,"C","Class2",64,62.925
48.343,51.965,63,70.717,"R",25,75.573,89.918,"B","Class2",34,75.873
22.295,47.785,57,11.769,"U",97,74.74,76.482,"G","Class1",76,6.344
63.388,52.445,54,3.321,"X",87,74.839,72.775,"A","Class1",75,42.788
48.601,89.637,65,72.883,"M",18,75.923,72.576,"O","Class2",20,68.827
43.763,75.918,63,71.637,"J",25,75.388,85.101,"E","Class2",89,92.615
45.697,48.683,54,15.713,"R",71,80.922,67.432,"V","Class1",78,-1.298
54.715,92.186,48,70.17,"J",25,75.167,84.191,"C","Class2",72,67.484
16.869,66.615,55,5.447,NA,83,87.637,28.145,"A","Class1",75,29.571
27.154,71.149,49,13.943,"J",71,79.472,17.264,"Q","Class1",76,30.892
57.635,74.112,43,70.733,"M",18,75.812,81.783,"O","Class2",43,66.008
27.808,43.61,53,17.997,"R",78,83.273,17.909,"A","Class1",76,15.613
23.55,74.417,53,7.639,"X",84,90.497,65.379,"Z","Class1",78,72.091
43.272,66.867,68,70.339,"O",24,75.395,66.157,"B","Class2",52,58.314
37.638,51.45,49,15.025,"X",88,73.434,21.795,"Q","Class1",77,56.23
53.646,62.732,51,70.211,"R",18,75.808,77.636,"C","Class2",26,58.11
40.996,73.832,50,11.938,NA,98,89.012,66.613,"Z","Class1",76,34.465
40.195,74.414,63,73.23,"R",25,75.856,66.569,"O","Class2",71,62.852
46.174,62.793,50,6.437,"U",82,83.558,80.484,"G","Class1",77,61.701
59.054,50.597,51,12.098,"R",71,91.059,64.084,"Q","Class1",78,3.582
44.084,70.164,52,12.68,"W",76,74.362,92.943,"G","Class1",76,14.24
46.087,49.211,52,17.06,"J",79,82.12,62.65,"V","Class1",74,47.038
62.332,78.905,70,68.042,"R",16,75.162,84.595,"C","Class2",58,62.91
48.135,63.474,35,NA,"J",21,75.913,86.579,"O","Class2",44,68.116
49.813,86.583,36,70.119,"M",22,75.121,66.836,"G","Class2",71,71.604
53.879,45.744,55,73.519,"N",24,75.212,68.763,"C","Class2",72,87.306
49.748,54.113,48,69.969,"J",22,75.56,73.721,"O","Class2",17,72.716
59.284,55.151,43,72.971,"O",19,75.543,76.212,"G","Class2",45,53.065
44.203,60.545,44,68.115,"N",16,75.961,76.123,"B","Class2",78,51.346
41.567,52.205,52,6.947,"J",86,85.41,47.203,"G","Class1",75,58.027
61.2,50.009,55,10.291,"W",88,75.317,81.475,"G","Class1",75,1.703
44.808,68.53,40,72.077,"J",24,75.706,66.503,"E","Class2",73,54.219
44.078,79.085,40,74.093,"N",23,75.565,70.069,"C","Class2",61,77.274
77.387,69.153,50,14.786,"X",76,82.705,71.927,"A","Class1",72,59.963
32.998,46.895,55,19.597,NA,77,84.384,19.036,"G","Class1",77,34.196
37.333,48.324,48,6.745,"W",78,87.87,39.432,"G","Class1",75,101.812
55.079,82.432,47,68.423,"O",17,75.022,82.724,"E","Class2",61,59.741
50.439,76.702,40,71.517,"J",17,75.884,75.373,"B","Class2",74,66.386
54.574,84.983,67,73.335,"O",16,75.618,74.165,"O","Class2",43,77.163
30.962,67.973,49,3.676,"J",87,74.154,30.611,"V","Class1",72,41.745
40.054,50.77,56,13.935,"W",96,88.293,26.595,"Z","Class1",78,68.192
44.733,63.839,49,14.746,"J",94,72.816,18.719,"Z","Class1",75,27.892
52.881,66.288,65,70.81,"O",19,75.227,85.421,"O","Class2",88,82.439
62.983,68.419,48,1.558,"U",94,85.169,39.923,"A","Class1",74,23.582
44.54,89.979,50,NA,"R",24,75.768,67.231,"O","Class2",70,64.607
17.657,56.723,58,4.154,"X",90,76.243,81.588,"Z","Class1",73,48.692
45.236,84.957,44,71.647,"R",20,75.277,72.284,"E","Class2",53,77.12
55.026,88.609,47,71.16,"J",22,75.393,89.654,"O","Class2",50,59.03
34.379,71.897,57,14.184,NA,95,76.308,59.934,"V","Class1",78,88.983
20.757,59.749,54,8.473,"W",69,86.688,12.157,"Z","Class1",73,17.156
51.907,43.348,56,15.715,"J",78,82.058,69.252,"Z","Class1",78,21.958
44.022,82.576,60,71.315,"J",20,75.38,68.853,"C","Class2",64,74.995
50.272,50.377,56,12.194,"J",95,80.909,79.714,"V","Class1",73,31.056
51.505,72.984,54,71.503,"M",22,75.349,85.274,"G","Class2",54,65.85
44.124,55.573,55,8.819,"U",72,73.822,26.556,"G","Class1",72,70.378
29.993,71.721,48,11.941,"U",89,79.879,47.436,"G","Class1",75,-24.693
22.326,44.005,59,5.769,"R",95,76.227,8.447,"V","Class1",74,74.222
43.167,60.213,44,70.685,"O",25,75.824,78.045,"E","Class2",72,74.899
39.434,58.987,57,8.929,"J",92,87.995,35.588,"V","Class1",73,47.573
47.498,56.364,37,70.849,"N",18,75.388,68.16,"G","Class2",35,67.685
44.559,74.024,58,71.143,"R",24,75.441,67.36,"G","Class2",81,75.198
15.772,68.417,58,11.392,"J",72,82.62,41.545,"Q","Class1",77,9.117
49.266,92.35,45,71.622,"O",24,75.145,70.979,"C","Class2",39,70.135
48.497,71.411,69,71.01,"N",18,75.122,80.059,"G","Class2",32,68.179
51.588,57.037,56,12.279,"J",83,76.539,11.066,"Q","Class1",76,-2.037
49.235,92.632,57,74.293,"O",16,75.5,87.801,"E","Class2",91,68.234
58.619,55.078,46,NA,"J",16,75.689,81.1,"B","Class2",41,68.77
44.577,48.081,58,0.956,"U",81,77.629,58.972,"Q","Class1",73,38.377
47.438,56.22,69,NA,"O",17,75.096,74.361,"O","Class2",62,84.203
47.663,82.079,54,NA,"R",21,75.982,71.11,"E","Class2",70,75.16
52.246,52.005,50,NA,"N",23,75.902,86.514,"E","Class2",23,57.033
45.571,69.98,53,12.975,"X",84,74.439,50.085,"A","Class1",73,0.761
54.744,52.735,59,69.578,"M",23,75.176,88.021,"B","Class2",58,64.806
52.453,47.568,41,71.817,"O",21,75.489,66.577,"O","Class2",26,79.552
35.606,67.403,50,3.31,"W",87,89.212,39.669,"Z","Class1",75,89.773
26.76,45.822,53,10.855,"R",88,80.681,78.379,"Q","Class1",78,61.616
39.594,51.239,43,69.312,"M",21,75.903,84.878,"G","Class2",78,71.068
49.126,45.809,55,1.27,"J",76,77.802,11.66,"V","Class1",76,63.273
46.561,58.638,57,68.939,NA,17,75.173,87.753,"C","Class2",22,67.273
50.33,77.183,55,69.344,"O",21,75.352,67.424,"G","Class2",28,78.494
31.53,47.204,54,10.539,"R",69,87.121,48.838,"V","Class1",74,52.953
50.968,69.174,59,13.151,"R",97,77.484,29.81,"V","Class1",76,4.279
60.871,60.654,66,70.266,"R",24,75.112,73.8,"C","Class2",64,71.863
49.265,72.932,39,73.124,"M",22,75.125,77.838,"E","Class2",84,53.909
63.009,47.001,53,9.096,"R",85,82.779,50.381,"A","Class1",78,95.051
54.93,89.317,43,70.537,"J",22,75.629,82.858,"G","Class2",88,69.935
47.143,89.738,53,69.106,"M",22,75.931,75.686,"C","Class2",91,73.892
15.379,65.494,59,14.495,"W",85,88.444,22.71,"Q","Class1",73,83.556
44.966,89.685,51,73.647,"O",17,75.457,86.415,"E","Class2",90,75.524
51.462,72.375,57,NA,"J",21,75.001,66.533,"O","Class2",84,69.564
46.77,87.764,39,75.819,"N",25,75.988,83.926,"C","Class2",52,74.842
44.262,76.374,66,72.793,"O",20,75.338,66.823,"E","Class2",33,80.266
33.706,63.05,59,NA,"W",86,76.068,36.072,"V","Class1",73,39.825
48.645,71.994,42,69.652,"J",22,75.305,75.341,"B","Class2",23,58.379
38.593,61.491,63,72.219,"M",24,75.023,75.696,"G","Class2",29,80.235
41.716,47.125,58,21.049,"W",86,78.176,43.186,"A","Class1",75,43.877
50.971,52.491,41,68.115,"J",21,75.629,75.427,"B","Class2",74,65.715
56.462,89.156,41,72.85,"M",18,75.911,70.433,"B","Class2",58,69.579
50.58,92.364,51,71.721,"N",19,75.068,69.646,"C","Class2",71,85.453
26.308,64.763,50,11.772,"U",69,80.61,41.647,"V","Class1",74,-2.406
47.959,64.416,55,71.433,"R",24,75.344,86.465,"G","Class2",65,88.769
36.002,61.407,50,2.729,"R",98,72.287,20.099,"Z","Class1",76,10.61
37.406,63.686,51,-1.339,"J",78,73.452,72.04,"Z","Class1",74,30.867
52.099,70.525,57,70.964,"J",16,75.801,67.053,"B","Class2",83,83.249
47.286,57.294,36,68.619,"R",18,75.32,87.02,"B","Class2",43,57.091
50.354,56.868,69,72.136,"N",23,75.906,78.586,"O","Class2",57,83.019
52.354,50.634,64,72.269,"O",25,75.783,75.055,"C","Class2",43,71.522
41.122,57.996,51,10.264,"R",76,87.041,58.666,"Z","Class1",74,84.938
48.211,56.458,60,71.829,"O",17,75.59,74.168,"C","Class2",49,57.692
28.828,51.808,54,20.448,"X",76,74.379,19.555,"A","Class1",72,51.078
