"J1","J2","J3","J4","J5","J6","J7","J8","J9","J10","J11","Output9"
83.82,29.275,66,NA,"Y",30,81.075,43.332,46,39.516,44.19,"Class1"
64.571,47.524,15,"O","A",63,86.855,53.822,61,89.079,56.238,"Class2"
76.374,79.341,46,"S","G",NA,13.619,65.383,6,90.164,52.946,"Class4"
34.071,50.555,38,"K","X",27,51.804,41.335,52,39.467,47.442,"Class1"
82.31,69.423,11,"C","H",54,78.879,63.424,62,87.831,61.911,"Class2"
77.268,73.246,13,"O","J",31,79.728,82.596,45,82.503,4.661,"Class2"
79.873,76.36,28,"B","S",36,14.245,70.756,7,88.237,52.27,"Class4"
22.81,39.897,24,"Z","K",96,55.509,50.14,20,36.119,10.159,"Class3"
24.901,44.82,29,"Z","Y",70,52.653,75.968,29,11.502,25.805,"Class3"
33.173,37.378,66,"G","P",50,55.832,44.152,59,55.099,47.605,"Class1"
27.656,3.051,39,"T","X",33,56.366,43.959,53,62.489,43.934,"Class1"
18.327,49.519,34,"Z","R",60,49.088,58.301,62,18.368,9.234,"Class3"
17.257,37.055,27,"U","K",53,56.914,38.368,36,19.094,47.895,"Class3"
42.508,58.459,33,"K","T",49,63.202,44.427,56,22.363,42.624,"Class1"
88.516,52.756,11,"Y","A",30,82.318,79.377,61,71.778,66.045,"Class2"
46.406,72.802,18,"T","C",83,76.267,49.193,29,78.801,54.967,"Class5"
46.46,73.438,16,"T","H",79,76.179,48.506,91,92.536,54.651,"Class5"
17.341,35.666,16,"F","J",73,51.192,61.598,60,20.713,12.415,"Class3"
75.602,76.128,74,"S","S",33,16.071,63.165,10,90.754,60.843,"Class4"
46.351,62.078,20,"T","C",77,74.064,49.358,59,84.114,69.545,"Class5"
45.591,51.065,29,"C","H",78,73.763,48.86,48,83.225,66.212,"Class5"
23.547,35.465,37,"U","K",77,52.405,77.188,50,19.127,13.405,"Class3"
59.48,30.277,47,"Q","Y",28,44.08,44.195,62,46.154,44.162,"Class1"
64.019,60.874,7,NA,"A",94,85.899,76.938,56,70.963,20.492,"Class2"
21.111,47.368,15,"U","K",61,53.042,57.74,50,38.649,7.762,"Class3"
72.904,77.213,40,"G","G",34,11.53,59.57,6,92.348,29.468,"Class4"
36.437,11.708,40,NA,"T",45,79.839,41.612,52,62.799,44.489,"Class1"
74.888,77.191,60,"X","S",43,16.117,52.702,9,91.776,38.796,"Class4"
70.799,49.804,15,"F","A",94,80.766,59.142,42,90.277,51.779,"Class2"
46.742,68.97,13,"C","G",79,75.519,49.197,92,82.682,51.968,"Class5"
18.847,42.122,5,"A","C",NA,51.801,94.499,26,22.01,9.769,"Class3"
77.631,79.735,61,"G","I",37,14.107,59.901,8,88.935,65.106,"Class4"
19.985,35.979,34,"D","Y",74,49.761,67.408,48,24.329,49.877,"Class3"
86.35,78.476,21,NA,"G",37,13.021,54.45,8,90.156,58.891,"Class4"
19.677,43.985,55,"G","F",49,114.694,41.298,51,66.724,45.2,"Class1"
81.193,76.159,60,"S","J",36,16.037,66.377,8,93.703,51.268,"Class4"
20.468,34.703,60,"Z","C",75,48.843,45.437,36,4.771,16.323,"Class3"
43.781,2.776,55,"K","X",49,55.338,43.538,55,61.417,44.259,"Class1"
24.692,35.227,9,"F","C",95,53.724,90.247,54,16.454,35.25,"Class3"
23.121,30.478,52,"Z","Y",69,55.022,41.782,36,23.081,6.95,"Class3"
46.366,71.365,18,"C","H",86,74.434,48.166,56,87.347,46.972,"Class5"
55.562,65.031,12,"O","X",36,82.94,69.592,53,70.69,57.864,"Class2"
88.008,49.33,14,"I","H",74,87.824,80.7,48,68.331,87.325,"Class2"
46.531,48.439,24,"B","C",77,74.587,48.735,25,81.23,60.922,"Class5"
36.723,34.578,54,"Q","P",50,52.829,44.082,55,41.538,46.26,"Class1"
18.248,43.275,24,"Z","J",81,47.469,38.406,40,31.731,50.72,"Class3"
18.629,33.439,33,"Z","K",56,49.196,46.895,38,43.803,14.147,"Class3"
16.779,30.938,21,"D","R",56,51.022,59.865,54,41.095,56.876,"Class3"
68.113,74.297,14,"O","N",50,87.238,56.443,57,75.343,17.966,"Class2"
46.518,73.701,17,"V","G",79,72.512,48.623,47,83.025,67.713,"Class5"
65.796,67.928,11,"F","A",91,84.931,83.178,45,100.748,11.712,"Class2"
81.783,75.615,59,"G","I",42,18.3,56.102,6,92.43,56.446,"Class4"
76.684,57.224,10,NA,"N",80,81.844,87.694,45,86.742,4.486,"Class2"
76.566,78.635,40,"O","S",32,13.21,56.712,10,87.829,35.181,"Class4"
46.829,42.541,37,"Q","T",47,78.137,42.076,48,44.945,45.283,"Class1"
72.156,61.448,15,"Y","J",54,85.419,72.652,42,98.902,42.206,"Class2"
46.324,52.966,16,"V","G",NA,76.353,48.904,34,78.963,59.413,"Class5"
73.386,59.508,9,"I","N",89,80.074,62.795,53,100.686,70.956,"Class2"
20.556,42.403,0,"D","R",69,52.512,69.661,30,31.884,17.193,"Class3"
52.051,19.142,41,"G","F",46,66.786,43.988,53,43.57,44.294,"Class1"
19.901,3.626,52,"G","X",NA,63.065,41.406,52,53.996,48.117,"Class1"
77.807,76.885,44,"X","S",32,12.462,66.212,10,92.141,46.739,"Class4"
26.707,46.577,7,"Z","K",70,51.533,91.941,64,13.372,10.366,"Class3"
39.019,50.622,53,"K","Y",31,49.222,44.812,63,38.334,43.207,"Class1"
74.399,57.801,14,"C","H",47,78.263,57.041,69,98.702,69.14,"Class2"
39.174,46.484,57,"T","T",31,99.902,41.128,61,60.241,42.314,"Class1"
37.219,18.663,44,"K","F",38,73.291,42.416,62,51.073,45.663,"Class1"
24.083,30.347,9,"U","J",74,57.522,55.456,24,34.421,3.213,"Class3"
43.751,55.075,33,"G","X",28,44.094,43.512,51,26.809,43.59,"Class1"
90.739,76.567,15,"X","I",35,16.094,62.127,10,94.673,62.441,"Class4"
46.503,58.464,21,"Q","I",NA,70.869,49.249,62,83.93,56.501,"Class5"
21.036,45.718,39,"Z","J",55,51.47,41.435,52,35.409,6.323,"Class3"
55.724,48.248,56,"M","Y",35,65.348,42.396,58,34.452,47.954,"Class1"
70.933,79.821,58,"S","J",42,16.25,59.203,6,89.018,36.501,"Class4"
58.675,26.079,63,"T","T",42,29.535,42.867,51,57.844,44.274,"Class1"
73.712,77.118,38,"O","S",NA,17.548,51.899,9,94.054,45.75,"Class4"
12.812,44.456,45,"Z","C",NA,50.251,56.469,67,24.654,38.779,"Class3"
18.734,35.026,48,"Z","Y",68,49.295,42.134,25,36.293,19.356,"Class3"
59.417,50.609,7,"Y","A",94,82.753,57.093,51,81.408,4.458,"Class2"
46.404,74.718,28,"V","C",84,72.719,48.136,67,76.136,68.621,"Class5"
74.091,75.09,27,"S","X",32,13.346,55.885,9,89.499,37.967,"Class4"
29.545,57.615,65,"K","F",NA,69.912,43.762,51,67.567,42.444,"Class1"
67.738,51.763,11,"Y","J",60,81.837,75.89,61,63.768,9.133,"Class2"
42.078,7.726,55,"G","X",38,45.172,43.901,49,49.395,45.059,"Class1"
46.491,58.582,21,"V","I",78,72.14,48.696,70,84.398,56.189,"Class5"
88.441,78.75,46,"S","J",38,13.016,54.25,7,90.278,54.725,"Class4"
52.149,32.766,39,"G","P",29,68.78,42.905,54,51.556,44.46,"Class1"
46.443,46.675,26,"B","H",86,73.902,48.521,62,89.759,49.487,"Class5"
27.122,32.536,5,"D","K",NA,53.986,63.883,59,42.226,40.868,"Class3"
46.556,48.87,14,"Q","G",NA,73.709,49.051,20,76.512,61.072,"Class5"
46.577,49.983,29,"V","G",82,73.462,48.536,48,79.386,66.645,"Class5"
81.931,78.181,44,"X","G",32,13.968,62.729,6,87.472,43.867,"Class4"
74.866,61.197,14,"I","J",38,80.593,49.415,63,85.69,22.85,"Class2"
20.531,36.673,54,"A","C",54,50.396,57.443,24,30.863,27.349,"Class3"
21.233,31.58,64,"D","R",90,48.602,95.595,50,25.356,13.564,"Class3"
34.461,40.409,51,"Q","T",26,53.203,42.314,49,55.396,48.898,"Class1"
42.641,15.013,43,"K","F",NA,54.656,42.262,62,46.359,44.983,"Class1"
65.515,45.158,13,"Y","J",68,84.078,79.687,60,94.384,50.897,"Class2"
14.861,47.542,63,"U","J",90,51.509,88.421,16,30.759,21.248,"Class3"
46.258,48.709,28,"B","G",77,77.679,49.845,61,74.952,44.644,"Class5"
46.253,60.341,26,"V","G",84,77.222,49.342,91,79.999,60.074,"Class5"
41.74,58.923,35,"G","Y",28,40.54,41.984,53,51.552,45.332,"Class1"
58.228,18.667,47,"Q","X",49,86.237,41.239,47,47.237,48.777,"Class1"
48.473,24.843,31,"K","Y",39,48.848,42.167,59,43.123,47.738,"Class1"
76.462,61.105,12,"Y","H",90,84.573,76.375,64,94.181,9.35,"Class2"
20.179,46.952,14,"A","R",92,52.464,44.891,29,20.141,7.372,"Class3"
46.19,70.268,25,"B","H",84,77.249,48.984,46,74.119,68.313,"Class5"
21.978,46.306,27,"U","C",61,50.927,38.676,45,13.58,10.988,"Class3"
46.778,61.858,15,"T","G",86,71.326,48.979,42,87.622,72.146,"Class5"
46.645,49.956,19,"V","C",80,74.731,48.377,61,84.448,55.387,"Class5"
46.952,74.366,19,"B","H",85,76.246,49.944,41,85.498,55.306,"Class5"
14.994,35.045,49,"D","Y",55,51.987,79.769,68,21.223,21.774,"Class3"
72.651,76.666,49,"G","S",42,15.256,59.24,7,92.244,43.324,"Class4"
90.728,55.709,14,"F","H",49,84.627,69.032,50,87.494,44.998,"Class2"
93.203,59.025,11,"Y","A",87,85.489,87.325,68,104.06,51.434,"Class2"
18.695,34.079,17,NA,"J",52,52.472,63.753,41,27.867,21.585,"Class3"
49.786,51.528,30,"G","Y",27,57.409,41.074,51,62.237,44.371,"Class1"
60.725,49.052,7,"I","A",NA,82.135,61.895,55,75.506,78.232,"Class2"
66.324,59.232,9,"Y","J",76,82.886,63.812,43,87.213,22.474,"Class2"
45.931,61.771,19,"T","C",78,74.626,48.799,24,87.925,48.058,"Class5"
21.967,40.073,5,"F","K",61,51.672,69.904,12,25.874,10.409,"Class3"
40.872,13.688,52,NA,"T",43,48.868,43.136,59,43.004,47.809,"Class1"
64.85,55.627,43,"K","Y",33,75.816,41.58,53,58.216,48.194,"Class1"
77.95,77.373,46,"O","G",36,12.236,59.458,9,89.21,34.102,"Class4"
70.948,67.426,9,"Y","N",94,76.091,83.236,55,93.268,65.382,"Class2"
15.341,35.633,4,"F","Y",80,56.354,66.237,48,39.051,31.635,"Class3"
22.334,40.005,27,"D","K",75,50.98,91.613,13,34.406,46.834,"Class3"
21.554,40.402,45,"D","C",70,46.706,70.034,35,31.559,25.566,"Class3"
46.256,62.316,21,"T","H",82,75.316,49.863,28,73.535,67.243,"Class5"
46.662,55.269,20,"Q","G",82,70.505,48.495,25,73.324,45.719,"Class5"
66.742,46.683,14,"I","X",96,85.086,86.619,45,61.404,11.116,"Class2"
87.964,75.071,22,NA,"I",38,15.452,58.411,7,96.07,44.565,"Class4"
40.743,56.309,62,"Q","Y",49,41.482,41.474,47,64.059,45.067,"Class1"
68.211,64.526,11,"Y","X",62,84.233,55.351,64,74.077,53.512,"Class2"
46.566,62.292,21,"B","I",82,72.863,49.8,63,80.448,64.856,"Class5"
53.971,53.388,15,"C","X",NA,84.26,59.607,53,76.162,43.277,"Class2"
74.127,69.469,8,"I","N",59,81.03,77.521,43,91.361,58.375,"Class2"
43.001,54.993,45,"Q","Y",23,47.062,43.84,60,43.074,44.511,"Class1"
46.991,48.53,28,"V","G",82,79.679,48.038,57,79.89,69.688,"Class5"
77.246,45.226,11,"O","A",90,83.6,87.991,51,80.7,8.083,"Class2"
24.682,36.812,49,"Z","C",NA,53.352,44.954,54,7.268,17.56,"Class3"
29.804,61.143,51,"K","P",34,47.087,43.05,63,34.361,42.905,"Class1"
24.808,31.892,18,"A","C",85,52.996,47.987,54,16.118,43.041,"Class3"
46.146,70.905,27,"Q","I",82,70.3,49.76,41,79.607,56.827,"Class5"
63.935,78.877,58,"G","X",40,11.461,66.204,7,93.049,35.794,"Class4"
86.5,79.764,70,"S","J",44,21.65,60.812,10,91.79,58.073,"Class4"
72.067,66.859,11,"Y","J",82,82.106,78.46,46,79.242,37.328,"Class2"
38.657,27.963,35,"G","P",37,70.141,42.41,54,52.763,47.768,"Class1"
17.089,40.203,48,"Z","Y",94,51.876,41.549,17,20.385,9.157,"Class3"
67.149,4.799,38,"G","X",42,40.648,41.558,52,44.335,43.298,"Class1"
80.169,78.71,33,"X","S",44,13.226,72.227,8,90.737,61.78,"Class4"
17.892,32.143,15,"U","C",64,50.129,62.966,48,39.795,27.275,"Class3"
12.403,33.276,65,"Z","Y",55,55.097,60.112,53,27.045,20.361,"Class3"
70.811,71.066,8,"C","A",66,86.328,68.647,50,88.433,65.92,"Class2"
77.676,78.314,59,"G","S",38,15.525,65.429,10,97.47,60.716,"Class4"
54.51,17.702,45,"G","T",50,16.384,43.965,50,48.159,44.314,"Class1"
43.167,12.309,53,"M","X",36,87.888,42.464,53,51.219,47.382,"Class1"
66.877,78.687,34,"B","J",41,17.403,58.282,8,94.887,62.066,"Class4"
56.266,48.772,11,"O","X",68,82.375,69.285,62,94.739,71.07,"Class2"
46.402,71.528,18,"Q","X",78,78.422,49.109,79,82.27,51.852,"Class5"
75.995,76.078,49,"B","G",38,15.995,68.989,10,90.033,62.083,"Class4"
24.274,40.216,57,"D","Y",77,50.347,87.075,14,26.44,58.005,"Class3"
20.942,37.271,47,NA,"Y",55,52.832,61.997,53,49.229,10.189,"Class3"
43.547,30.92,48,"T","X",31,52.603,42.687,51,46.374,48.791,"Class1"
44.708,47.112,52,"Q","T",41,65.885,42.138,50,48.067,48.027,"Class1"
18.961,38.045,53,"A","R",69,58.433,60.231,12,24.789,26.948,"Class3"
52.01,5.543,33,"M","Y",28,49.841,44.279,49,52.964,44.2,"Class1"
45.496,47.861,26,"M","T",27,83.46,43.852,53,41.484,43.325,"Class1"
80.237,75.017,36,"O","X",43,15.403,68.819,8,93.211,63.384,"Class4"
20.888,35.265,24,"D","C",82,48.054,64.047,27,16.466,7.427,"Class3"
58.914,41.243,57,"K","F",31,61.974,41.946,54,48.789,45.677,"Class1"
67.506,50.627,39,"K","Y",34,52.136,44.884,57,47.2,42.978,"Class1"
62.882,58.837,15,"Y","J",51,86.411,74.645,51,78.517,63.314,"Class2"
46.545,57.098,20,"C","G",NA,76.229,48.694,26,86.821,49.05,"Class5"
17.243,35.537,50,"A","R",60,56.519,71.041,27,37.44,47.495,"Class3"
24.123,37.038,41,"Z","R",65,52.754,56.222,62,29.425,14.609,"Class3"
20.043,35.201,53,"U","Y",83,51.447,80.42,55,38.596,59.478,"Class3"
46.56,51.71,27,"Q","H",77,75.318,48.637,26,83.283,67.256,"Class5"
76.528,59.158,16,"Y","J",37,76.368,77.377,52,81.137,51.756,"Class2"
20.296,40.464,3,"U","C",76,51.64,89.233,15,28.5,27.234,"Class3"
17.326,39.384,53,"U","C",63,48.888,82.586,69,35.167,28.007,"Class3"
66.962,64.342,15,NA,"J",50,84.007,53.06,47,81.377,65.317,"Class2"
46.313,58.105,17,"B","I",84,73.729,48.863,90,86.532,65.633,"Class5"
70.875,72.12,11,"Y","X",45,89.265,67.494,42,81.376,27.368,"Class2"
47.104,49.433,30,"T","C",82,74.207,49.649,26,90.375,52.467,"Class5"
51.282,18.995,38,"Q","X",23,68.916,42.456,60,57.708,45.412,"Class1"
66.355,63.827,8,"C","J",60,80.213,69.73,69,77.472,49.325,"Class2"
21.293,44.766,7,"U","R",72,54.858,80.837,56,27.924,28.21,"Class3"
65.703,73.734,13,"I","H",44,81.141,81.024,67,77.928,69.66,"Class2"
46.184,74.877,29,"B","I",86,75.749,48.74,41,76.21,50.658,"Class5"
19.275,34.634,9,"Z","C",97,49.553,40.003,22,32.694,13.128,"Class3"
65.304,70.591,8,"O","A",69,82.088,78.732,48,92.32,9.42,"Class2"
65.028,77.84,26,NA,"J",42,17.055,58.778,6,91.842,60.374,"Class4"
80.688,74.173,72,"S","G",35,13.619,66.62,8,91.013,57.116,"Class4"
70.537,74.802,7,"C","J",85,81.263,61.517,61,82.784,43.464,"Class2"
34.176,25.76,41,"Q","Y",47,58.149,41.92,60,47.867,45.464,"Class1"
76.288,66.458,13,"I","A",50,81.468,59.055,71,69.568,27.917,"Class2"
60.416,45.782,10,"O","H",77,86.248,63.376,54,86.89,20.292,"Class2"
24.641,32.907,61,"U","Y",82,51.433,72.129,47,24.066,4.869,"Class3"
85.651,79.878,73,"B","I",43,15.424,69.191,6,92.074,38.511,"Class4"
50.681,12.084,46,"Q","P",24,52.718,42.922,56,54.516,47.969,"Class1"
46.696,55.942,15,"T","I",81,72.267,48.178,20,86.461,66.613,"Class5"
75.119,59.422,12,"F","A",36,78.009,56.625,68,87.343,75.649,"Class2"
46.764,53.867,28,"Q","I",79,75.767,48.331,93,82.035,61.318,"Class5"
18.278,38.628,26,"F","K",72,47.051,55.598,50,23.243,28.545,"Class3"
68.497,77.274,56,"X","J",41,12.243,58.37,6,87.259,40.584,"Class4"
46.144,72.169,24,"C","X",77,76.748,49.97,92,75.041,48.363,"Class5"
52.728,48.146,10,"I","A",75,82.887,67.954,57,79.55,3.6,"Class2"
71.373,50.767,12,"I","N",88,80.26,83.803,55,86.351,31.273,"Class2"
18.125,44.331,58,"Z","Y",64,53.192,83.8,26,31.728,50.215,"Class3"
25.748,49.624,16,"A","R",78,50.433,62.01,32,40.918,23.462,"Class3"
71.515,64.665,7,"F","A",75,81.533,63.146,66,82.401,86.927,"Class2"
20.018,36.029,3,"A","R",89,52.498,49.656,25,29.924,12.299,"Class3"
64.904,63.357,14,"I","X",65,82.172,49.368,42,103.486,32.279,"Class2"
46.355,50.255,29,"T","X",83,75.841,49.469,75,82.282,45.657,"Class5"
94.061,70.349,14,NA,"A",51,80.947,81.766,47,83.588,12.298,"Class2"
21.037,50.84,6,"U","Y",54,49.37,84.276,48,44.609,14.924,"Class3"
46.636,65.71,19,"B","C",83,74.581,48.455,92,76.778,71.999,"Class5"
23.942,44.435,9,"F","K",87,56.107,92.709,16,36.353,51.178,"Class3"
46.686,70.848,19,"T","G",85,76.018,49.989,67,83.93,68.117,"Class5"
84.781,79.469,47,"S","J",34,10.178,64.959,9,89.769,33.849,"Class4"
69.934,78.279,69,"G","I",39,13.202,67.207,8,94.298,64.595,"Class4"
91.397,77.184,18,"B","G",33,14.406,60.539,6,93.662,45.048,"Class4"
15.012,30.082,35,"F","J",62,53.618,51.642,59,34.418,3.144,"Class3"
24.258,50.869,3,"D","K",56,47.266,55.83,28,18.82,20.391,"Class3"
46.765,60.907,14,"V","C",83,78.243,48.093,20,86.618,60.453,"Class5"
26.067,30.192,64,"U","Y",80,48.03,90.512,38,33.122,20.233,"Class3"
73.947,65.844,8,"O","N",97,83.154,70.21,64,69.68,69.683,"Class2"
46.698,53.347,20,"B","I",NA,71.199,49.52,35,82.801,55.692,"Class5"
21.675,44.487,56,"U","J",58,46.97,89.953,67,44.875,21.533,"Class3"
45.685,58.394,14,"V","C",81,77.212,49.302,53,78.808,46.883,"Class5"
22.159,30.844,9,"U","Y",80,56.573,56.546,45,12.014,13.657,"Class3"
64.416,76.779,47,NA,"J",34,16.964,66.499,6,92.759,48.621,"Class4"
65.739,76.179,17,"G","I",34,12.442,61.461,7,94.003,51.564,"Class4"
19.053,33.174,42,"D","K",77,49.961,69.56,18,29.963,13.792,"Class3"
67.341,78.794,40,"O","J",44,16.343,62.928,8,89.753,34.534,"Class4"
87.228,77.28,18,"O","G",44,15.928,61.565,7,90.733,59.88,"Class4"
76.734,78.181,70,"S","J",39,11.711,72.857,9,88.135,58.158,"Class4"
20.565,33,47,"A","Y",79,51.261,39.641,24,5.286,20.919,"Class3"
76.618,75.977,54,"O","G",36,18.233,69.62,6,87.882,37.983,"Class4"
56.913,45.772,15,"Y","J",34,75.915,82.17,57,71.496,50.04,"Class2"
45.867,49.727,13,"Q","C",77,77.639,49.133,58,81.768,44.554,"Class5"
65.26,66.599,11,"F","N",41,84.182,62.99,68,85.27,45.562,"Class2"
46.503,70.369,18,"V","G",78,74.386,48.15,44,86.083,62.635,"Class5"
70.589,60.559,8,"C","A",52,82.377,76.269,67,102.833,24.518,"Class2"
39.25,12.519,27,"K","Y",22,69.094,43.366,61,43.702,42.543,"Class1"
76.368,59.953,9,"O","A",93,80.774,64.208,68,80.027,20.102,"Class2"
70.112,48.407,8,"O","N",85,78.735,74.264,55,90.113,41.215,"Class2"
73.384,75.898,51,"O","X",41,13.214,58.352,8,91.552,67.923,"Class4"
48.814,26.807,33,"G","F",27,80.261,42.562,60,47.23,48.618,"Class1"
46.697,64.753,25,"T","I",77,76.858,49.328,69,85.563,62.601,"Class5"
16.752,46.056,38,"F","R",72,55.58,61.227,56,25.019,58.305,"Class3"
66.733,76.448,41,"O","J",36,11.32,54.335,7,93.553,30.577,"Class4"
46.736,47.135,14,"B","X",81,74.573,48.173,59,90.872,52.935,"Class5"
71.051,78.822,33,"O","G",39,10.506,66.492,7,87.409,27.932,"Class4"
70.077,76.623,25,"X","X",43,15.107,65.175,7,87.754,43.202,"Class4"
25.356,49.282,57,"F","C",53,57.05,87.19,37,32.317,43.571,"Class3"
46.681,73.127,29,"T","C",85,73.424,49.866,72,82.572,71.18,"Class5"
25.997,30.487,13,"A","J",90,49.753,74.432,43,31.616,3.804,"Class3"
59.125,18.428,55,"K","T",28,73.452,44.959,56,55.977,46.213,"Class1"
14.483,39.592,53,"Z","J",52,50.097,68.485,55,40.89,10.117,"Class3"
76.545,61.611,16,"C","A",55,83.375,61.665,60,87.123,11.122,"Class2"
46.225,64.07,26,"T","G",77,76.039,48.351,36,76.848,59.777,"Class5"
46.251,51.001,16,"B","C",85,75.027,48.654,46,81.468,58.152,"Class5"
22.01,39.802,66,"A","J",57,52.267,63.074,29,28.755,48.937,"Class3"
46.78,68.808,17,"Q","C",78,75.64,48.476,44,86.336,66.291,"Class5"
20.503,44.438,37,"Z","R",65,52.218,74.075,13,14.038,4.866,"Class3"
76.403,74.188,12,"Y","J",NA,87.577,51.073,45,96.164,75.93,"Class2"
46.547,72.631,16,"T","I",81,73.013,48.251,76,85.856,61.169,"Class5"
60.217,23.512,62,"Q","T",34,25.273,42.38,56,59.685,48.761,"Class1"
46.427,61.199,16,"V","H",79,74.173,48.291,46,84.675,58.092,"Class5"
77.597,77.599,67,"S","G",38,15.896,61.293,8,89.481,38.697,"Class4"
82.721,77.745,38,"S","G",36,19.22,62.129,9,87.292,27.548,"Class4"
92.488,74.305,55,"B","I",39,11.86,69.502,7,95.814,34.182,"Class4"
80.047,76.374,49,"X","S",33,16.384,68.807,8,90.04,68.762,"Class4"
73.073,77.923,57,NA,"G",39,17.459,71.734,10,90.928,63.479,"Class4"
77.244,63.095,9,"I","N",83,76.215,80.564,42,95.568,9.817,"Class2"
13.078,40.244,56,"U","Y",63,55.674,89.592,14,32.44,5.371,"Class3"
17.446,40.142,52,"D","K",55,48.681,85.355,39,14.451,31.71,"Class3"
18.849,44.004,8,"Z","R",82,50.674,89.241,48,22.276,59.011,"Class3"
18.488,48.907,58,"D","R",95,54.465,81.825,65,22.198,39.849,"Class3"
23.713,41.265,43,"U","R",64,51.382,62.065,56,24.646,45.593,"Class3"
46.092,67.042,29,NA,"C",78,76.854,48.879,81,85.901,63.339,"Class5"
65.514,44.489,16,"O","N",43,80.639,66.595,44,72.991,8.44,"Class2"
79.267,79.244,35,NA,"J",34,16.946,60.101,9,92.736,45.558,"Class4"
93.497,78.501,68,"O","G",39,16.614,58.73,6,90.969,33.528,"Class4"
75.365,70.193,7,"Y","X",74,80.921,73.945,59,88.779,36.028,"Class2"
71.25,79.206,33,"G","S",39,15.735,71.008,7,87.572,28.555,"Class4"
67.655,76.563,55,"S","J",33,15.187,66.72,7,89.622,66.236,"Class4"
70.658,78.665,70,"X","G",38,9.769,55.908,10,92.439,33.637,"Class4"
19.234,47.642,20,"Z","Y",59,52.095,65.006,22,27.703,19.428,"Class3"
76.907,79.895,47,"B","S",33,12.59,52.033,10,87.701,46.846,"Class4"
46.844,50.231,21,"T","C",86,73.985,48.555,35,83.643,60.952,"Class5"
38.099,62.469,53,"T","P",NA,73.182,42.608,62,32.68,47.655,"Class1"
87.461,55.972,15,"C","J",76,84.77,53.77,61,91.789,90.268,"Class2"
88.342,76.799,20,"G","I",40,11.423,61.108,8,89.122,45.695,"Class4"
73.897,77.803,32,"B","J",35,18.366,52.728,7,91.721,51.928,"Class4"
65.205,74.536,11,"C","A",55,83.053,66.568,70,81.067,85.961,"Class2"
63.517,79.597,51,"O","J",40,12.122,68.303,8,89.279,40.347,"Class4"
72.909,52.694,11,"O","X",63,73.006,63.014,57,71.741,30.486,"Class2"
71.132,49.61,9,"O","J",65,79.448,57.675,55,86.7,3.582,"Class2"
76.642,76.286,30,"O","J",34,10.877,59.695,9,88.882,53.697,"Class4"
25.655,2.084,30,"T","F",30,84.882,43.182,57,47.122,43.57,"Class1"
36.889,15.647,27,"M","F",51,42.512,44.041,58,61.734,47.718,"Class1"
66.35,79.285,55,NA,"S",42,9.806,65.877,6,87.963,46.695,"Class4"
20.683,46.478,45,"D","R",97,51.032,77.321,59,37.762,51.761,"Class3"
82.17,75.913,55,NA,"J",36,19.357,61.626,9,89.156,29.032,"Class4"
63.938,28.687,50,"G","F",25,45.409,44.281,56,51.96,42.021,"Class1"
58.47,74.085,71,"S","J",43,16.741,60.605,10,91.648,35.818,"Class4"
69.412,69.201,14,"F","H",82,84.15,85.9,54,89.141,8.249,"Class2"
49.871,10.897,46,"M","T",44,36.136,44.098,46,37.526,45.957,"Class1"
15.622,42.206,14,"D","C",75,48.742,51.644,24,43.797,45.99,"Class3"
46.317,59.99,22,"B","C",77,74.684,49.604,22,81.317,55.282,"Class5"
51.805,54.735,55,"M","P",22,39.249,42.564,59,39.29,45.695,"Class1"
83.392,79.468,16,"O","G",44,11.324,67.771,8,93.889,31.502,"Class4"
51.906,19.662,56,"K","Y",NA,78.44,44.468,47,51.262,47.55,"Class1"
14.847,47.546,46,"U","R",75,48.531,90.453,37,21.335,50.543,"Class3"
47.053,53.551,22,"C","G",82,79.97,48.289,89,76.362,67.75,"Class5"
64.7,23.471,31,"Q","Y",37,111.104,42.357,46,47.638,43.162,"Class1"
20.417,47.073,55,"Z","J",74,54.795,80.129,31,25.279,24.713,"Class3"
46.486,46.151,21,"T","I",80,73.692,48.466,20,76.61,65.289,"Class5"
66.622,71.98,14,"Y","J",75,82.005,67.037,56,89.485,50.865,"Class2"
49.847,41.25,29,NA,"X",33,73.801,41.925,56,59.336,47.543,"Class1"
46.577,34.111,64,"K","Y",23,68.31,43.379,56,53.443,44.182,"Class1"
43.634,24.729,29,"T","P",37,52.912,43.009,56,48.24,45.329,"Class1"
50.719,10.219,65,"G","F",26,54.895,41.999,59,55.786,43.251,"Class1"
38.237,60.798,59,"T","X",NA,76.589,43.785,47,74.535,44.032,"Class1"
