"U1","U2","U3","U4","U5","Output20","U6","U7","U8","U9","U10","U11"
22.552,75.004,51,86,64.1,"Class1",NA,4.395,89.311,"M",46,43.478
14.948,53.371,11,86,65.386,"Class1","B",48.352,63.144,"P",52,42.336
48.142,41.905,49,81,84.148,"Class1","Z",23.566,84.807,"M",21,7.792
32.896,39.346,80,79,15.078,"Class4","N",92.174,35.988,"H",55,33.355
65.52,62.786,71,75,47.832,"Class4","N",91.627,39.07,"S",13,28.169
22.887,21.316,55,29,111.586,"Class3","R",20.623,12.018,"I",37,-4.581
27.353,21.015,28,25,46.747,"Class3","T",17.412,11.033,"S",9,74.487
41.192,34.134,77,75,69.176,"Class4","N",89.407,18.342,"S",98,51.404
49.743,36.4,58,64,30.333,"Class2","Y",91.873,55.056,"A",76,42.502
38.307,20.56,81,73,16.035,"Class4","N",89.285,24.323,"S",33,63.093
41.113,49.446,46,91,29.252,"Class1","Y",44.234,75.492,"P",29,34.26
9.07,21.119,28,29,80.952,"Class3","G",15.845,19.027,"S",20,2.588
24.517,21.782,50,8,88.636,"Class3","R",17.745,20.945,"C",11,37.051
22.183,21.223,40,22,71.153,"Class3","Y",16.85,22.24,"I",23,16.48
24.28,21.072,40,6,44.48,"Class3","G",8.609,23.611,"O",39,6.613
27.895,21.804,44,28,65.912,"Class3","T",16.304,18.488,"C",18,64.685
29.507,70.217,49,80,63.733,"Class1","C",49.546,25.468,"C",52,89.473
38.016,34.752,29,NA,104.052,"Class1","B",47.411,82.996,"C",27,79.259
18.713,75.095,33,74,68.597,"Class1","B",34.348,81.607,"C",53,52.587
47.385,57.551,80,NA,62.973,"Class4","N",89.049,32.63,"W",54,50.827
22.113,73.926,32,82,85.012,"Class1","C",7.929,77.514,"P",60,36.733
51.489,42.106,87,64,55.589,"Class4",NA,92.792,19.134,"W",36,52.985
52.755,20.964,62,70,21.079,"Class2","Y",90.049,36.132,"A",79,45.988
50.685,27.38,66,1,18.219,"Class2","U",87.216,22.899,"P",77,38.402
15.18,21.469,45,26,78.199,"Class3","R",14.3,25.873,"N",36,61.701
18.188,21.617,47,21,41.321,"Class3",NA,14.584,19.588,"O",40,36.283
28.008,35.654,41,NA,39.599,"Class1","Z",36.958,60.756,"C",25,63.306
40.891,46.238,55,89,16.618,"Class2","Y",93.888,59.124,"P",82,44.344
28.689,63.67,48,78,28.961,"Class1","B",26.037,91.16,"U",31,52.592
58.144,79.933,76,74,70.063,"Class4","J",88.657,29.721,"J",58,44.775
42.016,19.746,66,16,21.211,"Class2","Y",84.023,29.737,"F",77,50.003
18.787,21.063,50,20,44.782,"Class3","R",19.953,32.512,"I",9,38.988
60.029,27.605,56,25,17.04,"Class2","U",87.328,64.108,"A",77,42.481
27.363,21.553,60,9,7.523,"Class3","Y",15.998,29.943,"N",27,51.715
53.081,20.933,62,46,24.593,"Class2","Y",83.737,21.64,"A",81,48.108
41.411,40.237,60,56,21.131,"Class2",NA,87.577,55.278,"P",78,32.308
40.121,21.108,37,36,23.391,"Class3","Y",17.304,19.406,"S",36,39.276
41.962,37.426,58,NA,30.883,"Class4",NA,91.636,33.7,"O",77,42.509
56.9,25.737,60,67,77.726,"Class4","M",91.535,33.418,"O",53,34.939
35.676,22.248,42,82,31.346,"Class4",NA,90.139,23.31,"J",65,43.996
24.076,21.586,46,30,79.766,"Class3","Y",16.866,17.465,"C",21,44.514
23.325,54.464,52,64,61.137,"Class4","N",89.258,19.436,"O",56,40.66
48.421,19.778,66,44,23.041,"Class2","Y",90.366,38.212,"L",83,38.261
16.309,21.38,60,6,49.97,"Class3","G",9.903,25.369,"O",29,56.615
23.92,21.861,40,30,63.761,"Class3","Y",15.821,32.504,"N",22,53.07
34.027,21.872,52,20,52.602,"Class3","Z",8.032,28.736,"C",29,56.443
15.615,28.134,23,NA,34.611,"Class1","C",31.301,37.872,"U",35,25.501
15.99,21.423,34,18,98.09,"Class3",NA,20.909,17.966,"O",10,60.518
23.101,21.844,41,23,55.718,"Class3","T",15.55,13.29,"O",38,55.979
18.531,21.8,36,17,15.198,"Class3","Y",15.864,17.787,"I",31,10.624
10.584,75.762,55,93,92.302,"Class1","K",12.15,25.231,"U",37,13.791
41.493,41.523,55,NA,32.828,"Class1","B",50.695,38.229,"F",25,38.607
59.973,29.305,55,60,19.594,"Class2","Y",91.173,34.545,"E",82,32.069
64.802,43.745,51,53,24.758,"Class2","U",89.953,71.403,"F",79,41.255
24.021,48.832,50,87,48.476,"Class1","C",39.739,42.986,"F",42,29.973
19.578,28.811,50,93,77.696,"Class1","K",54.247,62.245,"U",58,42.212
29.422,21.745,52,12,75.392,"Class3","T",15.201,24.717,"N",33,48.768
14.132,49.812,31,76,60.486,"Class1","K",45.075,17.69,"C",42,72.51
26.985,21.242,58,19,59.854,"Class3","T",12.616,31.02,"N",11,24.083
45.35,36.803,83,76,32.761,"Class4","J",91.649,22.912,"J",47,43.389
38.203,49.081,48,NA,33.988,"Class4","N",88.12,37.621,"H",57,50.388
35.717,59.983,87,75,40.907,"Class4","M",90.884,26.647,"W",20,35.011
58.796,18.103,61,38,15.804,"Class2","Y",85.707,70.138,"E",80,31.915
30.904,21.388,32,25,45.326,"Class3","R",9.257,18.771,"C",39,48.954
60.041,67.598,85,73,21.841,"Class4","Y",92.284,32.855,"H",59,64.543
22.824,21.195,46,9,21.1,"Class3","Z",19.497,18.126,"C",40,33.694
57.656,47.226,61,85,17.878,"Class2","U",84.249,34.818,"F",78,47.913
13.253,71.517,13,86,31.969,"Class1","K",29.951,31.665,"U",20,28.085
62.374,39.003,65,5,28.091,"Class2","G",88.126,31.807,"F",77,48.152
50.807,34.027,59,92,17.985,"Class2","J",92.226,61.123,"L",81,50.68
29.9,21.338,29,28,71.635,"Class3","G",16.522,14.12,"S",27,-18.196
41.049,41.631,54,23,16.37,"Class2","Y",91.418,78.38,"E",80,51.276
29.005,78.044,35,77,97.39,"Class1","C",35.281,91.943,"M",26,27.957
54.265,46.662,63,76,21.49,"Class2","J",85.382,67.683,"A",81,47.758
54.643,43.997,66,83,21.202,"Class2","U",85.688,70.998,"L",76,47.359
41.914,45.456,59,5,20.964,"Class2","Y",88.969,29.373,"A",79,42.779
36.638,40.295,41,85,69.291,"Class1","Z",8.605,73.371,"U",65,52.373
53.548,24.622,84,74,79.697,"Class4","N",89.672,32.182,"J",79,76.09
28.822,53.216,39,86,33.757,"Class1","B",25.821,69.694,"C",43,44.392
19.413,21.142,39,17,52.335,"Class3","T",18.742,21.548,"N",38,26.704
9.945,80.778,14,73,66.1,"Class1","K",47.271,88.703,"C",57,33.075
14.48,21.819,35,25,70.707,"Class3","G",20.253,18.178,"N",16,27.481
34.81,39.991,11,88,90.808,"Class1","Z",17.941,60.333,"P",46,87.691
31.31,72.192,58,69,73.252,"Class4","N",91.885,36.966,"H",14,34.195
33.012,36.399,53,82,40.441,"Class4","N",90.702,22.84,"S",96,40.07
26.501,21.727,28,6,-17.31,"Class3","G",14.145,22.667,"N",34,65.729
47.982,28.263,44,73,70.718,"Class4","Y",88.3,26.963,"S",17,51.142
58.576,36.949,52,83,25.342,"Class2","O",91.8,67.821,"L",81,50.471
51.969,46.436,52,2,22.947,"Class2","O",93.876,64.047,"L",76,39.492
68.258,20.739,81,66,39.337,"Class4","N",90.664,23.848,"J",27,29.848
57.2,51.039,52,76,47.83,"Class4","F",88.629,19.484,"O",32,45.155
21.317,21.895,38,7,65.143,"Class3","Z",13.072,12.923,"C",29,66.593
17.883,21.622,33,17,80.12,"Class3","Y",14.247,26.289,"C",35,32.949
21.265,30.286,18,75,36.011,"Class1","B",50.417,23.639,"U",58,75.103
50.693,20.36,54,82,24.818,"Class2","U",86.965,40.893,"F",76,42.172
44.183,32.439,36,84,63.613,"Class1","Y",17.947,22.527,"M",35,67.761
43.369,54.828,55,92,48.286,"Class1","Y",51.14,60.572,"P",23,70.544
24.259,21.646,37,32,62.7,"Class3","Y",10.862,21.817,"C",33,49.35
67.763,27.255,62,13,23.869,"Class2","O",85.18,41.175,"P",78,40.836
54.594,44.129,54,75,93.785,"Class4","M",89.755,26.872,"S",48,49.587
10.877,50.617,14,76,44.307,"Class1","C",8.02,16.283,"M",42,50.701
8.923,21.217,49,8,97.238,"Class3","R",10.034,23.075,"C",10,27.537
66.964,25.965,64,39,18.871,"Class2","U",93.295,50.703,"P",79,57.955
16.892,21.762,42,15,72.917,"Class3","R",15.675,29.435,"N",13,7.628
58,46.452,58,56,20.686,"Class2","U",83.081,24.599,"A",80,44.056
11.424,63.86,45,73,73.915,"Class4",NA,89.128,29.955,"H",58,54.053
10.608,45.054,27,80,51.124,"Class1","B",39.113,45.675,"F",25,72.973
63.301,30.125,84,82,80.004,"Class4","N",92.188,24.618,"H",91,34.713
60.891,24.928,65,40,21.004,"Class2","U",86.911,32.811,"E",83,48.251
17.018,21.086,56,29,18.523,"Class3","Y",13.467,22.384,"N",27,24.48
44.881,75.318,75,66,63.074,"Class4","F",92.777,18.716,"S",40,37.757
57.784,41.267,74,73,28.906,"Class4","J",90.057,40.305,"S",10,45.529
31.551,21.093,60,28,58.831,"Class3","Y",13.711,14.744,"I",18,75.405
30.516,60.011,54,76,-1.786,"Class4","N",91.703,22.959,"W",39,46.433
23.312,21.336,44,6,100.408,"Class3","Y",14.116,33.861,"C",39,34.2
66.432,51.652,44,65,23.764,"Class4","J",89.918,38.37,"S",44,59.299
37.556,66.073,25,80,81.808,"Class1","Y",45.811,39.339,"M",51,121.559
19.491,21.128,62,22,65.598,"Class3","T",11.386,29.566,"C",13,33.459
24.076,21.702,62,29,75.355,"Class3","Z",19.811,32.389,"I",11,15.49
14.667,21.147,34,31,94.225,"Class3","G",9.913,19.787,"N",29,15.823
19.46,63.891,55,87,100.154,"Class1","C",13.848,51.097,"U",27,103.256
51.871,21.06,59,89,16.594,"Class2","O",82.712,66.031,"L",79,52.925
52.662,20.868,60,59,24.391,"Class2",NA,86.594,93.826,"L",79,39.235
33.931,78.215,28,82,6.973,"Class1","K",21.068,45.794,"F",39,45.174
20.58,21.994,55,6,97.623,"Class3","G",19.2,17.967,"N",27,53.445
56.617,28.561,60,72,23.325,"Class2","J",86.666,46.515,"F",78,50.265
14.682,21.208,46,22,116.524,"Class3","T",17.604,15.866,"N",23,13.458
44.852,33.618,15,86,64.661,"Class1","Z",56.407,84.023,"M",54,50.066
66.607,34.63,53,67,23.798,"Class2","J",86.2,78.62,"P",78,43.57
17.436,72.399,54,78,74.496,"Class1","C",35.899,87.556,"F",42,69.12
52.586,40.108,51,57,23.566,"Class2","J",88.624,68.641,"E",76,56.767
34.344,69.109,77,74,18.541,"Class4","J",90.344,26.099,"H",77,36.892
34.178,27.158,53,78,3.015,"Class4",NA,89.912,37.826,"J",32,42.03
69.473,23.958,71,82,-0.712,"Class4","M",91.813,18.351,"W",16,52.108
48.114,80.846,71,76,22.044,"Class4","M",90.734,25.512,"S",95,56.22
70.196,19.142,57,69,25.372,"Class2","U",87.335,61.739,"L",80,41.33
59.635,30.615,65,64,26.146,"Class2","J",91.773,62.459,"E",81,31.887
50.273,47.421,63,92,26.094,"Class2",NA,91.494,21.755,"A",78,31.514
23.646,21.279,60,24,51.861,"Class3","Z",12.794,11.479,"C",24,66.622
55.04,26.169,53,26,18.317,"Class2","G",82.446,81.652,"E",78,38.428
19.606,32.175,55,75,72.734,"Class1","B",18.187,32.235,"P",28,34.746
59.3,40.894,49,78,40.348,"Class4","M",92.673,20.976,"O",29,26.24
61.014,57.853,64,64,69.249,"Class4","M",89.901,36.377,"J",61,54.71
38.639,62.442,82,NA,81.618,"Class4","M",92.65,32.379,"O",31,48.273
61.8,36.962,58,71,22.348,"Class2","Y",84.178,57.313,"F",82,50.691
25.24,21.559,41,7,41.309,"Class3","Z",14.037,29.152,"O",32,43.236
28.859,21.217,33,13,96.066,"Class3",NA,12.329,18.807,"N",8,69.969
53.388,36.573,59,6,20.71,"Class2","Y",83.369,94.587,"F",79,49.373
15.056,21.816,30,19,64.187,"Class3","Y",17.478,23.591,"C",31,18.894
40.712,43.283,72,79,12.936,"Class4","M",88.786,32.215,"J",24,47.425
23,21.117,36,34,20.895,"Class3","Y",8.413,21.934,"S",9,44.041
52.948,31.151,63,37,18.409,"Class2","J",82.745,48.549,"F",81,39.226
46.824,27.877,63,85,22.222,"Class2","J",84.703,78.73,"P",76,36.37
28.537,45.999,16,87,64.284,"Class1","Y",47.816,34.963,"F",69,47.238
15.208,21.274,41,26,56.541,"Class3","G",13.049,18.709,"O",15,14.961
35.903,71.454,94,77,49.718,"Class4","Y",88.773,40.332,"H",28,42.114
58.96,42.586,93,64,45.666,"Class4","Y",89.526,34.574,"W",94,47.677
22.887,21.981,47,NA,24.169,"Class3","T",14.575,11.624,"I",37,62.219
44.534,32.103,93,82,15.499,"Class4","M",92.393,40.924,"O",32,43.14
14.443,21.926,61,7,31.586,"Class3","Y",14.998,14.681,"C",20,55.393
3.4,21.18,57,17,42.877,"Class3","G",10.214,21.062,"S",16,45.766
31.761,33.369,86,75,84.966,"Class4","J",91.132,39.288,"H",18,52.787
50.675,37.315,53,55,20.748,"Class2","Y",86.296,88.591,"A",79,46.772
64.715,33.082,67,68,9.087,"Class4","F",92.572,28.841,"W",65,46.071
25.039,21.336,59,5,65.815,"Class3","Z",8.445,15.278,"S",21,46.152
31.353,59.618,54,73,70.061,"Class4","Y",90.54,21.717,"W",86,43.933
32.823,30.251,80,71,-17.122,"Class4","N",88.956,33.799,"S",45,47.191
13.495,21.43,32,NA,72.583,"Class3",NA,11.106,13.338,"S",25,84.482
48.069,37.519,62,72,20.325,"Class2","G",92.007,61.852,"L",76,36.989
35.647,70.915,33,93,17.588,"Class1","B",23.548,73.807,"M",47,39.629
52.554,28.335,46,67,47.927,"Class4","Y",92.299,30.84,"S",40,50.24
19.319,44.027,38,77,62.914,"Class1","K",6.983,85.767,"P",34,-8.523
46.654,35.882,71,76,1.786,"Class4","M",88.467,36.791,"H",28,30.031
22.029,21.207,52,36,58.446,"Class3","Z",17.269,29.145,"O",23,45.739
71.617,66.726,46,71,-14.226,"Class4","Y",88.47,26.741,"W",51,44.626
22.033,21.563,30,7,81.558,"Class3","G",15.034,29.384,"O",16,57.979
43.807,25.851,63,15,21.842,"Class2","G",89.473,73.52,"L",79,44.546
24.815,21.75,42,9,46.306,"Class3","G",8.36,26.381,"N",21,15.098
37.241,21.837,53,27,31.913,"Class3","R",13.514,14.564,"S",15,32.116
10.748,21.819,60,23,56.555,"Class3","T",16.705,26.035,"S",26,23.681
42.301,29.474,65,70,23.545,"Class2","O",90.275,24.3,"F",83,40.369
3.558,59.072,12,87,70.05,"Class1","B",8.288,72.764,"F",42,54.86
25.573,73.257,27,76,67.23,"Class1","C",22.156,66.798,"P",53,7.411
44.668,80.569,92,66,-27.115,"Class4","N",90.55,21.133,"W",32,42.745
28.339,59.504,13,82,71.825,"Class1","B",38.12,32.99,"C",53,56.545
10.489,42.838,49,73,36.312,"Class4","J",92.099,23.797,"W",29,48.196
18.783,21.796,54,30,47.781,"Class3","Z",17.124,21.08,"O",6,71.275
38.88,64.77,76,81,45.51,"Class4","M",90.158,39.406,"H",75,55.062
69.907,31.384,65,17,23.639,"Class2","J",92.915,86.894,"P",81,32.643
31.354,77.775,27,93,76.019,"Class1","B",27.874,88.382,"M",53,73.141
23.773,21.178,47,37,60.539,"Class3","Y",11.304,20.257,"O",22,84.834
63.949,57.229,79,77,39.617,"Class4","F",89.067,28.368,"S",61,38.481
22.66,30.504,44,79,49.076,"Class1","Z",44.923,79.588,"P",63,52.185
44.599,37.42,14,87,105.482,"Class1","B",36.482,62.933,"M",21,25.875
60.218,33.376,55,12,27.064,"Class2","J",84.518,46.16,"P",83,43.07
12.08,21.972,42,5,78.832,"Class3","R",17.282,33.601,"S",21,54.45
11.039,21.579,35,27,33.409,"Class3","T",15.901,12.722,"S",8,49.252
22.948,21.477,59,9,55.941,"Class3","T",19.307,25.4,"C",30,84.678
62.096,42.816,63,7,22.192,"Class2","U",92.288,80.468,"L",76,42.887
10.934,21.521,37,7,64.994,"Class3","G",17.617,16.01,"N",7,83.282
24.782,69.504,55,90,71.604,"Class1","Z",41.009,64.467,"U",42,34.101
50.348,34.775,60,43,23.385,"Class2","Y",90.727,91.712,"E",77,53.647
37.427,57.391,85,77,44.887,"Class4",NA,92.436,18.667,"O",56,48.706
46.741,26.838,53,81,47.868,"Class4","Y",92.788,38.446,"J",21,44.609
72.077,73.428,81,72,24.823,"Class4","N",91.127,34.811,"O",63,45.52
50.769,26.671,62,39,22.812,"Class2","G",84.405,25.932,"F",83,42.993
59.846,31.858,58,42,19.568,"Class2","J",86.284,85.206,"A",79,47.952
44.758,31.63,80,69,57.571,"Class4","J",88.078,18.118,"H",95,43.226
21.233,48.515,38,80,74.535,"Class1","C",12.883,55.848,"C",37,50.547
54.896,33.643,56,77,31.41,"Class4","N",91.597,31.57,"W",27,51.503
26.261,21.851,32,NA,57.414,"Class3","G",17.025,25.871,"C",29,20.188
19.882,36.594,42,91,44.972,"Class1","C",53.943,27.946,"P",36,69.459
21.925,66.861,51,63,46.701,"Class4","Y",91.471,37.389,"J",45,49.286
15.813,76.022,39,85,67.178,"Class1","K",29.475,47.882,"C",57,75.086
12.291,78.09,35,75,65.785,"Class1","K",40.852,29.3,"M",60,42.407
17.915,45.606,24,85,80.514,"Class1","C",10.624,47.427,"U",58,63.513
24.271,21.15,52,29,68.008,"Class3","R",9.656,17.861,"I",34,23.731
25.226,82.356,32,93,52.383,"Class1","Y",4.708,91.2,"M",59,16.047
20.999,34.981,48,81,14.9,"Class1","C",24.981,52.869,"P",46,46.344
81.982,75.814,82,69,61.697,"Class4","F",88.376,23.403,"W",81,53.056
36.511,60.819,43,NA,103.971,"Class1","B",52.653,56.472,"F",29,68.571
34.961,18.553,59,26,19.029,"Class2","Y",83.029,93.501,"E",79,43.108
51.043,40.768,52,27,19.513,"Class2","J",91.954,90.372,"E",79,44.492
28.45,78.797,48,87,64.269,"Class1","C",34.439,48.854,"U",20,65.726
11.206,73.47,50,84,60.71,"Class1","Y",11.896,59.527,"C",65,40.126
12.333,21.145,50,18,84.501,"Class3","Y",16.4,25.279,"O",28,60.439
46.356,29.826,60,90,19.621,"Class2","Y",88.569,29.708,"L",78,42.542
45.104,22.934,87,65,24.412,"Class4","Y",91.591,26.77,"S",94,59.054
22.125,58.787,16,89,83.327,"Class1","Y",36.133,73.366,"P",46,49.881
8.044,21.045,57,13,84.026,"Class3","T",20.609,15.237,"I",11,22.305
30.987,81.321,14,86,50.087,"Class1","C",19.151,61.176,"C",25,70.217
35.582,37.198,51,80,9.303,"Class4",NA,88.865,39.702,"W",97,53.325
55.595,26.137,63,8,21.805,"Class2","U",83.382,30.629,"L",81,43.289
24.653,57.174,54,77,70.838,"Class1","K",51.919,58.603,"U",57,87.419
24.922,76.786,14,85,64.441,"Class1","Z",57.915,79.204,"C",61,4.361
30.451,82.343,12,90,-1.678,"Class1","K",22.9,85.677,"P",57,61.351
18.004,39.422,85,81,16.056,"Class4","M",88.388,27.154,"H",35,41.186
52.055,37.241,65,70,24.892,"Class2","O",92.139,77.456,"P",82,57.073
19.989,21.658,38,31,55.979,"Class3","Y",8.799,16.787,"I",18,78.421
27.165,66.765,31,87,55.347,"Class1","C",44.909,90.847,"M",61,50.173
43.687,18.397,58,69,24.5,"Class2","O",93.125,46.123,"E",80,46.124
45.888,17.607,64,1,18.295,"Class2","U",87.648,82.405,"L",81,46.297
53.366,40.765,54,53,23.798,"Class2","O",89.341,49.463,"F",79,48.518
42.443,36.004,63,57,21.51,"Class2","O",89.429,33.791,"P",77,39.583
52.12,31.136,53,2,19.617,"Class2","O",87.957,82.231,"P",80,45.235
25.323,68.921,51,78,62.388,"Class1","C",42.382,64.726,"U",64,82.386
16.122,67.384,94,71,29.778,"Class4","J",90.865,27.003,"H",12,80.183
32.59,70.726,43,77,54.506,"Class1","C",51.047,48.983,"P",31,4.178
27.039,62.45,45,75,86.638,"Class4","J",88.05,31.073,"O",8,42.772
75.188,54.257,77,65,97.975,"Class4","N",89.564,27.465,"O",86,37.341
59.849,66.009,62,64,37.093,"Class4","F",92.603,34.97,"S",25,38.103
22.033,21.012,41,5,44.421,"Class3","R",11.953,21.104,"C",23,45.028
32.714,21.232,41,78,33.808,"Class4","N",88.06,32.403,"S",18,49.211
39.425,77.857,45,80,50.53,"Class4","F",92.612,23.301,"H",77,56.085
63.019,20.842,62,55,21.516,"Class2","Y",88.462,28.335,"P",81,38.736
45.845,25.707,65,64,20.538,"Class2","J",85.566,22.08,"L",82,59.024
58.131,25.258,58,4,18.893,"Class2","O",93.565,48.512,"L",78,31.252
63.124,17.888,51,11,20.439,"Class2","J",90.502,87.083,"F",80,37.271
46.897,18.719,53,83,16.796,"Class2","U",90.758,28.533,"E",78,39.661
41.772,42.7,50,70,35.413,"Class4","J",92.511,35.614,"W",60,50.263
14.642,21.332,56,15,60.108,"Class3","Z",9.059,18.641,"O",31,33.217
28.594,78.134,19,NA,61.699,"Class1","Y",57.174,32.977,"P",56,65.583
72.899,74.334,51,65,74.823,"Class4","Y",88.018,36.094,"H",42,47.611
18.303,21.512,62,NA,13.48,"Class3","R",11.961,28.043,"N",17,31.785
13.705,43.025,54,88,63.571,"Class1","Y",46.135,86.696,"C",55,59.693
65.324,57.848,88,75,54.93,"Class4","M",92.624,39.798,"H",48,78.071
28.968,21.344,57,26,76.456,"Class3","Z",10.983,11.706,"I",8,50.697
19.148,39.277,22,78,59,"Class1","B",42.43,54.906,"U",23,-2.78
54.966,38.911,63,NA,22.477,"Class2","G",88.002,76.711,"P",82,44.455
27.011,43.81,24,86,43.701,"Class1","K",49.701,89.028,"U",68,40.914
55.579,46.594,46,78,52.711,"Class4","M",92.724,29.432,"J",38,60.73
18.183,21.541,32,25,35.275,"Class3","R",13.475,32.318,"I",21,9.168
41.167,20.349,41,65,20.613,"Class4","Y",89.815,36.654,"H",60,46.91
35.569,31.324,74,66,27.42,"Class4","M",92.519,40.035,"W",21,62.312
7.317,46.835,15,91,71.354,"Class1","C",9.67,23.248,"P",64,17.832
57.037,26.809,62,13,24.797,"Class2","O",87.699,41.644,"P",80,46.57
44.459,58.304,11,75,88.929,"Class1","Y",33.178,19.732,"P",50,63.157
24.093,70.314,85,76,31.929,"Class4","Y",89.19,24.602,"S",48,55.712
19.685,71.195,56,91,57.767,"Class1","C",26.359,87.708,"P",41,81.109
7.168,59.643,17,87,95.209,"Class1","K",57.233,25.128,"U",27,40.952
37.848,59.961,74,66,40.728,"Class4","N",91.159,19.864,"H",18,43.184
18.451,29.512,35,79,102.881,"Class1","C",42.434,78.278,"P",57,51.328
22.178,21.945,50,8,87.118,"Class3","Z",18.896,21.361,"S",22,96.374
17.479,81.432,20,77,75.94,"Class1","C",56.875,60.083,"C",27,82.182
71.677,62.556,80,80,65.848,"Class4","Y",91.758,18.021,"J",76,39.36
44.441,36.248,60,60,16.531,"Class2","U",89.18,38.621,"A",76,47.398
52.41,24.833,66,93,18.593,"Class2","O",93.435,36.144,"L",82,55.684
73.106,22.104,76,64,15.502,"Class4","Y",88.703,40.82,"J",10,51.514
65.317,26.81,56,71,22.856,"Class2","U",85.331,80.56,"P",78,40.219
7.059,21.587,32,8,56.802,"Class3","R",11.582,19.928,"C",34,41.802
68.411,46.285,61,46,22.85,"Class2","Y",90.876,82.673,"L",81,52.474
19.069,21.016,53,20,49.515,"Class3","Y",12.581,24.683,"O",35,33.126
22.845,21.187,33,33,45.619,"Class3","T",18.048,17.121,"S",21,28.41
28.194,21.085,57,26,66.987,"Class3","Y",15.574,14.263,"S",38,43.742
12.787,21.984,44,7,23.683,"Class3","Z",9.824,32.089,"N",14,68.893
59.472,17.131,58,NA,21.193,"Class2","G",91.908,90.926,"A",79,41.404
36.965,72.105,38,79,66.022,"Class1","C",41.872,60.3,"U",23,79.969
74.906,25.873,86,79,66.29,"Class4","N",91.728,25.665,"J",42,59.725
19.128,21.287,29,25,45.409,"Class3","Z",17.662,25.671,"C",29,49.211
47.425,26.207,63,34,23.526,"Class2","U",88.167,37.465,"L",82,36.004
58.063,66.467,54,65,49.366,"Class4","F",88.849,38.967,"J",97,52.706
24.601,67.312,21,75,20.257,"Class1","C",52.982,44.708,"P",47,50.935
55.629,30.081,56,36,28.749,"Class2","J",92.742,42.275,"A",81,36.902
92.07,42.266,83,NA,73.309,"Class4","N",89.583,35.014,"W",47,34.326
25.013,30.866,45,90,27.916,"Class1","B",41.577,29.346,"F",29,63.134
57.835,31.017,54,88,18.947,"Class2","U",88.344,85.953,"E",83,55.178
41.331,53.666,85,65,74.012,"Class4","J",90.351,29.507,"H",37,55.829
44.787,20.659,64,53,24.691,"Class2","Y",92.343,46.539,"A",83,57.394
19.186,75.74,51,82,46.825,"Class1","B",13.88,57.417,"P",51,36.624
13.545,57.868,42,75,53.021,"Class1","Y",29.913,26.83,"M",67,66.007
18.155,21.039,54,15,57.014,"Class3","Y",17.265,15.597,"N",8,28.827
