"A1","A2","A3","A4","A5","A6","Output26","A7","A8","A9","A10","A11"
65.592,67,39.974,83.992,46.095,"K","Class2",53.795,"Z",77,64.216,91
69.376,66,46.747,75.886,49.89,"K","Class2",57.393,"W",58,28.715,82
63.917,68,75.204,74.535,69.943,"A","Class2",97.859,"S",81,62.184,91
60.97,66,67.309,70.574,55.325,"I","Class2",63.41,"W",69,33.13,89
72.071,69,43.945,66.72,48.627,"B","Class2",52.776,"D",57,51.261,83
11.378,27,86.984,72.849,21.533,"Z","Class1",33.006,"X",57,7.27,39
12.857,26,87.767,78.505,21.05,"O","Class1",26.136,"Y",38,8.03,34
59.645,67,48.822,69.198,62.808,"A","Class2",60.471,"T",73,25.215,84
19.628,29,86.182,68.864,21.165,"J","Class1",49.62,"R",38,8.219,39
8.637,17,92.476,78.169,23.85,"K","Class1",59.723,"Y",37,6.674,36
64.884,67,62.814,72.286,53.544,"I","Class2",57.785,"S",60,58.874,86
12.145,26,86.424,74.474,24.415,"O","Class1",47.983,"X",43,6.577,31
10.805,25,97.486,82.328,23.271,"K","Class1",56.661,"X",33,8.027,49
10.803,24,85.853,81.464,NA,"J","Class1",52.74,"X",43,6.35,38
7.619,22,93.618,76.784,21.301,"Z","Class1",29.853,"R",51,7.588,30
58.009,67,27.71,72.485,37.593,"K","Class2",64.174,"D",89,32.882,84
70.242,67,44.449,83.487,27.582,"K","Class2",94.162,"W",63,18.508,89
6.341,20,89.002,NA,22.5,"O","Class1",61.766,"Z",58,8.338,46
78.579,69,44.315,66.597,29.346,"B","Class2",94.524,"S",89,29.237,83
66.735,66,54.59,79.528,57.338,"I","Class2",81.643,"W",75,67.765,86
67.596,69,65.132,73.463,30.024,"K","Class2",61.854,"D",69,43.611,82
49.29,66,45.359,69.804,44.601,"A","Class2",79.606,"S",89,34.664,83
51.408,69,59.05,67.769,68.561,"A","Class2",91.811,"D",87,39.555,81
15.78,27,86.028,83.696,23.468,"K","Class1",46.789,"X",56,8.394,50
4.296,23,86.24,87.268,24.987,"E","Class1",37.395,"Y",55,8.987,49
74.607,66,36.338,75.049,44.723,"K","Class2",86.435,"D",83,44.094,84
65.236,69,34.509,79.491,56.815,"B","Class2",66.69,"D",70,32.954,87
9.914,26,88.001,72.844,23.2,"E","Class1",42.24,"Z",57,8.223,50
64.983,66,56.901,79.238,45.608,"T","Class2",90.943,"T",62,58.678,87
58.792,68,52.681,66.502,50.876,"T","Class2",51.835,"S",60,46.05,85
63.586,69,38.276,73.288,61.641,"K","Class2",96.059,"Z",57,35.709,86
8.708,18,88.768,81.822,22.985,"O","Class1",34.311,"X",43,8.045,42
62.899,66,51.249,66.249,44.972,"I","Class2",68.026,"S",92,45.597,86
76.501,69,39.887,66.187,46.683,"T","Class2",89.075,"S",76,62.263,86
15.623,25,83.564,73.135,21.27,"Z","Class1",46.002,"R",45,6.306,27
18.608,18,87.791,72.753,25.802,"O","Class1",28.027,"Z",54,6.344,47
17.342,24,83.594,72.337,22.082,"O","Class1",46.212,"Y",40,8.006,50
61,68,45.556,82.596,40.566,"B","Class2",99.253,"S",91,28.508,87
9.56,17,90.127,NA,21.904,"K","Class1",38.767,"X",52,6.184,38
21.55,25,84.43,77.442,21.522,"E","Class1",56.317,"X",38,6.794,44
10.432,27,90.265,65.556,25.107,"Z","Class1",40.167,"Y",34,8.576,47
12.034,18,85.534,87.469,21.069,"K","Class1",60.867,"S",47,7.364,30
13.776,21,88.617,65.415,22.139,"K","Class1",43.55,"S",51,7.525,36
73.274,66,48.237,76.112,65.139,"I","Class2",93.865,"Z",68,62.933,86
10.413,27,88.647,87.505,18.824,"O","Class1",29.19,"Y",43,8.7,31
12.115,19,90.863,77.443,21.697,"O","Class1",56.711,"S",43,7.087,31
84.47,67,46.303,81.713,44.767,"A","Class2",66.849,"T",70,28.759,89
16.947,20,80.642,78.489,22.811,"E","Class1",62.125,"R",34,7.384,40
65.792,69,64.121,79.529,47.354,"K","Class2",90.293,"D",62,18.576,82
72.918,66,69.957,77.175,45.323,"K","Class2",56.013,"W",63,28.921,88
15.868,30,88.831,66.072,21.977,"J","Class1",37.013,"R",41,6.499,45
74.414,69,51.048,75.181,37.254,"B","Class2",99.083,"Z",90,34.486,82
5.408,21,86.51,88.789,21.605,"Z","Class1",58.05,"S",57,8.338,28
13.604,20,85.536,69.773,24.936,"K","Class1",42.877,"R",58,7.429,29
13.453,17,94.951,86.497,23.278,"E","Class1",24.353,"Y",38,7.572,49
66.691,69,58.855,68.063,NA,"K","Class2",78.709,"T",62,29.147,86
10.724,29,98.502,73.838,NA,"E","Class1",32.392,"S",56,8.027,35
61.239,68,48.567,65.841,46.156,"K","Class2",79.937,"Z",96,32.638,81
17.471,30,93.803,87.954,23.202,"E","Class1",35.325,"X",53,6.884,46
63.648,67,38.463,80.497,42.283,"T","Class2",94.895,"Z",85,33.356,91
9.707,30,100.368,65.159,25.058,"O","Class1",62.315,"S",43,6.478,48
69.814,69,44.03,65.348,43.381,"A","Class2",57.021,"Z",90,44.508,83
77.314,69,63.765,65.688,61.568,"A","Class2",65.903,"S",73,24.511,90
1.082,26,88.791,66.34,23.242,"Z","Class1",38.571,"Y",33,7.912,47
81.359,68,37.458,NA,49.033,"T","Class2",69.206,"T",64,39.261,82
21.072,19,84.334,71.754,26.282,"J","Class1",25.838,"X",34,8.372,28
49.77,69,64.346,65.975,69.199,"I","Class2",65.503,"T",61,30.749,89
74.561,67,54.801,70.553,41.971,"T","Class2",52.459,"W",75,63.933,85
23.907,28,94.583,68.177,22.433,"O","Class1",54.916,"Z",47,7.229,29
83.182,68,33.27,67.949,56.916,"A","Class2",51.037,"S",74,63.413,91
11.056,27,81.459,79.698,23.802,"Z","Class1",33.422,"S",52,8.109,27
11.607,27,86.276,82.963,20.593,"E","Class1",41.633,"Z",40,7.028,42
12.734,29,87.645,72.277,21.775,"O","Class1",26.151,"S",50,7.689,39
85.227,69,61.792,80.717,44.892,"I","Class2",59.785,"S",62,61.597,90
16.409,17,75.679,73.207,21.509,"E","Class1",32.174,"R",42,6.271,42
59.155,69,42.491,82.505,72.141,"A","Class2",87.7,"Z",84,46.363,84
15.183,18,80.967,78.452,22.925,"K","Class1",27.502,"Z",53,6.566,47
74.113,69,43.618,NA,55.583,"K","Class2",75.735,"D",86,21.862,87
45.177,68,74.952,77.122,34.946,"T","Class2",52.944,"W",85,66.495,88
74.714,66,47.337,74.285,49.284,"I","Class2",73.232,"S",69,34.85,85
84.444,68,76.968,65.241,38.115,"I","Class2",83.583,"W",80,36.8,83
72.756,66,70.871,68.824,40.396,"K","Class2",97.521,"T",83,40.64,91
5.783,27,90.844,81.484,22.808,"E","Class1",47.73,"Y",43,6.165,32
10.621,26,82.668,88.312,23.496,"E","Class1",25.011,"R",40,8.28,29
9.097,28,92.46,79.708,21.954,"Z","Class1",48.12,"X",41,7.156,34
98.609,66,37.963,73.068,57.997,"A","Class2",99.428,"Z",84,56.358,81
72.278,68,51.685,72.526,47.955,"B","Class2",77.083,"T",82,64.671,88
16.157,24,92.603,75.789,24.414,"Z","Class1",37.177,"Z",39,6.371,49
85.806,66,57.456,76.853,57.249,"A","Class2",61.671,"W",92,50.813,90
0.99,24,83.685,72.825,25.116,"K","Class1",55.189,"Z",38,6.249,47
10.159,20,80.675,70.385,22.359,"O","Class1",53.175,"Z",54,7.8,41
14.447,26,101.35,75.596,22.134,"K","Class1",54.864,"Y",44,7.751,50
6.109,26,88.115,72.452,21.858,"K","Class1",36.412,"Z",42,7.31,31
19.893,17,88.302,82.682,25.748,"J","Class1",48.954,"X",40,8.172,34
82.842,67,26.435,74.673,54.079,"A","Class2",60.166,"Z",91,33.381,91
12.658,23,89.691,75.366,20.437,"K","Class1",34.363,"X",49,6.916,45
8.343,20,89.304,84.98,22.365,"O","Class1",59.189,"R",58,8.564,38
15.58,29,87.436,76.32,23.669,"J","Class1",36.517,"Z",53,8.151,27
15.012,18,89.837,71.364,24.049,"E","Class1",25.244,"Z",35,8.702,48
57.203,69,75.187,77.054,48.814,"K","Class2",78.778,"W",70,25.95,87
5.178,29,84.456,83.019,23.344,"K","Class1",62.4,"Z",35,7.464,48
15.234,29,96.71,65.55,22.248,"E","Class1",57.265,"S",39,8.157,47
75.202,68,27.985,72.919,38.833,"I","Class2",87.592,"W",72,35.115,86
16.19,24,88.343,80.962,22.733,"Z","Class1",58.087,"X",48,8.995,47
55.56,66,55.135,80.153,56.269,"T","Class2",99.422,"S",60,38.576,87
11.258,21,90.956,74.658,21.642,"O","Class1",51.601,"X",58,7.281,33
16.349,18,84.449,67.973,21.743,"O","Class1",34.053,"X",34,8.896,49
13.611,26,80.23,78.076,24.023,"J","Class1",37.741,"X",55,7.283,40
5.171,30,89.759,72.946,23.435,"J","Class1",61.69,"X",43,6.208,30
4.812,28,80.929,72.823,21.816,"Z","Class1",59.936,"Y",56,6.442,48
90.15,68,65.898,83.709,48.857,"A","Class2",59.028,"D",77,41.898,86
52.374,66,58.112,NA,24.966,"B","Class2",96.87,"T",66,19.503,91
68.391,67,60.623,76.041,57.075,"B","Class2",93.348,"S",85,62.338,82
56.716,67,31.082,76.155,41.915,"K","Class2",91.537,"W",79,44.089,91
8.755,26,89.307,83.97,NA,"K","Class1",50.081,"X",48,6.619,28
60.893,67,59.414,73.793,50.663,"A","Class2",59.009,"T",80,52.278,86
60.168,67,53.179,65.714,48.7,"K","Class2",96.681,"D",71,63.839,89
18.86,20,83.33,87.987,21.926,"E","Class1",26.301,"Y",38,6.275,46
60.229,67,35.372,79.676,64.269,"K","Class2",53.493,"Z",84,61.499,84
57.266,68,52.395,75.104,NA,"I","Class2",83.72,"W",64,45.712,88
17.033,27,81.726,80.755,21.745,"Z","Class1",50.36,"Z",39,8.29,48
65.916,68,18.457,79.159,47.564,"B","Class2",86.691,"W",97,39.13,83
71.38,66,67.221,78.253,NA,"B","Class2",60.696,"W",56,36.606,81
55.247,67,48.856,80.979,57.511,"K","Class2",82.92,"W",68,59.924,90
65.589,66,46.162,79.685,36.059,"I","Class2",57.762,"T",66,26.375,89
78.808,67,63.214,72.256,43.106,"I","Class2",82.948,"T",85,63.976,90
80.468,67,59.379,77.266,61.826,"A","Class2",54.89,"S",57,61.908,82
63.743,67,42.923,74.395,52.241,"I","Class2",54.157,"S",62,51.144,81
59.669,66,67.27,77.612,59.957,"T","Class2",97.649,"S",84,36.377,82
77.402,68,40.871,74.159,60.338,"T","Class2",89.517,"D",73,55.572,89
61.814,66,59.742,83.341,51.424,"B","Class2",58.659,"W",92,48.74,88
55.021,69,21.808,74.72,64.114,"B","Class2",78.062,"Z",67,33.538,90
21.129,22,97.167,88.198,23.507,"E","Class1",25.075,"S",35,8.317,27
76.865,69,56.005,69.265,51.432,"A","Class2",75.499,"D",82,44.247,87
17.908,29,83.106,67.449,24.378,"J","Class1",33.805,"X",40,8.763,27
17.015,29,89.329,80.147,22.055,"O","Class1",54.616,"S",41,7.293,35
14.673,19,88.457,65.023,23.321,"E","Class1",39.525,"R",51,7.426,32
13.057,26,97.809,83.972,23.557,"E","Class1",38.775,"R",53,6.236,45
90.756,67,57.251,78.576,48.896,"K","Class2",65.296,"S",77,62.059,83
16.767,29,86.289,83.785,21.968,"J","Class1",28.64,"X",48,7.402,39
65.412,68,60.578,77.025,46.549,"I","Class2",71.792,"S",86,20.07,81
68.674,67,48.177,80.598,58.865,"T","Class2",98.934,"W",74,60.274,82
55.384,69,58.165,83.05,74.119,"B","Class2",66.985,"S",81,20.045,87
73.373,66,54.449,70.738,42.108,"T","Class2",76.111,"S",75,45.761,81
5.804,24,88.098,70.718,NA,"O","Class1",26.884,"Y",47,8.874,45
53.391,68,53.981,80.941,68.077,"B","Class2",64.55,"T",74,28.823,91
73.795,66,55.17,78.954,44.597,"I","Class2",73.501,"W",75,61.255,88
6.966,27,87.925,73.617,23.322,"O","Class1",29.456,"S",55,6.201,31
61.895,68,39.021,70.063,45.487,"A","Class2",95.866,"Z",61,59.566,89
13.757,26,83.641,67.272,23.984,"Z","Class1",48.331,"R",34,8.245,27
7.813,20,84.67,77.201,22.708,"O","Class1",53.059,"R",48,8.054,28
75.513,66,25.79,81.094,68.098,"A","Class2",56.755,"Z",75,55.458,87
58.347,69,45.38,78.954,54.529,"B","Class2",66.647,"W",78,48.42,90
24.08,30,94.055,73.175,22.233,"O","Class1",44.904,"Z",45,7.942,44
10.533,27,87.108,82.094,24.218,"O","Class1",33.994,"R",41,7.735,36
71.668,67,65.986,84.711,52.143,"T","Class2",71.51,"D",92,18.867,81
74.989,66,51.091,84.194,45.631,"A","Class2",88.67,"T",63,66.997,87
96.651,68,40.544,72.594,49.931,"A","Class2",52.748,"W",86,59.425,84
12.895,22,80.057,67.124,24.196,"K","Class1",47.946,"Y",52,6.353,36
12.212,28,83.074,87.776,21.615,"E","Class1",32.726,"S",48,7.678,39
63.981,67,35.309,73.488,NA,"K","Class2",64.879,"T",81,56.568,85
16.215,28,88.993,85.681,22.575,"Z","Class1",43.518,"R",54,7.221,29
68.796,66,72.635,82.333,41.073,"A","Class2",62.573,"T",67,47.462,84
62.836,67,41.561,78.847,63.94,"T","Class2",79.071,"W",73,46.204,86
19.214,28,89.174,72.08,23.37,"E","Class1",62.808,"X",46,7.506,45
65.409,69,20.765,84.818,63.993,"K","Class2",92.522,"D",91,43.857,83
64.978,68,63.016,71.885,61.768,"B","Class2",79.381,"D",64,58.204,86
15.176,17,87.004,79.759,23.624,"K","Class1",49.257,"R",37,6.845,44
96.186,66,44.523,81.097,41.902,"I","Class2",52.222,"W",60,34.147,81
55.579,69,57.593,NA,43.283,"T","Class2",69.785,"T",83,51.768,84
67.145,68,48.718,81.954,41.722,"K","Class2",73.034,"T",92,22.475,82
7.989,30,87.623,67.418,22.971,"O","Class1",42.678,"X",56,8.58,28
67.697,66,37.914,71.449,55.528,"I","Class2",58.772,"T",69,33.827,81
53.547,68,51.958,75.829,61.366,"A","Class2",65.636,"D",93,62.971,82
54.008,66,47.202,79.745,55.913,"T","Class2",99.179,"D",88,20.532,84
74.295,68,24.657,78.034,49.091,"A","Class2",58.133,"W",73,39.164,83
17.216,17,92.066,70.167,21.571,"O","Class1",46.091,"R",45,6.019,37
6.701,28,94.223,81.11,21.797,"E","Class1",31.802,"R",45,7.179,46
64.28,66,40.329,NA,NA,"A","Class2",54.355,"D",82,58.838,88
14.036,30,96.818,75.653,18.403,"E","Class1",50.086,"Z",55,7.669,37
54.868,68,29.844,77.055,51.163,"T","Class2",86.186,"D",60,47.221,81
71.294,69,42.339,71.249,55.424,"I","Class2",98.431,"T",87,36.35,85
17.014,27,84.646,67.864,22.791,"K","Class1",32.934,"S",50,7.177,36
15.35,19,83.251,80.063,23.704,"Z","Class1",56.516,"Y",42,6.958,34
69.978,66,66.102,81.439,36.627,"B","Class2",93.385,"T",81,57.84,84
66.294,69,59.218,71.799,NA,"T","Class2",60.473,"D",65,44.204,86
78.62,69,40.816,NA,56.248,"B","Class2",51.654,"Z",71,34.349,82
83.094,69,49.058,82.629,NA,"A","Class2",85.428,"D",93,27.179,87
21.255,29,90.822,66.134,22.769,"Z","Class1",37.219,"R",51,8.419,34
50.022,68,76.112,81.81,43.635,"T","Class2",70.843,"W",66,57.908,85
20.761,26,90.425,84.207,20.444,"E","Class1",27.812,"X",50,6.316,40
76.248,66,47.495,76.1,55.489,"K","Class2",87.613,"T",78,53.853,90
8.244,24,97.686,78.96,21.898,"Z","Class1",46.554,"X",57,8.081,33
56.303,66,60.54,69.586,55.174,"I","Class2",92.871,"Z",72,65.963,84
72.046,67,45.494,84.957,30.193,"K","Class2",98.257,"Z",65,16.747,88
62.134,67,46.344,NA,64.376,"I","Class2",72.933,"W",83,52.853,84
71.254,66,61.475,74.689,50.736,"A","Class2",98.69,"D",73,37.389,87
71.544,69,27.427,65.202,65.371,"I","Class2",67.47,"W",67,45.662,86
62.314,68,32.914,77.791,52.942,"B","Class2",87.865,"W",86,29.247,83
57.208,68,41.387,78.945,58.149,"K","Class2",96.117,"Z",68,41.986,87
14.872,17,85.247,78.801,22.016,"E","Class1",32.314,"S",49,7.5,36
10.85,26,84.381,67.624,22.253,"J","Class1",38.595,"R",44,6.647,27
19.081,29,91.362,84.922,23.691,"K","Class1",47.837,"Z",40,8.421,40
65.545,68,50.425,83.641,59.046,"T","Class2",99.211,"W",61,44.584,81
4.97,27,87.204,NA,22.722,"E","Class1",25.557,"X",58,6.051,48
9.02,24,88.517,NA,24.139,"O","Class1",60.108,"Z",35,8.583,31
68.297,67,84.71,78.474,50.614,"I","Class2",67.165,"W",82,56.41,84
16.34,22,90.257,82.135,22.562,"O","Class1",59.837,"X",48,7.264,45
83.984,66,49.134,70.584,66.583,"K","Class2",77.809,"S",70,40.144,86
54.575,68,45.526,67.667,53.736,"T","Class2",73.507,"D",73,64.928,83
82.979,66,78.413,73.026,35.665,"K","Class2",95.917,"S",75,56.052,82
8.616,20,93.662,78.359,23.173,"E","Class1",31.218,"R",50,8.37,41
12.775,23,88.126,70.742,22.696,"K","Class1",47.86,"X",46,7.202,41
11.945,30,81.647,70.471,25.185,"J","Class1",31.238,"X",47,8.129,27
18.626,19,87.278,84.498,21.654,"J","Class1",42.369,"Z",43,8.569,35
20.331,25,89.558,82.614,20.998,"O","Class1",38.441,"X",54,6.851,36
14.581,25,84.17,81.952,21.056,"Z","Class1",47.91,"S",47,8.791,42
73.439,66,30.55,69.611,NA,"A","Class2",85.219,"S",57,53.936,83
88.009,67,64.132,84.488,61.623,"K","Class2",53.48,"D",76,57.969,88
47.405,66,79.39,69.334,39.585,"A","Class2",97.075,"S",58,42.416,89
14.825,23,92.156,85.356,23.328,"Z","Class1",25.903,"R",35,8.774,30
8.533,19,85.089,68.326,24.283,"O","Class1",24.551,"Z",39,6.664,37
8.377,21,89.463,69.034,NA,"J","Class1",33.469,"Y",57,6.027,37
66.572,66,57.266,65.5,49.159,"I","Class2",52.134,"Z",87,59.411,86
10.527,29,83.547,70.174,22.091,"E","Class1",62.536,"R",34,7.627,38
74.585,67,69.053,69.64,NA,"K","Class2",56.339,"T",80,59.396,82
18.276,19,89.654,80.338,20.694,"J","Class1",35.589,"Y",54,7.762,33
86.8,68,64.526,83.166,35.142,"I","Class2",55.258,"D",91,32.255,86
11.812,23,89.185,69.89,25.114,"Z","Class1",35.745,"X",50,7.711,28
11.985,22,87.702,77.212,23.66,"J","Class1",33.673,"Y",36,6.016,44
17.672,30,85.196,66.43,26.68,"O","Class1",27.635,"X",38,6.626,32
11,27,79.694,87.722,24.571,"O","Class1",62.371,"X",57,8.586,29
64.05,69,96.303,65.072,40.294,"B","Class2",62.031,"D",85,56.612,85
8.229,19,90.237,74.008,21.719,"Z","Class1",51.708,"Y",51,7.825,32
12.754,26,90.613,80.621,21.589,"K","Class1",36.617,"X",51,7.947,27
8.832,20,87.397,66.723,21.557,"K","Class1",27.091,"S",40,8.475,27
11.595,26,84.565,67.183,23.789,"Z","Class1",47.444,"R",48,7.843,36
67.134,69,71.175,67.732,53.976,"B","Class2",85.128,"D",89,20.811,84
5.183,30,83.666,71.057,NA,"K","Class1",31.077,"Y",51,8.419,28
72.741,66,44.519,78.465,61.014,"B","Class2",99.294,"T",65,46.145,86
10.869,17,90.485,82.455,21.53,"E","Class1",30.325,"X",52,6.46,48
64.434,68,41.573,78.413,49.741,"B","Class2",53.046,"T",61,43.992,83
77.821,66,59.444,76.952,42.993,"K","Class2",87.632,"S",84,60.366,83
71.757,69,53.522,76.039,41.951,"T","Class2",75.115,"W",68,16.432,89
64.758,66,59.479,84.14,55.723,"I","Class2",78.609,"S",72,67.617,81
18.59,21,95.784,80.872,23.595,"E","Class1",53.361,"X",41,6.318,28
11.132,26,81.097,85.795,21.284,"O","Class1",24.019,"R",37,7.405,43
7.793,28,82.338,88.319,22.501,"J","Class1",43.001,"Z",46,7.554,50
67.684,66,47.496,75.028,66.346,"K","Class2",71.052,"S",95,34.56,91
12.164,20,91.547,87.249,22.077,"E","Class1",39.433,"X",43,6.996,36
63.243,66,76.634,70.876,61.12,"I","Class2",70.997,"T",89,42.586,89
59.919,66,56.014,82.23,NA,"K","Class2",88.917,"T",71,47.406,91
62.952,69,33.94,83.944,47.638,"K","Class2",59.828,"Z",95,63.261,86
67.678,66,89.118,76.518,44.205,"K","Class2",91.826,"S",78,46.788,85
57.136,68,57.078,69.995,60.696,"B","Class2",73.743,"Z",89,66.282,88
9.499,26,96.072,81.13,NA,"J","Class1",38.081,"S",48,7.241,47
71.772,68,63.447,65.891,53.3,"K","Class2",53.274,"T",85,66.93,84
65.758,69,36.21,66.741,60.074,"I","Class2",73.62,"S",78,54.541,82
65.083,66,49.976,76.057,53.852,"K","Class2",65.634,"D",65,30.671,82
85.093,67,47.557,83.395,49.1,"A","Class2",64.048,"T",66,31.795,91
16.896,26,81.51,85.23,22.464,"Z","Class1",54.045,"S",47,8.171,31
11.578,27,91.389,73.314,22.57,"J","Class1",39.203,"Z",40,8.619,44
53.71,67,71.584,67.599,44.733,"A","Class2",88.598,"W",69,54.241,88
59.515,67,46.112,82.337,63.889,"K","Class2",70.126,"D",83,19.455,87
62.229,66,56.01,72.483,70.671,"A","Class2",58.274,"T",92,22.134,85
48.166,67,81.846,67.29,51.265,"I","Class2",52.712,"T",75,52.251,87
81.108,66,46.601,66.303,39.986,"I","Class2",74.81,"Z",71,37.226,82
15.194,25,86.18,84.63,23.291,"O","Class1",60.088,"S",47,6.355,48
5.602,27,92.119,86.955,23.299,"E","Class1",45.235,"S",44,8.609,40
74.503,68,52.512,71.729,53.344,"T","Class2",88.124,"S",85,47.469,84
2.958,17,91.322,76.938,23.066,"E","Class1",52.83,"Z",38,8.015,39
52.496,67,50.521,68.716,41.52,"I","Class2",71.911,"S",85,61.247,86
49.751,69,60.947,65.278,46.888,"B","Class2",88.722,"S",85,23.239,81
9.417,29,88.961,75.551,23.709,"Z","Class1",32.441,"S",56,8.042,44
44.063,69,55.379,67.211,66.173,"I","Class2",98.669,"S",58,62.923,81
9.605,22,90.624,78.395,22.902,"K","Class1",54.28,"Z",55,6.496,41
70.734,66,67.992,68.45,76.864,"K","Class2",99.398,"Z",95,33.148,81
31.588,67,39.796,81.361,NA,"A","Class2",98.317,"T",69,42.322,85
20.833,22,90.305,80.535,NA,"Z","Class1",28.082,"S",34,8.571,36
61.19,68,31.188,75.342,NA,"B","Class2",59.304,"S",65,18.172,83
51.256,68,50.527,75.989,61.19,"B","Class2",81.634,"W",73,63.074,89
7.403,23,79.883,80.6,22.517,"J","Class1",39.046,"S",52,6.01,41
82.252,67,51.62,NA,47.295,"K","Class2",54.895,"Z",66,43.218,84
48.692,66,51.115,67.877,44.708,"T","Class2",80.588,"W",84,24.859,84
56.964,69,60.312,68.163,40.32,"B","Class2",55.158,"S",59,16.767,86
76.775,69,23.679,82.836,54.699,"T","Class2",52.442,"T",86,55.505,81
76.456,69,56.082,76.998,52.05,"T","Class2",95.093,"T",82,61.019,87
12.289,18,94.32,85.109,22.746,"Z","Class1",34.264,"Z",35,7.687,47
78.255,68,51.001,74.574,68.521,"B","Class2",84.433,"T",96,55.502,87
8.103,23,83.752,87.868,22.109,"J","Class1",59.101,"X",33,8.442,50
18.971,21,81.852,88.943,23.258,"K","Class1",52.273,"S",44,8.34,46
61.601,66,66.328,71.463,35.935,"B","Class2",79.874,"D",69,52.571,86
76,68,50.888,NA,45.226,"B","Class2",97.622,"Z",83,28.165,83
9.843,21,83.467,NA,22.576,"K","Class1",53.564,"Y",46,7.694,41
57.949,67,47.628,67.87,32.815,"K","Class2",68.92,"D",66,16.612,82
87.763,69,32.693,69.531,59.147,"B","Class2",54.412,"D",69,40.843,84
83.167,68,51.529,72.505,45.403,"A","Class2",84.574,"S",82,44.844,82
6.308,19,84.254,77.255,23.986,"Z","Class1",24.354,"X",50,8.04,38
56.73,68,57.411,68.71,39.521,"A","Class2",92.133,"D",65,64.12,86
12.19,17,88.515,81.975,23.672,"Z","Class1",49.334,"Z",54,8.877,41
14.971,29,88.799,73.779,23.191,"J","Class1",54.56,"Y",44,6.267,36
5.731,18,94.935,80.761,23.068,"Z","Class1",28.15,"S",48,8.14,32
58.175,68,62.924,73.168,62.583,"K","Class2",82.329,"S",74,42.199,82
54.22,68,38.028,76.571,64.495,"K","Class2",95.897,"S",88,26.075,90
54.428,69,50.138,77.054,58.328,"B","Class2",85.681,"T",56,28.504,88
48.303,69,44.285,70.171,62.816,"K","Class2",84.204,"W",68,20.769,86
62.962,69,60.605,81.702,56.647,"I","Class2",80.47,"D",59,19.372,83
76.256,66,74.066,79.214,67.744,"B","Class2",58.136,"Z",75,45.139,91
6.749,29,87.336,NA,23.157,"J","Class1",44.271,"Y",39,7.586,33
