"D1","D2","D3","Output3","D4","D5","D6","D7","D8","D9","D10","D11"
79.702,"N",69,"Class3",21,84.65,31,84.89,20.001,79.604,88.48,"C"
77.533,"X",71,"Class3",25,84.878,43,83.48,29.781,80.043,86.646,"C"
64.378,"M",93,"Class2",73,8.63,66,24.462,28.751,71.874,58.655,"H"
71.38,"Y",93,"Class2",71,6.011,59,29.161,42.218,20.025,62.34,"C"
71.558,"N",77,"Class3",23,83.945,39,NA,57.545,83.426,88.063,"T"
6.896,"L",42,"Class1",44,36.826,81,89.955,50.438,82.835,38.617,"K"
2.821,"H",38,"Class1",56,39.327,81,89.364,53.823,85.297,33.257,"R"
63.803,"L",65,"Class3",17,83.952,31,NA,39.921,71.919,87.655,"A"
13.798,"Z",42,"Class1",44,37.812,77,90.8,16.384,93.824,34.387,"K"
60.799,"X",68,"Class3",22,84.839,36,83.94,64.125,79.688,88.221,"B"
5.373,"H",42,"Class1",39,37.008,73,88.423,16.675,89.211,38.319,"K"
3.345,"H",37,"Class1",38,37.157,71,85.518,17.937,88.742,38.804,"Q"
13.375,"B",40,"Class1",64,38.391,72,91.242,25.604,90.828,32.808,"R"
79.704,"L",76,"Class3",21,85.119,44,83.584,61.496,77.787,88.498,"T"
8.157,"Z",39,"Class1",45,39.342,74,88.676,34.304,82.286,35.311,"T"
4.825,"V",38,"Class1",65,36.678,65,88.429,19.394,82.225,33.146,"R"
11.304,"L",40,"Class1",36,37.49,67,90.985,46.665,85.305,33.345,"K"
59.785,"L",95,"Class2",63,9.039,55,NA,48.913,16.428,94.667,"A"
70.532,"N",75,"Class3",17,84.312,24,84.902,55.508,90.984,88.595,"T"
3.485,"L",37,"Class1",38,38.378,58,86.971,18.788,98.769,35.924,"T"
69.209,"N",95,"Class2",67,2.934,63,20.964,33.099,45.515,50.565,"H"
70.729,"L",76,"Class3",20,84.659,31,81.671,49.348,88.552,88.364,"T"
62.808,"L",75,"Class3",18,84.817,26,81.24,59.232,80.415,87.87,"A"
67.453,"G",69,"Class3",25,84.444,31,88.377,51.887,85.125,87.363,"C"
54.291,"D",95,"Class2",73,6.633,33,18.601,26.922,66.413,94.487,"X"
64.217,"L",78,"Class3",25,84.609,29,89.573,42.423,89.296,88.121,"C"
70.409,"M",93,"Class2",68,6.028,36,25.749,12.346,38.812,88.514,"H"
75.462,"J",77,"Class3",16,84.502,62,84.42,47.512,88.487,NA,"T"
75.27,"D",93,"Class2",63,8.086,38,45.755,33.872,55.03,73.558,"C"
78.726,"G",65,"Class3",23,84.251,52,84.457,87.71,90.377,NA,"A"
10.011,"H",37,"Class1",67,37.941,79,90.041,62.597,92.701,36.499,"Q"
65.791,"N",96,"Class2",72,7.531,61,37.946,34.572,20.03,58.931,"Y"
67.787,"L",74,"Class3",21,84.817,56,85.175,63.287,79.44,87.905,"B"
91.651,"J",78,"Class3",24,84.788,55,85.837,37.579,88.131,86.179,"K"
58.362,"M",94,"Class2",71,4.203,47,24.856,27.254,22.393,83.748,"X"
63.12,"N",93,"Class2",72,6.072,38,44.373,20.126,55.88,49.132,"X"
7.052,"H",38,"Class1",57,39.677,79,84.547,24.477,93.846,36.219,"R"
13.001,"Z",41,"Class1",64,37.795,57,89.457,18.818,64.707,NA,"R"
14.113,"H",39,"Class1",64,39.296,78,92.932,44.649,95.093,32.857,"Q"
64.241,"L",94,"Class2",69,4.617,64,52.991,49.15,62.962,90.46,"A"
77.567,"L",96,"Class2",74,8.256,37,47.953,17.938,13.412,68.718,"A"
60.391,"M",96,"Class2",63,5.667,35,38.392,61.428,83.384,92.114,"Y"
86.407,"M",94,"Class2",72,7.035,68,20.713,62.152,54.386,59.583,"Y"
74.256,"J",68,"Class3",23,84.358,37,82.487,54.268,83.814,87.056,"A"
69.319,"D",94,"Class2",65,4.938,44,NA,57.584,66.415,63.149,"X"
73.047,"D",94,"Class2",66,7.487,44,27.678,38.145,53.754,60.626,"X"
80.314,"G",76,"Class3",14,85.074,57,82.008,80.699,78.914,88.538,"T"
90.809,"N",78,"Class3",16,83.46,57,83.256,77.949,89.533,88.954,"K"
82.028,"L",96,"Class2",74,9.506,50,30.53,26.811,47.066,55.904,"H"
15.932,"Z",40,"Class1",46,38.336,64,89.975,55.304,91.09,31.022,"X"
80.566,"N",94,"Class2",63,5.082,43,17.958,27.337,46.813,70.325,"A"
13.868,"B",38,"Class1",47,38.89,70,87.976,32.931,73.243,33.857,"T"
60.588,"L",71,"Class3",21,84.622,57,83.32,37.669,80.26,87.307,"A"
77.756,"D",95,"Class2",68,7.253,62,26.434,44.354,67.077,59.846,"C"
87.45,"Y",94,"Class2",68,6.084,62,25.935,45.291,41.899,52.718,"C"
90.752,"J",73,"Class3",14,84.29,20,84.767,47.35,88.197,87.963,"K"
59.477,"J",69,"Class3",22,84.447,32,NA,40.15,94.614,88.195,"A"
74.888,"G",67,"Class3",22,84.672,36,80.27,66.993,87.69,87.185,"A"
8.071,"H",42,"Class1",44,37.824,57,90.317,34.454,87.335,30.997,"R"
67.655,"Y",93,"Class2",71,4.829,30,42.015,44.736,32.642,50.513,"A"
10.533,"L",37,"Class1",51,37.633,74,92.338,56.394,63.641,36.46,"X"
57.048,"Y",95,"Class2",71,7.595,53,14.45,16.739,76.46,84.259,"C"
16.599,"L",37,"Class1",39,38.503,72,NA,39.037,97.074,38.451,"K"
13.641,"V",39,"Class1",67,38.479,81,91.94,21.266,92.746,30.996,"Q"
7.115,"Z",39,"Class1",57,37.742,64,91.717,60.83,76.02,32.438,"K"
73.481,"N",70,"Class3",23,84.325,62,79.421,86.945,85.333,NA,"C"
12.303,"V",38,"Class1",61,38.471,66,87.096,41.681,86.562,34.352,"R"
91.987,"L",66,"Class3",14,84.382,22,85.469,34.455,86.764,88.16,"T"
76.159,"N",95,"Class2",69,5.924,46,28.462,25.717,13.393,86.494,"X"
51.212,"Y",94,"Class2",70,6.31,65,16.834,25.287,39.11,89.217,"C"
11.003,"B",41,"Class1",48,38.614,58,90.437,57.119,103.494,38.147,"X"
54.873,"L",93,"Class2",67,7.012,64,18.678,52.42,13.302,66.024,"A"
81.787,"G",78,"Class3",15,84.685,44,90.769,25.07,87.852,88.917,"A"
66.267,"L",95,"Class2",65,7.833,55,27.034,53.402,45.823,91.46,"A"
59.879,"N",96,"Class2",66,7.987,68,10.082,19.153,63.682,92.903,"X"
80.092,"L",95,"Class2",74,5.865,42,60.43,28.224,57.959,64.972,"H"
0.18,"V",38,"Class1",55,38.057,64,NA,17.234,82.852,NA,"X"
56.202,"M",95,"Class2",75,7.759,69,18.713,65.767,43.436,77.444,"Y"
15.207,"Z",39,"Class1",48,36.829,83,92.003,34.757,64.014,29.641,"T"
57.056,"M",94,"Class2",71,4.503,53,30.61,30.561,57.347,94.963,"A"
9.066,"L",38,"Class1",41,38.285,74,87.888,50.077,71.508,NA,"K"
82.457,"N",94,"Class2",69,4.99,59,4.092,54.839,43.049,69.971,"H"
2.641,"Z",37,"Class1",44,40.369,76,89.045,25.342,83.511,31.221,"K"
69.896,"J",65,"Class3",25,84.106,59,86.016,18.255,94.953,88.007,"T"
7.866,"V",40,"Class1",60,37.209,56,87.622,47.543,85.355,36.809,"R"
14.116,"Z",41,"Class1",43,38.608,76,89.57,50.217,85.254,36.371,"Q"
89.997,"J",75,"Class3",16,84.201,20,90.941,63.205,86.288,NA,"B"
76.138,"N",73,"Class3",14,83.97,30,87.263,47.471,77.252,88.711,"B"
58.216,"L",75,"Class3",20,85.063,60,82.211,37.149,87.837,87.329,"T"
6.154,"L",37,"Class1",43,38.194,63,88.835,22.6,70,38.914,"X"
15.821,"B",40,"Class1",49,38.721,72,90.27,20.08,85.286,38.458,"Q"
57.058,"Y",93,"Class2",72,5.899,69,5.871,60.649,73.911,66.075,"X"
5.727,"L",38,"Class1",48,38.619,56,87.715,35.686,77.832,32.086,"X"
79.519,"Y",93,"Class2",71,7.402,42,8.657,16.641,52.491,70.437,"Y"
68.556,"L",71,"Class3",25,83.917,35,83.964,47.294,91.605,87.825,"K"
77.285,"N",93,"Class2",74,9.061,43,33.187,34.459,38.415,66.165,"Y"
0.592,"L",42,"Class1",37,38.081,78,86.288,50.855,88.365,36.321,"T"
14.758,"Z",38,"Class1",62,36.525,61,89.52,37.274,95.775,29.398,"X"
7.089,"B",39,"Class1",56,37.081,71,89.174,63.551,86.901,NA,"X"
9.369,"Z",40,"Class1",47,39.753,69,88.022,56.507,84.072,38.57,"T"
11.053,"H",37,"Class1",56,38.74,79,88.761,47.369,75.661,29.563,"R"
67.364,"N",65,"Class3",22,84.035,55,85.954,85.692,80.904,87.823,"A"
77.472,"N",77,"Class3",21,84.428,58,84.981,68.503,83.422,87.157,"T"
79.838,"M",96,"Class2",71,8.316,51,37.778,57.391,43.349,73.473,"Y"
85.373,"M",93,"Class2",71,9.043,47,34.107,60.98,22.679,80.529,"X"
69.218,"L",94,"Class2",69,4.12,63,23.927,44.189,31.872,NA,"X"
62.669,"L",75,"Class3",22,84.59,43,83.806,70.189,78.241,87.407,"C"
8.658,"B",40,"Class1",64,37.9,77,91.317,16.71,78.558,38.668,"T"
11.356,"L",37,"Class1",40,38.588,63,84.82,29.655,78.893,37.268,"Q"
53.652,"N",94,"Class2",67,4.405,44,26.607,64.771,46.056,51.58,"Y"
61.859,"X",69,"Class3",15,84.67,21,85.83,76.294,93.107,87.632,"T"
56.804,"J",78,"Class3",22,84.388,45,81.839,47.68,89.578,87.224,"A"
58.292,"L",95,"Class2",72,4.136,48,15.001,13.126,46.646,69.297,"H"
15.557,"H",40,"Class1",56,38.154,77,87.052,50.678,80.4,30.331,"K"
10.535,"H",41,"Class1",45,38.614,64,91.424,33.079,85.993,37.527,"Q"
65.472,"N",94,"Class2",72,6.361,41,12.605,60.349,81.734,53.096,"A"
63.023,"G",74,"Class3",25,84.304,60,84.399,41.419,81.386,86.803,"T"
71.022,"Y",95,"Class2",68,8.957,30,39.179,21.012,60.137,NA,"C"
67.047,"L",70,"Class3",22,84.665,45,84.234,68.284,97.734,86.645,"T"
75.269,"Y",93,"Class2",69,5.907,54,22.581,19.304,42.117,60.988,"A"
73.999,"N",95,"Class2",75,9.25,57,37.694,61.112,59.377,91.679,"H"
13.763,"V",37,"Class1",65,39.211,77,86.836,26.249,87.596,34.063,"K"
12.276,"L",40,"Class1",62,38.343,67,90.434,56.151,89.92,31.049,"K"
16.764,"L",38,"Class1",37,38.827,75,NA,18.758,75.327,34.09,"K"
86.122,"J",65,"Class3",19,84.46,19,83.22,49.649,76.334,86.57,"C"
58.378,"D",93,"Class2",69,6.094,55,45.864,60.941,75.265,77.853,"H"
15.326,"Z",40,"Class1",46,37.26,72,88.937,46.379,76.903,37.366,"X"
15.031,"V",40,"Class1",55,38.033,80,93.153,49.122,90.618,39.525,"Q"
70.08,"D",93,"Class2",71,6.567,66,15.699,41.23,45.133,50.452,"H"
62.038,"L",65,"Class3",16,84.382,40,84.794,54.368,81.398,86.898,"K"
51.215,"L",96,"Class2",68,5.372,49,7.345,22.867,21.009,49.027,"X"
7.561,"V",39,"Class1",52,39.538,80,91.714,56.909,73.306,37.088,"T"
80.398,"L",95,"Class2",63,7.71,42,39.324,62.087,60.373,92.8,"H"
67.782,"L",94,"Class2",75,6.301,62,38.561,61.925,20.618,53.881,"C"
1.017,"V",40,"Class1",36,39.009,80,89.542,39.045,91.205,NA,"K"
63.882,"D",93,"Class2",65,7.161,68,36.219,46.786,68.557,51.652,"A"
2.91,"L",41,"Class1",58,38.892,83,87.608,19.82,68.588,30.587,"X"
79.919,"N",74,"Class3",20,84.328,39,89.682,23.443,76.272,88.092,"K"
59.796,"M",95,"Class2",64,5.758,30,31.084,15.551,37.088,58.665,"C"
76.652,"L",70,"Class3",25,84.532,45,86.759,25.608,70.449,88.36,"T"
82.835,"M",94,"Class2",72,5.456,35,30.25,61.582,53.6,76.473,"X"
82.617,"Y",93,"Class2",68,4.986,47,38.458,52.277,38.279,52.297,"H"
2.473,"L",39,"Class1",36,36.814,64,86.676,56.226,69.25,NA,"X"
56.636,"J",77,"Class3",22,84.543,25,NA,16.081,88.698,87.334,"T"
58.211,"D",95,"Class2",62,7.679,38,NA,63.194,49.834,52.733,"A"
88.874,"J",70,"Class3",24,85.058,41,89.979,26.798,93.999,87.367,"K"
73.056,"N",96,"Class2",68,6.053,62,16.413,42.274,32.309,77.144,"H"
3.51,"L",37,"Class1",54,37.282,80,94.587,38.662,85.911,33.58,"Q"
69.178,"L",93,"Class2",64,6.971,57,27.069,31.068,38.263,79.186,"A"
10.389,"B",39,"Class1",54,38.492,69,88.132,46.296,103.712,31.876,"R"
67.451,"G",69,"Class3",25,84.924,27,NA,35.774,93.73,88.8,"C"
67.301,"N",93,"Class2",63,8.929,67,26.904,64.112,42.426,75.255,"Y"
7.219,"L",37,"Class1",52,38.114,65,89.512,31.78,90.382,33.409,"K"
2.181,"L",41,"Class1",49,38.024,64,90.515,25.711,78.69,33.497,"Q"
52.673,"M",96,"Class2",72,8.238,30,23.966,19.482,32.372,89.395,"Y"
56.285,"N",74,"Class3",18,83.817,57,81.418,81.855,91.717,88.765,"B"
11.559,"Z",42,"Class1",59,40.098,77,86.048,27.619,90.283,29.558,"X"
16.645,"B",39,"Class1",60,37.279,75,85.522,19.683,73.654,33.182,"K"
71.423,"D",93,"Class2",66,6.048,59,45.028,36.875,67.955,64.317,"X"
0.152,"B",40,"Class1",61,37.49,81,89.164,53.248,96.04,29.368,"R"
11.62,"Z",40,"Class1",67,37.567,74,90.957,53.64,96.313,34.12,"K"
14.629,"V",38,"Class1",51,38.981,60,92.123,57.899,99.747,31.276,"T"
57.171,"M",94,"Class2",73,5.404,63,35.312,34.776,47.497,89.019,"A"
50.192,"N",96,"Class2",68,5.596,63,8.446,23.887,38.409,87.619,"X"
72.538,"L",73,"Class3",15,84.47,22,86.162,72.921,71.884,86.731,"B"
1.2,"L",42,"Class1",45,38.286,81,93.007,37.324,70.94,38.793,"T"
74.67,"N",77,"Class3",24,84.409,47,86.56,74.135,79.24,86.425,"B"
60.157,"M",93,"Class2",65,4.702,61,27.837,53.885,43.097,55.935,"Y"
71.732,"G",77,"Class3",19,84.563,38,85.544,19.593,87.914,88.066,"B"
78.415,"G",65,"Class3",17,84.2,47,88.635,38.52,75.689,88.682,"C"
71.279,"G",74,"Class3",17,84.586,31,85.45,20.139,93.811,86.019,"A"
3.584,"H",39,"Class1",57,39.184,80,NA,20.817,88.336,37.632,"Q"
81.547,"M",96,"Class2",65,7.209,42,32.693,60.042,50.308,66.773,"Y"
13.145,"H",41,"Class1",41,38.922,77,87.272,31.036,68.703,36.708,"K"
68.214,"M",94,"Class2",75,5.248,60,42.362,52.14,40.532,59.885,"H"
11.869,"H",40,"Class1",41,36.699,60,91.685,52.104,102.29,31.034,"T"
79.699,"L",94,"Class2",68,9.287,32,40.328,41.455,54.351,60.888,"A"
88.364,"N",75,"Class3",23,84.928,40,79.82,23.366,72.83,88.936,"T"
67.373,"L",74,"Class3",22,84.379,28,75.824,38.849,92.056,87.893,"T"
9.797,"V",40,"Class1",61,40.074,60,88.208,37.851,88.912,30.454,"X"
7.434,"H",41,"Class1",59,38.443,75,88.578,25.327,81.471,34.077,"X"
88.321,"X",77,"Class3",19,84.424,55,82.869,52.028,90.518,86.654,"B"
91.24,"L",66,"Class3",21,84.053,43,87.907,21.276,77.939,86.205,"T"
84.241,"G",73,"Class3",16,84.587,35,85.218,27.294,85.636,87.428,"A"
79.097,"L",72,"Class3",25,84.453,42,87.28,54.633,95.122,87.772,"C"
55.946,"Y",95,"Class2",74,8.174,54,36.593,49.602,35.499,66.213,"C"
7.249,"V",40,"Class1",40,37.68,72,96.219,57.494,82.608,39.778,"X"
71.609,"L",70,"Class3",23,84.774,55,85.743,41.085,78.575,88.366,"C"
10.521,"V",41,"Class1",40,38.841,64,88.494,51.358,75.165,33.351,"Q"
73.504,"X",68,"Class3",24,83.991,42,86.235,72.477,77.27,87.41,"T"
14.415,"H",37,"Class1",39,37.623,80,88.069,44.314,83.775,31.889,"K"
55.067,"N",93,"Class2",66,6.103,30,27.298,36.635,3.037,52.407,"A"
0.241,"V",40,"Class1",45,38.863,78,86.928,38.686,75.197,33.74,"T"
62.05,"D",94,"Class2",74,4.234,61,21.736,39.533,49.598,64.415,"C"
80.212,"L",94,"Class2",72,4.792,61,15.954,45.894,34.549,49.366,"C"
61.334,"X",67,"Class3",24,84.449,30,86.713,67.021,75.63,87.12,"K"
10.683,"V",39,"Class1",52,38.474,64,NA,48.916,96.974,30.719,"K"
13.844,"L",38,"Class1",65,38.157,75,90.459,32.363,87.625,NA,"Q"
65.968,"L",95,"Class2",66,7.121,45,32.76,51.266,59.482,51.581,"H"
73.371,"L",67,"Class3",19,84.742,42,83.445,70.077,90.266,88.413,"A"
62.459,"G",76,"Class3",25,84.514,29,84.231,19.65,70.496,87.549,"C"
50.133,"Y",93,"Class2",69,6.278,40,26.855,58.014,37.263,NA,"X"
83.583,"L",71,"Class3",23,84.843,38,83.419,83.887,82.622,86.851,"A"
55.826,"D",96,"Class2",62,7.295,48,21.774,43.901,22.343,72.853,"H"
70.692,"N",95,"Class2",71,8.192,44,33.703,53.29,24.57,82.527,"A"
78.234,"L",68,"Class3",25,84.268,42,81.854,75.699,76.857,87.273,"T"
77.796,"L",70,"Class3",24,84.556,22,95.826,57.845,88.443,88.966,"C"
58.264,"N",96,"Class2",67,7.076,42,31.41,16.173,35.17,88.067,"C"
87.039,"J",66,"Class3",16,85.075,49,86.344,55.248,86.957,87.866,"B"
58.999,"N",93,"Class2",65,8.109,68,32.246,13.146,51.436,56.812,"C"
88.151,"N",71,"Class3",22,84.395,48,88.253,19.363,89.628,87.391,"C"
64.14,"M",93,"Class2",71,7.223,54,5.74,40.281,11.947,72.501,"X"
12.271,"V",39,"Class1",48,40.07,83,92.122,40.343,72.579,33.921,"X"
83.974,"L",71,"Class3",23,84.057,21,83.891,76.658,86.021,88.327,"K"
75.97,"N",69,"Class3",20,84.823,60,79.106,33.582,68.741,86.158,"T"
79.454,"G",78,"Class3",15,84.821,32,83.086,37.677,84.934,87.996,"B"
69.032,"N",93,"Class2",64,6.777,48,39.248,10.225,43.276,89.005,"A"
74.417,"M",93,"Class2",62,6.651,50,33.602,19.312,50.105,83.418,"X"
82.909,"N",95,"Class2",65,7.989,48,33.436,59.737,32.803,89.108,"C"
49.702,"Y",96,"Class2",76,2.023,69,67.436,29.197,31.039,51.913,"Y"
4.067,"L",41,"Class1",67,40.617,79,92.546,52.652,100.728,NA,"K"
7.3,"H",40,"Class1",65,38.668,55,NA,53.31,79.193,29.615,"K"
16.635,"L",40,"Class1",36,38.483,72,89.457,31.942,104.85,36.464,"Q"
79.365,"N",96,"Class2",76,6.777,32,NA,16.525,6.493,71.808,"Y"
54.643,"M",93,"Class2",67,5.962,33,NA,61.873,22.894,NA,"C"
71.598,"N",96,"Class2",69,7.8,39,14.903,25.074,43.096,67.637,"H"
7.508,"V",40,"Class1",51,39.815,68,88.239,22.907,75.861,34.729,"K"
15.486,"L",39,"Class1",37,39.081,69,88.247,47.816,85.041,30.964,"X"
66.938,"N",66,"Class3",19,85.058,64,81.718,77.649,69.715,86.894,"A"
0.978,"B",37,"Class1",61,38.692,80,93.162,37.869,104.058,37.44,"K"
13.557,"H",37,"Class1",58,37.45,78,90.125,42.759,72.948,35.202,"Q"
72.75,"M",95,"Class2",71,5.07,66,39.701,13.886,34.064,61.652,"X"
57.964,"G",74,"Class3",25,84.442,58,84.534,77.274,89.868,87.261,"C"
79.687,"Y",93,"Class2",73,6.085,69,23.544,53.503,39.63,76.939,"Y"
10.698,"B",42,"Class1",36,40.375,73,87.305,58.184,55.673,31.92,"R"
12.983,"L",38,"Class1",45,39.791,71,90.114,60.903,68.647,37.269,"X"
48.78,"Y",96,"Class2",73,5.453,35,24.38,54.453,56.248,74.649,"Y"
49.76,"L",93,"Class2",66,7.336,55,5.929,43.296,54.297,69.641,"C"
88.558,"L",72,"Class3",19,84.364,43,83.139,30.333,71.715,86.844,"T"
55.746,"N",93,"Class2",74,5.823,41,24.205,21.409,42.93,78.821,"A"
88.193,"J",78,"Class3",20,84.361,62,84.338,35.618,84.031,88.337,"B"
7.631,"L",37,"Class1",37,38.941,80,91.444,41.933,93.471,30.182,"R"
7.082,"L",40,"Class1",65,38.169,62,86.138,17.711,82.011,35.586,"Q"
66.068,"J",70,"Class3",20,84.792,44,NA,52.471,90.096,88.781,"A"
59.371,"D",95,"Class2",73,7.505,62,15.386,39.789,61.048,49.301,"H"
3.798,"B",39,"Class1",39,37.208,77,93.227,63.273,78.413,39.703,"X"
57.033,"G",72,"Class3",24,84.272,45,81.511,48.436,75.531,86.497,"T"
11.285,"H",40,"Class1",54,39.811,77,87.873,32.158,65.431,34.315,"K"
53.336,"L",93,"Class2",76,6.031,62,13.991,29.862,67.668,49.429,"X"
65.302,"X",75,"Class3",14,84.864,52,86.846,31.769,91.902,NA,"A"
7.639,"B",42,"Class1",48,39.34,57,89.858,31.342,108.307,39.558,"K"
61.617,"N",95,"Class2",64,8.74,58,20.377,10.429,61.815,64.736,"H"
86.212,"J",74,"Class3",21,84.888,49,82.314,30.513,91.051,87.459,"C"
74.073,"N",72,"Class3",24,84.404,41,81.903,57.14,84.866,87.681,"C"
68.526,"J",77,"Class3",22,84.9,55,88.486,80.145,82.946,86.98,"T"
59.54,"N",93,"Class2",70,6.427,66,39.543,60.194,47.885,50.352,"X"
73.36,"G",75,"Class3",17,83.824,57,79.096,54.225,93.801,87.794,"C"
10.342,"H",40,"Class1",57,39.84,60,87.177,26.971,71.401,38.475,"T"
62.951,"G",66,"Class3",15,84.066,53,78.015,26.269,60.976,86.745,"K"
5.486,"L",40,"Class1",62,37.836,65,88.034,63.066,90.091,39.039,"T"
63.088,"M",95,"Class2",68,4.345,61,21.451,46.426,1.641,60.567,"Y"
85.486,"L",96,"Class2",71,8.208,42,7.56,19.815,27.797,91.818,"H"
88.049,"J",67,"Class3",15,84.264,33,85.299,20.062,86.782,86.904,"K"
79.14,"G",65,"Class3",17,84.26,46,84.443,78.784,86.154,88.744,"A"
83.68,"N",95,"Class2",73,6.478,39,39.097,65.193,31.83,68.35,"C"
90.136,"J",66,"Class3",17,85.427,30,81.567,39.59,81.156,87.055,"C"
58.846,"L",71,"Class3",23,84.518,49,88.17,77.31,88.355,88.024,"T"
83.486,"L",69,"Class3",15,84.617,43,83.376,83.019,82.041,NA,"A"
10.039,"L",38,"Class1",53,38.234,83,91.894,44.009,95.608,31.826,"R"
57.762,"J",73,"Class3",18,84.121,54,87.112,49.786,96.285,86.666,"B"
7.028,"Z",40,"Class1",61,37.88,59,92.174,29.043,75.314,32.478,"K"
6.388,"Z",40,"Class1",63,36.607,62,85.64,46.115,103.156,33.434,"T"
79.075,"G",72,"Class3",25,84.362,38,85.491,76.913,86.084,87.139,"T"
64.465,"N",68,"Class3",19,84.934,30,78.107,84.244,90.877,86.903,"T"
70.335,"M",96,"Class2",69,8.141,69,22.958,24.098,38.463,69.06,"Y"
12.897,"V",37,"Class1",59,37.804,72,84.7,28.096,81.149,31.635,"T"
63.354,"M",93,"Class2",73,5.308,53,15.701,17.698,38.202,66.083,"A"
67.681,"X",74,"Class3",16,84.561,25,83.485,70.92,89.672,88.246,"B"
75.934,"L",94,"Class2",62,6.7,62,30.056,55.407,44.112,49.606,"Y"
54.842,"D",94,"Class2",63,8.589,40,19.646,34.27,41.949,78.168,"H"
78.325,"J",77,"Class3",22,83.736,42,76.52,75.121,83.936,88.335,"B"
61.055,"M",95,"Class2",70,7.058,40,22.521,52.03,37.237,86.396,"H"
9.501,"Z",42,"Class1",43,39.616,71,89.955,26.449,82.685,34.616,"T"
67.716,"D",93,"Class2",71,7.288,54,18.873,18.725,42.11,68.716,"C"
58.04,"M",96,"Class2",75,6.561,62,31.797,19.3,52.291,NA,"X"
8.69,"L",39,"Class1",61,37.404,74,89.519,28.365,88.341,38.818,"X"
54.847,"L",96,"Class2",73,4.735,37,32.133,21.534,41.784,53.317,"H"
75.1,"M",94,"Class2",71,9.304,45,20.622,38.264,69.016,54.161,"H"
64.949,"G",67,"Class3",17,84.311,23,86.676,71.201,82.384,88.998,"B"
90.063,"N",70,"Class3",17,84.154,21,89.02,58.417,83.922,86.551,"T"
81.304,"J",68,"Class3",24,84.364,35,86.87,62.432,84.338,88.534,"B"
8.663,"Z",37,"Class1",39,38.28,81,85.768,46.14,90.46,38.815,"T"
4.011,"L",40,"Class1",59,38.28,82,90.888,45.129,78.144,33.487,"R"
90.711,"X",72,"Class3",19,84.33,35,85.017,36.918,83.594,88.971,"B"
81.83,"L",95,"Class2",76,8.297,65,42.733,42.955,51.486,71.746,"H"
4.484,"H",42,"Class1",66,38.053,80,83.724,29.924,84.084,30.577,"X"
84.137,"N",94,"Class2",64,5.866,52,21.609,52.875,18.088,50.565,"C"
14.496,"H",42,"Class1",63,36.706,75,90.577,24.868,85.125,39.556,"R"
65.556,"G",71,"Class3",16,85.397,54,79.361,32.107,93.278,86.026,"B"
9.589,"H",38,"Class1",64,39.544,57,88.262,26.435,94.695,29.666,"X"
7.711,"Z",41,"Class1",60,38.232,81,93.636,16.458,103.709,33.829,"R"
80.596,"N",96,"Class2",64,6.151,62,47.646,58.793,21.309,64.539,"X"
3.045,"V",42,"Class1",55,36.42,76,85.877,27.357,70.512,39.331,"R"
61.735,"N",66,"Class3",15,84.497,42,85.56,78.877,88.152,87.868,"C"
84.233,"M",95,"Class2",73,9.23,34,33.166,30.541,33.806,57.726,"X"
83.849,"Y",93,"Class2",62,6.015,59,16.05,48.244,27.361,91.735,"A"
9.164,"B",38,"Class1",45,38.157,82,NA,21.525,85.992,33.747,"X"
54.5,"N",94,"Class2",75,8.738,33,23.713,56.248,39.971,85.09,"A"
56.688,"X",72,"Class3",21,84.528,39,82.007,51.152,88.622,87.1,"T"
89.258,"N",68,"Class3",15,84.601,60,82.988,25.952,78.334,86.463,"B"
11.297,"H",42,"Class1",42,38.429,83,90.315,49.384,105.47,37.872,"X"
85.764,"M",96,"Class2",75,6.656,31,22.045,55.648,59.326,74.042,"Y"
5.34,"H",38,"Class1",65,38.551,75,92.537,16.214,86.078,35.567,"R"
85.893,"D",93,"Class2",72,7.24,63,30.753,56.812,69.509,69.883,"A"
73.164,"N",77,"Class3",15,84.475,27,83.904,65.015,89.385,86.097,"C"
54.132,"N",96,"Class2",69,8.865,66,21.616,16.083,25.623,83.02,"Y"
2.704,"Z",41,"Class1",48,39.708,80,89.883,52.822,84.815,37.451,"X"
68.772,"M",95,"Class2",70,8.42,69,38.719,60.951,45.183,53.098,"A"
14.411,"V",41,"Class1",56,39.429,81,90.149,63.16,80.227,31.975,"K"
12.826,"L",40,"Class1",67,37.016,71,88.919,46.669,87.048,35.649,"T"
16.647,"V",42,"Class1",41,38.024,61,91.176,29.242,80.824,37.203,"Q"
76.076,"N",94,"Class2",68,7.112,59,-13.033,58.858,44.49,69.689,"A"
74.212,"N",78,"Class3",19,85.182,27,79.958,76.874,90.859,86.133,"T"
62.216,"J",69,"Class3",24,85.007,61,81.617,49.287,91.647,88.515,"K"
67.151,"N",93,"Class2",67,5.499,49,23.136,52.497,59.451,63.078,"H"
71.913,"N",93,"Class2",64,6.232,32,25.66,23.189,51.156,92.897,"A"
79.432,"L",93,"Class2",62,8.799,63,28.864,39.833,45.432,NA,"X"
68.553,"N",73,"Class3",15,84.49,25,82.924,57.752,86.539,87.798,"C"
74.132,"G",69,"Class3",19,84.668,24,87.559,64.81,76.43,88.703,"C"
4.002,"L",37,"Class1",57,38.279,66,88.27,63.24,89.118,33.894,"R"
5.15,"H",41,"Class1",57,39.379,57,89.267,16.523,82.916,33.002,"R"
