"B1","B2","B3","B4","B5","B6","B7","Output1","B8","B9","B10","B11"
50.647,41.564,89.747,66,73,43,43.487,"Class3",50.373,"J","O",78.239
NA,75.347,38.815,8,42,55,51.589,"Class4",76.256,"Q","Y",46.276
57.562,22.647,25.025,82,45,79,18.512,"Class5",48.026,"C","Y",77.749
81.996,41.452,89.519,29,82,50,37.971,"Class3",43.52,"J","Q",62.592
35.421,72.636,45.162,16,54,33,64.467,"Class4",76.005,"Q","M",57.065
34.698,76.428,51.138,9,93,66,68.534,"Class4",76.967,"Q","H",51.741
31.68,NA,57.642,38,53,33,81.129,"Class4",76.833,"M","Y",65.15
66.116,27.432,84.723,65,78,70,42.776,"Class3",38.791,"F","B",55.859
33.008,NA,74.767,6,30,44,39.449,"Class2",38.139,"R","T",58.269
69.581,51.795,48.584,84,44,81,3.905,"Class5",29.34,"C","I",78.205
47.518,69.867,81.611,10,17,47,52.043,"Class2",47.463,"E","P",63.898
46.242,63.468,86.424,75,60,55,39.343,"Class3",57.574,"A","G",76.261
65.113,23.917,53.218,84,47,75,53.045,"Class5",48.723,"G","Y",72.994
43.321,47.142,29.686,65,93,81,34.22,"Class1",81.91,"M","P",92.625
NA,80.443,23.687,16,92,63,53.417,"Class4",76.582,"E","I",61.072
72.011,68.685,88.815,80,79,38,53.511,"Class3",49.184,"V","Q",66.117
41.684,49.265,29.567,78,98,42,43.874,"Class1",79.831,"W","T",93.029
34.356,76.704,48.963,38,49,43,60.369,"Class4",76.222,"R","Q",56.669
92.72,52.672,89.098,42,74,64,29.531,"Class3",60.558,"V","O",33.723
45.727,77.69,56.963,5,32,44,33.415,"Class2",34.109,"S","T",65.758
32.786,49.936,29.348,72,88,59,51.105,"Class1",75.521,"W","I",93.777
37.347,59.329,52.557,9,19,49,44.803,"Class2",50.428,"S","M",63.816
38.144,47.54,29.788,79,79,42,39.039,"Class1",82.518,"K","I",87.333
28.47,75.077,80.48,13,31,41,32.184,"Class2",25.901,"R","P",65.554
72.034,13.927,63.552,83,42,71,39.335,"Class5",50.209,"Y","Y",82.944
34.576,73.159,42.674,29,43,76,57.945,"Class4",76.977,"P","Y",61.513
NA,64.078,53.728,7,25,39,50.048,"Class2",34.952,"S","T",67.084
32.996,49.707,28.769,77,99,93,53.32,"Class1",79.629,"R","T",89.668
35.534,78.903,70.743,6,34,41,44.366,"Class2",28.791,"S","P",60.55
44.068,48.453,29.606,55,96,73,47.277,"Class1",95.66,"W","T",98.306
31.804,NA,92.874,6,21,49,46.056,"Class2",23.171,"S","P",66.101
46.936,48.462,30.112,80,91,78,48.132,"Class1",99.767,"R","P",85.405
39.728,47.259,30.176,75,99,56,44.502,"Class1",96.948,"W","P",91.387
28.065,70.934,9.535,21,53,55,58.014,"Class4",76.821,"M","H",51.743
64.101,26.427,61.74,83,41,74,67.963,"Class5",23.176,"R","D",73.625
29.27,53.459,85.733,82,61,73,53.3,"Class3",35.136,"V","O",62.332
31.068,72.948,46.817,8,22,31,58.052,"Class4",76.511,"M","Q",53.893
41.705,63.153,53.564,7,32,52,31.517,"Class2",45.677,"E","M",59.982
48.624,11.982,37.097,83,39,77,69.537,"Class5",21.413,"R","J",79.172
29.789,71.935,7.414,8,20,75,67.733,"Class4",76.696,"P","M",41.592
70.158,30.739,56.103,83,35,76,16.426,"Class5",23.177,"F","J",88.834
34.903,73.984,17.945,12,7,38,52.238,"Class2",44.579,"R","M",70.287
33.184,74.822,60.842,17,70,72,76.588,"Class4",76.597,"M","Q",53.839
22.051,NA,79.048,9,13,42,39.249,"Class2",54.505,"B","N",59.585
43.596,42.32,58.172,84,48,74,60.097,"Class5",21.517,"R","I",81.934
86.741,16.192,87.39,33,71,51,48.455,"Class3",46.145,"A","Q",43.666
47.371,30.398,34.959,83,36,77,2.08,"Class5",23.231,"Y","I",83.713
34.868,66.769,25.229,6,15,39,42.232,"Class2",20.763,"B","C",66.951
64.188,22.775,33.895,82,37,74,8.079,"Class5",24.638,"R","Y",78.105
30.56,49.974,29.45,57,97,54,35.366,"Class1",80.669,"K","S",89.991
34.063,47.519,28.956,69,71,77,37.051,"Class1",99.563,"K","E",93.57
100.094,43.213,87.548,64,73,68,45.138,"Class3",46.073,"F","G",54.247
66.018,NA,56.815,83,48,74,61.971,"Class5",47.342,"F","Y",90.965
80.382,34.978,86.416,84,73,63,37.36,"Class3",31.167,"V","B",57.031
48.912,22.287,34.584,82,38,72,56.28,"Class5",35.856,"R","I",76.599
62.948,56.902,41.624,83,35,64,32.531,"Class5",46.296,"R","T",79.42
28.114,72.153,117.656,4,20,48,45.939,"Class2",46.58,"R","T",66.767
41.364,64.603,82.489,13,31,45,41.155,"Class2",43.118,"B","M",62.663
65.594,38.434,41.206,83,47,75,2.896,"Class5",29.083,"R","Y",85.978
31.817,73.368,50.785,25,74,58,68.962,"Class4",76.988,"R","I",49.887
44.322,48.805,29.019,74,79,36,38.588,"Class1",92.296,"M","S",94.002
28.472,66.763,38.535,13,8,45,35.846,"Class2",37.355,"E","P",64.36
62.331,63.584,86.822,37,77,65,26.202,"Class3",34.891,"C","O",66.769
42.73,48.959,29.435,59,74,72,52.612,"Class1",91.484,"M","E",90.002
34.649,65.851,38.837,13,15,39,52.636,"Class2",29.934,"S","N",60.664
48.435,70.295,44.649,5,17,51,42.461,"Class2",43.158,"Q","C",71.822
55.307,19.921,42.257,82,38,78,51.588,"Class5",45.734,"R","I",76.478
31.501,73.64,86.005,5,17,42,40.706,"Class2",50.921,"R","N",62.564
33.218,71.202,41.187,26,50,48,63.379,"Class4",76.807,"R","I",46.769
33.034,77.705,51.954,8,34,71,78.828,"Class4",76.856,"R","H",47.395
41.838,11.409,34.138,82,36,79,14.438,"Class5",50.847,"F","T",75.215
44.972,76.712,31.283,4,5,40,52.394,"Class2",54.636,"R","M",65.962
11.189,26.288,89.213,51,78,36,27.491,"Class3",53.334,"F","B",89.524
54.509,18.036,46.851,84,39,78,67.187,"Class5",31.714,"Y","I",69.563
29.955,17.711,84.833,85,83,41,46.439,"Class3",53.681,"A","O",20.975
49.022,64.476,33.447,12,15,38,44.276,"Class2",39.289,"E","M",59.592
37.301,55.989,90.235,32,72,47,27.968,"Class3",38.806,"J","V",70.437
41.45,49.826,29.973,82,84,54,37.775,"Class1",83.277,"W","S",89.903
60.67,5.56,43.943,84,45,75,67.361,"Class5",31.983,"Y","T",82.374
45.025,64.579,31.437,5,17,43,39.122,"Class2",21.717,"R","T",59.296
29.836,75.485,32.015,29,47,40,68.335,"Class4",76.092,"R","M",67.675
59.664,7.587,92.314,25,64,38,31.37,"Class3",30.779,"C","V",59.662
27.595,78.387,55.797,31,49,70,81.554,"Class4",76.331,"R","Q",53.951
35.656,47.693,29.386,59,73,52,37.958,"Class1",89.077,"W","P",87.444
47.821,NA,29.555,85,75,66,36.583,"Class1",86.778,"K","E",86.032
34.836,69.646,9.577,15,63,34,60.622,"Class4",76.348,"Q","I",58.85
49.822,56.866,59.898,82,44,80,42.988,"Class5",24.109,"R","T",78.955
28.009,65.017,33.005,11,4,45,42.788,"Class2",27.841,"E","P",61.943
49.984,67.418,48.901,12,33,47,42.955,"Class2",37.332,"E","T",70.641
27,52.058,85.046,34,67,41,42.827,"Class3",42.775,"F","V",62.421
35.459,48.088,29.41,79,75,37,38.036,"Class1",84.743,"K","S",92.654
40.279,47.875,29.506,70,98,65,50.28,"Class1",87.208,"K","S",86.16
62.804,NA,69.93,83,38,68,37.916,"Class5",46.423,"G","D",80.237
77.685,38.409,89.916,50,63,75,45.279,"Class3",31.769,"V","G",67.103
47.574,53.838,86.632,23,68,57,37.508,"Class3",33.33,"J","Q",59.31
46.316,47.907,28.867,90,73,93,44.709,"Class1",88.337,"M","P",88.038
40.123,69.247,31.718,11,14,40,48.56,"Class2",28.004,"S","M",62.923
62.283,70.742,89.377,66,83,69,36.691,"Class3",31.15,"V","V",32.104
73.428,32.283,70.812,83,47,70,64.838,"Class5",44.641,"F","I",85.813
41.172,38.519,53.387,84,35,69,18.505,"Class5",27.31,"G","I",80.787
43.331,18.823,88.677,82,71,72,55.912,"Class3",30.782,"F","V",58.367
32.042,73.221,36.263,14,71,63,79.151,"Class4",76.424,"R","M",52.638
34.518,73.103,47.071,9,39,50,81.198,"Class4",76.845,"R","M",47.625
NA,78.659,28.194,7,23,52,50.633,"Class2",40.917,"E","N",61.23
33.686,81.134,9.308,16,27,50,73.984,"Class4",76.527,"M","Y",57.962
31.264,80.9,38.93,35,36,76,59.515,"Class4",76.597,"P","I",51.237
33.407,71.371,31.743,35,51,50,61.127,"Class4",76.977,"Q","I",54.856
42.109,49.504,29.989,62,91,42,36.494,"Class1",90.543,"W","I",86.243
NA,77.663,21.478,33,82,40,73.874,"Class4",76.341,"R","H",55.508
44.41,66.596,10.868,9,11,45,38.962,"Class2",20.104,"S","M",55.539
NA,70.342,43.484,5,34,42,35.438,"Class2",21.42,"R","N",64.909
37.683,47.294,29.38,76,82,89,34.187,"Class1",85.235,"M","I",83.749
61.652,14.243,29.298,83,42,79,8.774,"Class5",22.304,"Y","Y",77.331
76.955,45.97,64.091,82,46,72,47.605,"Class5",49.205,"F","T",91.251
47.017,NA,65.087,12,31,48,47.136,"Class2",34.329,"E","N",68.069
59.171,13.309,48.46,82,41,75,15.67,"Class5",42.146,"Y","D",79.813
33.725,76.323,32.846,29,40,75,58.099,"Class4",76.863,"R","H",47.333
93.814,5.945,89.276,68,78,61,46.654,"Class3",60.789,"F","G",47.985
83.562,19.865,47.267,82,35,65,22.553,"Class5",45.244,"Y","D",83.166
38.885,75.86,90.424,5,21,39,36.435,"Class2",34.807,"B","N",63.139
NA,36.337,63.516,84,35,64,3.311,"Class5",25.406,"C","T",77.929
43.302,16.895,85.051,64,73,69,32.487,"Class3",48.253,"J","V",70.107
56.515,23.506,43.742,83,35,69,47.095,"Class5",40.728,"R","I",82.963
32.53,77.165,53.236,36,89,72,72.044,"Class4",76.641,"M","Y",55.331
NA,47.345,29.976,79,75,37,48.869,"Class1",88.762,"K","T",92.86
38.998,48.123,29.146,58,83,67,35.036,"Class1",87.559,"M","T",89.73
32.463,77.383,101.387,12,6,43,45.333,"Class2",54.836,"E","N",66.091
46.91,48.256,29.534,82,79,63,37.613,"Class1",74.158,"M","E",88.669
91.75,16.151,87.345,31,76,72,33.143,"Class3",32.361,"V","B",67.397
59.867,56.088,84.303,88,73,59,38.46,"Class3",40.769,"A","G",37.555
32.416,79.527,67.223,28,59,61,65.074,"Class4",76.929,"R","Q",51.95
34.155,49.822,29.26,66,96,79,53.631,"Class1",74.918,"O","I",90.083
NA,76.333,48.211,8,35,38,35.952,"Class2",44.421,"Q","T",51.109
46.425,48.457,28.842,68,97,93,45.154,"Class1",75.499,"R","T",92.991
48.393,63.141,94.85,9,24,39,52.368,"Class2",51.746,"Q","T",64.405
45.861,48.324,29.189,62,74,46,34.44,"Class1",94.184,"K","T",96.56
53.318,35.18,92.977,76,61,64,33.751,"Class3",46.463,"A","V",81.372
57.555,64.869,104.022,4,14,48,31.473,"Class2",47.093,"R","P",63.102
48.651,72.26,80.5,5,15,44,50.345,"Class2",41.609,"E","M",64.83
31.027,77.165,-4.919,27,20,66,76.952,"Class4",76.403,"P","M",55.733
33.973,70.711,45.415,27,28,58,79.739,"Class4",76.528,"E","I",52.782
84.278,71.785,89.519,74,66,51,49.181,"Class3",58.036,"A","O",43.926
NA,41.546,88.129,61,61,45,21.332,"Class3",38.182,"J","O",68.594
43.323,NA,58.349,4,29,39,35.554,"Class2",45.003,"E","P",61.238
50.358,10.355,55.124,83,44,67,12.092,"Class5",31.831,"G","Y",92.588
61.871,24.225,30.57,82,41,79,35.89,"Class5",38.642,"Y","I",83.568
43.413,49.192,29.457,55,83,64,37.827,"Class1",93.39,"R","S",96.29
43.806,48.046,29.429,76,91,40,42.384,"Class1",91.301,"R","E",94.573
49.383,47.711,67.065,84,48,68,59.544,"Class5",34.882,"G","Y",83.726
43.639,49.862,30.074,58,78,59,35.887,"Class1",98.446,"R","E",89.798
30.674,74.04,79.235,4,9,49,49.58,"Class2",22.108,"B","T",65.951
67.969,52.666,87.411,35,80,73,34.341,"Class3",44.756,"J","V",29.331
32.19,78.015,41.848,23,34,58,65.485,"Class4",76.717,"R","Y",56.564
38.956,75.907,52.842,13,35,40,53.157,"Class2",42.035,"S","M",70.899
21.315,63.17,67.784,13,5,40,45.163,"Class2",30.245,"S","C",53.089
NA,49.177,29.634,77,100,41,42.204,"Class1",89.175,"M","T",87.696
49.349,68.284,81.774,7,22,52,52.431,"Class2",50.883,"S","P",63.228
25.649,60.775,45.891,7,7,41,32.375,"Class2",54.655,"B","T",63.365
32.935,75.959,42.324,13,83,46,74.692,"Class4",76.571,"M","I",56.82
NA,6.176,87.091,48,78,56,44.678,"Class3",43.713,"C","G",73.659
55.99,33.491,87.524,31,78,44,42.565,"Class3",57.46,"V","G",71.222
36.045,62.612,37.288,12,32,38,39.835,"Class2",34.345,"Q","C",64.988
32.347,47.081,86.492,18,74,68,56.736,"Class3",36.769,"F","V",57.704
42.791,57.907,69.716,7,9,48,37.467,"Class2",23.95,"R","P",56.343
51.771,69.153,82.122,9,20,39,40.496,"Class2",22.908,"B","N",59.677
44.784,39.247,88.156,30,66,59,47.807,"Class3",52.516,"A","Q",43.178
34.548,77.932,50.402,35,78,32,66.876,"Class4",76.845,"P","I",60.286
38.039,49.286,29.555,63,92,93,49.909,"Class1",74.578,"R","S",81.735
NA,26.916,84.564,20,83,69,52.46,"Class3",41.658,"V","O",79.944
49.617,64.909,94.508,6,16,38,40.197,"Class2",21.485,"B","T",60.44
40.582,49.09,29.466,69,97,84,46.374,"Class1",86.902,"K","E",92.49
43.818,64.464,5.708,8,35,46,35.847,"Class2",52.417,"E","T",62.522
36.702,48.774,29.255,75,98,64,45.07,"Class1",79.93,"K","S",94.848
31.783,47.531,29.435,91,76,64,38.292,"Class1",84.458,"W","I",92.859
32.071,75.164,37.14,22,22,75,66.69,"Class4",76.822,"P","Q",71.301
34.342,77.451,65.636,14,42,61,57.792,"Class4",76.135,"P","I",60.541
64.448,54.728,38.591,84,46,66,4.951,"Class5",35.861,"R","D",86.938
85.524,69.629,84.968,77,69,75,58.78,"Class3",31.38,"V","V",72.421
42.989,49.672,29.048,77,94,37,38.03,"Class1",74.519,"O","S",90.846
41.493,48.262,29.521,70,71,94,47.271,"Class1",95.075,"O","E",92.256
49.293,47.646,29.583,91,71,52,34.128,"Class1",81.775,"R","E",86.736
31.083,80.063,47.588,15,41,41,55.588,"Class4",76.236,"R","Q",48.342
NA,59.63,45.354,4,3,48,32.314,"Class2",29.723,"B","N",57.153
33.094,76.112,49.34,11,35,47,33.475,"Class2",42.75,"Q","M",53.944
86.77,5.372,86.394,45,58,33,29.899,"Class3",51.666,"J","Q",42.282
45.719,75.994,53.811,6,3,51,40.988,"Class2",28.731,"E","N",63.044
57.457,46.779,87.002,34,59,70,55.327,"Class3",52.469,"V","G",56.173
33.351,49.875,29.199,79,81,93,34.234,"Class1",89.376,"R","T",88.821
79.14,11.74,90.494,47,57,57,37.942,"Class3",41.762,"V","Q",74.056
60.266,51.683,53.542,83,35,67,59.887,"Class5",35.287,"F","Y",80.48
42.418,NA,29.288,90,93,57,38.362,"Class1",84.117,"R","T",93.032
34.697,47.889,29.664,79,73,71,42.435,"Class1",85.612,"W","S",96.285
57.939,23.214,39.713,83,39,75,49.052,"Class5",24.134,"G","Y",73.951
36.676,47.853,30.105,87,100,43,52.758,"Class1",97.451,"R","T",96
36.329,78.28,20.032,19,96,35,77.136,"Class4",76.279,"R","M",48.889
20.748,74.736,87.239,20,83,69,54.217,"Class3",32.245,"C","G",65.126
61.792,23.199,88.411,86,75,63,41.754,"Class3",51.829,"V","O",71.222
33.386,NA,33.267,18,20,64,52.504,"Class4",76.29,"M","Q",58.482
69.989,56.416,83.076,39,64,48,58.933,"Class3",44.861,"A","G",72.669
NA,72.082,88.746,4,12,40,46.743,"Class2",54.166,"B","P",73.738
57.878,7.819,48.159,84,38,81,63.913,"Class5",23.211,"Y","T",69.228
31.581,77.192,73.641,11,35,40,52.835,"Class2",38.309,"Q","T",59.867
60.599,30.836,58.385,83,46,81,50.312,"Class5",42.621,"G","I",85.448
33.366,71.636,41.525,35,47,74,53.391,"Class4",76.4,"Q","I",46.78
32.688,78.949,26.448,9,32,44,37.856,"Class2",46.48,"E","M",64.496
51.629,3.833,35.999,82,39,64,52.638,"Class5",24.831,"R","D",67.518
34.584,69.775,44.214,10,27,60,56.858,"Class4",76.459,"M","Q",53.084
34.17,14.642,91.457,23,65,33,43.547,"Class3",45.234,"C","Q",73.828
43.928,45.268,80.161,82,37,71,22.43,"Class5",31.125,"F","D",76.372
32.179,38.747,90.498,66,67,39,22.93,"Class3",54.197,"J","G",36.966
38.716,47.889,29.298,71,96,69,40.462,"Class1",83.51,"O","S",96.703
63.88,17.876,86.104,55,59,48,50.233,"Class3",40.498,"J","G",40.569
71.027,39.754,86.721,63,81,46,47.397,"Class3",42.894,"A","G",62.344
72.654,9.299,70.78,83,43,75,5.956,"Class5",23.163,"G","Y",77.441
59.959,11.504,28.898,83,41,69,62.755,"Class5",32.077,"Y","I",76.227
55.55,51.836,46.797,82,47,76,60.081,"Class5",21.74,"Y","Y",82.968
50.891,44.045,48.61,82,46,80,18.33,"Class5",24.154,"F","J",82.385
29.599,73.985,48.344,8,89,72,54.005,"Class4",76.323,"E","I",47.197
37.244,61.956,87.364,33,73,66,21.851,"Class3",50.198,"V","V",44.876
66.194,31.351,30.619,83,37,80,7.654,"Class5",38.703,"G","I",69.875
35.966,49.496,29.095,80,77,66,42.475,"Class1",99.27,"O","E",88.66
27.275,69.769,89.886,60,60,39,42.111,"Class3",38.433,"C","Q",75.294
33.208,75.61,33.492,12,5,47,51.377,"Class2",30.116,"R","T",57.727
39.412,29.743,85.406,85,66,76,35.455,"Class3",43.082,"F","V",54.552
NA,NA,86.498,60,57,75,27.143,"Class3",32.133,"A","V",44.766
34.155,76.616,48.309,17,31,50,79.001,"Class4",76.27,"P","I",46.782
49.967,67.659,46.622,5,8,50,31.928,"Class2",23.487,"R","P",68.106
51.033,25.457,89.771,77,66,36,33.809,"Class3",59.339,"A","G",77.025
52.318,17.207,89.385,51,79,54,35.014,"Class3",55.913,"C","B",51.581
28.709,78.875,37.045,21,91,72,54.033,"Class4",76.525,"M","H",56.01
34.873,49.848,29.235,82,75,84,48.133,"Class1",96.268,"M","P",86.432
36.329,49.027,28.844,87,93,51,43.37,"Class1",90.372,"R","T",87.338
38.669,70.23,56.821,13,32,68,75.22,"Class4",76.597,"Q","H",64.223
59.605,29.525,32.711,84,46,68,41.29,"Class5",42.941,"C","I",84.491
60.438,27.71,86.505,84,78,43,41.462,"Class3",44.175,"A","B",62.962
41.458,47.961,29.867,73,95,66,41.059,"Class1",82.17,"W","E",89.016
39.38,49.141,29.129,86,79,61,39.482,"Class1",94.967,"M","P",88.787
32.657,69.702,44.701,9,39,58,73.112,"Class4",76.287,"M","I",61.223
36.492,NA,79.68,39,74,55,65.844,"Class4",76.71,"P","Q",49.748
37.288,72.647,18.107,7,16,38,44.683,"Class2",45.8,"Q","T",50.145
80.03,40.992,85.548,69,68,34,23.391,"Class3",45.02,"J","Q",75.988
72.168,16.239,86.869,33,63,61,40.418,"Class3",47.922,"J","B",62.654
93.558,51.116,91.368,77,60,57,39.562,"Class3",36.009,"A","O",77.743
27.231,69.891,66.852,17,28,47,66.634,"Class4",76.937,"P","Q",58.004
32.146,76.58,29.48,28,87,45,63.855,"Class4",76.652,"P","I",53.008
74.023,9.682,89.858,71,78,56,58.041,"Class3",60.335,"V","G",73.171
56.785,37.834,52.692,83,41,79,37.138,"Class5",25.555,"R","I",76.42
43.125,48.361,29.225,81,97,87,52.095,"Class1",95.938,"M","I",95.53
NA,78.384,24.563,9,29,38,62.474,"Class4",76.095,"M","I",58.492
20.347,74.485,83.606,31,82,44,52.158,"Class3",57.508,"F","O",85.595
48.689,48.194,29.614,77,94,40,41.921,"Class1",94.598,"O","S",93.817
84.097,56.107,92.891,67,76,48,36.63,"Class3",44.045,"J","V",64.423
63.876,19.609,51.974,84,43,70,60.137,"Class5",32.668,"Y","Y",79.56
45.711,68.063,87.229,9,16,42,42,"Class2",50.394,"E","C",56.279
40.998,47.585,29.297,89,91,51,42.25,"Class1",80.135,"O","P",91.709
34.451,70.893,37.783,37,35,63,62.684,"Class4",76.502,"E","M",49.488
29.738,64.022,71.738,13,16,52,34.996,"Class2",48.53,"S","N",63.151
64.584,52.111,35.53,82,45,81,64.078,"Class5",22.46,"C","T",86.587
45.329,68.181,40.869,13,16,49,36.473,"Class2",35.216,"B","C",65.779
63.144,68.17,85.893,26,68,36,44.384,"Class3",52.98,"C","B",85.123
31.589,81.441,44.359,35,22,54,56.502,"Class4",76.104,"M","M",51.015
57.654,41.31,92.849,23,58,48,32.207,"Class3",56.414,"A","Q",69.008
30.759,72.877,59.369,9,47,62,52.148,"Class4",76.408,"E","H",59.089
43.473,49.841,29.532,69,78,89,41.146,"Class1",79.786,"M","P",87.524
47.6,41.6,30.747,84,41,67,22.588,"Class5",28.196,"R","Y",76.014
30.331,70.252,33.373,38,16,52,71.122,"Class4",76.208,"M","H",52.625
30.052,70.342,50.547,14,21,64,55.236,"Class4",76.978,"P","M",61.089
68.775,25.935,57.19,83,48,66,54.585,"Class5",44.679,"G","T",85.041
66.885,NA,50.239,82,39,68,41.285,"Class5",31.001,"C","T",81.585
60.391,52.912,88.837,34,70,73,34.116,"Class3",45.274,"F","O",65.717
39.449,47.509,29.134,72,93,74,35.289,"Class1",93.412,"K","I",88.626
31.687,74.49,53.568,37,27,58,51.578,"Class4",76.271,"M","Y",56.292
101.461,9.594,83.731,62,62,52,25.264,"Class3",45.82,"F","G",78.798
25.584,57.843,61.777,11,26,40,45.471,"Class2",21.073,"R","P",64.154
30.622,78.521,51.542,8,31,43,35.301,"Class2",45.288,"Q","C",54.795
86.19,20.344,88.881,70,67,63,35.894,"Class3",60.545,"C","V",55.001
29.934,72.174,9.726,20,50,70,79.334,"Class4",76.538,"R","Y",46.322
41.553,48.781,29.028,88,97,91,44.659,"Class1",79.103,"R","P",92.33
36.044,79.58,27.09,9,86,74,62.819,"Class4",76.856,"Q","Y",46.943
42.672,47.368,29.278,62,79,50,42.478,"Class1",95.853,"O","I",89.787
32.436,47.76,29.445,76,85,66,49.727,"Class1",79.269,"O","S",92.614
31.588,47.935,29.564,55,84,67,39.644,"Class1",76.824,"K","E",85.097
69.984,30.987,44.801,83,38,64,29.372,"Class5",44.214,"R","J",67.592
68.215,22.026,66.286,82,48,69,57.929,"Class5",29.744,"Y","D",84.34
30.622,72.434,10.235,5,32,64,79.23,"Class4",76.493,"P","Y",52.612
NA,70.086,26.711,17,54,47,69.824,"Class4",76.377,"E","Y",58.992
28.738,73.234,52.005,5,30,46,38.677,"Class2",24.832,"R","P",62.45
48.876,78.458,15.616,10,8,39,33.94,"Class2",34.617,"R","P",72.546
31.774,69.874,23.148,35,51,57,63.783,"Class4",76.817,"E","Y",56.899
68.753,47.151,43.431,84,44,68,20.123,"Class5",31.94,"C","I",83.912
38.671,49.204,30.362,84,96,45,51.628,"Class1",84.005,"R","I",91.686
34.245,74.56,39.734,24,93,62,65.728,"Class4",76.038,"M","Y",63.798
39.538,67.503,80.585,7,10,46,43.165,"Class2",53.428,"B","M",53.888
39.625,NA,21.403,4,10,50,48.203,"Class2",45.493,"E","C",67.932
53.573,37.957,35.991,84,37,70,4.333,"Class5",31.398,"C","D",68.308
45.81,20.023,51.447,83,43,64,2.154,"Class5",47.67,"G","D",76.359
33.42,71.533,57.867,5,58,45,52.997,"Class4",76.239,"Q","H",61.511
38.057,76.554,38.597,13,13,41,36.793,"Class2",40.656,"E","P",65.898
28.51,70.301,56.512,8,21,50,43.224,"Class2",24.25,"S","N",67.044
31.667,77.166,83.717,18,15,65,51.918,"Class4",76.995,"E","M",54.618
36.085,27.315,88.687,82,68,57,27.457,"Class3",48.284,"C","G",37.929
32.637,71.197,30.402,13,22,74,74.202,"Class4",76.828,"M","Q",55.444
49.603,49.484,29.126,90,88,50,47.588,"Class1",96.097,"O","I",93.752
31.051,71.914,44.554,10,95,47,51.309,"Class4",76.257,"R","Q",51.991
67.746,21.059,89.626,50,68,42,54.077,"Class3",57.718,"C","V",79.033
37.031,49.804,29.131,87,77,60,46.863,"Class1",77.615,"W","E",93.132
34.279,70.444,84.379,4,24,49,51.738,"Class2",49.527,"E","C",72.217
