"L1","L2","L3","L4","L5","L6","Output11","L7","L8","L9","L10","L11"
34,30,"I",57.747,81.312,19.869,"Class2",38.863,"V",34,18.612,13.288
48,40,"Z",49.627,71.615,22.353,"Class2",34.534,"H",24,18.221,27.077
39,28,"Y",68.308,45.241,15.849,"Class1",54.985,"S",27,56.374,50.76
35,25,NA,36.59,37.855,50.416,"Class1",62.398,"X",25,43.621,51.459
30,52,"K",69.508,69.499,19.128,"Class2",29.488,"H",24,18.783,29.753
41,61,"M",64.823,45.951,-7.71,"Class1",NA,"X",69,37.746,50.838
43,57,"K",48.558,44.189,27.987,"Class1",40.937,"S",66,47.557,52.537
42,38,"Y",20.646,41.214,28.836,"Class1",48.081,"N",3,47.662,50.658
15,24,"I",56.167,69.752,14.304,"Class2",35.119,"A",26,18.058,46.884
39,77,NA,54.09,40.743,22.687,"Class1",43.222,"X",39,47.803,50.404
15,24,"S",66.435,72.49,19.736,"Class2",32.385,"Z",24,18.2,12.439
53,49,"S",48.241,72.394,22.696,"Class2",39.787,"H",29,18.233,12.824
17,51,"K",52.582,77.379,27.295,"Class2",NA,"A",42,18.804,37.268
39,86,"Y",23.963,39.762,32.234,"Class1",42.414,"O",49,39.604,48.512
22,27,"S",55.606,82.79,19.873,"Class2",38.54,"B",31,18.284,29.704
36,66,"M",68.557,55.1,12.354,"Class1",68.589,"S",67,42.302,49.861
41,34,"W",60.228,44.724,15.332,"Class1",54.537,"O",3,53.108,49.575
36,95,"K",31.233,40.663,24.74,"Class1",46.878,"S",62,42.213,51.721
41,90,"Y",54.232,58.263,26.629,"Class1",55.059,"N",19,38.72,53.005
43,65,"J",43.548,54.277,31.298,"Class1",51.009,"Y",27,46.904,49.832
56,24,"G",67.139,74.392,19.174,"Class2",NA,"B",37,18.5,39.927
39,84,NA,55.791,40.169,7.951,"Class1",50.211,"S",75,47.039,50.577
8,33,"K",65.083,77.709,14.97,"Class2",34.763,"H",36,18.266,23.616
44,37,"K",58.426,72.117,20.112,"Class2",33.797,"A",30,18.197,26.316
42,29,"K",48.252,78.085,23.199,"Class2",NA,"V",41,17.813,17.735
33,24,"Z",49.47,69.773,11.642,"Class2",33.699,"Z",42,18.43,20.069
54,49,"S",57.978,69.28,19.612,"Class2",34.499,"H",30,18.285,14.898
38,16,"K",25.293,61.372,13.496,"Class1",78.954,"N",6,52.44,50.238
72,21,"I",51.519,82,24.236,"Class2",31.416,"V",24,18.166,31.578
55,31,"K",62.614,80.085,21.171,"Class2",39.324,"A",25,18.278,21.732
25,22,"S",71.308,78.061,23.628,"Class2",30.065,"A",33,18.453,13.35
36,70,"K",56.895,54.121,-4.995,"Class1",38.082,"S",36,42.927,51.649
42,57,"J",30.152,36.762,3.418,"Class1",63.21,"N",24,50.141,51.211
40,43,NA,64.272,56.521,-11.064,"Class1",67.165,"O",44,53.293,50.767
35,23,"Y",51.232,61.74,22.042,"Class1",43.896,"X",21,41.378,52.23
41,21,"M",18.259,54.561,41.567,"Class1",77.789,"S",68,39.097,52.246
40,73,"M",63.401,36.578,27.473,"Class1",49.207,"Y",40,51.592,49.055
47,35,"S",66.741,70.068,16.165,"Class2",31.56,"V",32,19.005,42.334
19,40,"S",55.758,75.582,16.563,"Class2",34.85,"H",25,18.931,35.006
8,33,"K",63.085,69.455,20.79,"Class2",30.855,"A",28,18.302,43.366
30,35,"G",57.89,73.12,12.659,"Class2",37.722,"Z",38,18.783,44.158
39,67,"M",54.622,37.865,9.191,"Class1",36.013,"Y",68,49.685,50.044
39,94,"J",37.849,59.037,25.901,"Class1",37.313,"O",45,56.471,47.611
26,53,"Z",51.267,82.038,19.544,"Class2",34.051,"B",30,18.441,34.061
55,44,"I",63.241,79.234,16.022,"Class2",39.742,"A",31,18.373,32.147
18,53,"G",59.255,75.072,17.724,"Class2",34.549,"Z",32,19.188,8.14
36,41,"Y",48.521,61.24,0.45,"Class1",47.477,"Y",72,47.037,52.299
36,29,"Y",48.799,58.12,32.278,"Class1",67.682,"O",21,45.267,50.469
35,77,"J",22.966,38.797,11.911,"Class1",42.809,"N",72,55.823,48.738
60,52,"Z",61.73,84.245,18.091,"Class2",35.648,"Z",26,17.981,26.187
65,31,"K",48.244,82.675,14.468,"Class2",32.729,"A",41,18.87,43.239
34,92,"J",16.335,54.328,20.187,"Class1",36.622,"X",6,39.437,51.329
37,21,"K",59.104,82.912,18.334,"Class2",34.27,"B",37,18.601,25.087
44,30,"Z",61.321,73.014,23.968,"Class2",29.734,"V",33,18.353,30.75
40,80,"Y",11.941,44.998,-9.992,"Class1",64.243,"X",73,46.503,48.77
36,49,"J",37.898,50.02,19.928,"Class1",70.966,"X",72,55.129,50.308
17,41,"G",50.362,85.788,22.349,"Class2",32.349,"H",32,19.253,34.896
38,96,"K",31.154,50.152,25.38,"Class1",63.897,"S",9,44.836,48.802
37,27,"K",61.276,60.872,5.647,"Class1",81.725,"O",71,44.415,48.393
43,20,"M",17.208,44.194,11.442,"Class1",60.121,"X",71,37.063,50.676
34,72,"Y",38.829,53.927,22.999,"Class1",66.452,"S",38,46.812,50.66
41,33,"G",50.923,72.318,19.871,"Class2",37.941,"Z",33,18.443,40.966
67,51,"I",52.538,81.588,18.407,"Class2",39.245,"A",25,18.528,38.94
33,26,"K",64.226,83.59,22.101,"Class2",36.988,"Z",42,19.009,2.949
17,26,"I",54.779,74.879,7.146,"Class2",38.644,"H",32,18.137,32.337
35,30,"J",26.325,50.82,31.725,"Class1",35.396,"X",12,48.35,50.64
36,58,"K",53.63,54.65,31.92,"Class1",56.414,"S",45,46.267,49.578
61,31,"K",63.761,70.014,19.169,"Class2",NA,"A",40,19.072,35.101
45,35,"I",68.785,74.458,14.599,"Class2",38.865,"Z",36,17.895,34.016
35,17,"Y",31.829,46.108,1.649,"Class1",45.454,"N",61,44.885,51.015
25,28,NA,48.382,81.22,18.124,"Class2",32.098,"A",41,18.528,51.212
30,41,"Z",64.616,81.154,18.677,"Class2",30.429,"V",24,18.615,29.212
27,38,"G",48.386,69.317,16.934,"Class2",39.129,"B",41,18.213,26.908
35,34,"Y",21.404,36.737,27.16,"Class1",45.115,"N",31,44.735,52.587
21,53,"I",67.999,82.516,16.838,"Class2",32.582,"H",41,18.339,28.937
64,49,"K",49.782,69.794,7.941,"Class2",37.332,"B",26,18.522,48.81
38,79,"W",31.672,37.413,28.872,"Class1",44.806,"S",65,51.147,48.554
41,37,"Y",28.02,51.343,17.639,"Class1",68.151,"S",66,52.437,50.936
37,64,NA,57.84,52.389,16.734,"Class1",49.389,"X",45,50.844,50.373
58,22,"K",64.284,73.515,20.551,"Class2",36.653,"B",42,18.869,33.424
38,25,"K",36.457,42.358,-17.017,"Class1",71.926,"O",58,48.147,52.207
41,90,"M",15.018,36.01,4.068,"Class1",37.444,"Y",57,41.914,50.034
42,84,NA,52.585,40.359,21.752,"Class1",64.671,"X",64,43.988,50.076
38,42,"M",52.541,36.088,7.593,"Class1",51.164,"X",13,45.982,52.959
25,47,"Z",49.19,77.606,26.059,"Class2",34.17,"V",26,18.957,31.649
38,23,"W",10.766,40.5,25.987,"Class1",66.156,"Y",11,43.514,53.627
26,24,"Z",58.041,75.834,19.83,"Class2",35.465,"H",31,18.529,27.448
38,72,NA,62.106,39.343,-0.432,"Class1",52.466,"X",17,41.407,54.068
43,48,"M",67.219,49.747,11.335,"Class1",61.67,"N",23,58.724,52.299
35,44,"Y",11.4,50.942,4.229,"Class1",61.889,"O",38,37.226,52.893
50,36,"K",49.54,69.097,17.248,"Class2",35.538,"V",28,18.354,22.275
35,33,"K",62.738,80.167,16.253,"Class2",39.545,"Z",27,18.51,36.599
37,49,"M",47.517,58.98,7.198,"Class1",74.976,"X",14,46.849,51.075
39,60,"J",24.089,60.253,44.54,"Class1",77.547,"S",48,53.926,50.936
36,44,"K",48.063,75.79,11.756,"Class2",36.004,"A",25,18.479,27.352
57,21,"G",68.875,70.452,11.4,"Class2",34.178,"Z",41,18.082,38.755
64,33,"K",54.386,69.269,14.621,"Class2",35.097,"Z",27,18.227,26.816
37,82,"J",48.189,56.343,34.59,"Class1",54.37,"Y",6,46.833,50.126
41,32,"G",66.752,73.688,21.342,"Class2",31.045,"B",35,17.896,41.483
34,41,"W",49.894,37.176,25.75,"Class1",70.68,"S",68,41.616,51.624
42,26,"K",49.931,48.538,15.856,"Class1",35.604,"N",70,44.835,52.75
38,69,"M",6.616,52.025,16.219,"Class1",46.001,"S",72,45.6,52.541
45,42,"I",61.438,78.02,25.01,"Class2",29.358,"H",29,19.032,32.491
43,55,"M",67.308,43.802,16.81,"Class1",73.674,"S",71,45.543,51.953
41,72,"J",24.092,55.658,10.396,"Class1",75.983,"Y",37,50.104,50.055
11,48,"K",54.78,78.099,10.072,"Class2",35.865,"Z",28,18.55,25.663
16,21,"Z",51.175,84.636,22.59,"Class2",32.564,"H",31,18.08,16.487
39,66,"Y",51.435,47.709,38.751,"Class1",63.791,"N",5,49.293,50.969
37,42,"Y",8.798,47.683,46.104,"Class1",71.249,"Y",5,49.571,51.323
23,26,"Z",56.154,85.862,11.396,"Class2",39.797,"H",25,18.37,46.873
43,55,"K",40.644,58.995,3.272,"Class1",62.742,"Y",45,49.993,50.825
37,35,"S",69.403,80.224,25.443,"Class2",39.892,"V",30,18.851,22.216
31,51,"G",70.85,84.502,21.018,"Class2",33.597,"V",42,18.53,32.392
41,29,"K",67.976,61.791,13.195,"Class1",64.559,"O",36,46.581,50.288
38,67,"K",25.839,55.31,11.731,"Class1",39.69,"N",70,47.886,52.019
46,31,NA,53.639,78.449,14.18,"Class2",31.064,"V",33,18.079,24.136
72,37,"I",53.151,84.235,18.758,"Class2",34.231,"V",31,18.869,36.817
71,23,"G",50.573,85.085,13.998,"Class2",35.605,"B",33,18.486,14.72
15,28,"I",58.741,73.885,18.646,"Class2",29.702,"Z",35,18.625,26.182
37,43,"I",48.313,69.12,22.396,"Class2",37.578,"B",29,18.897,23.626
26,42,"G",49.26,72.452,14.008,"Class2",36.547,"Z",23,18.46,33.987
40,59,"W",17.151,38.991,22.823,"Class1",75.176,"X",4,49.865,50.467
32,35,NA,59.816,76.528,7.731,"Class2",31.569,"B",32,18.819,19.379
51,27,"G",63.859,71.724,14.089,"Class2",37.488,"H",41,18.447,23.163
39,30,"K",48.987,43.504,31.628,"Class1",70.877,"X",57,44.09,50.698
29,46,"S",62.334,69.053,13.684,"Class2",NA,"A",34,18.777,15.032
15,40,"K",57.046,79.915,20.472,"Class2",31.597,"H",34,18.431,34.445
34,25,"K",5.643,44.309,24.475,"Class1",71.678,"N",55,53.703,51.005
50,21,"Z",56.4,69.717,15.821,"Class2",31.028,"B",38,19.369,15.753
42,79,"M",37.638,49.989,17.543,"Class1",66.621,"X",27,48.297,51.481
25,21,"Z",60.4,75.524,15.087,"Class2",39.743,"A",25,18.044,33.943
72,31,"Z",62.98,69.644,19.451,"Class2",29.193,"V",39,18.568,17.558
35,67,"K",59.563,47.316,20.084,"Class1",61.025,"S",12,49.671,52.902
35,67,"K",20.181,46.288,8.285,"Class1",78.942,"S",66,45.733,52.276
43,49,"K",48.592,43.279,8.51,"Class1",57.862,"O",24,46.655,53.214
27,50,"G",66.346,82.792,18.849,"Class2",37.878,"V",27,18.882,28.174
15,22,"G",51.536,76.882,17.813,"Class2",37.238,"V",26,18.052,39.905
55,36,"K",56.039,80.99,22.553,"Class2",31.801,"H",29,18.719,29.75
62,39,"Z",54.715,85.623,20.792,"Class2",33.218,"A",26,18.244,32.678
35,48,"S",69.959,71.916,16.262,"Class2",36.804,"B",34,18.278,32.692
56,41,"S",69.878,77.99,13.007,"Class2",29.285,"H",26,18.668,42.199
71,31,"G",66.472,76.138,15.265,"Class2",39.527,"A",32,18.057,29.699
21,50,"I",71.962,83.613,12.128,"Class2",34.746,"V",39,18.624,50.615
37,57,"Y",13.44,59.72,14.482,"Class1",63.746,"O",23,45.414,50.755
38,65,"Y",19.637,51.578,15.017,"Class1",55.192,"X",18,38.969,51.263
50,42,"G",69.064,71.862,20.657,"Class2",37.664,"B",26,17.999,17.689
36,63,"Y",35.988,46.999,-11.226,"Class1",49.66,"S",16,54.005,51.463
12,49,"S",52.561,80.647,21.991,"Class2",31.278,"B",32,18.188,16.838
18,43,"Z",57.492,73.685,19.674,"Class2",34.151,"Z",25,18.465,31.964
39,29,"M",68.005,37.534,21.755,"Class1",72.316,"O",70,46.428,52.841
47,34,"G",67.508,83.068,17.252,"Class2",38.159,"Z",32,19.365,24.71
42,36,"M",55.753,58.626,28.767,"Class1",74.027,"N",65,47.602,49.676
39,60,"K",20.414,59.624,6.273,"Class1",NA,"X",74,49.413,49.968
11,28,"Z",62.648,82.037,15.348,"Class2",30.633,"Z",32,18.303,5.617
71,37,"I",57.572,79.15,14.726,"Class2",33.71,"H",38,18.169,21.322
39,80,"M",47.488,54.254,3.593,"Class1",68.092,"N",7,48.495,50.422
41,63,"Y",18.567,46.964,8.754,"Class1",64.373,"O",27,47.576,50.743
35,72,"K",5.047,53.207,20.546,"Class1",45.239,"X",44,46.417,51.895
64,50,"I",54.633,69.615,10.466,"Class2",38.958,"B",24,18.54,28.899
63,47,"K",58.739,69.799,17.924,"Class2",39.838,"V",39,18.842,44.816
42,89,NA,31.561,46.364,7.38,"Class1",47.099,"Y",12,54.259,47.767
38,27,"K",10.02,39.359,47.655,"Class1",54.958,"N",16,52.387,52.137
62,28,"K",57.8,71.405,15.691,"Class2",32.192,"B",40,18.861,12.935
67,52,"Z",62.564,79.557,17.45,"Class2",33.246,"Z",38,18.692,55.619
46,35,"I",67.964,74.184,13.607,"Class2",NA,"B",32,18.69,43.458
37,71,"M",30.162,53.841,15.07,"Class1",71.803,"X",39,44.615,51.36
37,52,"Y",8.891,51.707,15.285,"Class1",37.087,"O",31,54.209,51.198
48,31,"K",57.307,76.34,15.037,"Class2",31.968,"H",38,18.701,-4.073
37,77,"Y",20.966,47.227,10.373,"Class1",49.222,"X",58,46.753,47.54
68,29,"K",56.819,70.87,14.836,"Class2",31.286,"H",41,19.103,23.4
32,27,"Z",65.16,73.778,23.178,"Class2",36.538,"H",42,18.712,0.728
39,17,"W",8.002,48.107,20.3,"Class1",44.617,"N",63,38.001,49.817
41,22,"M",11.386,39.2,15.318,"Class1",54.201,"Y",6,38.082,49.452
63,48,"S",68.236,71.887,17.951,"Class2",39.907,"H",40,18.265,26.774
26,45,"Z",67.644,78.079,15.375,"Class2",33.08,"B",33,18.874,21.539
40,55,"Y",39.314,49.019,11.688,"Class1",81.198,"O",17,52.155,51.998
38,70,"K",40.417,50.638,5.147,"Class1",64.514,"Y",46,54.521,48.444
38,37,"W",39.78,44.114,21.285,"Class1",40.507,"X",76,45.377,51.793
48,36,NA,60.641,85.827,12.258,"Class2",33.981,"A",40,18.838,28.919
39,39,"K",46.329,55.545,14.784,"Class1",68.634,"Y",12,43.439,50.563
43,35,"I",60.012,75.001,16.329,"Class2",37.765,"V",30,18.248,38.092
36,38,"M",45.751,55.904,51.006,"Class1",66.069,"N",23,50.006,53.913
38,72,"K",45.201,42.719,22.233,"Class1",56.538,"O",43,49.999,50.779
38,59,"W",41.919,54.979,10.501,"Class1",78.588,"O",48,51.278,52.051
14,23,"K",53.986,76.45,17.033,"Class2",36.768,"H",23,18.394,17.294
33,35,"Z",61.974,77.655,12.752,"Class2",31.089,"A",32,18.651,25.11
31,52,"S",65.455,73.582,9.294,"Class2",31.103,"H",28,18.384,47.655
35,34,"Y",66.009,36.839,17.305,"Class1",42.615,"X",36,43.641,50.686
59,27,"G",52.297,72.763,26.662,"Class2",39.705,"A",39,18.38,26.522
34,33,"Y",28.749,43.61,20.25,"Class1",73.978,"Y",52,54.12,50.492
47,22,"Z",63.454,74.201,18.122,"Class2",33.094,"Z",39,18.812,43.247
39,52,"M",68.34,44.428,22.582,"Class1",80.084,"N",10,55.471,49.404
36,74,"K",29.686,41.375,16.784,"Class1",76.346,"X",60,61.126,50.557
9,41,"I",71.016,77.187,15.625,"Class2",33.791,"V",41,18.152,22.642
40,75,"J",39.18,61.95,26.693,"Class1",42.332,"X",21,41.126,49.037
43,44,"K",48.665,84.29,18.707,"Class2",38.342,"V",41,18.523,45.958
69,24,"G",50.233,69.87,13.384,"Class2",38.644,"Z",42,18.57,26.288
38,70,"K",23.598,56.911,20.563,"Class1",72.165,"X",13,44.234,51.512
35,58,"J",61.7,59.801,29.471,"Class1",NA,"S",20,54.751,51.171
42,82,NA,28.674,61.336,23.583,"Class1",45.274,"Y",24,49.026,52.794
43,32,"S",51.924,78.577,23.536,"Class2",33.308,"Z",39,18.762,22.946
23,48,"G",57.951,69.448,26.886,"Class2",33.395,"H",25,18.252,12.657
11,23,NA,69.223,77.849,18.314,"Class2",36.482,"A",40,18.453,30.52
38,51,"Y",6.931,50.805,31.927,"Class1",39.131,"N",44,39.411,52.097
22,48,"K",69.958,85.595,14.654,"Class2",29.207,"H",40,18.189,29.704
14,45,"G",65.312,83.05,14.148,"Class2",36.486,"V",38,18.874,46.758
39,36,"M",17.884,49.533,26.843,"Class1",49.228,"Y",33,46.119,50.064
42,15,"W",56.484,48.097,20.089,"Class1",44.768,"X",65,58.771,51.187
8,28,"K",71.632,76.276,15.691,"Class2",30.086,"A",30,18.074,22.394
56,36,"Z",51.017,73.198,16.505,"Class2",38.277,"A",23,18.144,25.271
68,23,"G",58.035,69.905,18.098,"Class2",31.821,"H",33,18.172,19.589
64,32,"I",68.645,70.958,11.382,"Class2",39.206,"V",40,18.586,62.963
36,76,"M",27.563,58.352,32.441,"Class1",51.282,"O",34,39.089,50.887
31,49,"I",54.358,73.3,10.632,"Class2",NA,"A",35,18.682,43.724
59,47,"S",51.308,69.484,11.593,"Class2",30.905,"V",37,18.315,29.73
42,15,"J",53.006,50.426,33.556,"Class1",59.104,"X",27,43.683,53.96
68,41,"I",56.439,71.225,14.806,"Class2",30.264,"A",26,18.598,45.745
35,75,NA,37.98,45.841,37.088,"Class1",57.132,"S",73,46.871,50.389
40,30,"J",53.714,41.999,31.727,"Class1",40.238,"Y",30,51.609,49.294
20,40,"Z",69.126,69.562,20.936,"Class2",34.094,"Z",29,18.297,22.961
37,30,"Z",60.197,85.833,24.749,"Class2",30.616,"H",37,18.804,22.577
57,29,NA,70.708,71.193,7.718,"Class2",35.993,"A",34,18.017,18.395
37,18,"Y",54.378,56.424,15.005,"Class1",47.49,"O",6,45.495,51.426
42,32,"K",24.009,39.434,37.1,"Class1",71.665,"S",28,58.833,50.117
52,24,NA,52.599,78.894,15.431,"Class2",38.549,"A",23,18.725,49.773
14,21,"I",65.456,77.306,23.543,"Class2",35.318,"V",25,18.431,-5.424
35,28,"G",64.874,70.674,15.411,"Class2",30.546,"H",39,18.771,21.468
43,51,"W",65.913,43.974,9.773,"Class1",40.268,"X",70,39.804,51.481
49,29,"Z",67.267,85.338,17.413,"Class2",31.616,"H",37,19.022,28.879
42,60,"Y",27.281,51.458,15.497,"Class1",65.178,"Y",50,52.106,50.904
35,86,"K",66.85,55.557,9.599,"Class1",71.09,"N",3,47.635,50.584
36,25,"K",21.22,61.931,37.141,"Class1",52.111,"S",14,52.123,50.522
36,77,"J",48.572,56.542,30.17,"Class1",81.494,"O",50,51.15,52.381
62,22,"S",65.158,75.49,13.144,"Class2",36.865,"B",25,18.919,36.979
68,24,"K",53.596,78.673,10.562,"Class2",34.492,"A",33,18.797,13.566
40,76,"J",12.75,51.182,25.736,"Class1",50.837,"X",43,55.683,48.91
43,60,"J",8.132,49.681,-2.665,"Class1",62.355,"O",56,50.52,53.223
42,24,"J",12.552,51.285,4.984,"Class1",81.326,"O",23,46.192,52.367
41,36,"J",4.912,52.671,36.99,"Class1",68.305,"S",76,47.526,50.484
40,82,"K",66.174,51.68,13.088,"Class1",57.144,"S",49,41.863,50.754
40,91,"M",37.424,51.839,37.894,"Class1",35.199,"N",6,43.414,50.265
28,27,"S",71.822,75.055,15.579,"Class2",30.793,"Z",41,18.548,29.663
69,26,NA,60.091,80.397,11.401,"Class2",36.079,"A",32,18.839,20.151
36,89,"Y",55.666,54.372,12.087,"Class1",36.73,"O",60,45.602,49.958
41,67,"K",51.676,57.572,2.881,"Class1",51.801,"O",57,44.866,53.484
48,52,"Z",71.158,80.037,17.149,"Class2",37.856,"H",28,19.062,10.95
71,34,"G",55.277,72.962,13.779,"Class2",38.301,"A",40,17.765,30.129
38,86,"W",4.102,60.299,-1.432,"Class1",37.232,"S",12,50.58,51.986
36,16,"Y",46.561,39.917,8.266,"Class1",42.472,"Y",71,50.074,50.452
71,28,"G",62.257,74.823,18.743,"Class2",NA,"V",31,18.426,25.278
56,23,"I",50.243,81.211,8.86,"Class2",38.724,"A",39,18.034,39.301
39,96,"Y",39.298,42.496,45.427,"Class1",48.654,"O",78,43.722,50.937
67,46,"G",55.549,71.882,9.693,"Class2",39.951,"A",28,18.648,45.632
43,53,"Z",58.782,79.802,13.48,"Class2",36.294,"H",23,18.1,37.524
41,47,"Z",59.42,83.544,13.009,"Class2",39.87,"V",32,18.534,22.599
23,21,NA,56.364,85.939,5.135,"Class2",32.761,"V",29,18.333,35.12
67,47,"Z",67.78,72.527,20.622,"Class2",36.2,"V",38,19.049,22.856
34,66,"K",38.033,58.061,8.835,"Class1",64.865,"S",66,50.255,48.103
28,32,"Z",59.363,75.706,20.41,"Class2",38.9,"Z",34,17.959,30.929
31,27,"S",59.505,79.954,19.725,"Class2",37.13,"A",27,18.148,29.237
41,96,"Y",43.274,51.315,17.207,"Class1",41.568,"O",40,46.22,49.56
24,25,"G",64.721,84.236,17.216,"Class2",38.124,"B",32,18.783,30.554
41,80,"J",65.892,42.555,14.202,"Class1",67.349,"O",57,55.49,51.834
38,83,"M",44.319,38.753,7.766,"Class1",47.816,"Y",9,46.396,51.912
7,52,"S",54.262,81.113,23.623,"Class2",32.274,"B",24,18.565,26.653
51,27,"K",64.3,74.252,17.11,"Class2",38.226,"A",28,18.937,30.188
60,40,"Z",54.575,79.572,19.457,"Class2",37.305,"Z",41,18.509,41.033
35,46,"M",39.587,44.56,21.366,"Class1",NA,"N",43,36.882,52.766
59,35,"S",71.972,72.822,14.285,"Class2",37.748,"V",24,18.959,28.313
43,53,"M",69.441,56.78,23.264,"Class1",76.717,"X",10,38.936,49.744
36,52,"K",53.284,61.474,33.131,"Class1",63.606,"O",74,39.156,51.456
42,86,"J",66.296,42.616,18.33,"Class1",76.205,"Y",7,53.143,51.365
38,54,"W",45.714,42.697,18.603,"Class1",42.075,"O",13,53.13,50.991
42,89,"Y",61.949,60.997,6.319,"Class1",NA,"Y",11,52.829,49.394
7,49,"I",60.253,81.627,24.824,"Class2",38.662,"A",28,18.209,33.325
37,35,"Y",12.657,38.141,20.953,"Class1",81.922,"S",66,48.131,52.647
36,57,NA,14.774,42.614,35.62,"Class1",51.757,"Y",51,36.629,48.785
66,52,"S",49.162,81.81,19.49,"Class2",35.881,"B",36,19.095,19.643
34,41,"J",43.615,46.517,28.83,"Class1",38.159,"X",48,51.133,51.194
34,64,"J",47.229,59.437,9.551,"Class1",40.109,"N",51,52.25,51.699
38,47,"Y",6.997,61.712,14.114,"Class1",38.898,"O",44,53.849,51.882
49,34,NA,48.468,85.1,19.933,"Class2",34.902,"Z",33,18.661,30.442
26,26,"S",53.087,83.824,17.036,"Class2",38.354,"Z",39,18.605,16.781
42,48,"I",54.997,82.437,15.855,"Class2",29.069,"V",36,18.39,38.672
8,24,"S",54.181,76.072,12.983,"Class2",33.39,"H",27,17.756,31.13
41,47,"Y",9.743,43.663,14.458,"Class1",51.821,"S",9,56.701,50.07
37,93,"W",19.166,52.761,17.674,"Class1",50.947,"X",52,60.733,52.113
40,33,"M",39.645,46.308,15.448,"Class1",81.352,"O",65,47.905,51
27,28,"Z",69.933,78.108,14.802,"Class2",29.574,"Z",30,18.742,20.595
37,86,"J",35.629,56.811,14.197,"Class1",59.854,"X",64,42.658,49.956
36,66,"W",45.526,57.83,45.406,"Class1",52.312,"X",6,40.501,49.154
42,90,"M",63.73,43.177,24.653,"Class1",46.773,"X",54,46.83,49.76
29,47,"I",50.337,69.777,23.939,"Class2",35.995,"B",27,18.405,30.099
36,80,"K",5.822,39.818,9.07,"Class1",58.76,"O",42,55.212,51.083
60,25,"Z",48.842,76.695,22.506,"Class2",30.473,"A",40,18.148,33.377
41,40,"Y",27.714,38.974,9.705,"Class1",64.576,"S",7,50.424,50.83
29,22,"G",52.066,76.04,21.116,"Class2",32.037,"H",33,18.291,34.128
69,21,NA,69.173,80.099,13.763,"Class2",31.261,"B",36,17.927,15.925
43,41,"W",39.961,43.702,1.041,"Class1",49.79,"X",53,43.266,52.328
34,55,"J",13.055,45.521,43.601,"Class1",40.605,"O",44,47.5,50.618
40,21,"W",32.693,43.071,34.397,"Class1",69.538,"X",42,50.914,51.855
42,33,"M",6.686,42.321,15.159,"Class1",81.634,"S",58,47.828,51.365
41,80,"M",52.23,40.966,10.584,"Class1",54.55,"N",36,44.409,50.306
65,48,"I",53.488,71.18,18.379,"Class2",NA,"A",24,18.163,38.981
63,24,"I",61.358,78.116,16.818,"Class2",38.929,"A",35,19.115,34.112
36,38,"J",13.605,58.952,6.755,"Class1",81.827,"X",37,48.116,48.699
11,30,"K",55.12,76.175,11.342,"Class2",35.928,"H",36,18.916,24.469
60,49,"K",67.05,81.264,6.24,"Class2",NA,"A",37,19.164,21.44
68,32,"I",55.855,83.792,15.625,"Class2",38.642,"A",41,18.872,21.293
69,25,"I",54.167,78.303,18.512,"Class2",29.639,"V",27,18.552,28.871
33,25,"I",61.15,83.125,12.268,"Class2",37.317,"A",24,18.184,56.758
7,23,"K",48.41,79.053,16.495,"Class2",34.249,"H",37,18.316,16.083
42,85,"Y",61.933,47.694,33.765,"Class1",61.864,"Y",74,39.338,51.36
46,42,NA,51.704,70.808,17.929,"Class2",36.428,"A",24,18.756,23.016
41,93,"Y",42.831,42.139,4.718,"Class1",65.706,"X",12,45.702,51.548
41,45,"M",31.552,40.812,15.36,"Class1",77.934,"S",7,34.851,53.294
43,85,"J",19.098,56.601,7.642,"Class1",57.287,"S",41,52.503,51.74
32,24,"I",60.851,74.477,9.478,"Class2",31.227,"Z",32,17.676,38.635
38,50,"M",10.646,60.807,35.997,"Class1",69.538,"S",61,54.016,51.658
36,54,"J",24.488,55.583,16.177,"Class1",52.157,"N",38,44.127,52.146
38,30,"M",53.898,61.378,25.73,"Class1",38.906,"Y",68,44.523,51.015
62,49,"S",50.576,70.259,16.802,"Class2",35.804,"Z",23,18.818,-1.245
47,52,"I",60.174,70.944,14.404,"Class2",29.289,"A",34,18.087,8.037
36,34,"Z",71.18,75.634,13.301,"Class2",32.981,"Z",34,18.567,20.7
38,45,NA,10.193,44.433,18.886,"Class1",53.081,"O",26,38.7,50.897
51,34,"K",59.851,76.55,23.211,"Class2",34.403,"V",41,18.464,45.087
39,87,"J",29.847,57.527,36.837,"Class1",74.135,"O",18,40.111,50.359
