"I1","I2","Output34","I3","I4","I5","I6","I7","I8","I9","I10","I11"
27.461,34.593,"Class3",43,33.688,10,"N","E",39.622,29,31.51,83.99
56.856,31.296,"Class2",51,26.365,43,"M","A",44.199,87,9.261,26.754
35.776,19.654,"Class2",68,24.912,42,"Z","G",23.267,73,9.333,25.705
28.103,35.895,"Class3",27,96.883,37,"K","I",12.855,31,32.213,87.028
64.266,14.091,"Class2",51,26.613,43,"I","G",82.36,50,10.557,11.168
80.516,41.837,"Class1",54,69.361,71,"N","K",40.577,38,35.192,60.807
20.787,52.177,"Class1",56,68.928,70,"N","E",30.506,62,30.854,54.539
86.872,68.796,"Class1",63,67.955,71,"V","Y",34.083,61,40.278,64.993
27.145,32.409,"Class3",31,53.496,90,"N","L",49.427,27,30.389,86.59
16.18,59.953,"Class1",69,68.448,71,"M","R",40.931,75,30.793,54.97
34.939,25.895,"Class2",59,26.04,38,"E","Z",71.95,62,10.657,11.297
48.056,54.697,"Class1",61,67.244,68,"W","R",38.668,37,42.295,49.111
50.543,77.985,"Class1",66,67.878,78,"W","R",40.221,56,36.766,47.168
23.378,51.531,"Class1",62,68.606,71,"V","R",32.022,66,42.489,50.778
76.462,51.517,"Class1",54,68.179,81,"N","K",32.217,48,41.931,43.943
54.235,17.851,"Class2",57,26.55,40,NA,"A",72.896,64,9.778,-13.15
41.041,70.441,"Class1",58,67.587,70,"V","K",32.94,36,NA,50.463
68.258,33.541,"Class2",59,25.168,43,"I","A",37.451,52,9.005,48.577
79.481,46.128,"Class2",46,26.38,40,"E","Z",42.41,64,NA,14.879
28.716,30.912,"Class3",34,64.311,50,"T","L",38.282,28,31.092,95.259
33.185,80.315,"Class1",58,66.679,72,"N","H",33.299,30,39.344,60.515
28.683,34.696,"Class3",40,73.448,39,"X","L",23.478,29,31.833,96.247
50.321,26.575,"Class2",53,27.002,42,"D","G",24.119,66,9.189,53.202
28.704,34.043,"Class3",40,87.915,31,"Y","I",48.233,33,33.129,94.02
28.527,35.879,"Class3",28,77.971,24,"K","G",39.88,33,33.802,88.27
53.37,64.86,"Class2",49,25.017,39,"I","A",23.518,68,8.781,31.3
73.93,27.033,"Class2",47,24.262,42,"E","L",44.596,51,12.235,21.829
16.552,74.643,"Class1",68,67.296,68,"M","K",33.66,71,32.532,43.151
28.747,31.659,"Class3",42,63.915,73,"N","I",4.74,27,29.431,87.538
38.255,47.198,"Class2",61,25.854,41,"E","Z",53.572,69,12.481,63.48
36.634,60.722,"Class1",65,69.051,74,"O","E",31.365,28,43.229,62.11
55.669,18.726,"Class2",48,28.059,43,"Z","A",40.682,47,11.794,10.181
46.107,78.68,"Class1",58,68.791,71,"M","R",34.285,66,33.418,46.542
39.948,53.868,"Class1",65,68.107,82,NA,"H",30.901,77,36.248,78.715
43.318,44.625,"Class2",72,24.744,38,"I","A",32.948,87,12.777,17.171
74.926,51.816,"Class1",60,68.115,71,"V","H",38.736,64,36.376,48.24
55.737,13.735,"Class2",63,25.385,42,"M","C",82.174,58,10.255,7.345
28.835,34.922,"Class3",31,36.561,62,"K","I",70.806,30,29.725,88.573
39.438,16.175,"Class2",48,25.612,40,"M","C",72.673,67,9.222,28.06
28.707,34.618,"Class3",39,82.967,19,"K","T",35.749,27,NA,87.926
28.473,29.448,"Class3",34,81.717,18,"T","E",74.779,24,34.425,94.362
34.557,39.533,"Class2",47,24.966,38,"M","Z",66.341,59,10.254,47
44.38,55.761,"Class1",55,69.258,75,"N","Y",36.609,76,35.375,55.977
27.422,31.023,"Class3",43,88.436,84,"K","E",36.61,24,35.886,95.853
48.295,55.112,"Class1",56,67.043,82,"O","E",33.177,61,35.469,44.602
21.27,51.569,"Class1",61,69.315,70,"O","H",35.233,37,39.004,43.283
27.26,35.265,"Class3",34,78.192,53,"N","E",57.456,30,30.34,91.18
27.314,31.552,"Class3",39,82.634,27,"K","G",70.206,25,30.564,94.161
43.107,73.948,"Class1",70,67.81,75,"N","Y",32.26,73,42.568,49.878
71.986,30.179,"Class2",46,24.698,43,"Z","A",88.51,79,10.787,51.052
81.279,42.178,"Class1",71,67.324,85,"M","H",37.877,28,28.913,42.302
27.999,33.705,"Class3",33,81.409,78,"N","L",22.628,28,31.504,87.291
31.214,69.453,"Class2",69,26.996,38,"M","L",47.706,75,8.664,-16.496
46.871,62.369,"Class2",58,24.805,38,"Z","L",37.796,67,8.183,65.023
37.88,70.317,"Class1",66,70.377,84,"W","Y",38.179,64,37.72,49.368
28.753,32.963,"Class3",31,53.892,81,"K","T",4.436,28,30.484,95.486
78.614,56.708,"Class2",64,26.563,42,"E","Z",23.411,80,11.29,86.509
59.622,76.421,"Class1",65,67.46,70,"M","E",31.276,42,36.929,67.048
66.85,64.703,"Class1",57,67.848,77,"O","K",37.875,32,28.494,49.404
28.345,35.094,"Class3",27,53.887,23,"X","T",16.079,22,34.443,81.442
45.376,41.787,"Class1",57,68.042,75,"O","Y",38.179,74,36.272,49.801
16.939,67.085,"Class1",54,68.081,75,"W","E",40.034,48,41.424,49.016
43.668,81.629,"Class1",68,68.738,76,"N","R",32.893,72,33.636,53.98
27.083,35.896,"Class3",35,57.224,21,"K","G",57.774,27,32.997,91.947
28.78,35.299,"Class3",34,42.895,90,"N","G",48.127,28,29.959,83.06
57.803,43.815,"Class1",57,69.662,75,"V","Y",36.865,38,30.976,54.26
27.416,30.787,"Class3",38,99.546,9,"Y","T",72.927,30,30.525,97.327
28.28,31.901,"Class3",42,98.636,55,NA,"L",60.504,28,32.179,85.937
28.559,29.851,"Class3",37,92.462,62,"X","L",28.238,29,29.195,93.718
72.312,51.147,"Class2",57,25.69,43,"D","A",39.296,67,NA,49.742
35.888,27.065,"Class2",48,25.625,42,"Z","C",69.101,75,9.254,57.809
28.221,29.476,"Class3",41,57.845,89,"X","L",3.359,30,32.38,97.939
47.482,37.109,"Class2",71,26.995,43,"M","L",50.723,49,9.657,30.571
28.539,31.071,"Class3",43,66.838,9,"X","G",21.207,24,31.819,90.138
55.652,61.333,"Class1",68,68.909,68,"M","Y",31.2,62,36.526,52.691
36.796,33.091,"Class2",76,24.694,38,"Z","L",41.933,63,9.898,5.727
43.816,24.521,"Class2",51,24.07,39,"D","G",71.694,85,9.475,27.94
73.195,67.149,"Class1",71,68.304,80,"O","H",30.43,46,33.869,50.631
65.42,19.615,"Class2",72,26.355,41,"M","L",65.928,57,10.326,39.546
66.802,41.212,"Class1",70,66.925,74,"M","R",35.164,75,29.997,51.455
88.313,61.496,"Class1",62,68.957,75,"W","E",32.236,70,38.579,50.493
27.53,34.172,"Class3",38,71.945,43,"N","G",68.041,27,32.152,89.338
71.442,61.229,"Class1",64,69.536,83,"W","K",34.859,27,39.091,58.295
52.659,39.036,"Class2",64,26.629,42,"Z","A",40.565,69,9.245,-17.835
28.254,34.152,"Class3",39,60.394,61,"N","L",21.589,26,35.064,87.707
79.944,45.683,"Class2",46,24.697,43,"Z","A",54.443,60,8.19,15.57
45.409,66.705,"Class1",67,66.559,68,"M","Y",31.212,43,25.047,55.838
37.235,68.889,"Class2",49,24.201,41,"Z","Z",82.769,87,8.851,14.908
27.207,29.697,"Class3",39,55.749,59,"T","G",60.708,33,32.17,97.433
15.478,60.045,"Class1",61,68.14,75,"O","E",33.777,76,40.243,46.901
38.166,62.378,"Class2",61,25.277,38,"M","Z",60.006,77,9.266,38.317
34.711,55.338,"Class1",70,67.784,83,"M","K",39.917,57,32.015,50.73
28.676,33.937,"Class3",36,92.586,74,"N","E",39.162,26,31.802,97.374
27.004,30.196,"Class3",34,84.241,70,"Y","G",68.122,27,33.727,87.78
28.252,35.317,"Class3",26,50.545,87,"Y","I",57.531,26,31.503,96.913
64.537,33.717,"Class2",64,25.389,38,"M","Z",67.695,86,8.993,70.42
28.501,31.231,"Class3",38,58.806,60,"X","L",69.289,32,32.692,83.618
69.219,55.934,"Class2",75,23.418,41,"D","L",25.765,66,9.402,3.199
35.415,45.507,"Class2",52,25.607,39,"I","L",57.161,55,9.121,41.567
75.653,74.063,"Class1",70,68.226,78,"N","E",32.503,70,38.157,56.43
28.517,34.172,"Class3",34,48.548,56,"T","I",22.649,22,30.233,95.219
68.723,53.999,"Class1",53,69.827,84,"M","E",32.774,40,34.607,58.834
41.442,54.302,"Class2",79,25.124,40,"M","L",51.664,69,11.785,64.237
58.168,74.828,"Class1",64,70.628,69,"N","Y",30.779,66,48.377,51.782
27.985,33.818,"Class3",38,50.509,58,"K","G",59.264,27,31.457,92.391
27.755,35.057,"Class3",35,34.46,40,NA,"I",64.1,32,29.786,103.014
27.351,31.447,"Class3",37,78.965,50,"N","E",42.478,33,29.406,91.141
75.855,80.587,"Class1",59,68.68,69,"M","K",32.534,27,31.487,51.817
73.396,61,"Class1",59,68.231,83,"O","R",36.764,67,36.03,55.753
59.05,23.133,"Class2",78,25.837,43,"E","A",48.901,49,10.348,38.307
38.46,37.87,"Class2",74,26.25,38,"Z","C",76.798,50,6.785,56.984
77.759,69.788,"Class2",55,26.263,42,"M","C",80.726,67,8.506,35.965
78.353,16.941,"Class2",58,24.688,42,"Z","G",22.265,53,9.092,24.3
69.017,47.519,"Class2",57,24.809,43,NA,"L",24.911,70,8.218,-12.987
27.027,35.806,"Class3",39,68.027,31,"Y","E",80.476,31,NA,94.267
43.666,29.724,"Class2",52,26.171,42,"I","L",45.447,55,9.917,45.595
17.697,78.377,"Class1",60,68.371,85,"O","H",39.558,75,37.572,51.129
16.62,57.108,"Class1",57,69.406,73,"M","K",36.091,73,29.568,52.879
27.195,29.593,"Class3",29,88.973,40,"X","T",8.65,26,32.53,94.821
57.036,56.869,"Class2",58,25.81,39,"E","G",45.051,67,10.746,33.493
27.567,33.389,"Class3",30,63.421,45,NA,"I",24.698,24,32.226,85.155
28.386,31.281,"Class3",37,63.409,69,"T","G",47.175,30,33.83,94.215
27.735,30.767,"Class3",34,75.174,72,"K","E",13.591,25,31.295,89.273
27.367,33.102,"Class3",36,48.329,47,"X","I",37.878,29,31.536,100.228
40.406,53.628,"Class2",78,23.135,41,"M","L",53.007,64,10.449,26.132
86.618,73.723,"Class1",52,68.784,70,"O","K",38.623,65,29.444,52.716
27.656,31.285,"Class3",27,85.133,71,"N","G",77.374,27,32.298,90.207
28.148,78.354,"Class1",55,69.11,69,"N","Y",36.903,71,37.225,53.694
29.053,80.473,"Class1",62,69.71,85,NA,"Y",30.491,41,38.43,40.214
40.455,55.543,"Class1",69,68.483,73,"M","R",36.348,64,39.466,58.614
66.769,66.992,"Class1",64,69.501,70,"M","Y",40.911,35,34.915,51.732
80.462,51.358,"Class1",62,68.207,70,"M","K",30.733,58,39.456,58.422
30.246,74.486,"Class1",60,66.985,85,"N","H",33.588,54,39.451,47.584
54.101,42.622,"Class1",70,68.059,78,"W","Y",40.267,61,36.258,57.103
44.332,81.314,"Class1",59,68.951,69,"V","K",35.658,43,25.56,51.405
27.939,30.58,"Class3",39,60.128,39,"Y","E",12.358,23,32.763,98.759
28.585,34.052,"Class3",34,21.582,39,"T","L",71.911,22,31.242,95.19
28.683,32.255,"Class3",36,64.223,88,"K","E",35.652,26,32.224,91.145
54.076,47.002,"Class2",50,25.623,38,"E","C",79.383,79,10.389,61.235
80.122,63.144,"Class1",68,67.908,76,"W","Y",36.43,34,32.58,63.32
42.175,64.269,"Class1",65,68.221,81,"N","E",39.018,43,47.026,57.109
52.339,53.424,"Class2",77,23.536,41,"M","G",71.768,70,7.415,46.631
74.608,59.83,"Class2",48,25.258,42,"E","G",57.468,54,10.75,27.561
27.122,77.838,"Class1",64,67.894,74,NA,"Y",35.323,62,35.02,49.158
34.483,52.797,"Class1",55,67.876,72,"M","R",30.935,55,32.025,61.25
28.331,34.787,"Class3",37,64.049,23,"N","T",56.757,30,31.327,91.213
28.432,29.761,"Class3",29,33.503,47,"K","T",77.423,28,30.47,89.154
36.836,75.614,"Class1",60,69.131,79,"M","Y",40.162,35,37.357,56.525
29.685,80.371,"Class1",71,69.455,85,"M","E",38.384,78,30.154,51.299
37.898,60.788,"Class1",70,68.399,68,"M","E",35.407,44,34.482,41.749
28.01,32.721,"Class3",43,49.399,57,"Y","I",18.549,25,29.227,98.353
27.072,29.106,"Class3",29,60.665,82,"Y","G",63.446,29,33.764,89.438
27.69,34.711,"Class3",38,47.166,83,"K","L",74.289,32,31.401,94.558
28.099,34.476,"Class3",27,55.067,20,"N","E",54.526,23,30.653,86.188
48.37,71.357,"Class1",57,69.44,68,"V","K",34.919,50,50.048,48.476
37.828,58.673,"Class2",62,25.093,40,"I","A",84.983,68,8.918,31.431
28.619,32.504,"Class3",43,83.555,26,"K","I",77.034,29,30.866,98.888
27.788,34.847,"Class3",28,67.748,8,"N","L",50.188,27,29.889,85.316
32.376,55.467,"Class1",54,68.532,78,"N","Y",33.315,57,34.883,50.812
45.936,39.691,"Class2",46,24.384,42,"D","G",78.081,61,9.491,29.516
39.248,42.31,"Class1",69,69.028,84,"W","K",36,62,35.456,49.55
62.221,56.119,"Class2",75,25.748,39,"M","A",56.867,70,NA,37.186
45.791,54.053,"Class2",76,24.516,41,"Z","A",65.225,61,10.825,84.52
27.685,29.738,"Class3",33,50.272,90,"X","L",63.597,28,26.769,93.713
64.979,20.389,"Class2",48,25.794,38,"I","A",55.093,83,8.931,26.319
28.781,34.635,"Class3",35,66.382,13,"N","I",69.467,30,NA,89.567
27.784,32.925,"Class3",31,101.011,38,"X","I",7.72,33,34.393,92.119
27.369,33.219,"Class3",41,96.967,40,"N","E",19.503,27,30.155,104.777
14.177,61.909,"Class1",59,68.693,72,"M","R",33.268,65,39.405,62.426
42.007,53.769,"Class1",69,67.423,70,"N","E",40.082,38,41.91,42.227
84.148,66.004,"Class1",69,68.62,77,"N","R",29.938,58,40.692,54.303
27.498,31.921,"Class3",43,82.667,50,"Y","T",29.436,26,31.147,101.181
77.825,48.802,"Class2",56,22.797,43,"Z","A",52.961,55,10.086,47.751
62.598,18.09,"Class2",51,24.701,41,"E","Z",60.254,55,9.395,16.338
27.326,33.037,"Class3",30,61.413,88,"X","E",44.193,27,29.494,96.517
76.367,53.176,"Class1",71,69.539,80,"M","R",35.79,34,43.867,60.949
67.383,65.708,"Class2",54,23.998,39,"I","L",76.899,87,10.121,33.944
27.421,35.581,"Class3",34,7.437,22,"Y","L",21.001,24,29.276,101.455
65.438,73.729,"Class2",49,25.838,41,"I","G",46.39,66,6.867,10.455
43.928,73.707,"Class1",64,66.43,77,"N","Y",35.448,41,NA,36.418
28.585,33.733,"Class3",39,67.625,53,"Y","E",60.574,32,33.41,92.885
75.807,46.831,"Class1",58,68.818,75,"M","R",38.755,60,28.967,60.174
27.397,35.038,"Class3",33,36.693,80,"Y","E",58.012,31,30.78,88.257
28.642,34.703,"Class3",32,51.758,92,"K","L",50.985,27,30.619,84.011
59.837,57.516,"Class2",78,24.903,43,"Z","L",42.84,87,NA,-15.385
46.452,28.303,"Class2",76,25.592,41,"D","C",76.89,49,9.351,34.078
28.501,30.128,"Class3",35,65.867,59,"K","G",78.034,26,32.238,99.281
41.667,54.671,"Class2",77,23.297,43,"I","L",64.637,70,9.775,67.1
72.744,48.99,"Class1",53,67.672,75,"V","H",32.97,47,32.251,54.996
35.559,55.454,"Class1",53,68.248,73,"V","Y",36.798,52,43.816,62.959
53.528,57.341,"Class1",59,70.948,84,"O","K",34.564,57,41.153,57.758
57.828,41.946,"Class1",55,68.836,70,"N","R",31.193,75,31.725,49.067
27.321,35.204,"Class3",30,66.819,89,"T","L",16.813,24,32.211,86.774
27.349,33.197,"Class3",31,75.114,78,"T","L",37.548,28,34.898,94.198
27.428,35.696,"Class3",27,52.267,25,"Y","I",48.198,23,30.7,84.978
44.786,64.721,"Class1",58,67.641,83,"V","K",35.357,74,41.355,56.347
28.343,32.721,"Class3",42,94.35,11,"X","L",14.163,22,31.068,84.297
28.492,34.068,"Class3",35,76.314,58,"T","L",49.606,24,33.587,88.013
75.448,72.575,"Class2",56,26.752,40,"D","Z",31.89,61,8.084,24.514
79.59,54.823,"Class2",46,26.295,43,"E","C",38.841,72,11.451,41.484
57.891,70.194,"Class2",65,25.332,40,"I","L",46.937,59,8.79,28.567
27.162,62.543,"Class1",71,66.429,82,"M","Y",40.06,62,31.131,66.521
40.143,72.31,"Class2",54,24.716,39,"D","G",70.822,52,9.629,3.328
53.521,64.619,"Class1",67,70.85,69,"W","Y",32.289,49,40.342,56.316
86.688,65.787,"Class1",55,68.644,72,"O","H",36.143,67,37.361,40.462
49.419,59.535,"Class1",71,68.781,70,"O","K",38.145,54,NA,61.467
52.805,64.439,"Class1",68,68.635,71,"O","K",34.244,71,38.141,61.738
79.935,63.243,"Class1",60,67.601,81,"M","K",33.11,65,32.023,48.421
27.604,61.881,"Class1",56,69.03,68,"W","Y",32.008,42,36.342,60.115
28.645,30.438,"Class3",43,59.679,10,"K","L",15.368,27,30.812,98.353
28.495,35.68,"Class3",35,38.144,59,"X","I",13.823,26,NA,84.732
27.291,33.583,"Class3",35,78.894,21,"X","T",47.638,30,NA,96.398
73.671,19.454,"Class2",47,26.234,40,"I","L",51.872,48,10.813,31.893
84.915,54.804,"Class1",71,68.187,85,"V","K",36.344,73,38.804,54.275
63.173,63.446,"Class1",66,68.397,68,"N","Y",31.661,73,42.832,50.115
62.567,64.737,"Class2",55,25.396,42,"M","Z",25.166,51,10.134,76.57
55.765,50.205,"Class1",61,69.245,75,"N","H",34.557,36,34.599,53.704
30.24,17.218,"Class2",49,27.439,39,"E","C",68.886,47,11.26,38.592
28.923,35.754,"Class3",29,60.386,58,"T","L",54.23,28,NA,85.291
78.334,45.22,"Class2",46,25.553,43,"E","C",33.47,78,8.63,35.597
27.244,32.901,"Class3",29,61.515,50,"X","L",72.998,23,27.046,95.492
37.72,73.937,"Class2",65,25.451,43,"E","Z",87.266,80,9.958,24.892
27.523,29.601,"Class3",33,100.823,47,"K","G",75.531,27,30.509,96.348
27.735,30.39,"Class3",32,61.481,88,"T","T",70.934,30,31.272,89.314
65.042,20.22,"Class2",55,25.58,41,"Z","G",37.526,63,7.068,29.261
53.625,24.374,"Class2",67,26.772,43,"M","C",24.249,80,NA,35.139
68.353,50.849,"Class2",78,26.335,43,"M","L",66.882,84,11.895,27.431
16.217,52.137,"Class1",67,69.444,83,"W","H",30.114,55,44.136,47.479
27.41,31.827,"Class3",33,77.525,89,"N","L",22.474,29,28.326,90.785
28.404,31.477,"Class3",34,57.455,10,"X","G",28.022,32,31.541,91.365
27.898,33.839,"Class3",37,58.327,16,"Y","L",76.622,30,32.425,89.095
30.321,60.885,"Class1",56,69.946,74,"N","R",33.063,75,30.59,48.192
59.041,53.002,"Class2",65,25.881,39,"M","Z",43.643,84,11.007,35.551
43.673,16.731,"Class2",54,25.005,40,"I","Z",70.223,68,10.345,56.161
42.337,18.099,"Class2",72,23.878,41,"E","L",81.732,60,9.371,30.194
27.556,33.946,"Class3",27,49.967,74,"X","G",50.37,22,33.408,89.317
27.793,33.132,"Class3",29,43.724,72,"K","I",69.322,33,30.186,87.731
36.128,54.729,"Class1",56,68.647,72,"N","E",30.248,54,46.359,54.748
28.146,33.678,"Class3",34,60.034,29,"T","G",64.613,26,30.648,94.999
72.009,81.906,"Class1",65,68.415,68,"O","H",40.521,43,45.723,53.504
38.921,45.764,"Class1",65,68.028,78,"N","R",29.534,79,35.308,54.859
58.979,32.738,"Class2",74,26.524,39,"Z","C",74.363,53,NA,25.053
49.724,26.769,"Class2",56,25.91,43,"E","A",84.161,64,11.817,53.981
41.746,28.939,"Class2",50,25.205,41,"M","C",38.092,87,7.151,4.982
47.365,71.203,"Class1",62,68.399,69,"N","H",30.084,57,47.411,46.21
82.723,66.15,"Class1",66,68.772,79,"N","Y",40.677,33,37.015,64.398
78.08,29.946,"Class2",65,25.684,43,"I","G",84.81,55,NA,28.036
46.658,56.677,"Class1",62,68.898,75,"W","R",31.379,53,40.928,53.209
71.766,54.189,"Class2",46,26.86,40,"M","L",42.408,51,9.188,41.36
28.233,29.938,"Class3",35,24.239,78,"N","E",75.816,25,29.9,91.855
28.24,33.16,"Class3",28,88.293,87,"Y","L",59.384,25,28.734,85.684
79.72,34.7,"Class2",48,24.92,40,"D","L",42.897,55,12.932,13.495
35.143,81.742,"Class1",54,69.213,79,"O","E",30.406,50,37.995,48.052
28.155,34.923,"Class3",30,72.587,17,NA,"E",70.476,26,28.991,91.214
27.175,60.282,"Class1",63,69.981,84,"W","E",29.205,50,38.127,55.554
75.028,48.333,"Class2",51,24.803,42,"Z","G",62.353,76,10.918,37.575
76.738,27.92,"Class2",63,27.246,42,"Z","A",41.365,68,9.017,67.447
86.521,50.548,"Class1",61,68.343,78,"V","Y",39.849,56,43.864,58.888
70.748,68.754,"Class1",57,67.327,71,"W","E",30.39,73,35.664,58.097
27.984,30.557,"Class3",31,80.865,13,"T","G",34.267,32,27.121,85.615
74.824,65.386,"Class2",61,24.943,39,"D","L",79.069,86,10.296,56.753
32.157,53.84,"Class2",62,25.599,43,"E","A",72.284,68,NA,22.158
22.705,54.138,"Class1",66,68.315,77,"O","Y",31.452,59,27.172,61.911
28.436,31.349,"Class3",28,33.643,89,"Y","E",12.277,30,35.455,91.417
29.143,65.925,"Class1",69,69.007,77,"M","K",33.295,49,44.167,58.27
61.967,50.591,"Class2",75,24.977,39,"D","L",28.326,51,8.879,5.71
76.591,37.456,"Class2",72,25.201,42,"Z","C",37.336,60,12.229,-10.052
27.287,31.891,"Class3",28,95.356,32,"N","T",73.826,26,33.578,98.662
27.664,29.144,"Class3",34,91.407,82,"Y","E",24.996,31,35.443,89.091
27.289,34.868,"Class3",27,43.735,83,"T","L",67.143,22,32.393,89.981
28.935,32.028,"Class3",39,80.012,70,"T","I",4.157,30,31.565,95.169
59.72,58.417,"Class2",75,25.195,42,"M","L",36.011,83,8.006,59.769
76.902,54.379,"Class2",66,25.431,39,"D","L",60.633,79,8.95,0.363
33.438,56.186,"Class2",53,26.053,42,"E","G",55.613,87,10.169,49.735
50.286,28.208,"Class2",67,25.621,43,"M","G",59.951,51,10.068,60.407
83.102,59.098,"Class1",69,66.945,78,"V","Y",38.382,55,34.297,58.941
27.735,34.303,"Class3",33,98.621,46,"K","G",22.701,30,31.29,91.931
51.471,41.56,"Class2",59,26.673,39,"I","L",73.705,81,8.91,36.856
32.387,61.389,"Class1",63,67.658,69,"W","K",29.65,35,38.947,51
28.523,31.668,"Class3",28,45.855,38,"K","E",74.846,32,32.607,97.604
27.348,31.933,"Class3",32,47.652,88,"N","G",3.064,25,32.301,99.785
87.983,45.676,"Class1",70,69.228,68,"V","K",36.869,48,34.005,49.395
27.54,32.074,"Class3",27,37.003,92,"K","G",34.124,33,29.248,89.407
71.406,58.498,"Class1",52,69.257,78,"V","E",35.194,77,41.659,53.34
71.531,56.742,"Class2",61,23.562,39,"M","G",66.67,68,11.466,16.98
22.784,81.149,"Class1",58,67.969,82,"V","Y",34.38,41,31.533,49.851
34.631,52.332,"Class2",47,24.566,39,"I","C",62.772,87,10.707,73.728
36.992,37.705,"Class2",50,25.358,42,"D","A",58.956,62,10.885,28.344
27.219,31.417,"Class3",30,81.619,80,"T","T",43.572,26,32.869,85.467
28.708,34.094,"Class3",40,51.1,87,"T","E",31.911,33,32.879,92.134
27.684,31.017,"Class3",38,72.924,23,"Y","G",39.955,29,33.627,89.511
46.816,81.516,"Class1",53,67.474,78,"M","H",35.656,77,31.126,56.877
28.087,31.981,"Class3",29,45.052,18,"K","T",37.197,33,33.862,100.686
22.53,66.31,"Class1",59,69.779,73,"M","Y",32.814,32,NA,47.14
28.905,32.336,"Class3",28,77.421,23,"N","G",27.158,33,27.972,104.416
78.262,51.272,"Class1",60,68.536,81,NA,"R",35.635,29,38.408,60.944
49.829,34.686,"Class2",71,25.168,38,"E","A",80.572,70,8.73,6.468
28.125,30.956,"Class3",29,61.06,26,"Y","E",30.567,28,31.82,90.875
27.755,33.118,"Class3",28,83.072,27,"T","L",50.198,33,31.336,95.053
45.944,56.998,"Class2",56,25.418,38,"I","A",60.769,76,10.094,35.525
61.133,71.587,"Class2",52,25.515,40,"E","Z",24.437,84,8.195,74.555
87.489,71.582,"Class1",55,70.048,83,"W","R",32.098,41,32.838,62.929
37.008,49.723,"Class2",73,27.358,41,"Z","L",52.982,69,9.809,42.735
33.013,77.566,"Class1",70,67.964,82,"W","R",39.907,31,33.309,50.763
27.233,32.388,"Class3",37,59.808,52,"N","T",7.002,25,33.676,90.559
27.188,32.283,"Class3",29,83.629,66,"X","T",37.05,27,30.171,97.085
59.992,59.566,"Class1",61,69.277,82,"W","Y",33.856,63,33.053,45.287
70.334,41.232,"Class1",70,68.712,83,"W","Y",35.748,50,35.894,61.569
36.04,59.663,"Class2",74,27.37,38,"M","C",27.497,84,10.434,52.612
