"V1","V2","V3","V4","V5","V6","V7","V8","V9","Output21","V10","V11"
2.435,18,"Q",64.516,29.031,41.139,51,35.86,"L","Class1",26,29.622
75.483,33,"D",42.786,52.891,53.893,9,85.78,"M","Class2",70,91.847
6.993,19,"Q",29.488,36.575,47.042,67,26.031,"F","Class1",38,39.973
79.741,38,"F",43.946,55.857,33.703,12,84.977,"I","Class2",55,91.86
2.16,19,"A",51.839,45.831,33.682,7,22.747,"F","Class1",66,26.022
5.316,16,"O",81.703,58.743,47.018,33,32.739,"K","Class1",51,33.249
5.297,15,"Q",22.512,30.988,49.312,47,23.365,"M","Class1",74,40.996
76.683,23,"F",43.051,8.91,44.883,11,86.909,"I","Class2",70,91.872
78.328,30,"J",42.127,42.584,12.912,12,86.016,"R","Class2",61,92.555
76.215,41,"H",41.462,38.103,60.973,5,86.845,"B","Class2",55,90.631
73.688,31,"F",42.687,54.859,30.099,8,84.474,"B","Class2",89,92.896
3.325,16,"A",47.87,40.415,34.766,26,31.127,"X","Class1",39,31.146
7.039,18,"J",61.404,56.653,37.028,74,31.323,"X","Class1",70,32.648
4.775,16,"Q",74.043,62.256,36.006,68,37.942,"M","Class1",65,31.198
72.531,23,"H",42.909,38.594,68.375,10,85.25,"R","Class2",NA,90.548
2.742,19,"D",100.415,42.795,30.295,17,39.166,"F","Class1",23,33.326
72.955,20,"X",42.616,22.672,77.923,4,85.738,"R","Class2",52,92.125
4.099,15,"O",46.036,59.015,34.068,16,35.743,"K","Class1",42,30.701
9.232,19,"J",16.557,44.083,49.735,34,27.414,"X","Class1",51,29.228
75.882,40,"X",42.754,21.932,13.772,11,84.39,"B","Class2",66,91.262
3.864,15,"J",45.906,58.187,39.613,59,30.748,"K","Class1",44,35.195
4.033,17,"O",73.175,63.956,30.666,56,26.66,"K","Class1",84,31.037
70.136,34,"F",42.173,50.527,76.154,5,86.487,"B","Class2",87,89.717
5.092,17,"A",52.136,51.822,48.59,40,30.122,"K","Class1",80,33.903
78.221,17,"J",44.141,18.494,33.696,5,84.418,"I","Class2",72,91.799
2.71,18,"D",26.969,71.641,28.34,40,38.057,"L","Class1",69,42.386
69.421,26,"J",43.843,25.278,68.826,3,84.555,"R","Class2",92,91.62
75.93,19,"H",40.961,56.158,46.717,8,84.324,"G","Class2",78,92.435
77.275,37,"J",44.855,37.32,72.739,12,85.662,"M","Class2",81,93.128
75.123,18,"X",42.136,19.532,71.233,6,85.229,"B","Class2",60,92.5
76.166,25,"X",43.691,45.385,35.368,11,84.974,"R","Class2",58,92.17
80.978,21,NA,43.535,36.558,14.763,10,86.528,"G","Class2",51,91.352
77.903,41,"D",43.597,10.395,65.872,9,86.539,"M","Class2",81,91.25
74.099,25,"X",43.07,9.465,30.011,5,84.35,"I","Class2",68,92.055
4.043,15,"D",78.848,51.722,39.185,68,22.25,"F","Class1",40,33.286
4.781,15,"D",13.565,44.744,47.01,20,29.748,"F","Class1",52,31.249
5.194,17,NA,30.703,29.704,31.882,57,34.598,"K","Class1",87,36.477
5.528,15,"Q",23.045,35.743,52.755,22,22.23,"X","Class1",76,31.965
4.464,19,NA,27.214,49.565,42.418,48,30.601,"L","Class1",47,31.943
5.469,16,"Q",74.848,62.656,50.669,43,33.107,"K","Class1",53,36.66
70.576,20,"J",41.28,26.735,36.901,6,84.046,"I","Class2",64,91.343
82.24,34,"H",45.011,35.298,15.168,10,85.847,"B","Class2",73,92.338
5.601,19,"A",53.342,70.43,44.393,59,38.511,"L","Class1",23,31.383
75.875,23,"J",41.8,31.459,16.606,9,86.168,"R","Class2",54,91.115
73.129,20,"D",44.762,45.12,59.004,8,84.311,"R","Class2",69,91.338
72.417,28,"H",42.651,27.313,63.877,11,86.394,"B","Class2",NA,91.82
5.335,19,"D",46.809,48.32,31.331,27,23.282,"M","Class1",56,27.357
7.5,16,"D",19.361,53.163,46.96,14,23.877,"F","Class1",30,37.817
73.953,32,"F",45.036,37.883,21.855,12,85.907,"B","Class2",78,91.216
73.893,17,"H",42.875,32.79,58.647,3,85.768,"R","Class2",55,91.233
74.853,40,"F",42.962,12.317,59.884,4,84.875,"B","Class2",70,90.315
78.995,37,"J",42.049,32.645,56.469,10,84.762,"B","Class2",59,92.632
5.098,15,"O",59.345,46.478,40.967,32,34.495,"F","Class1",52,29.257
71.033,34,"F",44.688,17.285,31.946,9,84.245,"R","Class2",82,93.183
70.678,34,"J",43.378,53.877,77.872,10,85.853,"M","Class2",50,90.58
75.018,37,"J",43.741,16.567,45.735,12,84.266,"G","Class2",54,91.073
69.715,31,"J",44.559,25.262,69.914,10,85.586,"G","Class2",77,90.996
4.321,19,"A",0.446,50.709,36.99,63,21.232,"M","Class1",86,32.212
77.059,26,"J",43.796,43.438,17.781,5,85.896,"I","Class2",75,93.329
4.008,19,"Q",43.849,56.382,48.827,28,36.746,"X","Class1",57,31.283
3.116,15,"D",39.674,35.987,30.412,29,41.542,"X","Class1",NA,29.875
1.921,15,"J",18.683,42.78,31.358,37,25.505,"F","Class1",80,33.813
5.124,18,"J",61.17,38.65,51.311,40,23.616,"M","Class1",71,40.877
3.858,19,"D",44.008,41.324,45.726,65,40.311,"L","Class1",81,43.954
6.975,18,"A",35.103,57.939,55.21,63,41.43,"L","Class1",37,16.939
80.807,26,NA,45.438,54.918,16.202,3,84.698,"R","Class2",68,91.117
76.341,24,"X",44.419,21.437,62.22,4,84.632,"M","Class2",52,91.112
4.688,17,"J",4.489,40.036,49.645,49,36.318,"M","Class1",78,24.891
78.43,41,"F",44.853,16.632,17.161,7,84.884,"I","Class2",90,93.453
4.988,17,"Q",7.661,64.64,50.841,36,21.947,"X","Class1",61,28.719
4.161,19,"Q",39.048,54.866,34.951,68,22.433,"F","Class1",38,34.019
77.96,19,NA,45.924,45.911,70.707,12,85.571,"M","Class2",74,91.282
4.345,17,"O",50.441,56.772,54.257,55,27.285,"K","Class1",32,29.342
73.324,33,"J",44.542,24.361,35.29,3,86.478,"B","Class2",88,92.489
73.922,19,"F",41.44,30.521,18.127,6,84.512,"G","Class2",59,91.615
4.578,17,"J",46.52,36.299,37.372,10,27.644,"M","Class1",52,36.31
75.827,28,"J",44.547,59.105,50.599,4,84.926,"R","Class2",74,91.161
3.672,17,"Q",88.666,56.176,38.307,70,22.589,"M","Class1",37,35.771
6.537,15,NA,10.555,57.315,39.47,8,25.582,"X","Class1",36,28.082
78.039,33,"J",44.233,49.461,57.311,7,86.423,"R","Class2",50,93.131
2.581,18,"J",71.259,51.746,40.16,23,31.177,"L","Class1",75,38.543
3.737,17,"D",19.918,60.302,47.858,42,32.309,"L","Class1",40,31.731
5.65,15,"J",30.497,33.109,53.222,8,34.536,"X","Class1",23,33.4
78.893,42,"H",42.894,26.485,33.559,5,85.663,"I","Class2",72,90.892
4.365,16,"J",17.997,38.153,29.207,74,27.98,"L","Class1",70,24.2
4.598,19,"D",48.992,52.553,38.549,64,34.779,"M","Class1",35,30.755
75.862,18,"H",42.069,19.84,27.02,9,84.949,"I","Class2",88,91.665
5.263,19,"O",6.168,70.836,55.383,64,21.596,"M","Class1",83,28.395
74.234,21,"X",43.78,9.124,41.269,5,86.403,"M","Class2",88,91.166
7.431,18,"Q",22.053,60.86,52.872,25,40.097,"F","Class1",71,39.831
6.86,17,"J",25.389,58.126,47.108,57,31.126,"M","Class1",61,31.786
5.225,17,"J",26.034,56.015,39.436,55,39.744,"K","Class1",54,30.564
3.896,15,"Q",42.545,44.407,55.316,12,30.672,"K","Class1",56,22.749
77.74,39,NA,41.189,31.739,13.488,5,86.718,"G","Class2",87,92.341
72.781,29,"X",44.605,32.315,48.496,6,86.77,"B","Class2",82,91.068
3.763,15,"J",30.02,40.992,52.516,35,26.032,"X","Class1",73,33.902
4.363,18,"A",41.822,50.775,37.697,40,34.116,"K","Class1",69,18.909
79.681,34,"J",44.07,52.024,18.243,11,84.916,"R","Class2",90,90.658
4.699,18,"J",75.117,42.056,48.192,63,40.041,"F","Class1",21,33.888
83.894,23,"X",41.88,39.112,40.136,10,85.855,"I","Class2",81,90.398
78.852,38,"X",40.976,44.109,24.313,9,84.684,"B","Class2",59,90.398
6.428,17,"Q",17.526,65.721,44.806,26,38.175,"F","Class1",49,32.427
3.695,18,"J",31.002,66.52,45.834,48,36.848,"F","Class1",53,22.097
6.243,16,"A",82.115,45.679,40.323,16,39.896,"L","Class1",63,31.897
3.569,19,"J",52.247,37.627,43.112,23,31.039,"F","Class1",51,44.972
2.789,15,"Q",87.253,56.162,54.383,27,38.301,"F","Class1",45,35.341
77.385,19,"D",41.03,13.114,56.733,5,86.718,"M","Class2",80,90.836
74.558,21,"X",44.986,10.556,78.935,5,85.176,"M","Class2",64,91.74
3.797,19,"O",76.373,38.258,55.808,54,34.224,"F","Class1",20,39.415
77.548,21,"D",43.792,44.593,35.311,12,86.301,"R","Class2",72,91.77
5.419,19,"A",68.791,51.742,55.317,9,34.197,"X","Class1",NA,29.619
73.578,21,"X",42.678,11.257,64.069,8,85.876,"R","Class2",53,91.14
74.317,33,"D",43.111,32.367,24.227,10,84.852,"M","Class2",79,89.892
4.653,16,"D",30.369,29.916,44.589,46,34.657,"L","Class1",22,26.653
4.688,17,"A",29.499,66.242,53.47,51,30.289,"X","Class1",48,31.577
4.752,18,"Q",51.217,65.54,55.962,57,36.44,"M","Class1",44,39.053
3.941,19,"J",29.864,59.603,29.843,20,39.075,"F","Class1",22,42.246
2.172,16,"D",17.333,53.962,35.808,24,37.524,"M","Class1",48,33.678
79.645,39,"D",43.17,39.834,21.878,8,86.852,"B","Class2",64,90.425
74.563,42,"F",44.474,17.737,12.32,3,84.152,"I","Class2",50,92.068
73.225,27,"J",43.187,15.186,18.753,10,84.971,"R","Class2",86,90.752
76.279,17,"H",44.91,45.808,65.71,6,85.337,"M","Class2",53,91.166
70.979,28,"J",41.998,31.725,63.836,7,86.718,"B","Class2",84,90.607
4.588,18,"O",80.929,63.983,51.883,47,22.155,"K","Class1",NA,35.458
6.295,19,"D",79.587,36.829,39.637,40,31.601,"F","Class1",84,28.637
77.275,21,"J",43.465,21.742,82.283,8,86.816,"I","Class2",57,92.615
5.588,15,"J",31.852,30.371,49.056,57,26.122,"L","Class1",60,34.65
81.824,26,"H",42.263,20.382,58.569,3,84.673,"I","Class2",92,91.233
76.211,22,"F",41.962,24.647,52.015,10,86.262,"B","Class2",76,93.244
81.226,25,NA,43.199,43.881,63.908,5,84.167,"R","Class2",87,91.882
5.589,17,"Q",59.007,67.57,40.762,42,32.171,"F","Class1",45,32.758
3.099,19,"A",58.639,54.94,36.266,43,31.643,"L","Class1",35,37.001
80.249,32,"F",41.579,47.632,80.85,10,86.199,"R","Class2",63,92.09
3.151,18,"A",63.382,68.121,46.618,68,34.532,"X","Class1",83,36.114
73.324,36,"F",45.205,14.015,52.817,6,84.295,"R","Class2",52,93.163
6.356,19,"D",22.939,49.761,31.358,34,41.003,"X","Class1",44,31.068
73.534,22,NA,43.72,21.751,51.583,8,86.493,"I","Class2",NA,89.96
4.876,18,"A",20.624,35.886,32.954,39,27.743,"F","Class1",64,31.389
5.556,15,"D",62.666,55.781,33.362,12,38.046,"K","Class1",58,29.976
72.308,21,"J",41.199,28.865,74.452,7,86.983,"G","Class2",NA,90.028
4.82,19,"J",38.765,31.017,54.36,43,40.764,"K","Class1",54,31.31
70.528,31,"H",44.144,50.706,79.478,4,86.219,"G","Class2",67,89.562
78.628,42,"F",43.789,34.162,65.74,4,84.487,"B","Class2",82,90.602
1.742,16,"Q",61.058,49.335,31.596,53,22.996,"X","Class1",59,36.771
6,17,"J",68.809,39.705,44.854,11,25.493,"X","Class1",73,27.549
4.884,16,"J",49.51,58.541,29.022,39,40.332,"M","Class1",23,26.772
75.599,30,"F",44.569,42.785,51.523,3,85.279,"B","Class2",58,90.409
75.887,32,"J",42.716,55.993,57.521,12,86.22,"R","Class2",NA,93.446
79.143,31,"J",41.312,30.869,71.074,4,85.1,"R","Class2",88,92.035
3.807,17,"J",75.556,35.853,30.019,46,38.033,"L","Class1",57,33.242
5.954,15,"Q",47.651,46.683,38.901,30,23.217,"X","Class1",72,37.344
80.554,41,"X",43.229,27.958,57.796,6,85.505,"B","Class2",68,91.959
2.213,17,"A",38.517,33.165,34.244,7,25.878,"X","Class1",45,33.78
5.355,15,"Q",73.677,55.386,43.686,24,32.818,"L","Class1",47,37.539
4.142,19,"D",48.277,37.552,36.321,31,23.731,"X","Class1",31,33.056
73.873,31,"D",44.281,31.819,40.282,7,86.685,"B","Class2",82,90.129
75.961,32,"X",42.568,49.886,68.391,3,85.597,"R","Class2",66,93.655
73.506,24,"H",41.882,43.195,60.464,7,85.286,"R","Class2",80,90.729
75.244,18,"F",42.439,46.726,69.849,5,86.371,"I","Class2",80,91.013
6.178,15,"A",93.624,71.964,42.141,30,29.115,"X","Class1",31,32.888
78.209,41,"F",41.86,37.47,28.229,5,85.286,"I","Class2",82,92.338
67.651,39,"X",42.733,31.598,29.22,8,86.826,"I","Class2",61,90.883
73.17,18,"X",41.747,20.465,18,10,84.409,"B","Class2",53,92.714
5.233,19,"Q",36.032,62.193,30.368,39,23.723,"L","Class1",66,31.973
83.599,36,"J",40.402,20.756,16.307,11,85.605,"G","Class2",79,90.504
2.88,19,NA,20.319,67.127,47.447,70,25.958,"L","Class1",26,34.578
1.613,18,"D",55.676,34.636,38.945,58,30.575,"K","Class1",70,31.07
1.186,15,"A",73.922,48.249,40.003,46,29.484,"M","Class1",21,25.58
4.595,19,"A",48.524,58.833,53.455,66,25.192,"L","Class1",24,40.308
70.572,23,"J",39.787,21.284,33.947,10,84.137,"G","Class2",51,91.39
5.583,15,"O",28.973,64.612,44.711,21,28.696,"K","Class1",NA,34.187
5.586,18,"J",51.154,55.96,42.21,39,22.826,"K","Class1",49,29.686
5.692,17,"J",50.662,70.739,39.783,73,33.051,"F","Class1",45,30.174
78.609,21,"D",44.008,8.813,82.673,12,85.11,"R","Class2",NA,90.908
81.424,27,"F",43.153,52.133,15.432,7,84.494,"I","Class2",89,91.85
79.691,19,"F",42.943,33.292,67.003,11,84.737,"B","Class2",NA,91.505
3.64,19,"Q",86.791,56.239,39.444,20,26.278,"K","Class1",72,38.311
78.622,30,"H",44.634,16.379,64.826,11,85.463,"I","Class2",92,92.008
74.393,30,"F",44.919,19.334,70.981,6,86.041,"B","Class2",65,91.969
75.371,25,"H",41.668,17.985,65.245,7,84.639,"I","Class2",72,92.281
68.035,19,"X",40.248,36.277,39.558,3,84.784,"G","Class2",72,88.535
74.578,19,"X",40.834,47.755,66.655,10,86.23,"M","Class2",58,92.616
74.583,37,"D",43.193,28.45,23.724,5,84.079,"M","Class2",69,91.385
68.283,27,"X",44.543,29.571,52.094,10,85.067,"I","Class2",62,93.528
5.192,16,"O",59.679,62.156,48.653,63,21.316,"X","Class1",72,31.011
2.849,19,"D",51.426,71.946,29.463,40,36.06,"K","Class1",48,29.242
6.581,17,"J",53.122,51.385,38.658,26,30.49,"K","Class1",36,43.747
2.621,17,"J",37.994,64.448,32.805,34,24.165,"L","Class1",20,27.885
82.265,19,"X",44.674,38.708,83.971,4,85.712,"R","Class2",73,92.724
73.365,41,"J",40.986,26.635,50.54,8,84.672,"B","Class2",92,91.566
4.523,15,"Q",31.164,42.337,31.19,39,33.732,"K","Class1",23,28.894
3.255,18,"A",41.955,37.179,47.151,69,24.395,"K","Class1",48,34.792
68.981,30,"X",41.407,29.867,61.627,10,85.755,"M","Class2",55,91.75
4.059,15,"Q",58.16,29.711,49.914,10,39.937,"F","Class1",22,31.219
77.033,28,NA,46.278,41.255,51.017,5,86.246,"B","Class2",88,91.003
70.439,37,"X",42.655,49.46,12.14,8,84.317,"I","Class2",65,90.599
73.88,21,"F",45.04,40.991,39.427,12,84.485,"G","Class2",60,92.136
83.19,30,"F",45.139,36.89,72.463,10,86.117,"M","Class2",85,91.945
74.032,23,"H",42.794,45.352,22.678,7,84.651,"R","Class2",NA,92.346
72.952,17,"F",40.336,58.341,84.297,6,85.975,"R","Class2",52,90.625
70.918,19,"J",43.916,35.514,23.285,8,85.098,"B","Class2",80,90.232
3.716,16,"Q",41.117,54.667,28.7,24,35.29,"M","Class1",69,41.491
76.497,21,"H",43.472,36.944,84.59,12,86.023,"B","Class2",63,92.884
4.859,18,"A",73.279,57.398,51.629,52,40.99,"M","Class1",45,36.913
78.269,28,"F",43.758,36.253,83.435,5,85.048,"I","Class2",59,93.994
5.004,17,"O",66.31,53.252,43.114,49,41.826,"M","Class1",77,31.05
71.804,22,"D",42.539,59.875,68.375,8,86.09,"R","Class2",NA,92.938
75.544,19,"J",43.097,22.627,42.064,12,86.368,"G","Class2",50,90.362
1.147,15,"J",39.414,45.543,34.571,68,24.748,"L","Class1",46,32.597
75.126,32,"J",41.957,17.451,70.455,8,86.749,"R","Class2",92,90.152
74.024,19,"J",40.814,11.715,31.344,4,84.051,"I","Class2",89,90.876
3.716,17,"O",77.991,39.41,47.431,34,32.383,"X","Class1",60,26.591
1.484,15,"Q",45.906,49.121,44.099,16,26.627,"F","Class1",47,27.543
1.719,15,"J",74.001,61.574,56.053,32,38.48,"X","Class1",51,34.665
3.828,17,"Q",60.83,60.247,46.253,65,39.922,"X","Class1",51,17.624
5.477,18,"A",56.468,55.609,53.689,14,30.998,"X","Class1",42,31.983
5.578,16,"J",2.685,40.259,48.607,37,36.933,"L","Class1",47,30.602
4.149,19,"Q",53.608,65.281,36.147,64,31.285,"M","Class1",20,31.239
2.996,18,"O",35.884,48.445,44.895,34,31.095,"K","Class1",67,25.541
75.231,36,"F",44.242,42.063,20.442,6,85.2,"I","Class2",58,91.428
4.318,18,"Q",34.435,58.746,40.957,40,40.342,"X","Class1",79,38.045
4.912,15,"A",30.803,31.862,47.445,64,31.443,"L","Class1",70,22.869
75.434,41,"J",44.152,27.181,37.718,6,84.217,"B","Class2",NA,92.007
68.278,39,"H",44.196,44.166,53.591,7,85.716,"G","Class2",58,91.035
78.126,26,"J",45.241,42.461,46.182,11,85.503,"B","Class2",83,92.343
5.872,19,"Q",50.12,45.443,48.308,59,41.71,"F","Class1",40,32.408
2.784,15,"D",60.621,71.627,34.384,47,24.938,"F","Class1",67,22.29
4.068,19,"A",71.174,59.193,32.598,29,38.832,"L","Class1",77,31.265
2.306,16,"O",60.703,69.113,51.812,59,40.963,"M","Class1",74,26.889
74.889,36,"D",43.342,10.261,30.996,6,84.525,"B","Class2",83,92.004
70.012,24,"H",42.064,21.865,41.709,12,85.551,"R","Class2",83,90.98
64.189,37,"D",43.222,12.278,78.355,8,85.706,"M","Class2",78,92.243
80.73,32,"J",42.693,42.036,57.384,9,84.853,"B","Class2",58,91.678
4.17,19,"Q",78.286,58.711,54.356,34,21.895,"L","Class1",64,27.628
3.78,17,"Q",55.809,34.758,31.901,60,41.987,"M","Class1",31,31.879
5.353,16,"A",23.589,33.28,33.022,8,24.862,"L","Class1",NA,27.627
74.292,17,"J",42.819,59.098,59.533,11,86.841,"M","Class2",51,91.55
7.502,19,"A",42.3,63.024,47.706,39,23.914,"K","Class1",29,34.4
1.577,17,"J",56.78,63.675,48.9,53,28.295,"F","Class1",49,39.201
78.261,25,"H",44.88,27.489,45.929,5,84.127,"G","Class2",69,91.143
4.198,15,"Q",78.751,47.038,53.806,22,32.66,"F","Class1",47,32.988
77,19,"F",43.025,12.835,12.745,7,84.506,"R","Class2",85,92.575
1.584,17,"D",48.649,39.079,46.224,32,24.769,"M","Class1",62,28.128
5.031,16,"O",65.707,34.092,35.394,67,28.187,"M","Class1",61,30.288
74.86,24,"D",42.092,40.381,51.014,10,86.883,"G","Class2",NA,90.346
71.444,33,"D",44.055,39.164,68.68,7,86.612,"B","Class2",74,91.684
4.924,18,"O",50.693,48.543,38.809,8,33.454,"K","Class1",27,27.793
67.373,21,"H",43.854,18.461,47.902,3,86.118,"M","Class2",58,91.984
6.944,18,"A",54.038,50.102,36.74,43,38.285,"M","Class1",84,34.494
4.702,18,"A",35.022,30.927,53.193,25,26.227,"X","Class1",62,26.894
71.139,29,"J",43.84,10.991,48.413,6,84.18,"M","Class2",57,91.2
7.042,16,"O",20.754,66.51,43.091,40,38.705,"M","Class1",67,41.199
75.868,41,"D",40.022,31.733,61.299,5,84.004,"R","Class2",69,92.278
4.156,19,"O",55.299,42.139,49.075,31,23.241,"M","Class1",34,38.26
84.969,28,"H",41.456,20.905,70.873,9,85.616,"I","Class2",92,89.711
3.888,18,"D",54.397,63.627,53.994,55,30.747,"F","Class1",62,41.372
80.529,27,"F",41.907,58.059,28.688,10,86.403,"G","Class2",86,91.835
5.154,16,"O",35.217,70.973,54.845,16,39.858,"M","Class1",22,40.716
77.38,23,"D",43.617,30.281,28.664,3,84.133,"R","Class2",77,91.896
2.842,16,"Q",48.383,61.632,31.673,72,27.612,"M","Class1",59,37.785
2.966,16,"Q",76.053,29.606,34.311,33,25.065,"X","Class1",71,35.005
3.269,18,"J",39.012,35.473,50.734,53,37.454,"X","Class1",31,39.917
3.307,17,"O",50.818,33.303,50.621,31,41.362,"F","Class1",29,36.499
5.337,15,"Q",62.2,30.816,51.644,50,38.342,"M","Class1",70,28.742
3.431,16,"A",67.826,55.161,29.277,23,38.676,"L","Class1",76,20.707
4.641,19,"Q",40.496,68.101,41.273,29,22.712,"X","Class1",44,35.216
69.959,24,"X",42.112,37.536,31.555,4,86.572,"I","Class2",84,91.666
77.011,19,"D",42.448,10.977,82.452,3,85.52,"B","Class2",65,92.663
82.181,24,"F",42.999,24.062,12.697,9,86.356,"M","Class2",72,92.124
83.26,30,"J",42.336,46.65,63.851,6,85.336,"G","Class2",76,93.255
74.128,20,"H",43.433,44.432,35.744,8,86.068,"B","Class2",60,92.731
4.074,15,"D",71.143,70.872,42.139,36,40.464,"F","Class1",42,37.616
2.979,15,"J",33.445,70.688,46.197,30,38.988,"F","Class1",70,39.745
2.446,16,"Q",50.552,46.84,52.474,26,27.906,"L","Class1",43,28.601
3.763,19,"Q",59.927,42.523,56.906,65,24.581,"M","Class1",21,36.163
1.255,19,"D",66.374,70.196,51.227,53,34.148,"K","Class1",29,28.95
3.603,17,"J",42.998,33.956,47.634,63,22.557,"K","Class1",30,37.827
3.753,18,"O",21.694,67.824,36.311,44,28.567,"L","Class1",NA,21.49
78.695,28,NA,43.486,45.824,51.689,8,85.926,"G","Class2",81,92.548
4.33,15,"J",52.608,57.537,44.736,18,38.865,"K","Class1",56,32.021
2.462,17,"O",47.539,50.766,34.42,7,31.057,"F","Class1",69,28.583
2.925,18,"A",31.414,31.124,54.979,37,31.911,"F","Class1",33,32.172
3.618,16,"Q",27.568,44.301,30.762,54,26.49,"L","Class1",73,31.295
82.798,31,"F",43.261,49.107,34.235,5,84.164,"G","Class2",72,92.12
2.429,16,"J",87.05,54.934,28.768,21,37.932,"L","Class1",31,37.141
4.877,18,"J",54.853,62.922,54.442,20,41.568,"F","Class1",42,34.278
4.848,18,"D",53.759,44.278,28.511,23,30.824,"M","Class1",66,35.189
3.607,18,"J",65.251,33.776,40.155,13,29.292,"F","Class1",72,26.863
74.872,41,"J",41.925,48.366,27.969,3,84.484,"I","Class2",61,91.722
71.8,42,"X",43.379,26.511,82.914,8,84.208,"M","Class2",80,92.028
74.128,23,"J",38.667,58.065,31.137,7,84.126,"G","Class2",59,89.246
78.458,29,"D",40.786,33.492,30.753,11,84.383,"I","Class2",69,90.941
82.597,27,"J",42.383,41.278,36.169,4,86.995,"R","Class2",69,91.364
5.623,17,"O",80.478,45.075,53.939,70,32.333,"X","Class1",37,28.67
74.266,34,"D",44.889,36.446,38.666,8,84.557,"R","Class2",67,93.274
3.959,15,"O",29.19,44.946,50.505,36,39.34,"L","Class1",53,31.563
2.545,18,"O",64.914,54.36,48.719,38,41.236,"M","Class1",53,34.118
80.718,25,"F",42.338,22.857,31.143,5,85.308,"I","Class2",76,92.667
74.09,20,"D",41.696,37.185,60.409,3,85.662,"B","Class2",61,90.362
72.994,37,"H",41.395,34.462,13.34,10,86.821,"G","Class2",NA,92.905
4.883,15,"A",39.721,38.357,32.417,28,33.298,"K","Class1",35,28.342
2.421,19,"O",55.132,45.084,48.578,9,31.898,"M","Class1",41,38.685
4.267,19,"D",15.211,58.105,42.7,31,31.908,"L","Class1",31,40.526
78.045,22,"X",42.332,41.441,70.467,11,84.641,"I","Class2",85,90.838
72.644,20,"X",43.68,16.456,57.793,4,86.816,"G","Class2",89,91.495
4.984,19,"A",37.451,46.519,55.374,37,34.052,"X","Class1",87,30.417
