"H1","H2","H3","H4","H5","Output7","H6","H7","H8","H9","H10","H11"
30.917,105.946,79.554,53.789,79.105,"Class2",13.787,27,"Z",17,"V",34
36.182,49.113,85.17,58.369,72.062,"Class4",55.582,19,"D",58,"I",25
43.901,65.585,29.461,51.996,18.549,"Class1",61.074,12,"T",38,"P",55
58.609,22.599,90.347,58.162,33.797,"Class3",40.269,49,"Q",43,"U",70
49.517,13.814,83.022,47.289,39.262,"Class4",60.019,19,"V",40,"I",27
55.229,64.687,31.456,29.978,17.821,"Class1",65.988,19,"S",60,"R",76
50.847,23.605,76.314,80.825,32.542,"Class3",13.87,40,"J",46,"O",74
64.789,23.46,39.61,54.822,49.517,"Class3",53.019,29,"K",39,"U",91
20.093,28.777,76.823,57.803,39.869,"Class4",47.664,25,"V",55,"I",23
60.71,24.41,62.834,52.631,44.455,"Class3",28.63,39,"H",43,"O",79
58.432,21.613,23.613,13.101,26.15,"Class3",74.11,16,"R",41,"O",87
42.255,64.612,20.704,76.531,13.601,"Class1",59.162,13,"X",47,"C",39
57.024,33.906,32.803,46.422,21.716,"Class1",65.638,2,"V",47,"O",16
65.332,21.944,61.439,76.658,28.579,"Class3",25.624,50,"K",47,"U",71
20.016,22.927,84.87,67.331,78.955,"Class4",47.629,13,"V",60,"T",26
50.573,61.169,28.42,22.092,21.854,"Class1",65.174,7,"T",32,"F",62
43.573,34.488,19.956,36.382,13.614,"Class1",62.864,2,"I",44,"F",25
29.216,88.9,80.22,47.673,77.61,"Class2",12.59,20,"U",24,"F",22
36.29,61.481,24.884,39.833,13.823,"Class1",56.999,23,"I",53,"C",74
32.752,NA,80.555,51.271,78.643,"Class2",13.805,26,"Z",22,"X",22
34.091,59.715,85.012,59.248,79.961,"Class2",13.485,22,"K",20,"F",27
42.782,12.651,71.22,51.07,52.096,"Class4",30.463,21,"J",27,"S",25
58.024,42.038,84.176,65.455,17.513,"Class4",69.724,26,"G",50,"G",25
33.244,58.565,76.994,44.755,78.275,"Class2",13.627,28,"Z",17,"X",33
34.653,43.25,81.729,46.339,77.945,"Class2",12.22,29,"C",18,"N",21
82.846,27.061,78.229,66.348,19.941,"Class4",14.088,30,"W",47,"T",26
52.162,41.852,81.085,53.747,81.39,"Class4",35.179,12,"J",41,"R",26
53.258,22.875,36.412,75.962,27.803,"Class3",91.056,37,"Q",48,"Q",77
44.06,71.447,24.418,74.209,20.472,"Class1",62.232,6,"V",62,"P",23
58.067,21.798,41.593,111.951,37.088,"Class3",28.027,25,"R",48,"Z",79
40.576,-5.902,83.778,49.915,42.736,"Class4",43.782,18,"W",32,"R",22
31.011,80.851,76.024,58.755,77.286,"Class2",12.095,21,"U",22,"X",22
58.698,67.405,29.831,33.242,23,"Class1",62.451,11,"X",50,"P",77
51.911,21.949,37.9,104.57,44.669,"Class3",32.134,37,"H",43,"Z",68
30.999,46.662,83.904,58.853,78.344,"Class2",12.726,25,"Z",17,"N",29
58.163,75.216,30.085,70.009,23.481,"Class1",61.357,17,"S",56,"O",26
-1.907,25.134,75.368,64.495,73.771,"Class4",39.012,29,"G",55,"T",22
40.164,34.33,71.175,45.987,68.918,"Class4",48.282,22,"V",60,"G",25
73.222,21.729,43.712,43.863,24.977,"Class3",94.832,48,"H",51,"O",67
44.052,21.338,72.41,69.725,29.562,"Class3",11.318,35,"R",40,"O",90
32.626,21.122,71.062,50.273,46.289,"Class4",55.813,14,"W",32,"R",25
34.341,21.992,89.294,43.031,42.886,"Class3",34.973,24,"Q",44,"U",91
54.274,64.971,19.709,54.06,16.384,"Class1",60.573,21,"T",38,"R",47
17.066,35.72,83.761,87.687,18.702,"Class4",45.436,13,"V",30,"R",27
51.378,21.618,84.25,59.074,51.601,"Class4",64.683,14,"G",30,"S",27
30.783,86.259,80.515,53.638,77.209,"Class2",13.958,28,"K",22,"N",27
49.538,21.276,85.118,49.2,45.392,"Class3",39.863,40,"K",50,"O",75
48.098,31.282,76.058,61.697,77.199,"Class4",14.649,12,"J",37,"T",23
30.741,54.732,84.523,56.708,79.412,"Class2",12.348,19,"A",20,"V",29
38.812,71.544,20.197,28.829,16.1,"Class1",56.544,13,"X",53,"R",89
64.907,23.025,52.037,31.987,25.869,"Class3",87.462,21,"K",43,"Q",86
65.305,NA,20.012,-0.462,12.143,"Class1",65,22,"S",65,"O",23
49.999,21.767,63.373,77.983,30.541,"Class3",20.844,18,"R",50,"U",91
69.058,24.116,80.943,72.265,59.829,"Class4",49.515,20,"J",26,"I",27
33.576,82.008,84.2,44.534,79.567,"Class2",13.312,27,"C",19,"N",33
54.827,70.741,24.895,47.997,11.36,"Class1",64.561,21,"X",33,"F",6
84.147,43.539,71.525,58.212,67.468,"Class4",46.079,12,"V",28,"S",24
25.385,25.903,79.054,55.981,54.748,"Class4",23.903,23,"D",35,NA,24
61.365,56.149,30.442,19.939,15.078,"Class1",57.917,4,"S",37,"O",10
60.756,23.134,64.416,63.01,23.077,"Class3",29.861,34,"Q",49,"H",92
56.428,21.754,80.606,41.445,19.339,"Class3",85.48,21,"H",39,"U",74
42.401,29.447,30.729,80.746,21.945,"Class1",63.483,4,"S",71,"C",56
55.561,21.921,36.513,65.546,28.094,"Class3",41.937,45,"J",49,"U",69
31.033,62.639,83.774,61.497,78.141,"Class2",13.411,29,"Z",19,"N",31
29.613,90.066,81.056,51.298,77.433,"Class2",13.753,30,"A",19,"F",28
45.586,52.376,31.104,21.897,18.72,"Class1",66.232,6,"I",77,"F",80
54.507,47.104,30.836,35.65,11.984,"Class1",64.881,3,"X",33,"F",5
55.803,69.869,23.786,33.105,13.731,"Class1",66.635,18,"V",77,"P",58
93.883,36.071,85.433,53.938,35.871,"Class4",35.25,8,"V",30,"G",23
53.126,20.177,84.784,54.961,57.374,"Class4",12.115,28,"G",34,"T",24
35.01,23.692,46.094,89.513,27.535,"Class3",51.886,14,"K",41,"O",83
27.863,71.184,81.231,56.955,77.16,"Class2",12.139,27,"U",18,"K",26
32.085,44.796,82.71,50.461,77.24,"Class2",12.479,28,"K",21,"N",28
44.961,54.577,19.049,59.617,15.164,"Class1",62.48,13,"I",43,"C",70
52.341,64.18,30.167,85.704,21.544,"Class1",57.346,2,"S",64,"R",30
48.555,38.394,84.629,52.28,56.881,"Class4",38.508,29,"D",60,"R",25
30.191,40.467,78.945,58.378,79.235,"Class2",12.391,27,"C",19,"N",25
66.597,22.538,72.055,23.374,44.185,"Class3",30.066,45,"H",39,"O",82
41.46,23.857,68.844,33.413,29.189,"Class3",82.932,30,"H",51,"U",87
28.402,41.607,78.244,52.863,77.769,"Class2",13.872,31,"Z",22,"F",33
38.809,23.526,84.37,43.751,30.139,"Class3",84.882,15,"H",48,"H",74
55.727,61.346,29.015,43.02,14.932,"Class1",68.16,2,"V",49,"C",21
46.411,58.637,22.023,64.963,19.398,"Class1",63.872,10,"T",44,"O",57
43.478,25.013,84.45,23.534,30.817,"Class3",91.411,14,"K",46,"H",88
59.119,36.689,87.86,39.054,18.255,"Class4",48.707,30,"W",55,"S",27
29.438,57.832,82.615,52.568,78.279,"Class2",13.035,28,"K",22,"F",23
58.218,76.413,27.375,1.359,16.147,"Class1",56.567,2,"I",32,"O",62
32.388,79.211,85.123,52.216,77.687,"Class2",12.753,24,"Z",22,"X",19
49.327,44.104,26.944,30.497,15.723,"Class1",60.558,8,"V",34,"O",9
57.147,23.356,33.868,41.996,24.16,"Class3",70.163,33,"H",47,"U",85
65.087,39.396,84.245,70.071,79.673,"Class4",55.904,15,"V",59,"R",22
45.791,41.709,78.985,60.592,34.587,"Class4",46.511,17,"D",38,NA,26
12.313,35.527,79.09,58.879,15.246,"Class4",58.548,27,"W",61,"I",25
43.615,20.715,76.057,53.095,18.06,"Class3",51.925,50,"Q",53,"O",73
37.309,80.34,79.153,47.963,79.47,"Class2",12.966,22,"U",18,"X",20
51.343,23.648,49.932,48.986,37.575,"Class3",60.58,28,"R",42,"Z",84
67.161,22.393,74.097,63.765,22.044,"Class3",91.848,39,"K",52,"Q",90
54.284,30.746,19.289,2.593,23.022,"Class1",68.803,2,"X",51,"R",63
49.416,80.012,23.411,52.223,21.15,"Class1",56.062,13,"T",46,"R",90
31.328,68.948,82.688,42.823,77.481,"Class2",13.406,28,"U",16,"N",22
39.169,46.388,25.642,31.003,23.575,"Class1",66.38,22,"X",49,"C",56
45.676,60.382,21.088,54.139,17.746,"Class1",57.238,24,"V",39,"O",53
30.948,87.103,79.442,52.714,78.753,"Class2",12.076,28,"U",17,"X",24
30.076,51.216,84.96,54.348,78.145,"Class2",12.474,29,"K",16,"K",21
66.49,22.568,40.338,46.96,40.223,"Class3",56.707,41,"K",45,NA,89
41.643,36.495,31.287,83.132,11.654,"Class1",66.321,12,"S",50,"P",74
69.371,21.493,75.016,31.113,76.113,"Class4",41.17,23,"V",44,"T",25
42.821,21.834,85.112,50.934,46.675,"Class3",19.249,43,"Q",43,"U",81
43.287,NA,77.739,67.19,22.383,"Class4",40.038,8,"G",27,"R",26
51.949,8.109,80.444,69.604,18.994,"Class4",25.444,13,"D",59,NA,25
43.834,NA,83.63,52.19,35.172,"Class4",15.078,30,"V",25,"S",25
53.092,42.425,84.517,66.361,22.359,"Class4",18.618,17,"G",60,"G",26
28.994,46.719,89.299,65.725,45.969,"Class4",25.609,26,"D",36,"R",26
41.404,54.656,25.242,46.278,12.749,"Class1",65.152,5,"X",73,"O",36
32.998,29.417,88.861,66.576,26.038,"Class4",45.436,30,"J",25,"S",25
26.377,69.726,82.308,56.95,78.766,"Class2",13.358,25,"C",24,"X",19
32.489,73.208,82.507,40.58,77.382,"Class2",13.148,20,"Z",19,"K",34
44.832,43.033,82.792,62.007,57.766,"Class4",30.547,8,"J",43,"S",26
46.363,32.064,72.699,46.033,62.412,"Class4",58.515,15,"J",27,"R",26
40.298,71.869,26.177,41.961,23.96,"Class1",60.262,14,"V",34,"F",25
39.631,21.382,52.582,79.038,44.186,"Class3",75.539,30,"J",40,NA,80
-1.805,33.672,76.536,62.483,55.188,"Class4",11.758,30,"J",45,"T",22
51.736,NA,40.758,76.988,30.787,"Class3",36.153,40,"Q",45,"Z",77
27.229,71.858,82.172,60.908,78.772,"Class2",13.414,23,"K",17,"K",34
41.605,31.615,89.575,68.54,63.307,"Class4",53.73,27,"G",44,"G",26
44.99,59.042,20.566,45.579,11.387,"Class1",66.67,9,"S",42,"R",25
69.292,64.702,26.746,37.368,19.934,"Class1",65.278,7,"T",72,"O",82
33.232,41.151,80.903,48.646,78.176,"Class2",13.936,26,"A",17,"N",28
29.579,68.825,81.467,46.02,78.499,"Class2",12.588,21,"K",15,"X",30
41.091,NA,56.854,70.289,30.375,"Class3",52.75,33,"H",41,"Z",71
30.853,73.943,76.111,57.151,79.747,"Class2",13.753,20,"Z",22,"K",29
30.833,55.59,81.68,47.57,78.396,"Class2",13.617,31,"U",24,"N",25
56.927,22.979,61.197,69.988,18.105,"Class3",13.84,45,"J",45,"Q",75
6.254,24.374,87.876,42.899,49.513,"Class4",45.653,9,"W",45,"G",24
2.924,40.759,78.797,48.43,27.34,"Class4",44.541,17,"G",61,"G",25
24.482,55.931,83.694,59.498,39.011,"Class4",21.22,17,"J",52,"S",24
45.005,39.839,87.584,67.289,80.871,"Class4",51.696,20,"G",36,"I",27
31.541,51.041,81.577,44.294,77.137,"Class2",13.369,23,"Z",18,"X",19
39.206,100.653,31.664,63.701,11.606,"Class1",62.603,11,"T",64,"O",37
31.276,57.972,76.806,61.22,79.907,"Class2",13.499,19,"C",20,"K",30
28.137,81.305,81.239,40.725,79.227,"Class2",13.737,31,"C",24,"K",19
23.725,86.061,79.881,47.553,78.867,"Class2",13.194,24,"U",16,"V",28
55.841,21.687,32.052,30.783,21.001,"Class3",89.032,17,"Q",53,"Q",88
60.296,20.846,37.037,1.717,26.071,"Class3",30.737,50,"R",44,"U",67
37.728,89.763,28.031,66.583,18.479,"Class1",58.566,3,"I",72,"O",29
29.802,69.874,84.266,43.454,78.122,"Class2",12.602,23,"Z",21,"N",31
52.01,36.877,85.373,57.386,75.174,"Class4",54.802,26,"V",60,"S",25
56.607,24.744,62.863,107.873,48.084,"Class3",65.028,50,"Q",40,"Z",87
47.537,29.649,30.57,52.059,18.221,"Class1",60.126,22,"T",70,"R",49
52.088,63.402,24.367,47.856,15.583,"Class1",60.846,19,"S",43,"F",50
49.917,21.898,29.17,24.275,18.109,"Class1",61.502,0,"I",60,"F",27
33.559,78.743,83.291,45.164,78.021,"Class2",12.632,25,"K",16,"V",21
54.815,22.687,87.567,53.719,25.85,"Class3",68.507,24,"J",46,"H",67
40.707,42.467,74.969,45.34,64.911,"Class4",37.095,17,"W",48,"I",22
54.994,23.356,40.508,48.481,26.557,"Class3",22.163,42,"R",40,"H",86
51.042,22.364,43.818,41.656,34.091,"Class3",39.458,17,"R",44,"Z",75
37.339,16.51,86.686,74.016,23.989,"Class4",18.63,8,"D",54,"T",27
69.627,46.795,77.393,62.93,77.259,"Class4",63.721,11,"J",53,"R",24
51.754,22.961,60.66,46.423,25.878,"Class3",16.396,30,"H",50,"O",87
55.223,83.625,26.674,-0.049,14.77,"Class1",58.695,2,"S",39,"C",22
67.872,22.059,44.218,92.282,35.535,"Class3",30.991,28,"J",44,"Q",69
55.433,25.968,82.536,38.773,64.564,"Class4",23.891,13,"W",30,NA,27
27.08,NA,78.128,50.389,77.387,"Class2",12.848,21,"K",21,"K",25
53.411,55.332,21.108,66.718,15.932,"Class1",64.616,21,"T",62,"R",56
56.752,21.941,83.353,100.155,22.86,"Class3",24.014,23,"K",39,"Q",85
31.699,48.895,85.696,54.885,79.781,"Class2",12.213,21,"K",17,"V",34
55.537,69.099,29.63,77.728,18.826,"Class1",64.604,19,"X",74,"O",8
53.355,23.64,30.861,15.034,22.85,"Class3",65.144,44,"Q",39,"H",79
45.002,54.133,24.818,37.538,15.667,"Class1",56.486,23,"X",48,"O",5
74.981,29.094,81.508,69.459,60.584,"Class4",54.37,11,"J",45,"S",27
48.472,24.276,41.619,59.35,39.17,"Class3",16.469,14,"K",46,"O",86
39.101,45.178,23.216,81.052,15.402,"Class1",62.106,8,"I",49,"P",19
39.343,34.131,19.533,47.471,18.989,"Class1",57.322,22,"V",35,"R",2
53.436,45.635,20.102,35.598,12.977,"Class1",56.719,3,"S",60,"P",83
67.336,22.41,83.926,35.575,30.62,"Class3",38.962,24,"Q",48,"Z",68
67.263,89.567,20.516,49.867,19.609,"Class1",66.048,0,"X",57,"F",56
64.721,22.407,27.371,41.632,31.636,"Class3",51.152,43,"J",50,"O",85
39.342,49.487,21.512,18.308,11.514,"Class1",66.043,11,"V",73,"P",45
30.01,38.147,83.793,33.683,52.453,"Class4",35.839,10,"W",28,"R",22
45.639,43.861,24.659,24.227,23.901,"Class1",65.245,15,"S",33,"P",20
60.362,23.406,46.382,52.275,32.977,"Class3",86.745,39,"J",39,"U",75
55.36,51.853,30.306,78.184,14.22,"Class1",67.68,13,"V",66,"R",71
58.228,58.291,20.404,55.954,12.141,"Class1",59.832,9,"V",33,"R",88
30.159,63.369,84.323,50.028,77.307,"Class2",12.079,31,"A",21,"N",28
58.383,76.556,32.653,74.65,16.575,"Class1",59.248,2,"V",75,"F",87
54.339,24.321,57.844,34.519,23.177,"Class3",92.799,44,"J",42,"U",91
29.656,72.995,78.227,43.488,79.215,"Class2",13.78,29,"Z",15,NA,27
45.409,37.012,31.657,40.339,17.026,"Class1",64.306,11,"S",64,NA,90
58.358,21.402,80.592,32.742,24.849,"Class3",28.303,49,"H",47,NA,77
32.675,40.334,77.073,54.323,77.454,"Class2",13.308,25,"Z",19,"K",33
53.609,57.301,23.099,45.372,16.096,"Class1",64.398,24,"V",54,"F",83
48.029,23.601,44.029,69.298,19.571,"Class3",47.53,37,"Q",51,"H",77
33.06,41.173,77.262,57.169,77.419,"Class2",12.289,27,"K",20,"N",31
37.269,63.225,76.156,60.389,78.448,"Class2",13.759,28,"Z",22,"N",32
45.378,23.504,68.191,63.379,40.473,"Class3",44.751,29,"J",45,"Z",80
35.421,15.472,74.046,63.834,69.448,"Class4",55.712,18,"W",61,"R",27
33.07,51.653,78.214,64.973,77.48,"Class2",12.293,20,"A",18,"N",20
33.136,24.929,87.664,50.873,40.222,"Class4",54.278,30,"J",59,"S",25
59.038,35.638,87.355,66.381,61.655,"Class4",56.411,30,"W",32,"R",26
30.809,52.692,80.502,32.211,78.379,"Class2",12.037,31,"U",16,"F",20
33.852,89.536,78.336,61.337,77.518,"Class2",12.586,24,"U",24,"V",30
40.972,36.979,73.762,77.173,76.495,"Class4",42.198,25,"W",57,"S",24
43.258,47.458,71.222,61.047,29.503,"Class4",22.769,29,"W",46,"T",23
55.684,22.124,57.94,54.887,29.163,"Class3",9.915,30,"K",47,"U",69
28.694,55.807,84.747,52.926,77.661,"Class2",12.8,23,"A",22,"F",20
47.893,22.928,56.901,35.432,50.544,"Class3",54.56,34,"Q",41,"U",74
30.66,55.165,85.098,52.372,79.196,"Class2",13.118,28,"Z",16,"V",19
22.752,37.026,71.918,50.086,72.871,"Class4",40.731,23,"V",48,"G",22
40.878,21.594,46.769,80.675,23.008,"Class3",48.782,32,"H",41,"Q",72
72.763,23.034,60.768,19.626,42.649,"Class3",31.898,20,"H",48,"U",82
30.084,79.406,76.74,46.355,78.191,"Class2",12.74,25,"A",23,"N",32
59.852,21.091,87.324,47.29,46.494,"Class3",87.756,47,"K",39,"O",82
46.973,58.795,19.992,75.558,22.357,"Class1",56.001,3,"V",32,"O",12
32.267,20.876,22.287,41.295,22.765,"Class1",65.441,6,"V",65,"C",4
48.181,76.817,25.155,60.183,22.804,"Class1",57.88,20,"X",42,"P",76
30.325,NA,79.663,45.538,78.816,"Class2",12.643,20,"A",19,"V",33
61.04,22.444,71.869,62.422,22.449,"Class3",73.455,41,"J",41,"H",93
43.842,22.056,81.994,42.299,34.087,"Class3",8.07,43,"K",45,"O",80
32.284,37.158,79.901,53.861,77.92,"Class2",12.725,19,"Z",19,"N",22
35.726,84.125,27.221,81.782,21.32,"Class1",63.475,13,"S",56,"C",41
51.535,NA,30.002,66.555,17.868,"Class1",58.948,22,"V",38,"O",77
28.165,58.627,80.735,54.61,77.606,"Class2",13.724,19,"K",17,"X",33
55.17,23.308,66.905,88.168,43.771,"Class3",49.859,26,"R",42,"H",76
36.381,38.222,76.628,61.807,54.145,"Class4",25.884,14,"D",58,"G",26
28.935,49.337,77.08,67.628,77.428,"Class2",13.545,20,"Z",24,"F",32
31.639,42.227,82.462,52.688,79.027,"Class2",13.48,21,"Z",22,"K",20
42.256,63.233,29.368,59.769,17.977,"Class1",62.31,12,"X",57,"F",86
30.887,67.671,81.179,59.16,77.207,"Class2",12.989,29,"C",23,"V",21
32.222,73.783,84.311,49.886,79.542,"Class2",12.668,24,"Z",19,"F",32
29.489,42.958,78.001,69.794,77.814,"Class2",13.098,29,"C",22,"V",20
52.316,75.859,28.161,1.988,21.845,"Class1",60.862,8,"V",35,"P",47
34.279,79.765,82.335,35.156,77.029,"Class2",12.168,23,"A",16,"F",19
53.755,43.618,30.241,9.647,13.873,"Class1",65.403,13,"I",32,"P",67
49.429,69.72,25.305,57.013,18.667,"Class1",60.952,21,"X",39,"O",89
54.576,21.854,61.206,20.492,45.971,"Class3",80.829,35,"J",51,"U",72
44.763,29.024,79.703,63.721,36.639,"Class4",24.282,30,"J",42,"I",26
45.503,36.698,20.034,30.341,13.859,"Class1",60.866,12,"X",48,"P",45
30.949,81.011,76.913,52.155,77.273,"Class2",12.272,19,"C",16,"X",27
61.021,22.704,44.32,11.572,46.843,"Class3",55.689,39,"R",43,"Q",69
59.87,50.041,24.991,34.607,12.489,"Class1",61.534,8,"X",74,"R",46
42.887,23.568,40.697,93.403,25.773,"Class3",44.621,25,"Q",49,"Z",80
69.995,24.072,65.276,64.618,47.233,"Class3",6.874,16,"R",40,"Z",89
29.873,25.307,76.674,55.898,81.971,"Class4",16.88,28,"W",32,"S",26
45.457,64.927,24.257,64.56,16.671,"Class1",63.493,14,"V",67,"R",66
49.159,23.778,80.55,62.136,75.86,"Class4",13.249,20,"W",43,"I",27
31.643,22.345,43.779,81.037,25.954,"Class3",90.163,26,"R",45,"Q",77
84.613,27.053,89.987,52.212,77.088,"Class4",29.374,12,"W",40,"S",24
26.911,86.245,83.818,50.208,77.872,"Class2",13.235,29,"Z",19,"K",24
35.099,55.274,79.263,43.592,78.206,"Class2",12.002,24,"A",19,"K",20
65.393,20.988,24.168,62.67,44.023,"Class3",84.16,28,"R",40,"O",82
65.702,24.272,90.354,80.561,29.155,"Class3",64.52,23,"J",41,"Z",67
34.887,69.097,85.467,57.872,78.012,"Class2",13.786,22,"K",16,"N",31
52.211,55.718,21.04,60.616,12.098,"Class1",59.191,1,"V",45,"F",75
36.62,60.485,81.801,69.149,77.487,"Class2",12.624,28,"C",17,"K",27
73.697,27.07,83.566,57.142,18.294,"Class4",40.121,30,"V",30,"S",26
29.648,57.92,81.386,57.951,78.529,"Class2",12.759,26,"Z",15,"F",19
33.017,75.136,84.034,59.226,78.616,"Class2",13.98,26,"K",23,"N",33
27.815,37.685,89.512,70.043,78.944,"Class4",70.102,27,"D",26,"S",24
35.062,70.889,82.101,55.621,79.091,"Class2",13.498,24,"A",22,NA,23
41.975,19.498,24.495,55.786,22.773,"Class1",59.178,19,"S",59,"O",73
32.246,62.145,84.453,35.674,78.307,"Class2",12.977,30,"Z",22,"K",34
44.296,39.296,30.064,92.541,20.607,"Class1",60.564,15,"V",44,"O",88
26.524,57.667,78.687,56.677,79.423,"Class2",12.531,23,"A",18,"F",20
-5.93,21.505,77.726,57.789,38.196,"Class4",39.777,25,"G",35,"R",24
62.779,21.828,63.57,72.332,26.665,"Class3",70.926,47,"Q",42,"U",70
60.868,20.747,52.897,52.577,43.883,"Class3",39.53,26,"Q",48,"Q",83
65.466,23.935,85.585,26.978,17.696,"Class3",75.632,38,"K",46,"O",85
33.2,38.812,79.404,55.872,78.319,"Class2",13.45,23,"Z",20,"X",19
26.833,41.25,76.902,37.255,78.112,"Class2",13.664,21,"U",24,"V",27
27.843,29.609,82.339,54.943,77.8,"Class2",12.637,21,"K",23,"K",30
51.461,22.238,34.873,86.469,26.792,"Class3",58.327,41,"H",40,"O",83
85.704,37.192,84.08,63.641,20.897,"Class4",33.976,9,"J",41,"I",22
46.442,89.459,23.076,82.478,14.254,"Class1",68.309,14,"X",70,"C",23
50.363,18.664,62.345,73.864,23.269,"Class3",88.596,45,"K",41,"H",75
45.037,25.324,20.478,61.483,22.898,"Class1",65.898,3,"X",60,"O",5
31.052,70.506,79.993,61.055,77.156,"Class2",12.451,19,"U",19,"F",19
59.901,60.975,24.752,47.925,22.446,"Class1",59.271,16,"T",34,"P",27
33.123,28.424,77.656,57.68,33.982,"Class4",34.633,15,"G",32,"I",27
53.436,98.204,22.191,66.462,15.668,"Class1",58.146,18,"V",72,"O",62
53.12,31.303,32.198,80.833,21.21,"Class1",63.715,3,"S",66,"F",27
63.147,81.173,27.568,17.885,14.389,"Class1",64.778,4,"V",48,"F",27
28.671,22.8,75.353,64.219,19.055,"Class4",70.99,30,"V",55,"R",27
53.561,NA,32.115,23.593,13.415,"Class1",64.746,12,"S",53,"C",91
62.883,21.514,23.22,44.629,22.247,"Class3",45.566,42,"K",48,"H",86
50.089,22.688,43.818,29.615,41.777,"Class3",39.82,42,"K",41,"Z",86
58.484,22.689,44.644,29.192,39.945,"Class3",91.165,48,"H",49,"H",68
50.534,63.545,31.912,35.745,11.445,"Class1",64.563,19,"I",33,"C",33
46.664,50.498,28.106,78.211,21.2,"Class1",60.177,7,"I",54,"F",28
75.637,24.692,86.93,93.557,23.139,"Class3",89.003,36,"K",47,"Q",71
48.446,72.684,26.909,32.746,17.556,"Class1",57.493,12,"T",61,"C",44
47.784,22.635,52.486,27.944,19.749,"Class3",63.411,40,"H",42,"O",69
29.424,83.394,82.153,47.653,77.51,"Class2",13.341,21,"Z",22,"N",31
81.754,35.791,77.663,54.686,55.099,"Class4",37.476,16,"J",30,"T",23
37.27,27.192,71.816,35.982,39.022,"Class4",64.758,17,"D",28,"G",22
31.042,77.154,78.672,55.367,77.116,"Class2",13.97,25,"K",20,"F",21
30.82,28.718,85.181,64.582,66.565,"Class4",60.455,15,"W",51,"R",26
29.056,52.604,79.684,63.29,79.449,"Class2",13.996,19,"U",19,"N",30
64.049,NA,37.769,54.417,31.573,"Class3",94.09,23,"K",42,"O",77
41.226,22.238,39.308,39.369,34.592,"Class3",13.658,36,"J",52,"Z",77
43.911,25.509,89.972,56.158,48.062,"Class4",25.438,12,"J",39,"T",22
64.946,23.632,59.99,74.514,18.441,"Class3",54.513,19,"Q",48,"U",86
31.877,53.146,82.749,46.941,79.122,"Class2",13.129,29,"U",23,"X",30
50.71,22.486,44.859,59.701,33.081,"Class3",51.752,25,"H",50,"Z",81
40.876,21.748,66.156,30.613,49.805,"Class3",84.443,35,"K",45,"O",74
73.902,77.684,23.8,45.908,23.545,"Class1",64.495,23,"S",73,"F",23
32.993,61.37,79.06,58.885,79.818,"Class2",13.02,30,"K",15,"N",29
37.102,21.835,79.731,35.13,33.126,"Class3",42.918,23,"K",46,"Z",75
66.978,27.713,84.981,59.937,77.771,"Class4",32.107,14,"D",60,"R",23
86.211,48.605,81.711,76.456,63.037,"Class4",37.302,30,"V",55,"I",25
45.853,33.718,22.215,44.39,16.673,"Class1",57.017,23,"I",67,"F",7
11.38,32.316,85.186,45.27,34.182,"Class4",66.213,10,"G",28,"S",27
46.634,102.732,26.956,53.196,12.465,"Class1",66.574,11,"T",45,"C",63
30.268,57.337,85.501,55.061,77.78,"Class2",13.507,24,"K",21,"X",29
74.926,48.33,86.739,55.279,69.779,"Class4",63.653,24,"J",26,"I",27
40.03,32.237,86.663,54.667,47.706,"Class4",21.633,17,"W",56,"T",23
22.816,44.332,86.631,59.388,66.743,"Class4",29.044,21,"W",30,"S",25
62.954,22.148,88.354,57.795,32.213,"Class3",91.534,32,"Q",51,"H",91
29.232,55.044,78.152,45.515,77.07,"Class2",13.531,25,"K",15,"K",28
44.737,NA,22.814,48.584,17.683,"Class1",63.331,17,"V",42,"R",71
41.844,NA,29.242,92.417,21.85,"Class1",67.17,6,"V",37,"O",86
31.586,57.332,78.363,46.682,77.124,"Class2",13.64,30,"K",20,"F",26
54.262,21.673,35.249,73.415,35.879,"Class3",86.861,49,"K",50,"Q",88
30.404,80.976,77.726,47.873,78.084,"Class2",13.859,21,"Z",24,"K",31
