"C1","C2","C3","C4","C5","C6","C7","C8","Output2","C9","C10","C11"
5,"D",35.122,81.774,82,"L",18.601,64,"Class1",48.33,79.287,33.559
7,"D",35.346,82.167,91,"H",15.037,47,"Class1",56.01,80.905,NA
73,"Y",42.802,72.959,63,"H",80.101,33,"Class2",55.657,45.393,93.908
19,"Y",43.337,78.003,71,"I",81.148,47,"Class2",56.228,45.083,95.623
28,NA,71.318,85.72,60,"L",80.704,20,"Class2",55.468,45.998,91.892
5,"Q",24.368,77.067,78,"H",21.473,77,"Class1",57.053,84.905,NA
42,"U",47.543,54.865,41,"U",39.689,12,"Class3",94.716,68.737,84.365
9,"D",52.728,78.508,78,"Y",12.572,51,"Class1",58.238,79.11,62.851
62,"X",53.03,3.053,96,"L",45.688,57,"Class4",58.269,64.419,23.832
9,"D",36.981,77.757,91,"Y",25.429,71,"Class1",54.522,78.547,36.797
26,"Y",60.175,70.691,78,"H",79.791,46,"Class2",54.077,45.299,94.623
49,"B",52.198,57.073,27,"R",93.384,41,"Class3",79.585,66.833,84.651
43,"Z",16.46,64.023,31,"A",32.52,24,"Class3",87.632,55.616,84.712
43,"Z",43.24,70.138,41,"R",51.08,61,"Class3",94.171,39.214,84.977
54,"C",24.289,61.78,28,"R",53.566,14,"Class3",85.116,75.772,84.245
33,"V",56.79,4.043,96,"R",54.879,39,"Class4",69.435,55.442,48.194
45,"Z",67.347,66.694,30,"A",-2.037,33,"Class3",76.683,56.249,84.787
34,"P",65.781,4.214,92,"L",51.783,41,"Class4",64.371,77.634,31.474
52,"B",68.519,73.65,43,"R",37.481,38,"Class3",83.325,36.887,84.605
50,NA,39.139,50.526,75,"L",79.656,32,"Class2",56.431,45.396,90.34
48,"B",46.084,63.777,38,"R",100.48,9,"Class3",90.65,52.807,84.094
57,"Z",15.47,60.519,37,"U",0.88,73,"Class3",96.139,26.603,84.276
6,"X",46.521,76.741,78,"B",14.938,49,"Class1",57.761,81.683,67.163
44,"B",40.411,57.718,40,"R",15.391,81,"Class3",89.333,41.965,84.397
10,"D",49.139,82.792,88,"Y",23.472,48,"Class1",58.297,84.468,47.247
35,"Y",78.431,3.565,96,"N",61.871,53,"Class4",71.247,58.41,21.169
59,"G",15.864,4.458,95,"M",55.09,47,"Class4",58.96,64.744,19.697
61,"L",55.501,63.932,66,"O",79.852,26,"Class2",54.692,45.625,NA
9,"X",51.763,83.938,86,"I",15.861,52,"Class1",49.756,80.009,61.117
54,"C",35.774,64.046,37,"U",2.193,54,"Class3",76.226,26.701,84.531
6,"D",29.555,76.985,77,"L",11.693,49,"Class1",60.268,80.297,49.614
8,"Q",59.523,86.196,76,"I",13.577,53,"Class1",49.38,77.208,61.325
24,"X",34.004,3.218,96,"L",44.781,63,"Class4",62.27,71.027,27.583
10,"A",53.429,87.36,91,"H",14.859,66,"Class1",54.246,83.207,57.477
10,"X",48.728,73.212,82,"H",17.027,57,"Class1",60.148,78.226,53.697
7,"A",35.232,86.036,91,"B",17.57,58,"Class1",44.39,76.292,50.866
21,"L",71.824,74.363,88,"H",80.209,43,"Class2",54.7,45.985,95.449
49,"F",26.263,67.1,31,"R",10.869,27,"Class3",91.108,55.528,84.717
32,"P",29.4,3.52,94,"L",56.811,44,"Class4",63.233,48.832,28.683
6,"D",52.449,83.176,89,"L",20.001,74,"Class1",52.777,80.309,54.146
53,"H",65.37,74.199,68,"H",79.244,23,"Class2",54.209,45.614,91.242
8,"D",42.199,77.742,93,"Y",7.034,70,"Class1",46.941,85.736,39.593
45,"L",42.272,78.127,74,"W",79.595,41,"Class2",56.959,45.738,91.086
39,"X",43.309,4.245,96,"L",48.638,37,"Class4",47.285,42.212,45.059
6,"H",42.285,88.73,78,"I",19.033,52,"Class1",59.516,82.475,60.387
58,"P",66.549,4.476,95,"M",53.01,56,"Class4",66.299,72.799,22.883
37,"M",56.468,80.677,88,"L",79.954,27,"Class2",54.874,45.209,90.384
32,"M",50.359,65.401,84,"L",78.931,42,"Class2",56.038,45.711,90.259
51,"Y",43.796,3.858,93,"M",41.142,46,"Class4",74.023,34.811,45.823
29,"G",61.022,4.709,96,"M",38.863,58,"Class4",75.064,72.899,21.961
58,"V",26.72,3.566,95,"N",52.511,48,"Class4",53.762,44.832,43.445
71,"U",53.189,73.725,70,"H",80.424,46,"Class2",56.978,45.857,92.395
77,"H",52.823,77.132,64,"H",80.896,35,"Class2",55.653,45.049,94.311
57,"U",19.654,67.47,35,"U",23.52,77,"Class3",84.215,71.794,84.277
9,"H",34.785,84.723,79,"H",18.853,78,"Class1",57.388,84.244,NA
74,"M",46.25,59.973,73,"W",79.035,37,"Class2",54.377,45.808,95.211
48,"B",11.609,74.952,38,"A",42.809,30,"Class3",86.1,57.93,84.635
49,"Z",16.609,68.652,29,"C",50.407,47,"Class3",82.694,60.591,84.69
50,"Z",29.971,60.478,34,"I",39.238,41,"Class3",83.505,60.205,84.146
55,"H",45.328,64.791,97,"O",80.315,30,"Class2",55.083,45.684,94.37
5,"H",38.459,72.693,79,"Y",5.227,47,"Class1",54.854,87.047,66.652
5,"D",53.412,82.213,86,"I",14.475,76,"Class1",38.779,82.13,45.802
39,"P",59.386,4.149,94,"K",56.037,51,"Class4",76.035,36.457,39.382
43,"C",6.859,61.64,32,"C",82.195,55,"Class3",87.474,53.508,84.683
5,"A",65.381,90.061,80,"I",18.337,70,"Class1",56.555,77.335,NA
43,"C",40.469,65.491,30,"C",41.635,21,"Class3",86.778,51.953,84.174
8,"D",46.579,73.808,81,"L",20.986,66,"Class1",61.986,86.38,48.792
61,"Y",52.939,2.836,94,"M",57.865,55,"Class4",68.145,47.114,38.897
46,"F",44.849,64.027,42,"R",36.909,19,"Class3",84.934,51.993,84.664
38,"M",96.063,70.84,67,"L",79.815,42,"Class2",56.809,45.935,91.316
45,"H",67.623,67.782,95,"I",79.92,39,"Class2",55.638,45.537,93.971
69,"H",57.647,77.567,54,"W",80.662,24,"Class2",55.261,45.739,93.949
71,"Y",69.173,63.442,78,"O",79.62,20,"Class2",55.72,45.769,90.12
51,"Y",37.261,3.683,96,"L",52.396,39,"Class4",53.535,59.45,46.469
53,"F",47.375,78.966,35,"R",56.399,25,"Class3",77.23,65.782,84.234
33,"X",16.404,3.776,93,"L",43.771,63,"Class4",59.9,51.817,46.142
6,NA,61.028,81.419,77,"B",15.122,77,"Class1",53.294,82.883,68.869
44,"Z",34.875,74.45,27,"R",22.464,82,"Class3",84.445,50.442,84.38
48,"Z",50.692,63.864,28,"C",44.237,74,"Class3",85.449,27.831,84.975
53,"F",46.593,67.675,37,"U",42.457,72,"Class3",86.865,31.974,84.642
9,"D",50.273,81.525,84,"B",20.847,58,"Class1",39.272,83.733,72.224
52,"F",21.708,67.75,39,"A",43.334,46,"Class3",94.019,42.863,84.729
49,"Y",48.08,63.478,72,"L",79.671,49,"Class2",55.657,45.885,91.051
44,"B",48.524,77.014,34,"U",44.057,50,"Class3",89.59,32.887,84.684
76,"U",47.318,80.202,72,"W",80.936,40,"Class2",54.695,45.274,93.5
53,"Z",12.282,67.629,27,"A",27.317,25,"Class3",86.804,28.906,84.444
57,"V",59.526,4.045,96,"K",58.224,44,"Class4",50.994,74.53,38.309
42,"B",28.659,54.832,39,"U",35.212,24,"Class3",95.286,65.977,84.911
46,"Z",49.337,56.249,41,"I",66.788,56,"Class3",87.011,75.034,84.234
7,"X",32.358,79.078,89,"Y",21.55,70,"Class1",60.322,86.709,NA
5,"H",44.335,79.094,82,"H",18.591,44,"Class1",50.007,76.679,54.294
44,"F",41.72,69.644,35,"I",25.508,22,"Class3",87.527,30.094,84.625
27,NA,13.077,77.88,67,"O",81.032,23,"Class2",55.403,45.603,92.781
17,"U",46.903,64.771,97,"O",79.537,28,"Class2",56.873,45.638,91.297
56,"Z",47.443,54.53,44,"C",-10.184,28,"Class3",79.903,29.679,84.979
70,"M",27.584,58.847,88,"I",80.659,47,"Class2",56.089,45.197,90.193
9,"H",30.821,82.403,76,"B",18.165,61,"Class1",40.942,81.918,50.663
59,"L",63.029,81.577,88,"L",79.489,26,"Class2",55.101,45.496,94.117
22,"H",70.428,67.727,82,"W",80.679,47,"Class2",54.435,45.129,91.383
75,"L",67.945,73.903,95,"I",80.564,29,"Class2",56.248,45.447,95.385
5,"H",56.514,77.835,88,"Y",8.888,73,"Class1",58.577,83.561,63.528
55,"U",20.143,63.044,30,"I",31.497,90,"Class3",84.487,31.919,84.338
28,"X",72.854,4.492,91,"N",58.246,40,"Class4",57.629,64.47,40.706
9,"X",47.983,84.206,88,"H",13.005,66,"Class1",59.521,76.038,33.091
47,"C",53.332,67.865,30,"A",15.89,57,"Class3",82.61,71.373,84.193
57,"Y",46.631,3.575,96,"R",53.497,37,"Class4",48.077,55.832,41.783
50,"P",63.342,4.383,93,"L",48.313,60,"Class4",53.687,36.119,30.581
8,"A",52.481,79.625,79,"L",12.996,74,"Class1",50.991,85.468,33.07
51,"P",46.11,4.97,93,"N",63.835,40,"Class4",59.341,49.66,39.465
53,"Z",52.932,62.79,33,"C",29.978,77,"Class3",90.657,34.659,84.994
7,"D",18.67,87.558,92,"Y",12.201,54,"Class1",38.534,78.807,64.055
55,"F",60.952,66.613,43,"U",55.846,74,"Class3",91.443,59.559,84.807
44,"B",37.035,54.511,39,"A",6.214,89,"Class3",78.452,30.377,84.354
53,"P",39.731,3.743,93,"R",55.841,54,"Class4",76.47,58.463,49.814
61,"V",15.199,4.269,92,"L",50.109,50,"Class4",46.921,64.94,45.072
55,"B",52.217,64.768,30,"U",38.615,9,"Class3",92.68,36.675,84.336
60,"G",70.095,3.752,95,"K",48.948,51,"Class4",76.68,41.754,46.142
45,"Y",66.272,5.067,92,"L",47.028,64,"Class4",46.977,53.514,44.614
55,"B",24.837,61.549,39,"C",44.713,15,"Class3",80.523,28.183,84.789
33,"X",68.757,4.355,92,"M",42.045,53,"Class4",69.139,37.578,46.933
22,"U",55.884,70.383,61,"I",79.566,22,"Class2",55.08,45.068,90.142
52,"C",23.767,66.826,33,"I",29.965,15,"Class3",91.812,72.421,84.922
43,"P",38.345,3.361,91,"N",45.477,51,"Class4",70.583,45.383,47.841
44,"B",45.975,72.002,34,"I",-3.63,80,"Class3",92.165,40.6,84.092
49,"V",12.222,2.507,91,"K",58.578,65,"Class4",73.082,70.905,18.904
49,"C",12.854,61.64,32,"C",51.742,58,"Class3",80.318,54.757,84.574
10,"H",19.302,91.72,83,"I",14.062,74,"Class1",52.704,80.099,46.65
38,"H",54.056,66.156,58,"H",80.228,31,"Class2",54.204,45.371,90.201
37,NA,65.405,4.548,93,"K",48.955,63,"Class4",65.527,77.617,18.068
50,"C",35.851,69.515,28,"R",49.607,30,"Class3",86.924,51.012,84.902
47,"H",55.849,56.447,73,"W",80.235,49,"Class2",54.162,45.611,95.292
26,"X",47.695,4.417,94,"L",58.234,63,"Class4",54.158,34.933,41.959
62,"P",53.869,3.35,92,"M",51.48,47,"Class4",74.5,54.827,18.333
39,"H",49.549,70.191,67,"L",79.423,28,"Class2",56.07,45.416,90.022
79,"H",71.34,62.444,75,"W",79.858,26,"Class2",54.632,45.62,93.503
25,"Y",64.532,3.746,91,"R",56.311,49,"Class4",73.159,48.4,49.113
47,"Z",43.22,63.046,30,"R",37.629,30,"Class3",78.999,43.431,84.662
5,"H",43.239,79.812,93,"I",15.32,77,"Class1",45.587,81.958,70.846
35,"Y",48.039,64.329,69,"O",80.517,32,"Class2",54.637,45.529,93.555
52,"B",16.703,58.655,28,"C",52.376,25,"Class3",76.472,42.39,84.601
42,NA,37.69,61.42,40,"C",49.644,48,"Class3",79.077,54.343,84.759
49,"Y",64.659,61.287,92,"H",79.655,30,"Class2",56.543,45.607,94.626
5,"X",45.67,74.434,86,"B",6.709,47,"Class1",44.523,77.485,70.704
47,"X",31.404,2.506,92,"R",61.055,37,"Class4",71.758,58.341,45.544
39,NA,35.69,3.716,94,"M",47.009,38,"Class4",57.855,48.44,25.598
40,NA,53.774,61.924,67,"L",79.938,30,"Class2",55.056,45.497,92.466
9,"A",44.816,81.753,86,"Y",17.998,45,"Class1",39.94,82.568,64.695
50,"U",14.384,70.967,41,"A",58.192,59,"Class3",79.617,63.915,84.957
27,"V",26.943,3.556,95,"K",77.738,47,"Class4",69.839,73.178,48.334
39,"Y",24.853,5.284,96,"L",47.432,51,"Class4",60.519,37.442,23.103
6,"X",52.857,77.843,82,"L",20.036,51,"Class1",41.012,80.872,45.842
50,"Z",76.308,40.735,36,"R",22.769,65,"Class3",92.012,69.21,84.759
17,"H",67.434,96.225,92,"I",80.076,37,"Class2",54.489,45.181,92.875
66,"H",58.015,74.935,59,"I",79.934,43,"Class2",54.482,45.931,90.381
48,"G",33.509,3.213,96,"N",49.608,43,"Class4",51.992,69.397,46.273
55,"X",67.814,5.292,94,"R",54.737,50,"Class4",43.099,48.127,27.485
9,"Q",31.072,80.393,77,"H",17.628,76,"Class1",48.807,85.642,64.531
56,"Z",29.189,59.822,35,"U",22.21,23,"Class3",95.329,50.948,NA
62,"Y",48.456,3.576,94,"M",48.111,43,"Class4",45.346,78.884,33.978
24,"L",85.67,71.383,93,"O",79.783,31,"Class2",55.097,45.661,91.964
9,"D",42.207,83.749,89,"I",19.078,74,"Class1",56.18,87.771,49.736
35,"H",91.413,63.56,62,"I",79.911,39,"Class2",56.142,45.516,91.061
44,"H",41.525,59.16,81,"O",80.541,44,"Class2",55.294,45.92,90.068
47,"Z",72.866,65.603,31,"I",65.848,42,"Class3",85.94,39.381,84.206
56,"V",46.078,5.564,93,"R",43.888,57,"Class4",54.461,72.378,41.775
55,"U",40.393,63.097,31,"R",45.542,72,"Class3",88.229,50.494,84.595
61,"P",26.873,3.854,94,"R",58.929,57,"Class4",74.428,50.019,23.18
57,"B",50.098,61.733,43,"R",47.849,71,"Class3",85.297,56.065,84.106
47,"F",23.349,75.291,34,"U",55.177,64,"Class3",78.821,25.675,84.841
54,"Z",22.388,58.185,38,"A",26.41,10,"Class3",92.21,48.815,84.048
45,"F",45.618,69.22,36,"U",22.71,85,"Class3",86.325,74.069,84.275
9,"Q",52.078,78.55,79,"L",9.913,55,"Class1",63.241,76.201,51.039
79,"Y",49.135,81.659,67,"L",80.3,45,"Class2",54.787,45.938,93.174
42,"F",13.093,65.444,29,"U",50.205,23,"Class3",83.797,32.359,84.668
6,"Q",39.162,80.031,89,"H",7.313,61,"Class1",48.509,82.436,57.582
48,"G",56.36,3.888,94,"M",57.704,50,"Class4",72.051,44.735,44.973
7,"X",47.782,88.945,85,"I",13.475,48,"Class1",50.171,77.612,65.164
51,"F",27.464,60.346,28,"I",59.678,65,"Class3",95.671,38.182,84.63
17,"L",40.248,76.859,96,"O",79.857,40,"Class2",55.197,45.214,95.528
42,"U",19.376,80.98,78,"H",80.703,44,"Class2",54.268,45.332,93.723
70,"M",78.946,67.443,74,"O",80.123,30,"Class2",54.009,45.054,93.888
10,"D",41.449,78.108,75,"B",19.223,55,"Class1",40.862,85.717,68.846
52,"V",56.76,4.136,96,"L",58.872,44,"Class4",57.552,78.859,NA
40,"G",78.26,5.077,94,"N",52.824,60,"Class4",72.954,60.696,39.897
47,"F",61.515,61.206,37,"I",22.205,81,"Class3",94.343,61.962,84.562
54,"G",30.798,3.84,94,"N",40.691,40,"Class4",57.738,34.218,47.247
17,"L",56.394,74.103,71,"O",79.91,24,"Class2",55.06,45.465,95.897
9,"D",42.194,77.684,76,"H",35.103,69,"Class1",53.995,77.654,58.085
7,"H",30.772,79.576,75,"H",15.244,78,"Class1",49.532,77.289,37.966
45,"M",46.014,56.04,71,"O",79.832,34,"Class2",55.402,45.074,93.624
60,"G",39.25,4.806,95,"K",57.367,55,"Class4",70.958,76.605,33.828
8,"H",38.347,83.344,80,"Y",19.272,46,"Class1",38.398,85.95,46.074
47,"X",28.658,4.359,92,"L",61.972,51,"Class4",54.768,68.415,26.022
37,"M",48.596,74.307,76,"W",80.475,42,"Class2",56.573,45.049,93.846
10,"D",50.779,83.023,85,"B",18.508,46,"Class1",63.067,80.166,42.218
7,"A",48.777,80.882,84,"H",9.323,80,"Class1",63.418,82.628,54.09
46,"U",44.042,63.709,36,"A",4.107,59,"Class3",90.654,73.077,84.37
6,"H",46.93,87.68,81,"Y",20.155,78,"Class1",63.337,81.656,50.467
9,"H",38.485,84.063,93,"Y",10.493,68,"Class1",54.449,80.792,38.715
10,"D",45.33,80.388,93,"I",14.026,77,"Class1",48.172,77.567,38.742
22,"M",78.809,69.018,84,"O",79.109,23,"Class2",54.633,45.344,94.645
44,"U",72.213,65.394,41,"A",51.752,25,"Class3",96.649,67.133,84.535
52,"U",36.727,71.375,44,"C",27.056,90,"Class3",86.021,69.104,84.332
34,"V",56.444,3.734,93,"L",53.568,43,"Class4",74.953,40.611,41.378
38,"P",79.056,4.354,95,"M",40.244,42,"Class4",58.721,34.606,29.256
38,"V",26.444,3.467,92,"L",64.71,39,"Class4",60.892,61.428,19.565
76,"Y",76.211,62.388,60,"L",80.208,42,"Class2",55.776,45.83,95.793
53,"U",63.304,62.167,37,"U",72.369,78,"Class3",82.326,43.659,84.998
9,NA,49.431,74.654,91,"L",15.29,45,"Class1",56.342,86.078,70.552
50,"F",48.712,62.13,41,"U",56.237,9,"Class3",95.102,48.35,NA
51,"U",44.938,63.892,39,"A",47.25,22,"Class3",87.992,28.355,84.212
46,"L",68.136,69.943,67,"W",81.236,23,"Class2",55.499,45.101,90.287
38,"Y",14.264,70.596,94,"H",80.306,42,"Class2",55.051,45.434,92.455
76,"L",56.677,86.351,60,"I",79.194,29,"Class2",56.075,45.306,91.695
57,"Z",65.183,65.568,38,"C",67.064,57,"Class3",81.132,64.574,84.501
9,NA,44.375,82.247,86,"B",11.46,72,"Class1",44.727,87.36,50.05
70,"H",50.848,79.887,88,"H",78.99,37,"Class2",56.753,45.674,95.435
46,"C",48.719,63.293,28,"U",-6.514,82,"Class3",80.914,62.181,84.642
31,"Y",61.356,4.115,96,"L",59.358,42,"Class4",44.847,61.211,48.298
75,"H",58.101,75.317,63,"O",80.067,28,"Class2",56.559,45.806,94.697
42,"Y",43.171,83.638,97,"W",79.736,34,"Class2",56.39,45.041,92.015
53,"U",49.528,61.225,34,"A",62.603,16,"Class3",82.216,46.555,84.695
49,"U",23.857,72.542,38,"I",13.363,83,"Class3",77.877,56.157,84.186
5,"X",34.432,81.753,78,"Y",25.448,68,"Class1",46.302,83.921,65.961
44,NA,45.786,77.106,41,"C",44.254,16,"Class3",79.93,31.798,84.608
46,"Z",50.038,67.364,36,"I",48.882,23,"Class3",80.541,26.668,84.975
25,"X",48.277,4.091,93,"K",55.622,42,"Class4",64.534,50.689,18.052
24,"V",33.924,2.842,91,"R",56.281,57,"Class4",60.291,51.183,20.77
51,"X",53.277,5.76,93,"K",35.973,61,"Class4",71.322,49.294,NA
53,"C",26.935,63.591,33,"C",24.653,79,"Class3",81.553,53.713,84.578
39,"L",37.758,79.452,87,"W",79.106,31,"Class2",55.151,45.561,93.014
52,"C",55.325,63.368,30,"C",44.283,77,"Class3",87.646,60.097,84.477
40,"H",73.223,67.063,63,"I",79.61,21,"Class2",54.836,45.153,92.136
54,"G",51.551,4.21,91,"M",52.601,44,"Class4",74.59,75.173,24.456
47,"Z",38.689,79.295,33,"R",54.13,26,"Class3",82.71,38.669,NA
50,"Z",36.414,69.181,36,"I",55.613,80,"Class3",80.762,74.487,84.451
55,"V",49.529,3.926,93,"R",57.723,61,"Class4",69.558,71.996,20.325
10,"X",32.031,79.057,91,"B",11.87,70,"Class1",61.384,80.583,46.135
36,"U",87.86,61.62,84,"W",80.965,22,"Class2",56.774,45.479,95.488
54,"G",11.266,2.913,92,"N",53.027,44,"Class4",75.103,52.427,35.554
9,"A",37.508,82.128,80,"Y",11.4,54,"Class1",56.618,79.386,63.376
49,"V",40.693,4.235,96,"L",60.904,51,"Class4",50.584,62.876,39.122
69,NA,48.899,85.619,89,"L",80.522,34,"Class2",54.497,45.79,94.346
7,"Q",18.256,85.432,90,"H",17.461,56,"Class1",57.97,84.117,57.366
24,"V",72.704,3.468,93,"K",45.613,40,"Class4",76.036,54.966,18.553
31,"X",40.761,3.936,91,"L",46.011,60,"Class4",48.285,72.944,20.858
21,"L",35.685,61.878,70,"I",80.097,26,"Class2",55.552,45.126,95.607
8,NA,39.782,81.076,80,"B",18.083,59,"Class1",53.449,83.36,65.198
54,NA,43.363,56.333,38,"R",42.599,53,"Class3",83.419,67.781,84.297
32,"Y",84.719,67.073,82,"W",79.991,30,"Class2",54.182,45.321,93.916
55,"B",56.272,69.812,43,"R",60.39,72,"Class3",89.385,29.003,84.582
79,"M",60.383,72.781,75,"H",80.092,37,"Class2",54.966,45.593,95.238
50,"L",51.156,63.755,62,"O",80.114,37,"Class2",56.872,45.966,94.903
52,"L",63.548,70.824,86,"L",80.042,26,"Class2",54.522,45.881,93.91
44,"V",87.591,4.63,91,"N",51.174,37,"Class4",47.407,43.672,NA
26,"X",67.401,4.223,96,"L",57.018,40,"Class4",75.772,75.034,40.176
36,"Y",43.384,4.657,94,"N",70.938,38,"Class4",53.535,68.769,32.113
56,"X",43.79,4.297,95,"L",48.022,62,"Class4",74.538,64.767,27.046
36,"V",56.844,3.06,93,"M",56.628,62,"Class4",48.725,51.194,38.662
43,"G",38.17,3.916,96,"K",52.737,57,"Class4",74.909,51.467,19.385
66,"U",91.648,68.427,94,"L",79.817,26,"Class2",56.169,45.178,90.456
44,NA,41.556,56.164,31,"I",39.003,90,"Class3",81.677,72.424,84.379
7,"X",33.273,83.031,84,"B",14.112,68,"Class1",51.723,81.84,72.128
5,"X",53.47,85.415,78,"I",16.828,64,"Class1",61.847,80.549,44.393
56,NA,32.316,60.13,35,"R",23.593,12,"Class3",84.976,60.918,84.17
50,"U",55.579,57.78,39,"A",61.031,27,"Class3",76.189,28.781,84.112
52,"L",116.298,63.427,80,"L",79.61,23,"Class2",55.548,45.553,94.07
42,"F",23.087,71.606,31,"C",19.768,39,"Class3",94.494,53.53,84.697
26,"P",64.102,2.966,93,"K",62.2,56,"Class4",66.752,34.884,48.519
23,"H",55.35,69.499,95,"H",80.29,47,"Class2",56.35,45.666,90.441
29,"X",64.718,3.766,95,"M",51.39,45,"Class4",75.864,67.074,49.141
29,"U",32.838,70.419,60,"L",79.702,49,"Class2",56.969,45.7,94.739
31,"X",46.952,3.961,92,"K",39.172,39,"Class4",65.908,63.703,27.488
56,"C",31.753,67.324,37,"C",32.707,14,"Class3",79.52,53.826,84.051
48,NA,28.361,61.942,44,"R",12.76,27,"Class3",83.919,26.852,84.472
9,NA,34.143,79.889,85,"L",12.06,55,"Class1",53.818,77.224,NA
48,"H",22.148,71.427,83,"L",80.714,49,"Class2",56.157,45.872,91.796
37,"V",57.324,3.093,94,"R",53.395,44,"Class4",45.835,55.112,NA
60,"Y",46.853,68.728,82,"I",81.042,43,"Class2",55.164,45.246,91.568
46,"F",42.231,64.898,39,"R",49.984,72,"Class3",91.377,60.959,84.412
38,"Y",53.791,72.267,54,"H",79.935,47,"Class2",56.795,45.317,92.74
23,"U",49.31,64.112,94,"H",79.882,23,"Class2",55.299,45.906,91.717
56,"L",39.597,75.438,97,"W",80.107,29,"Class2",55.209,45.144,94.157
24,"U",69.594,64.469,65,"H",80.527,24,"Class2",55.311,45.872,95.362
47,"B",24.121,68.364,41,"A",8.788,92,"Class3",84.209,42.893,84.946
65,"L",47.611,54.076,81,"O",79.665,45,"Class2",56.709,45.063,93.323
10,"A",42.787,75.488,75,"B",21.342,44,"Class1",58.229,79.637,67.959
5,NA,33.889,88.258,80,"Y",21.164,48,"Class1",42.959,81.554,52.72
47,"F",15.1,61.118,38,"C",76.045,83,"Class3",82.427,68.591,84.664
20,"Y",36.349,64.7,83,"W",79.916,25,"Class2",55.455,45.97,NA
63,"X",29.985,5.459,91,"R",48.764,54,"Class4",48.666,46.142,34.962
62,"Y",69.022,66.357,62,"H",79.704,38,"Class2",55.539,45.542,94.081
50,"U",76.97,63.843,39,"I",52.001,55,"Class3",95.121,35.272,84.628
73,"Y",41.533,77.972,82,"I",79.365,23,"Class2",54.271,45.281,95.183
25,"G",54.587,4.298,94,"L",41.081,53,"Class4",67.807,55.107,23.998
45,"U",22.162,64.025,36,"U",45.895,73,"Class3",80.29,51.136,84.321
17,"U",42.459,75.217,77,"L",78.813,30,"Class2",56.222,45.73,90.109
7,NA,28.784,79.54,77,"B",24.759,50,"Class1",44.134,85.255,33.914
66,"H",69.828,75.415,64,"H",80.872,23,"Class2",55.869,45.524,90.239
57,"Y",82.176,66.187,80,"L",79.751,26,"Class2",54.225,45.738,90.449
45,"B",30.835,51.55,36,"A",60.581,82,"Class3",79.196,74.212,84.932
76,"Y",52.614,83.27,54,"I",81.268,25,"Class2",54.699,45.106,94.66
9,"D",31.994,89.981,80,"B",20.356,47,"Class1",52.821,83.712,41.132
54,"P",56.769,3.91,91,"L",49.03,37,"Class4",50.683,66.541,19.563
27,"V",61.086,4.323,96,"K",53.991,37,"Class4",57.259,40.421,45.224
9,"D",39.267,79.197,93,"H",14.532,77,"Class1",64.976,76.199,37.555
20,"U",66.314,60.313,57,"W",80.212,38,"Class2",56.382,45.411,94.974
61,"G",80.779,3.892,92,"L",55.795,48,"Class4",52.09,47.56,44.544
8,"H",35.363,82.803,75,"H",14.779,76,"Class1",46.856,83.783,62.67
10,"X",37.555,78.097,79,"Y",11.646,66,"Class1",56.468,77.011,32.606
46,"X",55.302,4.551,92,"K",49.538,63,"Class4",67.388,71.301,29.296
61,"P",29.904,5.086,92,"K",39.38,61,"Class4",52.784,53.471,31.808
61,"G",64.749,4.245,94,"M",49.334,59,"Class4",61.092,76.314,33.234
28,"H",73.826,71.518,95,"O",79.355,45,"Class2",55.465,45.476,91.635
49,"P",6.551,4.18,91,"R",56.175,37,"Class4",73.878,63.754,41.373
46,"U",56.501,70.434,39,"R",37.516,59,"Class3",85.406,34.453,84.774
69,"H",69.02,67.68,64,"I",80.217,23,"Class2",56.841,45.512,92.972
8,"A",33.113,88.996,88,"L",14.185,69,"Class1",43.067,80.653,67.22
39,"M",31.059,80.143,75,"W",80.403,37,"Class2",56.743,45.928,90.468
37,"Y",41.727,4.497,92,"L",58.956,59,"Class4",64.641,78.234,49.498
32,"P",41.531,3.64,91,"M",46.684,60,"Class4",60.889,76.304,26.594
30,"M",55.189,62.421,88,"I",79.954,20,"Class2",56.052,45.831,93.265
9,"X",28.421,74.595,80,"I",21.578,66,"Class1",54.416,84.253,64.79
53,"G",13.087,2.626,95,"L",47.714,54,"Class4",55.608,77.85,22.902
