"H1","H2","Output7","H3","H4","H5","H6","H7","H8","H9","H10","H11"
21,27.294,"Class1",77.601,68.827,51,49.202,22.473,"Q",82.989,"L",28
52,15.923,"Class1",88.843,40.701,31,48.363,36.65,"A",79.006,"U",69
47,44.949,"Class1",82.28,57.777,12,49.36,15.809,"E",87.018,"V",63
51,43.643,"Class1",89.071,118.835,19,48.651,24.198,"Q",85.22,"U",15
43,30.731,"Class1",74.217,51.086,16,49.592,27.685,"S",79.425,"C",80
32,49.186,"Class1",81.2,78.718,65,49.202,14.689,"A",89.986,"U",4
92,92.686,"Class2",74.109,NA,39,21.765,15.025,"X",3.294,"F",4
56,98.741,"Class2",72.748,65.893,41,22.889,22.283,"W",3.206,"G",5
86,90.472,"Class2",68.703,17.172,40,20.129,34.595,"W",3.346,"Y",2
29,49.16,"Class1",77.945,72.145,35,49.017,15.683,NA,89.689,"L",34
37,41.284,"Class1",81.61,65.83,17,48.361,37.136,"Y",77.064,"U",74
52,26.27,"Class1",77.979,61.409,24,48.104,51.822,"E",87.736,"U",8
26,96.86,"Class2",74.432,14.538,40,3.999,32.28,"T",3.973,"U",5
32,39.097,"Class1",84.631,36.161,34,49.165,16.983,"A",92.642,"C",40
32,99.174,"Class2",76.048,88.168,44,11.426,28.064,"W",3.852,"G",6
49,45.109,"Class1",82.43,82.278,30,48.728,34.876,"Q",90.271,"U",85
38,32.697,"Class1",79.909,31.648,27,49.135,49.774,"A",85.379,"C",13
56,47.056,"Class1",83.644,53.281,44,49.94,53.569,NA,88.392,"R",23
61,4.504,"Class1",82.267,44.574,55,48.274,40.425,"A",77.306,"V",64
20,19.025,"Class1",76.665,NA,46,48.672,10.282,"Q",92.254,"U",35
33,42.239,"Class1",79.812,39.525,31,49.148,11.924,"S",81.961,"V",93
38,21.843,"Class1",77.783,46.692,50,48.92,18.811,"Q",78.426,"U",10
42,30.651,"Class1",84.339,NA,20,48.928,16.436,"Y",78.391,"L",71
74,93.342,"Class2",62.729,54.263,45,18.429,26.394,"X",3.433,"U",4
50,49.884,"Class1",77.274,73.521,37,49.945,26.791,"E",83.714,"V",36
47,99.322,"Class2",73.712,NA,36,5.141,27.142,"T",3.183,"U",3
60,55.554,"Class1",81.513,55.525,66,48.509,43.95,"Y",86.127,"C",49
50,24.477,"Class1",80.626,9.7,34,49.31,27.235,"E",79.743,"U",43
46,47.808,"Class1",83.696,53.974,31,49.099,34.315,NA,80.364,"R",31
20,50.95,"Class1",86.35,42.855,16,49.048,25.13,"Y",87.448,"V",74
29,45.207,"Class1",84.989,NA,50,48.505,21.231,"Y",79.981,"R",2
71,93.918,"Class2",75.957,60.775,39,22.505,27.508,"W",3.618,"F",4
23,60.838,"Class1",74.731,86.129,66,48.323,16.682,"Y",86.712,"R",76
94,94.026,"Class2",75.577,54.904,40,22.781,31.378,"O",3.807,"Q",2
26,19.147,"Class1",79.478,49.402,23,49.965,36.086,"Y",83.638,"L",25
23,27.158,"Class1",87.974,40.17,25,49.13,54.961,"Y",78.545,"C",69
22,41.367,"Class1",81.197,43.672,25,48.292,37.921,"Q",80.9,"U",80
31,15.867,"Class1",77.969,25.752,50,48.722,54.687,"E",78.333,"L",12
84,89.588,"Class2",66.127,71.204,45,17.27,28.222,"K",3.093,"Q",4
53,95.851,"Class2",71.646,61.929,44,19.527,12.83,"X",3.792,"F",3
58,19.828,"Class1",81.173,53.386,26,49.54,12.306,"S",80.893,"L",77
30,25.022,"Class1",80.313,57.318,60,48.844,45.788,"S",85.12,"U",90
35,25.221,"Class1",81.061,51.56,33,49.283,23.167,"Q",80.664,"C",88
79,93.751,"Class2",70.764,NA,42,20.26,14.598,"W",3.051,"Y",2
36,34.103,"Class1",74.558,68.202,68,49.392,47.932,"Y",90.26,"V",19
26,48.024,"Class1",82.324,66.814,44,48.49,26.915,"E",85.144,"R",43
59,11.17,"Class1",83.781,65.731,20,48.602,40.062,"Q",79.422,"R",34
29,90.732,"Class2",72.341,60.313,46,23.872,32.879,"T",3.46,"G",2
30,21.965,"Class1",77.057,81.842,46,48.624,22.056,"Y",77.334,"L",43
85,93.381,"Class2",72.728,NA,42,25.438,20.119,"X",3.165,"Q",3
60,94.737,"Class2",69.779,6.68,43,3.886,24.204,"O",3.714,"U",3
59,29.991,"Class1",83.818,30.913,39,49.934,57.493,"E",87.805,"R",25
42,95.072,"Class2",72.954,48.334,40,15.177,30.034,"K",3.49,"Q",4
51,43.27,"Class1",84.722,48.88,34,48.585,38.456,"Y",86.235,"V",18
84,94.685,"Class2",68.184,NA,35,24.988,18.109,"W",3.692,"U",5
20,40.444,"Class1",80.041,7.82,62,48.808,17.079,"E",91.825,"U",11
38,59.05,"Class1",86.321,49.585,65,48.014,25.943,"S",82.47,"L",47
44,92.672,"Class2",67.277,38.414,44,21.701,26.887,"O",3.975,"G",4
22,19.686,"Class1",79.368,32.646,60,49.662,29.614,"S",88.322,"R",26
51,10.298,"Class1",79.562,42.661,52,49.392,43.947,"E",82.582,"R",52
53,33.101,"Class1",84.274,54.202,27,49.052,24.663,"E",83.515,"V",6
84,94.639,"Class2",68.648,47.177,44,5.919,32.731,"X",3.589,"U",2
54,97.698,"Class2",72.641,93.453,43,17.181,32.939,"T",3.351,"Q",2
26,50.317,"Class1",78.173,34.89,14,49.301,16.486,"S",92.991,"V",23
32,36.41,"Class1",83.097,16.846,29,48.988,44.813,"E",84.488,"V",37
36,38.708,"Class1",80.016,37.515,50,49.466,57.249,"Y",90.276,"U",38
60,46.94,"Class1",79.168,NA,19,48.675,34.47,"Q",92.802,"L",77
34,96.325,"Class2",70.12,40.109,40,1.266,14.795,"T",3.196,"F",2
70,99.023,"Class2",69.574,12.371,33,4.842,11.694,"K",3.502,"G",3
61,18.289,"Class1",78.489,34.08,43,48.158,48.48,NA,77.671,"U",54
78,93.787,"Class2",66.619,8.068,38,3.001,28.55,"O",3.923,"Q",6
49,2.261,"Class1",82.514,50.822,39,48.318,35.081,"Q",80.322,"V",83
60,40.301,"Class1",79.959,71.268,23,49.765,42.667,"E",77.05,"R",1
53,98.832,"Class2",70.857,43.041,42,21.111,33.155,"T",3.665,"Y",6
33,-14.245,"Class1",81.955,60.303,16,48.32,41.233,"A",84.921,"R",2
28,96.971,"Class2",69.364,40.805,38,3.585,17.484,"T",3.398,"U",4
93,91.089,"Class2",73.418,32.058,45,22.342,27.652,"T",3.025,"Q",3
55,38.832,"Class1",78.141,68.568,22,48.818,34.737,"E",91.376,"C",80
42,95.923,"Class2",70.628,67.036,37,6.429,11.07,"O",3.237,"F",2
42,39.36,"Class1",82.186,NA,58,49.544,47.966,"A",83.773,"C",68
31,32.711,"Class1",78.625,29.793,60,49.066,29.899,"Q",82.01,"L",39
56,15.262,"Class1",78.843,81.872,23,49.981,44.082,"E",78.478,"U",49
60,42.631,"Class1",80.014,43.079,59,48.576,37.729,"E",91.931,"C",28
50,64.713,"Class1",75.4,33.355,26,49.196,50.955,"S",89.923,"U",80
19,20.536,"Class1",83.31,41.351,38,49.239,48.395,NA,87.915,"C",17
89,93.39,"Class2",72.711,64.245,42,17.686,23.847,"K",3.319,"Y",5
77,95.042,"Class2",67.545,38.167,46,1.18,32.654,"W",3.71,"G",6
37,77.152,"Class1",80.822,52.299,18,48.769,28.456,"Q",85.673,"V",31
65,89.971,"Class2",80.061,86.344,39,6.246,14.402,"K",3.282,"G",3
57,93.058,"Class2",65.534,54.91,46,23.66,23.642,"K",3.511,"Q",2
33,93.79,"Class2",73.334,3.397,42,16.8,16.071,"W",3.817,"U",5
86,94.47,"Class2",71.593,45.834,45,21.781,18.289,"K",3.122,"Q",4
36,10.661,"Class1",82.179,76.059,31,49.246,32.854,"Y",86.748,"V",47
91,98.014,"Class2",62.192,-1.511,46,16.016,22.286,"W",3.286,"Q",4
42,97.768,"Class2",78.404,31.285,34,25.067,17.259,"O",3.459,"F",5
21,98.696,"Class2",80.495,-6.887,41,15.663,14.745,"K",3.554,"U",4
91,93.653,"Class2",70.908,82.242,35,8.499,12.806,"K",3.34,"F",3
37,38.913,"Class1",79.522,28.115,31,49.523,39.441,NA,91.372,"L",76
29,93.598,"Class2",70.518,88.196,45,7.563,11.09,"K",3.619,"Q",3
21,90.547,"Class2",67.832,45.418,37,18.493,24.462,NA,3.654,"Q",5
22,102.995,"Class2",67.645,67.012,38,21.205,33.187,"K",3.641,"F",5
56,91.682,"Class2",67.33,12.442,39,17.175,16.156,"W",3.369,"Y",2
70,90.668,"Class2",72.823,68.253,44,20.467,27.535,"T",3.423,"F",6
52,33.289,"Class1",72.207,74.74,42,48.237,26.71,NA,80.563,"U",44
57,15.97,"Class1",79.168,17.692,13,48.199,55.193,"Y",83.983,"L",40
59,95.249,"Class2",60.172,37.323,44,12.297,29.153,"X",3.179,"U",4
22,19.107,"Class1",76.356,53.4,18,48.805,40.117,"S",86.234,"C",13
66,92.588,"Class2",69.613,NA,36,21.719,28.453,"O",3.682,"G",2
27,96.004,"Class2",81.854,63.391,36,26.166,14.857,"T",3.977,"Y",2
91,92.48,"Class2",65.58,NA,42,22.503,33.803,"W",3.53,"Q",6
58,89.365,"Class2",66.037,83.264,46,21.443,29.721,"T",3.133,"U",3
50,29.532,"Class1",76.212,85.657,65,49.725,54.842,"A",86.892,"U",80
56,94.391,"Class2",73.736,88.382,45,7.71,32.742,"T",3.672,"F",2
32,16.772,"Class1",84.912,54.203,28,49.902,34.019,"A",83.746,"L",34
28,26.553,"Class1",77.712,39.319,50,49.809,33.998,"S",89.461,"C",22
79,93.427,"Class2",76.466,67.594,41,23.338,32.841,"W",3.138,"Q",6
28,26.195,"Class1",81.397,78.877,51,48.57,28.846,NA,90.132,"C",13
51,40.876,"Class1",81.886,47.518,20,49.711,54.656,"Y",90.537,"U",71
45,-0.322,"Class1",87.662,51.308,37,49.568,55.231,"E",81.467,"U",47
26,21.48,"Class1",70.119,17.676,24,48.29,55.449,"Y",84.944,"U",88
53,93.132,"Class2",73.844,63.965,46,6.965,22.262,"K",3.985,"G",3
50,39.506,"Class1",78.907,40.794,56,48.35,11.59,"S",91.769,"R",79
49,20.657,"Class1",80.279,31.764,67,49.22,18.332,"Q",89.706,"R",95
31,53.092,"Class1",75.137,41.351,64,49.158,41.657,"E",81.109,"V",19
29,97.402,"Class2",79.26,48.341,41,19.27,11.82,"T",3.774,"U",4
55,26.837,"Class1",78.221,40.122,28,48.355,23.901,"Y",81.56,"R",5
79,90.085,"Class2",78.679,49.661,37,5.036,34.122,"K",3.019,"U",5
84,97.266,"Class2",71.173,20.515,33,22.921,19.739,"O",3.832,"Q",5
68,93.082,"Class2",72.186,33.445,38,7.1,13.465,"X",3.647,"F",2
78,90.119,"Class2",73.238,27.777,36,19.485,22.78,"T",3.288,"U",5
89,96.622,"Class2",71.018,40.846,46,12.781,14.327,"X",3.19,"U",6
22,28.351,"Class1",77.102,86.879,39,49.812,10.639,"S",84.646,"V",80
54,51.565,"Class1",77.335,28.101,45,49.312,10.653,"Y",91.193,"L",69
32,60.472,"Class1",87.028,40.681,65,48.384,55.29,"Y",80.781,"L",40
76,90.353,"Class2",80.158,92.337,46,7.476,20.043,"X",3.537,"Y",4
44,92.336,"Class2",71.375,61.09,38,18.233,15.47,"W",3.187,"U",6
42,94.667,"Class2",69.452,70.452,39,15.981,17.771,"O",3.981,"U",3
58,-8.111,"Class1",80.825,26.438,42,48.565,31.798,"Q",90.651,"U",30
29,8.521,"Class1",79.774,13.679,63,49.339,27.124,"E",77.018,"U",43
19,90.479,"Class2",73.642,56.818,36,7.129,20.588,"W",3.105,"Q",6
55,19.332,"Class1",73.876,28.87,22,48.475,23.54,"Q",78.772,"C",83
53,89.752,"Class2",73.583,NA,38,9.997,28.416,"T",3.378,"F",5
85,99.375,"Class2",72.676,83.518,35,12.695,18.526,"O",3.822,"Q",4
48,31.336,"Class1",76.761,58.207,30,48.39,44.471,"A",84.743,"L",20
77,90.978,"Class2",63.876,95.683,40,19.888,22.127,"K",3.719,"F",6
20,93.452,"Class2",70.875,67.52,45,7.154,15.356,"O",3.687,"U",4
43,53.4,"Class1",77.894,39.099,58,49.134,49.039,"E",81.727,"C",46
61,45.776,"Class1",78.023,84.739,48,49.266,40.094,"Q",77.054,"U",53
52,93.605,"Class2",66.942,73.821,36,6.084,17.077,NA,3.063,"Y",5
33,29.579,"Class1",77.225,53.894,57,49.978,10.474,"E",80.303,"L",95
46,91.229,"Class2",75.681,NA,44,18.701,14.595,"O",3.151,"F",3
32,34.979,"Class1",88.928,46.204,52,49.052,13.112,"Y",79.558,"V",7
29,51.186,"Class1",80.103,63.642,58,48.947,34.019,"A",79.642,"C",9
40,29.936,"Class1",85.154,39.761,56,48.013,18.101,"S",88.471,"V",17
21,49.747,"Class1",83.538,43.222,29,48.334,41.537,NA,83.775,"L",54
64,98.468,"Class2",71.185,60.062,39,7.315,32.774,"W",3.299,"U",4
72,95.596,"Class2",75.502,25.874,34,1.513,31.179,"X",3.132,"Q",6
54,43.793,"Class1",90.755,31.046,13,49.54,35.426,"Q",85.496,"L",38
93,93.036,"Class2",77.554,32.718,33,5.434,34.049,"T",3.56,"F",3
61,16.249,"Class1",81.889,17.986,57,49.588,24.807,"Q",84.512,"U",43
83,94.068,"Class2",80.554,71.109,38,14.388,12.354,"O",3.959,"Q",2
27,45.924,"Class1",82.339,59.876,12,49.966,48.314,"S",83.81,"C",78
75,94.03,"Class2",75.838,47.67,38,10.255,21.919,"O",3.104,"F",2
25,45.527,"Class1",79.818,76.59,66,49.189,27.6,"A",89.2,"R",33
76,97.654,"Class2",66.543,NA,44,22.089,19.224,NA,3.888,"G",6
48,90.3,"Class2",72.618,38.464,34,6.023,34.269,"K",3.566,"Q",5
68,92.958,"Class2",76.047,18.824,45,20.092,23.469,"W",3.418,"Q",4
31,90.279,"Class2",79.246,65.085,40,21.151,29.512,"X",3.901,"Y",4
89,97.304,"Class2",75.531,39.534,45,10.538,31.623,"W",3.103,"U",3
56,15.647,"Class1",84.557,72.067,64,48.867,12.062,"E",80.53,"L",63
26,93.899,"Class2",68.083,53.275,42,17.182,24.686,"K",3.696,"U",3
48,97.293,"Class2",75.865,63.828,45,21.966,19.478,"X",3.54,"Q",6
55,94.372,"Class2",71.926,NA,34,2.258,14.459,"T",3.369,"G",6
80,92.508,"Class2",77.724,91.878,37,1.304,14.065,"X",3.602,"Y",3
32,97.358,"Class2",78.159,51.223,33,11.698,19.336,"K",3.985,"G",6
74,98.38,"Class2",73.65,32.494,40,13.855,33.204,"X",3.692,"U",5
27,94.033,"Class2",66.152,86.151,41,3.284,12.941,"W",3.595,"F",3
57,40.94,"Class1",76.773,65.701,30,49.263,25.857,"Y",77.432,"V",59
21,94.534,"Class2",72.989,72.434,34,19.545,28.71,"T",3.048,"F",2
59,31.026,"Class1",78.687,38.061,59,49.568,53.607,"E",85.682,"U",26
43,28.487,"Class1",82.905,89.544,24,49.091,50.766,"E",78.936,"C",6
81,96.325,"Class2",81.814,80.177,35,26.8,26.512,"O",3.821,"F",5
54,34.208,"Class1",78.321,NA,16,48.211,27.001,"A",78.045,"V",70
19,46.891,"Class1",79.689,35.173,33,48.476,45.415,"Y",87.961,"R",45
80,94.202,"Class2",73.277,30.949,45,15.457,13.449,"W",3.117,"Q",4
39,27.049,"Class1",77.779,46.365,64,49.683,17.013,"S",80.953,"R",6
88,93.275,"Class2",75.398,64.489,42,12.606,32.092,"X",3.55,"Y",5
42,26.694,"Class1",85.37,19.95,55,48.247,18.955,"Q",88.536,"L",59
57,98.283,"Class2",74.49,62.31,45,17.566,33.69,"O",3.424,"G",5
39,28.495,"Class1",74.75,37.683,65,49.625,32.19,"Q",90.848,"C",8
70,100.469,"Class2",68.125,31.551,33,7.188,31.121,"T",3.958,"U",2
25,25.694,"Class1",88.463,48.107,17,49.79,42.507,"E",86.465,"L",96
19,94.825,"Class2",69.359,50.414,43,26.872,27.198,"W",3.546,"U",5
72,96.204,"Class2",63.282,76.774,42,15.347,22.044,"T",3.863,"Y",6
66,94.193,"Class2",72.914,54.006,36,23.84,19.335,"K",3.726,"G",2
72,96.914,"Class2",68.004,69.579,41,18.649,26.777,"O",3.167,"Y",5
32,92.675,"Class2",77.083,68.408,44,24.629,12.429,"O",3.624,"U",2
57,26.089,"Class1",83.103,31.881,49,48.403,43.916,"S",77.242,"C",91
82,88.686,"Class2",71.754,NA,43,5.701,17.469,"K",3.385,"G",4
41,84.454,"Class2",80.7,58.168,45,9.448,27.257,"K",3.092,"G",5
80,89.791,"Class2",68.86,40.289,43,20.226,35.675,NA,3.446,"U",6
44,94.803,"Class2",76.98,41.659,34,5.801,19.191,"W",3.863,"U",3
62,93.335,"Class2",67.539,26.704,45,19.279,34.317,"W",3.664,"G",6
55,40.22,"Class1",77.238,46.097,30,48.837,55.6,"Q",91.478,"U",36
43,68.976,"Class1",81.852,55.01,30,48.799,41.752,"E",78.327,"R",3
89,92.947,"Class2",70.686,64.752,33,12.762,15.289,"X",3.526,"Q",5
82,95.737,"Class2",65.816,39.472,33,9.734,33.726,"W",3.919,"G",2
32,24.805,"Class1",83.995,13.435,58,48.062,28.256,"Q",88.122,"U",49
45,61.522,"Class1",80.433,34.812,53,48.125,37.738,"Y",89.219,"V",95
56,49.291,"Class1",79.313,36.813,33,49.165,55.026,"Q",81.754,"V",39
59,16.253,"Class1",80.932,88.877,25,49.666,46.367,"Y",78.396,"U",3
41,20.27,"Class1",73.58,73.695,45,48.475,57.719,"S",89.591,"L",20
27,24.807,"Class1",80.214,0.839,35,48.976,43.771,"Q",78.697,"R",48
40,53.556,"Class1",83.052,47.184,61,48.696,49.308,"A",84.29,"U",49
68,95.495,"Class2",71.331,44.525,36,9.759,15.724,"X",3.825,"Y",6
39,39.841,"Class1",74.647,26.343,52,48.982,51.164,"Q",84.151,"R",83
42,88.674,"Class2",77.922,36.659,39,8.287,11.88,"O",3.404,"U",5
48,88.376,"Class2",65.918,53.364,45,10.432,32.225,"O",3.434,"F",4
84,95.265,"Class2",80.817,38.279,44,25.307,24.993,"O",3.593,"F",6
40,94.436,"Class2",72.224,80.393,43,17.66,34.392,"T",3.198,"G",6
57,6.504,"Class1",82.162,57.682,48,48.477,22.604,"Y",81.519,"V",5
24,94.544,"Class2",70.798,61.586,41,23.499,16.147,"W",3.038,"Y",4
22,-8.756,"Class1",78.531,50.28,18,48.557,20.991,"A",81.193,"R",77
44,32.753,"Class1",77.532,64.574,16,49.209,23.316,"S",84.196,"L",93
89,97.034,"Class2",71.3,62.652,36,17.036,19.271,"O",3.505,"Q",6
21,93.896,"Class2",70.007,53.986,34,8.03,16.471,"O",3.525,"Q",5
27,97.851,"Class2",70.604,80.669,42,16.551,29.851,"W",3.145,"U",3
30,95.553,"Class2",74.531,56.576,39,4.722,17.117,"X",3.47,"G",6
38,95.1,"Class2",81.033,35.108,34,11.053,31.315,"T",3.523,"Q",5
87,92.179,"Class2",75.309,36.482,36,23.579,18.338,"T",3.849,"F",3
45,99.065,"Class2",73.215,33.354,44,9.217,15.391,"O",3.592,"Y",3
21,94.553,"Class2",68.275,31.281,35,1.14,18.967,"T",3.603,"G",5
55,12.984,"Class1",82.332,49.091,57,48.147,39.75,"Q",85.602,"U",38
29,96.978,"Class2",61.36,91.772,42,10.624,25.637,"W",3.924,"F",5
50,88.973,"Class2",76.211,72.792,40,20.546,33.315,"O",3.693,"Y",2
41,94.247,"Class2",81.974,49.683,36,19.231,24.792,"X",3.579,"F",6
19,96.629,"Class2",73.918,21.732,43,15.115,18.137,"X",3.858,"F",2
89,95.606,"Class2",71.049,82.886,45,24.752,16.06,"W",3.465,"Q",4
56,21.912,"Class1",83.226,52.154,22,48.1,34.243,"E",78.029,"R",94
26,23.153,"Class1",83.891,52.225,53,49.169,23.244,"E",79.331,"V",81
43,12.345,"Class1",78.728,53.887,21,48.241,30.9,NA,85.293,"V",69
41,89.297,"Class2",72.23,48.831,46,22.362,30.695,"O",3.802,"U",6
23,17.461,"Class1",80.602,80.091,29,49.402,14.982,"Q",81.658,"L",15
41,39.88,"Class1",77.78,30.451,57,48.689,49.972,"Y",77.387,"U",49
41,32.89,"Class1",79.211,60.751,48,48.715,44.557,"Y",86.179,"U",67
54,92.749,"Class2",69.657,14.797,37,14.004,26.157,"W",3.635,"Q",4
93,94.239,"Class2",76.96,10.759,46,6.742,33.986,"T",3.846,"G",4
43,22.704,"Class1",81.875,57.392,36,49.468,50.073,NA,77.33,"C",8
86,96.219,"Class2",75.588,69.269,43,9.756,12.058,"O",3.647,"G",5
48,34.167,"Class1",84.587,69.281,44,48.905,20.23,"A",86.969,"U",80
45,34.143,"Class1",75.366,39.275,24,49.18,43.073,"E",77.745,"L",41
38,53.368,"Class1",82.677,83.236,31,49.545,12.669,"S",87.729,"U",41
87,97.051,"Class2",76.314,60.221,37,7.44,11.354,"O",3.427,"Q",4
26,32.016,"Class1",77.913,39.412,33,48.547,25.524,"A",79.145,"V",50
37,15.689,"Class1",76.7,43.221,66,48.085,32.189,"Q",78.175,"L",48
89,95.645,"Class2",83.156,35.035,44,10.76,18.248,"T",3.158,"Q",5
35,90.455,"Class2",74.554,61.337,41,13.949,34.493,"W",3.461,"G",4
32,18.05,"Class1",77.561,73.323,46,49.202,31.362,"A",77.514,"V",33
51,92.214,"Class2",81.41,56.752,34,22.944,32.632,NA,3.254,"Y",3
42,27.685,"Class1",76.278,39.54,54,48.233,22.911,"Q",78.224,"V",37
43,91.136,"Class2",76.874,35.33,42,14.239,23.604,"O",3.328,"G",2
56,21.192,"Class1",78.309,77.338,45,48.086,51.788,"Y",87.226,"U",28
64,95.906,"Class2",71.344,34.162,43,26.509,21.377,"K",3.667,"G",6
30,18.136,"Class1",73.818,64.692,14,49.801,14.592,"A",77.474,"V",56
23,28.979,"Class1",74.021,41.976,17,49.194,15.325,"S",77.303,"U",86
88,88.19,"Class2",77.455,91.051,44,14.018,23.75,"X",3.352,"F",3
76,94.592,"Class2",67.59,62.776,46,11.482,17.707,"O",3.226,"U",4
69,93.007,"Class2",72.478,64.84,38,21.497,14.245,"K",3.879,"Q",2
51,55.756,"Class1",83.169,38.268,67,49.558,49.248,"Q",81.43,"R",27
89,98.553,"Class2",74.176,8.022,39,8.936,30.212,"O",3.214,"U",2
38,37.747,"Class1",87.976,63.269,60,48.123,28.232,"Y",78.106,"R",55
74,98.418,"Class2",74.705,60.699,35,19.866,34.443,"W",3.954,"Y",5
27,6.188,"Class1",85.042,87.199,66,48.241,52.653,"E",87.437,"C",33
37,45.698,"Class1",82.596,84.108,48,48.834,18.56,"Y",82.326,"R",82
51,13.157,"Class1",81.476,48.137,46,48.783,37.45,"Y",90.146,"U",67
25,12.498,"Class1",80.364,58.05,26,49.837,35.771,"S",88.869,"V",14
22,50.101,"Class1",75.885,53.565,64,48.614,10.871,"Y",84.851,"U",15
50,29.28,"Class1",83.292,51.935,59,48.555,36.266,"Q",85.545,"V",13
60,25.461,"Class1",78.6,66.037,40,48.054,39.962,"Q",89.54,"V",90
74,98.296,"Class2",64.07,40.234,40,15.412,12.831,"X",3.383,"U",5
19,42.486,"Class1",81.207,-5.876,61,49.027,18.189,"Q",78.953,"R",42
21,46.957,"Class1",81.603,30.092,58,48.23,18.817,"A",79.013,"V",23
59,41.338,"Class1",76.951,NA,57,48.548,54.182,"Q",89.15,"L",37
34,98.372,"Class2",69.165,17.745,33,16.209,30.908,"O",3.4,"U",6
31,37.378,"Class1",78.668,46.924,27,49.511,32.597,"Y",85.366,"C",53
19,18.626,"Class1",85.192,57.499,68,49.196,22.223,"Y",85.324,"V",19
23,97.477,"Class2",71.035,53.882,38,4.248,28.674,"T",3.006,"Y",6
48,37.482,"Class1",83.325,32.181,62,48.199,13.495,"E",89.393,"U",41
24,30.552,"Class1",68.689,58.24,15,49.882,17.391,"E",83.536,"C",91
46,-3.344,"Class1",84.96,41.868,47,49.383,15.452,"Y",83.799,"R",68
29,11.156,"Class1",86.585,12.619,21,49.571,19.337,"S",81.369,"U",7
49,47.68,"Class1",74.83,66.725,15,49.416,49.284,"A",90.761,"R",31
83,91.434,"Class2",84.278,21.797,34,20.599,31.693,"O",3.964,"Y",3
42,47.904,"Class1",81.172,46.083,23,48.246,53.743,"E",87.483,"C",9
30,90.215,"Class2",64.739,72.527,35,16.849,28.726,"W",3.438,"F",4
46,98.023,"Class2",77.439,31.918,45,5.101,12.079,"T",3.825,"Q",4
54,99.341,"Class2",69.522,82.631,35,7.626,13.969,"X",3.907,"U",6
46,44.441,"Class1",80.746,50.89,41,48.577,40.571,"S",79.401,"U",49
19,97.764,"Class2",70.831,78.799,33,6.316,21.204,"K",3.688,"U",2
38,94.026,"Class2",64.043,20.046,34,26.765,14.373,"X",3.039,"F",4
44,92.821,"Class2",72.204,25.619,46,19.881,29.631,"O",3.217,"G",3
82,95.936,"Class2",72.9,65.055,34,14.183,13.901,"W",3.375,"U",4
46,90.88,"Class2",71.98,100.408,33,23.315,25.543,"O",3.639,"F",2
27,21.352,"Class1",87.431,32.712,27,49.792,33.492,"E",89.692,"V",10
30,51.324,"Class1",87.252,56.722,51,48.544,46.495,"S",79.805,"R",26
34,96.16,"Class2",71.306,7.884,41,2.124,30.088,"O",3.366,"U",2
43,99.546,"Class2",71.139,78.011,35,10.286,11.465,"X",3.719,"Y",5
35,92.784,"Class2",76.418,44.706,35,1.503,26.814,"X",3.827,"Y",3
89,88.22,"Class2",76.599,49.19,33,24.773,16.449,"O",3.136,"Q",4
53,46.581,"Class1",85.541,54.598,68,48.777,17.656,"Y",92.987,"U",84
46,91.737,"Class2",68.698,76.241,40,7.975,29.485,"X",3.225,"Y",3
68,91.387,"Class2",77.021,41.016,37,12.369,27.975,"O",3.141,"U",3
28,87.257,"Class2",82.329,47.476,38,6.929,32.856,"O",3.53,"Y",4
36,28.797,"Class1",84.047,54.439,16,49.468,43.269,"Q",77.836,"L",87
19,100.404,"Class2",70.464,43.409,38,25.94,24.427,"O",3.666,"F",2
41,47.8,"Class1",82.262,54.934,35,49.455,19.51,"A",82.06,"V",51
45,60.294,"Class1",79.035,42.563,30,48.11,56.235,"E",92.934,"V",86
85,93.58,"Class2",71.132,58.21,35,13.999,11.609,NA,3.162,"U",4
72,99.743,"Class2",67.345,55.33,36,9.404,19.407,"T",3.208,"U",2
40,21.012,"Class1",85.184,NA,45,49.979,44.409,"A",80.061,"L",78
54,96.416,"Class2",67.083,66.597,36,10.008,22.217,"K",3.926,"U",5
93,94.185,"Class2",71.736,67.84,40,24.107,35.225,"W",3.5,"G",4
20,28.622,"Class1",82.513,61.453,64,48.115,27.551,"A",83.38,"C",17
46,38.311,"Class1",77.747,45.349,46,48.19,51.094,"Q",90.979,"C",1
38,39.69,"Class1",80.695,74.864,22,48.382,23.768,"S",77.053,"V",53
62,102.107,"Class2",64.416,14.632,46,23.524,24.972,"X",3.828,"Q",6
57,58.476,"Class1",80.147,9.99,22,49.827,46.48,NA,79.701,"R",7
