"M1","Output12","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11"
54.543,"Class3",27.521,31.104,89.064,72,"O",70,48.783,31.82,28,"Q"
58.435,"Class2",12.323,33.699,76.295,99,"L",11,66.159,77.441,38,"I"
59.625,"Class2",16.982,62.91,40.751,58,"V",24,61.793,83.528,37,"K"
11.411,"Class1",56.141,73.38,31.098,26,"Q",9,72.132,60.316,10,"U"
48.033,"Class3",30.575,NA,54.259,67,"D",84,21.322,34.433,26,"Q"
47.901,"Class3",29.577,NA,88.416,69,"O",68,10.969,17.239,20,"U"
61.265,"Class2",16.893,54.78,101.156,53,"M",10,97.921,80.206,38,"I"
NA,"Class3",32.089,28.316,19.852,58,"O",74,36.075,24.986,30,"Q"
24.854,"Class1",56.311,62.924,73.891,37,"B",11,85.648,61.185,9,"Y"
24.872,"Class1",50.736,62.035,47.55,19,"Q",7,78.79,45.877,26,"I"
65.528,"Class2",6.515,10.931,41.995,36,"M",53,92.005,73.538,38,"K"
14.177,"Class1",58.626,64.848,48.38,26,"F",17,69.574,74.719,21,"U"
24.583,"Class1",47.238,60.062,55.755,39,"F",8,81.088,22.011,13,"I"
49.519,"Class3",32.214,26.948,54.047,83,"U",69,15.726,18.586,31,"Q"
NA,"Class1",54.83,NA,36.597,10,"S",23,66.405,32.801,25,"U"
40.789,"Class3",29.11,29.982,49.004,70,"U",76,31.889,15.331,20,"Q"
49.351,"Class3",27.848,29.838,51.552,68,"O",71,65.856,30.281,32,"A"
43.744,"Class3",28.496,28.822,79.204,74,"J",66,62.568,30.286,27,"U"
50.239,"Class3",31.261,30.621,76.614,54,"X",71,67.817,16.475,22,"A"
20.016,"Class1",61.082,64.522,43.173,31,"E",13,64.639,34.225,22,"I"
74.347,"Class2",11.685,11.017,79.528,48,"M",31,53.956,79.932,38,"T"
77.094,"Class2",15.575,21.028,97.418,81,"E",5,54.172,79.547,37,"Z"
57.511,"Class2",14.815,19.513,75.607,35,"E",22,55.506,81.732,38,"I"
39.161,"Class3",25.769,28.635,40.29,79,"X",78,67.941,14.798,22,"Q"
51.32,"Class3",32.799,31.966,59.212,70,"J",62,21.661,25.039,29,"D"
37.002,"Class3",25.43,31.717,47.141,69,"D",77,29.763,27.088,32,"D"
48.95,"Class3",32.341,27.911,95.003,88,"D",64,48.636,30.588,31,"U"
54.022,"Class3",26.423,31.9,45.437,61,"D",67,53.454,20.579,30,"D"
56.999,"Class3",29.159,31.201,99.572,55,"X",83,54.424,29.872,28,"U"
56.54,"Class2",7.736,46.604,77.597,26,"L",24,39.379,86.142,38,"T"
54.471,"Class3",27.937,31.902,47.883,87,"U",73,55.145,32.543,21,"D"
72.235,"Class2",12.898,58.606,72.819,72,"M",4,47.868,83.303,38,"K"
43.779,"Class3",29.04,30.582,47.351,82,"U",62,31.379,24.865,31,"D"
77.422,"Class2",10.985,-31.523,59.24,73,"L",37,46.62,81.677,37,"I"
22.488,"Class1",74.08,66.155,76.631,9,"Q",10,78.346,72.185,19,"U"
74.46,"Class2",14.796,13.071,91.829,47,"M",25,87.785,76.946,37,"K"
58.568,"Class2",6.147,59.771,73.658,27,"L",9,75.713,81.341,37,"H"
21.68,"Class1",76.914,62.726,43.871,27,"Q",2,71.836,58.264,10,"Z"
52.173,"Class2",18.124,NA,69.378,22,"V",56,59.824,81.512,38,"H"
39.118,"Class3",25.756,31.637,63.051,54,"D",66,51.431,27.209,31,"A"
21.162,"Class1",67.319,66.056,30.742,5,"F",6,89.318,38.19,5,"I"
42.843,"Class3",25.284,29.693,39.699,73,"U",75,27.279,22.454,25,"U"
10.602,"Class1",43.292,70.436,30.189,6,"B",7,70.344,15.825,6,"I"
69.195,"Class2",14.786,52.824,41.936,54,"L",39,85.793,81.068,37,"I"
64.019,"Class2",11.155,14.638,101.861,69,"V",19,41.963,86.907,37,"T"
21.687,"Class1",41.85,69.197,63.014,29,"F",16,71.487,24.532,8,"Y"
21.761,"Class1",48.939,NA,29.106,23,"F",22,72.946,21.425,22,"I"
75.947,"Class2",15.336,63.236,69.103,23,"L",22,96.826,76.427,38,"K"
48.114,"Class2",14.704,48.279,45.802,59,"M",41,61.898,77.215,38,"K"
44.404,"Class3",30.011,30.183,26.13,72,"X",62,41.698,21.371,24,"Q"
60.529,"Class2",11.456,58.312,49.72,34,"E",15,56.585,79.073,38,"T"
61.637,"Class2",17.684,67.958,66.323,74,"L",11,76.741,86.092,37,"T"
NA,"Class3",25.68,28.923,47.14,56,"X",75,11.729,18.897,28,"U"
64.225,"Class2",17.493,-22.331,74.781,57,"L",35,77.044,79.082,37,"I"
22.409,"Class1",53.827,72.718,19.127,32,"E",5,80.18,40.093,13,"Y"
55.857,"Class3",25.204,31.426,51.515,86,"X",77,24.638,21.583,27,"B"
15.721,"Class1",46.991,60.52,95.053,21,"E",21,65.147,22.18,4,"I"
12.215,"Class1",70.445,69.528,64.709,35,"S",13,82.895,12.578,6,"Y"
50.324,"Class2",6.719,72.142,86.444,61,"M",19,94.341,83.207,37,"I"
65.934,"Class2",13.047,71.113,57.086,22,"V",53,62.3,79.989,38,"I"
38.443,"Class3",30.511,28.508,63.472,88,"J",74,45.445,29.089,25,"Q"
NA,"Class3",31.836,27.524,106.841,76,"J",73,38.959,19.992,29,"D"
44.863,"Class3",29.038,31.501,79.137,67,"X",82,34.155,22.105,23,"A"
23.981,"Class1",70.556,71.164,-0.84,34,"S",12,79.538,44.903,13,"Z"
65.37,"Class2",13.787,37.196,83.985,35,"E",14,89.587,75.457,38,"Z"
52.116,"Class2",12.887,25.128,72.298,63,"V",33,95.133,78.055,37,"Z"
68.766,"Class2",9.096,24.094,65.304,40,"E",45,35.605,80.441,38,"Z"
51.252,"Class3",28.739,NA,38.512,73,"J",78,55.71,25.456,22,"A"
54.252,"Class2",18.421,16.29,69.694,98,"E",47,78.97,79.585,37,"I"
45.656,"Class3",29.436,31.565,84.078,63,"U",82,20.847,18.69,29,"Q"
52.599,"Class3",28.254,26.963,62.037,88,"J",62,13.014,23.439,28,"A"
53.326,"Class3",31.537,NA,71.271,69,"U",70,70.237,32.776,20,"Q"
13.549,"Class1",67.585,66.354,49.942,36,"E",2,79.746,55.822,15,"N"
21.749,"Class1",73.244,76.129,34.511,21,"B",20,87.763,54.357,21,"Y"
49.755,"Class3",25.254,27.191,69.973,55,"U",83,47.12,28.454,24,"D"
10.827,"Class1",48.433,72.109,47.004,35,"Q",10,71.577,8.528,26,"Z"
10.477,"Class1",41.385,62.434,39.696,34,"B",16,80.048,0.66,11,"I"
15.741,"Class1",73.706,66.408,24.299,37,"B",6,83.18,51.919,5,"I"
12.537,"Class1",66.633,66.613,42.985,29,"F",17,65.462,88.009,17,"Z"
53.52,"Class2",8.681,NA,67.462,34,"K",5,96.266,77.792,38,"K"
35.13,"Class3",29.292,30.046,94.233,69,"X",61,59.916,23.424,28,"D"
76.944,"Class2",14.41,55.569,46.009,79,"M",23,47.538,77.533,37,"K"
48.841,"Class2",6.342,54.79,75.311,69,"V",44,55.644,78.335,38,"H"
63.971,"Class2",10.08,-2.186,88.921,74,"E",15,79.044,80.569,38,"I"
39.047,"Class3",28.454,28.763,52.827,82,"J",67,29.955,26.27,28,"D"
42.528,"Class3",30.774,30.742,51.559,67,"X",60,50.15,15.977,28,"D"
49.544,"Class2",9.697,39.817,51.807,49,"E",22,81.523,79.708,37,"I"
44.127,"Class3",28.955,NA,45.246,91,"U",76,56.567,25.44,27,"B"
55.767,"Class2",13.891,15.692,45.484,27,"M",15,46.342,86.261,37,"I"
14.082,"Class1",58.604,NA,76.247,15,"S",23,73.692,31.199,7,"Y"
70.831,"Class2",17.409,NA,35.303,32,"M",17,63.32,77.779,37,"K"
35.043,"Class3",31.687,29.663,43.279,64,"J",67,63.777,26.923,26,"B"
20.515,"Class1",55.355,64.163,45.572,9,"Q",6,65.945,30.655,12,"Y"
73.879,"Class2",6.028,64.379,64.585,65,"E",34,53.143,86.099,37,"Z"
74.089,"Class2",9.7,28.702,52.814,33,"E",27,65.333,81.61,37,"Z"
57.394,"Class2",18.936,21.792,86.044,28,"L",48,59.438,83.734,38,"H"
34.039,"Class3",31.482,33.025,65.37,67,"D",69,32.958,22.341,29,"D"
20.99,"Class1",67.84,69.344,71.253,13,"Q",14,76.853,37.765,19,"Y"
56.852,"Class3",32.438,33.076,32.908,76,"O",67,63.047,30.154,32,"B"
16.248,"Class1",58.721,57.991,83.488,6,"E",21,76.464,31.431,23,"N"
36.502,"Class3",31.151,29.917,57.392,57,"U",69,13.058,23.318,32,"A"
53.859,"Class3",28.888,NA,70.268,57,"J",74,59.238,23.117,29,"B"
53.247,"Class3",29.021,30.835,96.559,55,"U",78,35.244,37.967,24,"D"
54.204,"Class3",31.46,28.011,33.89,89,"O",76,69.385,15.196,27,"A"
48.374,"Class2",15.196,61.223,52.744,32,"L",8,58.507,82.902,37,"H"
48.538,"Class3",26.317,30.227,64.429,73,"U",72,49.6,23.046,23,"U"
21.747,"Class1",49.834,NA,33.985,11,"E",24,79.248,35.065,13,"Z"
36.566,"Class3",27.283,27.831,83.616,66,"O",81,48.355,20.137,24,"A"
NA,"Class3",30.186,30.158,82.284,70,"X",81,68.8,22.759,25,"Q"
40.829,"Class3",27.494,31.585,61.232,79,"O",65,37.372,20.981,26,"U"
71.43,"Class2",12.617,66.708,61.716,65,"E",28,71.268,81.284,38,"Z"
47.653,"Class3",29.177,28.228,37.081,85,"O",75,54.288,25.757,32,"B"
66.154,"Class2",17.438,38.016,74.366,37,"E",18,51.838,82.623,37,"I"
55.939,"Class3",32.779,30.876,49.953,65,"J",74,19.196,12.768,20,"Q"
55.514,"Class3",28.154,31.715,73.553,80,"U",81,35.273,23.57,24,"Q"
34.844,"Class3",27.317,32.867,73.45,54,"X",82,41.796,28.335,20,"B"
49.194,"Class3",28.269,28.922,65.443,64,"O",82,57.168,20.011,25,"A"
73.492,"Class2",13.63,29.257,71.269,45,"L",56,66.366,78.952,37,"T"
21.855,"Class1",77.358,64.341,52.951,21,"E",11,80.947,4.224,13,"Z"
21.987,"Class1",72.021,64.192,57.957,2,"F",19,73.002,34.938,16,"Y"
56.068,"Class3",32.293,33.16,85.362,66,"U",83,22.527,26.018,23,"D"
10.746,"Class1",45.113,72.506,43.136,10,"E",16,68.298,39.051,10,"I"
37.668,"Class3",29.825,32.024,53.28,79,"O",84,7.335,19.202,27,"D"
53.266,"Class2",10.103,55.037,51.452,36,"K",49,56.311,79.63,38,"T"
23.821,"Class1",60.959,59.672,6.44,20,"Q",13,83.83,25.035,10,"Z"
23.602,"Class1",60.432,65.32,50.294,10,"B",23,72.952,62.708,6,"N"
39.57,"Class3",31.749,28.661,75.811,89,"X",70,9.337,21.274,30,"D"
51.885,"Class2",15.723,88.162,106.859,26,"E",53,63.404,77.536,38,"H"
40.558,"Class3",31.543,27.552,35.039,73,"D",60,50.567,33.151,25,"A"
NA,"Class3",31.665,29.902,89.775,82,"U",74,22.493,23.722,26,"A"
23.42,"Class1",41.748,56.357,44.471,13,"Q",8,89.696,31.246,10,"Z"
52.46,"Class3",31.757,30.681,54.614,83,"U",83,34.669,33.68,26,"D"
63.929,"Class2",13.06,54.332,117.174,77,"L",43,57.081,80.985,38,"H"
45.863,"Class3",31.56,33.019,53.902,91,"X",79,12.859,18.82,21,"D"
35.7,"Class3",29.248,31.595,67.645,56,"D",76,12.817,26.676,24,"Q"
20.588,"Class1",47.974,65.629,9.613,18,"S",19,65.888,18.286,20,"I"
74.008,"Class2",17.082,28.702,96.335,22,"V",46,38.904,81.657,38,"H"
11.844,"Class1",53.573,70.083,28.155,26,"F",12,70.032,45.59,5,"N"
12.539,"Class1",57.914,60.999,58.15,26,"E",5,75.341,38.444,19,"U"
56.765,"Class3",28.531,32.183,97.178,54,"X",63,22.147,33.825,31,"Q"
53.112,"Class3",30.856,30.835,48.719,92,"D",75,38.448,27.37,27,"Q"
NA,"Class3",28.985,31.96,32.967,93,"J",61,57.51,29.29,26,"A"
52.921,"Class3",28.053,30.742,68.809,82,"D",73,53.161,18.648,25,"B"
12.749,"Class1",51.237,69.398,40.367,2,"F",13,78.867,16.592,25,"I"
17.823,"Class1",54.564,56.81,78.509,24,"F",17,73.368,9.251,21,"N"
18.353,"Class1",66.204,74.636,30.186,5,"F",6,63.511,19.12,15,"Y"
61.314,"Class2",9.499,130.874,85.489,46,"E",24,74.195,81.659,37,"T"
37.829,"Class3",25.479,27.235,74.196,71,"D",84,52.139,32.287,24,"D"
50.47,"Class2",7.973,37.455,47.554,53,"M",34,89.53,83.022,37,"I"
18.517,"Class1",58.697,70.644,52.024,16,"F",3,67.238,19.537,6,"N"
21.295,"Class1",47.341,74.874,53.422,10,"F",11,77.362,59.91,21,"N"
18.831,"Class1",65.508,63.687,-5.686,17,"S",2,66.976,109.786,24,"Z"
47.912,"Class3",29.82,27.81,50.745,77,"U",63,9.011,21.58,24,"U"
NA,"Class3",29.497,28.625,21.558,85,"U",73,56.344,20.368,21,"A"
23.939,"Class1",67.054,55.9,67.164,37,"Q",13,71.412,69.174,7,"Y"
19.609,"Class1",46.83,57.203,18.509,23,"B",19,85.018,66.864,18,"U"
22.481,"Class1",57.947,69.357,34.796,35,"S",16,77.102,70.557,18,"I"
NA,"Class3",26.932,28.601,103.897,93,"D",81,29.543,22.628,32,"Q"
19.383,"Class1",65.681,60.678,83.84,35,"Q",21,87.543,40.349,25,"U"
67.143,"Class2",16.29,8.339,55.327,26,"K",50,92.643,85.114,37,"T"
NA,"Class3",27.331,31.278,28.118,63,"U",75,57.717,25.9,23,"D"
73.552,"Class2",15.087,68.867,68.161,45,"V",38,96.197,79.989,38,"Z"
37.825,"Class3",26.297,29.109,46.182,80,"D",78,65.591,28.256,22,"A"
19.898,"Class1",58.007,63.243,36.64,23,"E",21,87.45,29.4,25,"Z"
17.538,"Class1",51.606,68.198,80.528,17,"E",19,79.6,10.663,24,"Z"
48.306,"Class2",16.117,45.206,90.87,66,"K",37,59.885,87.586,37,"H"
52.256,"Class2",17.398,55.025,54.89,65,"K",15,63.535,80.535,38,"T"
23.935,"Class1",47.14,67.797,64.159,22,"F",10,75.767,56.754,12,"U"
44.403,"Class3",27.784,30.25,70.272,66,"D",68,48.038,38.247,26,"U"
15.325,"Class1",55.827,62.814,23.252,4,"S",6,66.361,70.933,12,"I"
51.725,"Class2",11.105,24.204,110.863,84,"E",53,76.886,82.958,38,"H"
18.004,"Class1",60.795,74.993,20.739,33,"F",18,67.637,33.691,6,"Y"
12.386,"Class1",70.792,69.983,34.14,19,"E",22,82.094,-25.81,10,"I"
76.509,"Class2",16.713,85.351,65.233,60,"E",56,54.493,87.17,37,"Z"
12.761,"Class1",60.297,61.82,44.927,18,"B",9,87.606,67.336,4,"N"
49.695,"Class3",29.308,31.526,33.603,60,"J",81,57.814,35.657,22,"D"
52.072,"Class2",6.819,34.471,70.326,80,"L",18,96.805,79.215,38,"T"
18.3,"Class1",49.625,62.082,47.395,2,"F",24,78.16,37.263,10,"N"
53.736,"Class3",31.03,27.719,67.051,92,"D",77,14.007,17.294,26,"B"
70.245,"Class2",7.961,NA,73.688,37,"E",12,41.439,78.691,38,"K"
13.003,"Class1",45.419,64.266,65.575,29,"E",3,75.098,45.888,4,"Z"
43.884,"Class3",27.341,28.958,54.262,57,"J",84,38.31,24.58,27,"U"
10.626,"Class1",56.436,68.306,39.021,15,"S",16,73.879,26.671,9,"N"
46.554,"Class3",28.351,29.623,32.214,73,"U",66,23.53,30.466,32,"B"
20.855,"Class1",76.445,67.422,26.506,39,"B",19,63.242,44.527,8,"Z"
62.259,"Class2",9.556,69.855,72.351,90,"K",13,67.776,88.559,37,"K"
38.326,"Class3",30.647,32.047,46.789,75,"J",76,60.501,12.755,28,"A"
38.526,"Class3",26.768,29.674,43.225,87,"J",67,39.171,21.653,26,"B"
50.17,"Class2",12.82,55.188,61.372,64,"K",58,85.29,78.607,37,"T"
67.818,"Class2",18.284,53.065,90.508,41,"E",39,61.778,79.69,37,"H"
14.338,"Class1",53.135,63.896,31.53,38,"S",10,74.977,42.253,21,"U"
49.688,"Class3",31.646,32.075,84.661,70,"O",62,60.216,31.538,20,"Q"
55.103,"Class2",9.424,107.121,60.663,53,"L",57,72.179,81.156,38,"H"
38.326,"Class3",30.675,32.379,52.873,58,"D",68,29.606,28.584,28,"B"
60.263,"Class2",11.283,6.914,79.339,61,"E",49,66.645,80.381,38,"T"
74.555,"Class2",18.272,54.456,87.743,24,"V",15,43.898,79.535,38,"I"
63.973,"Class2",12.739,22.653,61.68,65,"K",49,37.321,74.904,37,"Z"
71.114,"Class2",17.646,-31.777,77.91,49,"V",55,73.203,76.984,38,"K"
15.582,"Class1",42.704,67.657,75.664,9,"Q",5,74.438,42.044,5,"Z"
20.477,"Class1",59.202,58.809,92.648,27,"B",2,65.736,43.141,5,"I"
10.446,"Class1",42.239,63.034,56.855,27,"B",5,69.148,71.768,6,"Y"
50.799,"Class3",25.424,32.531,59.075,56,"J",74,61.12,32.637,26,"B"
11.799,"Class1",51.688,69.213,5.107,26,"Q",6,73.511,25.453,11,"I"
13.172,"Class1",73.661,NA,60.756,23,"S",22,80.446,17.094,7,"Z"
16.685,"Class1",64.781,67.751,67.894,24,"S",17,72.548,65.801,7,"U"
55.204,"Class2",12.263,4.968,42.361,75,"L",24,65.82,83.662,38,"I"
11.954,"Class1",58.277,61.176,49.962,16,"E",4,81.037,24.955,18,"Z"
51.395,"Class3",28.438,30.56,44.07,72,"O",70,63.069,27.037,32,"Q"
46.886,"Class3",27.573,27.315,81.253,81,"O",71,65.13,21.791,24,"Q"
21.008,"Class1",69.946,78.412,56.833,19,"E",4,83.909,38.999,13,"Y"
13.083,"Class1",57.378,68.571,52.19,20,"Q",11,67.782,47.129,18,"Z"
15.734,"Class1",44.5,70.161,35.552,14,"E",17,70.596,77.681,4,"Y"
46.176,"Class3",28.213,29.424,120.305,91,"D",75,37.745,24.709,26,"U"
39.334,"Class3",25.403,33.108,48.698,70,"D",74,10.502,29.619,26,"U"
37.92,"Class3",26.481,31.374,57.025,85,"X",82,30.763,29.767,24,"U"
54.087,"Class3",27.9,28.528,74.216,75,"J",63,8.295,28.865,25,"Q"
17.436,"Class1",77.823,72.03,25.026,7,"E",5,83.136,56.535,11,"N"
44.859,"Class3",32.573,31.278,78.082,66,"O",80,47.904,22.076,29,"A"
52.769,"Class2",6.373,20.349,49.477,56,"M",46,37.775,80.571,38,"Z"
49.484,"Class3",28.011,31.435,68.103,73,"X",73,26.864,24.268,29,"B"
36.434,"Class3",25.708,28.713,74.904,87,"O",63,58.965,34.924,27,"Q"
NA,"Class2",10.977,27.048,71.762,93,"M",23,81.246,81.487,38,"K"
74.919,"Class2",14.305,12.634,85.319,85,"K",31,78.149,75.595,38,"I"
70.032,"Class2",16.289,20.558,69.519,85,"E",29,45.844,82.68,38,"Z"
34.874,"Class3",30.371,30.538,52.246,81,"D",81,58.462,20.844,31,"Q"
51.453,"Class2",11.842,11.958,59.038,38,"K",22,72.211,84.329,38,"I"
24.909,"Class1",61.998,62.628,88.997,5,"S",21,70.459,80.806,8,"Z"
NA,"Class1",41.618,69.476,65.701,17,"B",22,89.843,42.323,26,"Y"
37.291,"Class3",25.287,30.392,65.295,71,"X",81,10.963,33.598,28,"Q"
23.797,"Class1",66.232,70.591,1.551,30,"F",18,85.737,3.312,20,"I"
51.459,"Class3",32.678,28.5,60.439,67,"J",60,10.303,16.574,23,"B"
47.588,"Class3",25.182,32.91,31.3,85,"O",72,21.631,6.447,21,"B"
76.777,"Class2",16.365,3.017,32.573,76,"V",14,86.427,84.114,37,"T"
67.754,"Class2",18.402,70.878,86.875,65,"M",22,85.563,82.29,37,"T"
52.181,"Class3",25.426,31.653,15.636,81,"J",61,36.176,36.266,25,"U"
14.285,"Class1",65.383,67.896,60.864,28,"B",21,84.374,22.412,6,"Z"
55.732,"Class3",30.016,NA,85.483,75,"J",83,58.809,31.006,29,"Q"
45.36,"Class3",29.026,30.658,73.24,61,"J",78,16.659,19.363,28,"A"
21.705,"Class1",44.152,74.429,90.693,10,"Q",8,80.127,32.671,14,"I"
23.653,"Class1",69.034,70.062,-19,10,"F",2,77.326,77.926,16,"Y"
77.269,"Class2",10.966,41.036,44.57,68,"M",31,38.189,78.276,37,"H"
49.653,"Class2",15.806,81.682,90.281,74,"L",17,49.028,78.488,38,"I"
36.493,"Class3",27.584,32.095,22.688,63,"U",83,63.575,31.521,20,"Q"
55.584,"Class2",18.85,60.554,72.771,35,"K",38,38.161,85.279,37,"K"
17.682,"Class1",58.932,64.236,63.658,37,"S",3,72.529,52.488,20,"U"
50.89,"Class2",6.366,44.259,76.802,27,"E",48,70.121,85.599,37,"T"
52.148,"Class2",13.988,52.236,69.073,57,"M",18,48.854,79.109,37,"K"
18.006,"Class1",43.528,80.579,11.995,24,"E",5,68.972,50.564,18,"Z"
18.706,"Class1",75.326,57.398,60.857,7,"B",21,65.429,46.817,19,"Z"
18.432,"Class1",71.189,67.515,37.958,18,"B",3,66.685,0.129,16,"Z"
17.497,"Class1",68.742,NA,30.722,18,"F",21,80.353,51.724,8,"U"
72.297,"Class2",17.941,19.467,93.089,29,"M",20,70.62,71.616,38,"H"
24.673,"Class1",54.13,63.699,24.205,7,"B",23,74.064,35.644,8,"U"
71.792,"Class2",15.651,30.368,50.493,62,"M",20,67.482,78.326,38,"H"
10.47,"Class1",63.102,63.513,68.674,33,"F",15,66.518,31.807,24,"Z"
59.809,"Class2",13.274,75.83,77.096,74,"K",51,96.056,78.091,37,"T"
24.21,"Class1",57.831,69.128,24.839,5,"F",4,79.639,75.249,7,"U"
67.391,"Class2",15.425,52.19,64.855,96,"K",31,49.361,78.628,37,"T"
24.132,"Class1",74.5,67.542,22.874,37,"Q",15,75.915,54.385,5,"I"
57.26,"Class2",13.276,58.305,52.561,84,"E",11,49.935,79.2,37,"T"
74.985,"Class2",11.579,53.08,68.271,43,"M",30,56.634,76.949,38,"I"
62.36,"Class2",9.108,35.404,65.806,85,"V",40,95.247,79.581,37,"H"
20.202,"Class1",49.174,63.795,39.354,16,"S",11,70.618,89.034,15,"Z"
39.262,"Class3",29.247,28.564,54.01,92,"J",82,34.052,6.934,25,"D"
44.878,"Class3",32.651,30.059,-2.625,76,"O",76,10.706,22.829,28,"A"
36.564,"Class3",32.49,30.509,93.431,80,"O",81,51.825,24.234,26,"U"
63.869,"Class2",7.324,87.746,85.244,69,"E",27,59.645,84.116,38,"Z"
61.605,"Class2",7.845,74.568,78.778,83,"L",11,97.704,81.88,37,"T"
20.671,"Class1",42.68,75.141,57.497,18,"B",24,72.134,-20.791,21,"N"
48.967,"Class2",16.002,79.406,79.342,28,"K",20,81.316,81.519,38,"Z"
NA,"Class1",64.39,63.944,60.324,32,"F",14,69.817,59.288,9,"I"
48.839,"Class3",28.883,31.262,14.118,80,"X",61,51.931,36.967,31,"B"
49.63,"Class2",16.201,45.633,93.917,77,"L",36,60.251,78.818,37,"Z"
40.258,"Class3",31.243,34.885,69.784,65,"X",60,15.013,13.847,26,"A"
13.487,"Class1",44.934,68.986,43.633,3,"B",22,71.714,17.683,16,"Z"
56.82,"Class3",25.418,33.047,80.673,74,"X",68,51.165,22.815,23,"B"
18.971,"Class1",64.989,64.614,64.883,2,"Q",19,74.589,46.423,14,"Z"
52.068,"Class2",16.191,39.323,58.966,48,"M",56,92.977,76.468,38,"I"
72.591,"Class2",7.139,37.771,74.771,40,"E",31,59.55,79.477,37,"Z"
NA,"Class3",27.311,29.466,53.982,61,"O",65,47.159,34.018,32,"A"
13.511,"Class1",67.154,74.523,37.711,39,"Q",16,65.276,28.441,15,"I"
59.692,"Class2",6.861,61.949,66.229,25,"V",41,37.225,80.922,38,"I"
19.139,"Class1",59.105,75.831,27.173,4,"E",4,81.161,3.712,21,"Z"
55.295,"Class2",18.883,47.38,73.535,39,"L",53,50.869,82.965,38,"Z"
23.405,"Class1",67.426,61.193,52.789,34,"B",10,73.392,30.249,7,"U"
23.191,"Class1",68.888,68.582,24.62,18,"S",24,66.267,32.419,20,"I"
34.662,"Class3",29.9,30.529,48.301,78,"U",74,34.613,16.21,32,"B"
52.475,"Class2",6.884,94.293,54.076,64,"E",13,61.749,83.774,37,"H"
22.012,"Class1",65.717,64.848,58.999,27,"F",13,80.365,38.506,19,"U"
57.648,"Class2",6.588,47.474,79.346,46,"E",14,88.641,82.494,38,"Z"
76.915,"Class2",17.968,48.858,77.802,36,"L",13,62.111,80.142,38,"T"
49.181,"Class3",28.033,29.323,56.395,56,"J",65,43.683,24.443,27,"U"
23.678,"Class1",47.356,71.313,34.312,15,"E",4,65.935,59.5,11,"Y"
51.297,"Class3",27.677,29.813,77.281,70,"O",83,39.015,13.218,24,"B"
52.695,"Class3",31.886,28.243,31.888,62,"U",71,17.486,29.879,28,"U"
20.466,"Class1",44.797,74.007,-16.327,38,"S",22,73.231,57.549,17,"Y"
42.253,"Class3",25.787,27.321,61.61,67,"O",73,30.505,24.777,27,"A"
46.618,"Class3",30.411,30.709,54.734,74,"O",74,62.367,31.499,21,"D"
58.062,"Class2",14.081,25.804,65.611,77,"E",49,75.551,79.458,38,"I"
16.71,"Class1",72.385,69.527,85.873,24,"S",7,68.473,89.251,19,"U"
NA,"Class1",62.076,66.911,39.975,34,"B",18,81.191,58.939,12,"Z"
52.862,"Class3",26.125,28.95,75.681,80,"J",66,26.122,30.354,23,"A"
34.127,"Class3",29.941,31.374,21.399,74,"O",79,37.918,38.428,24,"Q"
41.218,"Class3",32.546,30.86,46.853,90,"J",82,50.622,15.069,27,"B"
55.981,"Class3",25.622,31.716,89.007,79,"D",74,32.377,17.206,22,"U"
15.123,"Class1",48.567,NA,0.794,15,"F",23,86.803,-10.228,8,"U"
50.409,"Class3",30.063,32.071,31.483,89,"U",62,33.673,13.571,32,"A"
38.935,"Class3",31.257,29.18,73.484,77,"O",82,70.324,25.592,31,"D"
58.893,"Class2",18.691,47.602,54.955,86,"V",14,58.451,78.044,38,"T"
16.958,"Class1",76.097,66.091,65.585,36,"E",4,64.585,110.877,20,"Z"
10.638,"Class1",77.575,66.005,39.523,4,"S",22,83.946,53.576,9,"U"
56.558,"Class3",28.78,32.647,61.416,67,"X",64,69.41,36.22,25,"A"
16.876,"Class1",46.87,69.317,62.703,7,"E",7,68.16,53.396,17,"Y"
23.184,"Class1",48.643,67.681,52.522,5,"Q",5,74.744,24.508,7,"Z"
NA,"Class3",31.28,NA,55.923,68,"J",72,59.178,29.258,29,"A"
19.99,"Class1",53.926,67.651,5.839,24,"E",16,65.633,-16.972,11,"Y"
12.017,"Class1",57.727,69.871,48.029,15,"B",11,63.34,72.906,25,"U"
14.387,"Class1",47.265,60.23,40.088,9,"F",2,71.76,27.627,9,"N"
58.284,"Class2",13.605,35.938,68.731,65,"E",38,90.009,83.09,37,"T"
13.213,"Class1",49.387,61.807,54.001,9,"F",23,85.37,47.845,12,"N"
17.234,"Class1",70.199,69.767,4.749,19,"S",19,83.574,56.195,18,"I"
38.068,"Class3",31.395,32.39,107.237,65,"U",75,29.352,23.143,26,"B"
13.894,"Class1",63.995,58.543,28.744,22,"E",3,78.191,36.191,22,"I"
72.279,"Class2",14.492,49.943,57.791,41,"V",31,87.124,84.385,38,"T"
NA,"Class1",68.602,67.612,55.222,7,"E",7,64.228,47.148,17,"N"
57.972,"Class2",12.777,48.88,70.908,44,"M",36,61.62,79.418,38,"K"
48.553,"Class2",10.614,79.83,77.02,76,"L",32,96.127,83.116,38,"Z"
46.284,"Class3",32.144,31.135,38.197,80,"D",84,22.66,24.465,24,"A"
66.428,"Class2",8.755,47.643,72.744,48,"E",50,55.42,82.176,37,"I"
11.585,"Class1",65.177,60.231,20.757,8,"B",10,78.207,58.259,9,"Y"
