"D1","D2","D3","D4","D5","D6","Output3","D7","D8","D9","D10","D11"
59.057,44.423,72.1,28.78,30,67.565,"Class1",73.87,"A",29,"M",10
53.46,42.804,37.1,18.91,50,NA,"Class5",94.567,"S",83,"E",93
69.486,67.654,46.298,17.832,39,67.063,"Class5",98.43,"A",86,"D",63
39.294,83.508,28.325,63.422,45,38.258,"Class2",82.489,"Q",42,"V",62
28.536,83.265,32.12,63.896,49,32.196,"Class2",32.627,"Q",55,"V",65
84.436,89.948,77.269,69.619,25,69.754,"Class3",44.753,"H",80,"E",11
28.211,83.749,35.044,64.807,34,24.962,"Class2",77.655,"Q",81,"T",61
31.527,83.462,30.607,62.105,32,54.083,"Class2",36.102,"A",70,"H",52
81.252,91.326,79.391,69.529,38,NA,"Class3",71.297,"L",39,"S",17
27.482,21.138,63.805,23.601,34,60.142,"Class1",59.649,"M",33,"M",26
44.232,75.944,69.641,85.566,20,64.583,"Class1",47.708,"Z",30,"P",50
41.764,92.184,59.8,53.425,22,68.446,"Class1",49.321,"S",33,"M",9
50.375,82.941,60.833,43.251,23,66.489,"Class1",49.261,"Z",28,"P",19
81.819,67.56,49.177,26.4,34,63.664,"Class5",85.331,"Y",86,"A",66
12.713,83.224,22.736,64.362,48,63.526,"Class2",71.208,"F",62,"H",57
89.629,85.665,81.169,69.415,32,51.576,"Class3",45.038,"A",78,"A",21
96.54,45.225,47.069,13.252,38,70.985,"Class5",93.551,"A",86,"N",66
50.957,60.573,62.924,22.38,24,65.562,"Class1",56.962,"M",28,"W",12
73.909,69.73,37.645,37.145,48,64.06,"Class5",93.862,"S",79,"A",77
76.715,48.019,26.14,70.122,85,55.839,"Class4",72.34,"P",62,"Z",17
33.608,83.449,30.948,63.111,29,44.309,"Class2",46.18,"Q",56,"T",56
59.186,71.456,57.182,28.363,38,67.859,"Class1",57.897,"A",32,"Q",30
52.66,80.926,80.497,70.094,38,5.443,"Class3",83.098,"M",64,"S",14
94.008,64.576,53.603,29.802,34,68.563,"Class5",90.213,"W",86,"N",98
56.147,53.68,50.315,16.941,52,73.56,"Class5",84.092,"A",78,"E",90
27.416,67.044,58.518,48.153,27,71.123,"Class1",74.831,"M",28,"W",21
51.325,85.04,74.244,68.092,47,51.999,"Class3",61.973,"M",81,"M",24
83.375,58.813,52.087,22.148,59,67.002,"Class5",88.179,"W",86,"A",65
17.477,25.458,62.363,22.856,22,63.832,"Class1",47.138,"S",29,"P",24
51.847,87.582,83.439,71.25,39,65.004,"Class3",94.23,"H",49,"A",35
79.441,85.429,71.269,69.917,57,48.892,"Class3",51.392,"M",59,"S",43
80.912,73.901,78.7,69.938,33,35.274,"Class3",56.061,"M",51,"K",36
71.687,74.003,86.328,68.194,53,56.03,"Class3",93.54,"V",72,"M",29
34.279,83.649,39.572,64.372,51,64.007,"Class2",46.308,"Q",57,"V",61
10.072,50.08,63.365,70.002,32,61.793,"Class4",69.539,"X",65,"C",41
45.312,43.482,63.165,34,37,72.875,"Class1",92.306,"M",30,"M",43
84.125,55.211,46.642,23.271,40,71.931,"Class5",84.672,"S",82,"N",76
54.804,93.148,92.447,68.309,43,59.246,"Class3",78.169,"L",40,"A",40
70.688,51.676,35.178,70.258,56,69.435,"Class4",77.88,"V",79,"Z",48
38.962,83.362,42.85,62.925,29,31.517,"Class2",51.967,"F",62,"F",65
80.702,80.049,78.405,69.063,39,86.407,"Class3",68.25,"L",67,"A",30
69.857,55.097,47.905,25.38,60,72.46,"Class5",89.296,"W",77,"A",88
22.158,75.337,63.637,6.215,23,71.501,"Class1",47.612,"A",29,"P",15
34.461,83.11,43.089,64.198,39,17.673,"Class2",71.088,"B",53,"J",52
7.587,47.198,79.329,69.116,44,68.898,"Class4",78.772,"V",59,"D",35
89.598,63.122,36.497,24.594,NA,72.082,"Class5",88.813,"A",81,"N",77
61.503,55.895,29.6,21.029,38,72.164,"Class5",94.413,"C",87,"E",97
80.493,83.004,80.19,69.83,57,72.272,"Class3",30.494,"M",67,"K",37
60.042,78.39,59.802,56.862,38,64.049,"Class1",75.608,"A",31,"W",15
31.617,52.896,54.509,70.577,97,63.332,"Class4",88.416,"X",80,"I",14
62.543,47.035,54.047,70.069,62,39.953,"Class4",66.601,"V",65,"I",57
32.719,83.077,23.22,64.297,49,40.959,"Class2",58.145,"A",28,"J",59
63.949,47.427,83.35,70.756,36,23.809,"Class4",69.751,"L",61,"I",55
94.405,52.732,50.174,28.793,57,71.074,"Class5",92.437,"A",82,"D",77
72.954,41.907,42.564,20.178,40,69.007,"Class5",97.874,"C",85,"E",98
31.872,47.223,81.832,69.661,73,NA,"Class4",77.821,"P",63,"Z",5
77.18,67.734,44.048,14.045,36,69.842,"Class5",89.286,"Y",82,"N",99
77.858,73.778,79.251,68.899,52,83.057,"Class3",90.376,"A",72,"K",38
73.123,75.088,83.367,70.213,39,65.837,"Class3",78.925,"M",52,"E",16
84.591,51.2,19.828,70.431,91,75.66,"Class4",79.4,"I",73,"Z",24
56.759,49.868,53.204,27.636,44,66.406,"Class5",97.229,"S",81,"N",73
33.043,44.605,60.516,28.516,NA,65.417,"Class1",80.517,"S",31,"M",45
47.691,55.878,51.772,32.935,41,68.574,"Class5",98.226,"S",84,"F",61
37.696,83.871,35.805,62.229,31,23.411,"Class2",34.09,"Q",44,"T",59
23.636,83.468,28.443,65.317,50,50.889,"Class2",34.151,"Q",58,"J",54
31.097,24.406,67.957,28.918,21,62.728,"Class1",74.764,"M",32,"Q",39
72.853,52.191,57.481,68.863,30,47.903,"Class4",75.074,"L",59,"C",61
54.427,49.103,38.652,70.042,100,80.212,"Class4",80.601,"L",75,"C",59
21.806,83.732,23.127,63.672,53,13.882,"Class2",85.057,"P",64,"T",62
60.306,83.153,67.611,69.294,67,37.575,"Class3",53.837,"V",55,"M",39
18.722,51.565,37.846,69.4,54,74.933,"Class4",80.522,"P",45,"Y",26
20.253,83.487,26.34,62.444,33,42.853,"Class2",65.356,"B",41,"H",62
88.187,50.506,74.017,69.871,100,NA,"Class4",75.715,"V",46,"Y",66
31.76,83.048,32.005,63.189,50,37.186,"Class2",51.66,"A",39,"J",60
58.426,58.585,61.466,33.352,32,64.085,"Class1",46.956,"H",33,"V",47
71.325,48.113,29.589,69.792,38,68.354,"Class4",91.132,"L",78,"Z",56
62.519,51.166,47.064,23.203,42,69.479,"Class5",84.581,"Y",85,"N",81
71.248,54.831,36.909,12.262,45,NA,"Class5",96.463,"W",82,"F",57
43.976,83.188,28.107,64.189,51,72.031,"Class2",42.475,"B",73,"H",59
22.98,83.899,20.302,65.074,36,51.586,"Class2",62.859,"B",71,"J",54
30.671,83.267,31.538,63.877,35,54.729,"Class2",38.653,"B",40,"V",59
12.017,83.007,35.866,64.322,35,45.295,"Class2",63.63,"Q",46,"V",53
83.613,93.9,76.389,69.128,27,38.907,"Class3",55.981,"H",73,"A",33
11.802,48.469,26.975,69.489,79,61.195,"Class4",86.021,"V",50,"I",19
42.102,83.578,32.293,65.066,44,36.212,"Class2",73.42,"A",53,"T",55
71.852,80.085,84.095,69.564,52,-1.732,"Class3",33.275,"V",74,"K",30
46.066,99.269,85.757,70.306,54,10.192,"Class3",23.078,"M",44,"M",24
34.818,83.995,26.127,62.704,32,41.318,"Class2",63.366,"Q",51,"H",63
36.889,83.09,28.752,63.31,30,52.114,"Class2",73.476,"P",39,"V",61
90.069,52.299,91.12,69.907,83,58.638,"Class4",87.528,"I",57,"I",18
67.589,50.811,42.962,69.672,85,32.673,"Class4",69.406,"X",68,"I",7
68.217,77.309,78.577,70.543,28,30.463,"Class3",32.784,"M",43,"K",8
49.592,34.832,57.104,31.052,33,62.235,"Class1",86.427,"A",31,"W",19
57.994,92.232,87.475,70.372,66,NA,"Class3",76.508,"H",54,"S",37
70.17,51.307,32.812,71.447,48,38.737,"Class4",65.285,"L",71,"C",52
49.676,93.455,78.568,69.486,65,49.122,"Class3",21.336,"V",53,"K",16
41.189,83.996,32.015,62.355,51,NA,"Class2",51.554,"Q",67,"J",55
48.434,49.911,95.574,69.885,71,85.417,"Class4",77.126,"X",83,"C",28
42.413,85.616,69.312,3.266,NA,63.696,"Class1",70.19,"M",33,"V",8
46.305,94.063,76.63,70.722,28,57.525,"Class3",72.069,"V",67,"E",33
30.923,83.311,20.788,63.174,NA,43.389,"Class2",36.487,"B",70,"V",64
63.578,86.183,81.934,69.584,57,32.754,"Class3",21.109,"V",73,"E",32
19.077,75.892,56.189,-5.384,27,69.205,"Class1",51.285,"S",34,"M",50
92.008,98.356,72.329,71.058,33,40.504,"Class3",74.287,"A",55,"E",26
66.701,81.765,76.829,68.523,37,90.567,"Class3",91.301,"L",65,"S",17
37.339,83.811,29.262,62.64,48,38.21,"Class2",58.034,"F",48,"J",62
59.701,49.083,2.48,70.001,47,78.083,"Class4",88.642,"V",56,"I",22
66.483,38.479,33.688,19.968,44,66.721,"Class5",91.911,"C",87,"F",58
39.828,83.277,9.157,64.045,NA,31.332,"Class2",53.54,"B",65,"V",55
47.676,67.124,33.115,31.54,35,65.019,"Class5",98.802,"C",84,"F",70
17.76,83.26,19.787,62.682,29,36.767,"Class2",68.689,"P",34,"F",51
33.974,83.175,37.231,63.79,39,63.318,"Class2",42.713,"B",46,"J",60
31.525,51.137,36.045,69.138,97,34.875,"Class4",64.285,"P",76,"Y",12
34.605,43.058,60.699,21.224,28,71.764,"Class1",87.77,"Z",34,"V",16
34.111,70.33,71.357,52.032,35,68.171,"Class1",46.6,"Z",29,"W",9
92.826,69.867,40.92,23.099,43,74.277,"Class5",93.041,"W",87,"E",77
60.491,46.12,44.634,23.352,39,70.894,"Class5",85.659,"A",83,"D",84
71.926,79.501,81.192,69.567,39,56.822,"Class3",35.433,"V",77,"E",25
80.626,53.974,50.664,14.635,60,71.088,"Class5",94.486,"W",86,"A",62
86.843,46.192,44.879,24.405,39,67.687,"Class5",84.596,"S",85,"A",77
52.146,65.854,56.812,36.709,31,73.751,"Class1",83.692,"S",34,"Q",38
69.608,88.696,81.535,69.775,31,60.96,"Class3",32.73,"M",58,"K",43
18.747,83.249,28.089,63.498,52,34.174,"Class2",33.099,"Q",74,"H",57
36.751,89.774,69.087,-22.479,29,64.333,"Class1",73.281,"A",33,"W",41
32.542,49.388,45.8,70.651,55,43.102,"Class4",92.368,"X",67,"Z",43
87.842,45.308,42.473,23.691,59,68.181,"Class5",85.545,"A",82,"F",86
35.506,19.008,60.607,32.177,28,66.129,"Class1",50.992,"S",29,"Q",28
76.727,50.272,36.554,70.986,24,32.314,"Class4",66.572,"X",82,"D",45
30.927,33.663,61.407,24.563,24,71.045,"Class1",90.814,"S",34,"Q",37
64.486,64.965,36.849,29.014,40,68.536,"Class5",93.023,"W",87,"N",80
88.249,64.406,41.944,15.423,34,70.303,"Class5",90.985,"A",78,"N",84
36.461,83.407,42.501,63.901,NA,62.057,"Class2",36.351,"B",53,"T",54
48.647,64.335,69.195,83.516,26,68.818,"Class1",68.796,"Z",31,"W",27
96.668,57.321,40.874,19.78,NA,68.742,"Class5",88.524,"C",79,"N",57
26.563,85.97,73.197,55.851,31,71.094,"Class1",86.089,"S",31,"V",18
20.655,49.756,51.19,69.983,65,72.73,"Class4",88.524,"I",77,"D",33
76.146,44.977,38.66,21.614,49,63.017,"Class5",86.338,"W",87,"A",72
18.352,83.233,36.73,63.717,41,25.188,"Class2",84.416,"F",64,"T",65
18.271,83.199,46.064,64.067,47,16.03,"Class2",70.856,"P",52,"F",63
26.425,83.252,33.953,63.937,40,50.734,"Class2",34.279,"P",29,"V",50
83.958,66.25,29.267,22.611,58,71.931,"Class5",92.042,"A",77,"D",57
61.254,87.239,69.308,68.384,49,18.508,"Class3",38.654,"A",44,"E",14
14.557,83.867,31.669,65.11,37,46.662,"Class2",61.833,"P",74,"V",52
50.342,90.756,67.28,5.99,26,66.612,"Class1",57.779,"H",33,"M",50
84.157,67.02,39.057,34.051,38,68.639,"Class5",85.751,"Y",82,"N",95
77.871,63.867,48.6,36.506,37,70.859,"Class5",85.784,"S",78,"F",93
64.242,89.656,84.144,70.183,32,19.262,"Class3",90.696,"V",71,"A",41
56.346,62.042,38.222,19.948,37,66.941,"Class5",96.8,"Y",78,"F",60
68.301,94.921,78.582,69.653,66,66.393,"Class3",52.028,"H",67,"M",16
59.939,49.313,64.683,69.239,75,41.026,"Class4",63.599,"X",56,"D",11
67.308,88.497,83.632,70.38,56,88.588,"Class3",28.786,"V",64,"S",23
72.946,50.572,36.174,70.398,46,72.757,"Class4",75.285,"L",54,"Y",5
70.784,68.059,32.852,26.9,33,69.204,"Class5",89.26,"A",80,"D",62
35.803,83.912,24.481,64.558,39,52.303,"Class2",83.276,"Q",32,"F",64
63.637,78.232,78.407,70.166,32,76.54,"Class3",81.78,"M",48,"A",30
80.861,41.466,42.896,23.771,50,72.517,"Class5",95.564,"C",84,"F",62
27.985,47.919,73.703,69.01,24,53.936,"Class4",89.625,"V",82,"D",66
43.144,51.87,1.783,69.965,50,77.386,"Class4",93.07,"L",67,"Z",31
53.448,44.075,65.379,38.026,21,NA,"Class1",76.002,"H",28,"P",27
79.155,39.844,43.542,18.087,61,68.386,"Class5",94.558,"W",82,"A",99
22.212,49.639,62.999,29.764,27,64.802,"Class1",89.387,"A",33,"Q",34
48.431,31.644,67.143,32.307,37,72.099,"Class1",55.878,"M",32,"V",46
36.569,26.165,58.046,12.39,30,61.486,"Class1",90.012,"S",29,"M",49
46.231,71.164,78.588,69.644,34,25.088,"Class3",94.09,"M",40,"S",22
20.168,75.641,62.359,31.114,NA,60.692,"Class1",61.747,"M",28,"W",13
25.666,83.748,28.138,62.881,29,34.534,"Class2",81.44,"F",38,"T",56
85.593,77.562,77.305,70.015,44,64.446,"Class3",98.988,"M",74,"A",39
20.39,35.995,61.047,35.996,38,60.566,"Class1",48.392,"Z",34,"P",15
66.151,50.077,35.016,70.508,55,74.006,"Class4",87.019,"I",63,"D",58
26.655,83.782,37.3,62.53,33,58.249,"Class2",62.206,"B",67,"T",57
71.874,84.015,77.316,69.832,60,100.827,"Class3",98.729,"H",47,"M",18
67.929,49.82,74.978,69.906,65,78.559,"Class4",86.121,"P",58,"Z",21
80.85,44.625,44.576,23.796,47,70.324,"Class5",94.942,"S",87,"N",94
32.692,72.152,65.618,30.59,37,62.619,"Class1",64.506,"H",32,"Q",26
73.811,50.397,76.378,70.599,95,60.838,"Class4",73.581,"P",54,"D",58
34.146,48.091,38.032,70.001,80,58.707,"Class4",75.099,"X",71,"D",33
28.487,89.317,65.628,48.355,35,69.982,"Class1",70.268,"Z",28,"V",47
89.399,58.677,42.13,32.548,56,69.541,"Class5",86.296,"C",82,"D",74
60.653,47.45,77.742,70.015,28,58.742,"Class4",63.67,"V",45,"D",19
79.056,47.602,38.546,70.402,29,55.791,"Class4",63.37,"L",54,"D",17
72.776,47.385,45.753,70.327,39,29.315,"Class4",92.104,"V",83,"I",33
11.625,83.007,36,62.264,49,19.287,"Class2",57.037,"P",72,"J",60
82.87,73.715,73.817,70.527,NA,62.581,"Class3",24.009,"A",63,"S",31
60.965,52.949,38.217,71.108,49,74.856,"Class4",75.891,"X",69,"D",38
58.587,91.485,91.682,70.529,59,69.709,"Class3",24.312,"H",50,"S",33
77.859,72.112,75.694,70.042,67,36.124,"Class3",56.41,"A",81,"A",23
57.469,70.356,47.992,26.191,35,61.881,"Class5",86.82,"A",87,"D",69
45.023,66.527,62.522,47.288,22,67.077,"Class1",87.229,"Z",33,"M",8
42.481,90.93,75.542,22.524,20,68.103,"Class1",75.411,"M",33,"P",29
75.54,42.137,50.982,29.676,44,69.728,"Class5",86.088,"A",86,"E",89
28.277,65.521,60.782,33.042,22,62.727,"Class1",72.276,"M",32,"M",24
75.211,83.103,78.301,70.007,64,55.933,"Class3",71.011,"H",56,"S",21
51.728,67.467,42.508,31.75,49,66.347,"Class5",87.103,"C",87,"D",70
95.188,66.749,31.962,15.136,59,68.08,"Class5",92.066,"W",84,"E",70
75.499,52.474,23.698,69.572,92,35.292,"Class4",66.52,"I",46,"D",29
39.717,83.882,29.479,63.699,44,42.169,"Class2",84.882,"A",43,"H",55
41.418,83.598,28.181,62.915,32,31.167,"Class2",38.284,"P",29,"H",55
32.764,48.943,60.817,-6.714,35,66.942,"Class1",66.569,"M",31,"P",25
54.801,68.058,46.861,23.379,47,74.574,"Class5",85.963,"Y",85,"E",58
30.52,83.703,36.421,63.902,42,14.765,"Class2",54.512,"P",49,"T",63
47.094,91.009,73.895,70.756,56,37.763,"Class3",36.975,"V",68,"K",8
70.536,88.434,78.039,69.815,NA,63.711,"Class3",85.522,"A",46,"M",23
59.139,39.119,51.614,45.934,43,67.275,"Class5",88.259,"Y",81,"F",62
87.547,75.022,84.867,70.775,55,42.395,"Class3",95.272,"H",53,"E",44
40.308,76.607,68.286,41.126,33,63.209,"Class1",91.395,"S",30,"V",32
57.639,82.789,74.881,70.844,37,87.557,"Class3",57.598,"H",66,"K",29
79.827,48.88,35.65,21.455,45,64.795,"Class5",89.67,"S",80,"D",69
34.082,54.54,60.053,37.29,37,58.12,"Class1",89.984,"A",32,"P",19
27.301,18.684,61.48,15.888,22,65.24,"Class1",70.515,"A",31,"V",41
59.596,46.141,62.785,38.801,33,64.52,"Class1",51.24,"Z",33,"Q",20
38.327,92.52,58.455,12.474,24,62.453,"Class1",79.624,"S",31,"W",46
58.715,91.437,73.781,55.329,33,61.699,"Class1",67.485,"A",28,"M",9
82.539,64.194,42.792,18.02,49,73.58,"Class5",95.242,"Y",83,"D",63
53.278,71.285,37.412,25.778,49,71.759,"Class5",84.469,"A",80,"A",82
88.811,53.844,39.138,25.781,44,64.844,"Class5",90.672,"C",77,"F",71
29.234,83.727,23.421,63.553,39,63.824,"Class2",52.463,"B",41,"F",63
35.197,15.631,70.824,32.87,33,62.968,"Class1",76.789,"Z",29,"Q",28
83.703,72.076,72.922,69.632,NA,60.819,"Class3",37.023,"M",46,"S",24
35.725,83.788,26.051,64.834,43,50.708,"Class2",67.004,"P",34,"F",65
46.973,97.207,77.765,68.531,66,60.34,"Class3",76.758,"V",58,"K",29
33.692,52.523,58.545,70.143,89,66.743,"Class4",78.407,"I",46,"Y",25
81.143,48.705,44.202,69.767,32,67.453,"Class4",72.741,"P",59,"D",12
61.752,57.876,39.682,33.703,50,68.419,"Class5",84.573,"Y",85,"N",63
30.134,91.058,58.025,62.55,29,71.31,"Class1",73.798,"A",33,"V",33
17.533,83.5,34.144,63.311,47,44.856,"Class2",59.094,"A",62,"V",57
84.362,95.856,76.189,69.707,56,33.375,"Class3",42.289,"H",76,"M",31
29.27,52.81,64.399,69.893,57,NA,"Class4",86.718,"X",78,"C",11
57.365,24.016,58.497,51.699,21,66.698,"Class1",81.788,"H",29,"W",44
52.402,16.051,70.272,57.536,NA,66.218,"Class1",91.816,"M",31,"M",25
94.931,90.539,77.411,71.754,51,132.89,"Class3",34.228,"V",39,"M",19
48.235,73.662,83.724,67.996,51,94.459,"Class3",22.187,"A",72,"S",10
40.655,50.828,65.493,22.522,38,58.349,"Class1",83.094,"M",31,"P",19
80.756,47.076,13.234,69.979,24,44.302,"Class4",86.47,"V",59,"Y",41
67.159,85.879,80.85,68.469,51,105.134,"Class3",38.643,"V",73,"E",41
60.541,52.104,57.546,70.067,84,55.894,"Class4",81.47,"L",49,"Y",47
56.689,67.177,61.536,28.432,32,66.12,"Class1",73.136,"Z",31,"M",14
52.858,70.278,39.049,16.079,40,NA,"Class5",89.866,"S",85,"D",97
48.738,52.103,41.362,69.906,84,73.096,"Class4",64.247,"X",48,"D",52
58.677,94.488,72.61,69.644,28,13.78,"Class3",71.69,"M",52,"E",26
24.843,47.613,44.959,70.69,NA,83.782,"Class4",83.724,"V",73,"Y",38
59.507,49.642,53.316,69.639,57,70.884,"Class4",83.192,"V",82,"Z",64
86.919,61.706,44.386,34.206,45,67.31,"Class5",90.147,"A",79,"N",89
42.128,14.731,60.553,51.985,24,66.101,"Class1",73.618,"M",34,"M",32
47.401,70.868,65.668,9.786,25,70.069,"Class1",62.348,"H",30,"W",7
71.015,43.586,41.464,28.401,38,71.16,"Class5",93.87,"Y",82,"N",78
20.707,83.829,30.395,63.711,31,31.353,"Class2",55.151,"P",54,"J",57
94.971,45.82,39.352,14.813,36,71.132,"Class5",93.11,"C",83,"D",60
49.674,48.345,41.504,69.472,88,92.2,"Class4",79.924,"I",79,"C",36
29.355,83.961,20.845,63.08,48,NA,"Class2",32.379,"Q",38,"H",50
39.309,51.261,32.169,69.97,55,37.065,"Class4",73.634,"L",49,"D",56
32.842,83.555,16.095,63.104,39,63.733,"Class2",48.656,"F",43,"V",56
60.463,90.782,65.748,70.293,32,76.115,"Class3",91.202,"H",64,"E",44
22.926,27.704,61.631,36.671,26,70.22,"Class1",77.643,"H",30,"V",19
36.877,37.213,73.182,58.256,20,67.548,"Class1",84.126,"Z",33,"M",10
85.95,89.811,68.72,69.572,58,38.245,"Class3",20.382,"M",46,"E",24
14.455,83.214,34.118,62.294,44,NA,"Class2",63.034,"Q",55,"V",51
41.391,83.417,29.374,64.935,34,52.704,"Class2",84.77,"P",41,"J",59
43.113,50.347,31.53,69.686,58,62.869,"Class4",76.679,"V",47,"I",38
77.533,50.086,57.28,70.585,43,88.805,"Class4",70.322,"P",57,"I",31
73.445,58.146,36.668,29.282,57,77.155,"Class5",96.168,"Y",77,"N",71
91.757,71.971,23.504,20.201,36,68.273,"Class5",92.293,"C",83,"N",85
34.76,83.689,31.854,63.311,46,62.747,"Class2",85.494,"F",54,"V",54
20.496,47.342,49.682,71.389,65,65.368,"Class4",68.75,"P",73,"Z",63
95.255,58.894,44.987,27.269,58,66.533,"Class5",84.859,"S",80,"A",96
42.737,69.052,35.723,14.108,50,62.136,"Class5",86.443,"C",81,"F",96
35.826,52.5,54.031,69.983,38,76.932,"Class4",84.68,"V",79,"Y",27
50.418,27.133,72.269,52.415,29,58.928,"Class1",49.952,"H",33,"P",21
57.693,51.217,49.966,69.498,38,108.54,"Class4",67.745,"I",48,"Y",13
82.896,75.784,79.647,68.645,66,-12.146,"Class3",84.34,"H",49,"E",34
33.787,75.721,56.967,20.365,36,61.55,"Class1",80.731,"S",29,"Q",13
44.919,36.101,53.127,17.352,23,60.696,"Class1",55.445,"S",29,"Q",29
34.575,54.785,55.321,-19.656,NA,60.328,"Class1",48.288,"A",28,"V",24
18.52,27.129,73.41,50.707,29,60.898,"Class1",53.378,"H",28,"V",15
41.218,59.961,69.53,41.447,37,NA,"Class1",66.421,"H",29,"V",16
71.578,71.097,42.936,10.205,56,68.084,"Class5",84.169,"Y",84,"E",97
38.606,48.176,63.073,69.615,88,NA,"Class4",70.966,"X",50,"I",7
60.128,86.134,79.066,69.346,45,46.687,"Class3",78.647,"L",38,"S",20
17.157,83.641,30.888,63.864,51,17.683,"Class2",51.374,"P",33,"F",65
74.6,95.575,74.667,69.102,44,78.94,"Class3",34.756,"M",47,"A",34
72.629,96.6,76.931,69.276,53,51.547,"Class3",66.469,"V",49,"A",38
36.658,83.529,27.895,63.639,47,35.051,"Class2",56.285,"B",38,"F",62
78.418,58.091,52.808,16.833,51,70.222,"Class5",93.402,"A",78,"E",78
50.076,87.262,74.261,70.139,44,35.906,"Class3",89.079,"M",57,"K",35
53.195,85.564,81.005,69.155,51,NA,"Class3",60.197,"H",48,"S",23
63.005,79.882,57.227,-5.167,35,57.173,"Class1",51.789,"A",30,"Q",37
19.442,83.848,19.186,62.523,39,40.762,"Class2",83.609,"A",60,"V",51
31.4,80.862,65.969,46.43,32,64.565,"Class1",91.577,"Z",34,"V",39
28.277,52.836,36.254,70.13,45,49.919,"Class4",79.107,"P",46,"D",47
57.766,93.643,74.85,69.693,42,6.841,"Class3",37.538,"V",55,"A",30
80.793,49.451,35.855,68.583,44,73.003,"Class4",64.252,"V",55,"D",11
20.15,52.883,45.694,70.271,NA,76.576,"Class4",73.541,"X",57,"I",62
55.308,40.811,64.156,42.75,32,65.87,"Class1",61.24,"A",30,"M",32
60.275,57.217,44.692,23.41,34,71.574,"Class5",87.528,"C",85,"N",97
64.849,97.566,74.662,70.096,38,70.959,"Class3",68.46,"L",67,"K",29
43.615,16.15,59.529,27.124,38,67.087,"Class1",50.636,"H",28,"P",40
33.558,71.46,58.585,45.282,33,68.404,"Class1",50.483,"M",31,"M",19
46.95,73.345,71.608,69.606,38,115.141,"Class3",36.915,"A",50,"A",13
32.8,83.625,23.852,63.084,NA,50.497,"Class2",58.586,"P",31,"J",50
68.066,49.383,61.586,68.378,73,78.327,"Class4",81.665,"X",83,"D",24
46.009,93.537,63.553,26.967,23,54.826,"Class1",51.721,"A",32,"W",17
50.558,78.881,76.213,70.01,40,56.902,"Class3",74.241,"H",68,"E",29
72.906,52.184,55.865,70.766,81,63.658,"Class4",93.661,"P",81,"I",65
21.327,50.243,68.287,69.336,88,89.295,"Class4",75.89,"L",82,"Z",35
40.467,48.262,-10.057,69.593,97,53.135,"Class4",82.38,"L",64,"Z",42
60.886,49.903,72.509,69.967,92,54.204,"Class4",83.263,"I",83,"Y",66
54.532,32.518,59.824,13.122,35,68.449,"Class1",79.362,"Z",31,"V",29
40.711,48.234,41.06,69.58,91,62.855,"Class4",92.041,"V",45,"C",61
62.122,54.014,39.888,23.068,36,NA,"Class5",90.983,"S",83,"F",85
44.413,45.574,71.601,12.802,22,74.678,"Class1",59.981,"A",28,"P",42
28.315,83.702,32.184,64.531,41,53.307,"Class2",80.016,"A",49,"F",60
27.307,83.623,30.566,62.964,35,50.551,"Class2",81.898,"B",58,"J",56
27.744,88.382,67.33,37.43,20,65.533,"Class1",54.008,"Z",30,"M",49
44.708,40.169,36.224,19.613,47,68.547,"Class5",89.842,"S",85,"F",84
37.337,51.597,29.221,70.686,66,83.227,"Class4",93.641,"V",71,"I",61
21.886,85.437,66.769,24.666,37,75.213,"Class1",76.889,"H",34,"W",19
43.287,83.967,37.161,66.451,44,11.575,"Class2",81.801,"P",65,"H",54
40.348,83.533,35.045,64.131,52,53.865,"Class2",47.655,"A",34,"J",60
24.331,83.338,27.197,63.296,41,32.352,"Class2",86.156,"Q",59,"V",53
40.385,62.969,41.398,27.51,52,67.223,"Class5",98.493,"S",82,"A",76
37.31,27.518,59.804,40.799,34,NA,"Class1",62.125,"M",32,"Q",15
48.015,14.257,67.823,30.308,24,65.195,"Class1",84.95,"M",32,"W",41
53.263,45.841,42.94,28.106,38,66.714,"Class5",93.049,"A",81,"E",65
70.107,49.494,34.807,69.976,41,62.401,"Class4",90.299,"I",49,"Z",55
57.82,52.852,39.206,69.487,26,73.388,"Class4",87,"L",70,"D",23
57.87,90.973,86.67,69.182,47,93.846,"Class3",77.51,"V",81,"A",31
