"E1","E2","Output4","E3","E4","E5","E6","E7","E8","E9","E10","E11"
43.918,9.26,"Class1",22,"M",73,54.81,44.409,"V",90.249,66,36.172
17.488,12.362,"Class5",61,"I",34,30.327,94.196,"H",32.543,91,76.679
20.934,68.281,"Class2",76,"A",15,80.713,72.373,"F",49.388,49,NA
41.546,10.045,"Class1",19,"Y",44,54.853,31.506,"D",75.983,66,27.054
57.899,7.381,"Class1",35,"Y",52,51.204,36.809,"C",66.811,66,36.313
20.799,65.545,"Class2",78,"K",43,80.551,71.848,"Y",64.587,55,47.43
52.713,32.956,"Class3",58,"J",34,67.513,39.316,"P",11.708,9,64.77
28.858,10.175,"Class1",34,"A",44,55.937,36.133,"L",71.578,67,34.086
37.765,17.778,"Class3",48,"D",28,32.329,76.922,"H",10.388,21,62.969
50.495,11.367,"Class5",49,"Z",16,68.788,94.992,"G",28.863,91,78.359
35.191,44.993,"Class4",46,"W",54,34.952,11.828,"A",11.02,49,23.602
59.965,49.957,"Class4",48,"V",60,-4.256,21.137,"A",10.152,49,56.633
48.749,47.291,"Class4",48,"W",66,18.984,25.598,"A",10.263,57,17.131
69.125,8.164,"Class1",36,"M",84,59.025,27.697,"V",97.343,66,36.551
62.839,46.977,"Class4",47,"P",23,17.454,30.496,"P",14.847,34,25.76
49.192,10.721,"Class1",18,"A",78,62.618,39.891,"D",95.483,66,32.224
61.539,36.247,"Class3",38,"Y",20,42.663,25.212,"H",12.161,19,69.504
55.928,36.038,"Class4",48,"M",76,68.639,28.104,"A",10.081,51,38.873
60.739,10.432,"Class1",38,"A",62,52.63,36.754,"L",80.404,66,35.705
34.584,9.985,"Class1",36,"R",69,57.291,34.881,"L",65.831,66,36.787
76.089,37.721,"Class4",47,"P",59,48.182,37.373,"A",14.923,57,9.641
41.666,42.907,"Class3",57,"J",33,43.325,65.204,"D",22.7,52,66.799
54.402,9.807,"Class1",39,"R",51,54.84,25.073,"D",69.512,67,36.213
21.152,75.06,"Class2",82,"K",26,81.036,73.058,"Y",67.243,62,49.2
46.985,15.734,"Class3",55,"V",37,48.019,62.64,"P",20.631,11,69.774
21.914,76.536,"Class2",75,"U",45,81.571,74.44,"Y",65.953,41,49.89
18.435,7.394,"Class5",86,"Z",44,42.805,94.865,"L",8.978,91,65.21
68.209,5.611,"Class5",68,"I",53,26.162,94.098,"Q",NA,92,60.707
57.868,31.993,"Class3",49,"Y",27,45.052,48.685,"O",21.449,18,77.755
53.829,24.525,"Class5",76,"S",41,17.097,94.47,"H",30.838,92,57.417
68.307,43.913,"Class4",49,"P",32,34.369,41.425,"P",14.093,62,76.41
37.241,9.554,"Class1",24,"M",82,48.294,42.519,"D",73.476,67,33.913
46.461,25.181,"Class3",54,"Y",15,66.75,24.011,"H",4.083,12,NA
52.053,14.925,"Class3",41,"Y",33,60.964,47.9,"P",NA,10,NA
66.61,9.777,"Class1",38,"Y",62,58.169,44.293,"K",70.945,67,28.316
48.393,37.154,"Class4",46,"V",58,60.609,22.348,"H",8.595,56,41.098
20.645,76.258,"Class2",72,"U",20,79.821,73.132,"N",43.266,65,21.823
49.405,35.822,"Class4",48,"P",71,21.058,34.782,"S",15.032,70,33.625
53.134,17.807,"Class3",47,"V",20,47.825,60.682,"D",4.812,31,61.756
105.859,45.391,"Class4",47,"V",13,41.512,9.479,"A",NA,34,18.825
47.366,7.238,"Class1",24,"R",34,55.662,39.516,"D",89.24,66,34.496
48.916,7.853,"Class1",21,"A",75,52.37,45.33,"C",66.209,66,34.621
38.792,15.789,"Class5",40,"S",38,98.36,94.424,"Q",16.789,92,78.383
57.788,23.463,"Class5",65,"I",24,75.871,94.326,"P",NA,92,79.239
71.841,14.368,"Class5",44,"S",30,65.566,94.184,"G",15.467,92,58.032
46.008,21.143,"Class5",78,"E",39,59.722,95.19,"Q",29.364,91,80.396
98.951,21.926,"Class5",58,"I",27,26.423,95.003,"G",29.717,92,80.084
5.859,45.329,"Class4",48,"V",28,41.942,29.876,"A",21.885,51,NA
42.849,9.861,"Class1",45,"T",38,55.104,31.422,"L",94.874,67,31.257
41.4,38.401,"Class3",54,"Y",35,44.331,46.626,"P",13.266,49,76.208
68.838,4.361,"Class5",75,"S",16,38.569,94.264,"Q",28.199,92,71.502
83.663,8.45,"Class1",25,"Y",86,54.781,45.301,"L",86.768,67,32.518
37.938,10.171,"Class1",28,"Y",53,57.094,36.424,"C",72.625,66,32.101
62.593,44.438,"Class4",48,"V",70,34.892,22.452,"S",10.366,37,30.554
21.408,61.23,"Class2",74,"I",18,80.625,71.488,"I",69.886,51,NA
36.026,8.254,"Class1",35,"T",75,56.038,41.741,"C",89.632,67,33.713
21.389,84.461,"Class2",79,"K",42,80.613,69.499,"P",60.988,70,20.639
59.402,38.191,"Class4",46,"W",72,38.23,17.473,"H",8.143,66,10.495
50.784,7.012,"Class1",39,"Y",83,46.692,33.491,"D",80.54,66,30.434
20.917,81.027,"Class2",67,"I",37,80.411,73.04,"N",52.911,80,42.733
60.623,45.546,"Class4",47,"R",73,67.298,36.827,"S",10.821,45,65.596
120.44,41.528,"Class4",49,"W",51,-6.87,17.704,"A",9.513,32,38.936
37.637,11.382,"Class5",24,"I",48,37.47,94.79,"Q",11.213,91,66.441
60.422,40.871,"Class4",49,"V",70,80.384,10.252,"E",21.067,67,62.373
19.941,84.893,"Class2",74,"A",18,81.285,71.619,"P",44.188,49,28.277
44.042,20.175,"Class3",46,"D",31,31.315,23.126,"P",12.205,29,69.802
21.512,69.474,"Class2",75,"B",24,80.481,69.435,"P",NA,50,78.756
88.179,36.211,"Class4",48,"W",32,35.198,30.902,"E",8.746,68,51.845
21.308,64.815,"Class2",70,"U",27,80.263,76.304,"I",48.193,78,77.561
38.294,15.011,"Class5",38,"E",55,64.64,94.683,"P",29.522,92,65.822
20.86,88.538,"Class2",76,"B",25,80.861,68.902,"N",40.26,40,23.281
66.751,22.597,"Class5",48,"K",33,60.799,94.974,"G",20.689,91,86.166
20.408,66.861,"Class2",68,"K",39,81.921,68.114,"I",50.489,55,48.221
21.326,72.88,"Class2",77,"I",42,81.122,70.044,"F",42.774,71,38.492
21.051,75.551,"Class2",74,"B",36,81.41,74.066,"F",NA,45,49.045
50.496,10.132,"Class1",20,"A",89,54.665,43.002,"V",88.614,67,28.917
13.62,34.664,"Class3",39,"V",36,12.056,83.229,"C",11.713,57,69.892
50.686,44.29,"Class4",46,"P",45,23.265,20.989,"A",21.676,53,32.48
62.933,35.54,"Class4",49,"W",29,112.867,25.21,"E",10.658,43,NA
22.124,28.068,"Class5",77,"I",14,83.557,94.69,"H",23.614,91,67.642
46.902,9.729,"Class1",35,"A",59,54.355,34.954,"K",67.786,67,30.857
45.786,39.951,"Class4",49,"M",32,16.23,31.229,"P",12.64,44,38.186
48.791,48.854,"Class4",49,"P",19,66.957,27.409,"P",16.33,58,38.146
70.953,8.392,"Class1",30,"T",63,53.769,35.2,"D",73.761,67,35.049
19.637,72.185,"Class2",77,"U",34,81.13,73.913,"N",48.072,67,43.739
34.256,38.353,"Class4",49,"W",56,28.877,35.559,"S",8.988,32,67.226
41.428,38.277,"Class4",48,"M",50,43.182,43.433,"A",16.001,63,17.638
112.355,6.61,"Class5",59,"K",46,41.952,94.08,"L",15.539,92,84.982
20.576,62.826,"Class2",68,"U",15,81.198,77.516,"F",66.229,78,10.897
43.854,9.391,"Class1",23,"A",78,51.457,45.587,"L",80.759,66,31.049
28.478,27.997,"Class3",57,"D",18,40.472,65.019,"P",14.671,52,61.648
49.588,15.026,"Class5",84,"I",45,85.287,94.456,"Q",24.814,92,67.614
21.929,81.54,"Class2",82,"I",30,80.618,72.995,"N",63.933,63,14.886
61.804,10.68,"Class1",39,"T",90,57.312,49.592,"V",77.532,67,28.699
43.991,7.002,"Class1",19,"T",59,56.183,29.533,"C",79.468,67,36.385
66.952,25.568,"Class5",77,"I",47,73.478,95.031,"G",12.622,92,58.387
40.898,24.061,"Class3",52,"Y",37,28.137,92.973,"C",8.404,27,57.972
62.717,38.656,"Class4",49,"V",70,-20.409,21.221,"P",15.106,24,NA
42.449,23.312,"Class3",44,"V",28,60.376,22.462,"P",8.154,39,63.317
54.203,16.741,"Class3",45,"L",28,27.992,38.152,"P",4.229,27,61.278
-2.858,4.647,"Class5",64,"I",9,103.527,94.649,"Q",11.902,91,82.427
49.235,30.779,"Class3",50,"V",19,51.866,35.063,"P",6.104,12,57.969
9.854,34.297,"Class3",52,"Y",23,33.77,44.323,"C",19.778,37,66.988
53.687,31.655,"Class3",58,"D",22,48.621,61.535,"P",16.191,35,67.284
19.715,86.391,"Class2",78,"I",39,80.024,71.939,"P",62.799,88,83.082
70.368,7.982,"Class1",17,"T",39,52.611,39.244,"L",62.166,66,30.59
54.057,45.258,"Class4",46,"P",18,26.028,9.097,"S",13.013,71,27.154
50.946,10.923,"Class5",77,"S",40,73.735,94.853,"Q",16.886,92,75.037
54.164,10.762,"Class1",44,"T",82,52.258,34.881,"L",92.014,67,27.255
5.77,47.32,"Class4",47,"W",70,77.595,48.987,"S",NA,41,48.949
45.447,9.268,"Class1",35,"M",39,56.435,37.625,"D",76.798,67,36.127
55.9,34.283,"Class3",42,"Y",28,56.575,49.923,"P",3.144,11,65.373
65.616,10.516,"Class1",34,"T",56,51.119,30.649,"V",69.909,67,29.78
60.44,8.205,"Class1",42,"A",77,59.857,43.472,"V",74.262,66,30.106
47.332,7.462,"Class1",36,"R",55,54.788,30.147,"V",90.382,66,29.638
21.668,61.39,"Class2",77,"U",41,79.083,73.334,"F",44.98,61,65.377
21.781,60.969,"Class2",67,"U",25,81.12,74.747,"N",36.419,56,22.5
49.928,30.55,"Class3",43,"J",24,56.902,43.679,"C",10.776,17,51.614
59.516,13.633,"Class3",52,"V",35,42.065,58.988,"C",11.913,50,76.493
86.82,38.018,"Class4",46,"W",51,52.069,36.382,"E",20.944,49,49.789
59.505,35.412,"Class4",49,"R",44,52.741,27.978,"S",11.291,38,71.979
73.591,10.41,"Class1",38,"R",42,53.789,31.421,"L",97.191,67,27.77
20.783,67.266,"Class2",70,"A",18,81.905,72.25,"P",53.8,57,58.711
20.521,87.128,"Class2",67,"I",45,81.148,73.823,"P",47.207,73,21.878
89.185,47.469,"Class4",46,"W",54,59.827,47.988,"H",18.837,38,35.616
22.694,69.134,"Class2",79,"A",25,80.346,71.414,"P",56.069,78,58.497
53.352,10.53,"Class1",28,"T",25,51.458,41.415,"K",83.178,66,30.344
4.78,44.451,"Class4",48,"P",7,70.405,23.47,"A",8.661,24,NA
54.765,21.171,"Class5",37,"I",29,45.661,94.702,"H",NA,91,61.066
47.067,10.511,"Class1",45,"R",37,48.887,35.813,"V",79.879,66,32.056
40.973,25.533,"Class5",32,"S",54,17.646,94.558,"L",7.72,92,70.635
33.196,36.644,"Class3",45,"Y",16,34.151,23.55,"C",5.117,21,54.6
65.989,9.541,"Class5",39,"K",13,28.158,94.181,"H",13.615,92,74.569
58.484,28.675,"Class3",58,"V",36,75.867,48.145,"H",16.693,34,68.692
-30.358,25.533,"Class5",64,"Z",40,4.171,94.781,"Q",22.335,92,79.766
49.269,9.076,"Class5",34,"S",30,51.128,94.549,"Q",28.903,91,59.719
35.31,24.086,"Class3",46,"J",33,30.407,65.804,"D",8.815,49,65.772
69.609,40.089,"Class3",41,"L",36,41.372,41.189,"C",15.758,34,51.783
20.983,73.678,"Class2",81,"I",31,79.722,70.946,"I",50.43,54,78.542
72.56,48.543,"Class4",46,"W",14,36.489,25.952,"S",8.899,37,42.105
50.81,7.19,"Class5",78,"Z",49,66.48,94.441,"G",18.507,92,59.311
33.657,44.997,"Class4",46,"M",28,65.286,29.266,"H",21.801,38,23.422
20.619,74.18,"Class2",79,"A",35,81.759,73.735,"F",35.876,71,9.491
21.24,84.89,"Class2",79,"I",13,82.316,68.823,"P",68.454,49,63.735
14.199,12.416,"Class3",42,"D",34,69.715,77.359,"P",9.53,8,55.173
92.256,49.56,"Class4",46,"V",46,43.71,43.184,"S",20.93,42,74.582
21.4,65.962,"Class2",70,"I",44,81.25,71.774,"Y",47.612,62,52.692
52.419,10.306,"Class1",43,"R",35,57.958,38.972,"L",68.774,66,30.726
8.673,11.598,"Class5",51,"S",44,64.801,94.608,"H",17.657,91,64.541
39.346,37.53,"Class4",46,"W",61,22.623,40.874,"P",11.822,62,60.953
39.865,41.584,"Class3",57,"L",30,53.963,39.436,"H",20.97,9,66.169
37.768,8.502,"Class1",28,"T",47,55.905,33.436,"C",77.893,67,29.875
56.558,35.945,"Class4",46,"M",20,31.446,3.201,"S",16.376,58,43.097
21.294,79.114,"Class2",80,"U",39,80.929,73.478,"N",58.026,77,NA
20.115,68.851,"Class2",74,"A",33,81.454,71.759,"I",65.204,87,62.103
91.856,13.37,"Class5",40,"E",43,36.434,93.995,"G",12.649,91,64.501
70.335,7.329,"Class1",39,"A",47,54.964,43.745,"K",73.989,66,28.707
19.909,78.449,"Class2",72,"A",27,80.327,72.072,"I",64.438,80,12.713
22.306,10.665,"Class1",44,"A",36,56.714,45.491,"V",79.501,67,34.971
61.679,10.134,"Class1",31,"A",41,59.829,42.721,"C",65.621,67,31.514
20.566,67.855,"Class2",81,"A",15,80.697,70.256,"F",NA,34,48.017
42.483,22.614,"Class5",24,"I",23,71.075,94.999,"G",14.171,91,61.883
20.349,74.289,"Class2",69,"K",33,81.168,71.687,"P",50.669,51,42.767
21.284,67.734,"Class2",82,"U",13,81.108,72.622,"N",36.551,34,71.291
65.003,13.779,"Class5",79,"Z",51,54.648,94.748,"H",9.755,92,73.969
34.734,45.434,"Class4",48,"W",48,36.772,34.173,"E",14.617,32,14.52
70.516,7.745,"Class1",44,"Y",47,60.565,36.798,"L",84.097,66,28.454
54.683,40.49,"Class4",46,"M",6,49.222,30.33,"P",21.571,22,38.792
51.895,19.601,"Class3",57,"L",27,44.149,31.698,"H",5.501,43,51.024
52.863,28.727,"Class3",44,"L",36,22.537,77.933,"H",6.292,31,76.575
3.71,24.755,"Class5",62,"Z",24,83.22,94.378,"G",16.167,91,62.519
61.595,40.527,"Class3",38,"Y",18,49.047,23.383,"O",14.314,28,55.28
22.275,14.473,"Class3",46,"Y",26,30.554,43.255,"O",18.155,9,70.667
22.286,69.758,"Class2",69,"K",33,81.384,70.97,"P",44.807,45,30.118
45.48,25.317,"Class3",54,"V",20,19.221,37.383,"D",5.065,18,66.887
59.964,9.151,"Class1",27,"T",30,58.58,15.989,"D",66.993,66,28.516
60.243,23.954,"Class3",51,"J",35,39.467,34.755,"O",15.079,26,69.371
71.812,10.826,"Class5",75,"S",34,85.132,94.209,"G",15.587,91,61.034
53.315,15.518,"Class3",48,"D",35,49.359,38.372,"O",12.848,39,63.771
41.576,8.357,"Class1",17,"M",48,55.222,44.355,"C",62.423,67,35.245
74.015,49.741,"Class4",49,"P",65,28.489,25.489,"P",18.131,46,34.045
51.653,41.199,"Class4",48,"W",50,51.199,19.579,"H",13.68,63,22.572
10.567,37.421,"Class4",46,"R",34,98.89,26.513,"H",11.488,50,23.706
35.615,28.189,"Class3",37,"D",15,58.582,30.646,"O",10.994,47,69.593
46.987,39.139,"Class3",56,"J",39,31.366,68.312,"H",7.643,41,58.507
21.541,75.071,"Class2",75,"A",23,80.653,72.68,"N",50.582,87,64.701
86.295,36.324,"Class4",47,"W",71,25.481,29.487,"P",17.629,30,54.889
42.084,23.03,"Class5",45,"K",35,46.85,94.358,"G",27.299,92,71.994
30.313,18.254,"Class3",40,"Y",24,68.451,21.33,"P",6.149,7,67.471
51.42,9.999,"Class5",83,"E",22,48.72,94.769,"G",29.474,92,60.114
70.416,20.026,"Class3",43,"D",29,36.554,29.604,"D",13.797,8,56.272
23.544,9.439,"Class1",19,"Y",40,52.83,36.6,"C",95.007,67,28.881
72.318,5.033,"Class5",37,"K",54,78.676,94.168,"G",19.545,92,83.948
35.423,7.165,"Class5",64,"Z",32,80.953,94.723,"Q",20.82,91,60.806
79.822,9.606,"Class1",38,"A",63,51.256,47.398,"V",79.925,66,29.843
61.081,41.481,"Class4",47,"P",63,18.886,24.15,"S",18.059,30,20.744
33.511,7.99,"Class5",39,"E",52,37.746,94.663,"L",15.388,92,73.64
69.336,13.896,"Class5",49,"I",47,86.687,94.825,"P",19.058,92,72.439
67.199,36.009,"Class4",48,"V",68,20.446,30.158,"P",11.851,66,11.187
105.565,36.27,"Class4",48,"R",49,74.077,26.938,"E",10.32,50,78.397
57.245,7.855,"Class1",24,"R",63,58.063,42.286,"L",86.527,66,33.669
21.408,67.125,"Class2",76,"A",47,81.222,70.432,"F",52.463,73,NA
26.365,18.518,"Class3",47,"J",21,58.011,48.402,"O",4.677,17,74.381
20.447,81.96,"Class2",69,"A",40,81.229,73.935,"F",33.973,84,72.707
71.879,28.987,"Class3",58,"D",26,45.812,41.465,"O",22.691,10,71.275
27.816,16.551,"Class3",43,"L",32,43.805,53.149,"P",14.105,32,71.804
88.09,44.648,"Class4",49,"V",18,47.762,14.171,"P",12.339,54,53.108
30.583,27.734,"Class5",31,"I",32,6.928,94.146,"P",26.442,92,73.868
57.918,12.471,"Class5",50,"Z",32,55.334,94.296,"L",27.345,91,61.174
42.329,47.851,"Class4",49,"W",58,46.136,36.189,"H",8.069,39,74.761
82.335,15.876,"Class3",41,"D",32,72.486,32.739,"O",3.767,19,NA
21.721,61.588,"Class2",82,"B",17,81.548,73.753,"P",65.552,50,53.437
41.072,25.681,"Class3",38,"J",38,36.243,60.282,"D",NA,39,68.727
22.077,70.899,"Class2",77,"A",18,80.607,71.952,"Y",49.716,76,27.03
65,45.685,"Class4",48,"P",76,40.399,26.513,"S",9.771,65,79.076
35.579,47.109,"Class4",49,"V",66,44.154,33.131,"P",13.32,44,NA
48.203,32.68,"Class3",40,"J",28,49.024,53.592,"O",18.865,53,65.03
37.847,8.49,"Class1",22,"T",38,57.431,37.299,"K",83.679,66,31.548
37.92,41.402,"Class4",47,"M",19,37.65,18.384,"H",18.478,50,22.512
46.044,7.784,"Class1",41,"T",26,54.159,38.553,"K",81.829,67,36.538
51.52,20.138,"Class5",30,"Z",47,83.875,94.131,"L",25.307,92,67.248
57.226,7.073,"Class5",62,"I",6,80.06,94.733,"Q",NA,91,84.588
35.62,10.178,"Class1",19,"M",71,55.033,34.278,"D",87.853,67,35.444
41.721,9.465,"Class1",18,"T",25,56.111,36.064,"K",62.104,66,36.656
15.289,42.587,"Class4",49,"M",52,17.63,41.895,"A",NA,40,47.984
64.244,10.855,"Class1",20,"R",82,53.399,36.22,"C",97.335,67,35.393
74.017,18.176,"Class5",28,"E",48,-4.246,94.308,"G",11.982,92,71.474
54.467,15.859,"Class5",38,"K",53,27.376,93.897,"G",24.749,91,57.602
42.85,39.555,"Class4",49,"V",27,65.757,22.527,"H",11.631,25,63.182
59.053,8.797,"Class5",48,"K",50,31.672,94.649,"G",12.504,92,64.66
62.048,7.988,"Class1",31,"M",38,52.051,37.497,"K",63.789,67,30.69
3.897,45.519,"Class4",46,"R",36,25.761,17.194,"A",14.6,31,34.229
87.477,9.136,"Class1",33,"A",56,53.255,45.792,"L",93.066,66,30.169
69.262,7.867,"Class1",25,"R",44,56.798,37.012,"C",93.586,67,33.192
42.718,8.947,"Class1",24,"A",82,50.128,33.856,"V",69.732,66,32.81
46.85,38.313,"Class3",38,"D",30,30.868,8.36,"D",9.431,35,51.198
50.942,37.365,"Class4",48,"W",53,37.171,23.269,"H",20.864,56,21.834
24.279,16.678,"Class5",85,"K",31,65.021,94.866,"G",8.535,92,86.09
77.879,20.547,"Class3",42,"D",33,27.535,42.146,"P",8.028,40,66.748
25.099,43.678,"Class4",47,"R",37,74.142,37.942,"P",10.442,42,14.518
49.194,10.441,"Class1",29,"Y",70,55.785,47.086,"D",83.693,66,31.133
29.703,9.525,"Class5",33,"I",48,44.982,94.383,"L",13.576,92,80.571
20.164,87.619,"Class2",70,"U",12,81.291,73.826,"I",56.872,84,8.269
47.296,42.201,"Class3",47,"J",38,41.627,18.347,"O",21.118,34,59.441
36.691,14.235,"Class5",62,"I",8,46.041,94.221,"Q",19.631,91,85.312
86.166,48.195,"Class4",48,"V",10,39.439,28.716,"A",16.274,57,57.319
62.685,49.042,"Class4",46,"P",7,66.103,17.011,"P",10.421,38,65.851
64.238,5.642,"Class5",48,"Z",36,64.169,95.15,"H",25.727,92,81.787
61.542,22.796,"Class5",58,"I",17,32.984,94.972,"G",NA,92,62.102
17.677,38.037,"Class4",46,"V",59,56.313,10.921,"H",17.184,73,62.393
44.768,22.026,"Class3",48,"Y",35,18.948,51.914,"O",9.1,50,62.108
21.272,60.24,"Class2",76,"K",16,81.78,72.831,"F",63.717,57,40.352
20.811,75.829,"Class2",78,"A",18,81.631,73.36,"F",35.181,74,61.871
21.062,81.604,"Class2",70,"U",29,80.979,71.293,"N",35.042,63,83.921
64.565,25.199,"Class5",28,"K",26,50.541,94.363,"L",14.811,92,71.568
59.672,8.468,"Class1",18,"R",65,52.259,39.221,"L",89.542,66,27.282
42.98,40.484,"Class4",47,"P",73,37.707,19.171,"H",11.335,55,53.915
76.295,10.512,"Class1",41,"R",61,52.371,28.714,"D",97.313,67,30.741
20.039,79.281,"Class2",75,"U",42,80.365,68.479,"N",65.163,41,60.088
46.476,7.95,"Class1",31,"T",88,54.473,46.223,"L",79.263,66,34.195
21.05,64.729,"Class2",80,"K",21,81.47,71.409,"P",37.153,78,63.975
45.674,12.983,"Class3",38,"J",35,75.161,60.93,"P",16.718,10,52.308
12.228,37.162,"Class4",49,"R",13,40.172,31.56,"A",17.284,34,24.705
49.514,39.334,"Class4",47,"R",31,51.723,12.947,"E",11.987,26,70.047
26.497,42.224,"Class4",47,"R",51,86.922,27.887,"A",11.831,24,30.873
20.889,81.35,"Class2",77,"K",30,80.572,73.426,"P",33.576,55,80.709
40.838,10.977,"Class1",35,"T",33,56.179,52.017,"D",68.641,67,34.041
67.811,5.433,"Class5",54,"S",14,28.081,94.465,"P",8.986,91,82.784
20.274,72.107,"Class2",77,"A",16,80.991,74.175,"N",52.183,71,40.635
20.175,88.842,"Class2",73,"I",43,80.11,73.781,"P",62.581,71,62.232
21.991,64.925,"Class2",76,"B",37,81.313,72.137,"Y",54.66,52,26.202
22.058,87.417,"Class2",80,"I",29,80.897,71.905,"F",57.342,61,60.834
30.47,48.08,"Class4",47,"P",27,55.386,33.084,"H",11.823,34,44.915
21.128,72.891,"Class2",68,"U",35,82.997,69.16,"N",49.468,44,40.049
99.173,49.937,"Class4",46,"P",66,88.977,26.433,"E",16.732,21,18.346
66.508,9.93,"Class5",46,"E",23,42.934,94.478,"L",29.501,92,80.489
58.079,38.531,"Class4",49,"M",71,65.629,41.094,"A",19.907,63,30.291
24.462,26.381,"Class5",26,"I",7,56.485,94.874,"L",21.536,91,57.649
47.675,15.25,"Class3",43,"D",28,74.166,74.315,"H",7.908,42,60.85
42.834,10.866,"Class1",21,"M",50,52.934,29.856,"K",91.549,67,27.476
20.983,84.595,"Class2",67,"U",12,81.064,69.717,"Y",62.278,42,17.799
20.352,65.331,"Class2",69,"K",19,81.502,70.527,"Y",58.006,58,34.435
40.832,49.495,"Class4",48,"V",13,83.124,38.773,"P",14.351,46,11.854
35.307,10.061,"Class5",49,"I",51,73.713,94.499,"P",23.031,92,69.025
68.743,37.266,"Class4",46,"P",12,43.563,1.627,"A",12.241,41,30.553
37.929,8.704,"Class1",42,"M",49,52.659,34.038,"D",68.689,67,28.617
22.426,42.028,"Class4",46,"W",55,35.139,5.772,"S",9.549,54,16.212
48.821,22.777,"Class5",67,"K",28,36.491,94.156,"Q",16.302,91,77.682
42.565,45.615,"Class4",48,"R",68,53.332,39.951,"S",20.833,50,21.788
55.676,24.701,"Class3",55,"D",28,28.509,26.42,"P",10.889,57,72.681
19.897,61.737,"Class2",71,"B",27,82.482,71.86,"N",34.261,51,80.74
22.103,69.642,"Class2",81,"U",27,80.874,72.442,"F",67.196,55,80.152
21.846,78.907,"Class2",75,"U",44,81.021,69.396,"Y",36.642,69,12.061
65.494,32.846,"Class3",54,"V",22,47.241,41.772,"D",22.573,31,72.829
65.064,8.033,"Class1",44,"Y",39,54.432,42.619,"D",85.884,66,28.477
60.275,11.773,"Class5",31,"I",22,36.43,94.597,"P",16.422,92,83.611
21.942,67.019,"Class2",75,"A",20,81.194,71.704,"F",41.798,54,65.988
51.788,9.222,"Class1",20,"M",58,56.712,42.681,"D",72.055,67,35.551
20.332,49.926,"Class4",48,"P",58,60.034,32.074,"A",NA,42,33.12
49.102,48.224,"Class4",46,"R",50,25.292,17.567,"S",14.084,68,27.338
29.507,47.49,"Class4",49,"M",57,74.286,30.993,"H",13.622,43,33.706
72.567,11.998,"Class5",38,"S",20,53.037,94.84,"H",34.787,91,60.96
55.932,8.405,"Class1",21,"R",61,54.747,37.712,"C",82.805,67,33.237
72.894,8.634,"Class1",44,"A",81,54.123,36.142,"K",72.993,67,32.222
20.786,83.96,"Class2",78,"B",26,80.934,74.251,"P",64.965,42,76.676
90.964,12.427,"Class5",66,"Z",37,72.879,94.177,"H",18.005,91,NA
31.675,9.202,"Class1",38,"T",62,54.586,16.381,"C",69.36,67,NA
46.354,9.574,"Class1",34,"R",76,60.214,35.931,"V",63.918,67,NA
51.535,22.151,"Class5",78,"I",16,47.584,94.899,"L",24.417,91,68.684
67.718,34.472,"Class3",39,"J",28,50.185,21.852,"C",7.582,28,72.83
10.094,19.261,"Class5",55,"Z",48,55.21,94.361,"G",30.758,91,69.093
49.377,42.306,"Class4",49,"V",43,63.94,30.762,"S",21.469,29,79.505
58.258,17.723,"Class3",55,"Y",36,66.325,55.585,"C",NA,17,72.381
40.425,30.684,"Class3",50,"Y",28,55.797,81.059,"O",19.077,23,59.751
50.633,22.749,"Class5",80,"Z",14,75.73,94.416,"L",20.115,91,59.285
66.655,7.789,"Class1",44,"T",86,50.248,40.842,"L",93.801,66,32.385
63.493,23.993,"Class5",31,"I",22,60.869,94.216,"L",23.57,91,79.811
20.026,86.664,"Class2",67,"A",21,81.177,67.808,"P",61.913,84,32.55
21.378,83.019,"Class2",76,"B",17,81.244,70.128,"F",54.669,46,35.944
60.816,6.652,"Class5",81,"K",21,55.316,94.09,"P",17.186,92,68.903
21.828,65.443,"Class2",82,"I",44,81.062,70.175,"P",45.365,33,57.194
64.367,32.889,"Class3",57,"Y",27,42.165,28.799,"H",4.591,45,54.831
23.512,43.152,"Class4",49,"W",48,60.744,46.697,"A",15.097,39,17.713
