"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","Output32","G11"
33.964,82.568,80,40.312,"M",72.529,69,32,47.967,79.24,"Class3","C"
67.466,8.576,70,29.272,"B",80.79,52,43,5.054,33.224,"Class1","U"
33.325,78.809,75,66.362,"A",75.109,55,29,49.17,105.96,"Class3","L"
35.299,90.754,58,7.808,"A",45.021,59,18,43.505,-10.322,"Class3","Z"
39.565,58.376,49,27.649,"C",43.954,30,28,43.85,-5.692,"Class3","G"
55.271,74.856,59,39.046,"M",43.247,64,20,54.307,104.041,"Class3","J"
64.851,8.911,71,43.737,"B",98.893,53,43,1.238,23.427,"Class1","U"
54.011,54.741,60,76.293,"C",59.892,76,18,NA,57.533,"Class3","G"
26.969,48.909,52,57.663,"D",42.567,68,27,43.108,38.178,"Class3","Z"
20.512,81.812,73,60.085,"D",40.333,84,93,81.729,55.431,"Class2","C"
68.431,12.293,84,24.815,"L",62.056,62,43,1.352,39.551,"Class1","U"
81.783,65.298,61,44.005,"L",73.741,42,30,41.683,62.085,"Class3","Z"
62.475,18.935,74,31.611,"B",67.902,56,45,0.861,17.086,"Class1","B"
63.59,17.845,83,40.408,"L",30.608,67,45,2.085,18.235,"Class1","E"
34.004,50.954,91,38.03,"C",47.12,68,18,43.461,3.476,"Class3","Z"
27.933,74.597,76,69.379,"Y",55.16,85,59,72.591,84.04,"Class2","B"
65.45,11.965,76,45.376,"X",89.716,70,43,12.154,33.618,"Class1","T"
47.516,91.995,77,49.237,"C",74.298,58,40,44.512,65.021,"Class3","G"
68.505,6.873,70,10.254,"L",92.663,51,46,4.47,14.509,"Class1","R"
65.545,11.339,90,34.67,"L",29.757,71,44,8.524,19.191,"Class1","T"
33.275,62.268,30,78.644,"D",72.661,31,39,42.11,69.298,"Class3","J"
73.253,64.637,75,60.364,"C",39.388,65,25,46.802,17.966,"Class3","C"
67.953,13.886,75,22.451,"X",59.34,60,43,5.668,17.996,"Class1","U"
22.368,65.132,81,78.285,"N",51.039,82,54,85.066,55.275,"Class2","E"
65.072,9.007,89,14.905,"L",88.132,64,46,-1.007,27.042,"Class1","T"
13.318,67.27,78,62.685,"L",40.668,86,70,80.3,68.251,"Class2","H"
67.874,9.956,71,36.876,"L",80.57,64,44,10.145,16.877,"Class1","E"
67.624,11.62,72,15.575,"X",35.475,69,44,NA,11.229,"Class1","U"
65.448,11.148,88,33.641,"B",NA,61,46,7.142,11.819,"Class1","B"
13.464,91.54,81,55.013,"Y",37.262,87,53,88.49,71.407,"Class2","C"
27.521,75.871,77,57.147,"D",65.488,88,93,86.666,53.878,"Class2","H"
25.954,78.29,72,57.496,"N",64.46,85,88,80.381,84.108,"Class2","V"
15.297,76.786,75,50.357,"D",52.223,83,56,77.07,81.6,"Class2","C"
66.792,5.895,86,46.34,"Q",81.692,50,43,3.489,15.62,"Class1","R"
63.52,41.38,69,73.808,"C",67.083,51,28,46.563,60.676,"Class3","L"
15.519,70.366,80,64.601,"D",56.627,83,45,86.93,55.774,"Class2","E"
43.075,60.475,36,86.501,"D",50.673,40,27,39.963,63.716,"Class3","J"
64.077,69.506,74,66.334,"D",59.966,72,26,45.193,22.366,"Class3","L"
26.916,87.989,71,37.874,"D",59.446,85,59,80.758,57.835,"Class2","B"
84.596,45.479,84,34.143,"A",36.358,60,22,44.014,34.592,"Class3","G"
62.738,15.141,71,46.581,"R",95.566,52,45,8.218,15.891,"Class1","U"
24.692,74.974,78,77.105,"N",62.91,83,93,80.345,36.16,"Class2","C"
72.666,45.796,72,11.964,"M",53.917,61,40,50.181,24.761,"Class3","G"
63.994,19.867,78,21.395,"B",48.836,56,45,3.39,32.924,"Class1","E"
61.848,40.316,64,63.546,"A",56.544,43,18,51.426,27.633,"Class3","J"
67.456,14.472,87,45.203,"R",50.401,72,44,5.608,10.101,"Class1","T"
20.361,77.433,75,44.303,"Y",51.676,88,82,82.155,60.295,"Class2","E"
65.746,19.649,85,48.143,"Q",31.43,60,43,2.83,24.888,"Class1","T"
62.13,75.223,63,83.704,"M",71.67,38,27,44.161,109.878,"Class3","G"
71.473,69.438,45,11.822,"L",53.761,61,36,43.685,56.479,"Class3","G"
75.928,50.139,46,31.221,"C",74.904,61,19,43.935,17.316,"Class3","G"
62.608,39.74,84,58.53,"A",75.792,40,17,41.781,28.186,"Class3","G"
68.016,18.06,84,12.411,"Q",NA,55,45,5.224,30.745,"Class1","E"
17.557,85.949,74,62.12,"Y",45.422,88,70,77.285,42.308,"Class2","V"
62.21,5.493,87,16.734,"B",48.141,49,43,-0.248,36.078,"Class1","E"
68.502,10.291,76,36.937,"B",70.643,59,45,0.515,13.352,"Class1","B"
29.966,68.963,59,96.559,"A",64.298,73,38,49.622,24.799,"Class3","G"
68.229,16.846,79,40.303,"B",38.044,68,44,12.181,19.454,"Class1","B"
66.357,8.623,89,42.915,"Q",90.662,48,45,-3.236,16.166,"Class1","U"
68.113,18.421,79,29.545,"L",79.358,56,46,10.159,-6.205,"Class1","T"
27.525,77.729,78,63.044,"L",37.49,86,68,77.685,62.908,"Class2","E"
65.884,9.736,83,39.886,"X",60.305,63,46,6.302,28.741,"Class1","E"
35.601,60.112,56,56.753,"M",40.131,58,23,41.511,84.428,"Class3","Z"
67.966,74.26,62,68.426,"M",52.153,61,20,40.939,23.753,"Class3","J"
24.355,75.34,86,89.404,"C",55.677,76,34,42.591,54.998,"Class3","C"
66.442,8.077,87,35.406,"R",44.015,73,44,7.346,19.689,"Class1","E"
64.945,45.71,72,63.64,"C",NA,30,31,44.665,-15.288,"Class3","J"
67.679,8.822,84,28.607,"X",52.155,54,43,4.436,35.525,"Class1","B"
41.153,90.62,90,62.864,"D",37.038,40,41,45.343,25.515,"Class3","G"
65.918,19.088,85,36.296,"Q",77.991,61,45,11.139,15.614,"Class1","T"
63.084,13.986,89,46.972,"R",65.322,66,44,7.148,41.206,"Class1","R"
68.702,14.691,85,32.278,"R",30.066,57,43,7.978,31.246,"Class1","B"
21.86,93.791,79,54.335,"L",50.435,88,83,87.91,51.732,"Class2","H"
67.215,10.027,86,37.519,"X",57.741,67,44,7.959,28.903,"Class1","E"
64.605,13.146,75,37.112,"R",38.147,64,45,12.274,17.479,"Class1","R"
68.546,7.576,89,26.869,"X",70.599,72,44,4.882,33.506,"Class1","B"
16.987,89.217,72,57.489,"D",NA,87,77,85.183,72.099,"Class2","H"
65.202,7.587,81,18.564,"X",98.658,66,45,9.034,14.606,"Class1","R"
64.426,7.993,78,32.902,"Q",73.915,52,46,2.518,28.173,"Class1","T"
67.751,10.724,77,32.097,"R",96.585,63,45,6.215,19.262,"Class1","U"
65.858,7.317,84,46,"X",87.957,50,43,3.84,18.449,"Class1","U"
56.511,90.939,46,60.901,"C",44.208,57,21,45.735,20.838,"Class3","L"
27.401,70.675,75,68.203,"D",39.571,85,51,87.227,68.938,"Class2","H"
20.354,88.294,75,49.967,"N",62.741,86,78,89.887,72.541,"Class2","C"
44.01,54.736,37,51.993,"D",40.556,57,18,41.363,23.007,"Class3","G"
27.009,67.362,82,56.97,"N",47.778,85,92,87.949,61.926,"Class2","H"
24.42,67.836,79,72.822,"D",54.837,82,92,NA,79.674,"Class2","E"
65.529,7.04,87,11.595,"Q",32.723,57,43,12.271,11.202,"Class1","T"
40.079,69.362,36,-12.179,"M",42.645,45,27,43.254,86.526,"Class3","L"
44.528,57.603,78,90.698,"D",80.066,74,37,43.198,11.558,"Class3","L"
24.337,83.85,79,44.469,"Y",62.272,88,92,84.76,48.893,"Class2","E"
13.006,89.304,72,50.464,"L",44.122,85,88,80.302,73.439,"Class2","H"
76.922,77.374,29,99.23,"A",NA,59,39,48.401,44.3,"Class3","L"
31.417,89.432,76,57.437,"L",38.466,83,85,82.266,102.41,"Class2","C"
62.696,15.288,87,55.586,"X",49.442,64,45,11.063,39.585,"Class1","U"
57.431,40.229,37,70.898,"A",45.635,32,43,45.31,-37.185,"Class3","G"
22.685,75.498,76,71.775,"U",48.497,82,79,86.552,51.285,"Class2","B"
17.172,80.097,79,53.24,"N",46.425,83,62,86.545,53.312,"Class2","E"
84.301,63.278,66,69.033,"M",47.117,58,29,46.018,30.788,"Class3","G"
65.888,83.853,34,77.827,"M",39.53,60,31,42.296,-1.073,"Class3","J"
57.298,92.741,85,69.285,"M",76.512,67,40,47.347,44.617,"Class3","J"
68.673,5.07,84,49.755,"Q",59.376,52,45,4.01,18.088,"Class1","B"
72.451,60.293,34,54.082,"A",70.654,40,24,46.851,51.817,"Class3","G"
62.031,19.943,81,47.477,"L",86.645,54,46,0.716,30.93,"Class1","B"
75.946,94.953,90,16.479,"M",33.434,75,30,43.127,59.204,"Class3","G"
31.641,47.978,72,53.794,"C",61.19,48,39,41.527,0.695,"Class3","Z"
64.81,15.058,78,23.465,"X",75.241,62,43,4.321,17.467,"Class1","T"
67.935,12.116,77,30.843,"X",89.008,58,46,1.656,20.517,"Class1","B"
74.754,70.303,29,48.735,"C",66.133,71,37,46.927,52.352,"Class3","C"
67.964,18.859,76,29.431,"B",96.981,51,43,6.23,23.579,"Class1","R"
59.444,58.869,53,72.27,"M",63.558,61,22,51.709,44.632,"Class3","G"
58.201,86.526,35,74.42,"L",37.186,73,31,36.536,72.362,"Class3","G"
26.441,80.413,82,75.511,"Y",50.859,86,56,78.425,82.652,"Class2","V"
63.483,6.986,75,35.599,"L",NA,55,46,3.569,41.009,"Class1","U"
19.402,83.389,73,50.97,"U",56.364,82,76,84.833,58.175,"Class2","C"
12.401,67.566,79,52.044,"N",55.135,88,91,83.093,65.283,"Class2","C"
34.045,45.119,79,44.278,"L",42.917,69,31,39.787,62.495,"Class3","J"
30.098,92.901,71,60.823,"D",52.518,86,59,79.674,27.965,"Class2","H"
62.08,17.518,84,35.305,"R",50.842,71,43,3.036,24.693,"Class1","U"
77.005,93.556,30,74.293,"L",66.43,62,44,38.367,92.815,"Class3","L"
67.934,18.571,79,34.207,"Q",92.394,60,46,11.143,22.873,"Class1","T"
23.072,83.019,71,75.439,"U",39.766,88,69,79.382,59.326,"Class2","C"
47.239,72.186,36,8.967,"L",34.151,73,40,48.526,125.696,"Class3","L"
64.711,19.492,80,46.344,"R",84.445,57,46,1.757,3.821,"Class1","U"
66.032,16.483,84,45.051,"L",45.018,63,44,8.284,23.211,"Class1","B"
20.705,86.671,82,82.786,"D",35.637,85,52,83.742,59.09,"Class2","B"
15.794,66.638,73,66.679,"D",59.599,84,91,82.426,68.111,"Class2","E"
70.644,95.166,31,23.845,"L",41.519,64,21,47.433,74.935,"Class3","Z"
31.586,78.373,43,37.46,"M",36.019,77,21,44.928,11.343,"Class3","J"
28.257,80.891,71,54.567,"D",NA,82,87,83.472,52.064,"Class2","C"
65.715,17.336,72,43.308,"X",79.532,72,43,4.022,-15.525,"Class1","E"
79.715,73.29,37,102.689,"A",63.839,57,22,48.329,-6.465,"Class3","J"
62.286,10.139,89,17.652,"B",50.469,57,43,1.238,11.681,"Class1","U"
22.556,69.24,71,80.309,"L",36.068,88,53,85.826,68.452,"Class2","C"
78.416,45.292,56,59.569,"M",64.627,60,31,51.989,0.359,"Class3","J"
37.541,79.042,76,25.453,"D",80.803,35,39,39.996,97.976,"Class3","L"
67.905,53.016,81,36.681,"M",71.316,76,36,43.072,20.443,"Class3","G"
63.913,18.714,77,36.31,"B",66.131,60,45,0.321,12.593,"Class1","R"
73.972,51.898,68,26.685,"C",48.49,66,17,53.631,45.462,"Class3","C"
64.058,17.992,86,38.013,"R",84.679,53,43,1.488,22.605,"Class1","E"
21.125,87.548,81,53.606,"N",NA,88,71,84.514,110.405,"Class2","V"
34.495,58.585,91,52.982,"D",57.543,53,31,50.024,21.88,"Class3","J"
77.628,89.324,71,49.159,"C",69.981,30,41,41.884,50.357,"Class3","J"
16.212,93.032,72,44.034,"D",59.749,84,52,80.469,91.163,"Class2","E"
62.486,13.811,82,27.214,"X",81.323,57,44,9.35,5.817,"Class1","R"
19.598,82.899,77,62.233,"L",NA,82,48,87.467,64.912,"Class2","V"
26.771,57.626,46,41.791,"M",46.216,37,42,49.585,48.144,"Class3","L"
29.606,74.055,79,69.703,"L",60.883,82,67,89.446,72.781,"Class2","E"
64.427,17.655,90,28.373,"B",33.991,57,45,4.933,41.42,"Class1","B"
25.931,74.748,78,50.091,"N",38.186,87,51,79.616,33.518,"Class2","C"
64.448,11.813,70,21.278,"L",60.019,63,46,1.4,22.985,"Class1","R"
14.556,66.769,76,48.626,"L",62.721,84,50,81.767,87.337,"Class2","E"
28.602,71.029,78,50.362,"U",44.232,87,80,83.344,62.113,"Class2","V"
67.428,13,79,42.134,"Q",37.463,65,46,9.739,19.499,"Class1","R"
75.919,70.783,77,55.79,"A",49.092,69,28,42.888,48.195,"Class3","L"
62.466,10.883,72,47.631,"L",53.215,51,46,3.459,15.145,"Class1","B"
30.862,57.471,52,67.195,"L",80.481,65,26,48.223,85.201,"Class3","C"
15.735,72.513,72,80.067,"N",NA,86,64,84.811,51.623,"Class2","C"
18.922,76.698,82,70.655,"U",62.01,84,55,82.688,76.12,"Class2","H"
77.738,44.835,34,94.076,"D",46.375,63,26,46.438,10.566,"Class3","J"
68.308,77.207,84,5.479,"C",51.249,36,25,44.73,53.729,"Class3","L"
66.158,5.407,85,43.286,"R",85.625,60,43,10.183,19.638,"Class1","E"
80.724,60.113,91,46.436,"L",56.802,63,35,37.937,75.749,"Class3","G"
31.296,64.11,48,59.241,"D",66.363,74,21,40.458,42.834,"Class3","C"
64.046,17.026,76,30.917,"R",79.398,52,45,7.973,17.371,"Class1","B"
25.937,66.525,74,61.246,"U",54.585,87,85,82.02,56.014,"Class2","B"
18.659,78.128,82,58.196,"N",48.767,83,68,86.76,82.098,"Class2","E"
31.257,92.552,80,72.609,"Y",39.428,85,48,83.581,61.521,"Class2","H"
86.087,57.171,84,5.102,"M",33.508,63,43,45.816,17.799,"Class3","G"
48.225,73.751,67,52.116,"C",65.923,38,27,44.514,59.082,"Class3","G"
86.459,76.726,33,22.179,"L",62.63,33,42,45.62,73.397,"Class3","G"
29.647,73.083,67,-7.934,"L",66.017,30,27,46.31,107.697,"Class3","C"
55.495,75.712,39,66.375,"A",65.611,60,26,37.642,37.265,"Class3","J"
63.121,18.917,87,41.712,"L",95.845,49,46,NA,37.353,"Class1","E"
20.854,70.348,72,60.084,"L",55.008,86,52,85.307,91.054,"Class2","C"
11.647,70.893,73,68.263,"L",NA,84,45,85.437,75.386,"Class2","H"
62.401,11.626,85,33.736,"R",97.26,57,45,7.771,12.877,"Class1","E"
46.932,62.818,78,81.534,"L",69.161,40,44,NA,43.003,"Class3","Z"
66.564,16,88,42.526,"B",45.801,66,45,10.169,11.743,"Class1","R"
62.901,18.543,74,43.265,"B",31.635,63,44,3.116,4.352,"Class1","E"
62.895,88.518,45,83.312,"L",72.978,65,27,43.858,93.186,"Class3","C"
63.945,8.091,90,27.015,"R",59.899,49,46,1.556,14.951,"Class1","T"
67.325,16.2,71,33.25,"L",42.19,67,46,1.736,40.736,"Class1","B"
66.141,15.671,88,36.515,"R",57.04,69,45,6.103,13.815,"Class1","U"
24.518,86.315,72,61.369,"N",56.303,87,87,82.707,57.917,"Class2","H"
16.162,85.195,74,64.564,"Y",54.955,85,48,83.106,78.457,"Class2","C"
72.805,70.673,46,38.837,"C",64.873,70,24,44.008,19.647,"Class3","L"
19.942,76.665,72,65.326,"D",57.672,87,65,87.142,35.921,"Class2","C"
63.771,8.572,86,18.839,"X",69.342,51,46,11.554,11.263,"Class1","U"
29.687,90.932,76,62.724,"D",60.299,87,91,84.634,64.478,"Class2","B"
73.837,78.12,44,50.77,"M",76.638,48,32,42.692,23.438,"Class3","L"
63.526,17.656,78,45.95,"Q",54.817,61,43,1.097,10.36,"Class1","R"
62.523,8.859,82,14.301,"Q",89.196,68,45,6.685,24.577,"Class1","U"
66.586,13.379,83,21.585,"B",89.556,71,44,5.126,11.524,"Class1","T"
80.787,59.335,79,84.478,"A",35.174,55,44,39.871,3.122,"Class3","J"
63.413,12.258,87,29.635,"B",79.062,67,45,5.313,39.997,"Class1","B"
27.224,75.479,72,48.799,"D",36.208,88,82,81.509,70.281,"Class2","V"
63.731,17.039,75,34.861,"X",44.164,59,46,3.819,17.453,"Class1","T"
63.177,87.045,59,43.242,"M",72.41,37,28,48.361,34.38,"Class3","J"
26.824,89.529,72,78.674,"D",64.154,84,92,NA,95.932,"Class2","H"
50.98,73.677,57,65.644,"L",72.165,58,40,50.724,60.726,"Class3","C"
24.313,70.766,85,42.163,"C",68.329,43,17,49.986,109.623,"Class3","C"
68.64,18.231,84,29.005,"X",83.525,72,43,2.249,28.446,"Class1","E"
49.035,45.691,71,5.775,"A",78.428,64,18,43.887,-0.293,"Class3","L"
66.43,5.823,87,31.476,"L",36.736,48,43,1.283,22.929,"Class1","E"
64.971,10.525,86,46.764,"Q",56.86,60,46,3.85,15.749,"Class1","E"
31.562,73.773,74,51.138,"U",40.253,85,63,87.051,7.288,"Class2","H"
74.101,50.424,71,82.066,"L",39.209,70,25,41.242,13.622,"Class3","G"
23.858,87.997,72,67.85,"U",57.359,88,46,84.096,74.898,"Class2","V"
31.444,71.011,74,37.196,"U",51.552,86,58,83.78,48.265,"Class2","V"
68.524,19.156,70,47.886,"Q",80.231,52,46,0.179,12.188,"Class1","U"
65.616,13.676,85,27.102,"B",32.453,68,45,3.105,13.879,"Class1","T"
87.784,62.016,60,51.005,"M",65.445,38,25,41.862,63.549,"Class3","Z"
13.115,86.588,81,78.564,"Y",50.788,83,47,76.992,55.039,"Class2","H"
31.026,67.381,74,69.713,"L",59.62,82,51,78.427,67.233,"Class2","B"
18.566,76.892,76,66.269,"U",42.642,83,50,82.298,33.302,"Class2","H"
63.858,7.267,83,27.514,"X",77.774,56,45,0.711,28.102,"Class1","T"
64.525,7.168,91,33.587,"B",46.793,60,45,9.678,5.312,"Class1","U"
12.384,93.59,77,32.341,"N",47.699,85,49,81.309,85.845,"Class2","V"
14.328,93.583,79,72.4,"D",37.222,83,82,78.49,75.646,"Class2","V"
62.158,9.749,82,21.489,"X",63.177,72,46,3.665,3.621,"Class1","U"
22.23,72.226,80,40.816,"Y",45.928,84,64,81.823,77.206,"Class2","V"
67.849,14.36,84,-0.148,"Q",NA,50,44,4.257,18.92,"Class1","U"
68.965,7.538,80,46.135,"B",40.656,50,43,7.161,6.099,"Class1","T"
56.991,54.821,81,68.181,"M",54.767,64,37,46.264,59.318,"Class3","J"
74.545,39.945,64,122.314,"M",46.304,58,20,38.565,23.819,"Class3","L"
26.837,69.853,72,67.143,"L",52.457,87,92,87.161,85.402,"Class2","B"
58.548,83.892,72,-22.171,"A",58.163,54,23,47.279,39.7,"Class3","L"
78.821,56.81,42,59.973,"D",35.599,68,38,44.214,2.59,"Class3","J"
66.423,8.515,79,42.571,"Q",80.616,67,46,3.891,12.5,"Class1","E"
71.858,65.927,42,2.046,"D",67.668,47,38,48.875,4.431,"Class3","G"
64.72,11.938,86,10.385,"B",30.284,63,44,2.811,27.015,"Class1","U"
31.458,86.289,82,70.74,"U",50.762,82,64,84.143,59.347,"Class2","H"
65.988,16.44,81,26.15,"X",79.149,71,46,NA,3.623,"Class1","U"
84.797,72.385,29,61.525,"M",73.802,62,23,42.907,38.494,"Class3","J"
27.487,86.803,72,54.493,"L",51.288,87,82,89.402,49.204,"Class2","E"
21.273,79.562,80,60.983,"U",48.853,84,46,83.485,25.427,"Class2","H"
20.534,68.603,79,75.675,"Y",40.055,83,84,84.832,73.627,"Class2","V"
39.743,70.708,87,93.765,"M",NA,40,27,48.091,65.147,"Class3","L"
61.822,43.981,53,80.314,"A",54.453,37,41,43.381,53.669,"Class3","G"
33.199,74.227,45,71.019,"D",51.562,63,22,49.17,43.782,"Class3","L"
67.333,5.851,74,22.392,"R",34.633,55,46,9.831,7.33,"Class1","B"
48.491,76.18,55,102.471,"C",54.975,75,27,44.872,30.686,"Class3","J"
11.557,68.706,75,40.441,"L",NA,84,66,87.79,34.95,"Class2","C"
52.605,38.831,91,16.139,"C",36.666,55,40,42.742,44.933,"Class3","L"
24.486,75.881,82,73.394,"D",44.273,83,83,84.405,77.279,"Class2","B"
63.436,90.209,60,76.23,"D",55.349,36,27,44.092,63.363,"Class3","J"
61.143,61.83,70,58.336,"A",65.006,37,40,NA,96.025,"Class3","G"
86.56,92.511,63,47.456,"D",34.278,58,21,40.403,9.598,"Class3","Z"
64.049,46.486,68,14.824,"L",71.92,53,37,45.897,58.381,"Class3","C"
50.936,94.837,81,91.853,"A",73.067,46,37,41.564,88.887,"Class3","L"
21.116,92.227,79,64.74,"U",56.682,82,62,80.877,89.369,"Class2","H"
16.044,72.164,82,61.958,"D",56.36,86,67,79.982,90.723,"Class2","E"
65.882,38.545,37,15.523,"A",32.569,66,33,42.479,48.346,"Class3","L"
52.409,39.953,70,55.577,"L",78.554,67,42,47.1,79.183,"Class3","C"
67.665,16.153,71,25.53,"Q",67.703,53,46,2.915,3.425,"Class1","E"
12.406,68.12,75,74.72,"Y",63.306,82,77,86.178,74.358,"Class2","E"
68.198,19.008,80,46.313,"X",58.167,61,46,7.644,16.008,"Class1","T"
66.089,6.611,85,22.401,"B",65.248,71,43,6.973,23.411,"Class1","R"
61.559,42.721,46,47.764,"L",43.071,55,26,45.98,41.362,"Class3","L"
29.035,85.452,71,47.426,"U",39.339,88,88,88.952,78.592,"Class2","E"
16.027,73.561,82,67.789,"L",40.01,87,61,82.526,42.603,"Class2","B"
17.642,88.641,79,37.844,"N",65.81,86,78,83.063,59.862,"Class2","E"
63.606,50.09,88,60.13,"M",47.394,52,39,49.529,75.459,"Class3","C"
48.69,49.422,73,58.837,"M",55.507,32,26,46.433,19.312,"Class3","G"
63.67,16.85,89,50.929,"Q",42.629,72,44,4.539,30.533,"Class1","R"
76.305,57.17,49,98.471,"M",36.743,38,18,50.647,70.027,"Class3","L"
62.808,9.985,72,30.532,"Q",35.456,48,45,7.255,30.977,"Class1","B"
59.22,53.356,42,26.829,"M",61.853,42,33,NA,12.559,"Class3","L"
68.439,13.12,80,34.846,"Q",74.884,63,43,2.343,17.933,"Class1","T"
29.567,83.552,71,46.572,"L",NA,87,62,85.006,49.821,"Class2","C"
41.533,95.258,31,-1.915,"C",39.678,59,19,49.226,92.408,"Class3","Z"
67.872,5.107,71,11.369,"B",58.263,61,45,9.676,18.178,"Class1","T"
87.153,94.706,67,49.422,"C",78.159,50,34,41.735,13.476,"Class3","C"
31.996,75.541,72,60.03,"D",58.164,86,58,84.332,70.081,"Class2","V"
67.862,14.834,77,27.171,"R",90.167,49,44,4.692,27.73,"Class1","E"
77.997,52.324,87,83.838,"A",NA,51,39,43.266,27.125,"Class3","C"
79.687,43.521,41,62.092,"M",41.333,64,27,41.281,74.141,"Class3","J"
46.885,85.157,39,87.855,"C",44.927,43,35,41.45,16.963,"Class3","G"
27.764,65.274,76,72.723,"U",53.5,87,46,80.8,63.773,"Class2","V"
65.406,86.818,34,63.629,"D",56.689,30,34,44.64,60.201,"Class3","C"
67.702,18.308,83,34.305,"Q",86.975,67,46,16.09,16.322,"Class1","U"
65.724,9.364,74,61.835,"X",91.816,55,46,3.775,20.152,"Class1","U"
26.672,81.186,80,47.191,"L",38.729,88,91,78.594,93.735,"Class2","V"
31.32,76.839,73,47.501,"Y",44.667,84,86,84.927,73.74,"Class2","H"
68.16,17.612,88,25.061,"R",76.206,60,43,4.306,16.993,"Class1","U"
58.03,66.947,43,62.906,"M",70.202,63,37,43.295,6.552,"Class3","Z"
26.817,91.798,80,50.943,"U",39.513,85,49,80.432,69.138,"Class2","H"
15.017,81.628,75,69.36,"N",61.449,82,76,85.126,84.29,"Class2","C"
56.241,64.002,58,49.991,"A",32.189,31,37,45.012,72.749,"Class3","L"
23.249,88.656,77,82.621,"D",38.462,87,70,80.801,32.123,"Class2","C"
66.305,6.042,71,35.621,"X",55.972,72,43,6.967,21.75,"Class1","B"
17.482,92.326,79,55.253,"L",42.842,86,45,82.582,112.92,"Class2","V"
75.484,80.963,75,46.081,"L",77.207,44,35,48.839,66.937,"Class3","Z"
28.62,55.018,86,105.875,"M",78.347,60,42,NA,105.995,"Class3","L"
64.35,72.829,34,57.686,"C",60.79,32,30,50.786,60.98,"Class3","J"
51.685,57.956,78,59.083,"L",67.123,55,39,47.46,31.487,"Class3","J"
64.781,11.493,90,35.146,"B",35.409,56,43,1.431,26.489,"Class1","U"
68.496,10.158,89,27.447,"R",33.29,56,43,1.912,32.067,"Class1","B"
67.536,6.731,83,42.137,"R",62.565,51,45,6.326,25.447,"Class1","B"
64.169,5.132,71,40.923,"L",87.955,58,45,13.225,9.745,"Class1","B"
64.453,19.484,73,30.39,"B",47.778,71,44,4.781,42.55,"Class1","B"
68.374,13.797,83,31.767,"L",57.935,49,46,4.161,5.902,"Class1","B"
15.147,68.551,79,66.209,"L",52.133,85,72,93.079,40.456,"Class2","H"
29.532,76.902,80,48.131,"U",41.594,85,65,83.992,76.654,"Class2","V"
24.209,78.95,82,62.863,"N",44.85,82,80,82.739,78.056,"Class2","H"
24.727,39.467,87,40.927,"M",39.444,39,42,40.051,34.55,"Class3","C"
24.075,81.074,81,51.273,"L",55.231,82,50,84.999,51.777,"Class2","B"
17.385,88.666,75,58.443,"Y",64.548,87,53,NA,65.402,"Class2","C"
63.709,19.69,70,57.757,"R",78.941,54,45,1.173,15.572,"Class1","E"
67.762,18.945,77,8.836,"Q",39.54,63,45,NA,28.477,"Class1","E"
67.775,8.75,75,37.974,"R",75.15,63,43,3.268,13.973,"Class1","B"
66.094,6.815,89,33.279,"Q",35.331,73,43,3.527,35.152,"Class1","E"
50.809,70.831,64,101.253,"D",44.899,69,36,54.518,40.936,"Class3","L"
49.233,90.364,87,28.184,"L",53.935,37,25,46.354,25.569,"Class3","Z"
70.704,59.754,83,81.268,"A",76.833,73,37,47.702,35.488,"Class3","L"
66.21,15.506,77,38.184,"L",70.452,70,43,7.417,14.832,"Class1","E"
21.068,70.332,78,67.721,"L",47.718,87,68,79.106,93.409,"Class2","E"
79.156,39.842,50,64.309,"M",62.373,45,21,43.368,57.396,"Class3","G"
73.043,80.584,68,87.387,"M",66.522,43,30,40.291,59.814,"Class3","J"
12.272,87.885,81,79.996,"L",NA,83,86,79.406,46.321,"Class2","B"
63.012,19.228,78,34.688,"B",38.716,63,43,14.02,11.35,"Class1","R"
65.047,6.749,88,23.301,"L",48.053,68,44,5.168,24.361,"Class1","T"
