"X1","X2","X3","X4","X5","X6","X7","X8","Output23","X9","X10","X11"
67.408,26.9,60.356,15.401,44,85,28.596,41.924,"Class1","R","F",36
66.318,49.844,26.034,16.59,40,57,40.085,40.575,"Class1","S","K",33
58.666,34.025,49.845,76.686,48,49,71.861,76.176,"Class2","B","O",68
59.884,20.909,37.839,80.732,23,61,61.705,73.911,"Class2","X","R",79
38.099,44.664,89.091,55.014,29,15,48.69,56.509,"Class3","I","R",66
55.811,86.867,53.771,14.396,43,91,37.876,40.623,"Class1","Q","V",34
60.046,26.4,44.703,77.444,44,33,54.028,74.739,"Class2","B","S",58
23.541,66.631,80.734,8.962,66,8,48.264,71.461,"Class3","M","H",69
21.935,63.454,92.617,14.065,9,10,47.929,20.742,"Class3","L","H",65
17.175,39.041,87.754,26.759,40,14,48.134,55.261,"Class3","M",NA,68
70.931,24.81,67.626,18.892,37,62,35.267,40.575,"Class1","N","V",36
61.4,84.722,63.189,21.124,48,74,42.826,40.592,"Class1","P","K",36
65.444,81.557,15.538,7.297,45,85,35.469,40.367,"Class1","Q",NA,36
61.024,25.483,56.666,82.28,38,50,67.54,75.928,"Class2","S","R",63
61.989,25.483,41.093,76.196,14,53,64.277,52.183,"Class2","X","I",55
61.341,26.922,41.835,74.724,34,61,36.07,65.577,"Class2","K","I",69
40.536,52.402,NA,45.7,32,11,48.382,11.943,"Class3","M","R",68
68.963,94.122,68.469,8.446,43,52,35.153,41.645,"Class1","R","V",33
59.988,28.407,55.48,81.232,20,52,50.265,75.448,"Class2","X","R",58
62.885,28.465,65.825,74.187,46,39,48.562,86.616,"Class2","S","R",72
70.372,52.932,30.944,17.129,41,78,34.69,40.973,"Class1","P","C",35
60.667,23.524,52.6,78.622,42,57,48.587,92.395,"Class2","T","S",54
65.59,67.226,77.702,27.115,38,88,45.842,41.274,"Class1","Q","C",34
55.405,17.583,51.126,17.891,39,83,43.187,41.25,"Class1","P","F",33
40.124,44.954,86.524,41.948,71,22,48.017,33.213,"Class3","E","R",68
59.791,21.621,89.801,83.592,36,37,49.479,69.454,"Class2","T","R",74
56.919,77.547,NA,14.921,47,89,39.184,41.558,"Class1","N",NA,34
56.423,116.43,NA,9.62,36,81,41.174,41.655,"Class1","N","F",34
56.186,54.697,50.692,20.109,38,91,46.555,40.121,"Class1","S",NA,35
62.585,21.941,82.092,81.956,28,58,63.63,53.747,"Class2","S","I",53
65.154,59.873,73.126,17.245,40,72,42.934,41.341,"Class1","S",NA,36
45.636,54.036,81.612,59.298,57,11,48.484,27.548,"Class3","I","C",63
61.145,68.215,31.227,6.372,35,73,40.457,41.764,"Class1","P","K",35
55.858,47.644,83.144,17.74,42,93,45.7,41.482,"Class1","P","R",34
39.366,43.569,78.749,61.995,34,15,48.163,47.939,"Class3","I","R",69
58.383,25.353,68.488,73.637,28,61,39.878,80.307,"Class2","X","O",72
11.016,59.595,93.49,36.499,50,20,48.652,20.551,"Class3","I","O",67
59.286,73.83,49.302,11.281,48,64,32.046,41.222,"Class1","S","R",36
71.608,47.289,47.914,13.84,37,79,45.327,40.687,"Class1","N","R",34
16.399,67.093,76.465,33.449,37,24,48.457,38.561,"Class3","M","H",65
72.421,92.226,48.156,24.179,37,66,37.379,40.722,"Class1","N","V",35
15.332,60.925,83.894,105.218,4,11,48.245,28.952,"Class3","I","C",63
60.949,25.515,82.638,73.982,31,49,43.408,72.488,"Class2","T","O",88
10.212,57.658,80.605,80.386,22,21,49.303,25.857,"Class3","Z","X",66
22.811,72.128,93.943,59.424,35,26,49.041,63.526,"Class3","L","X",63
67.442,73.092,13.94,17.015,46,59,34.966,40.476,"Class1","N","K",34
17.024,41.837,85.999,52.969,52,18,48.957,38.006,"Class3","Z","R",67
66.623,81.283,80.529,13.715,40,71,36.121,41.97,"Class1","Q","K",36
63.587,65.887,30.323,15.164,45,52,45.219,40.926,"Class1","P","F",34
50.756,43.838,88.444,16.255,54,23,48.976,63.405,"Class3","M","O",65
58.471,27.028,89.566,71.684,33,30,55.321,59.049,"Class2","K",NA,86
58.501,24.457,84.959,77.397,17,53,48.481,65.666,"Class2","B",NA,71
14.01,45.679,83.265,40.527,22,26,47.913,32.381,"Class3","L","X",66
60.801,86.405,71.724,11.972,35,67,41.254,40.417,"Class1","N","C",35
68.148,48.874,81.977,18.354,44,69,47.187,41.792,"Class1","Q","R",35
60.053,30.063,NA,74.682,20,57,60.884,65.208,"Class2","T","O",76
56.156,76.333,13.13,15.172,39,51,43.301,40.001,"Class1","N",NA,33
66.073,76.348,77.024,17.864,39,77,35.94,41.378,"Class1","N","K",33
59.037,30.387,43.621,76.859,14,30,44.145,88.141,"Class2","T","O",76
40.399,42.652,81.345,52.215,27,19,48.378,58.153,"Class3","I","O",69
59.825,26.386,71.978,73.22,31,34,49.232,70.505,"Class2","T","I",71
59.028,27.366,33.253,76.921,12,59,59.091,59.882,"Class2","B","R",60
28.151,59.861,79.848,66.185,36,25,48.844,39.853,"Class3","I","C",66
61.284,27.139,45.477,75.015,33,42,58.647,55.597,"Class2","S","I",52
59.197,20.781,44.099,84.102,44,50,56.251,92.198,"Class2","B","S",81
60.518,38.798,19.079,16.122,42,82,42.901,41.765,"Class1","R","C",35
62.412,28.664,45.052,73.258,49,42,72.959,56.79,"Class2","T","O",59
15.513,51.7,79.399,96.492,36,26,48.486,77.625,"Class3","E","C",68
72.295,62.126,20.065,19.465,48,86,36.839,41.904,"Class1","P","R",36
71.546,52.569,19.624,12.502,37,79,42.495,41.119,"Class1","Q","V",35
71.258,97.935,81.814,17.223,39,87,35.302,40.462,"Class1","S","K",33
39.475,69.897,86.391,65.517,19,8,48.755,7.643,"Class3","M","H",67
58.764,24.444,34.084,76.321,40,58,50.68,89.776,"Class2","B","K",80
62.092,26.951,81.763,76.924,48,38,63.081,57.501,"Class2","K","O",52
55.735,87.539,31.189,23.199,44,54,38.141,40.104,"Class1","N","V",36
61.625,29.077,83.883,75.443,40,45,48.858,71.933,"Class2","X","K",74
65.968,48.484,NA,18.903,45,80,36.248,40.115,"Class1","S","F",35
30.797,64.165,79.946,38.608,67,13,48.752,9.364,"Class3","Z","X",67
71.05,85.778,59.026,23.308,39,58,29.396,40.494,"Class1","S","V",35
68.199,68.527,43.344,16.262,37,78,45.352,40.071,"Class1","Q","C",33
61.996,29.317,30.073,75.846,28,55,59.3,64.661,"Class2","B","I",60
39.215,44.259,78.866,60.545,69,21,48.39,39.005,"Class3","Z","X",69
14.433,57.274,81.998,77.727,33,27,48.709,9.366,"Class3","L","H",69
60.727,25.741,34.682,75.464,12,55,46.612,61.644,"Class2","B","S",58
57.018,89.925,14.602,16.883,45,52,42.299,40.419,"Class1","P","K",35
70.938,93.589,69.446,20.214,48,87,42.369,41.795,"Class1","R","R",33
72.404,45.677,NA,12.788,48,68,35.689,40.297,"Class1","R","V",35
36.776,37.834,80.887,33.123,50,20,48.4,75.781,"Class3","E","H",64
15.785,78.281,81.315,82.539,35,24,48.686,59.274,"Class3","L","H",66
35.74,55.428,92.648,41.663,36,18,48.328,16.416,"Class3","Z","R",65
59.685,22.751,33.703,79.998,32,58,66.233,90.352,"Class2","B","I",58
47.348,50.398,95.51,9.719,20,10,49.165,54.016,"Class3","L","C",64
21.231,67.298,83.324,63.653,66,24,47.974,65.234,"Class3","Z","H",67
35.896,52.085,97.51,42.972,80,11,48.379,35.866,"Class3","E","R",63
31.295,60.244,94.169,15.027,34,13,48.496,77.463,"Class3","M",NA,69
11.861,65.226,90.817,21.175,41,20,48.055,10.96,"Class3","M","C",67
59.154,26.732,69.32,72.406,19,44,54.782,84.648,"Class2","T","O",49
72.227,87.959,45.591,14.705,45,68,39.913,40.921,"Class1","R","R",34
61.226,30.555,80.189,76.341,45,62,44.448,85.421,"Class2","K","I",75
58.623,17.913,50.133,79.33,31,56,52.367,73.311,"Class2","X","S",86
9.443,47.802,86.138,48.711,78,23,48.35,32.933,"Class3","I","O",63
61.438,31.792,88.414,75.778,43,32,54.561,79.245,"Class2","B","K",86
62.631,23.583,42.004,74.571,46,52,58.299,59.42,"Class2","X",NA,79
49.191,51.212,78.601,21.423,43,13,48.793,45.224,"Class3","E","X",68
60.29,80.411,NA,13.908,40,74,31.623,40.53,"Class1","Q","C",35
28.298,49.061,96.21,53.75,39,12,49.148,61.026,"Class3","M","C",68
59.995,26.55,35.905,75.502,31,57,72.19,52.408,"Class2","X","I",51
72.552,109.794,18.275,23.535,43,82,36.39,40.392,"Class1","S","C",34
10.307,46.767,74.383,33.223,77,21,48.321,74.984,"Class3","I","C",66
47.654,49.77,77.181,69.419,66,9,48.642,31.663,"Class3","Z","X",66
65.096,23.139,69.233,15.644,43,84,42.995,40.941,"Class1","R","F",33
8.597,52.063,92.811,13.053,45,11,48.382,19.687,"Class3","L","C",63
27.779,55.35,NA,86.101,74,19,48.523,60.967,"Class3","Z","H",69
58.433,27.929,57.708,78.417,23,60,39.762,80.114,"Class2","K","S",74
58.894,18.842,42.13,79.958,37,43,55.305,62.051,"Class2","T","O",73
61.795,28.277,48.207,69.63,23,44,57.522,74.627,"Class2","B","O",58
35.527,52.133,93.455,64.379,75,19,48.199,9.434,"Class3","E","X",67
26.597,56.674,94.718,41.487,42,25,48.06,41.638,"Class3","Z","H",69
59.257,33.926,64.83,71.166,26,36,67.811,78.056,"Class2","S","O",78
56.433,68.681,79.235,19.391,45,60,40.375,40.078,"Class1","S","K",34
35.8,54.862,95.875,60.831,16,22,48.664,43.909,"Class3","M","H",67
60.82,58.651,40.021,18.633,43,73,35.699,40.492,"Class1","R","F",35
61.435,30.238,29.459,83.434,12,48,43.257,91.984,"Class2","K","R",91
61.181,23.857,77.916,78.019,25,35,56.298,77.654,"Class2","S","S",85
59.117,25.954,60.986,78.342,43,57,49.224,76.214,"Class2","X","O",90
66.276,56.717,77.712,27.228,35,85,41.334,40.388,"Class1","P","C",35
70.576,49.157,17.277,24.479,47,57,45.905,41.971,"Class1","Q","K",33
60.075,52.163,18.066,16.386,37,66,31.416,41.818,"Class1","N","C",33
61.54,31.838,41.391,78.999,16,57,42.978,75.762,"Class2","K","R",59
29.847,66.575,79.497,55.564,27,22,48.198,21.961,"Class3","E","C",69
16.31,64.12,92.954,69.612,7,21,48.16,31.687,"Class3","Z","H",69
66.183,86.662,40.506,27.563,41,92,43.963,40.427,"Class1","R","K",36
61.909,28.902,31.966,80.4,12,33,61.009,62.113,"Class2","X","O",56
27.418,50.974,92.992,72.692,50,23,47.834,50.828,"Class3","M","O",66
59.75,29.557,45.759,79.055,10,54,50.302,84.424,"Class2","X","K",51
30.208,51.399,89.406,88.938,23,15,48.69,63.951,"Class3","I","C",65
32.552,42.392,74.501,48.405,38,22,48.855,30.627,"Class3","I","X",65
50.02,59.52,80.071,33.87,69,15,48.833,66.816,"Class3","M","X",67
16.556,71.274,90.75,51.45,62,25,48.4,76.951,"Class3","M","O",67
37.055,45.631,82.263,53.07,53,22,48.37,36.347,"Class3","Z","C",63
49.677,37.593,83.73,44.691,12,18,47.675,66.557,"Class3","Z","C",67
58.608,83.036,85.4,15.337,44,80,36.248,41.427,"Class1","R","F",36
60.848,55.605,26.258,17.586,43,70,40.153,40.26,"Class1","P","C",36
62.094,28.751,62.049,80.19,15,41,36.655,54.012,"Class2","X","O",65
25.775,54.751,97.536,73.917,34,24,48.862,24.611,"Class3","M","X",64
63.129,44.523,23.78,19.136,41,55,41.227,40.031,"Class1","R","K",35
39.635,51.784,89.844,36.354,37,12,48.344,5.285,"Class3","M","O",67
19.239,65.881,80.144,79.051,80,22,48.28,2.209,"Class3","L","X",63
60.847,27.788,29.596,80.717,12,47,37.594,57.882,"Class2","X","I",87
31.031,70.872,83.254,53.662,74,24,49.063,48.679,"Class3","I","R",69
70.615,67.383,43.098,16.893,37,76,39.577,40.39,"Class1","Q","R",33
60.747,23.675,74.476,72.562,26,57,53.198,63.779,"Class2","X","K",81
58.472,29.165,81.269,74.317,36,39,78.648,68.023,"Class2","X","I",83
60.209,31.305,61.072,76.343,29,62,71.297,75.038,"Class2","B","S",73
65.493,68.511,60.344,7.112,35,51,36.831,40.624,"Class1","S","R",35
56.291,85.578,91.609,18.691,47,87,40.542,40.177,"Class1","P","R",34
8.626,60.399,84.946,57.428,75,16,48.164,31.011,"Class3","Z",NA,63
61.98,22.993,67.783,72.856,43,40,60.155,56.3,"Class2","X","O",54
61.905,25.057,27.863,72.911,33,32,44.166,73.254,"Class2","B","K",74
61.241,30.524,69.949,75.526,11,41,44.454,85.921,"Class2","K","K",82
59.071,28.214,90.996,77.936,30,58,36.916,54.291,"Class2","T","K",69
57.707,87.439,46.098,24.458,37,92,35.614,41.062,"Class1","S","F",36
41.958,39.403,77.334,48.57,63,14,48.868,16.715,"Class3","M","H",69
55.923,102.835,28.571,16.376,43,57,28.344,41.016,"Class1","R",NA,35
12.704,54.259,74.449,9.628,57,22,48.264,49.612,"Class3","I","H",66
63.547,38.459,34.076,19.322,43,66,34.704,40.039,"Class1","N","C",36
21.25,69.338,NA,47.592,69,12,48.819,15.365,"Class3","L","H",68
62.304,77.489,12.799,14.76,46,82,41.795,40.452,"Class1","P","K",34
60.99,23.052,43.777,71.309,28,60,44.657,82.837,"Class2","X","R",49
58.521,29.098,28.756,77.038,13,59,51.14,72.422,"Class2","B",NA,49
63.255,49.802,25.536,21.187,48,72,35.102,40.714,"Class1","Q","F",33
72.167,50.099,51.475,12.912,48,52,36.102,41.173,"Class1","S","R",33
37.193,61.593,93.704,75.675,35,26,48.584,9.958,"Class3","E","O",68
60.703,24.506,79.854,76.176,31,32,50.879,81.737,"Class2","X","S",57
60.093,74.112,33.382,22.841,48,71,51.847,41.823,"Class1","S","R",33
9.827,46.848,87.116,60.359,67,12,48.185,61.619,"Class3","I","X",67
18.909,69.783,84.2,24.252,52,19,48.401,21.801,"Class3","L","H",68
58.986,30.443,36.818,11.694,43,71,40.32,40.9,"Class1","R","C",35
18.212,84.422,94.002,21.705,16,13,48.976,43.209,"Class3","Z","C",69
24.565,40.719,75.252,26.525,52,15,48.433,58.568,"Class3","Z","C",68
34.29,45.943,93.642,60.409,57,23,48.321,29.926,"Class3","E","R",64
66.325,59.768,65.651,6.433,45,86,46.954,41.869,"Class1","N","F",35
56.885,59.877,80.946,17.956,41,56,32.791,41.704,"Class1","N","F",33
63.353,42.845,58.217,23.973,41,84,37.328,41.718,"Class1","R","C",35
47.029,40.434,75.212,53.256,66,17,48.921,33.975,"Class3","E","H",67
63.283,80.518,57.269,25.095,37,78,34.585,41.795,"Class1","R","F",35
64.17,65.444,91.395,20.174,37,53,33.545,41.117,"Class1","N","K",33
35.961,56.718,81.611,35.535,64,26,48.586,39.633,"Class3","Z","X",68
26.301,48.978,76.554,55.226,10,27,48.446,0.652,"Class3","Z","H",67
61.49,24.349,60.937,75.405,16,52,55.093,54.543,"Class2","S","R",64
55.253,77.203,36.19,17.866,38,88,43.107,40.04,"Class1","P","R",35
69.545,39.983,NA,6.525,40,89,27.845,41.446,"Class1","Q","C",34
34.136,52.337,79.518,44.297,46,20,48.226,54.438,"Class3","E","R",69
12.951,59.473,89.671,55.116,20,27,48.153,64.322,"Class3","Z","O",68
47.574,41.826,80.218,31.392,73,19,47.83,9.636,"Class3","I","C",66
59.254,29.889,65.248,71.284,18,48,49.156,63.673,"Class2","K","O",50
39.539,40.918,81.995,53.98,43,14,48.488,1.097,"Class3","M",NA,69
59.162,31.21,81.952,78.51,30,50,30.928,91.727,"Class2","T","R",84
71.891,62.97,84.509,24.996,42,73,39.201,40.242,"Class1","P","R",33
37.623,57.566,80.189,53.31,46,27,48.056,60.151,"Class3","Z","O",64
61.054,27.744,88.433,76.206,22,59,67.764,58.279,"Class2","T","R",81
58.508,29.129,NA,80.56,18,46,37.976,72.673,"Class2","K","S",83
58.14,79.169,41.88,20.702,39,76,40.511,40.956,"Class1","R","F",33
61.725,25.813,73.064,77.861,12,59,34.531,56.289,"Class2","B","K",90
10.442,62.156,80.044,35.569,69,27,48.32,33.41,"Class3","E","H",64
61.926,29.198,84.53,72.588,15,44,56.526,75.941,"Class2","T","R",83
41.673,68.172,NA,2.055,74,17,48.091,65.483,"Class3","Z","X",66
61.407,27.834,28.43,76.072,42,49,67.858,57.435,"Class2","K","R",51
58.339,29.021,50.968,79.109,42,48,45.461,74.641,"Class2","T","O",63
45.102,80.846,97.517,60.948,34,23,48.846,13.217,"Class3","Z","R",68
59.552,60.768,14.002,11.899,45,74,40.65,40.733,"Class1","R",NA,35
61.767,24.46,60.463,73.181,39,51,53.117,78.73,"Class2","K","O",64
61.328,27.3,49.643,73.038,44,32,47.584,67.864,"Class2","X","O",81
62.998,28.816,87.77,76.247,27,53,54.811,88.919,"Class2","B","K",79
69.691,63.134,27.14,10.154,39,72,40.052,41.616,"Class1","N","K",36
58.678,65.467,21.794,7.405,39,54,35.048,41.666,"Class1","N","C",35
59.897,26.485,54.133,77.923,41,53,56.337,72.502,"Class2","X","O",50
61.557,18.787,78.795,76.147,13,34,49.705,64.309,"Class2","X","O",54
18.299,51.481,93.567,40.726,52,21,48.34,55.814,"Class3","Z","H",69
69.72,66.839,33.888,25.076,41,81,48.13,41.86,"Class1","Q","K",33
61.371,30.56,31.902,76.323,35,38,55.37,67.447,"Class2","B","O",91
34.848,73.874,94.447,84.061,3,21,48.567,47.765,"Class3","Z","X",68
65.983,47.839,37.049,20.402,37,74,29.607,41.992,"Class1","Q","R",34
62.043,29.604,24.373,75.343,11,32,43.959,64.016,"Class2","X","S",65
59.438,34.665,58.144,21.85,48,75,38.271,41.34,"Class1","Q","K",33
72.843,76.285,18.888,12.702,37,93,39.188,40.137,"Class1","N","V",35
60.081,23.729,NA,70.591,10,48,58.448,66.761,"Class2","K","R",79
69.543,59.681,28.925,20.996,45,58,47.42,40.072,"Class1","N",NA,36
28.408,49.374,90.19,42.112,7,8,48.641,10.566,"Class3","M","R",67
32.391,86.128,93.723,68.956,46,23,48.399,52.532,"Class3","M","X",68
16.922,28.834,82.683,29.296,32,16,48.235,36.063,"Class3","L","R",64
26.079,38.245,79.796,99.436,7,20,48.503,6.123,"Class3","E","H",68
67.18,84.022,60.687,4.822,37,92,36.787,41.616,"Class1","Q","R",34
48.983,67.254,80.961,73.643,11,12,48.687,11.686,"Class3","M","C",66
39.301,64.96,75.234,39.9,15,20,48.572,41.893,"Class3","Z","R",68
48.565,54.746,89.381,79.658,76,25,48.829,0.835,"Class3","Z","R",66
57.093,84.79,44.8,14.874,45,58,39.28,41.374,"Class1","S","K",34
62.57,28.063,75.362,79.451,12,61,51.647,73.531,"Class2","S","R",65
59.8,25.322,49.515,77.274,31,45,53.331,57.723,"Class2","K","S",89
62.368,31.622,76.272,10.312,45,65,40.869,41.116,"Class1","Q","K",35
61.794,25.392,65.673,75.018,25,60,62.643,56.64,"Class2","B","S",67
62.825,30.252,NA,74.322,19,47,56.296,59.789,"Class2","B","K",90
61.674,34.208,43.12,19.451,35,56,39.678,41.446,"Class1","P","K",36
59.812,20.918,81.443,71.912,20,62,65.119,62.389,"Class2","T","S",61
68.571,84.428,19.904,13.707,42,63,36.926,40.51,"Class1","R","R",33
62.875,26.741,67.864,73.497,46,62,47.255,79.948,"Class2","B","R",67
66.41,83.617,42.314,23.934,41,91,39.761,40.026,"Class1","S","F",34
66.937,70.158,33.124,7.379,43,77,39.891,41.292,"Class1","P",NA,36
59.664,29.991,52.293,76.581,11,43,57.895,82.311,"Class2","S","R",50
59.336,30.196,59.109,76.981,34,47,55.108,62.767,"Class2","B","S",51
58.601,70.118,16.558,16.021,38,90,42.645,41.828,"Class1","P","C",33
62.658,26.802,44.342,79.397,44,45,72.844,89.942,"Class2","S","R",66
61.267,28.711,35.622,73.596,45,52,70.971,88.976,"Class2","T","R",85
59.908,24.584,80.579,78.774,29,39,63.924,79.869,"Class2","K","R",74
62.246,30.642,83.288,78.661,47,47,71.457,72.116,"Class2","T","K",72
61.31,27.927,65.213,69.826,49,31,51.7,76.218,"Class2","B","I",87
61.079,27.49,29.362,77.612,41,60,36.86,91.509,"Class2","B","R",73
62.543,26.815,85.601,68.52,45,48,48.378,72.22,"Class2","B","O",75
58.487,66.969,17.772,24.107,41,66,30.925,41.703,"Class1","R","C",33
63.766,74.305,27.085,21.064,38,62,39.25,41.557,"Class1","Q","F",35
20.18,42.771,86.064,31.386,10,17,48.998,2.108,"Class3","Z","R",64
62.083,22.161,33.739,70.402,37,62,70.792,84.177,"Class2","S","O",60
38.126,57.042,86.95,29.259,71,23,49.438,7.278,"Class3","E","C",64
68.902,64.044,26.871,17.292,44,80,51.307,40.101,"Class1","Q",NA,36
59.761,23.62,71.625,75.583,31,32,38.759,81.279,"Class2","T","S",81
59.94,34.441,64.897,10.135,35,60,41.022,41.327,"Class1","Q",NA,36
28.142,62.782,93.127,41.437,7,16,48.701,34.714,"Class3","M","X",66
60.472,22.251,71.602,72.681,17,58,43.996,78.205,"Class2","B","K",65
70.92,56.851,42.713,16.509,45,88,32.208,40.963,"Class1","R","K",35
20.356,61.414,85.674,42.771,40,20,48.918,26.114,"Class3","E",NA,66
58.134,-0.897,22.869,22.218,37,91,36.32,40.752,"Class1","N","K",36
14.11,66.796,80.984,28.781,10,11,48.61,22.626,"Class3","M","H",69
36.063,66.91,92.402,-4.121,66,12,48.899,36.68,"Class3","L","O",68
39.373,50.807,90.112,60.14,49,21,47.987,20.85,"Class3","M","C",65
59.455,28.157,50.851,73.044,17,37,61.891,72.012,"Class2","B","S",65
69.756,65.94,19.52,20.588,36,70,34.471,41.368,"Class1","P","F",35
72.087,71.531,41.441,16.687,44,84,45.704,41.946,"Class1","P","V",35
65.961,62.987,23.682,16.054,47,63,32.003,41.9,"Class1","R","V",34
68.476,44.704,16.58,18.369,46,55,35.058,41.67,"Class1","S","K",36
11.276,66.976,93.186,78.112,18,27,48.443,38.7,"Class3","Z","O",64
67.103,87.718,74.465,17.708,46,71,42.621,40.929,"Class1","N","K",34
60.678,27.671,64.391,76.613,20,36,48.97,73.753,"Class2","K","K",82
62.733,20.933,71.927,74.003,15,61,44.961,92.091,"Class2","X","K",89
9.478,83.591,80.309,55.333,39,26,48.24,27.367,"Class3","I","R",67
46.668,50.681,78.382,67.938,34,12,48.868,16.443,"Class3","I","H",67
57.603,53.808,21.922,14.688,35,81,44.573,40.166,"Class1","R","F",35
38.2,69.578,93.029,75.44,11,19,48.3,34.541,"Class3","Z","O",65
66.091,61.524,14.845,16.914,46,86,37.161,40.088,"Class1","Q","C",36
