"T1","T2","T3","T4","T5","Output19","T6","T7","T8","T9","T10","T11"
80.035,95.391,2.993,65,53,"Class2",39.47,"R",58.577,30.463,72,"V"
68.188,92.076,9.999,59,52,"Class2",41.176,"Y",48.243,59.576,38,"I"
85.527,86.241,6.535,60,61,"Class2",40.989,"Y",56.193,47.68,57,"N"
59.991,37.601,74.534,49,66,"Class1",59.128,"D",21.044,90.225,37,"Q"
69.737,8.785,32.227,36,13,"Class3",67.755,"B",56.682,67.664,57,"D"
74.081,NA,66.323,62,72,"Class1",55.608,"J",46.459,93.644,53,"Q"
66.659,36.419,46.927,38,5,"Class3",44.517,"B",58.783,29.942,52,"D"
66.484,92.73,5.788,55,86,"Class2",35.339,"A",57.983,10.505,46,"N"
88.198,95.471,3.119,56,74,"Class2",45.568,"R",47.626,73.848,62,"E"
74.551,20.32,49.799,41,8,"Class3",40.28,"B",50.826,35.11,59,"Q"
83.021,22.209,37.229,26,4,"Class3",40.369,"D",59.552,23.639,58,"D"
83.544,51.083,60.862,61,73,"Class1",54.678,"I",42.395,94.73,51,"E"
68.612,79.535,2.197,62,66,"Class2",52.761,"R",58.436,7.42,51,"V"
80.383,89.8,2.119,56,81,"Class2",55.791,"R",57.157,23.768,64,"K"
65.339,36.006,42.913,33,2,"Class3",NA,"D",46.904,-8.229,61,"G"
81.499,99.402,7.123,59,75,"Class2",56.153,"G",51.733,38.048,48,"N"
84.535,28.304,58.561,35,4,"Class3",NA,"B",57.055,33.82,56,"A"
74.751,30.753,80.728,64,66,"Class1",62.843,"D",52.147,91.634,50,"E"
27.389,43.644,64.177,73,71,"Class1",59.241,"K",16.632,93.054,31,"Q"
82.134,99.26,1.599,65,85,"Class2",38.663,"G",58.968,85.231,64,"K"
79.162,25.462,51.118,37,4,"Class3",59.544,"D",54.925,16.169,51,"Q"
65.682,24.502,61.017,28,5,"Class3",33.969,"J",49.807,28.691,59,"D"
85.338,91.67,12.087,58,55,"Class2",38.198,"A",55.34,62.352,54,"E"
83.903,39.82,68.179,63,69,"Class1",61.26,"X",35.637,90.692,39,"Q"
64.183,92.238,10.345,64,41,"Class2",38.436,"Y",51.339,56.96,33,"E"
67.089,95.763,9.471,63,36,"Class2",33.915,"Y",55.724,22.67,48,"I"
48.334,50.637,76.571,68,68,"Class1",57.997,"D",60.581,91.738,51,"E"
62.656,23.026,52.385,36,4,"Class3",42.363,"M",54.692,34.437,56,"G"
66.076,20.157,67.95,34,3,"Class3",79.565,"M",46.338,81.013,57,"D"
68.759,81.439,9.167,55,68,"Class2",40.212,"A",48.172,34.415,57,"V"
76.897,22.403,41.702,33,7,"Class3",56.465,"B",52.096,50.612,62,"A"
70.611,35.986,34.073,31,6,"Class3",76.856,"M",48.846,57.814,61,"A"
11.689,28.682,80.903,55,71,"Class1",60.396,"I",22.078,91.206,43,"J"
49.167,20.373,88.436,61,70,"Class1",63.626,"I",43.823,90.984,33,"J"
77.657,94.482,2.964,53,87,"Class2",22.02,"Y",56.477,84.012,50,"V"
81.169,12.938,65.309,28,10,"Class3",32.018,"B",48.466,92.507,61,"D"
63.021,24.486,60.027,39,11,"Class3",25.952,"B",60.165,1.558,56,"A"
95.333,98.278,5.762,65,51,"Class2",21.834,"R",52.866,48.499,67,"E"
55.279,51.492,80.32,53,68,"Class1",NA,"I",15.155,95.684,42,"M"
70.977,34.284,36.587,37,8,"Class3",79.374,"J",60.17,47.802,60,"D"
68.07,30.291,54.293,34,6,"Class3",27.001,"Z",49.546,27.167,62,"A"
71.391,28.509,65.445,26,2,"Class3",31.907,"B",52.055,33.532,59,"G"
86.207,97.094,8.108,60,39,"Class2",25.132,"A",47.501,72.148,65,"V"
74.999,21.82,51.323,26,12,"Class3",67.179,"M",49.702,18.013,53,"A"
76.573,26.372,47.928,26,8,"Class3",22.395,"B",47.596,38.036,51,"A"
63.01,46.848,74.659,58,66,"Class1",61.585,"I",36.849,92.07,37,"B"
85.702,102.819,5.848,64,49,"Class2",40.348,"A",47.298,47.501,67,"K"
19.58,32.975,79.567,65,65,"Class1",53.797,"J",40.531,94.109,46,"Q"
79.542,88.439,3.467,64,71,"Class2",34.424,"A",56.423,35.21,37,"E"
82.398,22.567,52.7,37,10,"Class3",61.656,"J",57.257,37.693,61,"A"
74.427,21.184,55.951,27,10,"Class3",NA,"B",51.577,17.743,57,"A"
81.34,89.149,0.528,57,34,"Class2",22.701,"R",57.906,1.223,64,"I"
74.692,28.596,29.699,35,12,"Class3",38.679,"M",59.86,25.082,51,"T"
79.734,92.064,2.419,60,49,"Class2",23.207,"G",51.125,57.275,41,"E"
30.115,26.858,79.007,57,70,"Class1",55.651,"J",77.49,92.695,33,"M"
84.941,44.854,76.371,47,70,"Class1",62.943,"J",34.062,89.684,30,"J"
82.298,25.755,58.489,39,7,"Class3",NA,"M",47.147,44.299,51,"D"
70.373,21.939,45.218,40,4,"Class3",66.952,"M",53.453,54.413,55,"A"
78.517,31.935,75.282,50,67,"Class1",54.074,"X",28.657,85.964,33,"Q"
94.854,93.372,6.178,64,76,"Class2",48.999,"J",56.053,91.223,28,"V"
91.545,91.505,6.873,56,32,"Class2",37.761,"R",59.646,42.375,30,"E"
69.837,25.624,28.898,34,4,"Class3",39.797,"Z",57.127,9.366,51,"D"
64.196,26.243,42.946,35,6,"Class3",52.436,"J",47.091,12.022,60,"G"
25.865,46.927,71.495,53,66,"Class1",61.017,"D",77.712,92.889,37,"J"
88.516,95.049,3.654,56,50,"Class2",19.909,"G",55.053,15.692,34,"E"
70.352,42.398,72.615,73,69,"Class1",54.899,"I",26.661,94.144,41,"J"
95.471,88.271,9.973,59,80,"Class2",25.134,"Y",48.075,36.413,54,"K"
84.221,21.505,85.715,57,69,"Class1",56.385,"X",46.123,94.469,32,"J"
92.926,93.957,6.628,54,68,"Class2",41.608,"G",51.921,40.352,60,"K"
85.471,45.491,75.936,47,72,"Class1",60.703,"J",48.14,87.571,49,"J"
71.213,94.516,2.285,64,51,"Class2",43.569,"A",57.698,57.689,53,"V"
48.657,47.456,73.976,65,67,"Class1",54.238,"J",71.579,97.088,49,"E"
82.935,92.971,7.945,56,74,"Class2",40.437,"R",47.904,57.259,55,"N"
54.897,43.568,78.612,63,66,"Class1",58.13,"D",16.19,96.395,32,"Q"
75.748,15.225,46.225,38,2,"Class3",24.499,"M",56.69,-6.987,52,"G"
15.032,38.2,85.253,74,66,"Class1",62.035,"I",75.201,92.65,54,"Q"
34.288,47.64,73.177,66,72,"Class1",56.903,"D",44.73,93.398,48,"M"
53.438,35.059,90.395,67,66,"Class1",57.128,"D",71.514,90.823,46,"Q"
81.367,16.811,61.006,34,7,"Class3",63.249,"Z",59.303,75.337,57,"A"
80.842,27.944,35.19,39,13,"Class3",26.233,"B",46.235,43.389,54,"Q"
79.865,21.032,46.117,32,7,"Class3",57.125,"D",49.924,26.284,58,"T"
81.913,25.229,40.007,31,11,"Class3",54.522,"Z",46.839,43.815,62,"T"
23.514,46.925,61.876,65,71,"Class1",63.687,"D",74.461,88.993,45,"J"
73.261,26.602,17.23,35,13,"Class3",44.345,"J",45.163,34.932,51,"D"
68.022,NA,6.312,55,61,"Class2",56.939,"G",56.895,7.185,45,"V"
74.556,18.591,83.935,31,8,"Class3",54.528,"D",49.642,65.574,57,"Q"
84.554,18.507,53.859,28,2,"Class3",63.823,"M",57.708,51.833,62,"G"
24.114,44.817,75.506,75,69,"Class1",55.565,"J",29.334,101.341,33,"Q"
72.189,26.836,61.242,32,8,"Class3",75.682,"B",58.078,31.887,52,"A"
28.724,35.093,75.461,66,68,"Class1",58.331,"K",58.449,94.264,33,"Q"
83.549,15.375,37.746,38,3,"Class3",33.144,"J",45.629,35.757,61,"T"
77.142,23.066,34.285,31,11,"Class3",22.324,"D",45.665,45.56,55,"D"
62.795,22.763,57.533,34,6,"Class3",25.803,"D",50.748,18.282,58,"Q"
94.985,NA,2.413,62,49,"Class2",19.513,"Y",59.277,25.1,52,"N"
62.293,91.354,3.076,65,47,"Class2",52.288,"R",48.98,65.574,53,"N"
81.078,14.34,43.842,34,10,"Class3",29.825,"D",58.337,33.646,55,"Q"
69.398,15.522,43.397,28,10,"Class3",64.118,"Z",55.785,53.951,60,"D"
75.329,92.235,1.03,55,61,"Class2",46.315,"J",47.111,-42.537,34,"K"
75.324,NA,11.545,59,68,"Class2",42.816,"Y",48.723,31.454,65,"N"
37.347,49.616,72.637,68,67,"Class1",58.606,"X",75.969,94.929,30,"B"
62.429,90.041,3.576,65,76,"Class2",51.028,"G",48.297,79.263,61,"I"
74.244,93.475,2.834,64,38,"Class2",24.678,"J",52.162,60.293,36,"V"
63.64,34.395,51.525,29,10,"Class3",69.207,"M",48.783,23.072,53,"Q"
71.559,26.241,41.307,33,9,"Class3",55.161,"Z",60.399,64.677,53,"T"
69.226,86.554,5.256,64,37,"Class2",34.112,"G",49.906,55.393,34,"E"
70.878,28.802,44.043,26,8,"Class3",57.045,"B",48.585,33.64,60,"D"
70.497,41.591,66.188,55,72,"Class1",60.529,"K",45.921,96.596,29,"J"
72.706,48.685,70.76,56,71,"Class1",55.151,"K",43.051,93.125,31,"B"
93.82,92.726,7.065,60,66,"Class2",57.586,"R",49.256,41.162,54,"V"
80.222,93,3.666,61,77,"Class2",41.59,"J",56.934,64.726,39,"K"
72.037,100.524,7.693,55,51,"Class2",38.851,"R",47.9,61.912,40,"I"
88.803,101.09,4.92,58,78,"Class2",57.811,"R",52.603,-27.97,41,"N"
77.082,80.078,5.837,61,33,"Class2",32.097,"J",59.714,16.559,61,"I"
66.981,101.633,4.714,65,86,"Class2",25.952,"G",56.498,17.057,67,"I"
75.516,28.281,24.265,31,7,"Class3",29.428,"M",48.191,53.015,62,"Q"
72.31,85.503,4.403,55,68,"Class2",48.528,"Y",47.359,57.009,29,"N"
87.436,42.72,72.284,70,70,"Class1",63.878,"I",63.103,88.23,33,"B"
93.319,89.948,3.721,65,37,"Class2",33.494,"A",58.705,63.864,48,"E"
60.4,24.298,67.785,58,72,"Class1",59.543,"X",21.198,86.964,45,"B"
78.443,50.794,81.109,72,66,"Class1",54.573,"X",15.229,97.828,42,"J"
72.424,98.539,2.308,65,80,"Class2",36.224,"Y",47.536,57.219,68,"N"
79.895,92.068,2.679,53,52,"Class2",24.176,"G",50.6,80.44,45,"K"
77.281,10.933,14.11,28,8,"Class3",54.969,"M",58.329,37.305,57,"A"
88.452,93.592,6.803,57,56,"Class2",25.338,"R",51.72,50.683,27,"I"
72.147,18.991,29.056,33,7,"Class3",68.344,"B",53.877,42.341,58,"A"
46.881,55.126,67.405,61,71,"Class1",57.957,"D",17.206,97.551,30,"B"
56.314,29.025,70.648,51,66,"Class1",53.91,"I",49.707,91.943,47,"Q"
89.972,88.642,4.248,53,55,"Class2",52.009,"G",54.68,34.148,35,"I"
76.597,21.724,50.233,37,7,"Class3",61.206,"B",60.639,36.729,51,"A"
96.607,NA,1.892,53,37,"Class2",30.959,"R",48.337,67.5,71,"K"
40.417,43.159,75.639,71,70,"Class1",57.227,"X",12.984,89.591,41,"B"
68.914,14.032,49.495,34,13,"Class3",31.214,"J",51.225,26.427,51,"G"
81.722,90.146,5.347,61,61,"Class2",NA,"Y",52.317,64.371,29,"E"
62.316,99.398,5.385,59,56,"Class2",22.754,"J",47.255,88.493,74,"I"
96.974,92.204,3.351,57,72,"Class2",NA,"A",50.923,28.978,31,"E"
71.311,17.021,49.386,33,7,"Class3",65.552,"Z",58.762,45.133,55,"Q"
66.151,47.012,83.992,58,71,"Class1",55.378,"J",45.802,94.169,53,"E"
63.968,92.423,2.472,57,33,"Class2",56.06,"Y",49.462,78.868,42,"I"
79.502,42.387,64.634,54,67,"Class1",62.99,"I",48.106,95.465,31,"E"
79.903,22.368,31.809,30,12,"Class3",52.488,"M",45.511,-1.694,51,"G"
89.542,NA,13.411,60,86,"Class2",21.901,"R",54.224,69.156,69,"I"
91.166,92.553,1.681,59,50,"Class2",23.067,"J",52.026,55.372,74,"E"
79.635,24.609,60.628,33,9,"Class3",62.173,"M",53.361,19.754,58,"G"
83.923,22.544,64.325,38,3,"Class3",51.061,"M",58.092,21.986,62,"G"
90.371,92.362,2.752,62,78,"Class2",27.173,"G",52.264,53.994,34,"K"
71.08,12.758,42.506,34,4,"Class3",47.896,"Z",45.829,37.51,55,"A"
70.985,39.845,73.311,48,69,"Class1",62.594,"I",52.756,95.995,50,"Q"
94.27,97.294,10.543,62,46,"Class2",48.346,"A",55.071,47.259,33,"E"
66.795,93.584,1.699,57,80,"Class2",57.909,"R",48.876,48.35,43,"V"
21.614,38.732,75.235,56,65,"Class1",55.544,"D",70.576,93.136,43,"Q"
86.533,101.728,4.575,58,51,"Class2",26.546,"A",47.172,29.792,33,"I"
84.37,48.652,63.015,55,71,"Class1",62.504,"K",78.343,91.848,29,"Q"
17.8,42.723,71.178,48,67,"Class1",56.257,"J",52.9,93.126,31,"B"
96.199,45.906,71.785,73,72,"Class1",58.148,"J",33.059,94.839,38,"Q"
65.788,32.677,78.723,53,68,"Class1",57.136,"K",72.538,86.643,41,"B"
68.038,91.716,4.373,60,70,"Class2",23.7,"Y",53.47,66.755,55,"E"
50.811,39.55,72.816,54,72,"Class1",53.422,"K",71.856,93.063,46,"B"
82.152,92.154,7.643,54,48,"Class2",34.272,"Y",48.213,35.021,63,"V"
70.941,21.709,31.954,30,2,"Class3",54.318,"Z",51.001,48.515,62,"T"
89.842,NA,67.594,65,69,"Class1",60.842,"K",19.233,88.729,49,"M"
81.335,35.969,32.315,29,8,"Class3",NA,"Z",58.628,59.165,60,"G"
76.58,21.542,10.269,32,13,"Class3",75.634,"J",49.202,36.233,53,"D"
87.692,88.748,8.603,64,46,"Class2",36.6,"A",53.988,60.985,32,"N"
45.009,34.978,81.283,60,67,"Class1",55.387,"J",42.076,87.699,49,"Q"
80.729,42.382,75.805,72,67,"Class1",62.293,"X",35.383,88.382,40,"B"
85.741,98.222,4.16,59,58,"Class2",45.715,"R",56.515,27.229,63,"V"
39.335,47.539,71.886,71,71,"Class1",53.63,"K",78.566,90.826,41,"Q"
17.283,36.855,74.681,64,72,"Class1",62.634,"D",22.379,96.242,30,"Q"
59.998,45.495,74.796,67,66,"Class1",62.517,"I",51.946,97.249,29,"Q"
71.229,23.706,22.245,32,6,"Class3",72.772,"D",58.847,28.468,55,"T"
82.246,53.8,86.391,65,73,"Class1",53.068,"X",75.32,87.789,50,"B"
83.531,26.101,33.185,36,3,"Class3",41.219,"Z",60.497,30.744,55,"A"
31.167,43.46,61.223,73,67,"Class1",57.012,"D",71.316,92.105,42,"M"
85.731,100.349,7.657,55,34,"Class2",52.181,"G",50.719,12.419,31,"K"
96.353,80.565,2.561,64,79,"Class2",40.236,"Y",59.453,40.2,32,"N"
71.249,87.352,9.124,61,88,"Class2",42.9,"A",59.634,27.403,66,"E"
20.852,58.024,68.597,63,65,"Class1",60.096,"I",56.649,90.662,42,"E"
79.179,35.325,68.523,67,66,"Class1",57.386,"K",64.92,94.607,49,"E"
67.786,NA,65.795,31,4,"Class3",34.625,"B",56.021,17.532,62,"T"
94.663,86.445,4.617,54,90,"Class2",41.279,"Y",49.493,77.098,63,"N"
15.096,NA,68.048,72,69,"Class1",55.881,"K",65.444,94.565,40,"Q"
67.729,25.79,49.435,26,2,"Class3",76.976,"M",49.125,36.851,56,"Q"
65.072,92.102,6.448,63,52,"Class2",57.716,"R",54.999,48.319,43,"N"
83.047,88.242,1.645,55,36,"Class2",35.372,"A",51.569,12.675,56,"E"
30.689,43.476,69.371,58,66,"Class1",57.84,"K",23.302,95.042,36,"Q"
76.016,15.195,69.643,27,2,"Class3",33.936,"Z",47.806,36.527,55,"A"
78.603,22.179,49.888,30,12,"Class3",73.332,"D",50.816,32.965,52,"G"
39.923,30.182,81.373,50,65,"Class1",61.661,"J",75.416,90.407,42,"E"
16.445,15.491,77.56,58,73,"Class1",56.336,"X",22.594,94.182,39,"E"
63.674,28.374,55.092,30,6,"Class3",36.505,"B",59.398,44.824,59,"Q"
84.227,21.512,26.829,32,3,"Class3",55.224,"D",49.747,44.157,52,"Q"
93.275,96.821,2.428,64,78,"Class2",40.945,"R",52.556,48.683,37,"N"
84.521,17.961,52.943,26,12,"Class3",42.031,"D",52.883,48.818,58,"A"
65.626,24.855,34.782,38,4,"Class3",70.759,"B",56.095,44.497,51,"A"
80.727,26.699,20.332,38,8,"Class3",39.216,"Z",52.838,-4.773,58,"G"
75.777,96.038,2.405,56,55,"Class2",21.688,"J",54.719,31.103,28,"N"
25.666,30.742,85.794,48,73,"Class1",54.493,"I",38.981,91.056,41,"J"
87.914,90.319,7.056,65,88,"Class2",46.821,"A",55.215,65.526,49,"V"
70.599,17.106,80.097,60,73,"Class1",63.127,"I",15.904,90.776,37,"B"
70.704,37.201,71.307,63,68,"Class1",NA,"D",50.501,88.271,46,"M"
76.528,28.808,44.091,30,13,"Class3",25.604,"M",48.098,33.185,54,"D"
84.523,18.426,41.911,38,5,"Class3",44.966,"B",45.059,26.904,60,"A"
42.315,53.532,66.115,54,70,"Class1",59.696,"D",30.114,93.617,30,"J"
82.617,21.29,29.028,40,7,"Class3",57.172,"Z",46.002,53.105,61,"A"
81.696,24.511,38.001,36,4,"Class3",33.886,"B",53.449,56.166,53,"A"
87.698,25.678,63.446,66,65,"Class1",63.383,"X",77.498,93.906,40,"Q"
86.25,88.172,4.23,58,59,"Class2",55.213,"Y",55.229,28.514,28,"N"
74.207,62.859,79.229,49,71,"Class1",57.561,"X",70.503,91.17,42,"M"
83.848,83.204,4.749,56,35,"Class2",46.062,"G",53.242,1.003,64,"I"
65.18,81.539,7.076,54,77,"Class2",32.746,"J",54.614,102.388,42,"K"
33.787,39.642,67.235,64,66,"Class1",58.139,"D",23.326,92.625,48,"E"
34.941,39.136,82.394,55,72,"Class1",57.157,"I",14.637,90.818,46,"B"
74.4,NA,6.435,60,40,"Class2",40.512,"J",51.656,62.466,60,"N"
74.597,15.454,51.597,29,9,"Class3",57.517,"B",52.952,75.069,59,"A"
85.847,NA,0.935,55,55,"Class2",42.74,"J",48.52,57.384,57,"K"
20.289,NA,109.81,52,72,"Class1",54.322,"X",66.742,97.879,43,"J"
76.956,98.131,4.64,56,49,"Class2",50.071,"G",52.022,64.942,66,"N"
72.029,85.704,6.262,58,42,"Class2",23.444,"R",58.326,68.11,30,"V"
79.61,18.575,45.82,34,13,"Class3",78.043,"B",60.025,37.522,56,"T"
85.942,90.674,4.849,53,36,"Class2",26.981,"A",55.031,60.09,36,"V"
95.15,81.223,7.788,53,66,"Class2",40.499,"A",55.032,6.794,53,"V"
67.65,26.07,55.932,28,8,"Class3",34.563,"J",49.949,46.838,61,"G"
76.696,27.87,16.472,30,6,"Class3",37.174,"B",59.212,72.737,62,"T"
41.618,41.716,68.831,58,68,"Class1",59.292,"D",41.457,90.18,38,"Q"
90.612,90.16,8.864,54,77,"Class2",53.038,"Y",52.07,-7.632,69,"N"
75.18,27.677,79.669,38,3,"Class3",43.14,"M",54.422,53.354,54,"D"
67.226,26.776,41.929,36,3,"Class3",73.939,"B",49.139,35.367,56,"G"
75.249,27.364,62.075,26,8,"Class3",79.896,"B",54.942,21.724,62,"G"
72.621,27.633,79.791,33,7,"Class3",35.853,"B",53.671,31.761,60,"D"
95.773,44.293,85.357,66,69,"Class1",61.728,"X",61.4,99.437,53,"M"
47.751,39.863,71.667,57,69,"Class1",59.117,"I",27.993,92.764,36,"B"
95.955,89.376,5.918,65,68,"Class2",NA,"R",52.638,73.082,66,"K"
34.242,22.601,74.699,48,70,"Class1",61.847,"K",53.386,96.335,42,"B"
85.621,NA,63.226,63,73,"Class1",NA,"K",67.395,93.681,53,"Q"
91.466,44.338,54.876,58,66,"Class1",61.843,"I",38.183,90.512,51,"J"
19.835,13.342,91.503,55,70,"Class1",61.516,"J",31.675,97.438,38,"Q"
72.624,16.267,65.517,37,10,"Class3",23.958,"B",60.414,48.251,58,"T"
74.376,8.894,40.259,37,7,"Class3",65.928,"J",46.703,12.258,62,"G"
70.809,30.189,32.931,27,2,"Class3",NA,"J",57.37,4.396,55,"A"
26.865,57.143,75.802,66,67,"Class1",53.521,"D",36.118,91.758,40,"Q"
78.006,91.297,10.066,58,79,"Class2",49.208,"J",58.108,50.863,59,"K"
34.112,24.973,76.816,67,73,"Class1",NA,"K",28.359,92.658,44,"M"
83.478,97.928,-4.648,53,64,"Class2",50.671,"A",59.703,35.694,50,"E"
24.763,45.849,78.806,67,67,"Class1",55.736,"X",26.984,94.673,39,"Q"
72.922,28.861,67.233,50,67,"Class1",55.77,"I",67.014,89.704,38,"J"
73.758,19.409,42.83,28,7,"Class3",74.48,"M",48.749,60.934,53,"Q"
57.782,21.809,56.772,54,72,"Class1",55.256,"X",32.783,92.063,29,"Q"
63.15,NA,82.156,53,72,"Class1",NA,"D",59.661,97.272,46,"J"
26.625,44.27,73.365,55,65,"Class1",58.587,"X",25.126,101.051,49,"B"
88.004,82.791,2.002,64,75,"Class2",26.095,"R",58.555,77.104,55,"E"
79.706,24.531,54.263,26,7,"Class3",51.953,"D",45.836,8.622,52,"D"
87.647,40.423,70.837,62,73,"Class1",53.876,"D",18.051,94.375,41,"B"
80.014,23.776,53.118,26,11,"Class3",56.332,"D",57.588,54.972,61,"T"
83.169,34.054,25.665,36,10,"Class3",71,"J",53.157,61.584,55,"D"
92.242,91.037,2.963,58,62,"Class2",27.366,"A",58.594,2.472,44,"N"
81.974,89.091,5.928,61,44,"Class2",24.911,"A",49.694,80.735,46,"V"
83.96,27.836,38.667,39,3,"Class3",29.084,"D",48.098,19.632,61,"Q"
32.397,39.938,68.156,56,67,"Class1",61.839,"D",35.44,96.684,35,"Q"
80.869,102.98,3.951,59,83,"Class2",43.225,"Y",55.4,22.541,38,"I"
73.269,29.177,73.489,53,68,"Class1",54.791,"K",66.962,94.735,42,"E"
85.456,35.385,85.187,48,65,"Class1",62.439,"K",58.424,104.726,53,"J"
78.828,9.835,45.68,35,5,"Class3",39.094,"Z",47.685,66.73,59,"Q"
68.076,54.757,76.265,73,69,"Class1",NA,"K",66.766,88.736,33,"E"
78.116,16.557,47.633,39,11,"Class3",29.686,"B",52.082,35.467,55,"A"
85.842,94.29,0.191,63,67,"Class2",26.498,"G",56.01,45.359,41,"E"
84.162,NA,13.754,32,4,"Class3",54.762,"B",51.726,42.031,56,"T"
92.673,91.449,0.348,60,51,"Class2",20.167,"A",50.863,48.958,74,"I"
73.152,14.11,51.878,30,13,"Class3",64.878,"D",45.619,37.134,53,"G"
73.019,88.521,3.857,65,52,"Class2",49.284,"R",49.414,62.035,37,"V"
70.081,15.105,63.321,39,2,"Class3",70.254,"Z",45.418,13.914,56,"A"
77.121,21.432,44.418,38,5,"Class3",76.751,"D",47.38,31.405,56,"Q"
61.992,53.084,71.941,59,70,"Class1",55.37,"I",41.642,98.428,49,"E"
83.808,33.866,66.47,34,8,"Class3",47.09,"D",55.475,23.583,58,"G"
82.733,20.496,42.583,33,4,"Class3",54.653,"M",52.066,26.948,55,"D"
79.367,30.622,65.846,65,71,"Class1",60.802,"K",29.994,92.659,31,"J"
92.462,91.925,5.86,65,77,"Class2",56.673,"G",53.631,62.012,36,"E"
79.62,26.308,54.309,27,4,"Class3",59.059,"B",54.337,36.413,60,"T"
66.226,20.067,25.029,38,8,"Class3",37.441,"B",47.257,39.172,58,"T"
68.534,88.426,7.261,54,88,"Class2",51.616,"A",58.773,59.625,54,"E"
66.819,22.464,37.452,33,4,"Class3",76.978,"M",50.254,75.611,54,"A"
77.354,83.639,3.581,58,53,"Class2",35.421,"A",55.665,47.105,52,"E"
89.929,99.267,8.227,60,56,"Class2",22.867,"A",48.944,-11.264,47,"K"
17.078,37.811,73.727,51,72,"Class1",56.815,"X",78.131,91.477,41,"J"
24.286,19.724,69.479,53,70,"Class1",59.611,"I",47.665,92.873,53,"M"
70.369,13.757,33.991,36,13,"Class3",31.913,"Z",48.297,50.868,56,"A"
91.93,89.392,-1.63,54,69,"Class2",20.718,"J",51.575,61.264,30,"N"
53.038,52.181,62.581,56,73,"Class1",55.41,"X",47.983,92.225,45,"J"
72.814,89.656,5.908,53,61,"Class2",53.891,"R",52.624,48.582,32,"I"
83.792,19.141,45.804,29,4,"Class3",36.513,"D",52.335,19.49,55,"T"
79.559,18.033,46.37,30,12,"Class3",24.453,"B",54.184,51.889,60,"Q"
69.827,34.033,56.578,40,5,"Class3",33.806,"J",53.086,25.945,62,"Q"
67.584,22.683,39.818,36,7,"Class3",48.804,"Z",49.837,49.452,62,"D"
11.204,37.963,92.653,65,70,"Class1",62.039,"K",63.35,91.989,32,"E"
77.152,93.327,3.994,55,78,"Class2",24.925,"G",47.104,55.147,59,"V"
75.276,95.578,1.477,63,39,"Class2",56.256,"G",48.11,43.509,38,"N"
73.217,20.816,31.343,34,11,"Class3",23.206,"M",54.627,28.647,60,"A"
78.125,25.896,45.187,32,8,"Class3",49.542,"Z",56.3,4.315,55,"T"
70.45,51.602,84.533,70,69,"Class1",59.981,"J",59.362,93.159,41,"B"
73.749,28.623,54.812,36,10,"Class3",41.64,"M",46.347,44.051,52,"D"
15.036,38.551,75.56,47,70,"Class1",53.313,"K",71.589,94.181,35,"E"
64.044,23.477,44.267,32,6,"Class3",43.042,"M",58.783,36.784,52,"Q"
67.953,21.302,39.026,38,4,"Class3",42.901,"B",46.278,47.965,58,"T"
86.216,82.887,9.304,54,50,"Class2",30.6,"J",49.21,29.373,65,"N"
70.664,10.266,46.719,37,3,"Class3",40.046,"M",54.995,79.462,62,"G"
64.09,81.97,2.84,55,84,"Class2",48.05,"R",48.641,79.231,27,"K"
72.819,21.608,60.368,29,12,"Class3",50.045,"D",46.917,22.69,55,"D"
83.272,16.364,36.963,36,2,"Class3",33.669,"J",47.162,25.485,59,"G"
84.039,43.057,63.958,51,67,"Class1",53.894,"K",50.748,89.796,42,"M"
79.743,97.843,2.833,63,90,"Class2",45.452,"Y",53.613,8.071,41,"V"
90.693,34.567,66.455,59,68,"Class1",63.832,"I",16.156,93.401,52,"B"
66.757,84.799,5.917,56,40,"Class2",45.7,"R",58.843,54.543,41,"V"
15.3,53.195,64.477,69,65,"Class1",62.807,"K",34.208,93.3,41,"E"
67.46,24.065,49.731,39,5,"Class3",49.49,"J",59.743,13.722,52,"T"
68.919,19.346,25.067,32,9,"Class3",69.378,"J",53.422,14.733,53,"Q"
63.614,22.929,34.676,26,8,"Class3",49.903,"Z",58.5,17.777,62,"D"
58.1,48.201,85.619,59,65,"Class1",55.798,"K",35.501,92.515,35,"B"
69.437,85.668,1.983,64,36,"Class2",38.954,"A",47.249,32.57,51,"I"
37.666,52.953,84.961,55,65,"Class1",56.087,"I",66.645,91.243,39,"M"
36.409,41.255,77.303,52,70,"Class1",56.12,"J",22.107,95.255,44,"B"
73.837,93.89,6.907,65,59,"Class2",50.4,"Y",53.708,38.915,42,"I"
63.578,90.236,1.672,57,72,"Class2",57.544,"Y",54.191,42.956,59,"E"
79.918,26.677,49.089,35,2,"Class3",33.831,"D",53.118,18.702,56,"T"
83.723,17.555,41.262,35,12,"Class3",66.399,"J",48.42,56.648,61,"G"
62.159,91.679,6.834,61,39,"Class2",19.222,"Y",58.363,35.525,37,"K"
64.069,38.596,63.36,49,68,"Class1",59.846,"X",61.511,90.688,52,"M"
77.443,31.028,62.38,31,3,"Class3",46.388,"J",56.916,40.232,53,"Q"
80.548,NA,52.901,33,10,"Class3",52.121,"J",59.89,11.834,62,"A"
69.068,39.543,32.181,40,11,"Class3",71.766,"D",50.57,29.088,57,"Q"
67.187,29.945,49.209,27,2,"Class3",35.344,"Z",48.536,45.556,56,"A"
96.423,96.041,6.966,54,70,"Class2",49.528,"Y",59.923,56.865,57,"V"
