"O1","Output14","O2","O3","O4","O5","O6","O7","O8","O9","O10","O11"
54,"Class1",66.255,95.286,41.957,80.612,86.118,"C",38,47,6.356,"H"
39,"Class4",16.327,70.617,28.731,51.737,26.991,"H",32,22,17.474,"D"
64,"Class4",16.798,70.286,42.385,60.095,19.799,"Q",48,30,17.812,"D"
86,"Class4",4.278,68.366,37.668,40.027,16.033,"Q",24,15,17.877,"D"
93,"Class4",53.93,69.264,33.839,43.376,30.337,"Z",45,38,17.723,"D"
89,"Class3",34.2,15.045,49.037,89.436,20.618,"N",40,61,70.725,NA
34,"Class2",93.695,79.861,58.449,79.194,46.347,"L",45,87,92.799,"K"
91,"Class3",60.939,11.833,65.37,77.814,19.555,"L",24,54,60.052,"H"
50,"Class4",62.186,67.312,31.964,33.319,14.393,"Q",57,29,17.83,"Y"
48,"Class1",55.605,80.859,108.536,95.121,97.141,"R",64,32,9.866,"L"
25,"Class2",76.008,78.534,20.337,43.709,48.956,"R",45,86,87.067,"I"
26,"Class2",34.715,89.867,23.687,44.2,92.045,"B",40,86,93.648,"E"
54,"Class4",8.985,71.169,37.692,28.771,24.13,"Z",55,41,17.272,"F"
40,"Class1",60.348,96.484,26.331,84.316,84.246,"C",42,34,5.248,"B"
75,"Class4",21.922,68.965,42.372,31.946,23.237,"D",57,15,17.622,"E"
81,"Class3",71.706,19.482,62.406,78.601,14.545,"W",42,44,55.866,"L"
40,"Class3",26.093,14.754,46.401,73.86,19.052,"N",59,76,72.604,"H"
83,"Class3",50.397,16.083,58.096,82.924,16.104,"P",43,54,24.795,"G"
79,"Class3",82.505,17.869,41.273,67.843,15.259,"N",53,57,29.957,"N"
53,"Class4",33.898,71.981,36.358,59.471,35.248,"Z",59,24,17.799,"E"
54,"Class1",73.904,82.389,54.281,94.736,90.751,"C",90,51,8.833,"L"
46,"Class4",26.651,72.035,33.538,32.139,18.644,"Z",24,27,17.068,"E"
32,"Class1",52.669,99.389,-10.398,92.143,83.34,"M",90,32,5.445,"P"
33,"Class3",39.82,16.432,51.871,89.413,13.617,"L",34,53,90.689,"L"
57,"Class3",64.832,16.784,54.731,79.3,13.183,"W",59,83,14.763,"N"
43,"Class4",48.092,69.304,48.291,18.564,10.354,"H",55,13,17.408,"F"
51,"Class1",26.487,95.342,42.282,91.366,80.685,"M",79,41,10.332,"L"
8,"Class1",48.045,99.101,134.992,93.729,83.971,"M",63,49,6.192,"H"
18,"Class1",57.627,86.46,-1.767,86.672,58.071,"C",43,37,6.183,"H"
33,"Class2",69.301,77.835,15.09,57.858,27.8,"B",43,86,90.427,"I"
55,"Class3",46.934,19.492,58.94,79.335,14.74,"P",48,82,50.025,"G"
36,"Class2",58.037,86.332,29.095,51.625,46.145,"D",40,86,92.45,"U"
87,"Class4",0.779,71.186,33.664,32.648,18.041,"D",60,34,17.787,"Y"
98,"Class3",89.289,19.867,69.151,61.338,16.977,"X",60,82,73.364,"N"
34,"Class2",51.164,67.893,4.654,52.614,60.735,"B",44,87,85.465,"E"
66,"Class4",33.431,69.879,31.504,27.121,26.736,"D",NA,32,17.909,"K"
21,"Class1",63.456,95.482,63.898,86.275,103.156,"J",87,35,7.044,"H"
36,"Class1",58.688,92.654,89.931,85.427,81.31,"J",46,27,10.098,"G"
59,"Class4",69.14,72.17,35.213,57.169,41.785,"H",22,29,17.527,"D"
29,"Class2",82.444,88.412,42.1,84.69,76.32,"R",43,86,93.542,"K"
40,"Class1",71.811,90.726,18.583,90.858,101.54,"J",90,41,9.732,"B"
22,"Class1",49.242,91.525,36.92,80.149,82.905,"C",65,47,9.26,"P"
25,"Class2",59.648,87.647,31.8,59.015,59.536,"R",NA,87,90.373,"U"
65,"Class3",24.955,12.673,51.629,90.109,20.214,"X",40,44,81.219,"L"
49,"Class1",50.007,79.587,40.784,79.892,94.777,"Q",69,34,5.263,"G"
49,"Class4",6.836,71.148,37.515,18.235,39.625,"P",35,20,17.239,"Y"
71,"Class4",31.301,67.436,37.062,32.375,16.119,"Z",54,38,17.425,"Y"
53,"Class1",47.164,95.974,82.545,83.773,85.88,"Q",29,53,9.829,"B"
38,"Class2",61.355,78.251,26.796,56.212,38.791,"B",42,86,86.26,"I"
26,"Class1",25.708,85.085,53.296,88.592,85.868,"R",74,33,7.969,"H"
38,"Class2",43.277,69.993,29.695,65.32,102.205,"B",42,86,85.003,"U"
29,"Class2",20.296,70.783,17.62,76.417,56.933,"A",45,87,85.829,"E"
80,"Class4",15.65,69.904,36.15,38.1,15.379,"Q",43,47,17.416,"F"
33,"Class2",33.405,70.67,29.452,61.133,85.618,"D",43,86,89.687,"B"
88,"Class4",39.082,67.437,34.617,30.756,26.076,"D",25,31,17.534,"K"
27,"Class2",44.046,87.258,32.912,85.882,66.876,"R",40,86,88.393,"U"
93,"Class4",47.345,70.56,44.71,58.847,26.034,"H",25,20,17.334,"F"
92,"Class3",40.091,20.123,44.414,85.907,12.374,"N",21,68,19.715,"H"
9,"Class1",61.244,93.988,62.92,86.478,84.836,"R",70,33,11.733,"G"
89,"Class4",54.193,71.271,41.292,44.132,45.039,"D",51,41,17.012,"Y"
44,"Class3",90.505,10.199,53.815,61.995,16.775,"X",48,43,19.893,"L"
58,"Class3",51.911,14.039,63.012,70.271,12.716,"W",51,80,30.87,NA
45,"Class3",84.834,15.855,41.785,89.139,10.816,"P",44,60,18.584,"G"
84,"Class4",37.069,72.416,40.809,58.737,38.24,"Z",24,22,17.182,"Y"
44,"Class4",62.092,72.563,40.563,18.989,22.781,"P",31,34,17.786,"E"
36,"Class2",112.027,88.406,32.066,81.451,71.687,"L",43,86,85.956,"B"
62,"Class3",62.298,11.193,45.185,83.06,19.303,"W",28,77,80.563,"H"
39,"Class3",114.513,12.704,49.271,71.733,3.221,"X",52,54,82.03,"D"
65,"Class4",20.987,68.805,43.182,22.093,23.678,"Q",50,36,17.524,"F"
27,"Class2",50.212,74.374,24.858,50.941,48.221,"B",NA,86,89.523,"K"
39,"Class4",46.459,67.139,32.733,40.953,1.146,"Z",48,18,17.966,"K"
19,"Class1",64.216,95.904,96.909,87.354,75.971,"Q",87,31,10.729,"G"
81,"Class4",33.252,71.827,37.358,51.908,14.82,"H",20,34,17.279,"D"
36,"Class2",59.676,75.484,26.684,53.97,82.571,"B",40,87,92.501,"E"
58,"Class1",84.865,97.107,70.431,89.544,95.035,"R",67,46,11.763,"B"
35,"Class2",23.419,92.864,46.206,63.494,55.422,"R",42,87,86.499,"B"
45,"Class4",5.643,70.793,45.421,40.555,37.895,"D",24,25,17.55,"K"
86,"Class4",29.127,70.342,30.255,48.42,12.798,"Q",37,45,17.245,"Y"
24,"Class1",34.866,96,7.779,93.057,82.669,"J",76,30,5.16,"H"
27,"Class2",53.781,70.503,23.319,74.138,80.592,"B",42,86,90.113,"K"
92,"Class3",59.392,18.596,55.317,66.553,11.144,"L",NA,92,25.386,"H"
87,"Class4",39.427,69.678,39.406,17.408,23.492,"Q",NA,38,17.207,"D"
68,"Class4",53.912,71.368,41.873,40.99,16.581,"D",30,15,17.771,"E"
79,"Class4",53.885,72.943,34.047,30.417,13.419,"H",29,47,17.746,"F"
14,"Class1",50.161,99.189,64.992,95.071,93.91,"M",91,33,6.351,"G"
48,"Class4",27.875,69.864,40.425,30.295,15.099,"Z",48,12,17.072,"Y"
17,"Class1",68.613,82.583,47.237,90.722,95.164,"Q",86,25,6.67,"L"
61,"Class4",25.204,71.65,39.538,43.352,27.294,"H",47,27,17.485,NA
11,"Class1",44.969,99.18,-8.206,95.052,86.171,"J",65,33,7.026,"B"
26,"Class2",84.607,73.096,29.299,79.749,75.589,"B",NA,86,91.335,"E"
55,"Class1",69.931,91.442,40.191,94.826,79.43,"M",70,35,10.331,"B"
45,"Class4",53.839,72.989,29.769,53.406,9.637,"D",45,42,17.212,"K"
34,"Class1",50.982,89.662,40.286,83.761,76.531,"Q",59,44,9.308,"P"
80,"Class4",15.655,72.983,37.349,38.777,25.986,"H",51,22,17.543,"K"
45,"Class1",40.034,88.35,61.878,85.041,77.911,"Q",NA,35,6.797,"L"
35,"Class2",58.596,94.817,-0.247,34.953,81.066,"A",40,87,85.294,"U"
43,"Class3",40.696,10.021,55.812,87.522,17.071,"N",41,76,75.992,"N"
40,"Class4",52.854,69.046,38.959,62.787,26.26,"Z",31,22,17.748,"F"
31,"Class3",95.319,10.211,67.759,72.851,5.043,"P",18,48,17.953,"G"
59,"Class3",59.829,18.483,57.074,86.139,12.083,"P",18,82,85.347,"G"
86,"Class3",69.673,19.008,55.533,69.044,17.6,"W",62,84,79.651,"D"
25,"Class2",81.967,70.233,29.14,38.462,41.247,"B",44,86,91.758,"U"
50,"Class4",26.67,71.81,35.138,59.908,12.246,"P",22,41,17.847,"F"
38,"Class2",69.332,94.131,44.087,73.859,47.084,"R",41,87,93.597,"E"
66,"Class4",44.042,72.049,35.245,47.47,14.266,"Q",NA,24,17.002,"E"
26,"Class2",72.527,92.432,24.297,36.507,37.153,"B",42,86,88.244,"E"
55,"Class1",47.708,87.417,47.951,80.153,61.45,"M",39,44,7.401,"P"
26,"Class2",53.596,90.279,18.598,42.278,33.444,"D",40,87,93.891,"U"
30,"Class1",42.742,94.756,58.386,86.488,100.656,"J",53,32,10.43,"H"
88,"Class4",45.804,68.137,37.86,24.813,35.634,"H",56,29,17.653,"Y"
15,"Class1",47.06,88.939,54.99,91.93,93.548,"R",72,54,5.214,"H"
46,"Class1",43.989,90.629,55.794,86.706,92.282,"C",51,49,10.049,"H"
26,"Class2",116.264,87.272,22.215,45.118,37.864,"D",45,87,91.102,"E"
45,"Class3",49.84,10.818,49.094,73.023,15.11,"P",26,75,38.361,"H"
93,"Class3",38.482,18.475,64.525,70.384,9.899,"W",65,87,69.242,"H"
82,"Class4",23.614,69.797,34.139,36.078,57.415,"Z",59,17,17.254,"D"
30,"Class2",50.288,93.649,39.679,77.62,73.859,"D",40,86,86.982,"E"
31,"Class1",40.47,99.147,37.981,83.424,91.73,"C",66,33,8.976,"P"
31,"Class2",65.713,73.671,52.068,33.419,107.239,"L",42,86,92.586,"I"
87,"Class4",66.069,71.767,39.686,18.261,9.974,"Z",NA,14,17.179,"E"
94,"Class3",93.307,10.972,51.598,61.042,11.894,"X",18,70,15.945,"D"
44,"Class1",62.494,87.544,41.703,83.463,60.324,"J",35,38,9.686,"P"
18,"Class1",57.967,80.975,98.71,92.223,87.266,"R",34,50,7.525,"P"
9,"Class1",60.662,87.633,95.849,80.656,76.398,"R",41,29,6.297,"H"
45,"Class1",44.458,94.366,53.24,83.685,90.425,"Q",76,35,10.183,"L"
38,"Class1",40.585,97.684,63.45,89.543,88.562,"R",61,49,10.848,"G"
48,"Class4",71.885,72.091,37.106,20.518,30.847,"D",20,33,17.959,"K"
33,"Class2",66.146,76.883,26.74,48.798,101.264,"D",39,86,91.519,"U"
75,"Class3",38.888,15.578,47.426,74.165,9.95,"L",36,76,15.258,"D"
90,"Class4",65.723,69.995,41.413,25.214,19.177,"Z",NA,44,17.93,"D"
51,"Class4",55.952,71.633,31.35,24.414,18.814,"Q",25,13,17.918,"Y"
23,"Class2",54.604,90.334,41.243,58.673,98.338,"A",44,86,89.392,"E"
83,"Class4",36.444,67.551,38.99,51.357,29.79,"D",31,35,17.342,"F"
88,"Class3",87.831,12.905,59.511,64.589,15.581,"X",41,60,29.328,"L"
54,"Class4",42.511,68.114,40.949,24.153,20.495,"P",49,41,17.515,"K"
55,"Class1",40.394,83.996,-18.876,84.254,76.676,"J",77,30,11.971,"L"
66,"Class3",80.364,14.878,54.947,86.783,7.623,"L",59,71,28.591,"L"
27,"Class1",47.027,82.043,26.499,88.033,85.803,"M",34,28,11.694,"L"
32,"Class2",19.037,90.872,56.902,68.91,27.978,"D",43,87,91.706,NA
34,"Class2",32.29,80.464,35.204,60.263,95.751,"B",45,86,92.061,"K"
89,"Class4",20.463,72.146,34.388,41.77,26.555,"H",31,42,17.375,"F"
84,"Class3",98.068,17.936,48.763,66.187,19.872,"W",22,84,72.244,"N"
83,"Class3",60.255,10.768,49.015,78.349,10.879,"N",31,81,77.503,"L"
57,"Class1",50.761,87.695,69.117,87.739,76.478,"R",80,48,10.592,"L"
31,"Class2",47.767,88.929,35.509,59.411,45.237,"D",44,87,91.904,"B"
31,"Class2",19.025,93.93,30.191,65.327,91.079,"A",39,86,91.384,"I"
13,"Class1",41.886,86.782,39.346,79.409,77.181,"C",67,47,11.79,"B"
49,"Class1",30.406,93.675,46.441,85.671,71.407,"J",76,26,9.803,"B"
33,"Class1",61.281,86.769,58.271,86.094,88.045,"C",33,55,5.353,"H"
44,"Class3",7.324,20.553,47.453,80.672,13.142,"X",17,47,51.684,"D"
36,"Class2",17.411,92.264,19.777,38.188,60.995,"B",43,86,92.157,"B"
47,"Class3",44.085,16.269,59.94,85.896,13.095,"W",26,84,70.13,"D"
29,"Class2",78.757,71.705,28.856,65.089,82.983,"B",40,87,88.965,"B"
26,"Class1",58.002,96.582,92.886,87.984,71.053,"Q",32,28,7.498,"B"
35,"Class2",10.84,85.273,6.96,37.509,61.251,"A",40,86,88.999,"K"
31,"Class2",22.787,63.64,34.284,50.863,59.547,"D",44,86,90.842,"E"
72,"Class4",48.101,69.338,36.887,14.135,21.161,"Z",41,40,17.029,NA
62,"Class4",36.722,68.594,37.552,55.816,13.946,"H",51,23,17.629,"D"
53,"Class1",47.877,87.052,82.24,89.399,81.002,"C",73,53,11.618,"H"
35,"Class3",43.022,13.709,59.844,85.524,16.738,"P",51,56,29.287,"H"
42,"Class4",46.713,69.934,43.524,56.329,6.956,"Z",26,32,17.094,"E"
30,"Class2",51.08,81.957,25.592,56.507,49.981,"L",43,87,88.365,"I"
29,"Class2",53.644,93.252,9.251,83.853,95.266,"L",42,86,92.245,"K"
75,"Class3",60.814,20.981,47.943,90.416,23.028,"P",NA,51,92.202,"D"
27,"Class2",55.055,65.897,-2.018,81.43,61.871,"L",42,86,87.603,"E"
30,"Class2",59.031,69.088,17.694,45.731,91.271,"L",40,87,88.897,"E"
33,"Class2",49.584,67.393,17.56,32.478,85.759,"B",40,86,90.526,"U"
47,"Class3",67.326,9.552,54.686,67.318,12.095,"N",55,49,94.274,NA
27,"Class1",46.933,95.719,16.081,89.185,72.058,"R",55,52,9.985,"G"
80,"Class4",29.109,70.263,39.781,26.085,5.626,"D",40,18,17.522,"E"
76,"Class4",53.073,68.414,38.382,37.042,25.484,"Q",35,43,17.536,"E"
23,"Class2",62.149,69.009,12.784,67.608,98.964,"A",41,87,92.048,"I"
77,"Class3",52.656,19.939,52.984,83.482,17.976,"X",57,52,73.894,"H"
82,"Class4",46.705,68.448,39.696,53.824,41.605,"Q",NA,26,17.165,"F"
56,"Class3",47.309,14.563,49.599,64.373,13.96,"P",45,71,81.669,"L"
37,"Class2",87.186,80.323,31.395,34.132,68.75,"R",45,87,84.963,"B"
23,"Class1",53.766,83.806,17.495,82.721,79.584,"J",73,33,6.571,"H"
32,"Class2",52.697,85.514,14.083,51.991,73.583,"D",40,87,84.385,"I"
26,"Class2",33.43,76.971,24.584,34.213,39.464,"B",45,86,90.016,"I"
59,"Class1",60.303,90.38,29.863,92.281,90.436,"Q",66,23,9.994,"H"
40,"Class1",42.087,96.957,73.267,82.406,80.052,"C",64,54,9.024,"L"
37,"Class2",76.715,66.503,37.77,85.478,60.78,"D",39,87,87.649,"B"
80,"Class3",70.228,8.153,54.903,87.475,19.927,"L",26,54,18.51,"G"
46,"Class3",78.703,14.093,45.821,69.777,18.632,"N",35,88,87.793,"L"
11,"Class1",51.128,88.763,9.059,79.843,81.612,"M",30,37,11.663,"P"
28,"Class2",69.871,69.482,7.976,40.333,30.767,"B",39,86,84.67,"I"
45,"Class3",43.969,8.983,53.103,84.765,15.845,"N",37,73,25.39,NA
26,"Class2",45.009,77.335,51.661,58.986,81.765,"L",NA,87,88.101,"U"
49,"Class1",56.645,95.828,117.531,83.218,80.553,"R",34,26,5.665,"L"
26,"Class2",69.945,83.545,59.21,46.363,41.347,"B",44,86,92.554,"B"
82,"Class3",45.959,18.282,51.19,83.998,17.332,"W",62,71,36.558,NA
62,"Class4",61.649,68.958,36.574,63.404,45.408,"H",23,44,17.551,"Y"
25,"Class2",74.987,83.559,21.545,59.659,51.161,"L",41,86,92.375,"U"
52,"Class3",75.241,10.349,66.439,84.737,17.596,"L",34,73,80.154,"D"
44,"Class4",39.524,67.386,43.141,49.352,17.134,"H",62,45,17.038,"D"
57,"Class3",85.426,10.866,57.677,80.727,10.401,"P",37,44,38.866,"N"
24,"Class1",72.265,89.493,-3.451,80.327,84.39,"Q",85,24,7.242,"P"
96,"Class3",79.667,18.106,57.274,68.392,21.599,"L",33,63,60.657,"L"
91,"Class4",14.049,70.941,31.514,40.956,20.546,"D",35,39,17.605,"Y"
32,"Class2",101.571,81.871,8.55,55.871,23.041,"R",43,86,88.339,"U"
24,"Class2",77.781,66.215,20.921,44.876,83.417,"B",42,87,88.399,"E"
80,"Class3",42.437,19.4,52.01,64.074,19.002,"P",57,88,65.518,"H"
79,"Class3",16.834,17.536,54.82,85.249,23.559,"L",44,45,60.231,"L"
53,"Class1",24.102,95.192,35.521,86,94.824,"J",66,51,7.232,"G"
42,"Class4",27.678,67.162,40.337,57.221,23.306,"P",29,31,17.889,"F"
61,"Class3",52.189,9.39,55.164,66.053,18.072,"W",30,89,56.627,"N"
42,"Class3",55.775,9.515,48.081,65.514,22.171,"L",32,87,50.465,"H"
43,"Class4",58.545,67.616,39.388,40.387,18.308,"P",27,23,17.234,"E"
36,"Class3",35.71,10.329,62.05,82.797,18.698,"N",64,61,78.885,"L"
29,"Class2",65.11,85.643,0.558,60.561,50.558,"A",42,87,85.741,NA
28,"Class2",84.697,82.742,29.38,68.155,47.518,"R",40,86,84.25,"U"
62,"Class3",76.545,11.133,60.131,80.818,14.777,"P",40,74,81.285,NA
66,"Class3",83.158,15.727,60.228,79.508,10.989,"N",40,59,32.956,"N"
84,"Class3",75.078,20.554,63.292,85.755,13.761,"L",49,80,19.985,"N"
52,"Class3",31.263,10.737,50.543,83.835,16.044,"L",45,56,79.478,"H"
18,"Class1",55.809,92.913,31.213,95.097,82.998,"Q",76,30,9.231,"H"
81,"Class3",69.869,14.57,57.877,65.312,17.376,"L",55,92,20.219,"H"
29,"Class2",46.281,81.591,46.234,83.918,66.083,"B",41,86,84.827,"E"
70,"Class4",28.132,67.358,31.558,29.626,8.432,"Q",60,19,17.546,"Y"
44,"Class1",25.346,99.228,26.804,89.891,76.383,"M",82,34,6.887,"H"
89,"Class3",82.736,14.42,72.118,65.003,11.749,"X",23,89,87.616,"G"
47,"Class1",48.562,92.054,-4.748,91.287,75.835,"R",71,47,5.542,"P"
75,"Class4",34.438,72.692,41.075,55.61,21.276,"Z",46,47,17.493,"K"
30,"Class3",25.724,20.306,66.012,63.674,15.283,"N",48,72,51.18,"L"
24,"Class2",74.463,92.273,-4.679,69.171,35.14,"L",45,86,85.41,"E"
36,"Class2",30.297,88.001,12.946,44.895,59.162,"D",44,86,84.229,"U"
35,"Class1",31.637,85.014,37.12,93.651,75.869,"J",91,46,8.762,"G"
84,"Class4",64.81,68.38,41.827,18.179,37.728,"Z",62,48,17.333,"D"
27,"Class1",68.366,95.586,7.201,95.87,80.715,"M",65,54,8.779,"P"
12,"Class1",32.43,90.395,87.365,82.766,72.872,"Q",72,31,7.417,"P"
28,"Class2",46.864,84.874,52.133,33.706,99.6,"R",45,86,85.911,"E"
71,"Class4",54.404,68.275,42.678,19.209,36.484,"Z",NA,28,17.668,"Y"
46,"Class1",76.966,79.983,106.602,83.034,88.938,"R",85,36,7.844,"B"
26,"Class2",47.212,89.902,9.639,56.808,55.686,"L",44,87,89.383,"K"
23,"Class2",70.32,66.623,42.428,71.591,50.537,"R",41,87,87.108,"E"
30,"Class3",71.056,9.003,47.032,67.374,17.289,"P",42,74,56.025,"D"
35,"Class2",41.517,78.258,22.762,63.107,33.52,"R",45,86,87.262,"U"
67,"Class4",26.534,70.485,30.495,46.201,24.725,"P",32,42,17.914,"Y"
86,"Class3",52.882,10.337,64.232,77.122,9.592,"P",65,85,93.661,"G"
96,"Class3",68.542,10.661,44.678,80.014,13.627,"P",56,65,38.879,"G"
73,"Class3",-10.243,10.357,66.331,80.887,20.789,"P",63,66,65.915,"D"
35,"Class2",32.201,79.718,32.92,50.224,59.572,"A",44,86,89.217,"K"
9,"Class1",37.806,90.028,64.166,83.724,78.895,"C",54,32,7.804,"H"
25,"Class2",28.821,90.572,9.8,39.574,98.994,"L",42,87,91.201,"E"
54,"Class4",27.206,72.797,33.525,60.172,5.661,"H",50,40,17.071,"D"
27,"Class2",49.298,66.428,22.986,61.395,31.664,"L",45,87,88.924,"E"
96,"Class3",67.228,15.027,42.903,86.486,8.898,"N",59,52,77.019,"N"
11,"Class1",52.69,97.274,47.24,95.599,86.153,"C",34,38,10.863,"L"
96,"Class3",45.12,16.989,65.576,77.859,16.642,"P",41,91,29.657,"G"
45,"Class4",64.864,72.723,32.805,39.737,19.74,"H",55,19,17.046,"K"
43,"Class1",58.283,79.255,13.094,89.105,74.545,"R",32,39,8.044,"G"
34,"Class2",52.963,78.297,45.411,61.788,56.432,"B",42,87,84.391,"I"
43,"Class1",55.793,82.094,7.19,94.736,73.106,"R",70,54,10.183,"H"
31,"Class1",64.281,82.193,54.873,84.722,90.566,"C",68,30,10.733,"L"
69,"Class3",30.103,11.015,59.729,89.739,18.308,"P",62,80,23.54,"D"
67,"Class3",113.705,19.672,56.994,72.63,14.85,"L",64,82,65.002,"L"
51,"Class1",46.705,88.026,75.685,94.436,85.882,"J",86,31,8.634,"P"
83,"Class4",21.337,69.998,37.132,32.191,47.203,"P",23,25,17.622,"D"
57,"Class1",37.394,79.354,3.975,91.3,84.276,"R",43,41,6.766,"L"
33,"Class2",53.43,83.302,18.498,64.731,50.667,"R",41,86,84.034,"K"
48,"Class1",55.411,91.168,11.68,81.016,74.269,"J",40,54,9.233,"G"
62,"Class4",67.076,67.881,36.993,37.771,23.259,"H",29,46,17.213,"Y"
62,"Class3",49.751,16.671,54.456,81.668,19.407,"L",34,91,44.784,"L"
8,"Class1",70.428,91.773,69.75,85.872,76.261,"C",46,46,11.49,"B"
38,"Class1",51.891,98.738,37.816,82.549,63.326,"Q",79,54,5.355,"L"
40,"Class4",75.359,70.763,35.22,20.239,38.007,"Q",59,37,17.609,"F"
59,"Class1",45.794,89.745,68.959,95.553,84.85,"M",29,25,11.403,"G"
34,"Class2",69.543,65.885,16.749,67.636,70.777,"R",NA,86,84.684,"K"
78,"Class4",45.79,69.229,36.7,44.405,24.449,"H",47,21,17.334,"Y"
92,"Class4",23.629,70.735,30.383,17.171,27.545,"Z",62,31,17.712,"D"
23,"Class2",75.222,71.846,28.825,67.596,63.694,"L",39,86,86.772,NA
90,"Class3",82.932,17.479,42.806,63.576,14.36,"X",35,83,55.82,"H"
32,"Class3",67.587,19.038,52.093,66.201,9.134,"P",22,82,81.601,"D"
53,"Class4",13.212,67.16,45.33,42.017,16.85,"Z",37,13,17.222,"Y"
89,"Class3",53.816,15.403,56.069,86.173,11.152,"P",50,63,70.556,"L"
25,"Class1",63.939,94.615,12.001,85.04,65.924,"C",76,39,8.304,"L"
67,"Class4",41.038,67.237,44.09,60.546,20.741,"Z",49,21,17.503,"K"
23,"Class2",33.892,85.774,31.257,41.138,61.153,"D",44,87,86.054,"U"
54,"Class4",45.586,70.754,36.497,21.187,4.361,"H",59,34,17.208,"D"
33,"Class2",55.883,87.785,23.688,55.88,58.554,"L",41,87,84.234,"U"
19,"Class1",58.401,81.232,33.397,90.072,65.905,"J",59,28,6.606,"H"
92,"Class3",64.018,12.443,56.269,80.918,17.642,"L",22,58,34.045,"D"
37,"Class2",59.115,90.351,42.136,51.239,41.421,"L",43,87,84.941,"E"
61,"Class3",77.006,9.76,40.258,65.097,12.244,"N",35,80,36.91,"H"
64,"Class4",33.808,68.625,42.314,53.388,11,"Z",32,44,17.702,"Y"
23,"Class2",65.406,81.555,13.327,64.015,54.568,"B",40,86,90.188,"K"
49,"Class3",35.09,11.874,68.541,83.143,12.797,"L",61,45,53.8,"L"
29,"Class2",39.365,73.073,26.081,50.638,38.477,"B",40,86,90.612,"U"
49,"Class1",54.489,92.294,63.94,93.253,89.525,"C",49,35,9.614,"H"
37,"Class2",27.094,83.212,12.974,38.615,32.737,"R",45,87,84.248,"I"
45,"Class1",51.556,90.093,47.957,87.083,90.797,"M",76,41,6.268,"H"
66,"Class4",31.976,72.721,40.05,31.219,36.47,"Z",55,21,17.713,"Y"
84,"Class4",46.843,67.48,41.107,53.737,12.014,"H",39,41,17.371,"Y"
36,"Class1",59.396,95.232,32.647,91.199,85.837,"M",39,24,9.48,"B"
20,"Class1",52.617,84.373,35.573,92.544,89.707,"Q",89,40,5.718,"P"
31,"Class2",35.876,94.909,7.344,41.268,18.739,"L",42,87,87.574,"I"
38,"Class2",73.802,87.263,40.386,47.257,66.225,"L",42,87,93.054,"I"
46,"Class3",81.409,9.833,60.058,77.308,22.93,"L",56,47,37.92,"N"
25,"Class2",50.211,79.274,10.878,52.045,48.269,"L",41,86,90.555,"E"
61,"Class3",32.213,17.105,54.313,61.297,15.148,"L",38,74,51.88,"D"
91,"Class4",11.594,69.455,41.499,59.55,36.501,"D",55,43,17.692,"E"
61,"Class4",25.458,68.905,44.067,51.794,28.873,"H",26,31,17.281,"Y"
91,"Class3",76.604,13.64,44.019,64.344,16.198,"X",56,44,90.638,"G"
92,"Class4",58.057,71.102,40.59,24.075,19.839,"P",36,46,17.181,"D"
42,"Class1",43.858,86.682,65.354,87.016,72.174,"Q",41,38,9.089,"P"
28,"Class1",70.062,83.608,33.988,84.221,82.046,"C",59,45,5.674,"L"
24,"Class2",66.891,75.176,9.373,59.432,49.841,"L",43,86,90.228,"E"
55,"Class4",56.891,72.929,43.408,40.277,19.519,"Z",38,39,17.703,"D"
32,"Class2",38.568,93.205,33.984,49.994,61.109,"B",42,87,88.736,"E"
43,"Class4",51.316,69.765,29.498,18.845,39.264,"Z",26,27,17.655,"Y"
36,"Class2",46.353,87.11,38.979,35.867,52.482,"D",41,86,92.403,"E"
26,"Class2",28.498,63.272,30.5,57.137,82.681,"B",40,87,87.43,"B"
75,"Class3",32.475,20.116,63.542,90.965,17.039,"X",63,80,69.855,"H"
51,"Class3",40.674,9.406,61.182,82.737,12.748,"W",60,48,76.982,"D"
18,"Class1",52.342,90.399,50.209,82.293,80.243,"M",58,50,9.163,"L"
36,"Class2",58.468,91.717,35.657,58.024,69.383,"L",39,87,90.34,"U"
56,"Class3",56.014,14.697,60.03,74.081,23.604,"P",63,80,60.993,"G"
27,"Class1",36.661,83.879,29.811,89.753,80.043,"J",65,33,10.136,"B"
25,"Class2",58.117,81.327,35.055,44.258,2.23,"B",39,86,84.211,"K"
46,"Class4",53.097,68.846,39.786,24.732,27.978,"P",NA,42,17.58,"K"
32,"Class2",56.141,84.463,28.426,83.268,4.497,"R",45,87,92.536,"E"
55,"Class3",21.562,14.971,62.112,87.22,22.375,"L",64,52,29.257,"N"
97,"Class3",94.808,15.706,63.298,75.404,21.608,"N",50,87,13.67,"H"
41,"Class1",58.199,85.644,98.893,91.443,81.173,"J",86,28,6.929,"H"
20,"Class1",47.143,86.299,48.121,79.991,77.741,"M",52,30,6.832,NA
38,"Class2",44.409,86.465,24.779,42.723,49.334,"R",42,87,86.453,"K"
37,"Class2",66.316,73.991,7.725,47.697,66.408,"L",41,86,88.79,"B"
46,"Class1",45.709,84.745,13.598,92.064,91.515,"J",54,29,5.283,"B"
26,"Class2",102.752,63.231,28.872,83.828,22.714,"R",40,87,84.916,"K"
34,"Class2",57.598,73.033,23.197,64.332,84.768,"L",44,86,90.924,"K"
