"M1","M2","M3","M4","M5","M6","M7","Output12","M8","M9","M10","M11"
18.296,62,"F",71.303,82.53,12.381,96,"Class2","X",66.056,83.83,35
75.672,61,"M",42.399,68.983,41.522,45,"Class3","Y",57.014,16.591,79
35.785,44,"T",26.167,48.321,46.901,45,"Class1","U",61.661,73.507,84
36.487,43,"G",14.573,48.912,43.53,41,"Class1","U",64.111,73.451,77
87.344,45,"U",55.088,28.545,41.294,22,"Class4","X",96.511,2.608,70
17.287,44,"N",71.452,48.718,37.944,34,"Class1","G",61.308,73.151,77
47.348,44,"G",21.115,48.36,59.48,39,"Class1","U",39.6,72.575,73
87.125,55,"O",45.7,69.632,40.87,23,"Class4","J",96.339,5.464,72
50.376,44,"L",63.43,48.174,58.412,36,"Class1","H",47.073,73.174,89
93.423,61,"O",52.041,69.524,47.207,74,"Class3","L",57.616,16.9,20
87.525,40,"O",39.785,52.495,40.78,23,"Class4","Y",96.392,3.69,74
70.837,62,"C",18.116,67.195,30.074,80,"Class3","D",48.165,16.517,79
45.366,44,"T",46.91,48.383,92.696,79,"Class1","R",54.78,73.87,65
87.621,50,"U",23.084,61.318,41.647,21,"Class4","J",96.324,3.264,69
21.081,44,"Z",64.256,82.048,10.264,91,"Class2","Q",58.234,79.097,35
87.309,44,"O",29.058,57.385,41.568,21,"Class4","R",96.04,4.094,51
83.615,62,"M",13.35,63.68,30.576,39,"Class3","Y",NA,16.754,45
19.376,38,"F",69.972,76.586,12.683,83,"Class2","T",61.144,96.381,41
21.031,52,"M",69.409,82.419,14.918,96,"Class2","Q",NA,87.346,38
19.967,54,"L",73.321,81.851,13.139,84,"Class2","K",52.116,97.646,32
88.067,40,"O",42.786,58.013,41.59,22,"Class4","A",96.069,4.833,69
63.953,44,"T",62.817,48.532,50.964,21,"Class1","W",45.506,73.179,69
83.113,44,"N",42.713,48.336,16.069,81,"Class1","H",61.444,73.04,74
87.559,42,"T",31.153,51.126,42.17,22,"Class4","J",96.967,3.922,49
19.497,61,"L",68.98,80.019,10.02,92,"Class2","T",68.485,83.813,39
17.381,58,"F",67.049,79.317,14.204,91,"Class2","K",60.565,92.397,43
87.14,45,"U",48.924,68.232,41.018,21,"Class4","J",96.562,2.208,71
34.289,43,"G",77.552,48.588,44,67,"Class1","R",38.975,73.783,87
87.133,52,"A",25.556,42.704,41.764,23,"Class4","A",96.18,2.388,79
20.005,65,"M",70.653,77.678,14.736,85,"Class2","J",70.575,92.017,30
25.742,43,"G",52.261,48.853,39.656,37,"Class1","H",48.275,73.174,61
91.775,63,"M",39.115,67.894,21.718,80,"Class3","T",56.776,16.964,80
87.08,50,"J",41.484,56.144,41.354,21,"Class4","J",96.066,3.234,63
87.139,63,"Q",21.713,65.849,46.173,80,"Class3","L",52.782,17.109,58
18.989,55,"M",68.378,76.424,7.593,91,"Class2","K",60.387,77.702,44
44.195,44,"N",46.428,48.659,33.264,69,"Class1","G",58.808,74.086,80
18.566,57,"L",72.797,79.192,16.323,95,"Class2","T",51.568,86.187,39
67.98,61,"M",50.429,68.607,48.42,60,"Class3","Y",57.073,16.471,83
20.154,56,"I",72.234,81.32,10.631,81,"Class2","X",72.805,90.588,35
19.641,50,"Z",69.846,79.014,19.624,88,"Class2","J",52.425,96.226,44
95.954,62,"O",44.734,63.114,48.732,23,"Class3","N",55.141,16.428,27
56.573,44,"F",45.68,48.348,41.148,77,"Class1","H",25.409,73.791,68
18.854,59,"M",63.985,81.243,6.696,83,"Class2","T",54.013,86.739,37
87.361,63,"C",11.207,66.265,56.08,95,"Class3","D",47.538,16.314,77
87.532,50,"T",33.914,74.606,41.712,23,"Class4","J",96.876,5.131,88
18.432,36,"M",63.632,75.388,14.386,86,"Class2","K",56.771,87.459,36
44.35,43,"N",47.536,48.665,30.985,18,"Class1","G",51.753,72.853,73
17.502,65,"Z",65.615,76.447,5.859,81,"Class2","Q",64.555,81.234,41
61.084,62,"Q",47.66,68.699,43.307,73,"Class3","Y",56.261,16.304,51
88.23,49,"J",35.964,57.701,41.434,23,"Class4","J",96.214,2.54,64
33.069,45,"G",36.257,48.255,15.18,18,"Class1","U",29.016,73.6,84
80.47,62,"O",36.601,68.272,42.881,14,"Class3","D",58.345,16.98,52
91.207,61,"C",67.79,68.313,10.264,65,"Class3","T",50.87,16.693,36
68.009,61,"O",51.086,64.319,51.456,68,"Class3","Y",49.621,16.574,32
80.057,61,"Q",44.768,65.96,28.484,93,"Class3","Y",53.951,16.607,77
87.53,62,"O",36.798,65.917,44.283,64,"Class3","N",49.603,16.565,52
87.522,40,"O",45.988,26.03,41.932,22,"Class4","J",96.74,4.992,49
19.808,40,"I",66.053,75.415,12.339,80,"Class2","Q",69.523,86.14,42
91.63,61,"M",43.371,65.042,73.726,87,"Class3","N",55.807,16.653,74
87.54,50,"J",23.112,75.437,41.196,21,"Class4","J",96.876,3.209,75
40.987,43,"N",19.975,48.246,40.328,31,"Class1","H",43.705,73.364,86
87.082,54,"U",55.171,30.327,41.574,22,"Class4","Y",96.51,3.795,79
39.901,46,"N",43.084,48.026,75.41,42,"Class1","U",66.275,73.478,74
54.762,46,"N",57.443,48.93,28.918,58,"Class1","G",31.775,72.7,61
20.72,65,"F",63.888,78.41,8.512,87,"Class2","Q",56.517,86.469,39
18.053,52,"F",71.887,80.627,10.875,96,"Class2","Q",50.482,94.564,42
33.72,46,"F",48.549,48.013,59.681,66,"Class1","U",63.534,72.945,81
18.981,65,"F",64.457,76.313,4.933,94,"Class2","Q",61.56,100.255,41
20.041,56,"I",66.212,75.108,14.776,96,"Class2","T",54.455,74.939,42
87.509,42,"O",NA,31.922,41.448,21,"Class4","A",96.68,4.201,85
18.858,52,"Z",65.184,75.33,17.18,91,"Class2","J",55.713,82.411,41
80.008,63,"C",48.084,64.569,47.11,85,"Class3","T",50.459,16.332,79
43.433,44,"F",71.623,48.351,54.663,13,"Class1","U",31.887,73.456,78
19.305,50,"L",63.508,82.229,10.816,95,"Class2","X",54.587,82.659,36
69.109,62,"M",18.08,66.114,51.526,19,"Class3","Y",50.785,16.535,67
20.618,42,"F",64.679,79.771,8.902,88,"Class2","Q",59.537,78.918,38
81.974,62,"Q",15.57,65.855,74.732,52,"Class3","N",47.828,16.809,70
76.23,61,"C",47.833,68.29,75.306,77,"Class3","L",48.431,16.346,64
32.952,43,"F",76.789,48.128,91.803,53,"Class1","H",66.454,73.437,64
87.164,43,"A",42.594,27.097,41.629,21,"Class4","X",96.958,3.287,80
87.086,57,"A",54.937,66.798,41.495,22,"Class4","A",96.02,4.131,72
87.884,36,"T",24.703,37.277,41.267,22,"Class4","A",96.018,2.385,70
48.234,44,"F",45.872,48.642,50.896,26,"Class1","H",35.16,72.92,77
87.214,52,"U",26.82,50.682,41.343,21,"Class4","X",96.572,4.54,89
77.978,63,"J",40.145,63.122,41.956,29,"Class3","T",49.091,16.381,12
20.883,58,"Z",63.961,75.809,9.199,89,"Class2","T",71.548,90.302,35
19.477,48,"F",72.956,78.2,13.107,93,"Class2","Q",54.975,89.517,30
87.319,50,"T",47.659,36.284,41.15,21,"Class4","J",96.879,4.057,77
77.426,63,"J",69.715,63.12,85.115,32,"Class3","L",59.998,16.456,87
87.228,40,"T",24.665,66.601,42.091,23,"Class4","Y",96.563,3.348,85
87.549,52,"O",46.619,71.988,41.642,22,"Class4","R",96.566,3.745,65
66.665,62,"M",44.996,64.494,65.343,75,"Class3","N",48.459,16.173,21
88.132,54,"A",39.425,27.238,41.434,22,"Class4","X",96.772,4.188,72
87.608,53,"U",31.994,44.174,41.62,23,"Class4","X",96.239,3.72,73
87.346,45,"J",NA,52.014,41.031,22,"Class4","R",96.628,4.332,77
20.733,36,"I",71.072,78.301,9.369,92,"Class2","J",72.202,85.127,38
97.97,61,"O",41.513,67.075,46.499,22,"Class3","Y",52.829,16.483,20
34.525,46,"F",26.336,48.031,47.597,26,"Class1","H",64.691,73.178,66
30.806,43,"T",30.898,48.604,51.718,87,"Class1","H",57.012,73.01,81
87.192,49,"U",42.279,40.357,41.503,22,"Class4","X",96.977,1.689,56
67.661,46,"T",13.137,48.948,57.848,75,"Class1","R",69.814,73.444,78
19.863,35,"Z",69.631,82.966,12.001,91,"Class2","T",65.697,97.453,36
88.228,41,"A",28.331,53.285,41.192,23,"Class4","R",96.87,3.867,60
87.159,57,"U",43.498,63.84,41.983,22,"Class4","R",96.292,2.76,51
19.278,41,"I",71.199,78.362,10.795,82,"Class2","T",51.961,91.953,40
87.512,36,"J",48.19,29.009,41.323,22,"Class4","A",96.995,1.446,55
87.485,61,"C",29.589,66.828,27.121,14,"Class3","N",51.207,16.33,32
18.389,56,"L",72.024,81.324,8.294,93,"Class2","J",62.255,83.391,33
20.032,49,"L",71.412,80.226,13.637,93,"Class2","X",51.514,89.956,39
31.277,43,"F",17.697,48.092,-18.217,60,"Class1","R",68.172,73.522,63
87.813,47,"U",40.925,69.679,41.372,23,"Class4","Y",96.029,5.799,66
73.384,44,"L",57.975,48.017,43.352,44,"Class1","U",46.108,72.637,69
77.83,62,"C",24.54,68.616,70.228,72,"Class3","Y",55.636,16.184,35
20.471,44,"L",66.14,82.306,13.382,94,"Class2","J",65.799,74.727,35
71.205,63,"C",74.956,66.556,39.797,40,"Class3","L",51.651,15.967,8
20.361,60,"Z",64.7,79.318,13.514,81,"Class2","X",70.189,83.616,34
20.906,53,"L",68.542,78.162,11.113,89,"Class2","J",69.98,92.934,31
38.995,43,"N",72.151,48.914,29.819,81,"Class1","U",39.442,73.534,72
81.123,62,"J",71.075,67.487,18.582,29,"Class3","L",48.729,16.013,24
87.656,38,"T",30.034,30.417,41.611,21,"Class4","J",96.916,2.567,78
36.867,46,"G",60.102,48.707,19.447,72,"Class1","U",43.161,73.121,76
18.308,51,"L",70.233,76.814,10.149,86,"Class2","T",59.335,99.215,31
87.828,51,"U",53.304,44.703,41.431,23,"Class4","J",96.639,2.576,50
18.875,64,"M",70.225,76.149,11.991,91,"Class2","X",53.33,89.599,39
87.764,36,"J",56.435,49.622,41.687,22,"Class4","R",96.292,4.312,80
90.858,63,"Q",16.697,67.62,0.913,11,"Class3","D",NA,16.435,92
53.607,46,"L",83.142,48.424,49.001,65,"Class1","G",49.1,73.708,65
62.937,44,"L",65.57,48.754,39.028,25,"Class1","R",64.719,73.23,87
86.703,55,"J",25.593,46.125,41.508,21,"Class4","A",96.379,4.605,49
87.554,38,"T",42.052,47.806,42.175,22,"Class4","R",96.949,5.589,56
41.029,45,"G",74.987,48.4,72.11,46,"Class1","W",30.939,73.372,75
20.863,60,"M",64.143,79.126,12.579,86,"Class2","J",64.591,82.061,37
29.653,46,"F",29.968,48.796,53.588,72,"Class1","R",54.07,73.036,85
91.376,61,"O",29.631,66.649,94.416,53,"Class3","T",47.507,16.666,70
87.502,39,"U",48.458,32.567,41.106,23,"Class4","R",96.278,5.872,77
76.5,61,"Q",13.338,69.691,55.039,75,"Class3","T",48.78,16.63,66
87.506,42,"J",45.709,46.533,42.189,22,"Class4","R",96.178,4.515,75
53.425,45,"N",75.988,48.721,43.256,87,"Class1","W",61.055,73.936,86
19.681,42,"F",67.164,77.99,15.261,82,"Class2","Q",58.371,103.146,31
18.924,35,"Z",68.121,76.773,12.742,86,"Class2","Q",60.25,80.125,34
81.174,61,"J",NA,65.167,40.136,79,"Class3","D",50.07,16.114,89
18.892,51,"F",63.691,79.926,6.576,85,"Class2","Q",50.887,89.017,34
87.554,40,"O",48.281,56.151,41.329,23,"Class4","J",96.806,2.457,87
84.928,61,"C",37.337,68.069,91.193,49,"Class3","L",58.539,16.738,64
87.79,49,"O",54.415,69.312,41.596,21,"Class4","Y",96.437,3.02,84
45.436,46,"N",49.684,48.699,46.345,14,"Class1","W",42.067,73.161,83
87.641,48,"J",51.588,46.192,41.509,21,"Class4","J",96.945,2.795,59
87.241,55,"T",23.049,60.397,41.212,21,"Class4","J",96.409,4.394,75
54.502,46,"L",19.24,48.494,28.031,79,"Class1","H",44.491,74.053,78
53.957,43,"G",71.871,48.993,49.165,83,"Class1","R",32.565,73.645,73
19.247,52,"F",64.643,81.093,10.092,83,"Class2","K",53.046,88.96,36
18.827,57,"M",66.812,82.185,11.105,92,"Class2","J",57.39,76.887,42
87.616,50,"U",NA,47.806,41.329,21,"Class4","Y",96.621,1.334,87
87.291,48,"T",55.034,29.854,41.529,21,"Class4","Y",NA,2.565,65
69.533,44,"T",37.547,48.782,17.798,86,"Class1","R",51.176,73.861,82
19.723,35,"I",72.828,78.499,16.039,80,"Class2","T",54.314,68.384,45
18.966,40,"L",72.046,82.237,14.226,90,"Class2","J",56.421,104.999,45
20.537,44,"I",67.264,76.465,9.062,87,"Class2","J",72.894,94.215,40
85.805,62,"C",47.804,64.244,18.386,17,"Class3","Y",57.955,16.829,18
95.337,61,"J",57.996,65.837,24.669,51,"Class3","T",50.847,15.984,63
18.308,60,"L",64.6,82.208,18.827,89,"Class2","T",49.742,91.09,41
38.715,45,"L",70.918,48.969,40.637,23,"Class1","H",65.436,73.087,82
92.783,61,"C",28.667,69.083,42.355,38,"Class3","Y",50.936,16.174,28
44.229,45,"G",35.943,48.567,52.547,16,"Class1","W",46.71,73.008,87
19.809,47,"L",NA,82.139,8.621,80,"Class2","J",66.325,84.525,45
87.547,51,"T",33.204,36.069,41.613,22,"Class4","X",96.849,4.252,57
79.753,63,"C",61.247,67.944,102.735,24,"Class3","N",47.587,16.821,82
64.998,43,"G",80.694,48.548,32.86,76,"Class1","W",61.082,74.061,75
87.533,51,"U",27.763,50.608,41.25,23,"Class4","Y",96.718,4.234,58
87.641,57,"T",NA,63.108,41.495,23,"Class4","A",96.363,2.857,65
87.661,40,"T",32.211,33.383,42.004,23,"Class4","X",96.965,3.361,76
87.486,54,"O",41.49,63.506,40.899,23,"Class4","X",96.65,3.593,88
69.878,62,"Q",56.859,64.037,76.997,67,"Class3","L",53.613,16.885,82
18.681,43,"T",43.347,48.713,39.665,34,"Class1","G",41.233,73.104,80
68.336,43,"F",67.212,48.068,13.093,74,"Class1","W",28.865,73.543,74
19.515,36,"F",71.204,78.918,12.462,84,"Class2","X",NA,87.582,36
75.73,62,"M",40.334,69.539,59.893,10,"Class3","N",57.817,16.427,22
80.911,62,"C",29.645,67.007,56.655,21,"Class3","Y",57.168,17.202,16
46.325,43,"F",54.587,48.557,-3.964,46,"Class1","W",NA,73.667,78
87.237,53,"U",26.251,54.546,41.102,22,"Class4","J",96.119,3.269,48
82.353,63,"O",58.997,64.745,46.345,65,"Class3","D",52.546,17.17,50
86.99,51,"A",39.14,53.626,41.461,21,"Class4","J",96.571,3.448,53
76.27,62,"Q",46.223,63.255,19.424,58,"Class3","L",46.845,16.766,19
87.565,47,"J",43.008,72.596,41.479,22,"Class4","A",96.101,2.294,54
19.245,38,"L",63.596,81.126,15.452,84,"Class2","J",65.969,90.468,34
56.527,46,"G",28.697,48.99,16.5,47,"Class1","H",66.845,73.695,70
45.538,43,"T",58.961,48.186,55.316,67,"Class1","H",33.643,73.08,67
88.018,62,"Q",71.983,68.457,38.583,47,"Class3","T",58.597,17.101,41
18.161,39,"I",71.356,79.217,14.836,92,"Class2","K",61.588,97.377,34
87.604,44,"U",54.721,55.543,41.271,21,"Class4","Y",96.409,3.481,82
34.998,43,"F",32.492,48.499,65.433,40,"Class1","R",61.988,73.359,79
19.753,63,"M",65.379,80.046,15.475,82,"Class2","Q",65.883,82.582,40
27.423,45,"L",82.136,48.088,55.54,16,"Class1","G",53.356,73.317,84
71.926,63,"C",72.168,69.207,39.397,62,"Class3","T",47.268,16.255,49
65.407,61,"C",77.569,65.841,45.051,72,"Class3","T",52.836,16.402,76
87.397,55,"J",33.163,32.483,42.209,21,"Class4","J",96.769,3.1,70
62.489,44,"N",59.921,48.583,63.164,31,"Class1","H",41.267,73.529,85
18.852,63,"Z",67.754,77.875,14.94,86,"Class2","J",52.897,84.506,45
19.097,48,"L",67.545,78.141,13.051,85,"Class2","K",50.306,68.219,36
87.903,55,"O",47.84,45.609,41.512,22,"Class4","X",96.005,3.875,52
87.328,56,"T",37.773,30.081,41.148,21,"Class4","Y",96.158,3.622,78
21.214,55,"F",73.413,79.486,12.995,89,"Class2","T",54.874,76.757,39
86.447,62,"Q",63.786,68.147,53.991,78,"Class3","D",58.508,16.194,55
72.254,63,"O",53.512,64.047,60.595,63,"Class3","D",56.179,16.337,80
59.229,45,"F",32.436,48.875,11.145,19,"Class1","R",55.47,73.882,78
81.674,61,"O",67.721,65.626,50.066,91,"Class3","L",51.326,16.862,21
41.779,43,"T",40.333,48.522,69.764,22,"Class1","R",26.464,73.668,88
41.799,43,"N",45.915,48.687,61.499,69,"Class1","G",51.702,73.294,67
59.237,44,"G",63.65,48.185,45.338,65,"Class1","W",65.613,73.38,80
81.583,62,"M",48.173,64.609,33.152,23,"Class3","Y",58.889,16.538,67
84.217,61,"O",48.268,64.63,61.546,45,"Class3","T",59.422,16.65,53
20.757,49,"M",68.862,77.416,13.376,92,"Class2","Q",60.529,87.055,34
81.453,61,"O",NA,66.039,63.414,48,"Class3","L",49.925,16.025,24
83.277,63,"J",32.085,63.825,60.83,9,"Class3","Y",54.896,16.802,19
51.224,46,"T",23.144,48.918,54.274,22,"Class1","R",31.712,73.837,83
87.017,44,"O",44.005,32.536,41.407,21,"Class4","R",NA,4.316,84
19.396,38,"M",66.097,75.366,12.406,82,"Class2","K",67.174,91.023,31
87.761,63,"C",59.505,63.825,47.295,81,"Class3","D",NA,15.778,22
88.054,48,"T",25.502,35.821,41.518,21,"Class4","R",96.545,4.11,58
63.565,44,"T",25.46,48.163,56.447,53,"Class1","R",28.35,73.527,86
45.969,46,"F",37.114,48.72,51.092,71,"Class1","H",35.614,73.278,86
77.383,61,"C",39.337,66.259,42.257,47,"Class3","L",51.583,16.796,33
39.277,46,"G",32.366,48.868,53.143,76,"Class1","H",42.476,73.998,81
18.271,61,"M",73.022,79.079,10.733,91,"Class2","T",65.831,92.725,43
19.679,54,"F",67.41,81.531,15.033,82,"Class2","J",69.135,98.875,41
87.338,44,"O",NA,34.503,41.853,23,"Class4","R",96.235,3.255,81
20.418,47,"F",73.442,77.394,13.594,90,"Class2","Q",53.905,81.869,31
81.246,62,"M",60.304,64.679,36.903,57,"Class3","D",52.146,16.562,10
87.431,57,"T",43.958,49.589,42.3,21,"Class4","Y",96.115,3.516,67
43.994,45,"G",50.797,48.525,23.618,80,"Class1","R",65.786,73.263,62
20.318,35,"Z",64.133,75.259,15.787,81,"Class2","J",60.023,94.467,45
87.709,49,"U",42.518,75.12,42.069,21,"Class4","A",96.903,3.523,57
30.228,43,"G",84.812,48.756,67.391,41,"Class1","G",44.19,73.202,62
77.358,62,"Q",71.652,68.037,14.137,64,"Class3","D",58.07,16.949,83
88.123,50,"A",NA,42.536,41.324,21,"Class4","J",96.54,4.167,71
81.898,62,"J",74.617,68.384,55.08,7,"Class3","T",50.791,15.968,71
82.06,62,"J",49.217,64.525,70.861,70,"Class3","N",58.196,16.061,48
18.36,58,"I",64.844,76.071,11.669,89,"Class2","Q",72.737,82.744,36
19.149,60,"M",73.398,76.577,11.581,85,"Class2","K",68.423,90.668,36
42.135,45,"L",37.119,48.235,38.461,26,"Class1","G",57.379,73.106,84
69.525,44,"T",52.388,48.953,62.71,77,"Class1","G",56.293,73.669,73
70.273,61,"C",29.961,64.196,23.975,64,"Class3","N",46.221,16.117,57
31.315,44,"N",24.622,48.847,108.044,25,"Class1","H",59.15,73.676,64
87.347,48,"J",46.855,40.854,41.608,23,"Class4","R",96.711,3.458,59
72.542,62,"O",18.557,66.644,41.881,87,"Class3","Y",46.296,16.504,34
87.447,45,"T",NA,63.634,41.287,23,"Class4","J",96.626,2.345,84
87.617,36,"U",23.896,65.759,41.985,22,"Class4","A",96.768,5.956,59
21.224,37,"I",72.631,79.94,6.692,85,"Class2","T",70.627,81.977,34
87.384,56,"U",45.07,57.426,41.507,21,"Class4","X",96.225,3.724,70
46.132,45,"T",34.691,48.585,37.718,65,"Class1","R",57.706,73.203,74
87.702,37,"A",56.88,64.889,41.547,22,"Class4","Y",96.728,4.536,70
18.027,56,"F",70.072,79.824,11.406,90,"Class2","Q",55.335,74.317,34
73.318,61,"O",32.297,67.062,26.306,77,"Class3","L",58.921,16.206,44
67.468,62,"Q",34.839,65.865,70.843,35,"Class3","Y",51.156,16.623,44
19.764,46,"L",70.583,75.963,10.507,84,"Class2","K",53.547,74.548,41
81.91,63,"Q",63.578,64.92,20.911,62,"Class3","Y",57.594,16.324,78
47.089,46,"N",17.54,48.951,67.167,60,"Class1","W",31.137,73.855,86
18.934,59,"L",65.09,79.738,11.047,86,"Class2","Q",59.015,90.661,45
87.971,47,"O",50.315,30.728,41.866,21,"Class4","R",96.912,3.627,59
88.696,61,"M",66.219,68.405,48.338,48,"Class3","L",54.925,16.408,66
80.125,61,"M",38.719,68.87,71.996,7,"Class3","T",51.875,16.394,86
17.868,44,"F",70.814,80.397,12.382,82,"Class2","X",69.424,85.879,44
72.752,61,"O",22.37,65.618,53.806,73,"Class3","L",57.183,15.957,21
87.506,46,"O",34.149,52.631,41.521,21,"Class4","J",96.132,2.893,57
89.64,61,"Q",43.594,67.949,84.76,63,"Class3","L",52.243,16.276,53
84.781,63,"J",59.902,64.05,13.661,53,"Class3","N",NA,16.006,91
87.4,46,"O",54.144,72.696,41.676,21,"Class4","J",NA,3.497,57
86.845,36,"O",29.428,57.967,41.577,21,"Class4","A",96.607,3.662,82
71.078,62,"J",NA,64.996,53.943,40,"Class3","T",51.955,16.405,38
83.382,63,"Q",22.903,67.444,48.846,17,"Class3","Y",47.163,16.226,16
19.169,43,"L",69.424,76.684,10.871,88,"Class2","Q",55.643,85.175,45
18.171,44,"I",65.371,82.658,14.293,93,"Class2","Q",70.3,84.96,32
18.624,44,"M",70.18,75.835,17.796,93,"Class2","Q",54.33,85.699,39
80.332,62,"O",39.23,65.704,28.245,60,"Class3","T",53.616,16.038,56
78.637,63,"M",NA,69.474,96.675,13,"Class3","N",55.477,15.948,71
81.59,63,"O",11.578,69.176,36.392,93,"Class3","N",51.358,16.434,23
87.858,42,"T",45.068,55.672,41.301,23,"Class4","Y",96.86,4.041,78
27.42,44,"G",64.22,48.582,30.996,39,"Class1","G",67.696,73.384,89
87.704,44,"A",31.231,71.172,42.01,21,"Class4","Y",96.16,2.585,88
19.04,40,"F",63.459,79.383,12.098,89,"Class2","J",NA,90.01,39
78.249,61,"J",28.535,68.951,39.64,11,"Class3","Y",49.721,16.517,9
18.55,60,"F",70.36,77.514,5.375,91,"Class2","J",NA,90.258,34
19.344,45,"I",67.885,79.13,7.726,87,"Class2","T",59.115,84.463,33
19.084,47,"M",72.903,75.753,17.217,86,"Class2","Q",66.727,91.061,35
26.841,46,"T",17.844,48.711,82.771,41,"Class1","R",36.458,73.468,65
18.939,45,"L",24.56,48.677,23.69,18,"Class1","U",40.074,73.752,64
76.091,63,"C",17.858,65.262,93.37,79,"Class3","T",46.086,16.625,65
18.392,57,"I",70.48,82.162,11.69,83,"Class2","J",68.418,91.205,39
42.907,43,"F",70.171,48.702,6.543,13,"Class1","R",24.42,73.079,68
38.2,44,"L",35.25,48.401,6.361,87,"Class1","H",59.721,73.422,61
17.808,53,"I",71.162,81.176,12.015,93,"Class2","Q",71.077,86.248,43
74.867,63,"C",21.052,68.072,114.414,56,"Class3","L",53.903,16.393,59
87.828,47,"J",40.282,63.095,41.175,23,"Class4","A",96.631,3.199,86
81.814,61,"M",35.285,66.717,50.848,33,"Class3","T",59.771,16.428,81
40.003,46,"N",60.339,48.088,41.06,49,"Class1","H",50.747,73.556,76
87.458,54,"U",40.796,34.294,41.852,21,"Class4","A",96.57,2.373,61
87.236,52,"J",28.175,36.203,41.17,22,"Class4","A",96.604,3.31,75
45.418,44,"N",40.882,48.54,32.191,87,"Class1","R",66.179,73.719,61
70.522,46,"F",21.131,48.599,27.142,71,"Class1","U",38.151,73.543,88
87.423,51,"J",48.281,40.173,41.645,23,"Class4","Y",96.917,2.128,57
45.096,45,"F",75.367,48.565,15.253,77,"Class1","U",62.297,73.458,71
55.971,44,"N",43.045,48.297,57.791,42,"Class1","G",62.464,73.139,63
19.277,64,"Z",73.837,77.039,10.928,92,"Class2","J",57.585,89.298,30
92.881,61,"O",NA,66.564,64.786,32,"Class3","L",50.454,16.496,58
49.18,43,"T",21.142,48.823,63.262,41,"Class1","W",58.712,73.601,73
76.3,63,"M",25.036,64.759,35.118,70,"Class3","N",47.394,16.198,46
