"P1","P2","P3","Output15","P4","P5","P6","P7","P8","P9","P10","P11"
72,"R",44,"Class2",54.218,34.204,"Y",55,NA,40.585,63.674,48.249
35,"X",74,"Class5",41.888,50.615,"P",78,19.126,10.256,73.458,30.003
34,"G",90,"Class3",60.231,6.731,"P",58,54.378,52.64,12.841,76.289
72,"Y",63,"Class5",37.243,21.239,"D",96,30.94,10.833,36.015,17.295
43,"G",87,"Class3",59.187,41.846,"U",57,78.626,52.211,12.142,46.157
34,"X",71,"Class5",65.831,17.666,"F",89,14.802,11.305,42.05,24.534
84,"Y",34,"Class4",52.839,41.957,"T",99,37.641,61.241,48.916,60.07
99,"W",61,"Class5",57.792,9.367,"G",94,47.188,11.3,53.852,17.542
64,"K",81,"Class1",25.262,43.382,"J",53,NA,72.488,40.386,68.517
56,"P",83,"Class1",46.742,51.794,"R",79,45.702,74.774,36.837,87
81,"Y",32,"Class4",65.044,36.299,"D",98,42.251,40.658,39.49,61.662
71,"U",59,"Class2",62.802,51.668,"A",60,42.408,38.866,73.471,57.482
70,"Y",76,"Class2",52.784,39.333,"V",79,40.252,46.064,49.715,62.113
34,"G",88,"Class5",49.741,28.191,"I",93,36.619,11.29,67.935,8.734
86,"X",82,"Class5",55.602,20.441,"D",85,NA,11.216,48.681,19.721
31,"D",87,"Class3",47.559,34.384,"Q",65,23.923,52.234,12.062,59.009
73,"D",25,"Class2",60.391,65.521,"V",77,48.491,NA,44.392,50.805
75,"D",55,"Class2",52.116,41.189,"V",56,50.819,43.76,50.531,66.202
44,"F",88,"Class3",51.011,37.812,"P",61,53.538,52.059,12.107,36.002
64,"W",78,"Class1",34.011,83.079,"P",77,39.563,68.574,42.11,84.399
70,"W",56,"Class5",39.704,37.571,"D",64,16.343,11.391,50.734,19.566
78,"R",35,"Class4",70.249,37.713,"D",99,46.05,26.705,77.15,62.461
71,"Y",69,"Class2",44.265,68.106,"A",44,43.065,32.506,64.638,67.232
63,"K",82,"Class1",36.104,85.594,"J",79,39.7,72.237,44.472,70.48
75,"H",32,"Class2",47.078,36.471,"A",64,46.491,41.941,51.934,50.886
25,"X",54,"Class5",40.822,33.933,"D",65,23.231,10.769,35.803,32.474
61,"I",76,"Class1",34.644,48.48,"R",72,45.957,72.481,38.038,76.653
83,"Y",35,"Class4",42.658,30.108,"O",99,NA,67.77,16.051,64.356
99,"Y",70,"Class5",47.259,20.682,"D",89,28.411,11.363,78.046,15.218
76,"R",35,"Class4",49.502,38.013,"I",97,25.907,68.999,76.279,62.189
61,"W",76,"Class1",25.957,80.605,"P",76,40.652,89.486,41.953,85.175
78,"Y",33,"Class4",75.792,44.07,"O",97,34.372,30,64.459,62.721
84,"P",33,"Class4",31.536,34.848,"I",99,17.573,103.074,53.25,64.956
78,"Y",53,"Class2",57.812,13.186,"V",64,45.823,40.825,74.41,79.282
64,"W",75,"Class1",41.41,86.165,"J",71,42.183,63.946,38.907,86.508
76,"D",63,"Class2",57.232,26.906,"C",70,41.552,41.393,45.524,64.481
60,"W",75,"Class1",28.397,83.401,"J",80,47.117,62.994,39.393,86.165
61,"Y",72,"Class5",48.496,22.938,"F",83,26.513,11.551,86.15,24.451
58,"V",80,"Class1",34.063,62.438,"E",52,NA,76.144,40.216,88.811
56,"W",76,"Class1",31.855,64.362,"J",57,42.586,73.6,37.03,75.283
58,"W",84,"Class1",32.994,68.66,"P",77,46.593,81.896,40.341,79.994
25,"D",76,"Class5",55.097,48.891,"F",67,25.215,11.635,66.984,5.978
32,"D",50,"Class5",63.689,45.865,"P",82,15.426,12.75,66.24,25.139
54,"D",82,"Class3",48.555,25.815,"Q",51,31.689,51.984,12.919,74.332
80,"P",35,"Class4",31.539,44.756,"V",99,NA,75.156,64.04,62.84
63,"K",75,"Class1",20.069,38.801,"E",66,43.049,74.523,42.154,86.538
60,"P",81,"Class1",46.742,86.822,"J",59,40.62,73.733,41.614,88.449
77,"U",39,"Class2",57.592,15.498,"V",53,36.798,29.044,40.889,69.428
62,"W",76,"Class1",20.255,41.862,"J",72,43.272,NA,42.905,83.073
79,"Q",35,"Class4",71.445,40.63,"V",97,23.723,62.125,61.797,63.822
56,"I",76,"Class1",33.867,42.302,"J",76,41.682,NA,40.55,89.945
76,"Y",31,"Class4",73.493,37.553,"T",97,NA,65.042,54.025,63.48
53,"F",88,"Class3",51.924,41.641,"G",58,71.26,52.377,12.357,58.191
73,"Y",71,"Class2",52.339,45.811,"V",44,52.229,30.871,52.145,60.342
58,"V",81,"Class1",28.135,42.79,"J",70,NA,NA,38.204,77.912
71,"D",88,"Class5",61.408,37.168,"G",86,15.087,10.421,55.445,32.219
66,"W",55,"Class5",47.071,21.044,"P",77,24.025,11.669,54.779,20.76
77,"Y",81,"Class2",60.968,13.709,"C",50,52.054,37.201,47.006,47.945
81,"P",34,"Class4",46.942,39.466,"T",99,23.751,49.902,74.395,61.003
64,"K",84,"Class1",30.743,47.667,"E",67,37.742,79.193,39.999,84.313
75,"Y",33,"Class4",34.03,37.958,"T",99,33.161,39.204,47.107,60.905
72,"R",39,"Class2",50.954,53.063,"Y",83,55.685,32.521,54.984,57.682
72,"G",85,"Class5",47.841,15.123,"P",65,32.742,10.622,59.438,6.831
78,"P",32,"Class4",58.659,33.092,"D",98,28.036,62.947,79.933,59.993
63,"W",78,"Class1",26.131,68.114,"R",71,NA,60.383,40.185,81.513
79,"Q",32,"Class4",15.327,34.891,"T",97,36.15,45.454,60.065,63.543
79,"Y",67,"Class2",46.944,34.59,"A",73,54.124,23.779,56.842,48.306
55,"I",88,"Class3",58.344,27.754,"U",52,53.337,52.763,12.32,25.143
55,"G",81,"Class3",51.042,52.802,"G",61,61.185,52.344,12.282,33.014
82,"P",31,"Class4",45.046,30.76,"O",97,27.662,55.047,78.735,59.426
71,"D",83,"Class2",46.344,66.448,"Y",81,41.514,37.745,64.787,52.627
76,"Q",31,"Class4",42.152,30.127,"V",98,49.265,9.501,22.161,63.064
34,"I",87,"Class3",47.25,49.786,"G",64,34.148,52.691,12.607,75.497
75,"H",78,"Class2",49.703,59.129,"A",58,39.58,NA,62.009,46.799
71,"Y",77,"Class2",47.277,35.19,"V",55,44.217,40.522,65.086,75.226
62,"I",75,"Class1",47.615,48.966,"V",62,45.04,72.379,40.17,79.478
64,"P",82,"Class1",21.061,78.008,"R",64,41.555,62.547,41.981,82.759
77,"C",35,"Class4",66.997,41.206,"V",97,49.843,47.96,34.95,59.59
34,"Y",86,"Class5",50.017,43.821,"P",67,31.784,10.988,31.916,14.137
56,"G",88,"Class3",57.873,37.418,"P",55,106.294,53.011,13.07,59.765
60,"V",79,"Class1",34.579,56.022,"P",49,41.2,80.415,41.01,87.709
34,"X",62,"Class5",62.07,26.782,"G",70,32.229,12.592,61.275,16.996
51,"G",86,"Class3",55.922,6.687,"Q",65,79.747,52.028,12.39,27.243
32,"D",89,"Class3",58.974,60.072,"G",61,43.056,52.335,12.459,46.576
64,"V",74,"Class1",48.673,58.039,"P",65,40.871,72.77,40.953,78.904
61,"K",74,"Class1",44.727,37.231,"J",53,41.164,72.549,41.699,91.233
93,"X",63,"Class5",43.897,38.294,"G",94,24.359,NA,57.093,27.532
60,"K",76,"Class1",30.85,40.715,"E",75,42.575,88.306,39.653,86.243
73,"U",35,"Class2",62.449,36.541,"V",65,53.472,41.934,61.276,49.056
30,"R",87,"Class3",47.239,9.268,"G",50,76.233,NA,12.447,34.623
58,"V",81,"Class1",21.434,57.367,"V",73,44.446,96.387,40.005,72.521
58,"W",83,"Class1",32.037,50.748,"E",55,43.755,86.256,40.329,76.213
77,"R",83,"Class2",49.693,41.242,"A",82,40.441,39.792,55.189,51.469
24,"X",66,"Class5",48.89,29.854,"P",73,34.119,11.112,53.173,9.784
72,"H",39,"Class2",53.966,13.293,"A",79,65.002,37.788,53.182,63.789
59,"I",87,"Class3",55.821,36.587,"B",52,68.979,52.62,12.87,44.19
58,"V",85,"Class1",30.29,67.529,"V",62,42.016,80.004,40.093,78.536
40,"R",81,"Class3",49.524,12.536,"P",51,72.37,52.351,12.415,36.461
59,"K",78,"Class1",41.8,53.991,"J",71,36.36,70.582,40.872,79.804
84,"C",31,"Class4",24.239,37.988,"T",99,36.879,41.142,64.679,59.418
62,"W",82,"Class1",20.726,53.073,"R",57,42.502,73.247,44.788,69.709
36,"W",86,"Class5",37.049,31.961,"P",66,30.161,11.328,60.726,19.972
58,"I",87,"Class3",53.832,46.715,"U",51,66.4,52.995,12.686,37.634
59,"K",75,"Class1",26.057,36.867,"R",50,NA,67.17,41.6,91.999
83,"R",32,"Class4",33.809,33.056,"V",99,35.38,60.003,61.123,64.207
77,"Y",33,"Class4",29.137,37.29,"I",98,18.251,82.549,78.894,63.773
42,"D",90,"Class3",46.07,67.285,"G",56,38.422,NA,12.617,29.1
68,"D",29,"Class2",44.852,35.57,"A",55,41.365,20.757,49.154,61.786
63,"P",76,"Class1",48.111,35.239,"P",61,39.192,73.919,38.186,72.932
73,"D",49,"Class2",56.863,17.981,"V",57,20.458,39.421,59.895,50.012
54,"R",90,"Class3",46.753,60.047,"B",56,36.344,52.256,12.963,68.135
57,"V",78,"Class1",27.06,46.38,"E",68,42.856,79.444,39.956,77.931
84,"P",31,"Class4",41.402,31.194,"O",99,35.584,38.702,68.214,62.481
78,"P",34,"Class4",58.112,31.805,"V",99,28.578,45.335,28.715,59.229
50,"G",87,"Class3",52.779,58.147,"B",63,29.688,52.504,12.971,29.586
27,"D",62,"Class5",45.109,42.271,"I",74,25.427,11.615,45.578,7.334
56,"G",82,"Class3",56.207,5.032,"P",59,59.021,52.629,12.41,36.184
76,"Y",65,"Class2",63.282,25.876,"V",42,44.13,36.694,47.501,52.301
88,"G",83,"Class5",56.146,48.472,"D",66,31.939,11.571,62.769,18.023
77,"R",34,"Class4",30.923,39.084,"T",97,10.138,33.047,75.683,60.679
98,"D",69,"Class5",69.677,15.883,"G",90,26.362,11.034,68.057,7.986
71,"H",88,"Class2",61.416,23.513,"A",59,54.738,41.38,68.286,70.199
72,"H",46,"Class2",63.469,55.619,"Y",47,NA,38.294,79.244,64.966
42,"R",89,"Class3",58.007,53.01,"U",60,90.454,52.709,12.67,61.611
79,"R",35,"Class4",60.296,30.371,"D",99,31.492,44.782,69.882,62.067
40,"D",83,"Class3",54.453,5.605,"P",63,55.09,52.328,12.401,65.717
72,"Y",55,"Class5",42.777,30.596,"D",69,38.015,10.528,72.192,27.926
61,"K",78,"Class1",37.809,66.328,"J",55,NA,85.878,41.871,79.4
97,"G",54,"Class5",35.077,14.122,"G",93,17.465,11.074,67.94,13.455
47,"F",83,"Class3",47.274,75.404,"P",52,49.14,53.095,12.335,38.053
73,"Y",53,"Class2",48.8,19.558,"A",53,34.714,35.784,64.145,58.141
78,"R",81,"Class2",45.214,45.815,"G",41,35.913,50.473,58.843,64.8
96,"Y",61,"Class5",35.271,27.325,"D",72,9.099,11.32,42.761,3.767
71,"Y",49,"Class2",64.898,51.434,"G",41,34.343,38.272,68.56,77.973
75,"U",70,"Class2",61.155,57.62,"V",78,42.345,57.612,76.309,73.816
48,"W",52,"Class5",54.658,21.525,"G",69,28.758,10.725,35.832,14.344
81,"W",56,"Class5",63.249,36.621,"F",98,48.106,11.533,65.969,23.308
89,"G",72,"Class5",63.606,11.316,"F",67,24.421,11.316,56.467,23.611
54,"G",72,"Class5",55.47,15.322,"I",67,16.931,10.607,74.24,6.008
44,"D",86,"Class3",61.351,62.213,"U",62,63.828,52.861,12.599,36.493
23,"W",57,"Class5",63.619,30.377,"D",70,24.103,11.231,53.581,28.475
58,"I",82,"Class3",46.907,67.302,"G",59,NA,52.847,12.533,65.173
76,"R",81,"Class2",55.164,20.879,"A",83,52.015,44.988,57.17,55.474
56,"I",76,"Class1",27.25,66.874,"J",55,39.999,71.182,42.579,66.22
82,"C",34,"Class4",38.623,44.949,"I",98,16.545,95.34,53.678,62.038
61,"X",56,"Class5",70.569,16.565,"P",82,32.446,10.216,48.342,12.161
45,"D",91,"Class3",52.423,49.326,"B",55,41.859,52.51,12.381,68.273
75,"Q",31,"Class4",51.073,36.413,"I",97,46.605,65.709,88.68,59.39
45,"D",74,"Class5",44.084,21.793,"G",82,21.26,10.159,76.954,19.415
31,"D",87,"Class3",58.528,10.448,"Q",52,77.056,52.396,12.47,33.436
59,"G",89,"Class3",57.816,48.183,"U",51,NA,52.468,12.122,68.722
75,"U",65,"Class2",51.158,48.742,"A",64,51.525,25.924,73.502,75.127
77,"Q",33,"Class4",5.366,33.755,"V",97,33.302,34.769,58.014,64.824
43,"Y",66,"Class5",37.398,36.023,"P",90,33.381,11.315,69.737,14.134
71,"R",80,"Class2",56.54,16.719,"C",57,47.28,38.138,48.917,67.729
59,"V",84,"Class1",41.901,55.78,"E",58,42.108,79.399,39.073,82.954
73,"Y",80,"Class2",50.97,22.826,"Y",77,30.681,38.412,55.677,61.723
45,"D",89,"Class3",57.056,39.764,"G",63,107.559,52.557,12.257,50.883
45,"F",83,"Class3",51.798,16.517,"G",52,84.381,52.264,12.124,29.64
94,"X",61,"Class5",69.486,13.385,"P",96,34.665,9.98,60.31,5.867
59,"R",82,"Class3",59.614,50.757,"B",57,51.527,52.347,12.511,61.639
79,"C",32,"Class4",9.798,36.79,"V",99,6.513,53.385,24.29,63.21
70,"Y",81,"Class2",44.51,23.36,"C",51,54.857,39.871,59.687,72.668
32,"W",74,"Class5",47.744,50.61,"G",79,24.972,11.323,72.43,4.319
57,"G",82,"Class3",46.288,65.257,"Q",51,59.801,52.923,12.651,46.1
83,"Y",32,"Class4",51.47,42.352,"T",98,33.858,66.731,81.531,63.762
73,"G",86,"Class5",68.608,12.459,"I",97,30.359,10.284,65.933,14.981
78,"U",69,"Class2",61.972,28.773,"C",54,51.274,44.945,50.249,50.975
56,"W",81,"Class1",28.759,74.655,"E",57,41.935,77.271,40.549,91.764
63,"V",77,"Class1",37.936,77.086,"E",54,40.95,73.741,40.122,78.904
59,"W",77,"Class1",44.738,71.916,"E",52,43.368,80.672,43.077,78.46
30,"I",84,"Class3",55.168,55.18,"P",58,NA,52.315,12.4,72.043
78,"X",74,"Class5",46.119,23.636,"D",75,8.232,11.182,32.595,7.001
58,"P",81,"Class1",23.028,82.409,"P",76,40.733,NA,40.701,79.814
60,"P",80,"Class1",42.32,79.627,"J",57,44.916,76.112,39.278,88.791
83,"C",32,"Class4",28.22,35.264,"O",97,34.505,NA,84.884,64.321
60,"P",79,"Class1",36.992,68.594,"P",49,46.274,77.718,38.568,89.74
72,"Y",68,"Class2",43.254,45.634,"Y",78,21.593,27.813,71.337,57.15
58,"F",87,"Class3",58.379,80.283,"Q",62,68.522,52.561,13.518,36.522
40,"I",89,"Class3",52.493,10.05,"Q",56,72.064,51.971,12.607,51.028
70,"D",84,"Class5",36.222,30.752,"G",86,33.223,10.022,74.736,16.923
56,"P",83,"Class1",42.995,42.972,"R",60,41.967,84.994,41.572,71.763
56,"I",77,"Class1",39.262,67.328,"R",52,43.268,82.306,42.491,80.813
68,"U",53,"Class2",60.317,55.141,"A",63,36.625,26.033,59.416,45.226
69,"R",53,"Class2",67.659,31.164,"G",83,66.171,47.141,59.604,61.886
83,"P",34,"Class4",80.383,35.692,"I",99,32.043,65.728,23.651,61.409
46,"D",85,"Class3",53.852,50.78,"B",58,54.246,51.962,12.572,57.788
43,"G",88,"Class3",57.999,67.192,"G",54,80.276,52.188,12.712,54.216
57,"V",80,"Class1",25.141,52.597,"R",76,40.917,67.812,37.594,66.226
63,"K",85,"Class1",30.887,79.481,"E",63,39.088,NA,41.062,70.232
72,"Y",66,"Class2",45.35,45.656,"V",42,50.845,38.968,65.988,56.019
84,"C",35,"Class4",70.23,33.681,"I",98,25.268,NA,57.758,61.846
71,"H",65,"Class2",65.567,32.105,"G",68,38.933,37.003,28.628,56.078
40,"R",81,"Class3",53.135,25.899,"P",56,NA,52.849,13.095,64.873
44,"R",83,"Class3",55.833,39.287,"B",63,73.471,52.465,12.444,50.969
59,"I",84,"Class1",39.853,40.68,"E",74,40.461,64.889,38.744,69.675
76,"Y",32,"Class4",26.72,44.075,"T",99,45.969,58.575,45.631,64.338
36,"G",89,"Class3",49.847,72.221,"P",58,90.059,53.329,12.37,36.909
64,"P",80,"Class1",29.656,68.79,"R",61,43.659,66.761,42.344,87.031
43,"D",59,"Class5",42.233,8.544,"P",96,16.125,NA,62.236,16.635
34,"W",78,"Class5",44.509,42.052,"I",79,35.524,10.85,72.052,24.551
81,"P",32,"Class4",73.915,27.229,"I",98,38.622,54.932,29.927,63.534
70,"R",36,"Class2",62.434,26.647,"G",50,52.477,26.161,69.727,68.836
76,"H",35,"Class2",59.481,63.073,"G",78,48.151,36.18,47.129,70.716
34,"R",89,"Class3",48.035,51.422,"B",63,32.708,52.213,12.561,61.907
69,"U",84,"Class2",50.936,46.687,"G",55,39.816,27.312,46.482,45.849
31,"R",82,"Class3",60.971,35.766,"Q",55,29.609,52.525,12.271,41.178
71,"U",43,"Class2",45.053,46.679,"V",63,63.75,46.473,58.903,63.388
74,"Y",52,"Class2",58.324,67.207,"A",75,37.428,34.171,56.74,64.089
78,"U",82,"Class2",57.39,47.377,"Y",76,48.602,34.903,60.384,46.636
65,"G",80,"Class5",39.437,49.893,"D",85,28.598,11.646,77.719,26.215
79,"C",31,"Class4",71.093,36.22,"T",99,33.782,NA,56.999,63.263
92,"Y",58,"Class5",53,37.469,"F",92,25.082,11.099,66.445,21.223
55,"I",88,"Class3",55.912,5.616,"P",57,29.032,52.61,12.431,67.858
49,"I",88,"Class3",48.283,7.231,"P",57,84.869,52.339,13.221,26.159
72,"R",51,"Class2",53.773,62.899,"C",81,51.743,38.398,37.285,44.781
48,"I",86,"Class3",51.258,58.009,"B",61,NA,52.311,12.83,76.792
77,"R",69,"Class2",48.244,50.438,"C",76,40.682,46.542,43.334,52.569
87,"G",89,"Class5",61.716,19.036,"I",91,9.385,11.651,78.279,5.59
45,"R",91,"Class3",54.548,53.407,"B",52,67.443,52.678,12.832,38.851
43,"F",87,"Class3",59.423,24.679,"B",53,52.074,52.37,12.211,51.85
82,"C",33,"Class4",36.077,28.919,"O",98,56.141,61.397,113.088,64.945
77,"R",31,"Class4",79.95,36.493,"V",98,41.019,30.556,71.298,63.734
47,"D",58,"Class5",47.726,25.463,"D",68,30.823,NA,53.661,25.629
55,"R",86,"Class3",58.736,75.458,"G",56,37.665,52.233,12.697,44.717
77,"Y",35,"Class4",8.97,28.854,"T",98,28.998,50.927,98.93,61.572
53,"F",83,"Class3",57.861,21.34,"Q",60,69.608,52.578,12.158,42.713
59,"K",74,"Class1",35.181,62.9,"P",53,39.696,64.195,41.705,78.268
90,"G",89,"Class5",38.921,34.066,"F",89,20.272,10.71,46.186,6.285
69,"G",57,"Class5",69.272,40.899,"P",72,27.876,10.862,65.721,6.412
91,"W",68,"Class5",37.994,19.954,"D",94,45.548,10.632,74.231,2.043
35,"D",65,"Class5",48.262,26.18,"G",83,29.517,10.947,53.317,7.265
71,"U",45,"Class2",66.091,53.758,"G",56,45.456,37.32,53.249,56.048
52,"R",83,"Class3",58.33,71.136,"P",53,59.467,52.926,12.164,53.259
62,"I",80,"Class1",31.174,88.989,"P",69,40.2,74.512,36.598,77.041
84,"Q",35,"Class4",45.24,44.188,"I",99,48.446,53.165,102.653,63.55
71,"R",43,"Class2",58.762,42.225,"V",44,43.176,41.06,41.026,77.277
74,"H",26,"Class2",59.447,15.5,"Y",47,42.295,32.42,54.809,80.215
78,"Y",33,"Class2",49.022,45.357,"V",61,35.536,38.639,44.753,67.129
70,"Y",27,"Class2",44.394,21.199,"C",44,22.306,28.673,46.203,55.314
79,"Y",32,"Class4",71.003,31.172,"O",97,23.992,46.58,64.383,61.61
81,"R",35,"Class4",44.701,39.041,"D",99,31.793,90.525,66.505,60.214
89,"D",50,"Class5",39.009,38.097,"F",80,30.993,NA,48.967,19.947
36,"G",51,"Class5",46.55,47.959,"F",98,4.625,11.363,43.144,28.497
35,"R",82,"Class3",61.294,13.342,"Q",55,37.418,52.169,13.057,30.765
75,"Y",82,"Class5",48.665,42.759,"D",71,4.056,11.201,64.262,7.211
80,"W",91,"Class5",40.735,28.148,"F",72,45.231,11.672,59.976,28.893
77,"W",64,"Class5",71.15,30.546,"P",65,NA,11.732,51.683,24.083
79,"C",35,"Class4",32.374,40.751,"T",97,10.626,59.016,23.797,64.399
70,"H",75,"Class2",47.912,48.385,"G",50,NA,38.477,60.956,58.881
56,"I",84,"Class1",22.018,37.091,"P",78,46.287,80.078,37.578,67.323
56,"R",89,"Class3",58.516,71.171,"Q",54,107.386,NA,12.556,48.963
59,"P",84,"Class1",22.165,48.797,"V",70,43.577,NA,39.72,85.312
75,"P",31,"Class4",42.979,38.115,"T",98,42.969,59.403,35.417,63.542
81,"R",32,"Class4",26.819,35.511,"I",97,28.777,27.014,77.964,64.648
58,"I",87,"Class3",50.152,10.348,"Q",64,37.108,52.46,12.846,41.308
77,"Q",32,"Class4",13.573,33.437,"D",97,18.123,45.418,80.16,64.92
70,"R",84,"Class2",55.805,34.972,"A",43,48.021,49.185,43.082,76.31
84,"Y",31,"Class4",12.384,41.052,"I",99,37.451,79.576,26.704,60.248
63,"W",76,"Class1",45.294,75.562,"J",77,40.443,90.963,40.308,86.009
61,"K",75,"Class1",20.271,54.053,"P",68,36.685,69.241,42.995,68.858
80,"R",35,"Class4",57.297,40.412,"O",97,19.744,39.417,58.197,59.758
30,"D",91,"Class5",66.312,35.3,"I",87,12.282,10.818,74.279,6.324
64,"K",79,"Class1",25.996,67.016,"J",78,43.265,84.156,40.354,77.54
77,"R",34,"Class4",28.65,35.772,"I",99,44.111,42.644,61.419,59.63
78,"Q",34,"Class4",42.159,31.876,"O",99,17.661,48.999,59.671,59.294
82,"C",31,"Class4",43.645,41.368,"V",97,55.841,53.366,84.437,62.897
71,"U",45,"Class2",63.672,44.635,"Y",72,41.652,50.822,48.303,62.406
64,"W",74,"Class1",42.27,46.737,"E",71,43.897,76.208,41.682,83.316
24,"Y",81,"Class5",68.96,20.334,"F",69,40.287,10.437,44.383,32.98
61,"K",83,"Class1",35.968,46.414,"E",61,43.052,74.97,41.018,70.266
84,"Y",31,"Class4",84.266,43.132,"I",97,17.999,64.112,27.307,60.149
76,"P",32,"Class4",83.846,43.096,"T",99,38.85,57.486,38.12,61.738
61,"P",84,"Class1",24.412,70.481,"V",61,41.039,58.862,42.533,87.558
72,"R",85,"Class2",54.413,67.462,"A",60,52.079,48.188,38.628,53.098
58,"R",87,"Class3",57.6,39.616,"P",51,73.701,52.695,12.586,45.894
57,"I",89,"Class3",55.07,48.117,"G",54,77.345,52.008,12.508,48.019
63,"I",83,"Class1",40.809,56.657,"V",50,40.06,71.178,42.324,83.588
78,"R",35,"Class4",33.178,27.323,"I",97,22.692,80.905,37.91,64.349
56,"V",82,"Class1",22.03,35.109,"P",54,40.319,69.581,39.863,67.662
61,"W",85,"Class1",35.27,82.152,"P",54,45.149,80.038,40.341,90.367
93,"X",70,"Class5",57.082,31.652,"I",85,44.466,12.113,60.399,9.254
93,"Y",82,"Class5",46.888,29.494,"P",91,48.1,10.86,42.326,21.21
73,"Y",52,"Class5",40.263,40.458,"P",88,34.99,12.11,62.747,25.964
79,"C",35,"Class4",64.804,41.402,"D",97,48.629,84.65,64.451,60.481
35,"D",92,"Class5",47.492,27.164,"G",72,7.379,10.423,78.2,4.324
84,"Q",31,"Class4",44.193,29.197,"V",99,54.876,57.565,97.705,60.835
75,"D",25,"Class2",44.535,54.951,"V",62,44.628,27.243,58.871,71.359
61,"D",73,"Class5",52.44,16.122,"D",77,-5.571,11.255,41.041,27.914
38,"F",81,"Class3",53.37,56.488,"G",52,NA,52.023,12.296,30.967
63,"I",75,"Class1",29.485,53.206,"R",77,45.405,56.169,40.054,91.857
60,"W",82,"Class1",30.173,52.471,"P",69,39.327,61.134,39.688,85.338
79,"Q",31,"Class4",48.998,36.54,"T",98,24.457,83.344,84.181,60.898
62,"V",79,"Class1",26.784,84.285,"V",78,46.952,80.339,39.319,84.545
84,"P",32,"Class4",6.546,42.883,"I",99,46.313,70.267,61.807,64.253
85,"W",83,"Class5",53.003,33.881,"G",87,NA,10.761,55.019,21.393
78,"R",67,"Class2",52.25,41.422,"C",70,47.11,49.815,46.489,49.59
29,"G",92,"Class5",47.503,15.8,"F",92,1.152,11.15,79.526,9.244
64,"K",81,"Class1",38.796,37.348,"E",59,44.772,75.415,41.035,79.226
43,"F",87,"Class3",61.204,29.429,"U",61,16.881,52.828,12.654,60.532
62,"P",76,"Class1",28.083,51.147,"V",58,42.702,73.09,38.363,81.818
43,"F",86,"Class3",56.041,37.733,"B",50,38.27,52.847,13.354,49.981
64,"V",83,"Class1",38.696,80.918,"R",76,40.395,93.388,39.374,80.252
59,"V",79,"Class1",40.926,54.055,"R",80,41.867,71.776,44.044,77.355
53,"R",84,"Class3",60.311,55.82,"Q",61,76.114,52.771,12.035,29.772
78,"R",62,"Class2",66.691,49.888,"V",59,41.936,38.404,40.346,45.921
92,"X",74,"Class5",59.603,45.803,"F",68,52.099,10.191,78.418,24.59
93,"Y",69,"Class5",52.624,11.655,"D",66,40.77,10.88,77.32,26.993
69,"Y",29,"Class2",43.159,30.034,"A",63,63.594,45.469,56.008,45.475
73,"Y",45,"Class2",48.96,68.699,"A",66,40.163,NA,54.416,54.216
64,"V",84,"Class1",29.192,62.973,"J",54,44.742,88.256,40.525,79.058
44,"I",82,"Class3",59.251,41.284,"Q",50,55.217,52.323,12.789,27.161
78,"Y",80,"Class2",61.14,23.759,"A",64,43.207,46.691,47.83,67.469
79,"U",79,"Class2",53.702,40.855,"A",70,44.635,47.162,47.969,63.463
76,"C",31,"Class4",33.757,42.126,"T",99,35.308,59.633,79.137,59.738
56,"G",82,"Class3",56.927,60.449,"U",53,38.39,52.223,12.188,38.824
69,"D",45,"Class2",47.602,61.052,"V",83,35.128,52.151,51.104,80.773
80,"Y",35,"Class4",79.106,41.88,"I",98,29.805,89.803,67.055,64.801
73,"D",58,"Class2",62.123,54.123,"C",51,44.044,37.082,57.332,47.397
57,"D",86,"Class3",48.413,16.824,"Q",53,61.2,52.312,12.379,57.627
61,"P",84,"Class1",44.401,71.047,"E",51,42.885,79.33,40.685,76.524
61,"I",84,"Class1",46.663,49.452,"J",70,41.711,85.328,42.947,71.025
75,"X",63,"Class5",52.113,51.704,"G",94,25.651,10.542,72.066,13.935
