"H1","H2","H3","H4","H5","H6","H7","H8","H9","Output33","H10","H11"
31.261,77.834,6.329,48,72.894,"T",50.044,38,50.743,"Class2",30,"I"
32.211,60.879,44.451,34,73.87,"T",23.181,51,24.342,"Class2",34,"R"
28.77,62.698,69.147,85,87.933,"H",63.182,77,58.173,"Class1",31,"G"
28.38,64.814,86.204,65,84.437,"H",10.531,46,64.867,"Class1",31,"V"
28.819,60.454,67.881,68,84.292,"M",15.337,61,56.199,"Class1",28,"T"
30.587,46.176,68.505,19,86.817,"U",38.125,54,46.874,"Class2",29,"X"
23.322,62.562,72.127,86,87.061,"M",-12.109,26,52.056,"Class1",34,"G"
24.234,65.419,87.562,81,87.417,"H",75.135,37,34.141,"Class1",27,"V"
27.411,63.609,83.682,64,84.473,"S",43.969,20,56.475,"Class1",30,"T"
28.85,65.3,49.472,70,86.164,"S",28.541,53,85.267,"Class1",35,"A"
28.615,60.063,79.363,69,86.016,"H",63.937,50,29.265,"Class1",15,"V"
26.293,63.573,68.43,68,85.241,"G",104.285,44,51.133,"Class1",25,"G"
23.292,60.981,47.688,64,85.829,"B",53.487,81,64.336,"Class1",9,"V"
30.168,NA,89.507,44,67.528,"M",51.3,51,54.561,"Class2",28,"R"
29.792,62.226,49.141,79,83.57,"S",88.628,67,91.849,"Class1",22,"G"
32.034,63.22,14.706,32,50.467,"X",35.172,49,43.524,"Class2",24,"X"
23.639,60.528,90.532,77,84.324,"B",48.329,70,42.776,"Class1",11,"A"
31,48.416,23.644,21,45.293,"X",42.236,44,38.022,"Class2",27,"U"
32.13,60.023,62.727,50,41.916,"U",59.346,41,27.851,"Class2",19,"I"
32.363,51.99,40.879,40,30.618,"M",21.98,55,49.166,"Class2",26,"I"
24.471,NA,51.263,76,85.473,"G",67.018,41,70.867,"Class1",26,"Y"
23.144,65.553,75.9,67,87.588,"H",45.646,89,62.94,"Class1",29,"Y"
31.775,65.333,70.941,53,73.307,"T",54.839,45,77.058,"Class2",27,"I"
32.404,59.669,85.647,36,96.181,"X",47.853,44,48.107,"Class2",20,"U"
31.498,47.622,60.37,46,42.29,"X",51.437,48,41.98,"Class2",30,"R"
32.224,49.712,28.664,41,67.524,"M",37.7,37,52.018,"Class2",19,"R"
27.745,65.269,69.265,68,87.998,"H",28.335,21,50.411,"Class1",33,"A"
30.952,60.394,52.194,45,29.678,"X",49.619,53,34.096,"Class2",27,"I"
31.686,58.491,46.805,34,52.411,"M",17.828,38,76.142,"Class2",29,"X"
26.469,60.976,47.715,83,83.374,"H",29.727,48,86.642,"Class1",11,"G"
31.098,77.46,59.03,46,87.318,"M",71.335,38,70.454,"Class2",24,"X"
32.908,74.484,96.586,35,45.973,"U",45.8,47,66.677,"Class2",19,"U"
27.731,65.987,45.099,74,84.951,"G",58.993,69,60.919,"Class1",21,"V"
29.878,NA,93.95,69,86.508,"H",4.977,29,62.326,"Class1",34,"T"
31.232,77.592,25.57,46,75.344,"N",66.436,37,55.862,"Class2",30,"N"
30.844,63.726,57.12,80,87.662,"G",24.123,16,79.255,"Class1",15,"V"
29.077,63.515,67.437,66,84.26,"G",72.568,31,57.237,"Class1",14,"A"
31.065,59.773,60.042,36,69.965,"N",52.378,55,48.52,"Class2",22,"X"
23.543,NA,84.897,68,84.803,"H",83.045,58,56.852,"Class1",NA,"T"
32.086,60.212,100.323,33,88.48,"M",14.624,51,88.765,"Class2",24,"I"
30.085,60.758,94.334,27,61.307,"M",58.118,53,35.602,"Class2",18,"X"
26.905,64.573,56.712,80,83.841,"H",4.123,13,67.062,"Class1",19,"V"
31.586,77.972,89.696,36,97.943,"U",10.309,43,63.871,"Class2",18,"N"
31.498,75.988,43.785,16,86.347,"M",-11.599,37,80.535,"Class2",19,"U"
30.779,67.558,36.506,14,90.052,"U",6.617,55,59.993,"Class2",22,"U"
30.608,63.098,88.808,75,85.461,"H",102.779,64,70.75,"Class1",22,"V"
25.725,61.191,71.907,73,86.729,"B",30.487,43,57.104,"Class1",39,"A"
26.293,61.085,80.494,74,85.993,"H",59.912,64,55.505,"Class1",38,"T"
25.521,64.346,68.366,72,85.081,"S",24.93,19,47.45,"Class1",20,"T"
25.259,NA,48.205,71,83.996,"G",54.467,13,61.683,"Class1",11,"T"
32.773,48.166,58.648,53,42.413,"N",22.75,45,40.298,"Class2",19,"R"
23.843,64.954,71.639,65,84.368,"G",28.699,52,64.38,"Class1",32,"Y"
32.543,62.299,26.176,36,86.16,"N",7.143,44,47.065,"Class2",30,"N"
32.146,71.11,83.251,16,42.338,"N",14.885,50,65.815,"Class2",24,"X"
24.11,62.742,44.214,85,84.073,"H",83.183,56,46.647,"Class1",15,"V"
30.566,46.599,73.805,22,57.155,"N",47.482,42,65.412,"Class2",22,"N"
32.447,53.834,27.165,16,72.011,"X",47.743,36,49.394,"Class2",32,"I"
31.411,62.693,66.96,18,68.967,"M",27.628,47,65.609,"Class2",32,"R"
32.022,75.126,79.352,39,72.534,"M",38.537,49,36.38,"Class2",18,"U"
30.787,60.337,70.494,75,85.3,"B",89.474,15,56.816,"Class1",18,"A"
27.02,61.093,38.661,75,87.764,"B",59.483,70,52.133,"Class1",23,"V"
31.206,79.09,37.484,40,82.949,"U",36.561,55,63.413,"Class2",23,"R"
25.187,65.452,68.916,68,87.813,"B",61.443,25,64.985,"Class1",27,"A"
25.542,63.289,37.859,70,87.98,"S",74.129,17,104.8,"Class1",29,"T"
25.667,61.61,89.961,67,84.191,"H",47.981,22,76.238,"Class1",37,"V"
30.319,77.804,64.304,14,43.56,"T",36.166,39,37.344,"Class2",34,"X"
27.296,65.273,53.77,78,87.629,"S",48.164,78,69.143,"Class1",34,"V"
25.907,61.987,44.357,78,86.555,"M",36.319,34,79.961,"Class1",NA,"Y"
24.775,60.809,53.779,87,87.731,"G",8.804,52,88.542,"Class1",37,"A"
32.751,56.838,47.449,16,46.496,"X",23.05,54,31.924,"Class2",22,"X"
24.246,62.32,86.866,81,86.115,"H",78.511,60,68.833,"Class1",11,"A"
30.433,53.07,40.815,16,71.259,"T",54.183,53,65.409,"Class2",27,"I"
25.969,63.246,108.5,74,86.595,"G",14.684,14,58.831,"Class1",11,"Y"
31.94,74.261,72.826,32,45.741,"U",33.648,51,56.026,"Class2",31,"I"
30.228,53.98,46.961,21,50.785,"M",0.354,53,44.356,"Class2",23,"N"
25.244,61.931,47.826,79,87.32,"G",66.095,40,81.298,"Class1",16,"T"
25.685,65.183,92.69,76,85.044,"M",34.698,67,64.775,"Class1",26,"T"
30.585,78.244,74.421,49,94.168,"U",69.67,48,68.968,"Class2",24,"X"
26.598,65.994,76.867,67,86.018,"H",89.121,51,81.937,"Class1",13,"V"
23.66,64.729,60.957,81,86.917,"B",86.579,55,83.903,"Class1",15,"T"
31.03,70.658,33.546,44,60.938,"X",110.804,39,45.232,"Class2",NA,"N"
30.495,47.346,70.508,25,53.556,"N",40.923,46,43.727,"Class2",26,"N"
26.657,65.695,53.64,71,87.311,"S",20.242,28,74.619,"Class1",NA,"G"
32.284,75.23,47.593,44,80.89,"T",9.245,48,39.31,"Class2",17,"X"
30.545,66.116,42.776,24,60.314,"M",60.951,43,64.102,"Class2",28,"N"
24.71,60.822,96.461,75,87.754,"H",42.556,68,69.311,"Class1",21,"G"
31.196,54.496,18.171,24,54.61,"T",75.493,45,53.294,"Class2",28,"I"
23.287,61.158,67.204,70,83.951,"B",35.941,74,59.605,"Class1",31,"A"
31.379,68.039,62.736,52,90.566,"T",24.25,40,41.384,"Class2",28,"I"
31.69,74.702,44.777,36,86.854,"T",37.079,44,60.959,"Class2",31,"U"
31.947,56.69,60.762,14,93.044,"X",40.051,55,50.941,"Class2",28,"R"
27.503,62.464,46.896,70,84.397,"S",73.048,50,93.627,"Class1",12,"T"
23.897,63.347,64.67,76,84.878,"S",14.448,66,46.585,"Class1",39,"A"
30.853,67.786,78.705,20,73.622,"X",43.748,37,44.526,"Class2",27,"R"
27.977,65.911,49.15,71,83.447,"H",35.86,88,84.402,"Class1",12,"V"
32.677,56.046,32.458,47,96.44,"M",21.541,49,47.093,"Class2",30,"U"
28.512,NA,67.773,68,85.766,"H",68.207,29,38.538,"Class1",NA,"T"
30.537,50.028,32.616,14,51.119,"M",39.412,36,44.834,"Class2",33,"U"
24.187,64.681,73.22,77,84.208,"B",74.007,65,70.434,"Class1",32,"T"
24.257,60.585,70.478,87,83,"B",31.065,68,77.473,"Class1",12,"T"
29.346,65.107,72.081,66,87.8,"H",83.653,56,91.156,"Class1",35,"G"
29.513,60.413,32.64,75,84.545,"G",44.84,35,56.867,"Class1",32,"G"
25.364,65.021,74.198,86,84.685,"S",37.539,36,73.391,"Class1",22,"T"
27.066,64.428,65.062,71,85.738,"M",31.593,73,76.8,"Class1",34,"G"
30.319,54.172,54.223,36,59.57,"U",23.209,52,40.888,"Class2",33,"N"
28.318,63.93,43.208,75,87.16,"S",55.436,42,96.901,"Class1",13,"A"
26.612,65.155,53.421,67,86.174,"G",81.879,56,101.358,"Class1",25,"T"
30.775,62.009,55.645,76,86.018,"M",97.495,26,52.11,"Class1",23,"V"
31.488,61.489,68.754,29,56.802,"U",43.375,54,71.669,"Class2",NA,"I"
32.064,60.048,15.559,17,41.924,"U",7.585,42,66.383,"Class2",31,"U"
32.426,78.703,35.134,37,95.219,"M",20.411,52,67.109,"Class2",18,"N"
31.303,67.785,47.744,40,45.49,"X",34.928,48,71.71,"Class2",19,"U"
27.036,64.794,43.523,80,83.541,"H",61.792,12,57.336,"Class1",23,"Y"
32.208,73.178,71.034,53,43.413,"M",78.069,40,70.096,"Class2",34,"X"
30.785,54.964,81.064,22,58.798,"T",48.685,38,87.121,"Class2",17,"I"
30.023,61.602,46.995,64,87.524,"G",75.728,50,59.385,"Class1",29,"A"
27.392,62.59,56.784,65,86.763,"M",52.392,39,53.908,"Class1",8,"G"
30.399,58.653,52.23,12,96.795,"M",32.219,36,70.947,"Class2",17,"I"
28.304,64.555,46.711,80,85.176,"G",41.957,73,60.003,"Class1",14,"G"
28.056,65.125,67.063,72,87.75,"M",79.036,53,85.45,"Class1",22,"V"
32.668,45.267,39.779,30,50.804,"N",20.003,38,72.379,"Class2",18,"U"
27.839,64.631,66.206,87,87.13,"M",91.237,84,83.375,"Class1",15,"G"
28.743,65.323,31.027,78,86.127,"B",46.214,44,71.982,"Class1",16,"A"
32.145,61.147,82.149,51,70.412,"U",47.155,51,69.234,"Class2",24,"N"
30.448,51.234,12.738,36,56.614,"N",91.244,51,54.553,"Class2",29,"R"
29.847,61.878,87.607,67,86.378,"S",50.655,33,62.82,"Class1",18,"G"
24.751,64.562,52.028,87,86.544,"B",61.458,67,84.107,"Class1",21,"Y"
30.917,77.797,35.433,20,61.4,"N",15.829,54,69.185,"Class2",NA,"U"
23.633,62.716,44.104,82,83.12,"G",53.072,27,54.353,"Class1",24,"T"
31.795,56.865,60.942,51,83.604,"M",48.383,38,41.258,"Class2",19,"U"
28.361,65.795,77.979,87,84.563,"B",83.353,38,90.9,"Class1",29,"Y"
27.427,60.214,56.373,79,83.216,"G",47.605,14,39.327,"Class1",37,"Y"
28.417,65.476,60.065,64,86.808,"G",56.954,89,57.416,"Class1",18,"V"
32.232,77.157,32.124,34,64.945,"N",90.473,50,54.367,"Class2",26,"X"
32.15,59.331,31.642,46,79.554,"X",2.842,45,54.631,"Class2",28,"R"
30.527,65.573,67.42,44,62.112,"M",76.092,54,38.858,"Class2",23,"R"
26.438,65.703,47.432,74,84.477,"B",43.994,42,56.729,"Class1",9,"A"
28.245,64.093,96.239,86,83.138,"M",41.93,34,64.193,"Class1",34,"Y"
24.645,65.368,49.018,76,85.781,"B",86.403,44,75.068,"Class1",11,"G"
31.554,58.469,93.416,43,64.452,"T",59.222,41,39.459,"Class2",NA,"X"
31.107,55.272,55.791,19,87.21,"N",47.933,40,58.021,"Class2",30,"X"
30.255,44.835,62.797,28,57.727,"T",36.257,50,77.196,"Class2",21,"U"
26.294,63.685,68.048,86,83.793,"G",40.89,37,57.808,"Class1",23,"V"
28.306,61.216,71.423,71,85.679,"M",123.051,54,59.601,"Class1",13,"T"
30.916,48.914,61.555,45,67.152,"X",36.14,47,58.595,"Class2",27,"X"
32.88,52.147,73.787,24,50.34,"M",12.889,51,29.767,"Class2",30,"R"
26.48,64.834,52.278,87,87.71,"S",70.554,34,97.949,"Class1",38,"Y"
24.883,65.011,70.91,87,85.894,"B",57.217,36,56.184,"Class1",31,"T"
32.537,80.09,37.451,20,71.802,"N",23.323,49,77.347,"Class2",24,"X"
28.494,65.651,43.592,74,85.008,"B",55.451,88,81.301,"Class1",38,"T"
23.574,61.047,63.548,73,83.823,"B",86.413,82,109.474,"Class1",23,"V"
27.551,65.636,76.448,87,85.103,"S",67.783,87,63.722,"Class1",12,"A"
23.359,61.235,68.922,72,87.552,"G",62.245,74,65.068,"Class1",15,"A"
24.051,62.108,72.963,86,84.711,"H",69.325,20,97.782,"Class1",27,"Y"
32.503,75.413,79.689,36,87.573,"N",54.826,39,55.403,"Class2",21,"R"
31.499,53.274,72.469,40,87.213,"X",63.104,40,28.723,"Class2",22,"R"
32.223,48.011,32.747,42,61.423,"X",48.797,54,58.495,"Class2",29,"I"
30.73,44.992,40.847,40,84.022,"X",59.546,44,82.311,"Class2",19,"R"
32.145,68.855,24.466,23,62.172,"T",64.761,39,36.323,"Class2",31,"I"
29.445,61.565,104.023,82,83.938,"G",57.601,40,90.595,"Class1",37,"Y"
26.096,62.316,61.749,70,87.657,"M",52.914,72,81.456,"Class1",27,"A"
24.222,63.822,74.368,75,84.286,"B",48.518,12,77.288,"Class1",26,"G"
29.438,60.374,50.075,64,86.959,"B",16.711,28,64.521,"Class1",15,"G"
28.948,60.805,85.165,72,87.903,"S",52.832,23,40.506,"Class1",10,"T"
30.213,80.716,57.737,50,71.439,"X",55.008,37,50.21,"Class2",NA,"I"
25.35,60.34,8.978,74,87.108,"S",51.807,30,67.394,"Class1",18,"Y"
32.992,58.291,48.735,16,77.099,"X",45.243,49,52.56,"Class2",32,"U"
28.177,60.704,46.085,72,87.11,"S",48.133,76,70.588,"Class1",NA,"T"
32.409,69.069,0.393,37,51.784,"N",38.127,39,47.594,"Class2",20,"N"
31.505,45.404,69.785,38,29.51,"M",30.362,49,74.551,"Class2",21,"X"
24.826,64.682,74.395,69,86.505,"H",44.502,57,78.105,"Class1",14,"Y"
26.456,64.346,78.628,75,86.498,"H",12.755,41,73.849,"Class1",31,"A"
31.711,72.04,102.392,37,32.694,"T",14.857,46,49.827,"Class2",23,"U"
28.925,61.075,61.933,85,87.359,"S",71.289,81,68.188,"Class1",22,"Y"
30.679,64.584,79.719,82,84.981,"B",13.9,84,75.989,"Class1",13,"T"
29,63.349,71.54,87,85.154,"S",23.9,68,70.065,"Class1",9,"A"
30.682,74.206,43.034,51,64.978,"M",70.499,55,41.064,"Class2",33,"X"
27.421,63.973,84.059,79,87.876,"S",15.788,71,61.346,"Class1",19,"Y"
30.649,67.6,65.512,40,58.338,"U",51.729,43,62.919,"Class2",22,"R"
30.952,75.577,20.026,28,40.427,"X",66.632,39,53.502,"Class2",26,"U"
25.548,NA,93.271,79,86.188,"H",46.094,61,44.614,"Class1",10,"A"
32.432,57.18,51.649,21,36.25,"T",69.273,52,71.777,"Class2",21,"U"
32.017,45.376,14.607,42,84.498,"T",53.066,38,33.335,"Class2",23,"R"
30.268,45.054,72.819,53,29.467,"X",40.883,50,47.186,"Class2",29,"I"
24.796,63.229,74.547,80,86.764,"M",65.454,72,64.311,"Class1",31,"A"
27.816,60.997,79.775,81,87.972,"S",98.872,67,59.499,"Class1",28,"V"
30.103,61.363,40.01,82,84.783,"H",43.955,87,68.552,"Class1",38,"A"
25.412,63.888,76.416,67,84.848,"B",34.459,74,55.378,"Class1",37,"A"
25.442,62.073,65.196,86,87.769,"S",79.528,83,67.134,"Class1",9,"A"
31.923,51.604,68.637,48,65.672,"X",42.098,52,37.495,"Class2",33,"N"
29.537,61.699,81.221,81,87.338,"H",28.424,50,71.446,"Class1",21,"V"
31.412,51.777,41.456,20,98.552,"X",84.513,52,43.787,"Class2",27,"U"
30.094,61.683,50.181,71,87.784,"G",73.636,64,76.289,"Class1",29,"T"
26.474,63.932,45.59,79,85.696,"H",59.009,21,35.939,"Class1",25,"Y"
29.627,62.543,75.154,76,84.553,"G",123.586,24,31.752,"Class1",38,"V"
31.82,75.067,34.26,16,79.014,"N",52.238,45,59.494,"Class2",22,"I"
31.496,63.169,64.383,16,47.985,"N",46.986,37,69.68,"Class2",30,"U"
24.814,65.948,65.235,87,86.415,"M",91.918,15,53.817,"Class1",26,"V"
24.525,64.851,85.925,84,87.034,"S",74.547,71,79.421,"Class1",23,"A"
27.263,61.321,36.587,69,86.932,"M",30.96,59,66.016,"Class1",19,"V"
29.857,NA,112.511,75,86.087,"M",49.001,68,58.546,"Class1",39,"T"
23.686,65.01,65.054,66,86.585,"H",50.86,67,66.125,"Class1",11,"Y"
30.754,76.43,82.948,41,63.918,"U",28.968,39,111.866,"Class2",31,"I"
23.528,NA,57.063,75,86.385,"S",106.685,65,60.524,"Class1",36,"G"
30.154,69.006,41.628,12,61.146,"X",37.976,52,53.868,"Class2",26,"R"
31.234,45.877,78.116,30,99.73,"U",68.605,52,51.229,"Class2",30,"R"
30.518,48.118,34.934,34,91.225,"M",38.454,44,52.874,"Class2",28,"N"
29.422,61.711,95.503,76,87.615,"B",54.554,85,71.42,"Class1",11,"G"
28.673,60.922,71.756,85,87.97,"B",96.53,15,84.09,"Class1",19,"V"
31.738,NA,75.949,49,73.706,"U",-6.887,37,26.649,"Class2",17,"N"
28.914,61.049,51.971,82,84.781,"G",99.895,59,78.38,"Class1",33,"T"
30.589,53.145,37.991,17,71.921,"M",23.279,51,73.236,"Class2",20,"U"
32.814,66.695,71.752,38,74.614,"T",17.313,51,52.37,"Class2",21,"U"
25.355,62.03,79.367,80,84.412,"B",59.228,22,49.343,"Class1",9,"G"
31.403,64.362,36.86,13,77.676,"N",62.538,36,81.149,"Class2",23,"I"
31.636,52.402,57.188,19,96.457,"T",31.376,38,39.84,"Class2",34,"X"
31.391,60.912,75.271,30,60.374,"M",34.894,37,48.658,"Class2",19,"I"
28.267,62.265,48.471,74,84.747,"B",61.698,42,44.593,"Class1",35,"V"
28.964,60.733,84.766,76,86.652,"G",-1.225,22,62.238,"Class1",11,"V"
31.208,72.45,70.263,41,87.889,"X",51.708,53,20.849,"Class2",31,"X"
30.523,60.682,84.591,70,83.027,"G",56.018,27,63.658,"Class1",32,"Y"
31.796,76.129,74.548,48,92.436,"T",14.508,43,45.444,"Class2",32,"R"
24.057,62.225,88.626,76,85.566,"H",54.085,40,51.75,"Class1",22,"V"
31.451,72.262,59.886,52,49.505,"M",76.257,48,40.907,"Class2",29,"N"
23.105,62.761,57.794,78,83.319,"S",82.254,52,98.426,"Class1",27,"G"
25.412,61.424,85.99,67,84.725,"G",53.566,79,59.258,"Class1",25,"Y"
30.896,51.082,57.591,20,66.134,"T",59.524,50,63.432,"Class2",22,"N"
26.516,60.346,71.474,87,83.619,"H",35.945,45,58.622,"Class1",23,"Y"
23.76,65.202,68.199,76,87.933,"S",81.352,49,40.129,"Class1",10,"G"
31.306,60.297,88.354,42,43.587,"N",26.808,53,39.646,"Class2",21,"X"
30.808,69.44,34.093,49,78.665,"X",30.503,36,41.018,"Class2",34,"R"
30.896,65.19,65.19,66,84.67,"M",79.255,44,60.691,"Class1",34,"V"
30.755,70.786,42.851,44,51.941,"X",43.31,54,71.573,"Class2",17,"N"
30.666,60.775,50.187,75,84.455,"B",32.494,28,95.407,"Class1",24,"V"
25.044,62.358,49.455,69,86.385,"B",16.783,84,62.836,"Class1",13,"Y"
23.982,64.732,82.208,74,84.762,"G",71.731,64,90.601,"Class1",29,"T"
30.44,69.999,101.317,13,61.174,"N",29.908,41,50.82,"Class2",30,"I"
32.264,52.97,11.311,20,73.575,"N",37.14,44,60.147,"Class2",33,"N"
32.105,80.534,39.949,26,34.7,"T",70.802,55,48.374,"Class2",28,"U"
27.178,60.921,56.088,85,85.973,"S",110.897,66,91.056,"Class1",37,"G"
32.952,79.275,62.232,23,94.662,"T",46.912,47,46.547,"Class2",25,"I"
31.836,NA,56.348,20,90.593,"N",64.689,39,55.065,"Class2",32,"U"
25.341,60.033,60.373,74,87.868,"S",41.991,71,74.029,"Class1",18,"A"
30.67,46.901,87.053,17,51.987,"U",45.72,36,54.204,"Class2",17,"U"
30.681,64.68,76.308,27,65.928,"M",5.275,36,77.575,"Class2",18,"U"
30.882,NA,29.577,20,75.817,"N",-14.997,50,48.038,"Class2",20,"I"
23.973,65.194,94.981,74,85.802,"B",54.546,81,70.692,"Class1",26,"G"
32.133,63.207,86.986,13,47.455,"T",83.486,40,53.761,"Class2",32,"U"
31.676,62.389,107.203,33,46.402,"U",19.176,39,73.827,"Class2",NA,"U"
23.074,65.238,32.438,66,86.499,"S",47.068,25,85.624,"Class1",37,"V"
32.656,64.144,51.431,50,74.219,"M",37.035,36,52.238,"Class2",21,"I"
31.697,60.051,78.945,44,64.489,"N",32.948,55,65.511,"Class2",29,"X"
31.503,77.832,66.641,28,69.106,"N",48.923,44,33.401,"Class2",19,"R"
32.672,57.501,42.184,50,84.616,"U",6.132,42,53.264,"Class2",NA,"N"
26.83,61.727,91.528,72,87.123,"M",34.854,76,58.465,"Class1",37,"G"
24.552,62.004,87.093,81,87.996,"M",84.681,53,95.403,"Class1",24,"Y"
29.705,64.43,56.859,69,86.411,"H",77.581,65,60.414,"Class1",18,"G"
31.264,68.571,77.003,52,64.622,"N",47.745,46,53.777,"Class2",30,"I"
32.635,58.516,17.681,13,97.847,"X",49.357,38,71.696,"Class2",28,"I"
26.651,62.13,93.699,77,85.266,"G",70.07,24,69.904,"Class1",31,"T"
27.786,61.908,78.384,67,84.828,"G",82.303,28,58.161,"Class1",30,"A"
27.148,61.005,78.003,71,85.069,"B",28.888,87,72.518,"Class1",12,"Y"
24.268,63.354,78.825,77,83.192,"S",45.675,80,62.715,"Class1",9,"T"
23.629,60.35,120.578,65,86.749,"H",63.356,88,71.235,"Class1",NA,"Y"
31.96,74.135,53.979,53,38.97,"U",23.15,40,74.497,"Class2",30,"R"
27.158,62.514,95.364,70,84.61,"H",64.195,26,69.672,"Class1",38,"T"
30.325,53.453,46.671,50,29.031,"U",28.143,49,54.767,"Class2",31,"I"
29.666,63.322,62.76,76,84.995,"H",50.869,30,55.372,"Class1",39,"G"
30.248,64.253,74.704,78,84.28,"M",69.243,78,80.237,"Class1",13,"A"
31,76.118,54.041,23,35.469,"X",73.468,52,58.785,"Class2",25,"U"
32.911,71.443,44.091,49,98.179,"M",42.013,50,63.091,"Class2",25,"X"
30.727,60.086,54.071,68,84.788,"H",28.499,37,39.793,"Class1",16,"A"
26.163,65.991,79.254,64,83.966,"B",73.465,48,91.852,"Class1",30,"T"
24.44,64.39,30.664,84,86.969,"B",12.567,41,83.415,"Class1",38,"T"
32.109,44.451,79.822,49,90.038,"T",40.295,52,61.491,"Class2",22,"I"
27.206,63.551,104.694,86,84.273,"M",47.71,59,52.204,"Class1",37,"A"
32.132,NA,125.905,51,58.566,"T",47.06,47,31.82,"Class2",31,"R"
32.835,61.22,75.623,42,34.827,"N",40.759,36,47.538,"Class2",19,"I"
30.263,57.572,38.363,34,64.233,"M",47.705,41,80.126,"Class2",17,"I"
32.745,51.206,63.006,14,30.867,"X",4.974,38,63.168,"Class2",20,"I"
30.154,67.151,40.079,49,54.772,"U",24.62,40,59.027,"Class2",25,"R"
24.371,63.905,68.39,65,87.443,"B",66.127,21,87.452,"Class1",17,"T"
29.867,64.461,51.075,73,87.746,"G",40.992,77,85.104,"Class1",25,"A"
30.515,80.598,45.365,38,66.711,"U",-3.759,46,40.645,"Class2",24,"R"
30.947,52.106,85.62,42,31.968,"M",36.202,48,50.969,"Class2",23,"X"
32.376,55.993,71.107,46,92.764,"X",45.136,43,23.28,"Class2",31,"X"
31.602,80.949,57.834,27,55.795,"X",18.954,54,76.758,"Class2",33,"X"
31.217,63.111,71.42,50,66.317,"X",20.421,40,66.37,"Class2",20,"U"
25.631,63.773,83.922,84,84.648,"S",36.817,37,68.782,"Class1",39,"V"
28.361,62.416,64.536,85,87.459,"B",47.984,51,107.923,"Class1",31,"Y"
28.835,62.501,72.292,82,86.609,"G",54.433,54,93.81,"Class1",13,"T"
30.301,46.247,84.09,48,82.384,"X",23.872,44,48.81,"Class2",17,"X"
26.213,62.307,78.604,75,86.78,"M",46.568,70,55.13,"Class1",30,"Y"
29.191,60.517,61.833,67,85.243,"G",72.281,26,83.7,"Class1",17,"A"
30.967,62.337,55.162,73,84.616,"G",87.722,57,43.919,"Class1",31,"V"
30.45,46.067,117.344,52,39.227,"U",31.912,45,54.192,"Class2",33,"N"
31.231,55.911,48.589,51,74.243,"U",48.934,42,47.062,"Class2",21,"U"
24.662,63.612,37.837,72,83.128,"M",65.692,58,47.385,"Class1",17,"T"
30.392,63.007,58.701,81,83.595,"H",52.147,78,62.892,"Class1",10,"A"
29.319,60.444,91.501,81,87.198,"M",97.857,55,56.846,"Class1",24,"T"
26.154,60.608,61.41,82,86.851,"H",63.386,75,65.974,"Class1",35,"T"
30.52,51.588,47.671,32,54.468,"X",52.822,37,50.118,"Class2",29,"N"
31.907,54.546,43.751,26,34.839,"M",60.659,48,46.639,"Class2",32,"R"
31.356,67.22,63.461,30,92.651,"X",40.514,42,64.175,"Class2",18,"U"
30.427,64.612,89.521,64,87.823,"B",-1.446,28,53.145,"Class1",34,"A"
32.145,45.716,88.523,12,43.712,"T",80.546,54,37.176,"Class2",33,"N"
30.031,78.195,40.957,18,87.371,"M",18.581,45,48.379,"Class2",19,"R"
32.518,49.7,79.749,48,83.747,"M",26.861,41,53.886,"Class2",33,"R"
31.793,65.283,26.645,40,29.291,"X",60.114,37,23.204,"Class2",25,"U"
30.859,65.614,44.073,82,86.305,"B",44.696,76,57.81,"Class1",13,"Y"
31.686,55.587,41.471,46,71.991,"T",47.637,42,62.462,"Class2",20,"U"
31.959,51.157,46.991,18,78.354,"T",22.3,49,45.803,"Class2",31,"X"
23.757,60.907,84.973,75,86.84,"G",98.267,88,61.084,"Class1",37,"Y"
25.638,60.538,44.083,70,87.039,"M",78.24,45,71.14,"Class1",11,"Y"
30.194,79.554,83.47,29,74.106,"T",14.218,41,45.181,"Class2",25,"N"
32.168,77.719,68.625,38,61.326,"T",14.911,46,61.189,"Class2",17,"X"
30.432,68.66,69.515,23,82.548,"M",27.369,42,75.793,"Class2",33,"N"
25.319,63.674,44.827,71,86.766,"B",76.684,68,45.917,"Class1",24,"V"
29.402,62.706,111.871,81,87.141,"B",81.61,88,67.668,"Class1",38,"Y"
32.609,48.133,73.609,19,41.627,"M",4.069,44,73.388,"Class2",NA,"R"
30.535,62.637,59.495,80,84.595,"B",52.335,70,65.029,"Class1",10,"G"
32.309,63.572,69.065,22,66.678,"U",24.285,42,37.965,"Class2",18,"R"
32.796,63.854,80.767,29,85.042,"M",28.215,37,40.199,"Class2",34,"X"
31.676,51.59,16.826,36,53.706,"T",21.543,40,63.346,"Class2",32,"I"
32.319,67.967,48.805,18,57.366,"M",23.654,50,39.634,"Class2",24,"N"
23.622,NA,67.773,65,85.949,"G",71.264,31,66.579,"Class1",12,"V"
24.394,64.409,46.535,73,85.438,"G",108.493,35,52.637,"Class1",25,"G"
32.484,59.036,74.666,17,50.117,"X",11.323,55,50.066,"Class2",21,"X"
30.886,54.928,26.646,27,76.589,"T",25.497,48,57.167,"Class2",34,"R"
25.365,NA,83.961,79,87.676,"B",65.171,37,54.687,"Class1",13,"T"
31.675,49.693,44.343,26,55.84,"X",33.985,39,41.601,"Class2",26,"U"
