"Q1","Q2","Q3","Q4","Output16","Q5","Q6","Q7","Q8","Q9","Q10","Q11"
59.499,37,41.843,65.682,"Class1","W",90.485,47,41.077,24.585,95,"B"
59.052,13,28.34,55.315,"Class1","W",77.985,69,46.945,35.1,NA,"I"
11.47,53,NA,75.23,"Class2","J",32.214,67,69.351,68.101,73,"F"
53.748,20,37.512,21.116,"Class3","S",59.355,53,63.158,55.168,18,"S"
29.994,27,29.897,9.911,"Class3","Y",60.718,53,63.416,68.911,NA,"F"
35.99,20,110.611,13.91,"Class3","Y",59.388,56,63.067,65.851,18,"S"
20.758,52,67.633,67.165,"Class2","J",36.533,77,37.779,77.654,67,"S"
17.225,51,55.852,68.56,"Class2","O",58.661,83,41.792,71.121,73,"T"
59.386,56,60.202,61.253,"Class1","K",90.612,62,43.66,39.468,95,"I"
74.838,21,70.185,13.928,"Class3","L",61.417,54,62.422,62.762,17,"F"
20.362,53,73.574,71.616,"Class2","F",48.519,68,41.301,67.581,87,"S"
22.695,52,52.975,64.534,"Class2","J",48.738,72,60.956,77.945,85,"T"
21.871,52,66.912,71.935,"Class2","G",25.138,83,64.354,75.092,54,"T"
59.015,53,32.651,66.469,"Class1","B",80.337,90,45.649,44.312,87,"I"
26.431,53,75.093,73.478,"Class2","O",48.962,80,30.121,73.774,85,"S"
59.281,18,NA,62.862,"Class1","D",76.608,67,43.505,37.947,93,"J"
56.725,18,42.86,64.622,"Class1","B",77.608,61,41.657,22.467,92,"G"
69.218,20,90.465,11.305,"Class3","X",59.337,57,62.529,72.786,18,"A"
17.197,53,71.31,65.015,"Class2","F",21.215,78,63.214,75.985,64,"Y"
71.342,20,51.498,13.581,"Class3","I",58.314,54,62.681,56.1,NA,"F"
58.48,30,39.571,66.931,"Class1","B",81.573,93,42.696,46.275,88,"I"
59.055,14,29.545,59.632,"Class1","W",82.98,54,43.027,31.86,97,"G"
49.195,23,59.767,10.363,"Class3","L",59.685,57,62.702,72.634,17,"A"
60.604,63,24.532,74.099,"Class1","B",77.089,59,45.912,33.577,93,"J"
59.286,48,33.028,71.745,"Class1","W",91.662,82,45.849,21.603,89,"W"
74.169,21,116.079,18.781,"Class3","L",58.757,54,64.957,62.952,17,"A"
64.149,23,48.858,5.964,"Class3","X",58.029,54,64.028,67.078,15,"K"
59.55,42,31.592,44.544,"Class1","D",75.098,88,44.034,45.231,85,"J"
1.652,52,NA,68.045,"Class2","O",36.773,80,45.421,76.778,56,"Y"
59.77,21,93.76,14.411,"Class3","S",61.294,56,64.616,66.796,16,"K"
60.17,12,37.274,64.105,"Class1","F",83.538,51,42.349,48.451,NA,"G"
59.496,5,49.402,61.736,"Class1","W",73.108,45,43.523,30.167,96,"G"
2.135,51,69.902,74.96,"Class2","J",59.83,65,44.527,74.095,81,"F"
20.089,51,70.323,77.306,"Class2","O",48.674,64,58.097,73.105,87,"T"
12.622,51,70.832,59.622,"Class2","L",52.613,84,48.786,76.031,47,"E"
85.871,24,69.17,20.712,"Class3","Y",58.649,53,63.674,71.015,19,"S"
60.333,14,18.507,66.705,"Class1","K",81.742,45,46.105,35.759,92,"G"
19.246,51,53.69,74.93,"Class2","F",31.333,74,48.296,67.23,77,"E"
63.129,25,56.326,6.628,"Class3","I",60.607,57,63.259,58.899,19,"A"
59.357,46,37.987,66.962,"Class1","B",88.93,75,43.435,24.348,93,"G"
20.975,51,65.087,76.078,"Class2","G",21.715,84,45.375,67.796,46,"E"
53.156,25,NA,15.745,"Class3","I",61.267,55,64.983,59.466,16,"K"
58.798,31,55.084,58.933,"Class1","W",93.539,81,43.719,20.151,92,"B"
70.869,22,35.624,16.182,"Class3","X",59.439,53,64.059,71.257,19,"F"
13.656,53,68.323,84.643,"Class2","F",36.393,71,69.048,69.522,49,"F"
74.793,24,91.073,4.889,"Class3","X",59.873,53,62.926,59.09,17,"S"
84.24,21,56.855,18.089,"Class3","S",59.667,56,62.552,60.913,15,"K"
58.684,54,48.421,62.31,"Class1","B",93.262,49,42.193,48.928,86,"J"
64.66,27,66.828,12.816,"Class3","L",58.693,55,63.21,60.273,16,"K"
58.654,35,48.031,78.902,"Class1","B",81.773,74,45.479,48.259,NA,"I"
86.697,27,75.216,9.474,"Class3","L",61.929,54,64.869,53.137,15,"K"
59.113,64,33.081,63.394,"Class1","K",74.035,70,43.681,42.924,98,"G"
58.616,17,51.971,61.559,"Class1","B",77.085,53,41.296,41.106,NA,"I"
15.565,52,71.467,63.179,"Class2","G",40.855,75,57.917,72.866,47,"S"
69.648,25,57.659,12.254,"Class3","Y",60.636,55,63.005,56.807,16,"G"
59.433,39,53.774,63.534,"Class1","W",77.803,58,41.873,43.331,86,"J"
5.269,51,77.27,74.322,"Class2","L",44.124,69,54.556,76.086,70,"T"
58.516,34,39.242,62.916,"Class1","W",81.284,50,41.295,42.386,89,"I"
0.856,52,69.599,71.863,"Class2","O",40.206,74,63.41,74.711,58,"E"
59.221,53,57.978,60.326,"Class1","F",91.719,79,42.632,36.652,93,"B"
-0.503,53,61.453,60.359,"Class2","O",40.24,75,35.838,69.122,59,"F"
20.324,52,68.47,79.708,"Class2","O",41.741,65,56.509,73.039,NA,"F"
-0.74,52,87.502,61.014,"Class2","J",48.272,81,35.594,76.526,NA,"T"
59.143,17,24.271,63.866,"Class1","D",80.609,79,43.861,36.943,88,"I"
15.318,52,68.788,71.817,"Class2","O",24.007,79,36.867,68.052,76,"Y"
16.29,52,61.522,68.501,"Class2","L",46.09,69,31.692,67.005,85,"Y"
14.231,53,49.769,69.689,"Class2","J",45.158,64,34.374,75.794,55,"Y"
56.487,26,84.834,18.054,"Class3","X",60.288,53,64.476,72.586,15,"K"
14.91,53,65.987,66.797,"Class2","F",55.341,79,43.272,67.098,62,"T"
59.691,62,39.033,64.899,"Class1","W",75.706,69,43.369,34.946,92,"I"
7.814,51,62.492,67.061,"Class2","O",29.93,64,48.055,77.88,86,"Y"
78.872,24,59.854,18.851,"Class3","L",61.217,53,63.068,69.135,19,"F"
16.08,53,61.983,65.117,"Class2","G",51.936,84,63.153,68.841,50,"E"
77.63,27,68.681,12.051,"Class3","I",61.902,53,63.475,63.643,16,"S"
61.574,55,39.306,73.214,"Class1","W",79.949,92,42.232,31.981,85,"G"
4.854,53,78.375,59.573,"Class2","G",27.175,67,60.606,71.007,82,"T"
8.971,51,59.281,71.275,"Class2","O",41.276,65,62.352,74.55,51,"F"
5.22,52,68.416,76.125,"Class2","L",50.734,84,45.13,72.57,62,"T"
58.998,20,29.424,67.796,"Class1","W",91.289,79,45.232,22.223,86,"B"
82.083,25,58.88,11.28,"Class3","S",60.965,53,64.857,56.621,17,"K"
79.266,20,NA,4.121,"Class3","I",58.709,55,63.245,63.142,16,"A"
12.527,52,44.611,68.3,"Class2","O",28.044,82,45.823,72.75,88,"Y"
70.831,24,54.346,12.737,"Class3","L",61.401,56,63.43,65.394,17,"G"
60.182,36,37.759,64.66,"Class1","D",76.324,91,46.804,20.737,90,"W"
16.444,51,63.956,65.995,"Class2","G",58.956,73,65.666,77.652,80,"S"
3.481,53,97.451,70.63,"Class2","J",59.125,78,31.211,75.103,61,"E"
42.281,20,104.111,16.357,"Class3","X",59.72,54,64.878,58.461,17,"G"
58.947,25,36.007,62.267,"Class1","K",86.204,41,44.919,33.818,96,"W"
80.794,23,71.986,6.788,"Class3","S",60.729,56,62.158,66.3,19,"F"
5.038,53,76.704,69.229,"Class2","O",28.776,72,58.051,69.122,69,"E"
68.099,25,46.47,17.092,"Class3","Y",59.064,56,64.747,62.103,16,"A"
87.031,26,69.912,13.411,"Class3","L",60.501,54,62.133,56.061,NA,"F"
51.264,23,58.352,13.11,"Class3","L",61.56,56,63.016,65.113,19,"F"
58.944,15,25.967,56.651,"Class1","K",76.673,61,42.893,33.116,95,"G"
59.996,51,58.239,64.276,"Class1","W",78.511,88,44.091,36.49,NA,"W"
60.585,32,44.833,69.862,"Class1","W",88.94,55,42.941,40.015,86,"B"
59.876,68,43.949,68.296,"Class1","F",91.31,50,43.747,43.933,97,"I"
58.039,66,51.227,65.9,"Class1","B",85.016,45,42.926,36.14,86,"G"
25.275,52,47.843,71.729,"Class2","J",30.404,71,62.519,73.046,47,"S"
18.628,51,75.061,64.724,"Class2","J",53.999,70,31.434,73.868,58,"Y"
59.572,57,55.104,69.551,"Class1","W",81.929,53,42.639,20.307,90,"I"
66.24,23,106.368,14.226,"Class3","I",58.249,56,63.802,65.804,19,"S"
69.641,23,16.245,17.285,"Class3","X",61.352,57,62.324,68.035,15,"A"
58.607,57,33.858,65.046,"Class1","B",86.349,66,45.042,24.028,86,"I"
81.37,21,81.227,18.818,"Class3","Y",58.376,54,64.119,59.315,19,"K"
1.806,51,84.347,67.406,"Class2","O",24.714,74,56.878,74.533,46,"Y"
-6.585,52,71.751,65.856,"Class2","L",23.108,71,34.231,70.85,74,"T"
59.137,68,48.993,63.82,"Class1","D",91.915,59,45.558,30.203,93,"J"
62.209,22,110.817,11.122,"Class3","X",61.103,56,63.398,59.782,15,"A"
59.632,30,23.072,68.682,"Class1","F",85.608,52,45.558,43.446,93,"B"
16.245,52,65.975,67.925,"Class2","J",55.422,72,52.634,76.939,80,"T"
45.052,20,96.224,12.9,"Class3","I",58.154,53,63.268,62.642,19,"S"
10.614,52,69.765,68.799,"Class2","L",30.638,64,69.712,75.275,56,"S"
8.264,51,74.45,67.917,"Class2","O",58.295,73,53.299,70.896,53,"S"
67.624,26,10.616,18.615,"Class3","X",59.894,55,62.807,56.041,18,"A"
74.57,24,74.257,16.514,"Class3","I",58.21,54,63.537,57.079,18,"G"
60.268,73,49.821,66.125,"Class1","B",81.945,76,42.493,20.978,92,"J"
59.202,65,42.909,72.813,"Class1","W",81.362,65,41.975,25.062,95,"B"
50.609,26,3.232,19.746,"Class3","I",60.552,53,63.925,56.635,16,"F"
60.396,7,35.028,61.276,"Class1","B",89.119,41,44.039,42.46,85,"W"
12.477,53,57.257,67.238,"Class2","L",51.404,64,40.914,77.923,69,"Y"
72.092,27,33.63,4.231,"Class3","X",60.479,56,63.211,55.676,17,"F"
-9.161,51,56.6,80.913,"Class2","F",54.607,78,33.11,71.108,70,"F"
58.781,38,52.266,58.309,"Class1","W",88.211,57,45.549,34.28,97,"G"
64.613,27,50.557,14.014,"Class3","S",58.855,54,64.344,71.744,18,"K"
60.23,54,NA,80.298,"Class1","W",73.184,46,45.184,20.369,87,"J"
80.913,24,61.141,6.715,"Class3","L",59.655,55,62.377,60.619,16,"S"
22.238,51,86.561,60.003,"Class2","J",36.334,72,32.228,72.251,55,"F"
51.164,21,44.211,19.808,"Class3","X",60.677,55,62.727,54.783,18,"K"
66.096,26,69.538,14.372,"Class3","I",61.499,54,63.949,64.735,17,"K"
49.769,24,86.183,13.333,"Class3","I",58.871,53,64.809,61.682,17,"F"
11.452,53,52.814,60.881,"Class2","O",32.232,81,47.195,67.264,56,"T"
58.969,39,36.298,74.864,"Class1","K",93.631,62,46.011,29.234,97,"I"
24.923,53,66.774,60.698,"Class2","L",22.139,65,54.065,69.532,60,"F"
10.829,52,48.964,67.223,"Class2","G",21.7,69,44.152,71.291,51,"F"
7.622,52,46.892,64.965,"Class2","L",28.151,79,36.165,73.005,52,"Y"
77.158,22,90.981,15.722,"Class3","I",60.602,56,62.533,68.956,16,"S"
4.779,51,58.972,69.885,"Class2","O",31.089,73,65.439,76.927,81,"Y"
58.486,18,37.724,51.328,"Class1","K",80.195,65,46.469,35.16,93,"W"
62.444,27,25.346,58.122,"Class1","F",86.696,90,46.833,33.089,85,"W"
59.875,12,23.93,60.309,"Class1","W",78.67,65,46.382,21.625,91,"B"
60.547,65,38.858,63.779,"Class1","W",75.589,49,46.367,23.614,88,"W"
42.132,21,87.917,9.078,"Class3","X",58.051,57,63.277,53.143,17,"F"
24.682,53,56.019,61.547,"Class2","O",23.673,78,50.841,74.175,73,"S"
7.092,52,76.53,77.478,"Class2","J",52.706,67,34.338,67.405,65,"F"
7.993,52,73.482,71.619,"Class2","G",40.454,66,46.262,77.424,55,"S"
59.074,63,35.515,73.608,"Class1","W",73.525,74,45.558,46.61,96,"I"
59.137,68,34.595,61.744,"Class1","W",77.797,82,45.155,35.932,86,"J"
56.487,26,97.289,14.042,"Class3","X",61.745,55,62.64,53.57,18,"K"
74.134,21,63.659,10.02,"Class3","S",60.993,57,62.349,55.417,17,"S"
20.991,53,62.053,60.929,"Class2","L",26.079,73,66.269,77.797,74,"S"
84.067,23,75.334,8.53,"Class3","X",59.597,56,64.623,69.506,19,"F"
58.375,68,37.277,59.303,"Class1","D",74.653,64,41.768,31.1,98,"W"
59.432,34,13.603,70.462,"Class1","B",92.316,92,41.322,32.812,98,"G"
18.763,51,60.584,69.267,"Class2","G",56.987,65,38.237,76.048,68,"F"
98.953,26,31.367,12.03,"Class3","Y",61.923,54,62.857,61.634,18,"A"
19.484,53,81.088,61.702,"Class2","L",21.893,72,65.655,73.633,85,"F"
46.957,25,20.452,15.626,"Class3","Y",60.742,54,63.36,56.508,19,"K"
74.227,21,22.967,11.603,"Class3","Y",61.816,55,64.919,72.56,19,"G"
4.233,52,52.515,67.479,"Class2","J",26.066,76,44.429,75.117,80,"E"
14.074,53,53.717,74.5,"Class2","J",29.411,79,44.635,68.617,60,"Y"
25.096,21,41.74,12.315,"Class3","X",60.643,56,63.535,65.943,NA,"F"
72.361,22,54.647,18.031,"Class3","L",61.84,54,63.945,68.534,17,"F"
13.75,52,64.58,66.396,"Class2","F",56.266,66,35.931,67.332,46,"E"
58.99,7,46.772,71.319,"Class1","B",74.92,44,43.299,40.104,84,"I"
68.575,21,72.559,9.993,"Class3","L",61.208,53,64.305,62.23,NA,"A"
83.947,24,55.151,11.91,"Class3","Y",61.001,54,63.74,64.102,18,"S"
21.191,52,65.433,64.148,"Class2","J",44.288,75,61.9,72.938,55,"Y"
96.903,21,102.029,17.605,"Class3","Y",59.033,55,64.849,72.471,16,"F"
58.686,25,-19.349,13.373,"Class3","X",61.725,56,62.072,65.915,19,"A"
10.519,52,68.997,75.815,"Class2","J",22.839,72,64.109,68.165,NA,"Y"
58.033,48,9.645,66.008,"Class1","B",81.158,79,46.974,44.024,92,"W"
59.851,48,24.98,63.111,"Class1","W",76.815,62,41.691,42.662,85,"G"
3.045,53,60.082,65.197,"Class2","O",36.597,80,42.311,70.14,77,"Y"
15.144,53,58.35,72.264,"Class2","F",54.471,76,46.416,75.06,68,"Y"
27.191,52,77.966,72.964,"Class2","F",28.977,75,60.773,73.118,76,"Y"
41.193,26,44.937,16.231,"Class3","X",58.086,57,64.727,72.892,19,"A"
24.145,52,68.368,69.57,"Class2","F",51.803,71,38.619,73.96,62,"T"
24.085,53,62.451,78.747,"Class2","L",40.029,79,58.568,73.958,66,"S"
8.867,52,43.549,70.301,"Class2","G",37.371,80,45.295,67.251,NA,"Y"
7.214,51,59.854,54.484,"Class2","L",24.058,71,49.166,74.915,67,"T"
10.807,52,75.945,58.746,"Class2","F",40.477,74,61.458,69.65,63,"S"
59.254,22,69.596,13.828,"Class3","L",60.427,56,63.392,70.857,NA,"A"
60.781,34,37.215,69.341,"Class1","W",89.507,50,42.223,48.379,84,"W"
59.405,56,43.016,66.743,"Class1","W",89.555,46,44.141,25.672,NA,"B"
60.825,38,40.228,62.545,"Class1","W",92.606,84,44.924,39.783,98,"W"
65.038,27,78.427,17.356,"Class3","X",58.757,53,62.596,62.163,18,"G"
74.435,23,94.863,8.002,"Class3","S",59.169,54,62.595,65.475,18,"S"
4.453,51,69.97,59.837,"Class2","L",53.386,80,63.108,76.922,80,"S"
59.902,27,-10.809,18.019,"Class3","I",59.762,55,64.759,70.07,16,"S"
61.508,26,47.909,12.88,"Class3","X",60.577,54,64.025,71.698,17,"S"
60.409,23,10.16,10.267,"Class3","X",61.097,53,64.371,66.747,17,"K"
59.182,57,38.253,70.935,"Class1","W",93.334,68,42.419,25.15,94,"J"
58.419,27,22.696,69.253,"Class1","W",84.615,53,45.172,49.536,93,"G"
16.64,51,59.803,55.887,"Class2","L",37.713,78,35.568,73.816,64,"Y"
17.045,52,52.19,77.034,"Class2","O",28.848,74,68.284,75.414,NA,"F"
72.988,23,70.792,12.131,"Class3","I",59.705,53,63.091,64.577,19,"G"
60.664,26,22.501,9.843,"Class3","L",61.505,57,63.925,54.84,18,"S"
5.27,51,80.733,75.177,"Class2","O",45.35,80,69.221,72.83,87,"S"
41.162,27,78.924,13.453,"Class3","X",60.082,54,64.775,54.29,18,"A"
59.745,50,21.245,52.29,"Class1","D",78.721,81,45.543,39.784,87,"G"
56.326,22,81.25,13.687,"Class3","X",59.226,53,62.922,54.309,19,"A"
59.28,41,48.243,68.945,"Class1","D",73.342,63,44.416,32.658,90,"I"
13.743,51,63.684,77.479,"Class2","J",57.937,71,69.045,71.719,85,"Y"
91.914,21,33.308,15.702,"Class3","I",58.18,56,64.433,59.42,18,"A"
26.098,51,65.89,74.751,"Class2","O",40.119,72,55.7,75.883,53,"Y"
-0.045,52,64.491,70.608,"Class2","L",32.004,68,69.493,74.977,59,"Y"
58.159,24,66.185,16.881,"Class3","Y",58.788,54,63.646,60.708,15,"S"
16.264,53,69.674,73.687,"Class2","G",44.244,73,63.012,76.828,62,"S"
9.242,52,62.457,74.557,"Class2","O",39.835,69,30.986,71.163,83,"E"
59.915,38,35.855,70.739,"Class1","K",80.837,46,43.009,46.429,91,"J"
52.348,24,36.665,14.781,"Class3","L",58.828,55,63.04,70.713,16,"G"
58.655,75,30.318,60.838,"Class1","W",81.49,48,45.889,29.512,94,"J"
67.75,24,39.178,9.857,"Class3","I",58.752,57,64.933,62.21,NA,"G"
17.877,51,72.304,72.555,"Class2","F",24.749,81,33.026,68.735,88,"T"
61.297,69,29.634,61.598,"Class1","W",83.515,63,42.641,23.691,90,"I"
8.883,51,64.225,66.902,"Class2","J",58.197,82,57.07,77.435,NA,"E"
57.722,23,80.506,17.106,"Class3","X",59.231,54,64.327,53.298,17,"K"
83.692,23,34.473,16.403,"Class3","S",60.095,55,64.558,72.699,17,"S"
59.003,7,50.481,69.71,"Class1","F",93.445,76,43.774,39.689,96,"G"
60.731,25,47.38,13.592,"Class3","X",59.795,55,63.128,60.429,17,"K"
64.522,22,2.984,13.227,"Class3","X",61.285,53,63.373,53.796,15,"K"
58,76,33.649,69.923,"Class1","F",79.388,54,46.491,44.958,84,"W"
14.482,53,57.948,66.142,"Class2","L",35.063,83,51.544,71.073,81,"Y"
10.692,53,77.143,64.177,"Class2","G",48.671,77,31.655,69.215,85,"T"
17.109,52,84.798,70.528,"Class2","L",21.007,69,46.835,73.435,70,"Y"
71.657,22,45.391,9.347,"Class3","L",59.282,53,64.79,63.778,19,"F"
7.062,51,79.714,71.159,"Class2","F",45.989,77,63.63,75.814,55,"F"
-9.157,51,53.049,75.616,"Class2","O",34.245,66,49.011,67.651,45,"F"
52.518,23,90.276,14.88,"Class3","L",58.835,55,63.937,66.538,18,"F"
59.316,66,29.76,66.971,"Class1","W",90.249,80,41.729,25.846,90,"W"
59.274,68,27.588,55.74,"Class1","F",83.697,76,45.965,45.411,84,"G"
58.552,44,44.918,56.361,"Class1","W",77.925,61,43.085,40.033,86,"J"
21.853,53,68.717,62.647,"Class2","L",28.666,73,45.38,73.915,76,"E"
70.359,23,20.207,15.886,"Class3","X",58.273,53,64.789,56.92,19,"G"
59.703,42,52.511,65.782,"Class1","K",77.473,50,43.054,48.076,98,"W"
3.172,51,58.679,77.211,"Class2","O",25.185,66,66.779,69.641,72,"E"
59.042,66,NA,68.339,"Class1","D",89.785,93,44.872,26.095,95,"I"
10.66,53,64.904,75.562,"Class2","O",57.999,78,68.048,68.369,NA,"T"
4.162,53,65.273,60.214,"Class2","F",21.338,64,49.185,67.955,73,"S"
21.711,52,75.397,76.423,"Class2","J",59.643,66,53.02,75.092,65,"E"
0.962,51,55.961,75.018,"Class2","G",32.946,69,48.722,68.898,82,"F"
89.584,24,NA,14.246,"Class3","Y",58.248,55,63.406,54.364,NA,"G"
60.181,70,43.266,60.187,"Class1","F",81.155,64,43.243,30.361,93,"J"
5.687,53,79.946,65.171,"Class2","G",55.006,74,66.594,72.14,75,"Y"
58.727,25,92.893,14.988,"Class3","X",59.237,55,64.772,69.312,19,"A"
64.216,27,46.866,9.547,"Class3","I",58.351,54,62.694,57.524,17,"G"
59.537,56,29.604,60.376,"Class1","F",81.415,61,42.484,42.085,87,"I"
50.568,27,9.953,22.605,"Class3","I",61.966,57,62.215,59.073,15,"F"
66.017,23,78.715,8.259,"Class3","I",60.745,55,62.093,72.018,17,"K"
12.182,53,71.724,68.336,"Class2","O",59.873,82,34.252,73.636,55,"T"
62.867,23,46.16,18.356,"Class3","Y",59.324,54,62.96,58.515,19,"S"
12.416,53,81.39,60.754,"Class2","G",37.269,68,43.997,69.855,69,"Y"
17.737,53,67.654,64.842,"Class2","G",29.579,83,56.475,70.147,79,"S"
22.161,53,NA,82.987,"Class2","G",21.756,69,61.057,71.751,55,"F"
23.894,52,59.643,68.506,"Class2","O",57.258,74,45.557,73.238,47,"F"
59.546,43,30.95,63.701,"Class1","F",91.166,80,45.778,39.31,85,"W"
59.972,51,25.893,67.216,"Class1","W",83.769,63,44.545,22.256,85,"I"
60.623,61,37.344,61.554,"Class1","F",75.665,69,44.2,43.19,86,"W"
12.171,51,56.851,74.427,"Class2","L",39.5,66,40.297,70.386,51,"T"
58.736,77,39.054,82.101,"Class1","K",88.06,54,44.711,22.442,94,"W"
63.745,26,20.845,15.844,"Class3","S",58.531,57,62.772,68.439,15,"S"
15.114,51,54.683,68.109,"Class2","O",28.42,84,60.062,68.713,45,"T"
59.919,70,41.726,72.541,"Class1","D",77.534,49,46.478,31.761,86,"J"
60.667,22,42.706,12.899,"Class3","Y",60.904,57,63.876,68.617,17,"F"
69.461,24,54.183,14.212,"Class3","S",61.807,55,64.32,58.777,16,"S"
59.138,8,44.599,76.715,"Class1","K",92.683,56,44.3,41.536,86,"J"
55.489,25,57.051,10.114,"Class3","Y",61.217,56,62.016,59.39,17,"S"
41.703,27,60.733,10.655,"Class3","Y",58.019,56,62.443,72.904,17,"K"
2.24,51,40.989,76.525,"Class2","G",39.497,71,46.579,76.866,78,"S"
58.005,18,48.107,72.573,"Class1","B",82.89,71,45.195,25.34,89,"J"
10.756,51,75.851,73.88,"Class2","L",50.008,75,45.382,70.913,56,"F"
41.369,27,105.076,18.496,"Class3","S",60.989,54,62.061,69.846,17,"A"
93.891,22,36.252,6.629,"Class3","X",60.849,53,62.718,57.403,16,"G"
60.157,61,47.012,63.969,"Class1","F",83.907,77,43.129,43.901,87,"I"
60.802,21,70.809,11.69,"Class3","L",59.87,57,64.475,65.389,19,"F"
6.349,52,63.797,64.778,"Class2","G",33.445,77,33.571,76.272,55,"T"
59.745,26,103.489,16.891,"Class3","X",58.436,56,62.075,72.392,16,"F"
65.417,20,98.253,12.816,"Class3","S",59.169,53,63.692,67.495,17,"S"
-6.224,51,64.121,68.095,"Class2","J",40.175,77,49.671,75.833,86,"S"
72.957,23,45.026,15.806,"Class3","I",61.37,53,63.134,72.636,19,"F"
60.066,54,31.967,73.92,"Class1","D",81.936,82,46.026,40.209,93,"W"
59.235,44,47.995,58.129,"Class1","W",88.811,46,44.7,41.101,96,"I"
19.225,53,74.315,57.346,"Class2","L",50.694,65,65.793,71.801,87,"F"
59.937,13,42.881,60.68,"Class1","F",76.355,46,42.96,48.58,90,"J"
59.476,70,46.719,50.485,"Class1","W",79.442,50,42.909,27.855,84,"B"
62.224,14,46.357,75.028,"Class1","W",90.94,52,46.141,47.453,98,"I"
7.969,53,59.517,69.579,"Class2","G",40.306,66,69.363,72.417,68,"F"
59.389,26,38.162,50.889,"Class1","K",89.326,86,45.492,36.137,93,"W"
57.707,58,42.7,61.445,"Class1","B",74.341,59,43.229,23.235,NA,"B"
57.354,47,35.932,63.49,"Class1","W",83.965,92,44.29,48.666,93,"J"
58.891,29,48.726,64.881,"Class1","F",87.988,84,43.893,35.664,96,"G"
59.196,20,20.6,12.591,"Class3","L",58.772,56,64.659,69.185,15,"A"
19.366,51,81.111,64.66,"Class2","L",40.476,81,60.721,71.839,71,"F"
-0.518,51,80.769,63.22,"Class2","O",54.397,71,53.996,68.94,52,"E"
60.983,23,58.823,63.321,"Class1","F",86.942,65,43.472,45.228,93,"W"
21.324,53,70.826,73.885,"Class2","L",36.673,74,46.208,74.427,59,"S"
61.448,6,NA,72.136,"Class1","B",88.331,43,43.324,37.662,93,"B"
59.831,55,22.163,61.539,"Class1","D",91.528,41,46.952,22.762,93,"G"
58.312,8,34.139,72.77,"Class1","K",86.264,55,41.448,25.841,89,"I"
80.085,23,NA,13.076,"Class3","L",60.386,54,63.893,61.294,18,"K"
29.336,52,85.071,61.823,"Class2","F",57.175,66,61.833,70.96,80,"Y"
60.49,17,31.796,61.04,"Class1","F",86.513,77,45.215,27.5,NA,"I"
53.658,20,NA,5.814,"Class3","I",61.131,56,63.224,59.854,17,"G"
19.54,51,42.053,67.953,"Class2","J",39.419,64,37.971,75.062,72,"Y"
70.603,21,19.642,19.846,"Class3","Y",58.596,55,63.916,67.281,15,"S"
20.073,51,82.88,68.633,"Class2","L",46.33,78,30.95,70.422,87,"F"
59.397,56,40.617,56.219,"Class1","D",87.486,82,44.001,20.402,96,"J"
66.99,27,NA,12.481,"Class3","X",59.427,55,62.07,65.396,19,"A"
58.366,9,12.169,67.345,"Class1","F",81.808,75,43.705,34.142,84,"G"
60.046,27,50.568,65.44,"Class1","B",77.043,74,41.522,32.191,95,"B"
56.877,20,61.261,18.064,"Class3","X",61.163,53,62.653,68.102,16,"F"
59.057,16,56.15,75.217,"Class1","W",89.522,72,44.574,24.22,88,"I"
69.606,26,69.572,19.377,"Class3","S",58.105,53,64.446,70.589,15,"S"
59.31,7,NA,70.119,"Class1","W",78.232,46,41.6,38.975,86,"G"
60.259,22,106.677,15.366,"Class3","S",59.502,55,63.841,60.887,16,"G"
4.28,52,53.871,70.856,"Class2","F",59.645,73,60.578,77.15,83,"Y"
85.84,21,47.523,20.526,"Class3","I",59.751,55,64.203,55.987,16,"G"
57.393,27,62.047,15.819,"Class3","L",61.764,53,64.362,56.237,18,"F"
59.389,19,55.419,70.699,"Class1","F",80.532,61,43.568,37.527,90,"J"
72.044,24,138.89,17.095,"Class3","Y",59.783,55,63.399,59.623,19,"G"
-0.306,52,73.218,71.596,"Class2","J",27.814,67,65.298,76.68,49,"F"
2.734,51,73.766,76.945,"Class2","F",37.272,73,62.681,72.985,59,"F"
59.299,32,62.248,65.873,"Class1","D",76.897,83,42.272,41.93,89,"B"
