"W1","W2","W3","W4","W5","W6","W7","Output22","W8","W9","W10","W11"
48,60,54.545,42.306,37.686,77.541,"E","Class2",97,70.892,11.696,"P"
35,83,62.975,63.085,65.415,83.012,"I","Class5",82,19.221,26.321,"B"
34,34,88.964,41.523,49.494,80.663,"R","Class5",72,18.434,28.313,"B"
65,24,49.76,39.866,71.684,45.405,"C","Class4",89,67.277,10.488,"Q"
25,82,67.171,84.3,37.512,64.539,"S","Class1",73,0.868,94.493,"U"
26,85,23.46,81.629,34.013,49.362,"J","Class1",81,17.218,62.025,"B"
4,78,35.793,86.251,25.838,65.913,"H","Class3",59,79.091,57.015,"Z"
33,78,95.945,77.475,84.004,80.188,"R","Class5",96,6.072,20.237,"L"
11,25,42.242,48.002,71.741,25.074,"K","Class4",90,81.674,3.928,"Q"
28,82,18.522,85,36.764,52.773,"L","Class1",78,11.822,46.112,"W"
2,78,35.421,91.519,23.286,71.477,"L","Class3",48,55.19,58.136,"I"
34,53,65.34,64.051,72.475,84.603,"I","Class5",58,15.175,25.555,"S"
36,47,64.242,70.913,59.676,80.059,"S","Class5",72,13.54,18.921,"F"
33,42,63.523,65.029,80.136,87.621,"S","Class5",94,14.668,29.993,"S"
72,30,57.932,55.774,71.982,37.625,"K","Class4",82,42.055,17.582,"H"
32,81,72.345,78.819,86.391,88.31,"I","Class5",91,2.138,36.399,"S"
37,70,40.439,38.672,14.937,90.582,"O","Class2",98,54.425,9.018,"G"
3,78,35.302,13.657,24.238,60.867,"F","Class3",59,93.181,63.947,"Z"
3,77,34.849,36.591,31.353,69.389,"F","Class3",59,53.395,37.49,"I"
16,53,71.922,51.988,71.171,38.851,"K","Class4",84,54.885,12.54,"K"
58,46,43.102,53.005,71.03,46.276,"B","Class4",81,29.871,26.331,"Q"
33,15,60.581,55.192,72.974,82.548,"I","Class5",69,7.547,32.029,"K"
33,32,83.813,76.863,86.054,88.254,"C","Class5",81,16.313,36.447,"K"
2,78,35.931,74.412,27.912,66.938,"L","Class3",68,75.457,52.247,"I"
61,69,58.097,35.647,17.371,85.614,"E","Class2",93,36.838,12.967,"Y"
33,24,68.492,86.642,60.647,85.545,"I","Class5",96,3.141,30.433,"S"
36,46,44.997,52.496,72.291,54.835,"T","Class4",94,52.969,21.562,"K"
34,22,52.149,50.105,70.755,32.022,"C","Class4",92,30.425,14.895,"M"
3,77,35.417,95.803,25.381,69.373,"F","Class3",54,80.848,66.283,"X"
44,26,41.47,32.063,30.8,78.661,NA,"Class2",99,49.411,15.154,"F"
3,78,35.776,36.449,30.592,72.881,"F","Class3",66,58.665,55.542,"K"
3,78,35.851,NA,30.254,63.837,"H","Class3",49,65.975,46.664,"Z"
2,77,35.797,35.648,34.454,74.708,"M","Class3",62,53.836,45.525,"K"
47,49,25.835,53.426,71.593,54.958,"T","Class4",89,70.472,17.118,"M"
34,49,57.533,51.052,80.352,78.823,"C","Class5",83,3.951,39.648,"F"
2,78,35.812,53.587,39.448,57.204,"M","Class3",41,48.517,47.713,"K"
34,42,39.086,36.283,17.604,80.729,"K","Class2",94,65.579,1.084,"B"
2,78,35.713,38.681,31.991,74.095,"F","Class3",44,87.829,62.434,"X"
35,94,63.917,53.182,92.848,78.408,"C","Class5",63,4.894,22.234,"L"
23,81,33.644,82.445,41.028,48.943,"B","Class1",66,6.702,52.152,"U"
24,82,64.961,92.96,36.094,57.933,"J","Class1",77,10.58,110.87,"W"
27,84,63.63,81.924,32.59,61.299,NA,"Class1",69,8.33,100.203,"N"
27,83,60.977,86.409,35.13,60.93,"W","Class1",73,14.323,66.598,"U"
4,78,35.144,34.873,24.479,71.419,"M","Class3",68,83.74,56.466,"X"
44,60,18.598,38.824,21.457,86.015,"J","Class2",95,80.05,12.006,"G"
29,84,56.1,92.336,35.28,54.037,"B","Class1",71,8.697,49.583,"B"
32,88,61.211,87.144,54.012,87.911,"S","Class5",89,5.662,32.239,"S"
33,78,66.34,49.463,64.472,87.625,"C","Class5",74,9.734,22.899,"F"
46,28,45.518,34.722,40.542,78.093,NA,"Class2",92,41.227,15.013,"F"
24,84,52.716,86.935,38.821,62.093,"B","Class1",82,21.247,62.268,"W"
34,15,58.956,60.639,67.961,88.76,"C","Class5",91,15.356,14.602,"L"
27,85,31.537,92.706,37.286,58.87,"B","Class1",72,21.478,75.317,"B"
4,77,35.413,37.151,31.367,67.917,"F","Class3",51,89.675,54.9,"X"
43,44,42.477,46.761,70.685,29.063,"P","Class4",88,23.514,10.835,"H"
34,21,52.396,39.955,61.538,84.653,"S","Class5",58,3.075,22.744,"F"
35,75,70.221,60.412,83.502,85.107,"O","Class5",89,2.873,28.921,"S"
34,19,87.302,31.926,65.681,82.232,"S","Class5",62,3.339,13.318,"S"
32,70,75.578,35.64,68.298,84.802,"C","Class5",71,16.257,30.54,"K"
52,21,44.007,40.847,7.241,80.387,"O","Class2",93,47.88,6.889,"Y"
24,80,30.907,87.197,38.687,63.899,"W","Class1",72,12.055,44.124,"N"
4,78,35.264,29.407,29.042,71.367,"L","Class3",42,81.432,73.039,"X"
76,58,28.216,55.543,72.112,60.995,"C","Class4",83,56.849,24.295,"K"
4,78,35.193,22.447,30.795,66.923,"M","Class3",42,94.946,63.775,"X"
32,32,55.948,46.925,57.224,83.96,"R","Class5",62,20.565,32.547,"K"
24,83,62.928,89.062,33.624,68.678,"B","Class1",77,19.387,56.952,"B"
28,80,53.305,91.659,35.145,59.923,"B","Class1",82,8.398,51.099,"G"
73,58,58.764,53.031,71.411,38.064,"K","Class4",92,60.959,22.712,"Q"
2,78,35.943,44.423,31.317,72.164,"M","Class3",48,70.686,78.735,"K"
3,77,34.769,66.586,28.726,62.277,"F","Class3",67,79.765,21.337,"K"
34,52,45.65,78.362,69.626,89.74,"I","Class5",68,3.747,30.218,"K"
27,81,33.629,88.941,29.388,52.692,"B","Class1",77,14.27,74.187,"G"
18,33,24.565,40.335,71.63,52.534,"B","Class4",90,12.895,25.429,"H"
32,49,66.85,NA,64.194,81.35,"S","Class5",94,17.199,24.012,"S"
25,86,53.11,88.486,35.739,47.271,"J","Class1",76,20.219,63.481,"U"
50,39,10.125,NA,71.008,55.23,"K","Class4",74,25.371,23.124,"M"
24,82,12.917,82.207,35.487,59.548,"S","Class1",68,9.018,65.238,"N"
25,85,25.23,87.664,39.329,55.21,"L","Class1",78,13.82,96.437,"U"
23,84,19.539,88.96,33.125,56.32,"W","Class1",83,25.184,48.089,"N"
33,51,78.16,77.071,80.137,81.635,"R","Class5",63,16.587,29.302,"L"
33,56,50.364,42.888,79.828,83.764,"I","Class5",92,10,20.987,"S"
40,58,29.76,55.487,71.245,42.237,"K","Class4",82,8.129,9.592,"T"
46,56,33.228,39.685,40.463,86.788,"J","Class2",95,40.854,14.376,"B"
8,19,76.374,57.703,71.136,22.396,"P","Class4",94,67.946,22.3,"K"
49,38,62.392,37.746,86.373,89.45,"K","Class2",99,33.37,12.168,"P"
27,82,35.25,NA,36.773,47.712,"B","Class1",83,7.665,89.948,"G"
44,60,58.179,39.508,80.106,77.786,"O","Class2",96,67.464,10.203,"P"
29,83,49.741,82.197,32.315,57.669,"B","Class1",78,11.171,73.821,"B"
35,84,65.487,42.486,82.605,89.916,"R","Class5",80,9.444,33.32,"K"
23,82,51.825,92.773,33.743,49.983,"B","Class1",66,2.752,53.125,"W"
25,80,42.548,83.48,30.552,55.861,"W","Class1",80,13.016,75.087,"B"
23,83,43.493,85.452,33.127,53.643,"S","Class1",83,13.007,83.613,"N"
2,77,35.456,15.821,27.317,70.832,"L","Class3",70,72.548,52.566,"K"
35,34,67.11,83.856,66.297,87.5,"O","Class5",64,17.079,27.293,"B"
47,31,35.189,NA,71.857,36.271,"B","Class4",86,73.734,14.717,"T"
35,36,80.01,84.213,86.621,87.146,"R","Class5",76,17.467,30.275,"F"
27,81,24.995,92.299,35.229,49.309,"S","Class1",80,16.245,68.789,"G"
4,78,34.948,86.613,44.032,63.356,"L","Class3",49,77.922,61.239,"Z"
33,12,53.805,63.158,84.03,88.062,"I","Class5",80,5.595,15.046,"L"
28,86,55.475,84.504,35.23,66.964,"W","Class1",82,5.165,81.938,"G"
26,86,53.079,93.381,34.163,56.503,"W","Class1",66,0.163,74.442,"B"
25,80,59.263,87.713,31.309,68.443,"J","Class1",69,8.104,94.144,"N"
29,84,26.512,90.02,33.445,54.903,"W","Class1",66,13.22,86.484,"G"
34,43,69.629,31.658,69.844,78.673,"C","Class5",87,5.898,30.904,"K"
35,68,60.244,63.576,64.192,88.496,"C","Class5",67,13.259,23.007,"L"
18,55,30.801,39.849,71.946,36.305,"P","Class4",90,59.157,26.402,"T"
3,77,35.915,25.054,21.103,61.375,"X","Class3",41,80.239,44.685,"O"
52,33,68.301,42.087,71.398,21.662,"B","Class4",83,81.425,17.059,"K"
4,78,35.453,89.146,34.139,62.32,"M","Class3",58,83.675,57.296,"Z"
4,77,35.261,27.834,33.086,63.442,"X","Class3",53,89.375,60.951,"O"
34,35,20.801,47.382,70.965,41.869,"P","Class4",91,42.376,10.516,"H"
56,20,57.572,40.117,67.824,83.852,NA,"Class2",94,79.91,10.917,"F"
39,29,50.084,39.602,49.714,78.879,"H","Class2",94,52.723,12.786,"P"
43,43,74.976,32.952,37.175,79.786,"K","Class2",99,78.483,14.095,"B"
49,59,56.575,41.823,81.304,86.312,"J","Class2",93,35.564,13.586,"F"
3,77,35.502,NA,34.428,61.702,"M","Class3",46,77.407,59.275,"K"
32,21,68.226,38.256,71.015,85.964,"O","Class5",79,10.289,21.08,"S"
35,35,49.009,56.64,71.695,46.173,"P","Class4",78,39.682,15.007,"M"
33,76,62.079,38.707,80.975,81.422,"C","Class5",62,12.872,30.235,"F"
32,82,72.74,28.412,82.936,80.149,"O","Class5",86,6.836,19.526,"F"
76,43,39.772,40.745,71.117,23.577,"K","Class4",92,13.913,15.257,"Q"
62,74,63.019,36.81,18.106,83.655,"J","Class2",98,72.169,6.099,"B"
36,65,42.038,38.805,63.146,91.709,"H","Class2",93,50.872,14.708,"F"
28,58,42.467,49.59,71.717,55.257,"P","Class4",80,64.453,22.104,"K"
3,77,35.7,86.513,35.564,71.207,"F","Class3",45,79.973,54.743,"I"
48,75,40.331,36.27,68.726,90.58,"K","Class2",95,72.335,15.313,"F"
4,78,35.756,93.252,35.243,66.041,"M","Class3",43,64.32,55.244,"I"
25,82,29.64,93.835,33.09,61.154,"S","Class1",80,5.984,39.156,"U"
53,33,48.427,45.703,71.901,29.871,"K","Class4",89,40.879,31.75,"Q"
23,22,36.078,54.96,71.44,38.939,"T","Class4",86,42.375,24.132,"M"
2,78,35.338,50.583,26.46,62.276,"F","Class3",67,69.296,49.997,"O"
33,40,66.598,83.094,85.102,87.137,"O","Class5",77,14.216,23.983,"B"
3,78,35.821,35.08,22.092,55.37,"F","Class3",64,51.708,73.464,"X"
34,33,61.449,40.999,80.627,82.15,"O","Class5",67,8.589,37.015,"S"
17,37,40.602,40.771,71.282,50.907,"K","Class4",75,18.568,21.119,"K"
2,78,35.698,86.152,27.178,58.943,"L","Class3",49,75.739,58.637,"I"
24,84,83.074,84.249,38.613,49.081,"J","Class1",82,17.681,99.755,"G"
56,31,38.226,33.448,52.997,84.678,"J","Class2",99,36.485,21.384,"P"
47,22,34.338,49.62,71.035,35.677,"T","Class4",77,38.043,24.167,"Q"
33,13,75.29,52.888,92.665,88.447,"R","Class5",74,10.384,21.712,"K"
51,42,62.151,35.593,31.113,84.579,"K","Class2",97,75.198,11.379,"F"
32,83,72.464,NA,63.571,85.795,"R","Class5",83,16.893,16.135,"K"
44,66,48.428,39.407,15.75,83.84,"J","Class2",97,60.407,7.818,"B"
35,28,60.663,31.404,54.312,82.574,"R","Class5",83,19.944,30.514,"F"
35,37,69.113,55.743,70.108,81.552,"S","Class5",61,5.224,20.327,"K"
35,42,47.664,64.048,70.479,81.589,"S","Class5",61,2.374,30.25,"L"
62,25,41.659,37.482,71.655,49.418,"B","Class4",81,42.009,12.268,"K"
4,78,35.443,94.234,29.463,57.631,"H","Class3",59,62.924,48.549,"O"
35,22,72.986,32.974,69.47,78.154,"C","Class5",74,14.27,24.412,"L"
2,78,35.589,46.614,27.662,72.425,"M","Class3",62,58.472,58.4,"Z"
41,27,29.83,55.372,71.367,55.239,"C","Class4",83,72.566,30.957,"K"
24,84,43.038,84.784,33.326,58.427,"W","Class1",68,9.335,98.71,"B"
26,82,50.854,83.302,36.019,62.77,"L","Class1",68,8.544,79.546,"U"
29,19,55.508,38.521,71.396,39.114,"T","Class4",91,22.638,21.598,"H"
32,68,72.287,34.061,49.073,86.618,"C","Class5",80,7.869,31.056,"K"
2,77,36.136,40.309,28.682,57.361,"X","Class3",60,82.058,53.156,"K"
49,56,53.935,41.685,73.003,81.792,"O","Class2",99,83.287,15.236,"B"
23,85,5.882,92.258,33.799,60.155,"S","Class1",66,1.493,78.51,"U"
26,86,16.367,93.557,37.131,67.238,"L","Class1",73,12.88,55.099,"U"
36,53,58.587,40.213,5.56,82.314,"E","Class2",97,69.397,8.689,"P"
34,29,47.297,82.832,89.868,81.866,"C","Class5",67,6.948,29.783,"B"
23,83,45.159,82.284,36.798,65.463,"B","Class1",78,18.406,66.048,"W"
55,29,49.585,34.674,54.639,83.978,"K","Class2",97,29.966,7.123,"Y"
25,61,56.846,46.303,71.721,49.273,"K","Class4",92,80.411,11.179,"T"
28,80,20.874,88.885,35.15,56.996,"J","Class1",66,6.15,72.754,"W"
25,86,31.611,83.185,32.331,47.885,"L","Class1",83,24.053,86.972,"B"
3,78,35.909,10.88,37.595,72.946,"L","Class3",50,81.683,66.479,"O"
33,29,101.457,72.445,75.177,88.771,"O","Class5",93,10.569,32.106,"B"
27,80,61.547,81.384,31.273,50.635,"J","Class1",79,15.191,85.818,"W"
4,78,35.787,13.209,31.838,59.092,"X","Class3",68,83.542,58.588,"X"
42,28,79.592,41.292,74.376,78.096,"O","Class2",98,62.82,12.092,"B"
2,77,34.808,16.732,28.012,61.205,"L","Class3",71,53.337,48.287,"Z"
36,40,64.189,42.81,75.04,78.493,"R","Class5",92,10.61,29.51,"F"
24,83,22.894,90.253,32.258,59.944,"B","Class1",67,10.5,90.832,"G"
36,43,71.975,41.106,34.746,77.952,"H","Class2",92,52.524,1.224,"P"
51,62,57.706,43.837,53.237,91.545,"E","Class2",92,86.26,17.177,"B"
34,61,61.614,31.564,63.494,80.282,"C","Class5",64,11.599,19.82,"S"
41,36,62.934,34.972,28.003,79.891,"H","Class2",91,58.801,10.766,"G"
36,17,71.408,43.699,76.589,86.515,"R","Class5",94,5.59,23.596,"B"
25,44,58.647,58.588,72.025,53.48,"B","Class4",93,75.348,16.377,"Q"
53,45,82.598,34.113,-6.147,85.666,"H","Class2",100,86.258,11.961,"P"
34,12,67.743,41.951,68.308,81.266,"R","Class5",70,10.413,34.771,"S"
4,78,35.64,26.949,35.814,69.396,"H","Class3",70,77.981,53.028,"K"
34,58,49.842,34.869,89.521,80.003,"H","Class2",92,55.775,13.872,"B"
4,78,35.006,10.841,29.533,71.511,"H","Class3",71,71.329,52.775,"O"
43,62,88.783,45.265,71.16,25.1,"B","Class4",91,12.512,17.531,"M"
34,44,68.702,57.765,66.811,81.371,"R","Class5",67,11.867,32.988,"K"
53,69,63.908,43.724,46.079,83.806,"K","Class2",99,36.44,15.079,"F"
37,46,53.083,56.566,72.063,34.797,NA,"Class4",79,53.22,18.068,"K"
42,48,52.401,58.334,71.53,36.439,"K","Class4",76,54.154,22.677,"T"
3,77,35.486,48.285,25.782,60.744,"L","Class3",55,73.505,60.958,"O"
26,86,31.809,85.27,29.152,62.53,"B","Class1",71,11.703,98.294,"U"
3,77,35.402,95.098,35.954,58.032,NA,"Class3",54,56.703,58.918,"Z"
33,21,70.935,56.997,81.45,82.099,"S","Class5",94,19.682,26.492,"F"
25,86,60.753,90.989,27.835,56.686,"J","Class1",73,1.276,78.379,"U"
2,78,35.887,73.499,30.354,70.725,"X","Class3",42,78.181,63.682,"K"
4,77,34.304,32.269,29.165,71.858,"F","Class3",56,74.669,47.616,"I"
41,56,55.46,45.721,71.521,32.127,"T","Class4",79,17.425,19.718,"T"
78,26,60.342,NA,72.044,49.064,"C","Class4",80,37.738,14.752,"H"
3,77,35.453,92.639,37.916,67.217,"M","Class3",43,70.675,63.621,"K"
33,37,53.463,43.238,92.828,84.89,"I","Class5",80,5.09,30.79,"K"
23,85,56.349,87.91,31.507,62.041,NA,"Class1",79,7.438,69.774,"W"
34,53,66.104,77.786,84.815,84.909,"O","Class5",81,5.881,28.261,"B"
13,50,54.123,37.998,71.142,26.67,"B","Class4",86,7.98,26.496,"K"
28,82,36.82,83.431,32.097,63.584,"L","Class1",77,7.461,92.01,"U"
26,80,44.005,85.097,29.303,58.424,"L","Class1",80,13.09,75.786,"U"
33,63,61.503,53.283,63.392,85.149,"R","Class5",82,11.41,25.749,"B"
27,84,15.386,83.939,33.987,51.175,"B","Class1",77,1.578,89.871,"G"
41,39,76.687,36.257,-14.494,86.285,"O","Class2",91,71.655,10.969,"G"
3,78,35.506,83.52,23.418,66.578,"L","Class3",70,51.798,57.583,"I"
25,86,47.804,NA,36.262,62.427,"J","Class1",73,25.653,107.072,"N"
49,20,83.707,38.051,28.688,84.96,"H","Class2",94,63.779,9.942,"Y"
4,78,35.007,33.628,26.119,59.798,"L","Class3",58,50.832,50.72,"O"
54,46,63.511,NA,56.308,87.232,"J","Class2",100,84.592,12.132,"B"
34,37,52.082,56.062,78.339,80.965,"C","Class5",74,4.998,21.94,"K"
29,81,33.315,82.855,33.437,61.689,"L","Class1",71,15.49,60.51,"N"
25,83,40.914,85.787,25.645,51.377,"J","Class1",70,9.519,99.449,"N"
25,80,32.438,87.374,27.815,65.005,"J","Class1",78,20.915,71.161,"W"
25,84,33.589,90.674,37.827,64.468,"J","Class1",75,8.065,78.724,"G"
33,90,66.526,50.795,60.087,81.954,"R","Class5",63,4.995,29.899,"K"
35,73,35.451,41.577,35.319,88.159,"O","Class2",91,63.724,10.438,"F"
23,83,79.493,87.714,36.521,55.683,"B","Class1",78,6.18,68.71,"W"
34,49,35.731,42.456,79.791,79.437,"C","Class5",83,3.1,22.621,"L"
34,47,54.02,84.426,86.576,79.432,"C","Class5",60,17.438,23.519,"K"
55,24,41.797,41.444,30.997,85.298,"H","Class2",94,63.562,17.526,"F"
2,77,34.915,22.222,32.159,58.758,"F","Class3",56,86.045,51.331,"K"
59,18,43.537,44.091,71.547,59.943,"K","Class4",90,42.77,27.508,"K"
56,39,49.505,51.158,71.517,25.869,"P","Class4",89,50.631,17.616,"K"
25,80,34.121,90.173,32.164,68.822,"W","Class1",67,22.618,54.016,"B"
52,57,71.334,47.985,71.548,42.891,"P","Class4",79,13.512,20.849,"M"
4,78,34.94,24.212,31.906,62.206,"F","Class3",71,51.774,50.769,"K"
77,18,80.083,41.046,71.513,21.572,"T","Class4",86,24.719,28.177,"H"
23,81,27.239,83.754,34.955,68.259,"B","Class1",77,3.181,43.14,"B"
47,40,46.758,50.071,70.86,37.484,"T","Class4",87,44.702,25.745,"H"
52,30,78.018,33.951,71.407,91.331,NA,"Class2",95,61.104,9.814,"Y"
73,28,67.479,NA,71.424,20.987,"B","Class4",81,67.806,21.731,"T"
38,60,19.052,46.863,71.628,39.077,"P","Class4",78,54.274,13.638,"H"
24,85,62.16,89.697,31.456,66.141,"B","Class1",67,20.57,59.734,"G"
36,51,49.26,59.134,83.208,83.414,"S","Class5",95,12.552,32.192,"K"
3,78,35.791,49.083,25.21,68.759,"X","Class3",64,60.127,45.714,"I"
27,84,13.904,88.934,31.18,54.501,"B","Class1",68,23.971,64.932,"U"
26,81,65.404,87.828,31.636,56.859,"B","Class1",77,3.702,65.422,"G"
46,31,48.034,32.44,12.91,79.264,"O","Class2",100,30.605,15.884,"F"
51,35,46.484,44.042,71.537,52.162,"C","Class4",86,40.931,23.515,"H"
26,85,82.109,87.863,35.426,53.491,"S","Class1",73,2.55,67.911,"N"
61,69,42.607,38.498,50.547,90.759,"E","Class2",92,47.086,9.444,"G"
4,78,35.603,43.535,34.798,59.937,NA,"Class3",56,69.846,59.868,"Z"
33,52,70.051,69.623,82.796,86.327,"R","Class5",85,20.889,17.868,"F"
46,64,74.794,32.875,44.418,91.359,"H","Class2",99,46.329,5.699,"P"
25,46,56.963,49.705,71.224,39.103,"P","Class4",89,50.64,22.361,"T"
29,80,44.852,93.163,39.132,48.099,"W","Class1",68,21.541,62.595,"U"
32,40,94.522,61.355,77.44,79.199,"O","Class5",59,5.116,26.305,"L"
35,36,57.6,59.615,69.558,84.736,"C","Class5",61,6.661,42.663,"L"
26,43,34.314,40.683,71.81,32.503,"C","Class4",87,28.015,6.868,"H"
3,78,35.724,70.394,28.115,59.541,"M","Class3",68,52.982,63.735,"I"
23,80,68.576,91.96,33.576,63.261,"L","Class1",72,22.375,90.414,"N"
46,78,30.442,40.119,10.148,79.448,"H","Class2",91,81.527,5.687,"G"
23,81,63.498,91.712,32.141,68.995,"W","Class1",72,25.327,76.705,"B"
23,81,41.045,93.326,34.987,66.873,"W","Class1",75,25.698,99.449,"W"
45,36,65.103,38.017,-6.633,88.973,"O","Class2",96,53.897,6.619,"G"
59,47,47.331,35.156,46.882,89.916,"H","Class2",100,86.071,17.268,"P"
25,25,46.02,40.147,71.723,38.007,"K","Class4",75,69.273,34.798,"M"
75,53,53.221,55.88,71.338,45.42,"K","Class4",91,25.366,10.691,"H"
26,80,72.45,91.318,33.357,68.137,"L","Class1",74,26.972,73.686,"G"
29,84,34.201,81.9,33.518,59.709,"L","Class1",81,16.282,45.874,"G"
2,77,35.765,NA,32.694,56.078,"M","Class3",49,58.212,62.61,"I"
32,84,59.219,59.875,56.963,80.139,"C","Class5",82,16.084,20.002,"B"
46,43,32.878,39.071,13.989,86.593,"E","Class2",92,35.24,4.481,"Y"
4,78,35.182,36.575,33.969,73.186,"H","Class3",54,72.851,61.061,"X"
24,81,63.458,85.804,39.834,65.623,"L","Class1",69,8.033,51.896,"U"
27,25,27.183,53.059,71.311,59.393,"C","Class4",82,53.579,7.931,"K"
4,77,35.89,30.688,26.486,57.496,NA,"Class3",46,66.956,64.176,"O"
2,77,34.91,NA,36.407,65.338,"H","Class3",45,67.194,66.172,"K"
36,22,73.04,46.579,62.6,84.135,"R","Class5",83,13.966,20.177,"K"
33,50,77.626,38.503,75.254,87.923,"R","Class5",94,6.33,23.81,"L"
3,77,35.986,85.198,33.346,61.561,"L","Class3",56,75.229,34.873,"I"
32,48,61.252,56.632,71.588,20.626,"T","Class4",80,38.754,15.477,"T"
55,40,62.035,41.228,24.228,82.5,"O","Class2",93,31.806,3.351,"G"
28,84,74.587,88.011,31.181,58.017,"J","Class1",77,2.615,69.829,"G"
62,38,53.242,42.386,61.558,79.843,"H","Class2",93,80.752,3.103,"P"
32,93,59.349,46.334,78.777,84.224,"I","Class5",77,17.08,22.822,"B"
40,62,52.492,34.695,69.498,80.095,NA,"Class2",93,52.146,6.727,"B"
48,23,46.449,43.436,86.038,88.795,"O","Class2",91,36.408,18.84,"P"
27,82,42.86,89.814,34.134,62.858,"S","Class1",66,25.788,95.198,"U"
39,78,82.981,42.158,-6.513,81.91,"O","Class2",91,36.948,8.836,"F"
36,75,55.574,70.967,65.561,86.194,"I","Class5",87,6.992,31.237,"B"
35,38,72.609,39.555,71.157,81.621,"R","Class5",70,19.016,24.209,"B"
39,61,49.973,43.299,71.953,45.188,"B","Class4",91,71.412,19.394,"M"
49,40,53.364,52.754,71.127,60.73,"B","Class4",78,47.035,3.618,"T"
45,32,51.934,43.834,58.389,77.874,"O","Class2",94,57.746,5.011,"F"
52,51,38.797,33.613,31.021,91.389,"J","Class2",94,44.253,9.43,"B"
57,67,49.374,42.614,46.137,78.633,"J","Class2",98,51.63,13.362,"B"
35,29,32.696,43.116,92.35,86.574,"J","Class2",98,52.357,17.135,"B"
4,78,35.416,94.138,29.831,61.967,"F","Class3",61,94.699,58.421,"O"
84,48,55.982,38.423,71.512,39.45,"T","Class4",83,62.545,5.18,"K"
36,28,44.642,36.222,68.148,78.535,"O","Class5",94,20.801,12.21,"F"
38,49,33.052,43.741,74.486,80.131,"K","Class2",99,68.166,16.772,"G"
54,75,50.581,35.194,54.437,90.85,"E","Class2",99,70.258,2.656,"G"
41,51,56.392,43.442,59.6,83.486,"E","Class2",93,35.746,16.527,"B"
25,83,25.391,84.9,26.889,63.446,"B","Class1",71,12.795,73.528,"N"
4,77,35.519,25.108,23.978,74.998,"M","Class3",45,90.837,59.388,"X"
53,48,59.115,39.192,70.735,81.417,"K","Class2",99,59.464,6.059,"Y"
3,78,35.006,NA,39.862,65.24,"H","Class3",52,90.816,53.211,"I"
24,86,13.42,81.39,35.478,64.32,"B","Class1",66,15.525,84.984,"N"
12,20,48.66,38.258,70.994,44.924,"T","Class4",74,46.361,19.605,"H"
66,41,40.677,36.17,71.578,53.025,"P","Class4",75,50.756,20.381,"K"
3,78,35.958,72.627,26.657,68.068,NA,"Class3",43,94.793,40.347,"X"
41,25,45.578,43.567,71.881,34.862,"T","Class4",82,59.441,9.183,"H"
47,41,26.863,37.876,-11.357,91.062,"K","Class2",100,76.108,13.396,"F"
2,77,35.367,NA,24.596,71.348,"F","Class3",57,54.886,45.12,"Z"
2,77,35.29,64.166,29.586,64.141,"H","Class3",58,94.761,46.447,"K"
32,31,85.71,NA,53.469,87.197,"O","Class5",97,19.882,29.983,"L"
2,78,35.14,59.549,25.308,60.035,"M","Class3",62,60.583,56.972,"X"
25,85,50.578,89.202,38.913,64.36,"S","Class1",80,7.511,56.087,"B"
24,85,29.151,86.99,36.564,47.254,"W","Class1",83,17.975,71.887,"W"
42,74,58.143,33.255,37.136,91.275,"E","Class2",97,55.556,6.409,"B"
4,77,35.702,41.62,30.267,65.322,"H","Class3",64,59.316,66.99,"X"
47,70,41.559,36.582,54.232,77.899,"J","Class2",99,82.824,12.503,"F"
46,30,21.564,44.356,71.567,23.163,"P","Class4",92,47.797,16.856,"Q"
53,18,29.247,48.811,71.314,57.721,"P","Class4",90,40.14,29.45,"Q"
2,78,35.175,NA,31.93,74.853,"M","Class3",69,65.438,60.02,"K"
26,85,52.482,93.792,34.515,55.043,"B","Class1",80,18.234,95.44,"N"
77,29,53.129,46.409,71.66,44.701,"C","Class4",88,61.673,24.556,"T"
33,12,83.283,75.786,70.052,89.339,"S","Class5",69,2.262,23.504,"S"
