"B1","B2","B3","Output27","B4","B5","B6","B7","B8","B9","B10","B11"
88,62.478,34.078,"Class5","V",66.357,83.529,23.917,33,62,38.615,"D"
91,55.066,67.906,"Class2","J",48.621,79.791,32.403,74,30,11.743,"O"
86,53.186,73.211,"Class2","A",60.218,73.322,31.394,68,28,62.388,"L"
92,73.447,70.373,"Class2","A",37.626,73.046,30.575,71,30,40.453,"A"
82,82.747,31.254,"Class5","O",47.929,80.133,32.83,14,64,77.577,"K"
82,NA,15.896,"Class1","Z",27.867,34.045,22.8,58,66,30.953,"H"
4,NA,79.344,"Class4","P",53.658,18.969,48.645,73,44,65.209,"W"
48,27.78,33.404,"Class3","Z",29.384,53.753,53.012,41,73,66.838,"G"
93,52.758,78.46,"Class2","E",56.598,79.908,36.495,68,32,54.178,"C"
85,NA,82.392,"Class2","U",60.724,70.549,34.415,73,29,40.699,"U"
95,63.078,26.571,"Class5","O",41.817,80.715,34.371,32,58,80.151,"N"
86,82.763,16.655,"Class1","D",27.501,28.609,58.526,57,89,61.959,"Q"
95,59.876,66.058,"Class2","A",62.676,98.565,43.13,68,29,51.71,"C"
82,61.13,76.34,"Class2","U",64.657,54.727,33.167,69,30,48.31,"A"
83,71.449,82.98,"Class2","U",83.27,83.675,46.54,71,30,42.492,"O"
84,54.071,72.213,"Class2","U",68.682,78.012,27.55,68,30,56.235,"O"
43,66.11,40.694,"Class5","V",68.039,73.276,38.635,27,61,55.058,"D"
36,13.588,16.74,"Class3","I",26.398,17.518,51.616,76,74,64.88,"S"
93,42.354,31.102,"Class5","Z",45.474,80.005,39.115,23,60,61.546,"H"
7,13.436,76.235,"Class4","Z",43.43,21.734,20.231,66,52,65.857,"N"
52,60.142,32.532,"Class5","Z",103.8,91.775,35.808,35,61,37.723,"N"
69,56.937,40.456,"Class5","V",87.498,56.816,36.776,21,59,44.608,"S"
66,61.578,24.595,"Class5","Z",59.819,81.966,38.241,24,59,66.32,"K"
43,14.559,33.641,"Class3","L",27.523,32.424,51.906,63,73,56.983,"I"
44,55.651,35.784,"Class5","A",53.524,96.71,25.334,25,61,40.887,"N"
68,65.534,25.958,"Class5","V",75.248,92.286,38.263,24,60,88.98,"D"
6,-6.663,70.61,"Class4","S",42.891,30.45,59.516,85,39,50.369,"N"
44,44.842,25.882,"Class5","L",1.911,73.277,37.891,17,62,68.794,"K"
6,14.334,78.463,"Class4","Z",29.672,40.051,54.947,69,40,30.812,"S"
49,42.044,17.397,"Class3","H",25.537,40.405,52.356,74,73,55.079,"G"
82,72.988,14.849,"Class1","Z",27.124,29.296,67.109,58,70,52.889,"Q"
98,48.301,68.191,"Class2","U",28.638,75.536,43.685,74,32,31.203,"C"
92,47.632,33.631,"Class5","V",44.262,84.013,32.41,13,64,57.492,"N"
84,65.683,77.543,"Class2","A",51.417,77.721,32.94,73,33,36.536,"C"
2,30.442,77.806,"Class4","B",8.005,40.608,46.046,45,34,48.223,"W"
80,40.092,38.712,"Class5","L",26.082,70.721,30.049,25,61,47.822,"H"
60,77.754,14.866,"Class1","L",27.479,43.778,78.724,59,72,46.554,"Q"
67,75.867,20.267,"Class1","L",27.542,37.446,62.456,59,82,48.039,"Q"
9,1.522,60.134,"Class4","C",-1.79,46.642,14.136,52,50,52.476,"D"
NA,74.89,34.031,"Class1","L",27.237,31.925,70.245,61,70,56.03,"G"
61,75.729,28.786,"Class1","G",27.035,39.677,52.044,63,77,48.613,"G"
78,58.173,24.062,"Class5","O",-1.525,74.689,37.597,19,60,44.792,"D"
75,74.674,23.584,"Class1","Z",27.668,35.268,63.594,58,66,41.671,"H"
39,20.979,24.83,"Class3","Z",22.144,-7.772,51.153,47,73,66.917,"B"
82,74.189,27.567,"Class1","L",27.152,53.69,46.514,61,88,63.358,"Q"
6,3.007,79.358,"Class4","Z",60.272,27.344,21.411,58,34,50.559,"N"
2,22.691,66.844,"Class4","Z",21.438,29.548,60.314,60,35,73.318,"W"
82,61.437,74.217,"Class2","U",80.673,79.69,44.008,71,33,27.215,"O"
62,60.309,35.059,"Class5","V",67.916,77.24,37.939,32,63,71.018,"S"
61,38.895,38.585,"Class5","O",22.378,85.804,32.455,11,64,41.982,"S"
98,57.065,69.641,"Class2","G",49.026,94.695,43.665,73,29,17.992,"U"
40,7.035,30.156,"Class3","W",24.015,16.602,51.382,63,73,55.147,"G"
NA,30.781,19.632,"Class3","Z",24.074,40.917,55.443,69,74,57.957,"I"
72,NA,26.023,"Class1","H",27.834,51.631,23.317,61,74,28.089,"G"
NA,26.543,13.855,"Class3","W",26.764,46.89,53.894,76,75,67.742,"I"
41,NA,33.387,"Class5","Z",69.911,84.271,26.022,17,59,76.092,"H"
42,18.747,26.034,"Class3","W",29.487,70.475,55.957,44,74,60.987,"I"
36,55.736,12.075,"Class3","L",21.717,38.186,55.649,79,75,64.07,"B"
75,77.004,25.245,"Class1","D",27.833,45.375,63.549,63,65,64.984,"G"
39,36.821,26.527,"Class3","W",24.568,53.423,53.544,59,73,62.634,"I"
95,55.788,67.514,"Class2","J",47.292,64.884,47.37,68,33,44.172,"C"
44,46.006,16.727,"Class3","H",26.909,29.553,53.476,65,73,59.486,"G"
6,27.523,78.151,"Class4","P",20.544,20.974,26.448,94,52,54.721,"W"
7,16.691,65.446,"Class4","B",52.851,43.953,11.623,80,34,66.158,"J"
43,15.411,18.968,"Class3","L",28.239,9.197,55.101,63,75,62.403,"S"
50,61.419,40.905,"Class5","A",71.655,58.201,31.4,13,64,88.366,"D"
95,60.664,75.221,"Class2","A",80.285,71.964,30.718,71,33,61.2,"L"
82,54.807,74.657,"Class2","J",73.305,62.55,30.089,73,29,18.004,"U"
91,58.139,29.614,"Class5","Z",93.41,77.527,39.825,11,59,74.005,"K"
2,17.821,66.698,"Class4","B",45.832,3.92,58.963,89,49,43.161,"W"
85,83.774,30.262,"Class1","Z",27.698,59.476,40.823,63,74,37.742,"T"
44,36.709,33.266,"Class3","L",26.034,35.876,55.096,64,74,61.093,"G"
89,70.281,27.936,"Class5","O",13.834,69.279,38.984,23,62,36.656,"H"
45,63.193,24.446,"Class5","A",49.251,75.808,23.398,13,64,78.862,"S"
97,NA,35.77,"Class5","A",53.089,87.911,33.421,22,62,40.296,"S"
70,61.922,35.19,"Class5","L",48.332,83.073,26.45,25,64,38.891,"N"
80,57.594,68.955,"Class2","U",63.741,64.177,39.922,74,30,38.1,"O"
9,21.701,78.191,"Class4","B",31.458,30.303,20.119,92,33,63.625,"J"
49,60.933,36.646,"Class3","W",27.418,32.309,52.422,56,73,67.145,"G"
86,64.728,37.141,"Class5","V",43.56,101.889,23.971,18,59,57.182,"D"
84,67.732,68.854,"Class2","A",39.377,74.048,26.952,69,33,24.562,"L"
5,26.79,60.975,"Class4","C",10.902,43.788,48.826,76,52,73.836,"D"
59,78.573,27.091,"Class1","D",27.587,37.129,18.183,61,53,31.701,"H"
4,2.39,65.773,"Class4","B",61.47,28.125,41.055,83,44,72.947,"J"
4,29.498,72.596,"Class4","C",45.03,27.03,21.076,73,49,61.61,"S"
6,13.302,78.77,"Class4","P",39.686,23.615,64.743,70,36,36.836,"S"
78,56.776,79.237,"Class2","J",76.851,81.601,34.673,70,28,14.048,"L"
42,20.066,21.74,"Class3","I",23.307,46.244,54.543,44,73,56.235,"I"
36,46.865,29.721,"Class5","L",18.678,83.173,40.065,30,63,73.796,"K"
7,29.547,71.383,"Class4","Z",27.577,42.136,16.448,48,43,72.706,"N"
77,43.667,40.598,"Class5","L",-1.1,66.065,29.36,23,63,46.381,"S"
44,47.173,30.762,"Class3","H",26.738,70.153,53.322,43,73,60.272,"J"
49,42.319,16.545,"Class3","I",26.844,61.408,55.4,53,73,57.493,"I"
39,49.958,31.531,"Class3","I",25.919,13.022,54.15,42,74,63.232,"S"
74,80.743,14.095,"Class1","Z",27.599,51.828,54.92,61,83,50.722,"C"
4,17.94,70.627,"Class4","Z",16.183,24.699,54.137,73,39,38.069,"J"
5,14.917,77.843,"Class4","Z",53.739,24.94,45.571,65,39,31.679,"W"
NA,31.012,15.278,"Class3","L",24.186,83.402,52.546,56,75,64.71,"J"
77,77.018,37.171,"Class1","L",27.068,52.445,64.803,62,77,34.889,"T"
40,47.067,32.139,"Class3","Z",26.862,26.613,55.162,68,73,66.461,"G"
NA,29.514,59.051,"Class4","P",27.595,35.591,53.728,49,52,44.83,"D"
67,84.359,28.523,"Class1","H",26.9,57.73,53.317,58,53,58.036,"Q"
91,52.482,77.92,"Class2","J",47.338,61.711,32.209,72,30,44.057,"U"
44,50.966,12.579,"Class3","Z",24.291,15.481,55.952,52,73,59.257,"G"
83,72.264,80.625,"Class2","G",62.903,34.87,27.969,69,31,38.477,"O"
63,58.759,32.251,"Class5","O",28.457,69.373,24.141,27,58,75.624,"D"
70,81.11,13.99,"Class1","G",27.661,32.13,94.323,62,85,45.25,"Q"
NA,68.849,25.076,"Class5","A",37.696,77.232,34.158,14,61,39.5,"K"
93,52.481,81.944,"Class2","U",76.242,63.293,40.167,70,30,19.73,"U"
67,NA,20.988,"Class1","D",27.798,43.376,34.951,61,63,52.66,"G"
93,48.111,72.664,"Class2","G",59.917,79.303,39.813,72,32,17.045,"U"
78,67.337,76.557,"Class2","U",49.179,66.043,35.224,69,33,62.189,"O"
48,NA,28.997,"Class3","H",24.063,31.824,54.787,68,74,56.643,"I"
46,51.347,33.976,"Class5","L",57.283,86.231,38.095,15,64,41.259,"N"
87,75.037,25.374,"Class1","L",27.47,37.556,33.741,60,77,45.593,"C"
80,65.482,80.592,"Class2","J",81.1,58.112,35.279,69,33,38.889,"C"
66,83.604,24.806,"Class1","L",27.266,44.23,21.562,62,85,38.214,"C"
40,35.297,25.609,"Class3","Z",25.997,23.538,52.788,70,74,61.351,"S"
73,79.703,34.213,"Class1","Z",27.562,40.797,87.677,61,55,42.192,"G"
46,14.756,16.503,"Class3","Z",25.231,16.104,51.29,78,74,66.926,"G"
6,11.761,74.072,"Class4","S",23.761,12.383,50.375,52,45,60.817,"D"
9,30.216,81.983,"Class4","C",21.147,8.946,10.897,75,51,67.738,"N"
100,55.847,70.273,"Class2","A",58.196,62.894,48.617,71,29,18.221,"A"
38,61.649,15.271,"Class3","Z",26.86,28.667,53.13,40,74,68.046,"B"
NA,78.053,14.628,"Class1","D",27.563,45.885,62.69,63,79,52.444,"G"
76,57.668,27.528,"Class5","Z",88.331,90.61,35.567,22,64,58.41,"N"
74,58.52,36.057,"Class5","L",21.838,75.026,25.028,27,60,83.735,"H"
88,53.564,79.074,"Class2","E",69.594,65.062,28.035,69,32,27.078,"L"
78,52.197,29.283,"Class5","Z",80.7,77.618,38.269,12,62,84.956,"K"
6,12.337,79.241,"Class4","Z",50.997,33.852,39.739,48,49,56.189,"J"
78,73.041,23.962,"Class1","L",27.788,28.927,79.565,62,88,31.494,"H"
56,33.239,34.532,"Class5","V",52.432,99.89,40.161,22,64,60.401,"S"
72,75.104,37.349,"Class1","D",27.384,33.225,44.771,61,63,40.549,"C"
87,76.929,28.712,"Class1","H",27.808,32.187,26.07,62,58,25.703,"H"
84,61.855,29.169,"Class5","O",50.234,64.42,37.162,22,59,90.564,"K"
9,20.483,60.591,"Class4","P",35.223,25.068,18.055,85,36,67.81,"J"
73,75.342,17.689,"Class1","H",27.707,37.077,57.769,63,67,32.653,"H"
55,58.211,32.887,"Class5","L",47.788,62.572,34.737,10,60,37.887,"K"
42,26.576,27.995,"Class3","W",23.844,49.183,53.922,58,75,60.11,"J"
45,43.488,31.967,"Class3","L",26.717,57.253,54.319,52,74,62.788,"G"
6,NA,60.749,"Class4","C",33.806,33.428,64.968,59,47,68.736,"J"
90,65.281,72.823,"Class2","A",57.581,66.884,42.788,74,33,34.645,"U"
37,32.215,32.428,"Class3","I",22.298,50.876,51.59,70,73,66.739,"J"
6,NA,68.908,"Class4","S",52.371,24.812,57.124,88,34,58.757,"D"
41,58.63,38.61,"Class5","L",9.31,89.259,37.529,21,60,72.858,"S"
47,61.832,28.427,"Class3","W",27.267,58.614,51.9,59,75,68.922,"G"
4,0.348,76.699,"Class4","S",21.268,35.307,27.522,83,48,42.85,"W"
52,NA,33.719,"Class5","L",34.665,68.155,29.743,23,60,48.104,"K"
67,77.37,27.353,"Class1","D",26.938,49.991,76.459,59,69,58.39,"Q"
49,59.912,32.75,"Class5","Z",27.038,94.614,32.777,33,63,69.933,"H"
8,31.049,67.304,"Class4","C",11.516,39.748,20.106,63,33,38.397,"N"
7,18.039,74.106,"Class4","B",27.543,54.894,27.874,75,49,43.213,"J"
6,39.092,75.875,"Class4","Z",37.446,34.689,30.636,48,37,46.589,"D"
38,-3.852,24.929,"Class3","Z",23.676,25.757,55.567,51,75,63.34,"B"
88,59.302,76.459,"Class2","J",57.95,69.421,41.39,74,32,58.21,"O"
92,58.32,35.619,"Class5","Z",39.065,67.913,26.778,33,62,84.077,"S"
65,73.829,36.249,"Class1","D",27.204,38.757,29.199,60,78,39.541,"G"
NA,68.464,29.107,"Class5","Z",46.22,73.465,24.543,13,58,52.407,"D"
47,23.491,36.625,"Class3","I",23.621,22.524,51.754,52,74,64.958,"B"
81,74.642,33.134,"Class1","H",27.782,38.936,90.786,58,71,31.465,"G"
78,83.716,19.158,"Class1","Z",27.969,42.151,41.997,63,85,53.784,"T"
65,75.087,23.613,"Class1","H",27.958,46.6,81.377,58,78,62.196,"C"
68,75.511,29.349,"Class5","L",85.559,57.576,30.849,18,64,70.474,"D"
84,47.639,79.096,"Class2","U",60.595,80.052,47.592,71,32,12.569,"A"
57,66.72,36.319,"Class5","Z",45.328,85.132,29.014,15,61,40.834,"K"
2,14.863,65.627,"Class4","Z",38.072,34.96,61.58,43,42,65.677,"S"
NA,11.103,65.498,"Class4","C",33.881,40.318,20.691,85,40,30.524,"S"
45,-12.847,16.362,"Class3","H",28.283,18.449,53.122,40,75,59.766,"B"
93,63.148,33.188,"Class5","O",26.605,67.014,30.047,30,59,79.274,"N"
46,49.11,37.805,"Class5","O",65.281,66.973,29.842,21,57,91.518,"S"
NA,79.16,31.382,"Class1","L",27.67,46.128,48.962,62,85,35.968,"H"
5,20.984,74.342,"Class4","C",54.408,43.047,8.885,54,43,62.843,"D"
47,57.815,15.934,"Class3","I",27.756,32.57,55.127,54,74,60.776,"S"
89,64.586,25.891,"Class5","L",38.204,59.926,23.328,32,60,61.399,"H"
50,61.771,30.849,"Class5","V",94.435,88.818,39.632,33,63,50.873,"S"
78,59.207,70.804,"Class2","G",61.198,70.841,32.054,74,30,18.724,"U"
4,15.833,74.541,"Class4","B",44.073,17.953,22.556,56,41,51.836,"S"
90,75.05,27.008,"Class5","A",89.907,66.871,35.132,11,63,58.577,"S"
2,25.467,81.619,"Class4","B",22.603,23.823,65.464,63,51,55.416,"J"
7,20.584,60.11,"Class4","Z",10.054,2.099,60.434,85,45,46.475,"D"
82,55.127,81.088,"Class2","E",40.791,72.86,45.45,69,30,14.626,"C"
77,83.523,28.996,"Class1","H",28.007,30.984,27.489,60,70,36.628,"C"
NA,66.164,26.759,"Class3","H",24.811,12.053,54.955,69,74,64.395,"S"
7,20.473,61.582,"Class4","B",50.904,41.288,39.969,84,51,66.06,"S"
40,45.51,29.461,"Class5","Z",58.196,65.714,23.93,18,64,78.855,"N"
9,22.134,76.629,"Class4","C",51.067,35.108,7.163,44,37,72.038,"N"
48,-8.618,17.821,"Class3","I",22.639,61.752,52.803,75,74,55.918,"J"
46,57.463,26.838,"Class5","A",37.099,58.74,35.341,31,62,84.243,"S"
41,40.699,29.336,"Class3","W",25.949,52.478,51.141,51,75,57.179,"I"
2,26.894,57.581,"Class4","S",37.647,47.509,13.5,80,42,41.253,"J"
67,83.293,17.551,"Class1","L",27.527,52.769,82.108,61,88,36.732,"T"
78,49.094,32.848,"Class5","L",21.951,79.014,36.946,29,59,51.198,"S"
73,78.072,24.432,"Class1","D",28.222,53.919,67.265,61,56,41.929,"G"
NA,52.858,77.268,"Class2","E",65.454,73.681,36.925,69,33,43.744,"L"
79,74.768,19.496,"Class1","Z",27.151,39.814,27.161,57,66,55.421,"H"
44,69.379,36.508,"Class3","W",22.873,35.072,55.041,75,75,57.476,"J"
98,51.513,78.36,"Class2","A",56.472,70.245,27.766,74,28,20.074,"L"
83,80.168,30.425,"Class1","H",27.898,30.807,92.085,58,67,29.908,"Q"
85,55.37,82.155,"Class2","G",76.035,54.335,35.72,73,29,39.442,"O"
84,58.669,73.442,"Class2","G",44.869,63.452,43.692,70,30,16.493,"O"
63,73.259,25.493,"Class5","L",73.178,70.091,38.871,18,57,63.311,"K"
41,23.895,13.979,"Class3","I",25.849,28.917,53.954,44,75,66.475,"S"
66,82.871,18.012,"Class1","H",27.559,35.125,56.323,61,87,26.782,"T"
37,49.072,32.353,"Class5","O",69.609,97.383,27.005,20,64,35.377,"D"
NA,46.223,28.597,"Class5","V",49.864,59.024,29.869,14,59,40.864,"D"
39,19.084,18.052,"Class3","I",26.694,72.239,55.423,46,74,57.195,"S"
97,62.717,74.016,"Class2","G",66.726,90.705,38.089,70,33,28.157,"C"
58,NA,36.02,"Class5","V",29.063,69.88,37.574,24,59,71.301,"N"
42,6.667,18.812,"Class3","L",24.087,-6.342,51.225,42,75,56.239,"B"
65,45.964,27.9,"Class5","V",44.929,64.114,39.519,21,64,74.893,"S"
94,61.615,79.796,"Class2","J",41.04,94.635,41.102,72,30,15.409,"C"
99,51.84,70.082,"Class2","J",70.671,75.847,40.796,72,32,56.81,"O"
80,64.244,66.141,"Class2","G",41.614,92.019,30.454,73,32,62.239,"C"
61,80.302,22.581,"Class1","H",27.677,34.672,55.759,58,69,49.793,"G"
5,11.642,66.08,"Class4","P",0.165,28.658,58.68,89,46,73.163,"N"
79,71.455,72.073,"Class2","G",66.741,56.354,26.604,73,29,53.453,"L"
80,61.269,37.014,"Class5","L",54.352,75.396,38.55,32,62,75.581,"D"
79,NA,67.003,"Class2","E",78.647,44.751,41.729,74,33,17.133,"A"
83,65.656,67.207,"Class2","G",62.151,58.254,46.203,74,30,21.546,"U"
48,57.584,24.514,"Class3","H",26.09,36.255,51.339,40,74,67.274,"B"
6,19.447,77.557,"Class4","S",53.945,29.619,30.996,52,51,71.839,"W"
38,53.76,34.86,"Class5","Z",33.822,62.988,26.075,27,58,80.689,"N"
81,72.77,37.944,"Class1","H",27.538,46.667,33.247,62,81,49.554,"G"
78,46.322,38.301,"Class5","V",49.87,74.94,37.757,11,61,72.322,"S"
44,71.433,31.571,"Class3","H",26.686,11.366,54.58,71,74,60.99,"J"
37,68.55,27.456,"Class5","O",81.234,61.823,23.749,34,57,39.862,"H"
38,53.334,39.304,"Class5","V",39.632,76.926,30.278,23,59,77.013,"S"
86,64.74,72.427,"Class2","A",81.344,67.461,31.399,70,30,51.201,"A"
86,62.387,77.112,"Class2","G",68.06,71.132,41.635,72,31,50.155,"C"
95,52.566,82.797,"Class2","U",74.853,90.426,35.788,71,28,14.323,"A"
61,79.055,17.322,"Class1","G",27.559,33.178,61.83,58,69,53.903,"G"
38,29.227,28.08,"Class3","H",25.423,18.881,52.35,62,74,56.636,"J"
97,60.914,31.686,"Class5","Z",83.995,76.084,38.555,28,61,38.768,"N"
84,76.524,22.55,"Class1","Z",27.056,39.633,25.983,60,69,54.584,"C"
40,65.876,33.579,"Class3","H",25.003,1.086,53.578,71,74,57.163,"B"
61,80.76,25.929,"Class1","G",27.728,44.821,41.163,57,59,32.225,"Q"
7,17.174,68.983,"Class4","S",51.214,27.221,65.527,77,52,61.385,"S"
NA,44.487,35.515,"Class5","A",46.417,78.307,23.885,11,63,37.656,"N"
66,77.111,20.641,"Class1","D",27.574,71.059,58.488,62,58,61.208,"H"
88,63.43,75.21,"Class2","A",65.168,67.315,30.772,68,32,27.524,"O"
75,54.171,38.33,"Class5","Z",120.694,77.029,28.78,15,61,39.379,"S"
39,30.34,15.31,"Class3","W",27.279,64.741,54.844,68,73,65.383,"B"
40,45.893,12.553,"Class3","Z",27.248,26.217,51.028,43,74,57.323,"S"
43,53.158,35.939,"Class3","H",22.744,41.024,52.021,69,75,64.521,"I"
100,70.215,76.738,"Class2","A",48.821,57.358,37.326,71,30,26.524,"L"
4,23.333,61.577,"Class4","S",47.651,15.287,25.657,88,34,55.257,"N"
2,0.55,59.407,"Class4","P",56.656,35.915,65.9,71,39,61.114,"N"
45,59.521,28.186,"Class5","L",18.731,62.179,36.509,30,63,45.669,"K"
90,57.338,66.102,"Class2","E",94.729,76.863,27.662,69,33,27.279,"C"
86,85.697,16.641,"Class1","D",27.137,40.967,63.652,58,59,29.437,"H"
71,69.464,18.516,"Class1","Z",27.29,45.96,27.619,61,82,62.57,"H"
50,33.979,19.048,"Class3","Z",28.553,61.873,51.938,82,73,57.988,"I"
61,75.088,29.724,"Class1","D",27.213,54.807,19.148,58,77,24.363,"G"
85,57.355,68.526,"Class2","U",52.476,73.459,43.341,69,29,17.565,"A"
NA,80.052,35.139,"Class1","H",27.709,44.663,73.473,61,65,45.395,"C"
92,73.081,73.578,"Class2","A",58.106,54.63,30.79,74,33,16.395,"U"
NA,29.877,32.905,"Class3","I",25.506,25.491,52.832,43,73,64.954,"G"
85,75.269,33.325,"Class1","D",27.375,53.754,31.566,62,89,51.355,"H"
47,62.774,39.651,"Class5","O",53.87,86.431,31.639,15,61,87.725,"N"
NA,13.554,21.283,"Class3","I",28.73,15.926,51.243,53,74,63.995,"J"
51,33.613,26.888,"Class3","I",26.075,-10.719,54.758,43,73,60.874,"S"
91,64.694,25.755,"Class5","A",39.613,76.81,28.848,33,62,79.026,"H"
NA,52.823,25.61,"Class5","Z",3.05,66.464,25.091,20,64,74.745,"N"
2,7.967,60.667,"Class4","S",45.951,31.459,52.015,94,35,29.942,"D"
68,57.875,33.994,"Class5","Z",8.527,67.226,36.298,23,61,69.775,"K"
67,56.507,24.151,"Class5","Z",15.257,85.531,35.999,13,57,45.445,"S"
98,57.839,26.972,"Class5","Z",66.516,78.316,34.335,31,63,61.806,"N"
63,77.277,35.415,"Class1","L",27.711,35.906,76.844,59,60,37.582,"Q"
96,63.578,80.276,"Class2","A",40.676,56.201,48.388,74,32,13.19,"O"
42,60.136,34.33,"Class5","Z",46.33,77.185,31.797,18,58,71.895,"N"
2,38.072,76.079,"Class4","S",32.965,35.557,21.76,62,44,35.593,"W"
NA,76.072,23.541,"Class1","Z",28.069,55.3,38.192,59,77,59.395,"Q"
96,55.73,66.945,"Class2","U",55.217,82.616,46.397,73,29,45.896,"U"
40,37.682,29.873,"Class3","W",23.18,23.862,51.005,77,73,66.573,"I"
41,6.275,19.773,"Class3","I",22.272,-2.023,51.564,77,73,56.369,"S"
48,18.254,17.993,"Class3","H",24.799,15.969,54.554,46,73,61.448,"S"
61,87.841,35.339,"Class1","Z",27.246,50.673,68.331,58,69,45.134,"G"
50,43.726,25.75,"Class3","Z",28.07,22.382,55.758,75,75,55.022,"J"
72,80.25,34.765,"Class1","D",27.74,57.821,44.909,60,63,64.77,"T"
95,59.302,73.409,"Class2","J",54.9,43.345,34.72,73,33,38.561,"U"
4,28.02,60.187,"Class4","C",40.294,9.689,47.412,49,49,49.208,"W"
79,74.725,36.624,"Class1","G",28.118,44.595,86.786,60,73,29.172,"T"
97,NA,32.155,"Class5","L",31.634,73.436,34.783,12,58,88.865,"H"
67,56.89,26.311,"Class5","A",87.316,62.095,36.157,33,57,45.396,"K"
55,65.656,29.254,"Class5","Z",5.228,77.36,29.034,25,60,90.273,"K"
5,23.322,81.791,"Class4","P",36.334,29.272,32.458,42,37,29.333,"N"
45,5.395,27.367,"Class3","I",23.271,27.792,53.178,51,75,62.734,"J"
62,80.002,36.127,"Class1","Z",27.648,59.612,79.848,63,54,27.107,"H"
2,31.183,61.151,"Class4","S",14.45,28.625,51.176,73,46,66.204,"J"
48,47.068,31.045,"Class5","Z",72.806,63.656,24.402,11,64,62.526,"K"
41,10.293,33.594,"Class3","H",26.961,6.769,51.039,40,74,57.27,"I"
48,42.555,31.178,"Class5","L",46.34,99.988,25.676,32,64,50.574,"K"
93,53.431,31.694,"Class5","Z",35.019,98.357,32.39,35,63,59.484,"H"
50,52.317,24.485,"Class5","A",65.292,70.687,28.187,27,58,41.491,"N"
4,20.188,81.2,"Class4","C",38.055,24.645,54.888,91,49,41.846,"D"
7,21.59,67.813,"Class4","Z",26.73,39.247,17.472,85,40,39.39,"D"
80,77.7,23.408,"Class1","L",26.942,47.509,76.371,58,71,25.318,"C"
42,45.274,13.591,"Class3","W",26.04,6.801,54.745,80,74,63.017,"G"
92,65.356,80.498,"Class2","G",67.737,75.86,47.593,73,31,30.824,"L"
85,78.666,34.247,"Class1","H",27.688,41.222,86.464,58,72,31.769,"H"
71,80.547,35.543,"Class1","G",27.34,35.44,85.773,63,88,61.417,"T"
87,60.173,32.303,"Class5","Z",30.387,87.544,23.493,28,64,58.359,"K"
99,46.096,78.024,"Class2","G",50.8,70.051,44.473,74,32,30.435,"C"
42,NA,25.932,"Class3","H",27.002,21.679,55.177,46,73,60.296,"B"
46,46.432,19.54,"Class3","L",28.415,45.364,51.616,75,73,65.483,"B"
80,77.988,14.63,"Class1","L",27.399,40.827,87.912,57,69,51.881,"Q"
4,16.151,62.131,"Class4","Z",59.319,36.463,26.82,89,34,66.76,"N"
NA,49.312,70.624,"Class2","J",42.573,45.559,36.307,72,30,60.82,"O"
48,33.179,27.542,"Class3","Z",24.891,30.933,52.183,75,74,68.672,"I"
2,11.902,59.774,"Class4","C",37.698,28.034,16.459,73,33,56.128,"N"
67,62.086,29.218,"Class5","Z",28.57,75.183,34.254,26,60,83.275,"H"
88,69.975,34.909,"Class5","A",47.746,78.661,33.865,13,60,83.104,"H"
5,18.215,57.455,"Class4","S",48.574,5.973,37.744,79,35,41.202,"D"
41,31.473,34.454,"Class3","L",25.404,-2.232,54.954,43,73,63.521,"B"
NA,25.131,19.861,"Class3","H",25.045,45.075,52.07,52,73,56.085,"B"
79,78.445,32.627,"Class1","Z",27.55,35.54,92.912,62,67,38.285,"C"
95,53.212,76.79,"Class2","E",56.212,61.024,41.808,71,33,54.371,"U"
83,54.32,67.104,"Class2","A",61.553,76.129,31.004,72,33,37.444,"U"
37,36.312,13.312,"Class3","H",28.625,-0.741,53.545,47,75,59.403,"G"
54,35.963,27.006,"Class5","V",9.079,64.409,32.209,23,57,91.409,"K"
3,20.158,61.408,"Class4","C",55.878,16.944,27.147,87,50,69.995,"N"
36,51.062,40.371,"Class5","O",52.882,83.225,30.981,15,63,48.179,"N"
81,51.488,80.211,"Class2","E",66.282,59.895,35.25,69,30,64.151,"C"
49,57.799,28.483,"Class3","Z",21.319,-6.142,53.527,70,75,63.5,"G"
