"G1","G2","G3","G4","Output6","G5","G6","G7","G8","G9","G10","G11"
43,54.487,"X",72,"Class2",35.204,46.477,85.32,38.887,70,"F",33.02
40,59.642,"X",31,"Class1",59.275,91.492,48.981,92.819,17,"P",23.867
NA,34,"Q",30,"Class3",53.783,36.778,88.435,77.633,61,"Z",30.236
55,24.557,"X",73,"Class2",78.587,47.547,85.464,33.334,78,"H",36.142
83,3.975,"P",82,"Class4",48.893,62.525,68.635,5.764,34,"Y",49.178
62,26.473,"V",78,"Class4",49.424,42.813,72.492,5.11,33,"Y",64.666
39,45.994,"U",72,"Class2",74.214,45.312,79.837,12.573,72,"H",49.259
74,10.368,"S",73,"Class4",51.093,57.821,56.206,5.141,33,"Y",65.483
95,34.496,"K",41,"Class3",48.817,20.129,85.111,36.558,9,"R",65.144
48,28.797,"S",70,"Class4",49.719,33.787,60.078,5.672,34,"K",71.655
95,57.798,"K",63,"Class3",40.158,59.835,83.924,64.868,70,"R",76.214
34,22.393,"W",81,"Class4",61.639,57.278,60.087,5.228,33,"I",72.135
96,42.295,"G",43,"Class3",27.791,26.402,89.793,87.958,25,"S",24.907
22,40.448,"X",72,"Class2",35.635,46.834,84.995,47.167,71,"F",54.164
96,59.304,"B",48,"Class3",51.646,48.003,88.591,16.899,12,"Z",71.408
44,NA,"C",73,"Class2",74.661,46.521,83.475,55.409,74,"G",60.813
63,5.155,"N",72,"Class2",77.497,44.629,84.334,21.267,75,"Z",33.269
50,27.458,"W",61,"Class4",61.494,50.589,59.97,5.318,33,"J",58.234
40,NA,"V",76,"Class4",55.182,42.577,70.134,5.711,33,"J",61.832
87,48.191,"V",73,"Class2",62.279,44.838,82.63,23.704,71,"Z",55.798
63,18.523,"S",79,"Class4",55.294,5.14,39.016,5.618,34,"J",53.884
25,57.767,"X",36,"Class1",90.073,89.864,70.981,85.641,18,"R",8.192
76,12.64,"G",69,"Class4",55.358,40.83,43.686,5.25,35,"P",52.274
34,50.95,"U",32,"Class1",85.382,88.841,61.374,82.488,11,"R",11.021
46,NA,"W",75,"Class4",48.013,35.371,53.677,5.212,34,"P",83.73
41,58.904,"C",72,"Class2",74.698,46.76,87.267,54.41,75,"H",55.989
46,14.891,"P",80,"Class4",58.975,64.969,88.822,5.739,35,"I",64.641
NA,17.002,"K",43,"Class3",11.201,52.301,84.141,53.68,32,"Z",55.232
59,5.939,"C",72,"Class2",37.185,46.442,88.611,33.79,73,"F",76.987
47,72.686,"X",38,"Class1",67.176,86.369,54.28,85.161,16,"B",6.329
95,42.939,"L",49,"Class3",42.456,41.519,85.885,30.581,49,"R",33.301
68,2.031,"G",69,"Class4",47.523,25.222,48.337,5.063,35,"K",67.098
26,71.435,"N",34,"Class1",40.224,88.047,52.317,89.237,15,"N",15.455
61,15.092,"G",73,"Class4",58.645,42.762,38.141,5.682,34,"I",66.62
41,75.218,"U",43,"Class1",44.267,86.671,51.365,87.877,20,"B",7.139
40,82.495,"D",28,"Class1",87.571,85.793,53.359,84.777,29,"P",14.484
94,56.981,"L",45,"Class3",68.15,16.674,88.994,28.932,44,"S",29.008
55,20.189,"S",61,"Class4",49.819,17.27,42.879,5.199,35,"P",65.088
69,26.795,"X",73,"Class2",42.754,46.399,84.632,42.527,70,"Z",60.613
82,8.535,"G",73,"Class4",50.2,69.414,63.721,5.535,35,"J",66.42
64,20.478,"V",65,"Class4",50.412,44.28,50.62,5.298,35,"K",59.72
87,41.044,"C",72,"Class2",69.257,46.326,80.844,18.866,71,"Z",44.382
20,37.605,"X",72,"Class2",33.416,45.248,80.808,18.332,73,"F",65.244
93,19.036,"G",60,"Class3",72.953,54.117,90.185,28.52,8,"Z",33.88
81,6.567,"V",64,"Class4",58.33,68.727,48.912,5.164,33,"Y",58.684
87,52.515,"U",72,"Class2",43.96,44.705,83.269,38.206,75,"U",70.92
62,3.817,"S",68,"Class4",52.559,55.014,57.858,5.981,34,"K",69.202
96,57.544,"L",51,"Class3",53.081,33.879,91.002,39.986,68,"R",26.056
46,64.261,"N",39,"Class1",91.503,89.319,54.066,88.361,24,"N",17.861
32,2.363,"P",62,"Class4",55.801,7.655,66.032,5.437,34,"I",68.771
49,56.789,"V",73,"Class2",41.843,47.271,87.508,50.264,73,"F",49.724
72,64.829,"C",72,"Class2",37.628,47.474,86.419,13.889,73,"H",52.513
49,90.097,"D",39,"Class1",52.904,83.796,36.969,86.776,27,"B",4.597
42,NA,"U",72,"Class2",52.19,45.849,85.153,34.871,72,"F",68.706
60,25.235,"G",64,"Class4",59.323,15.85,33.207,5.429,34,"J",63.552
48,89.707,"D",32,"Class1",89.438,90.467,49.043,88.187,27,"G",12.713
62,28.601,"G",66,"Class4",56.213,35.674,48.074,5.474,35,"K",59.613
95,22.245,"B",52,"Class3",75.363,38.215,87.438,46.296,67,"P",42.171
12,72.224,"U",43,"Class1",73.023,92.878,32.207,86.764,24,"B",20.951
22,90.797,"D",35,"Class1",44.184,87.275,42.088,86.896,21,"B",11.266
94,74.071,"L",62,"Class3",25.142,21.042,84.144,41.552,46,"Z",75.662
16,47.832,"D",40,"Class1",72.034,97.618,50.972,86.308,11,"G",12.786
86,18.697,"X",73,"Class2",40.591,47.34,86.212,44.309,73,"U",59.007
96,80.878,"G",39,"Class3",58.721,28.636,89.11,30.824,66,"Z",3.234
76,NA,"U",72,"Class2",75.616,48.028,92.042,47.227,70,"Z",78.464
77,62.701,"C",73,"Class2",59.678,47.915,84.741,23.524,78,"U",41.157
96,61.944,"G",41,"Class3",21.519,60.489,88.57,53.408,32,"Z",6.733
NA,36.744,"V",73,"Class2",37.996,45.946,82.817,51.766,72,"Z",59.015
95,24.766,"Q",46,"Class3",69.016,44.682,84.254,12.687,25,"W",45.052
71,17.591,"S",76,"Class4",56.278,26.634,79.373,5.138,34,"P",72.346
39,41.527,"X",73,"Class2",75.224,46.059,80.819,19.737,76,"F",56.06
50,17.025,"P",64,"Class4",51.403,60.429,52.685,5.635,33,"K",71.263
17,74.151,"D",32,"Class1",64.719,89.053,52.166,85.179,23,"N",7.797
13,84.569,"D",37,"Class1",61.233,87.425,51.31,85.672,15,"P",15.839
57,24.627,"C",72,"Class2",75.5,48.021,81.116,11.911,71,"H",55.054
79,26.197,"P",59,"Class4",49.151,41.97,67.793,5.832,34,"P",69.363
85,61.211,"N",73,"Class2",36.603,46.056,80.976,52.867,73,"G",52.173
44,62.72,"V",73,"Class2",59.999,46.198,79.414,9.957,72,"Z",68.27
22,85.648,"X",32,"Class1",50.338,88.947,53.836,90.648,27,"G",16.03
47,57.521,"C",73,"Class2",76.181,46.268,90.519,55.894,75,"F",10.842
93,51.926,"K",49,"Class3",38.465,38.711,86.513,79.564,25,"P",45.284
95,73.476,"K",55,"Class3",62.175,39.598,87.978,50.402,34,"S",46.859
NA,12.204,"B",30,"Class3",43.255,30.348,87.759,74.051,53,"P",27.068
71,63.039,"C",73,"Class2",48.977,47.96,82.367,9.292,76,"Z",43.234
96,50.034,"L",53,"Class3",58.704,49.648,91.056,75.16,47,"W",30.851
96,40.171,"K",31,"Class3",79.808,3.525,86.131,65.6,29,"W",105.668
59,24.967,"S",80,"Class4",47.636,25.303,70.326,5.246,34,"K",68.571
39,6.824,"P",62,"Class4",51.142,65.148,42.182,5.194,34,"Y",67.259
94,48.627,"K",31,"Class3",63.461,38.409,86.948,73.276,38,"W",95.211
93,18.447,"B",41,"Class3",14.676,23.302,85.079,75.255,53,"P",86.423
96,78.36,"Q",38,"Class3",19.635,67.132,92.629,48.156,45,"R",28.372
34,12.515,"G",75,"Class4",58.123,85.595,55.275,5.807,34,"I",53.539
56,17.73,"V",73,"Class2",46.938,45.555,80.094,49.157,75,"G",46.509
96,64.156,"G",58,"Class3",80.401,-2.327,93.986,23.288,27,"S",16.417
NA,48.006,"G",56,"Class3",63.477,42.039,92.653,70.831,39,"P",39.985
38,76.766,"N",43,"Class1",46.105,94.941,50.473,87.857,15,"N",11.825
37,60.253,"I",43,"Class1",45.202,98.617,57.176,81.563,23,"B",16.651
68,21.171,"P",65,"Class4",60.407,69.887,63.482,5.641,34,"I",75.247
95,61.304,"G",38,"Class3",69.834,21.216,83.274,50.42,34,"Z",83.047
78,12.034,"V",62,"Class4",55.266,47.059,57.006,5.182,35,"Y",65.932
70,21.358,"G",60,"Class4",57.931,65.669,83.216,5.028,35,"J",64.376
80,48.906,"U",73,"Class2",55.033,47.21,83.275,37.509,77,"Z",22.57
13,53.119,"D",35,"Class1",74.42,87.662,52.332,90.939,26,"G",13.898
NA,45.53,"G",53,"Class3",39.599,47.137,88.29,77.076,61,"P",30.711
68,40.846,"V",73,"Class2",54.174,48.709,85.974,41.545,74,"G",52.57
93,28.617,"L",35,"Class3",40.766,2.896,87.1,67.62,37,"S",45.709
96,54.083,"K",51,"Class3",26.148,45.018,85.116,54.288,47,"R",48.899
95,79.165,"Q",54,"Class3",15.506,78.29,89.557,53.313,48,"R",30.786
93,31.768,"Q",42,"Class3",47.777,44.049,84.097,69.565,76,"R",23.908
94,23.781,"B",37,"Class3",44.164,52.927,84.142,53.534,63,"W",115.839
96,81.647,"Q",63,"Class3",21.895,49.507,84.937,19.367,75,"P",29.833
95,56.433,"L",55,"Class3",76.793,29.096,93.941,23.148,21,"P",-44.26
48,58.666,"I",31,"Class1",48.981,96.174,47.199,89.204,29,"R",12.446
21,55.39,"D",38,"Class1",74.482,87.048,72.366,90.417,14,"B",1.396
48,60.387,"I",35,"Class1",76.615,89.791,41.642,81.371,22,"B",16.561
44,7.219,"S",62,"Class4",47.056,31.854,69.841,5.883,35,"J",71.518
39,84.392,"X",38,"Class1",53.125,100.043,43.281,90.756,16,"N",10.563
93,49.828,"G",52,"Class3",70.717,24.525,82.993,40.239,48,"Z",26.66
44,84.238,"X",40,"Class1",86.456,84.7,55.707,84.112,22,"G",11.178
94,55.774,"B",42,"Class3",23.812,23.135,86.517,25.765,26,"P",39.74
42,56.575,"I",33,"Class1",36.383,83.582,49.792,86.353,20,"P",17.539
28,30.558,"X",72,"Class2",48.659,45.818,85.972,37.324,76,"F",55.329
93,22.54,"L",51,"Class3",32.761,20.597,87.94,29.773,15,"W",80.523
47,3.005,"W",75,"Class4",56.787,61.343,75.368,5.932,34,"P",64.277
18,68.259,"N",29,"Class1",46.124,87.059,58.992,87.566,17,"N",12.247
60,NA,"G",64,"Class4",57.502,42.567,35.291,5.863,34,"I",53.93
94,28.776,"K",51,"Class3",19.345,36.062,89.584,30.109,54,"P",27.988
93,47.098,"G",33,"Class3",53.608,41.17,88.479,19.106,10,"W",45.458
94,46.479,"G",63,"Class3",74.562,16.436,81.988,52.605,9,"S",80.094
38,13.753,"G",77,"Class4",52.338,55.047,45.702,5.42,33,"I",59.753
29,83.712,"I",34,"Class1",34.145,84.439,49.584,92.839,21,"N",7.558
NA,44.791,"I",36,"Class1",61.83,87.019,66.692,91.13,21,"G",11.525
62,21.798,"V",78,"Class4",54.999,36.698,62.423,5.519,33,"K",69.122
47,16.326,"U",72,"Class2",33.473,46.951,86.375,25.55,76,"F",61.792
6,50.484,"I",42,"Class1",69.679,83.397,41.489,86.391,17,"G",12.47
96,59.455,"K",56,"Class3",54.166,27.329,90.507,46.596,65,"R",84.057
49,50.688,"U",37,"Class1",67.726,89.845,75.448,87.529,15,"P",7.121
16,93.847,"U",43,"Class1",33.9,93.501,62.359,91.125,25,"B",19.528
67,18.725,"V",65,"Class4",58.886,31.631,60.197,5.336,34,"P",73.129
96,65.444,"L",53,"Class3",24.902,41.027,94.946,29.695,49,"S",27.108
96,51.066,"L",39,"Class3",24.366,38.533,87.146,37.475,32,"R",38.759
36,14.058,"W",81,"Class4",54.049,18.672,43.313,5.641,34,"I",64.706
94,64.044,"G",33,"Class3",58.024,76.5,86.595,32.71,7,"P",51.485
39,49.855,"D",39,"Class1",82.955,89.124,61.021,92.704,27,"P",16.426
54,23.991,"G",74,"Class4",56.416,7.599,60.907,5.365,34,"K",47.258
96,64.198,"B",58,"Class3",40.111,16.607,84.15,41.014,52,"R",34.692
61,34.133,"N",73,"Class2",66.587,46.771,84.867,35.213,77,"U",40.97
35,26.369,"V",80,"Class4",50.758,28.982,53.019,5.859,33,"K",66.012
77,13.948,"S",69,"Class4",56.207,49.22,41.238,5.836,34,"P",67.253
96,55.927,"B",33,"Class3",39.751,3.133,88.483,15.141,14,"S",-2.758
78,5.849,"G",78,"Class4",60.939,37.862,41.291,5.473,33,"Y",74.754
44,54.081,"D",36,"Class1",44.448,88.844,71.438,84.245,11,"B",15.139
12,90.249,"I",38,"Class1",63.504,88.58,50.801,84.975,11,"R",13.239
19,25.543,"U",72,"Class2",54.664,48.269,86.343,27.503,72,"Z",69.344
57,8.9,"X",72,"Class2",34.634,47.081,88.468,10.935,72,"U",44.967
82,28.764,"S",78,"Class4",51.87,13.744,65.35,5.835,34,"J",63.991
31,77.149,"U",38,"Class1",51.97,90.631,51.569,89.012,19,"N",8.706
95,23.487,"B",30,"Class3",61.509,22.969,91.262,73.226,20,"S",11.179
NA,33.258,"N",72,"Class2",65.518,47.598,81.281,31.703,75,"Z",62.502
NA,22.08,"K",40,"Class3",53.86,48.886,92.42,28.097,7,"W",19.228
77,2.455,"G",82,"Class4",56.131,50.49,45.298,5.863,35,"K",76.733
19,19.454,"N",72,"Class2",50.795,46.139,81.546,21.733,76,"H",42.665
44,57.648,"C",73,"Class2",67.585,46.413,86.2,54.711,78,"Z",59.224
34,NA,"N",28,"Class1",85.351,90.373,49.519,88.042,16,"R",1.07
41,61.775,"I",36,"Class1",57.625,94.451,54.172,86.385,17,"G",14.629
19,87.486,"D",33,"Class1",57.086,91.186,52.564,92.619,24,"R",21.571
94,80.587,"G",46,"Class3",79.018,42.169,85.98,84.861,71,"W",75.838
41,84.069,"D",32,"Class1",88.536,88.927,67.064,84.154,25,"G",11.26
56,17.303,"S",62,"Class4",58.986,91.643,54.958,5.539,35,"K",79.471
95,57.782,"B",62,"Class3",19.088,44.526,92.85,34.264,43,"P",92.165
95,29.029,"K",28,"Class3",73.447,36.176,85.269,47.295,40,"W",41.57
87,51.184,"X",72,"Class2",75.584,46.291,81.793,31.788,70,"U",49.33
94,31.173,"G",30,"Class3",73.092,70.05,94.787,54.935,55,"Z",57.728
96,70.845,"Q",63,"Class3",78.159,2.062,83.83,67.214,33,"W",60.529
54,84.932,"X",32,"Class1",34.962,86.535,61.868,88.207,15,"G",14.938
59,NA,"G",82,"Class4",51.021,21.734,46.891,5.103,33,"P",69.679
17,48.504,"U",36,"Class1",97.17,94.103,46.791,81.791,25,"R",11.471
32,25.183,"P",59,"Class4",48.527,20.946,64.609,5.727,34,"Y",63.123
47,8.874,"N",73,"Class2",77.931,47.421,83.981,53.4,70,"U",29.737
93,26.221,"K",51,"Class3",18.759,56.544,87.8,86.996,19,"R",72.223
79,23.381,"G",59,"Class4",53.583,34.178,39.856,5.645,34,"P",78.819
54,66.183,"U",38,"Class1",90.768,96.804,53.871,82.069,22,"G",14.585
56,36.135,"U",73,"Class2",48.684,46.774,85.898,9.689,77,"Z",39.423
94,34.149,"L",55,"Class3",65.204,17.375,90.264,45.786,25,"W",46.634
96,36.58,"L",55,"Class3",80.781,64.571,90.283,33.535,7,"Z",43.226
29,23.405,"V",72,"Class2",38.795,46.867,84.996,44.064,70,"Z",30.503
47,75.874,"U",39,"Class1",87.132,97.253,57.877,86.312,24,"G",-0.999
37,6.067,"G",68,"Class4",53.785,29.691,52.976,5.08,35,"Y",60.059
15,47.087,"N",38,"Class1",42.153,89.105,61.874,90.76,23,"P",8.691
13,31.55,"C",72,"Class2",62.206,46.295,82.103,52.017,73,"Z",63.751
67,9.164,"X",73,"Class2",63.763,47.108,82.175,24.358,72,"H",58.884
95,47.707,"B",35,"Class3",66.937,34.298,87.861,69.034,52,"R",59.241
59,NA,"U",72,"Class2",56.849,46.123,86.357,36.3,70,"U",57.403
37,22.993,"V",70,"Class4",55.081,45.192,40.09,5.652,33,"K",74.055
95,49.018,"G",52,"Class3",39.355,5.093,89.405,30.541,34,"W",27.472
96,70.14,"L",36,"Class3",79.993,36.223,88.366,36.357,13,"W",53.533
14,NA,"I",35,"Class1",90.489,94.5,72.102,91.331,15,"R",18.976
49,31.055,"V",73,"Class2",72.227,46.49,86.421,33.244,72,"F",54.745
82,NA,"G",62,"Class4",51.875,45.973,59.089,5.404,35,"Y",60.754
81,17.154,"X",73,"Class2",73.142,46.132,82.85,24.206,72,"H",35.303
35,91.458,"I",30,"Class1",90.015,85.279,49.922,86.387,28,"G",14.242
53,54.075,"N",38,"Class1",62.561,95.129,48.108,86.652,21,"R",5.622
69,14.454,"G",67,"Class4",52.891,25.202,66.427,5.058,35,"K",76.237
95,15.143,"K",53,"Class3",11.651,44.837,91.68,17.867,37,"S",78.633
48,5.563,"V",73,"Class2",67.059,45.097,83.488,45.147,71,"Z",48.791
86,60.216,"N",73,"Class2",75.605,46.177,85.029,53.079,73,"F",44.883
96,77.235,"G",49,"Class3",15.272,33.582,85.849,31.835,72,"S",44.212
19,45.727,"I",41,"Class1",53.881,88.628,42.329,82.869,21,"B",12.704
73,11.303,"V",69,"Class4",59.721,10.108,43.239,5.948,35,"I",72.312
31,69.75,"I",33,"Class1",38.8,86.456,67.272,87.217,12,"G",12.743
35,NA,"G",80,"Class4",54.832,62.514,36.997,5.656,33,"Y",65.954
93,80.612,"K",43,"Class3",65.782,4.399,89.811,23.106,75,"S",65.552
93,51.982,"B",54,"Class3",12.482,43.888,87.618,45.296,68,"W",72.547
74,45.618,"X",72,"Class2",59.594,45.741,87.05,27.476,73,"G",47.577
15,86.873,"N",29,"Class1",91.675,90.617,50.213,90.59,16,"N",21.57
37,48.689,"I",34,"Class1",66.202,95.411,54.37,83.392,24,"P",17.493
93,37.966,"Q",61,"Class3",56.905,44.882,91.886,65.935,72,"W",71.958
80,61.125,"X",73,"Class2",73.888,47.089,86.245,33.544,77,"U",58.128
94,NA,"G",62,"Class3",43.894,-3.509,89.171,21.782,48,"P",46.975
49,NA,"P",74,"Class4",47.762,36.276,79.995,5.954,34,"P",75.985
41,NA,"P",80,"Class4",61.81,40.274,49.93,5.831,33,"Y",67.906
54,NA,"U",73,"Class2",79.113,46.809,85.996,41.41,70,"G",41.186
84,NA,"V",72,"Class2",80.631,45.886,83.86,18.198,74,"F",41.015
42,16.187,"P",62,"Class4",57.974,18.825,53.043,5.518,34,"J",58.528
12,68.677,"U",38,"Class1",85.28,90.462,36.938,84.022,21,"N",18.154
74,33.218,"C",72,"Class2",74.146,46.064,86.175,26.2,73,"F",52.29
83,22.731,"V",59,"Class4",51.725,36.041,49.307,5.312,33,"P",76.182
10,87.154,"I",39,"Class1",57.626,93.589,46.197,89.127,22,"G",10.352
65,17.466,"W",66,"Class4",54.45,30.522,66.433,5.146,35,"K",63.183
NA,NA,"G",62,"Class3",43.16,23.02,84.555,16.403,20,"R",39.548
67,19.581,"V",73,"Class2",59.431,47.471,86.957,56.48,73,"F",55.782
66,17.002,"S",73,"Class4",55.766,75.749,30.136,5.978,34,"I",73
17,43.441,"U",72,"Class2",37.05,46.452,86.953,9.611,72,"H",60.983
10,47.512,"D",33,"Class1",95.227,94.494,55.566,85.767,26,"P",8.247
NA,62.101,"N",73,"Class2",45.318,47.761,86.342,45.19,73,"G",25.058
40,14.261,"W",63,"Class4",61.302,41.443,49.609,5.398,33,"P",65.4
17,7.388,"C",72,"Class2",56.935,46.884,89.082,20.98,70,"F",58.062
33,28.601,"P",81,"Class4",58.055,42.128,55.574,5.294,33,"K",73.215
58,62.012,"N",73,"Class2",59.101,47.544,82.75,44.395,76,"Z",41.925
38,87.739,"X",31,"Class1",67.17,87.815,54.344,84.42,16,"P",17.918
38,12.27,"S",76,"Class4",47.689,3.525,26.423,5.951,34,"P",69.981
93,16.379,"Q",46,"Class3",43.155,59.545,87.407,13.092,31,"S",55.024
93,22.395,"B",41,"Class3",26.985,51.116,87.064,59.467,37,"W",21.329
NA,18.439,"V",70,"Class4",58.307,44.325,38.433,5.652,33,"Y",57.63
94,72.8,"G",58,"Class3",27.927,58.396,89.285,63.29,62,"Z",62.461
93,58.763,"Q",37,"Class3",53.76,21.166,91.739,75.305,32,"P",22.658
94,38.124,"Q",35,"Class3",40.133,57.208,89.495,80.185,61,"S",76.675
96,35.028,"L",49,"Class3",39.757,5.387,86.266,84.002,16,"W",35.565
36,61.838,"D",34,"Class1",51.571,93.655,53.081,87.427,18,"G",4.276
95,17.003,"K",57,"Class3",28.454,49.738,84.369,19.251,49,"Z",49.614
93,66.758,"Q",28,"Class3",26.371,60.214,90.284,25.472,62,"W",71.816
49,26.612,"N",72,"Class2",74.175,46.549,83.369,45.884,71,"U",55.62
81,11.96,"V",72,"Class2",52.607,46.569,84.865,37.032,76,"F",34.779
18,46.947,"V",72,"Class2",44.754,47.227,89.551,18.022,74,"F",28.852
93,24.561,"L",43,"Class3",26.857,31.126,86.506,31.021,6,"Z",3.881
44,74.969,"D",33,"Class1",86.706,92.111,46.349,86.599,26,"R",9.94
NA,87.885,"D",38,"Class1",95.182,84.515,70.798,87.726,19,"N",13.992
96,79.179,"Q",48,"Class3",13.695,16.182,89.492,18.917,56,"S",60.263
74,52.067,"V",72,"Class2",55.014,47.407,84.9,39.596,70,"Z",40.477
38,27.735,"G",80,"Class4",51.219,48.46,55.138,5.947,33,"I",61.21
34,70.187,"N",36,"Class1",50.683,83.47,53.492,83.725,23,"R",14.255
94,24.992,"K",45,"Class3",52.418,88.692,92.101,36.929,14,"Z",33.027
49,26.214,"P",80,"Class4",58.489,54.284,57.882,5.287,35,"Y",67.003
38,15.777,"C",73,"Class2",72.789,46.354,89.527,24.458,78,"Z",48.136
28,86.373,"I",43,"Class1",81.335,82.496,56.199,89.723,25,"P",10.016
43,48.991,"I",33,"Class1",81.676,97.646,51.022,88.382,20,"B",9.22
53,18.586,"V",72,"Class2",79.18,44.464,91.477,40.943,71,"F",36.628
30,91.092,"X",43,"Class1",73.942,90.019,58.859,92.793,16,"G",7.334
95,54.84,"Q",42,"Class3",66.773,17.651,86.011,75.466,34,"W",28.921
38,14.831,"S",80,"Class4",47.069,43.416,60.664,5.231,33,"P",76.864
54,12.44,"U",72,"Class2",78.996,46.624,88.687,22.401,74,"G",52.952
28,71.398,"U",42,"Class1",47.47,87.693,50.278,84.239,25,"N",18.731
95,20.787,"B",46,"Class3",62.916,14.368,86.18,53.468,76,"W",17.858
16,82.042,"U",36,"Class1",96.834,92.376,50.182,86.179,25,"R",11.888
22,46.244,"D",38,"Class1",76.883,85.476,69.93,85.892,13,"R",-0.015
18,53.234,"U",37,"Class1",74.681,92.735,45.285,83.398,15,"G",11.778
45,49.032,"C",73,"Class2",48.254,45.606,81.892,58.964,75,"U",51.687
NA,89.697,"X",33,"Class1",64.209,91.271,51.801,90.759,21,"N",15.168
18,91.647,"N",29,"Class1",99.63,97.459,50.314,82.67,18,"P",21.573
87,52.297,"N",73,"Class2",75.543,45.754,86.986,38.837,73,"F",65.532
96,80.837,"K",35,"Class3",62.308,43.486,85.243,78.927,65,"R",9.251
8,75.263,"U",32,"Class1",62.692,89.617,51.802,86.975,17,"G",21.144
95,23.6,"Q",61,"Class3",21.155,14.469,84.489,67.425,22,"S",49.043
53,NA,"G",63,"Class4",55.767,37.488,72.784,5.291,34,"P",73.591
46,71.024,"I",30,"Class1",77.753,91.116,42.243,82.461,26,"R",11.206
68,59.418,"X",72,"Class2",63.348,44.379,84.656,13.162,71,"U",53.81
56,NA,"P",68,"Class4",53.858,55.087,83.128,5.158,35,"Y",51.841
93,15.05,"L",30,"Class3",20.126,-21.782,92.858,32.127,23,"S",75.105
58,64.651,"N",72,"Class2",57.435,45.751,87.823,50.41,78,"G",37.795
96,52.914,"L",49,"Class3",78.428,38.411,91.867,26.645,74,"P",75.793
37,68.813,"X",38,"Class1",68.683,90.156,54.336,84.942,16,"B",10.619
64,39.292,"X",72,"Class2",50.045,45.269,86.733,16.722,71,"U",55.348
64,35.869,"C",73,"Class2",40.296,45.971,84.836,18.707,75,"F",50.466
42,67.888,"X",41,"Class1",87.462,88.951,60.612,87.572,29,"P",17.201
57,NA,"G",73,"Class4",56.164,78.268,57.488,5.333,35,"J",60.445
50,7.421,"V",62,"Class4",56.806,42.358,53.411,5.95,34,"P",59.16
93,73.46,"B",42,"Class3",61.588,32.812,90.198,30.923,50,"Z",46.097
46,52.544,"U",33,"Class1",79.06,94.903,50.404,84.032,20,"B",7.187
94,33.809,"Q",61,"Class3",33.298,52.762,88.472,16.922,42,"W",38.564
46,42.975,"X",72,"Class2",48.275,46.91,79.987,9.417,75,"G",57.527
59,18.275,"V",81,"Class4",51.511,64.407,63.422,5.289,35,"K",55.402
29,47.677,"N",73,"Class2",50.135,45.459,83.572,39.188,71,"G",31.051
NA,61.817,"C",73,"Class2",58.21,47.231,84,23.494,76,"G",84.638
76,3.454,"P",82,"Class4",52.096,53.768,34.239,5.805,33,"J",75.704
49,NA,"U",38,"Class1",60.275,89.398,73.617,88.766,28,"P",13.782
22,78.953,"U",35,"Class1",88.994,89.234,55.558,90.72,16,"B",25.566
84,7.213,"G",60,"Class4",47.994,63.495,50.136,5.452,34,"Y",61.285
33,55.633,"I",32,"Class1",58.005,92.812,56.772,85.956,28,"G",24.829
21,72.29,"N",33,"Class1",70.16,94.247,67.592,81.293,18,"G",14.437
28,42.28,"U",73,"Class2",68.447,45.156,88.371,58.201,71,"H",32.907
47,10.442,"P",64,"Class4",54.619,41.41,69.518,5.599,35,"J",73.629
80,38.453,"N",72,"Class2",34.373,47.971,86.089,40.952,76,"F",60.596
95,63.063,"L",34,"Class3",14.282,43.392,89.123,82.274,59,"Z",66.753
28,85.585,"U",29,"Class1",76.261,91.657,59.379,89.544,11,"B",20.075
62,23.82,"S",66,"Class4",58.186,47.438,74.983,5.612,35,"K",67.266
27,57.46,"D",32,"Class1",73.598,87.1,78.332,81.121,25,"B",20.596
93,36.039,"K",47,"Class3",48.117,47.362,89.958,51.769,52,"Z",12.446
42,49.963,"I",30,"Class1",61.57,89.542,53.466,83.295,11,"G",15.254
95,66.333,"L",48,"Class3",27.16,33.195,88.43,55.555,57,"W",15.552
47,18.149,"G",76,"Class4",53.658,67.02,41.524,5.697,34,"J",57.356
25,85.28,"U",40,"Class1",78.35,94.624,54.391,81.486,28,"N",9.699
93,16.487,"B",41,"Class3",80.917,29.586,89.177,54.694,61,"Z",69.639
49,4.285,"U",73,"Class2",34.422,47.579,82.997,19.071,74,"H",52.506
37,11.503,"C",72,"Class2",80.258,45.48,85.875,60.873,78,"U",49.778
NA,46.822,"I",29,"Class1",71.704,98.558,52.085,84.32,11,"N",24.074
