"E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","E11","Output30"
18.51,26.785,"L","I",68,57.748,27,81.206,68,21.496,74.123,"Class3"
9.864,30.799,"X",NA,66,79.83,46,70.946,78,58.638,62.203,"Class3"
16.901,39.769,"X","K",67,53.208,54,68.325,73,29.46,71.765,"Class3"
13.522,32.775,"X","H",79,63.925,42,59.088,75,48.688,76.87,"Class3"
21.338,30.501,"L",NA,78,76.355,42,78.362,74,59.014,62.597,"Class3"
79.882,41.844,"U","Z",16,85.914,51,32.952,62,17.663,63.42,"Class2"
80.541,53.314,"T","H",8,80.341,72,34.589,27,16.147,56.515,"Class2"
88.81,41.529,"U","Z",NA,88.182,72,33.673,19,16.977,83.342,"Class2"
83.145,23.699,"D","Z",4,77.625,63,25.701,21,17.232,62.467,"Class2"
12.394,28.463,"Y","H",67,70.266,32,65.798,74,24.273,81.955,"Class3"
18.918,12.96,"N","N",37,5.276,80,17.271,75,23.118,25.573,"Class1"
18.822,58.703,"S","P",67,83.509,30,74.861,80,27.641,60.836,"Class3"
19.004,50.345,"L","I",76,80.931,30,61.423,74,40.195,72.537,"Class3"
49.416,21.316,"Q","D",36,2.041,76,4.527,57,39.723,36.393,"Class1"
-1.708,10.564,"E","B",38,-1.733,79,25.895,47,51.755,50.606,"Class1"
3.193,18.635,"K","F",36,-2.277,84,31.313,26,48.557,85.856,"Class1"
18.111,10.388,"N","G",38,13.697,79,19.077,72,31.754,75.783,"Class1"
89.843,39.385,"T","G",13,77.724,45,37.67,77,16.551,60.305,"Class2"
16.461,15.818,"F","I",78,60.347,53,57.754,70,59.281,74.495,"Class3"
17.579,14.699,"S","I",73,68.302,39,74.138,71,46.203,70.959,"Class3"
77.075,37.737,"U","G",12,75.299,34,35.323,68,16.329,77.196,"Class2"
80.22,43.581,"L","W",2,85.643,46,40.158,63,17.683,31.338,"Class2"
48.434,10.59,"N","N",39,13.441,69,4.616,80,24.675,34.599,"Class1"
21.891,5.313,"T","B",39,7.071,78,22.461,58,22.606,84.639,"Class1"
82.127,55.554,"L","H",NA,78.706,69,40.129,61,17.815,19.976,"Class2"
26.851,24.772,"N","B",37,-1.011,74,25.234,26,49.628,34.471,"Class1"
79.076,24.791,"F","G",10,79.654,28,45.202,57,16.332,34.671,"Class2"
78.705,42.531,"U","G",20,81.334,67,32.787,29,17.38,36.645,"Class2"
10.233,13.966,"L","H",73,56.799,31,49.119,78,22.796,70.112,"Class3"
12.995,28.575,"S","I",63,57.026,34,55.613,66,51.136,63.492,"Class3"
15.115,6.159,"X","I",77,55.648,25,67.423,68,59.681,69.454,"Class3"
72.303,11.317,"U","W",4,75.398,32,35.757,51,16.043,54.832,"Class2"
10.535,71.873,"F","P",69,50.753,42,69.363,66,37.446,62.416,"Class3"
77.734,10.31,"T","G",36,28.433,63,2.037,76,15.087,54.737,"Class1"
16.279,63.229,"F","H",76,48.026,34,53.616,76,61.413,59.708,"Class3"
78.253,34.477,"U","Q",6,73.197,36,39.151,55,16.196,63.708,"Class2"
12.386,32.274,"L","H",67,86.201,53,55.073,75,50.513,67.345,"Class3"
5.615,16.531,"S","I",63,69.382,41,58.096,66,51.215,67.577,"Class3"
79.991,19.761,"F","W",18,80.994,36,34.696,61,16.77,46.24,"Class2"
82.963,50.214,"D","Z",7,77.935,52,24.545,24,17.622,18.116,"Class2"
9.439,70.296,"X","H",78,63.456,50,70.585,76,27.217,80.805,"Class3"
11.263,15.995,"Y","P",71,70.8,29,71.842,75,61.27,59.819,"Class3"
78.086,40.643,"U","H",18,75.085,57,34.913,81,17.942,57.124,"Class2"
18.594,11.345,"L","P",63,56.999,44,58.38,75,52.379,64.92,"Class3"
78.193,14.157,"D","G",5,79.327,67,33.294,66,17.611,79.865,"Class2"
29.382,16.936,"E",NA,39,13.899,63,12.612,80,36.102,45.59,"Class1"
79.795,25.135,"L","W",4,74.85,70,24.962,73,17.935,13.25,"Class2"
17.491,3.053,"T","G",36,3.805,67,23.525,26,37.144,71.391,"Class1"
58.916,21.751,"K","F",NA,11.884,73,40.458,68,13.874,34.29,"Class1"
80.066,27.117,"D","H",7,79.581,71,35.733,30,17.55,19.598,"Class2"
7.305,42.332,"Y","I",79,60.097,33,73.343,72,39.964,72.45,"Class3"
20.035,2.102,"T","F",36,6.843,68,47.454,41,39.147,64.394,"Class1"
22.822,21.877,"S","K",65,75.61,34,48.856,79,23.824,67.366,"Class3"
26.241,32.888,"L","K",79,60.128,33,66.021,80,50.991,66.798,"Class3"
53.09,24.012,"E","N",35,10.776,63,29.497,62,20.517,42.318,"Class1"
83.99,21.39,"D","Q",26,79.43,28,21.464,62,16.359,52.628,"Class2"
5.923,17.644,"Q","D",35,6.641,78,51.691,31,21.235,21.891,"Class1"
76.817,35.732,"L","Z",9,83.927,68,46.558,74,17.769,38.722,"Class2"
78.531,44.133,"D","G",10,83.929,59,17.085,77,17.42,17.601,"Class2"
14.395,20.527,"Y","K",63,55.445,43,84.708,70,38.321,83.103,"Class3"
82.788,17.03,"U","Z",7,78.758,30,25.332,49,16.756,63.269,"Class2"
80.475,34.342,"U","Q",8,87.09,71,46.986,74,16.659,57.296,"Class2"
11.516,58.673,"L","I",71,64.701,43,67.358,73,32.99,71.193,"Class3"
8.869,55.88,"Y","K",64,71.697,50,61.778,74,45.52,75.377,"Class3"
82.572,29.882,"U","G",NA,80.978,35,39.713,74,16.306,24.248,"Class2"
35.036,14.93,"N","N",35,19.025,85,27.535,48,43.357,32.648,"Class1"
81.818,18.728,"L","G",1,81.433,42,37.556,29,16.482,31.96,"Class2"
84.937,18.318,"F","G",26,89.318,71,24.333,55,16.171,24.562,"Class2"
2.312,57.778,"Y","K",74,57.785,45,73.589,79,48.63,62.017,"Class3"
78.67,23.212,"F","Z",18,78.371,36,49.673,39,16.103,58.095,"Class2"
82.571,20.032,"F","Q",3,73.569,68,51.989,32,17.126,77.814,"Class2"
80.303,37.477,"F","Z",0,85.286,56,40.86,62,16.648,37.98,"Class2"
81.656,43.799,"L","Z",16,77.705,47,48.156,44,17.589,40.318,"Class2"
80.713,15.75,"T","G",10,85.912,66,28.329,53,17.438,31.962,"Class2"
19.805,66.36,"F","H",74,70.01,43,55.738,76,23.986,63.61,"Class3"
10.506,30.942,"S","W",67,81.621,27,55.285,66,39.67,74.058,"Class3"
82.828,38.169,"D","W",12,73.76,48,25.275,73,17.703,82.207,"Class2"
26.347,29.086,"F","W",75,65.232,28,49.596,79,56.026,71.391,"Class3"
80.515,52.034,"U","G",24,80.813,33,29.353,22,17.922,8.02,"Class2"
16.283,12.421,"S","H",70,59.514,28,63.112,62,57.297,75.44,"Class3"
20.414,14.932,"E","N",38,32.86,72,17.258,74,25.002,69.835,"Class1"
39.184,19.611,"N","F",39,12.959,74,8.595,52,51.525,26.029,"Class1"
79.926,28.714,"F","Q",17,87.41,47,41.362,21,17.336,21.381,"Class2"
11.184,9.277,"Q","N",36,-4.856,56,21.87,80,25.392,66.571,"Class1"
-1.586,64.995,"X","I",63,68.349,38,55.497,64,57.423,68.792,"Class3"
82.801,57.756,"T","Z",13,84.214,53,41.238,71,16.993,53.301,"Class2"
19.051,71.933,"X","P",75,62.451,50,65.383,66,46.452,78.388,"Class3"
79.458,43.785,"T","Q",13,84.017,50,13.662,70,16.619,51.889,"Class2"
84.685,46.76,"L","G",5,75.04,62,30.347,42,17.005,27.753,"Class2"
48.862,5.99,"E","F",40,14.634,57,36.203,53,35.455,91.565,"Class1"
13.133,51.733,"S","I",61,93.718,53,71.114,65,41.886,59.519,"Class3"
79.012,39.204,"T","Q",8,78.531,68,43.456,38,16.507,82.876,"Class2"
16.5,20.501,"L","H",62,78.59,51,69.817,62,21.9,80.474,"Class3"
80.544,41.121,"D","W",0,86.868,38,31.928,66,16.806,12.829,"Class2"
85.391,23.358,"L","Z",3,79.879,35,29.215,74,16.437,16.345,"Class2"
81.872,50.542,"L",NA,20,79.313,32,39.582,32,16.523,22.519,"Class2"
11.872,61.797,"F","H",76,92.37,42,69.874,66,55.749,63.431,"Class3"
83.62,21.372,"T","G",23,87.406,39,28.938,45,17.434,58.176,"Class2"
-18.613,6.579,"Q","N",40,8.779,72,27.757,21,18.433,92.493,"Class1"
75.131,19.279,"E","G",39,6.769,61,13.857,51,11.86,62.143,"Class1"
40.399,17.87,"E","D",40,22.378,57,23.904,20,46.255,52.215,"Class1"
76.142,13.992,"F","Z",18,75.453,64,40.838,86,17.302,59.975,"Class2"
3.414,6.928,"F","I",NA,78.314,32,53.658,71,31.926,74.758,"Class3"
80.643,14.954,"E","F",35,1.267,83,17.969,52,11.65,23.714,"Class1"
32.375,13.769,"N","D",35,14.432,74,17.134,51,52.573,53.096,"Class1"
47.85,10.012,"E","B",39,13.489,62,27.096,49,47.38,26.019,"Class1"
78.586,17.997,"F","Q",16,87.95,38,38.032,77,16.539,27.134,"Class2"
77.343,30.964,"L","Z",20,82.54,72,42.286,19,17.972,82.441,"Class2"
57.048,19.434,"N","G",40,8.163,83,35.402,57,33.486,61.664,"Class1"
35.718,42.336,"Y","K",70,78.818,32,64.627,66,47.212,74.999,"Class3"
50.132,19.461,"Q",NA,35,7.662,61,49.84,25,26.878,43.95,"Class1"
59.018,16.423,"E","D",36,15.906,67,21.647,35,28.711,61.345,"Class1"
72.791,32.889,"T","G",4,76.077,43,9.935,78,16.194,60.441,"Class2"
7.033,12.226,"K","F",35,13.704,70,26.656,41,18.359,92.998,"Class1"
79.127,17.441,"D","W",2,83.214,56,35.803,25,17.532,60.143,"Class2"
24.207,16.424,"Q","F",37,27.753,60,38.739,17,43.269,71.693,"Class1"
83.397,46.642,"T","G",10,77.204,56,39.333,75,17.164,42.503,"Class2"
11.916,17.695,"S","H",66,53.434,37,60.121,77,23.058,79.215,"Class3"
77.551,57.874,"F","H",5,81.518,46,35.46,64,16.491,71.681,"Class2"
67.839,20.9,"E","F",39,3.126,60,17.846,77,15.563,74.643,"Class1"
75.388,15.871,"D","Q",12,80.966,57,38.16,27,17.337,10.282,"Class2"
9.891,44.206,"S","P",70,63.062,50,62.265,63,29.357,72.71,"Class3"
40.558,11.667,"T","G",40,1.454,58,19.829,49,29.429,40.93,"Class1"
39.063,10.937,"T","G",37,13.158,57,26.202,60,22.338,33.016,"Class1"
-3.137,9.308,"K","D",35,17.272,66,2.75,60,32.065,18.913,"Class1"
42.7,2.231,"E","N",38,4.979,74,16.06,16,21.887,51.908,"Class1"
82.674,14.121,"L","Q",1,81.28,33,33.113,57,16.514,33.848,"Class2"
19.123,11.125,"X","P",74,82.01,47,69.736,69,32.32,82.494,"Class3"
45.671,14.71,"T","F",35,17.154,71,-4.227,78,20.283,83.875,"Class1"
12.363,34.186,"X","H",79,59.094,44,61.704,63,55.649,73.299,"Class3"
36.383,22.071,"T","F",40,10.489,83,15.313,59,25.245,23.088,"Class1"
9.823,71.969,"Y",NA,74,66.741,48,64.713,68,27.53,78.475,"Class3"
45.639,2.133,"E","D",38,7.051,56,12.455,19,23.192,53.209,"Class1"
12.771,68.383,"Y",NA,75,62.356,31,49.81,65,54.111,72.083,"Class3"
81.65,42.193,"D",NA,21,79.32,28,42.228,29,17.905,75.147,"Class2"
68.129,3.187,"N","D",39,26.09,72,28.614,30,13.007,26.724,"Class1"
14.601,70.926,"S","I",65,54.679,32,56.028,78,48.787,82.072,"Class3"
22.217,8.388,"T","N",39,10.341,59,17.971,83,53.107,43.8,"Class1"
5.325,16.072,"F","K",77,50.077,25,63.428,78,49.288,82.833,"Class3"
79.765,18.648,"F","Z",22,76.041,72,23.46,76,17.918,29.111,"Class2"
15.242,43.722,"L","P",72,78,50,62.052,78,46.577,70.051,"Class3"
37.224,18.941,"K",NA,37,18.723,85,33.241,49,46.697,31.044,"Class1"
-8.321,17.792,"N","N",36,11.437,74,43.806,77,37.299,44.557,"Class1"
11.247,25.601,"Y","H",76,53.223,48,70.42,72,25.553,70.953,"Class3"
100.274,8.209,"E","B",37,4.363,71,19.008,29,35.16,25.074,"Class1"
53.668,17.1,"K","D",39,24.626,71,8.692,60,38.926,19.748,"Class1"
77.569,56.797,"U","Z",5,79.45,31,43.035,63,16.852,82.321,"Class2"
-6.935,13.166,"K","G",39,1.364,70,18.499,43,46.241,42.093,"Class1"
80.013,50.11,"D","Q",25,81.147,43,27.607,77,17.123,61.24,"Class2"
76.108,4.618,"N","D",38,18.318,55,15.05,34,19.585,29.214,"Class1"
77.729,21.577,"L","W",8,80.725,35,27.7,83,16.35,13.645,"Class2"
85.544,46.157,"L","G",22,76.301,37,43.427,68,17.307,37.68,"Class2"
79.197,29.068,"T","Q",4,92.165,52,17.964,68,16.292,71.591,"Class2"
1.618,68.735,"S","H",69,49.367,35,60.458,62,42.328,60.19,"Class3"
64.218,13.485,"E","D",38,18.005,85,27.916,38,52.935,60.935,"Class1"
36.47,21.348,"K","F",36,8.233,71,23.068,75,49.843,70.922,"Class1"
16.486,31.912,"Y","W",63,56.935,48,70.316,66,63.388,58.148,"Class3"
-0.022,62.747,"Y","W",69,64.249,26,65.269,73,26.054,78.288,"Class3"
81.29,55.26,"F","Q",14,79.239,52,39.132,71,16.951,49.646,"Class2"
75.597,36.278,"T","Q",10,82.926,49,26.826,80,16.757,15.531,"Class2"
78.985,33.893,"T",NA,13,78.494,36,40.236,30,16.347,78.321,"Class2"
1.35,18.193,"N","G",38,5.977,84,20.378,79,25.158,38.778,"Class1"
33.545,18.954,"K","F",40,13.06,79,34.805,53,26.518,42.772,"Class1"
77.215,22.45,"U","Z",13,80.6,44,16.072,35,17.226,39.129,"Class2"
80.14,25.263,"F","Q",1,86.131,52,33.994,27,16.377,47.104,"Class2"
21.273,57.536,"S","W",NA,66.415,25,69.366,71,32.691,73.61,"Class3"
15.802,63.563,"X","K",75,59.046,45,55.299,70,22.659,75.359,"Class3"
60.486,9.203,"Q","D",37,3.605,56,31.868,79,16.513,67.127,"Class1"
-40.382,5.198,"E","D",40,14.469,55,22.094,18,49.766,19.118,"Class1"
10.181,64.042,"F","P",68,52.472,27,75.94,73,23.58,76.158,"Class3"
15.926,8.712,"Y","H",73,65.404,51,66.702,70,56.473,74.184,"Class3"
79.397,21.271,"L","Q",14,82.028,44,32.419,68,16.328,71.825,"Class2"
5.863,19.823,"X","K",NA,67.439,53,69.822,76,49.724,72.624,"Class3"
10.615,20.586,"Y","K",74,68.887,31,67.85,75,39.188,59.501,"Class3"
11.706,61.782,"S","K",67,83.495,44,82.522,73,58.303,67.666,"Class3"
82.367,57.713,"F","H",21,75.718,51,37.421,41,17.55,46.8,"Class2"
82.137,38.609,"U","Q",2,72.982,72,31.665,52,17.754,52.905,"Class2"
81.533,22.138,"N","N",37,-2.582,80,23.036,44,28.266,40.18,"Class1"
89.649,21.089,"T","N",40,14.295,66,15.929,21,49.496,50.928,"Class1"
75.807,35.029,"U","Z",16,75.227,52,39.223,40,16.16,78.427,"Class2"
24.932,22.628,"E",NA,36,7.824,77,32.656,78,52.282,22.421,"Class1"
83.451,46.023,"D","Q",23,80.524,69,43.355,61,17.083,72.068,"Class2"
10.68,11.711,"F","P",68,46.368,38,52.874,78,43.609,73.849,"Class3"
6.832,59.382,"Y","K",78,71.86,41,69.105,63,48.121,62.819,"Class3"
10.143,6.558,"K","G",40,9.645,59,15.96,25,18.16,49.303,"Class1"
14.386,13.75,"S","W",67,59.925,41,70.452,67,40.56,71.439,"Class3"
18.051,58.188,"S","K",77,56.522,40,77.187,62,61.885,68.9,"Class3"
65.265,6.281,"K","N",36,7.842,75,30.972,37,43.547,49.452,"Class1"
27.552,13.059,"Y","W",63,71.165,50,85.319,77,53.358,65.334,"Class3"
51.863,8.172,"N","N",36,25.343,77,29.854,48,38.883,76.533,"Class1"
29.797,11.902,"Q","N",37,14.687,70,19.682,15,41.806,37.913,"Class1"
63.868,17.911,"T","F",36,13.526,74,33.709,16,37.075,47.558,"Class1"
77.383,11.137,"D","Z",23,78.394,69,30.861,74,17.142,75.104,"Class2"
16.144,37.327,"S","K",76,61.556,24,67.548,74,33.126,78.653,"Class3"
82.289,31.014,"T","H",19,87.381,68,27.487,56,17.273,60.533,"Class2"
25.424,13.501,"N","D",38,-0.746,80,19.554,82,21.926,29.011,"Class1"
9.591,51.553,"Y","P",72,73.622,25,55.344,69,54.708,60.151,"Class3"
54.556,17.679,"K","B",36,4.835,55,1.547,27,45.354,59.597,"Class1"
82.94,43.94,"T","H",12,93.19,68,45.835,86,17.405,35.916,"Class2"
15.907,17.068,"S","H",75,72.341,39,75.403,65,21.778,69.686,"Class3"
11.096,30.225,"X","K",67,50.091,50,76.03,64,46.587,64.45,"Class3"
78.456,30.138,"D",NA,11,86.904,60,54.155,54,17.018,68.308,"Class2"
51.593,19.427,"Q","F",36,12.673,64,26.585,70,15.537,49.441,"Class1"
6.32,64.859,"S","H",67,70.858,53,62.882,79,28.521,63.458,"Class3"
14.311,27.059,"L","K",66,62.995,36,80.28,61,43.331,80.406,"Class3"
75.672,57.504,"F","G",17,83.201,62,23.13,81,16.878,34.771,"Class2"
73.543,23.62,"L","G",15,85.105,40,46.497,34,17.362,19.663,"Class2"
74.331,44.952,"L","G",3,79.939,56,38.005,31,17.561,53.651,"Class2"
83.521,47.873,"F","Q",24,71.39,59,18.135,55,16.12,12.506,"Class2"
44.672,11.637,"E","G",38,10.528,75,14.558,18,33.728,41.595,"Class1"
-32.802,5.217,"E","B",NA,18.269,66,43.477,27,31.439,29.77,"Class1"
95.047,14.335,"N","N",38,16.613,77,17.056,44,25.717,67.031,"Class1"
-6.659,18.348,"E","F",39,20.916,65,22.098,39,47.438,39.415,"Class1"
84.426,30.09,"U","G",2,82.075,55,49.847,65,16.503,45.636,"Class2"
15.616,68.985,"L","H",66,45.239,50,65.8,76,25.466,62.139,"Class3"
79.438,44.649,"L","W",25,82.715,52,45.886,29,16.85,17.62,"Class2"
77.493,18.467,"T","G",10,78.058,35,12.005,60,16.82,65.201,"Class2"
15.661,12.712,"K","N",36,10.529,56,36.161,55,36.546,47.865,"Class1"
40.639,22.039,"T",NA,37,18.162,61,25.28,70,37.593,88.65,"Class1"
4.853,25.321,"Y","W",72,54.762,37,70.316,67,35.627,72.14,"Class3"
8.466,11.58,"X","P",77,80.862,28,66.738,71,47.418,68.935,"Class3"
79.674,19.88,"N","G",39,-1.539,69,30.072,24,11.369,29.801,"Class1"
12.001,10.297,"Y","I",73,48.476,39,65.281,61,40.702,58.956,"Class3"
77.887,41.43,"L","W",4,80.486,63,44.07,55,17.907,26.087,"Class2"
11.862,61.65,"S","P",NA,59.892,27,50.9,76,37.521,62.622,"Class3"
91.26,22.785,"N","N",36,10.968,82,34.119,75,13.389,33.171,"Class1"
10.552,11.98,"Y","P",75,65.164,39,70.784,77,24.248,80.585,"Class3"
80.701,22.765,"T","H",5,77.787,40,48.663,32,17.983,58.731,"Class2"
10.218,59.889,"F","P",69,83.24,26,60.075,72,24.692,74.329,"Class3"
14.824,6.714,"S","I",66,59.772,35,87.155,73,58.004,61.807,"Class3"
36.786,3.806,"N","N",35,4.795,77,21.823,73,41.458,66.852,"Class1"
2.88,20.728,"K","B",37,19.644,84,27.84,80,39.439,32.74,"Class1"
8.94,62.973,"X","W",63,63.24,53,66.637,67,28.624,61.651,"Class3"
79.095,18.848,"D","Z",3,82.349,65,32.069,57,17.376,73.933,"Class2"
16.484,32.96,"Y","K",NA,91.281,30,64.247,74,44.027,61.495,"Class3"
81.063,6.163,"T","D",38,12.351,71,27.486,30,20.136,86.128,"Class1"
78.51,24.583,"L","H",7,77.46,33,38.16,66,17.035,61.935,"Class2"
18.349,15.977,"N","D",37,26.643,61,28.077,20,33.898,87.701,"Class1"
15.951,14.312,"K","F",36,6.785,75,35.758,38,22.085,57.192,"Class1"
16.843,8.586,"K","D",38,22.885,60,13.341,31,12.044,51.359,"Class1"
12.285,52.116,"X","P",77,39.755,30,72.942,68,44.96,72.783,"Class3"
11.553,59.039,"L","K",76,51.041,33,61.795,73,27.466,59.138,"Class3"
83.153,40.437,"D","Z",15,84.837,68,46.271,83,16.537,53.204,"Class2"
7.655,41.481,"X","I",70,69.082,41,63.828,77,62.375,76.322,"Class3"
14.717,11.279,"N","D",38,8.376,74,15.517,61,53.147,61.597,"Class1"
72.951,23.882,"F","Z",5,75.108,48,26.52,20,16.597,19.066,"Class2"
18.225,30.246,"S","H",61,74.148,41,70.078,71,22.227,79.802,"Class3"
15.22,54.98,"Y","P",64,60.875,48,64.782,80,33.245,75.686,"Class3"
78.647,57.99,"L","G",15,82.03,36,43.269,86,17.336,18.541,"Class2"
11.078,71.669,"S","H",61,70.471,51,53.36,77,41.151,70.093,"Class3"
9.872,50.795,"S","I",74,69.139,30,64.45,62,32.337,67.725,"Class3"
77.917,57.882,"U","Z",11,91.035,30,31.745,61,17.251,43.271,"Class2"
85.54,45.112,"T","Q",16,87.538,30,38.699,36,16.417,79.68,"Class2"
48.358,8.456,"Q","D",35,24.118,78,20.587,72,12.385,46.323,"Class1"
7.798,25.943,"S","W",71,43.913,27,43.857,73,23.94,76.029,"Class3"
12.899,51.955,"L","P",66,72.307,33,69.332,65,51.886,62.805,"Class3"
5.574,61.733,"L","P",70,60.557,41,46.921,78,33.361,77.748,"Class3"
83.237,55.356,"F","G",25,81.654,67,52.516,40,16.471,68.989,"Class2"
75.299,11.303,"D","H",0,69.451,69,31.772,62,16.231,58.696,"Class2"
81.541,28.203,"T","Z",9,75.809,60,44.978,46,16.741,41.58,"Class2"
7.937,23.158,"S","H",63,57.638,49,80.659,68,56.088,82.308,"Class3"
77.536,40.649,"U","Q",NA,74.955,30,26.527,38,16.488,10.69,"Class2"
31.278,7.271,"K","D",39,9.058,80,18.592,45,44.573,74.259,"Class1"
33.201,13.518,"Q","N",35,24.016,85,5.961,26,53.931,70.503,"Class1"
76.692,13.898,"F","Z",25,79.535,70,34.614,52,16.34,39.84,"Class2"
6.702,63.049,"L","K",68,72.706,42,63.396,72,50.018,76.978,"Class3"
12.296,52.656,"F","I",66,56.871,28,72.587,71,54.179,81.262,"Class3"
89.941,14.073,"Q","N",38,17.979,57,23.773,83,39.036,40.368,"Class1"
25.9,51.869,"X","H",61,53.89,31,69.647,65,58.399,60.823,"Class3"
20.447,54.718,"L","P",74,61.318,41,63.196,75,43.335,63.039,"Class3"
71.581,2.462,"Q","G",36,25.288,74,21.795,70,46.506,39.599,"Class1"
32.134,11.535,"T","B",36,22.914,67,9.742,27,29.159,83.292,"Class1"
8.51,8.094,"T",NA,37,27.095,80,25.549,19,45.328,61.697,"Class1"
83.76,23.689,"T","H",6,76.885,53,31.998,22,17.29,23.291,"Class2"
15.126,46.628,"F","H",71,74.983,50,52.784,68,25.692,69.472,"Class3"
83.526,24.217,"F","Q",5,84.297,56,27.201,79,17.426,45.255,"Class2"
85.324,13.253,"L","G",26,91.938,67,22.677,82,16.72,71.113,"Class2"
76.945,29.213,"T","Z",20,83.434,28,35.453,75,17.609,12.931,"Class2"
95.523,21.791,"T","N",NA,14.65,62,14.133,78,29.866,20.13,"Class1"
28.218,13.492,"Q","G",38,7.035,82,18.307,26,28.74,83.249,"Class1"
9.72,59.293,"L","W",63,77.453,46,68.03,64,59.357,65.923,"Class3"
21.509,68.355,"L","H",64,68.387,47,67.128,61,46.545,79.013,"Class3"
3.237,43.403,"S","H",75,61.724,34,55.317,77,44.306,78.172,"Class3"
-7.097,11.141,"Q","G",35,9.423,74,19.554,82,44.614,21.82,"Class1"
50.19,18.923,"K","N",40,-2.297,67,26.439,41,24.31,92.888,"Class1"
79.893,28.16,"T","Q",9,71.639,34,27.307,28,17.777,11.866,"Class2"
49.908,12.97,"N","D",36,13.345,58,9.997,81,38.005,44.62,"Class1"
83.201,16.81,"U","W",12,85.095,27,27.149,51,17.058,54.261,"Class2"
43.645,9.195,"N","F",39,9.228,62,31.132,31,21.39,89.726,"Class1"
19.229,50.973,"F","K",NA,47.561,35,63.757,70,48.648,62.002,"Class3"
4.247,11.012,"N","F",39,16.916,59,42.813,56,34.051,81.104,"Class1"
12.699,37.066,"F","W",76,79.075,29,71.85,72,32.893,77.071,"Class3"
82.287,13.806,"D","W",NA,79.25,27,41.159,27,16.796,45.467,"Class2"
17.344,22.204,"N","B",35,5.303,62,26.486,61,21.054,69.91,"Class1"
75.958,42.853,"T","H",11,83.748,28,50.426,61,17.694,65.1,"Class2"
79.022,30.234,"D","G",2,76.33,58,50.334,38,16.496,12.33,"Class2"
94.743,19.473,"K","N",39,8.659,85,21.122,66,33.885,52.221,"Class1"
82.179,43.533,"L","W",13,82.08,43,23.584,41,16.897,34.833,"Class2"
20.141,37.289,"Y","I",NA,79.33,30,59.654,68,24.946,78.572,"Class3"
82.731,20.37,"L","G",4,83.336,38,36.429,74,16.851,81.061,"Class2"
77.732,39.011,"T","W",NA,83.614,49,25.955,45,17.143,72.792,"Class2"
9.762,5.4,"K","D",35,14.099,77,13.89,28,26.453,40.745,"Class1"
17.082,3.843,"T","N",NA,-0.603,76,5.1,32,21.943,34.552,"Class1"
81.09,21.942,"L","H",10,80.4,63,39.928,41,16.657,64.281,"Class2"
80.139,33.849,"T","Z",22,69.843,69,25.427,26,17.994,17.08,"Class2"
60.532,3.346,"K","G",35,16.413,55,59.872,58,19.152,61.729,"Class1"
14.461,56.065,"X","I",75,76.686,52,58.56,70,31.412,83.342,"Class3"
56.119,8.653,"E","G",39,24.693,73,20.311,47,35.392,85.172,"Class1"
5.184,44.738,"S","P",65,62.528,32,52.555,79,46.222,83.804,"Class3"
15.492,21.762,"F","H",69,48.316,27,66.164,66,33.473,77.906,"Class3"
30.418,23.992,"Q",NA,35,0.804,65,23.342,43,33.663,90.63,"Class1"
36.576,2.096,"T","F",37,0.659,62,27.998,41,19.769,25.622,"Class1"
35.745,7.282,"Q","F",39,11.671,66,9.595,27,31.836,70.848,"Class1"
32.171,18.167,"Q","D",40,3.96,60,15.252,53,41.526,18.515,"Class1"
68.002,22.571,"Q","F",NA,4.237,73,23.327,48,52.397,47.181,"Class1"
17.989,61.834,"Y","I",62,59.256,52,66.278,72,38.798,72.787,"Class3"
32.61,14.173,"T","N",38,23.38,70,30.805,74,46.913,31.811,"Class1"
78.032,45.798,"D","H",12,77.267,60,39.562,81,17.655,8.676,"Class2"
19.625,23.304,"L","W",69,62.858,30,60.325,63,46.595,60.042,"Class3"
82.645,44.44,"D","H",7,81.625,59,50.7,30,16.756,75.093,"Class2"
57.677,9.42,"T","F",39,12.139,82,23.136,17,39.617,37.21,"Class1"
21.412,24.448,"N","F",37,14.722,80,35.141,33,34.964,31.21,"Class1"
5.692,18.969,"F","K",73,76.621,33,68.596,66,62.045,67.237,"Class3"
-7.595,10.788,"T","B",39,18.212,56,25.844,49,45.782,50.618,"Class1"
12.163,63.815,"F","I",65,86.603,36,46.254,74,27.187,68.131,"Class3"
33.898,2.349,"N","G",35,8.84,56,36.187,20,29.109,41.677,"Class1"
77.66,31.122,"F","W",23,74.795,37,38.243,63,17.496,55.643,"Class2"
