"Output5","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11"
"Class2","R",78.819,50.343,48.402,"U",43,69.011,3.718,85.99,84,54
"Class1","Q",71.86,13.332,93.337,"N",61,72.53,56.11,64.159,32,NA
"Class2","R",77.209,51.845,57.16,"K",37,65.841,10.049,65.697,73,51
"Class3","X",68.583,63.887,10.444,"E",66,56.784,47.575,31.871,80,30
"Class2","D",77.411,43.074,57.72,"Q",39,93.492,26.238,26.014,35,58
"Class1","P",71.776,19.916,93.349,"U",51,74.281,42.19,23.541,20,9
"Class1","F",71.446,21.907,89.648,"N",61,68.114,42.124,87.383,20,3
"Class3","C",73.3,100.968,27.591,"A",62,46.91,56.847,44.367,73,45
"Class3","Z",69.238,75.774,20.404,"L",74,56.856,63.634,37.88,14,20
"Class3","Z",67.665,82.015,25.586,"L",70,69.846,66.432,38.835,55,64
"Class3","Z",66.706,60.189,9.661,"L",82,74.451,45.308,36.339,23,37
"Class2","A",76.108,26.569,52.782,"Q",44,79.361,25.253,80.239,49,NA
"Class1","H",70.986,35.158,87.234,"U",81,76.086,54.11,20.343,32,NA
"Class3","C",70.446,48.095,14.391,"L",78,46.495,60.848,54.079,72,55
"Class3","E",68.706,58.813,24.411,"E",57,51.39,59.495,58.548,73,49
"Class3","E",70.33,72.179,6.489,"N",59,60.63,63.696,53.532,40,27
"Class2","R",86.222,47.626,47.745,"A",38,79.792,24.766,20.251,52,54
"Class3","Z",67.881,114.567,12.954,"N",71,70.412,71.652,31.777,27,15
"Class1","H",71.472,24.786,89.847,"N",44,51.688,30.886,35.818,20,10
"Class2","P",84.001,59.91,48.737,"H",42,65.272,24.625,42.902,43,52
"Class3","C",71.088,54.532,16.841,"N",64,71.504,40.768,57.172,15,17
"Class2","D",79.94,78.393,56.093,"U",39,61.968,20.439,56.023,96,54
"Class1","Q",71.248,29.187,92.368,"N",74,72.806,39.164,21.503,21,7
"Class1","H",70.962,63.762,91.754,"U",83,77.216,45.377,58.145,23,4
"Class3","Z",69.363,69.374,21.558,"L",73,72.76,52.446,55.24,17,19
"Class2","C",85.415,57.506,47.275,"U",41,79.047,4.674,16.07,37,57
"Class2","P",77.125,62.84,57.911,"Q",36,74.812,28.205,15.83,95,59
"Class1","E",71.408,34.568,91.773,"U",52,79.561,36.993,31.114,20,6
"Class1","F",71.816,25.384,89.187,"N",80,81.14,47.248,26.832,24,9
"Class1","E",71.497,43.387,90.186,"G",81,77.65,36.646,71.922,29,13
"Class3","C",69.157,52.967,33.719,"O",71,58.939,70.993,43.834,51,NA
"Class1","H",71.293,16.484,91.737,"G",78,83.282,26.637,87.03,30,6
"Class1","H",71.698,32.283,91.314,"N",61,60.343,33.638,47.954,25,13
"Class2","C",89.715,36.727,58.768,"U",44,68.526,21.002,39.359,69,52
"Class1","E",71.13,17.892,88.172,"U",59,79.044,45.906,49.187,27,NA
"Class1",NA,71.689,18.175,89.808,"N",79,78.644,27.132,35.794,24,13
"Class3","J",67.805,49.951,22.128,"E",61,60.136,59.651,45.389,43,27
"Class3","Z",69.78,73.734,34.086,"E",70,57.209,59.042,35.273,19,16
"Class2","A",79.976,66.251,56.973,"H",43,64.656,10.106,18.026,50,61
"Class2","A",75.373,52.401,48.258,"A",38,53.202,30.844,39.175,40,52
"Class3","Z",69.67,78.306,28.196,"O",57,65.599,56.161,47.75,30,54
"Class1","F",71.71,35.781,93.565,"Y",52,63.034,36.973,41.86,31,9
"Class1","P",71.626,31.474,93.23,"U",41,73.854,56.316,49.857,32,13
"Class3","E",70.855,65.421,3.878,"A",59,77.934,63.504,36.607,86,17
"Class1","Q",72.033,39.726,92.351,"G",62,99.822,28.615,69.13,29,12
"Class1","P",71.84,38.689,92.939,"G",79,75.557,40.706,78.489,26,8
"Class2","D",90.676,49.56,50.628,"A",43,93.84,10.492,10.253,89,51
"Class1","H",71.353,33.31,87.494,"D",58,75.493,36.146,50.082,22,6
"Class1","H",71.22,32.69,88.838,"D",81,56.135,47.785,45.787,24,5
"Class3","J",69.158,52.316,19.375,"N",69,77.58,46.545,40.942,79,49
"Class2","P",88.239,58.252,52.546,"K",37,63.241,3.714,43.253,95,59
"Class3","X",66.075,100.66,0.308,"A",76,58.627,56.25,44.54,41,66
"Class2","R",82.573,47.757,54.696,"U",42,62.627,7.11,16.436,60,56
"Class1","F",71.87,68.487,87.976,"G",88,62.383,52.824,45.253,25,11
"Class1","P",71.425,29.19,90.05,"N",46,78.084,52.826,43.548,26,11
"Class1","P",71.311,64.025,89.293,"N",63,87.629,36.368,41.612,24,3
"Class2","P",77.687,63.538,59.889,"U",39,72.253,26.278,26.916,57,56
"Class3","J",71.264,103.421,19.88,"L",76,65.822,67.412,54.159,65,75
"Class2","R",75.393,52.334,51.862,"Q",43,58.924,5.537,48.25,94,58
"Class3","C",68.479,69.22,28.591,"E",69,73.293,67.012,56.888,72,40
"Class2","D",66.137,51.087,49.662,"K",37,90.756,14.154,56.811,44,56
"Class2","R",71.972,57.852,46.881,"K",39,83.316,17.717,62.307,55,51
"Class1","Q",71.466,23.452,88.139,"D",68,57.701,46.662,57.458,20,14
"Class2","C",83.156,66.912,49.397,"H",43,69.332,18.263,30.925,89,58
"Class3","J",70.921,76.626,33.371,"A",80,68.79,38.559,36.042,88,15
"Class3","Z",70.968,60.868,2.026,"E",61,56.431,51.609,36.878,30,81
"Class2","R",79.327,63.547,58.587,"A",40,38.607,28.148,78.568,79,60
"Class2","P",71.009,67.237,54.037,"A",39,60.029,30.508,33.713,84,52
"Class1","Q",71.753,31.428,90.385,"N",61,54.747,29.903,95.497,28,9
"Class3","C",70.207,56.254,22.172,"N",59,66.099,63.253,35.944,69,30
"Class1","Q",71.958,47.807,90.135,"D",78,68.394,27.308,28.637,30,12
"Class3","Z",71.941,50.908,21.011,"O",82,64.203,44.833,34.369,50,19
"Class3","E",69.274,69.895,7.86,"O",78,58.2,45.415,34.664,67,40
"Class3","Z",67.431,67.508,28.691,"E",79,65.931,38.069,50.569,54,26
"Class3","C",66.98,69.272,9.92,"O",76,63.199,43.775,54.511,89,19
"Class2","P",81.137,61.119,51.394,"A",41,75.503,25.203,47.687,59,53
"Class1","H",71.085,32.396,93.903,"D",51,82.19,48.663,83.818,21,4
"Class3","Z",68.386,87.376,17.57,"L",64,66.233,66.111,52.2,86,52
"Class2","R",74.006,39.241,54.451,"Q",40,64.286,25.321,38.778,78,58
"Class2","A",82.114,69.192,55.206,"K",42,93.145,2.447,85.169,92,58
"Class3","C",67.439,85.398,20.687,"A",57,79.552,49.11,38.328,44,53
"Class1","E",71.583,40.234,93.744,"N",79,84.083,30.768,77.056,27,10
"Class3","J",65.03,52.792,0.032,"E",69,68.383,61.638,58.278,66,28
"Class1","F",71.327,39.849,87.643,"D",87,64.716,44.814,78.052,29,14
"Class2","P",90.024,57.964,55.053,"H",37,98.155,12.135,77.402,76,52
"Class2","P",71.006,52.827,48.195,"H",38,82.228,28.428,53.367,51,56
"Class1","F",71.574,41.83,89.784,"N",83,74.116,25.868,63.948,20,8
"Class3","E",67.745,72.208,7.319,"E",71,56.97,53.587,48.061,86,19
"Class1","E",71.331,40.461,87.576,"N",52,59.075,25.499,60.932,29,14
"Class1","P",71.567,36.803,90.235,"D",46,71.197,58.436,51.722,27,12
"Class2","D",73.298,50.922,55.493,"H",41,57.491,15.189,83.203,71,60
"Class1","Q",71.254,30.358,91.393,"Y",50,73.972,49.449,88.774,23,14
"Class3","Z",64.027,80.836,27.236,"O",81,66.808,67.138,40.919,35,15
"Class3","J",67.399,91.745,25.72,"L",76,61.561,50.437,49.804,28,78
"Class1","Q",71.509,45.737,91.639,"G",40,77.411,36.392,57.477,32,8
"Class3","E",68.907,88.421,2.535,"N",65,60.516,67.914,58.468,43,65
"Class2","P",79.285,72.105,48.695,"H",42,45.97,12.409,31.114,52,58
"Class3","C",72.469,94.492,35.759,"N",59,60.643,51.876,50.142,83,45
"Class3","X",67.693,81.835,27.026,"O",57,69.818,53.095,34.934,79,25
"Class1",NA,71.127,26.621,93.753,"N",63,67.135,28.369,81.893,25,3
"Class1","H",71.63,35.415,91.673,"N",67,64.163,42.269,68.174,28,6
"Class1","P",71.163,34.114,87.93,"N",45,79.597,45.197,88.009,28,5
"Class2","P",80.474,44.302,46.566,"K",44,80.492,19.452,76.624,46,57
"Class2","C",76.018,65.132,46.093,"H",46,45.013,2.945,30.864,68,56
"Class2","R",85.049,62.118,56.205,"K",42,58.662,7.945,24.157,86,60
"Class2","P",88.062,63.125,50.379,"A",39,66.097,8.554,70.045,52,52
"Class2","C",88.15,55.761,47.967,"A",41,60.462,18.133,10.309,54,54
"Class1","E",71.227,32.905,87.971,"D",62,72.73,30.966,67.709,32,3
"Class3","E",72.683,47.604,5.107,"A",74,63.449,55.724,47.862,64,54
"Class3","J",70.198,62.226,7.242,"O",67,58.692,70.751,53.787,57,44
"Class2","P",81.928,42.358,52.224,"Q",36,65.062,11.376,23.074,81,58
"Class1","P",71.473,53.171,93.23,"N",83,74.772,52.581,80.333,30,3
"Class1","Q",72.113,26.105,91.257,"U",60,80.035,35.399,15.343,31,4
"Class1","F",71.71,54.346,92.229,"N",68,74.294,56.977,62.052,26,8
"Class3","C",68.735,47.365,13.178,"E",75,59.05,62.523,51.587,42,55
"Class2","C",77.465,39.36,51.469,"Q",44,48.587,22.556,68.93,56,61
"Class3","Z",74.254,69.757,2.881,"A",67,65.08,61.577,48.931,35,79
"Class2","A",82.691,61.093,49.349,"K",39,20.586,15.093,71.103,85,56
"Class1","E",71.479,17.084,87.95,"D",67,87.698,58.266,28.536,30,12
"Class1","H",71.941,34.627,87.671,"Y",64,66.348,56.116,60.817,32,3
"Class2","A",86.811,67.122,46.903,"K",40,93.435,14.844,78.389,95,54
"Class3","E",72.489,79.277,25.927,"E",78,53.918,53.153,47.282,82,75
"Class2","D",85.504,56.576,49.406,"U",37,37.373,3.741,24.354,75,52
"Class2","D",89.227,58.657,49.539,"H",38,81.79,13.341,18.163,88,54
"Class2","D",92.324,56.225,59.91,"A",41,110.224,18.3,68.738,38,57
"Class1","H",71.472,19.832,93.569,"Y",50,84.838,33.212,61.501,21,6
"Class1","E",71.825,25.559,87.85,"G",82,55.49,39.749,20.654,22,6
"Class2","P",80.448,63.015,56.718,"H",38,48.763,6.33,67.532,82,51
"Class1","P",71.917,27.212,89.284,"N",62,100.038,37.856,62.674,23,12
"Class2","D",80.966,45.209,51.573,"K",40,78.769,20.988,76.649,94,53
"Class1","E",71.229,74.034,87.252,"N",73,62.07,37.357,77.293,21,7
"Class3","C",64.503,42.814,9.689,"A",76,64.723,59.807,38.013,38,66
"Class1","P",72.45,32.353,92.591,"Y",48,57.371,46.851,84.382,26,9
"Class2","R",84.324,60.341,54.615,"U",44,87.532,11.836,76.524,95,52
"Class2","P",88.236,59.74,46.008,"K",44,73.27,18.531,31.442,91,59
"Class1",NA,71.963,36.839,92.072,"D",59,69.34,46.277,55.121,32,4
"Class1","F",71.51,32.866,90.243,"D",64,79.893,29.034,48.464,25,6
"Class3","Z",72.158,73.785,8.575,"L",72,67.312,58.677,51.275,82,64
"Class3","X",67.842,51.641,27.041,"O",70,67.326,39.143,55.507,46,33
"Class3","C",69.632,69.571,28.559,"O",69,72.739,70.706,50.558,37,76
"Class3","X",67.463,45.775,25.441,"O",81,61.653,63.046,45.708,64,23
"Class2","P",90.097,88.836,56.257,"K",36,92.737,7.167,41.103,37,56
"Class3","E",67.508,70.732,7.299,"O",80,63.321,51.254,34.645,68,75
"Class2","R",80.333,77.403,57.366,"A",39,63.761,26.706,42.08,89,59
"Class3","X",66.561,78.114,29.185,"A",66,58.456,41.424,56.15,30,73
"Class3","X",69.094,85.809,3.185,"O",75,68.6,41.663,33.987,63,44
"Class2","C",73.666,65.084,48.235,"H",46,80.832,28.044,71.205,72,59
"Class1","P",71.355,43.224,90.146,"N",81,79.758,37.766,21.008,31,9
"Class1",NA,71.436,28.308,92.404,"D",88,71.026,56.225,42.084,21,8
"Class3","E",68.624,89.083,13.342,"L",75,54.836,63.423,56.877,60,54
"Class2","R",97.475,40.759,51.096,"U",44,28.255,6.839,73.187,46,59
"Class1","F",71.299,40.59,91.207,"G",87,74.379,32.913,78.176,24,12
"Class3","J",69.099,47.861,32.551,"E",67,57.792,59.698,55.444,39,23
"Class2","C",73.652,73,53.633,"K",44,68.008,10.386,74.854,40,53
"Class3","C",68.561,84.305,9.686,"A",74,87.76,48.329,55.964,28,51
"Class2","R",83.478,48.392,46.455,"Q",45,64.38,11.448,55.447,58,61
"Class3","E",67.403,45.908,6.128,"E",72,78.765,54.713,35.672,68,26
"Class3","C",66.574,46.657,25.949,"L",72,65.17,59.362,49.512,74,55
"Class3","X",69.926,41.403,23.08,"E",71,61.312,69.893,46.672,71,15
"Class3","C",67.069,87.999,1.041,"E",57,69.603,64.76,45.204,30,30
"Class1","Q",71.695,28.161,88.342,"N",48,79.615,30.67,64.16,27,13
"Class2","D",67.424,49.058,54.139,"A",36,84.64,29.576,12.61,45,60
"Class3","C",72.459,55.859,33.953,"E",60,71.469,47.88,52.185,59,13
"Class1","P",71.669,11.856,87.301,"U",76,67.961,57.826,92.455,29,3
"Class3","X",71.141,74.851,12.715,"L",74,64.701,37.773,54.387,59,31
"Class2","C",80.413,68.237,49.456,"U",44,32.084,23.639,71.707,41,59
"Class1","H",71.971,34.294,93.095,"D",55,67.704,53.379,43.583,30,11
"Class2","C",82.155,49.63,59.134,"A",40,115.159,2.899,48.294,92,53
"Class2","A",66.26,50.817,48.002,"A",45,90.961,28.179,9.527,97,55
"Class1","Q",71.407,26.628,91.065,"G",62,62.098,46.864,77.471,29,13
"Class1","E",71.343,53.79,90.88,"G",85,73.684,48.193,40.557,28,11
"Class1","H",71.678,45.678,93.453,"G",49,82.469,55.733,67.484,26,8
"Class3","E",64.976,59.836,23.585,"N",76,53.745,44.912,49.532,55,31
"Class2","R",81.878,53.183,46.388,"U",36,90.243,22.623,40.656,53,55
"Class3","C",67.014,60.756,28.173,"E",78,60.802,48.481,44.097,14,25
"Class2","P",85.533,74.427,58.6,"A",40,70.029,25.854,35.52,93,59
"Class3","C",70.949,78.043,3.667,"E",68,58.294,56.725,47.599,20,34
"Class3","J",70.533,68.668,15.483,"N",82,63.649,53.029,46.76,46,66
"Class1","P",71.2,24.026,90.35,"N",39,78.352,38.277,57.8,21,4
"Class3","X",71.791,80.17,28.922,"E",76,66.826,70.241,42.847,14,31
"Class3","C",71.547,74.714,9.139,"A",59,66.795,64.72,56.557,54,NA
"Class1","H",71.282,44.805,93.339,"D",76,71.066,55.519,52.568,20,3
"Class2","C",88.313,53.534,48.872,"K",36,99.791,30.502,57.304,43,60
"Class2","R",80.621,61.127,56.148,"H",44,83.715,7.724,55.712,88,58
"Class3","J",68.528,67.324,14.37,"L",77,61.123,62.241,36.784,52,17
"Class1","F",70.769,22.348,87.371,"G",44,74.98,33.493,94.948,26,3
"Class3","E",69.311,53.467,11.493,"O",78,63.565,52.149,33.857,71,62
"Class2","D",73.374,59.092,58.647,"K",44,56.381,19.209,75.421,91,58
"Class2","A",84.649,49.569,46.493,"Q",42,49.555,4.381,35.721,67,61
"Class1","H",71.793,37.99,87.146,"G",48,70.084,32.306,67.893,26,10
"Class3",NA,73.302,55.404,18.482,"E",66,64.545,45.097,46.543,79,20
"Class2","R",79.223,69.583,53.618,"Q",36,66.728,26.605,42.181,56,53
"Class1","F",71.237,61.252,92.337,"D",66,60.053,44.652,82.79,27,5
"Class2","R",95.614,34.492,59.758,"H",38,57.155,26.139,32.325,87,58
"Class2","P",67.354,55.865,48.546,"H",40,80.369,10.832,57.031,59,56
"Class3","C",65.688,80.986,15.284,"N",68,78.036,37.607,44.977,73,43
"Class3","J",73.387,88.762,5.087,"E",58,56.867,58.596,53.079,68,18
"Class1","F",70.408,41.416,89.807,"G",53,69.278,59.169,70.914,21,11
"Class3","Z",67.593,45.894,10.636,"O",72,61.529,71.752,54.318,88,71
"Class1","Q",71.005,38.161,88.683,"G",86,75.669,44.852,96.363,22,9
"Class3","X",72.801,48.974,24.795,"A",79,61.031,51.355,40.407,16,48
"Class2","A",84.889,50.251,57.642,"Q",40,84.855,25.948,39.054,91,55
"Class2","D",78.786,65.432,53.118,"Q",36,83.08,5.021,55.262,50,53
"Class2","A",96.193,55.468,48.774,"K",38,86.352,7.625,52.494,84,60
"Class3","Z",70.451,70.515,5.602,"O",57,61.269,60.849,29.127,59,18
"Class2","C",101.364,60.465,46.678,"K",38,57.843,10.481,31.665,72,58
"Class3","X",70.977,64.753,21.899,"N",64,71.427,56.341,42.261,57,80
"Class2","A",84.297,58.68,51.06,"U",44,78.218,18.112,72.415,68,51
"Class2",NA,73.495,48.98,54.486,"K",37,50.947,28.264,24.55,48,57
"Class1",NA,71.786,30.801,89.887,"Y",48,60.642,49.785,84.089,30,8
"Class3","J",71.373,58.137,14.424,"O",63,78.562,67.22,37.947,45,20
"Class3","E",66.242,72.188,11.376,"L",63,58.387,46.91,55.552,78,45
"Class3","X",65.948,93.646,14.735,"L",68,68.638,60.054,43.88,70,77
"Class3","X",64.369,60.978,17.486,"N",75,66.54,45.457,46.028,78,70
"Class2","D",81.745,50.382,55.492,"U",39,76.854,30.365,66.261,56,52
"Class2","R",75.379,57.12,47.792,"A",38,85.012,24.447,11.773,65,53
"Class1","H",71.772,47.64,93.575,"N",68,64.376,45.396,32.82,28,11
"Class2","R",76.791,49.783,50.778,"Q",43,98.898,2.621,29.884,38,61
"Class3","X",66.528,102.05,33.887,"E",71,61.502,52.601,31.543,44,32
"Class2","A",74.65,51.766,55.466,"K",43,80.018,29.389,22.355,49,56
"Class3","E",67.664,70.43,12.413,"E",62,52.919,44.557,56.77,23,27
"Class2","R",79.876,33.688,46.764,"K",42,64.672,13.032,13.877,42,54
"Class2","D",75.426,43.348,46.416,"H",41,53.357,26.414,27.804,35,54
"Class2","P",73.889,40.022,48.051,"K",37,69.455,22.4,37.825,33,59
"Class3","E",69.901,95.306,30.053,"O",68,55.81,71.977,50.097,82,57
"Class3","J",68.574,52.869,33.701,"N",78,60.808,55.288,32.834,82,29
"Class2","C",78.191,33.79,56.915,"A",43,73.364,18.622,75.541,86,54
"Class2","C",84.108,65.511,58.189,"H",41,85.866,25.022,64.583,98,58
"Class1","Q",71.163,68.317,91.192,"G",56,83.532,58.575,83.755,31,12
"Class1","E",71.405,24.981,92.4,"U",83,81.415,42.89,87.444,30,7
"Class3","X",71.576,71.927,18.645,"O",57,59.671,43.58,42.668,55,59
"Class1","H",71.473,42.65,87.629,"Y",60,71.233,33.337,82.478,25,12
"Class2","R",72.185,53.892,49.11,"H",38,86.852,18.04,25.419,96,56
"Class3","C",70.754,70.07,9.237,"N",75,75.313,48.054,53.523,64,34
"Class3","E",75.129,59.451,34.266,"L",67,73.88,58.256,58.901,16,55
"Class2","A",82.836,46.566,57.641,"A",40,15.032,21.981,65.234,55,53
"Class2","D",85.161,72.051,51.336,"H",43,46.103,16.235,79.331,90,56
"Class1",NA,71.647,54.284,90.911,"N",82,70.982,26.857,60.967,23,3
"Class1","P",71.799,78.647,91.107,"D",59,83.701,29.644,61.088,31,6
"Class2","D",79.476,56.894,52.118,"A",42,77.781,29.403,66.183,58,52
"Class3","Z",67.68,83.817,24.148,"N",63,71.422,66.025,55.809,17,46
"Class2","C",72.136,63.643,51.123,"H",43,43.666,10.148,61.4,75,56
"Class2","D",82.433,49.61,58.455,"U",39,54.558,17.613,79.966,80,NA
"Class2","R",74.752,54.548,57.01,"K",36,73.444,26.895,12.625,78,51
"Class2","A",79.28,62.167,46.046,"Q",42,46.366,5.317,82.543,72,56
"Class3","J",69.182,65.451,3.708,"E",57,52.279,46.235,41.281,65,47
"Class2","C",78.256,55.787,58.4,"H",39,61.373,27.071,57.318,95,57
"Class1","E",72.13,18.387,87.584,"N",39,72.274,46.361,81.594,30,3
"Class1","Q",70.851,16.528,88.908,"D",74,76.171,58.697,79.858,23,9
"Class1","H",71.695,45.108,88.14,"D",56,72.39,40.056,62.819,32,14
"Class3","E",65.071,59.822,2.916,"L",68,70.482,47.169,32.622,86,59
"Class3","C",68.998,49.692,4.659,"L",59,66.786,40.757,45.777,21,17
"Class1","E",71.69,42.789,90.582,"Y",54,83.806,55.76,53.317,24,4
"Class2","R",83.393,26.508,49.113,"A",44,51.063,22.313,58.151,49,57
"Class2","R",77.263,46.879,48.059,"U",41,72.775,12.225,77.846,51,56
"Class1","F",70.792,32.844,93.091,"G",44,76.3,28.206,61.137,25,13
"Class2","A",79.623,53.353,47.711,"Q",43,45.116,29.935,66.496,38,59
"Class1","H",71.65,18.678,93.747,"N",48,79.445,56.98,63.308,30,8
"Class3","E",74.583,95.498,8.432,"O",64,62.54,43.242,29.817,56,44
"Class3","J",65.855,60.135,16.683,"A",78,79.859,68.86,52.433,84,42
"Class2","A",88.797,43.813,47.682,"U",41,47.42,15.073,81.226,96,NA
"Class3","E",66.951,87.137,33.937,"N",77,75.864,70.249,31.513,42,64
"Class2","A",84.531,64.759,46.889,"H",40,57.844,3.794,47.097,58,59
"Class3","Z",68.383,71.809,19.958,"A",79,71.327,40.681,47.833,19,17
"Class2","C",72.675,37.391,57.707,"K",42,73.849,8.37,71.906,95,52
"Class2","R",89.242,61.574,56.45,"K",41,78.365,28.344,33.374,63,NA
"Class1","F",71.325,23.768,88.593,"U",61,84.605,33.537,85.828,21,12
"Class2","D",82.103,45.753,58.264,"K",43,99.674,11.947,35.383,42,57
"Class1","P",71.809,60.214,92.471,"N",53,76.752,28.179,95.822,29,12
"Class2","A",88.682,46.226,57.734,"Q",36,87.046,6.781,76.817,97,55
"Class1","F",71.857,35.316,93.962,"G",71,72.031,47.208,63.131,27,3
"Class3","Z",70.615,64.107,24.973,"L",60,47.418,67.628,38.586,24,43
"Class2","P",80.087,57.308,54.876,"H",43,82.642,16.053,16.86,88,61
"Class1","H",71.913,41.574,93.835,"U",84,80.294,52.793,28.236,21,12
"Class3","J",67.861,74.584,32.023,"A",78,61.544,55.116,58.333,40,24
"Class2","A",90.263,55.893,50.395,"K",42,82.468,16.246,9.95,83,54
"Class3","Z",70.567,68.119,29.727,"L",69,69.741,68.838,44.846,55,20
"Class2","C",73.838,67.198,55.111,"Q",39,69.268,25.655,37.341,36,58
"Class1","F",71.082,46.446,87.209,"U",64,78.629,30.967,70.237,24,3
"Class1","Q",71.607,25.924,89.287,"G",86,81.948,47.197,76.707,28,12
"Class2","D",81.288,43.881,55.525,"U",39,101.265,30.677,84.903,44,58
"Class3","C",69.907,103.172,14.423,"L",77,71.464,37.774,37.425,42,40
"Class1","Q",71.92,37.086,92.106,"Y",68,70.819,33.389,81.93,25,14
"Class1","E",71.522,30.861,88.373,"G",86,80.469,28.179,43.313,29,5
"Class2","R",82.654,47.894,52.557,"A",41,62.695,24.669,35.096,96,60
"Class3","E",63.86,83.99,1.076,"A",63,58.855,68.036,53.685,41,35
"Class3","C",67.591,47.712,14.298,"O",79,50.69,70.458,48.016,66,39
"Class1","H",70.932,62.754,92.429,"U",84,86.531,31.263,55.812,23,9
"Class3","Z",71.377,87.724,24.722,"N",69,62.104,62.432,32.621,58,69
"Class1","Q",71.371,47.195,93.049,"D",70,77.236,42.026,78.419,27,5
"Class1","P",71.359,24.831,89.324,"U",71,63.794,54.603,37.756,21,4
"Class1","H",70.838,41.637,87.98,"G",50,67.452,42.939,44.799,21,9
"Class1","H",71.371,64.078,91.939,"G",86,79.524,50.01,23.707,32,13
"Class2","D",75.139,47.611,55.88,"U",37,72.56,14.863,82.267,79,58
"Class2","A",97.594,69.284,59.435,"U",43,116.081,20.584,55.838,53,61
"Class3","J",70.705,93.688,2.662,"L",59,76.473,52.91,45.57,78,67
"Class3","Z",65.65,71.382,16.57,"O",77,60.581,47.352,41.061,27,40
"Class3","Z",67.709,88.558,19.797,"E",69,75.861,60.636,38.008,27,79
"Class2",NA,98.356,46.188,54.694,"H",46,61.139,22.827,44.891,60,58
"Class3","E",64.825,60.976,30.885,"E",71,70.19,43.203,49.835,40,44
"Class3","C",71.406,96.775,9.428,"N",60,70.808,66.193,51.738,85,47
"Class3","E",67.845,90.993,34.765,"O",64,53.556,44.027,48.44,44,65
"Class2","A",74.677,56.699,50.031,"U",36,75.052,28.653,53.919,95,59
"Class1","Q",71.55,21.544,89.395,"N",72,69.438,50.157,20.517,25,4
"Class2","C",84.118,41.249,53.527,"K",36,53.705,11.932,76.812,98,56
"Class3","J",69.922,58.332,8.202,"O",66,63.263,50.36,57.722,32,32
"Class2","P",84.284,54.822,49.933,"K",41,47.076,4.419,21.095,82,59
"Class3","E",69.807,65.508,14.167,"N",71,64.226,37.667,36.234,36,81
"Class3","X",70.289,58.076,20.881,"L",77,71.857,70.377,37.977,66,NA
"Class3","Z",70.793,98.025,33.931,"O",76,61.842,59.56,47.29,36,31
