"J1","J2","J3","J4","J5","J6","J7","J8","J9","Output9","J10","J11"
42.498,"G",68,44.201,31,"M",13.857,18.46,62.546,"Class2",78,66.479
64.709,"T",71,83.379,38,"M",13.888,7.318,59.772,"Class2",73,89.087
45.609,"E",70,39.276,31,"X",15.599,10.197,66.3,"Class2",77,79.169
88.126,"D",69,57.553,14,"O",76.409,63.222,23.13,"Class3",70,82.267
24.321,"R",29,47.418,70,"Y",56.136,48.82,33.056,"Class1",46,71.197
67.769,"G",72,72.088,32,"M",16.414,17.301,65.705,"Class2",73,71.679
13.677,"A",34,45.529,67,"J",58.67,48.553,33.695,"Class1",40,44.352
27.872,"A",33,52.88,74,"J",53.785,48.997,33.689,"Class1",34,52.336
90.474,"N",23,72.053,24,"Y",76.803,63.451,48.3,"Class3",81,82.972
83.808,"C",70,45.646,36,"Y",85.109,64.912,35.916,"Class3",58,14.604
51.237,"E",72,67.488,32,"Y",18.174,11.665,67.431,"Class2",81,68.794
31.912,"P",26,63.869,82,"J",58.202,48.766,33.136,"Class1",52,75.337
69.298,"F",34,64.403,61,"O",63.136,48.462,33.849,"Class1",25,47.451
89.128,"P",54,72.464,24,"M",87.583,63.968,35.647,"Class3",87,70.6
6.952,"R",29,49.619,70,"B",54.584,48.515,33.133,"Class1",47,50.978
57.407,"R",29,72.923,90,"V",55.174,48.154,33.444,"Class1",59,68.377
40.365,"S",68,55.17,34,"Y",11.025,18.007,61.086,"Class2",80,82.504
51.496,"E",73,31.601,38,"E",18.018,17.911,61.109,"Class2",81,84.085
52.895,"T",72,84.252,25,"X",14.886,15.265,68.384,"Class2",80,87.087
34.273,"T",71,71.571,26,"X",18.21,4.423,62.334,"Class2",73,73.948
47.362,"T",NA,42.524,38,"M",16.056,14.846,60.729,"Class2",77,NA
84.586,"Y",20,49.554,30,"O",83.466,63.244,13.654,"Class3",58,77.092
83.956,"C",34,67.497,19,"M",73.663,63.099,20.826,"Class3",46,12.073
31.375,"T",73,85.018,29,"X",14.991,12.892,64.946,"Class2",73,79.764
82.543,"P",36,58.74,77,"V",62.376,48.364,33.411,"Class1",49,40.799
42.785,"R",35,74.157,87,"V",59.658,48.478,33.491,"Class1",57,40.113
83.971,"P",25,83.085,32,"M",86.062,61.724,26.847,"Class3",52,10.728
57.71,"G",71,66.37,35,"L",15.462,12.67,61.329,"Class2",80,87.734
29.166,"R",27,36.051,75,"V",57.701,48.648,33.268,"Class1",28,29.038
83.94,"N",7,55.163,25,"R",79.04,65.08,54.14,"Class3",62,85.853
89.247,"Y",NA,77.093,25,"Y",79.25,66.179,13.645,"Class3",73,39.061
58.201,"P",68,84.13,34,"X",16.851,12.686,68.634,"Class2",72,81.564
22.155,"F",41,62.278,60,"Y",60.328,48.571,33.747,"Class1",29,29.439
10.438,"A",32,64.958,85,"O",57.822,48.523,33.824,"Class1",34,27.261
78.664,"F",40,60.556,60,"V",60.476,48.821,33.934,"Class1",48,59.982
84.426,"N",38,79.07,22,"M",76.501,62.683,36.385,"Class3",78,19.344
67.279,"T",69,76.586,33,"X",19.035,14.147,61.855,"Class2",77,91.603
7.366,"A",43,34.683,61,"O",53.042,48.665,33.734,"Class1",24,62.51
88.561,"P",56,73.781,35,"F",86.475,61.863,51.102,"Class3",44,13.651
52.073,"S",70,75.375,25,"E",15.302,23.578,78.455,"Class2",76,80.69
74.792,"S",70,41.586,30,"L",12.892,24.295,57.708,"Class2",78,66.311
81.608,"D",40,60.009,21,"R",71.341,63.24,14.486,"Class3",62,66.306
32.799,"G",68,18.646,25,"M",16.333,2.295,72.782,"Class2",72,72.293
33.138,"S",70,12.957,34,"E",14.223,5.886,80.986,"Class2",72,67.579
87.96,"P",77,77.981,18,"O",82.274,64.232,42.835,"Class3",50,NA
50.094,"E",69,85.815,27,"Y",19.208,4.678,63.737,"Class2",75,67.009
84.296,"P",20,83.17,19,"Y",82.258,62.708,54.11,"Class3",51,43.969
83.426,"D",NA,75.941,21,"F",76.949,63.828,54.929,"Class3",87,80.497
40.554,"P",73,44.582,28,"E",16.863,4.65,60.88,"Class2",73,90.346
89.972,"Y",52,89.602,14,"F",79.791,63.164,36.937,"Class3",81,48.447
79.701,"N",31,73.155,30,"M",83.141,65.233,22.942,"Class3",66,56.159
84.384,"P",10,63.118,20,"M",84.683,66.333,26.361,"Class3",86,40.947
88.484,"Y",36,66.109,36,"O",87.389,64.459,61.153,"Class3",84,87.573
79.365,"D",58,54.348,18,"Y",79.832,64.87,12.448,"Class3",58,86.597
13.318,"J",36,73.554,84,"Y",57.215,48.436,33.034,"Class1",33,NA
83.08,"N",63,84.983,16,"F",74.318,62.305,28.274,"Class3",67,45.396
56.898,"J",38,72.979,59,"O",60.817,48.279,33.863,"Class1",53,43.052
22.812,"R",34,32.137,77,"V",58.641,48.575,33.669,"Class1",35,49.645
33.904,"T",67,47.426,34,"M",17.06,21.848,68.248,"Class2",76,87.301
65.044,"P",34,54.129,71,"Y",56.221,48.149,33.541,"Class1",45,27.642
88.878,"P",54,75.429,26,"M",84.722,66.409,37.511,"Class3",57,27.145
78.819,"J",26,59.541,78,"O",57.576,48.301,33.62,"Class1",55,54.019
77.172,"J",NA,40.904,62,"Y",58.023,47.929,33.482,"Class1",31,69.878
88.705,"C",67,68.805,29,"R",78.312,62.944,28.072,"Class3",47,91.491
61.661,"F",30,60.479,78,"O",56.8,48.877,33.822,"Class1",39,40.761
32.654,"E",67,72.265,25,"X",16.898,19.561,75.323,"Class2",80,70.456
64.899,"F",34,42.488,73,"O",60.831,48.07,33.92,"Class1",56,42.175
28.603,"A",29,49.766,84,"J",58.157,49.08,33.99,"Class1",30,72.627
89.884,"D",48,47.963,21,"O",79.884,64.51,45.818,"Class3",69,92.963
75.443,"T",71,47.137,27,"Y",11.44,16.43,61.308,"Class2",73,86.784
83.665,"D",65,68.375,33,"Y",83.121,65.289,45.792,"Class3",42,98.484
90.727,"D",21,95.986,22,"R",84.671,63.823,22.879,"Class3",45,83.358
63.344,"F",37,32.74,69,"V",55.43,48.522,33.872,"Class1",45,62.925
83.92,"P",45,75.139,18,"R",81.856,64.173,37.511,"Class3",50,42.103
51.121,"E",70,52.06,28,"Y",18.611,20.524,57.895,"Class2",74,68.005
54.877,"F",29,48.057,60,"J",61.973,48.485,33.675,"Class1",26,32.426
52.071,"R",32,42.065,77,"O",59.762,48.219,33.749,"Class1",34,61.034
88.539,"N",23,89.09,18,"R",87.659,64.458,53.77,"Class3",75,11.776
69.21,"E",68,50.161,23,"M",13.07,24.632,62.1,"Class2",77,88.191
67.605,"F",35,39.808,61,"V",53.359,48.4,33.998,"Class1",59,64.557
90.738,"D",45,82.983,18,"O",76.553,65.729,45.279,"Class3",45,37.419
82.522,"Y",24,64.294,22,"F",81.76,62.08,44.036,"Class3",42,67.614
50.225,"A",30,54.247,86,"B",62.565,48.402,33.985,"Class1",56,52.475
54.882,"E",NA,75.288,38,"E",13.073,14.143,66.46,"Class2",81,81.528
89.519,"P",40,76.566,34,"R",78.96,63.973,27.602,"Class3",42,39.139
48.636,"T",72,58.533,30,"Y",18.459,20.182,59.236,"Class2",76,82.626
48.368,"R",34,57.57,69,"V",56.657,48.765,33.149,"Class1",37,70.853
12.119,"A",39,97.57,71,"O",55.977,48.767,33.166,"Class1",33,NA
13.324,"F",28,39.188,59,"Y",59.065,48.592,33.672,"Class1",59,77.659
67.571,"P",68,79.485,33,"L",17.747,16.338,73.653,"Class2",79,73.611
40.823,"A",34,73.751,63,"V",56.135,47.93,33.671,"Class1",32,57.235
31.712,"T",67,37.518,26,"E",11.678,14.518,70.806,"Class2",73,84.409
83.589,"Y",69,78.93,24,"M",80.113,63.792,13.092,"Class3",72,27.131
64.325,"T",73,63.265,28,"M",15.47,19.02,68.374,"Class2",78,91.203
86.094,"C",34,78.641,21,"Y",80.318,61.229,31.276,"Class3",62,84.724
29.229,"R",34,64.409,68,"V",56.434,48.664,33.11,"Class1",40,78.194
38.096,"P",69,37.913,27,"E",16.128,18.96,67.059,"Class2",81,87.28
37.143,"E",70,38.917,26,"X",15.746,13.797,68.213,"Class2",72,90.421
74.29,"E",67,79.65,34,"M",16.494,17.833,77.751,"Class2",77,77.949
47.642,"S",69,102.435,38,"E",15.483,14.034,72.107,"Class2",80,84.386
43.885,"S",72,34.608,32,"L",16.588,22.731,69.859,"Class2",72,65.59
15.912,"J",33,44.303,88,"J",57.49,48.197,33.102,"Class1",24,42.389
53.177,"A",38,68.935,70,"B",60.357,48.501,33.008,"Class1",25,40.893
47.451,"P",73,103.874,38,"X",17.745,22.44,58.188,"Class2",73,68.261
46.976,"S",70,47.381,26,"Y",14.72,17.926,62.611,"Class2",78,85.469
29.32,"J",27,54.186,79,"J",60.43,48.747,33.827,"Class1",33,63.117
66.693,"P",73,64.359,35,"M",14.14,21.967,57.253,"Class2",81,74.58
33.516,"J",28,56.138,59,"V",61.046,48.162,33.5,"Class1",49,51.15
23.503,"R",32,75.165,77,"V",56.201,48.586,33.196,"Class1",57,71.213
84.098,"Y",72,72.723,18,"Y",82.147,64.081,44.245,"Class3",77,95.358
84.118,"D",69,71.215,32,"M",90.688,65.302,31.212,"Class3",84,61.729
53.929,"E",68,27.349,25,"X",13.123,19.678,76.731,"Class2",76,84.934
66.656,"R",35,42.084,78,"Y",55.297,48.664,33.94,"Class1",46,37.812
36.791,"R",33,60.206,87,"O",55.26,48.788,33.797,"Class1",57,NA
63.691,"S",69,70.025,38,"X",15.939,33.428,60.262,"Class2",73,69.921
34.858,"P",72,12.087,34,"X",14.901,21.77,61.675,"Class2",79,89.71
79.034,"C",61,88.189,19,"Y",79.619,63.714,30.359,"Class3",42,57.724
85.002,"N",26,72.136,19,"R",91.377,61.993,41.121,"Class3",44,62.945
83.016,"Y",53,59.345,23,"R",85.398,62.781,38.259,"Class3",47,8.818
34.657,"E",68,62.272,32,"E",12.493,17.58,71.904,"Class2",79,84.906
6.493,"P",34,38.602,85,"J",60.522,48.499,33.584,"Class1",39,76.172
60.972,"S",73,73.17,29,"L",17.234,13.812,74.847,"Class2",75,66.545
35.461,"P",35,15.844,58,"O",56.862,48.679,33.43,"Class1",41,61.079
37.657,"F",35,86.223,89,"Y",59.408,48.396,33.657,"Class1",27,64.577
48.724,"S",72,42.248,31,"M",16.343,16.3,80.102,"Class2",77,81.72
49.523,"G",67,28.321,32,"L",14.836,17.099,81.187,"Class2",73,NA
63.024,"J",29,73.994,72,"J",62.549,48.118,33.84,"Class1",30,32.722
32.93,"S",71,61.445,32,"M",15.041,18.043,59.461,"Class2",81,87.512
63.801,"S",69,52.77,32,"L",14.639,15.383,70.747,"Class2",78,86.307
85.213,"P",7,73.681,16,"F",80.856,62.466,17.337,"Class3",55,14.901
79.418,"Y",35,61.106,24,"O",70.636,64.389,46.766,"Class3",86,94.391
59.73,"P",67,52.846,23,"Y",11.637,12.189,65.704,"Class2",75,73.236
18.657,"R",40,26.14,77,"J",60.075,48.649,33.345,"Class1",55,77.196
43.362,"G",73,60.744,31,"L",15.041,9.558,73.69,"Class2",78,88.793
48.153,"T",69,54.886,25,"L",14.07,12.465,78.98,"Class2",73,91.711
85.164,"C",50,81.278,19,"F",71.851,64.318,32.215,"Class3",72,95.12
24.758,"P",43,78.258,89,"B",65.68,49.126,33.971,"Class1",30,31.281
43.905,"E",69,62.705,24,"E",16.564,13.459,67.683,"Class2",75,76.815
53.892,"G",67,64.465,28,"L",15.295,23.285,71.14,"Class2",81,87.593
37.235,"E",71,82.874,36,"L",11.097,11.245,70.848,"Class2",73,89.795
13.964,"P",42,59.246,69,"V",57.21,48.563,33.245,"Class1",25,45.044
13.19,"R",26,35.191,86,"J",61.22,48.791,33.314,"Class1",43,71.897
42.96,"P",72,41.531,27,"M",15.075,13.604,81.314,"Class2",81,83.895
69.356,"F",NA,44.388,68,"Y",62.872,48.643,33.785,"Class1",47,28.819
36.384,"P",40,64.95,74,"O",53.684,48.636,33.455,"Class1",33,32.648
79.201,"D",26,55.344,20,"R",76.349,61.981,39.842,"Class3",52,47.015
89.774,"Y",19,93.053,36,"Y",76.182,62.568,22.684,"Class3",45,28.408
86.023,"Y",60,85.465,36,"R",81.053,65.018,37.225,"Class3",79,72.49
79.17,"Y",68,78.406,27,"M",83.022,64.246,31.729,"Class3",75,13.496
48.024,"E",68,78.093,36,"E",13.396,3.168,74.853,"Class2",76,89.846
81.111,"C",51,64.353,19,"F",75.355,63.959,39.251,"Class3",60,46.604
79.614,"C",53,80.299,31,"F",78.799,65.877,33.442,"Class3",46,62.76
53.242,"E",67,57.943,27,"M",10.844,17.618,80.959,"Class2",73,71.06
80.533,"D",63,53.429,22,"O",81.918,66.135,33.254,"Class3",65,88.825
83.008,"N",64,99.026,25,"Y",73.655,63.865,34.852,"Class3",54,16.936
72.622,"G",70,51.355,35,"E",18.438,23.114,70.439,"Class2",80,89.479
90.307,"C",65,68.972,21,"O",71.629,64.027,31.295,"Class3",43,79.124
70.314,"T",68,45.157,26,"M",16.044,13.174,63.967,"Class2",72,73.322
33.485,"E",69,40.083,26,"Y",13.995,15.778,59.018,"Class2",77,72.2
64.354,"A",32,38.074,68,"Y",59.861,48.626,33.854,"Class1",30,66.311
49.025,"G",71,65.368,35,"M",14.448,12.195,70.831,"Class2",80,75.093
17.303,"R",32,11.315,75,"B",57.737,48.126,33.544,"Class1",37,35.323
43.417,"T",73,-11.478,24,"L",15.216,13.613,66.589,"Class2",78,81.077
79.952,"R",40,46.614,76,"V",57.484,48.735,33.858,"Class1",49,31.06
87.466,"Y",66,77.498,17,"R",79.991,62.752,56.092,"Class3",47,29.804
9.242,"P",33,43.623,70,"J",57.919,48.725,33.558,"Class1",49,55.881
80.877,"P",10,41.611,34,"R",80.278,64.198,30.69,"Class3",80,33.205
75.834,"G",68,20.683,27,"Y",14.186,19.019,80.57,"Class2",80,75.774
80.367,"D",NA,89.879,18,"O",76.895,64.455,13.827,"Class3",85,55.406
80.875,"P",10,63.928,24,"O",78.337,64.363,49.147,"Class3",83,40.645
82.405,"Y",16,74.164,27,"Y",78.423,63.336,20.92,"Class3",55,57.312
31.739,"E",67,65.468,27,"X",12.485,14.291,65.099,"Class2",73,66.013
85.533,"N",12,69.107,29,"O",77.378,63.624,49.602,"Class3",73,58.205
83.002,"D",53,80.625,31,"F",83.043,63.54,27.429,"Class3",84,43.444
81.319,"F",34,47.95,66,"V",61.685,48.276,33.324,"Class1",40,41.242
38.822,"P",68,64.497,33,"L",15.212,15.291,71.484,"Class2",73,75.715
31.496,"S",70,57.769,32,"L",16.239,16.389,69.148,"Class2",80,90.557
65.594,"J",34,40.959,84,"B",60.355,48.521,33.043,"Class1",50,NA
28.295,"P",NA,66.921,82,"Y",53.892,48.429,33.43,"Class1",39,70.135
31.095,"G",73,58.634,29,"M",15.148,15.582,79.754,"Class2",75,73.113
36.308,"P",72,28.866,29,"X",17.43,11.915,78.005,"Class2",73,69.458
81.673,"C",19,45.823,14,"R",78.527,62.892,20.45,"Class3",42,21.489
86.637,"C",62,57.469,14,"R",80.779,64.576,24.703,"Class3",83,56.126
55.479,"R",34,49.781,69,"O",60.06,48.712,33.857,"Class1",59,30.913
89.211,"N",49,80.407,32,"F",78.164,63.63,47.469,"Class3",68,83.077
31.239,"G",70,24.575,31,"M",13.623,15.055,66.544,"Class2",76,91.382
18.112,"R",39,62.323,81,"B",59.196,48.07,33.808,"Class1",30,29.047
68.165,"P",42,28.726,84,"B",56.413,48.637,33.511,"Class1",49,74.665
69.229,"E",68,29.046,34,"X",14.95,11.977,73.458,"Class2",78,84.815
67.736,"G",71,69.902,34,"Y",16.546,18.394,67.664,"Class2",78,77.248
87.337,"C",45,69.36,34,"O",79.189,64.365,29.574,"Class3",69,44.373
82.763,"D",NA,69.175,35,"O",81.893,62.868,45.83,"Class3",71,NA
68.497,"S",70,72.754,31,"Y",15.816,23.771,58.442,"Class2",81,69.133
24.229,"J",42,24.61,63,"Y",51.873,48.423,33.729,"Class1",29,67.528
52.815,"F",33,96.404,70,"Y",61.614,48.416,33.325,"Class1",53,60.568
50.906,"F",36,51.404,80,"O",58.274,48.98,33.886,"Class1",36,27.895
83.635,"Y",58,73.057,36,"Y",80.507,64.316,23.407,"Class3",81,93.02
81.974,"F",44,19.111,74,"V",56.838,48.107,33.636,"Class1",40,56.502
75.198,"S",73,51.463,33,"L",14.212,8.426,81.931,"Class2",79,69.997
46.407,"A",28,26.865,62,"B",57.771,47.728,33.296,"Class1",47,76.913
28.699,"F",33,64.747,75,"V",57.171,48.65,33.879,"Class1",56,73.901
34.194,"G",69,56.804,33,"M",13.946,14.91,64.677,"Class2",73,90.784
5.567,"F",40,75.444,83,"O",57.973,48.732,33.57,"Class1",43,41.977
75.18,"P",72,39.37,29,"Y",16.533,23.684,68.154,"Class2",78,66.914
73.083,"T",67,57.421,29,"M",11.486,15.393,77.08,"Class2",77,83.537
35.112,"T",71,62.257,25,"Y",13.916,18.554,77.746,"Class2",78,66.107
59.92,"P",NA,19.171,77,"O",54.35,48.543,33.853,"Class1",37,31.941
79.144,"P",33,25.826,65,"Y",60.854,48.858,33.363,"Class1",52,33.203
86.529,"Y",22,93.598,33,"R",72.006,65.507,22.007,"Class3",49,30.341
85.422,"N",59,73.162,16,"Y",81.141,62.702,32.547,"Class3",86,20.001
72.179,"P",37,55.278,90,"O",50.272,48.669,33.547,"Class1",35,63.777
36.501,"E",72,40.615,27,"Y",15.522,13.315,62.074,"Class2",81,83.664
58.135,"E",68,64.254,23,"L",13.751,19.84,75.782,"Class2",81,90.478
89.76,"N",11,96.071,33,"O",85.448,63.922,48.587,"Class3",72,32.783
52.972,"S",NA,47.405,24,"L",14.746,8.884,63.645,"Class2",74,90.387
75.056,"J",28,51.549,72,"J",60.148,48.611,33.149,"Class1",55,75.281
89.915,"N",44,86.445,14,"Y",84.423,63.694,34.765,"Class3",57,16.807
81.459,"C",50,70.734,32,"R",79.325,63.004,43.703,"Class3",80,60.654
49.267,"G",73,52.402,24,"Y",16.641,12.879,70.113,"Class2",79,76.077
8.638,"A",30,34.618,90,"O",59.297,48.831,33.531,"Class1",24,52.514
83.061,"D",31,76.826,36,"R",77.437,62.404,15.885,"Class3",75,18.778
90.38,"C",42,79.201,29,"Y",74.837,64.16,22.762,"Class3",69,70.604
35.87,"E",72,43.482,33,"E",13.002,17.808,66.319,"Class2",81,76.025
7.602,"A",36,63.254,58,"J",59.657,48.509,33.388,"Class1",42,69.153
41.202,"F",31,49.357,74,"J",60.492,48.734,33.234,"Class1",46,36.994
70.255,"R",NA,30.745,66,"O",59.84,48.463,33.373,"Class1",53,NA
31.779,"J",28,21.456,80,"J",58.422,48.597,33.015,"Class1",36,73.818
69.279,"A",37,42.448,86,"Y",59.144,48.341,33.209,"Class1",49,26.357
10.597,"J",NA,43.807,85,"O",58.986,48.648,33.89,"Class1",59,66.977
86.886,"D",21,66.512,32,"F",75.236,64.522,57.266,"Class3",59,8.83
50.589,"R",43,30.876,81,"B",59.001,48.573,33.34,"Class1",27,61.47
80.117,"D",69,68.215,30,"Y",77.702,62.949,16.379,"Class3",86,97.597
77.348,"F",36,71.689,88,"O",58.554,48.168,33.695,"Class1",32,58.048
14.323,"R",43,9.489,88,"O",56.065,48.449,33.014,"Class1",28,41.656
58.323,"S",68,15.553,26,"L",13.379,17.983,64.476,"Class2",72,85.804
11.44,"F",44,44.326,66,"O",55.929,48.658,33.492,"Class1",34,63.458
13.823,"F",27,83.148,62,"V",58.037,48.524,33.366,"Class1",32,70.879
13.207,"P",39,52.022,58,"J",55.1,48.036,33.477,"Class1",43,58.186
82.075,"P",74,61.406,20,"F",76.176,64.992,16.081,"Class3",80,15.153
39.388,"R",30,51.271,61,"J",56.134,48.047,33.854,"Class1",53,27.489
35.456,"E",NA,54.551,36,"E",11.378,19.211,58.772,"Class2",79,81.222
66.31,"P",42,34.241,81,"B",60.142,48.807,33.251,"Class1",59,45.318
23.735,"F",38,61.857,73,"Y",56.347,48.362,33.413,"Class1",35,52.209
86.386,"Y",71,85.623,17,"M",83.19,64.654,42.976,"Class3",86,39.328
83.322,"N",32,65.961,31,"R",80.984,61.91,19.154,"Class3",86,86.694
50.076,"E",67,81.722,26,"M",14.134,20.993,58.846,"Class2",75,79.57
82.271,"N",67,70.158,25,"F",78.637,63.115,13.823,"Class3",73,39.205
81.746,"Y",30,83.473,32,"O",75.408,65.461,35.288,"Class3",58,48.65
47.905,"G",70,71.059,27,"M",14.474,15.873,77.818,"Class2",79,66.401
85.905,"P",17,66.373,20,"R",83.744,63.813,59.923,"Class3",51,70.265
47.4,"J",41,66.986,63,"B",55.416,48.812,33.562,"Class1",32,75.053
84.412,"D",39,82.682,20,"R",79.913,60.068,33.138,"Class3",50,9.057
18.328,"P",39,34.428,61,"V",56.733,48.91,33.633,"Class1",43,77.889
79.256,"D",35,88.873,28,"F",80.135,64.826,46.128,"Class3",59,90.848
86.597,"P",72,65.98,15,"O",80.04,64.099,33.942,"Class3",60,43.29
90.177,"D",58,83.209,23,"M",68.416,62.415,19.798,"Class3",81,74.472
83.438,"N",67,58.358,28,"Y",78.707,62.042,28.551,"Class3",58,70.408
66.209,"G",71,46.819,27,"X",14.194,16.918,69.416,"Class2",73,91.012
50.769,"E",70,43.568,37,"X",16.766,26.688,78.026,"Class2",78,85.471
65.633,"F",29,61.736,60,"B",60.297,47.858,33.628,"Class1",48,30.915
49.168,"E",67,60.187,26,"L",18.613,21.635,63.265,"Class2",76,83.689
90.409,"N",40,84.012,23,"Y",82.142,61.762,49.129,"Class3",64,28.024
43.521,"J",39,19.447,61,"O",59.883,48.417,33.388,"Class1",57,37.2
40.553,"P",67,86.23,33,"L",15.817,11.94,72.717,"Class2",78,83.065
84.904,"Y",51,66.229,18,"Y",84.664,66.824,25.893,"Class3",62,22.619
35.441,"S",72,35.388,33,"E",19.638,13.641,62.846,"Class2",78,89.717
88.718,"N",15,79.215,20,"F",72.8,63.584,45.292,"Class3",62,86.516
79.113,"D",45,60.437,30,"Y",79.593,64.717,12.555,"Class3",57,31.883
66.823,"P",70,42.802,38,"X",16.939,14.69,77.338,"Class2",75,90.006
38.95,"A",37,59.857,68,"J",58.858,48.157,33.951,"Class1",58,77.165
88.876,"Y",55,60.19,17,"F",78.77,65.414,39.227,"Class3",61,46.352
83.167,"Y",76,80.817,35,"R",78.162,64.796,34.453,"Class3",77,74.922
67.213,"A",26,76.816,75,"Y",59.528,49.005,33.862,"Class1",55,70.927
10.238,"P",30,54.41,87,"O",61.766,48.858,33.808,"Class1",51,68.492
65.336,"R",43,53.081,72,"V",55.975,49.163,33.581,"Class1",37,28.596
38.719,"P",73,53.591,29,"X",11.727,12.56,81.246,"Class2",81,68.342
28.442,"F",33,60.054,64,"O",58.859,48.635,33.476,"Class1",33,53.549
82.575,"N",45,79.074,14,"R",79.558,64.654,59.102,"Class3",70,49.086
38.249,"J",43,36.945,90,"V",55.99,48.099,33.623,"Class1",46,71.533
49.145,"E",68,38.448,25,"X",13.524,9.724,58.969,"Class2",73,90.184
49.374,"T",71,23.283,23,"X",16.209,13.397,81.752,"Class2",77,65.657
85.861,"P",13,77.642,34,"R",81.126,64.727,19.135,"Class3",54,50.506
71.943,"T",68,61.606,38,"E",15.151,22.845,70.727,"Class2",73,76.148
7.272,"P",43,50.298,77,"O",54.58,48.127,33.968,"Class1",50,43.472
21.615,"P",26,52.648,88,"O",56.541,48.622,33.684,"Class1",25,33.885
46.33,"S",69,32.706,34,"L",16.814,10.453,69.072,"Class2",78,86.468
83.382,"D",58,78.648,19,"O",68.931,66.48,34.421,"Class3",56,13.462
36.4,"T",70,61.308,28,"E",18.525,22.192,59.91,"Class2",75,80.003
42.693,"E",68,25.347,25,"L",10.507,17.235,80.507,"Class2",78,75.617
85.549,"C",43,89.648,35,"R",77.57,62.422,59.326,"Class3",63,53.642
37.118,"T",70,58.311,23,"E",13.744,11.772,67.586,"Class2",81,NA
90.831,"P",57,83.794,24,"F",82.386,63.756,42.133,"Class3",56,40.502
41.082,"F",35,68.881,69,"V",55.77,48.077,33.296,"Class1",24,48.136
67.912,"E",70,65.438,35,"X",12.925,13.146,75.304,"Class2",78,72.088
62.091,"P",67,55.595,27,"Y",15.393,23.833,79.933,"Class2",80,67.406
48.907,"F",35,53.904,62,"J",56.302,48.776,33.287,"Class1",29,54.96
59.19,"A",44,53.82,60,"Y",57.789,49.125,33.183,"Class1",34,60.193
48.186,"P",NA,71.779,38,"X",15.205,8.182,70.626,"Class2",73,66.461
41.736,"S",69,108.078,34,"L",16.483,19.872,66.803,"Class2",74,84.198
76.07,"J",42,65.599,73,"B",55.354,48.668,33.07,"Class1",33,48.388
86.007,"C",58,72.604,22,"M",79.707,63.378,27.326,"Class3",44,27.978
25.125,"A",41,52.013,77,"Y",54.678,49.308,33.034,"Class1",38,50.903
52.026,"G",69,67.228,37,"Y",13.666,8.162,65.241,"Class2",79,73.278
79.453,"D",35,75.385,20,"O",77.669,64.802,40.005,"Class3",52,45.518
64.327,"T",69,53.875,38,"M",11.913,14.993,61.077,"Class2",72,77.241
84.169,"Y",67,79.555,36,"F",70.283,62.273,44.897,"Class3",51,66.415
36.91,"P",29,62.922,72,"J",57.028,48.011,33.653,"Class1",55,29.746
83.798,"P",42,69.144,14,"F",79.534,64.339,47.823,"Class3",75,46.626
86.716,"N",51,81.127,25,"O",75.752,66.202,17.01,"Class3",48,87.02
79.33,"P",64,73.583,15,"O",77.737,62.45,54.908,"Class3",70,80.177
64.996,"R",32,47.423,58,"O",55.703,48.791,33.277,"Class1",31,72.126
86.819,"P",43,58,24,"F",85.342,64.479,33.22,"Class3",80,76.974
16.102,"F",NA,82.196,90,"B",54.441,48.186,33.961,"Class1",58,28.971
61.249,"P",67,52.439,27,"L",13.914,5.185,70.266,"Class2",72,76.339
55.042,"J",35,51.392,80,"B",54.732,48.383,33.297,"Class1",48,77.775
81.652,"Y",64,92.469,31,"R",87.218,62.897,24.198,"Class3",50,9.89
80.14,"R",30,43.178,87,"Y",61.596,48.81,33.253,"Class1",45,61.715
17.936,"P",NA,60.191,83,"J",57.027,48.443,33.14,"Class1",40,47.257
47.949,"E",72,71.286,31,"E",15.774,20.186,72.739,"Class2",78,88.728
59.41,"E",68,67.541,27,"L",15.794,20.761,79.22,"Class2",78,79.534
35.304,"E",72,21.306,38,"M",17.16,20.878,76.96,"Class2",72,73.934
37.699,"G",70,93.601,31,"L",14.118,16.095,81.408,"Class2",75,72.706
25.028,"J",41,52.937,85,"V",58.496,48.599,33.885,"Class1",48,74.952
83.474,"C",72,57.166,15,"Y",75.895,62.959,30.085,"Class3",57,98.1
61.861,"E",69,71.439,30,"Y",13.034,13.52,64.873,"Class2",73,79.581
