"W1","Output22","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11"
57,"Class2",89,25.47,68.473,19,51.481,7.525,36.678,40.841,"K","R"
53,"Class2",75,19.724,51.413,10,4.31,30.441,69.039,71.648,"J","Z"
84,"Class5",26,34.063,3.356,56,21.185,81.225,7.867,70.924,"G","L"
43,"Class2",92,17.881,65.23,10,112.321,-3.466,35.284,77.366,"D","N"
64,"Class2",90,26.979,66.872,21,77.09,59.92,65.346,42.415,"P","Z"
79,"Class1",64,16.416,27.335,60,32.515,96.455,29.986,33.927,"L","U"
69,"Class3",62,40.08,18.377,42,12.385,15.771,78.276,51.342,"G","A"
51,"Class3",35,40.147,23.737,NA,17.464,15.465,89.909,29.065,"G","B"
85,"Class5",22,28.912,3.197,63,35.112,84.781,6.962,59.078,"T","D"
60,"Class1",64,11.068,33.194,60,52.519,12.326,26.412,50.677,"Q","W"
48,"Class2",93,20.423,62.153,30,62.96,67.16,44.754,80.817,"D","N"
39,"Class4",19,48.829,57.976,59,51.121,100.947,75.003,75.647,"K","F"
85,"Class5",31,31.057,3.411,55,28.459,80.14,8.251,33.302,"R","Y"
30,"Class4",14,48.705,21.363,54,59.258,53.952,81.224,28.271,"L","T"
57,"Class2",86,26.085,52.555,NA,53.116,46.05,62.455,46.277,"D","E"
39,"Class4",20,48.005,57.315,60,49.771,37.804,78.6,54.304,"I","T"
13,"Class4",25,49.223,49.169,54,50.585,77.476,78.283,70.244,"A","R"
66,"Class2",90,22.69,57.288,16,82.078,37.037,34.67,44.669,"K","E"
84,"Class5",49,34.42,3.893,62,29.971,84.017,6.733,55.202,"R","U"
89,"Class5",31,25.444,3.791,58,47.758,85.55,6.647,72.304,"R","U"
89,"Class5",51,33.117,3.956,59,24.443,84.144,3.331,22.561,"R","L"
21,"Class4",9,49.222,26.202,74,51.201,26.916,80.885,32.623,"A","R"
77,"Class1",65,14.763,44.169,40,75.665,59.5,28.059,47.868,"C","O"
12,"Class1",64,16.177,21.42,NA,83.332,86.478,32.553,44.939,"L","Q"
30,"Class1",65,12.355,25.233,51,64.129,35.639,30.43,40.411,"Q","Q"
54,"Class4",17,48.598,29.917,56,50.814,31.94,81.709,60.963,"L","F"
84,"Class5",40,27.475,3.93,64,28.214,87.291,7.043,26.098,"G","Z"
64,"Class1",64,13.614,26.094,49,26.585,53.023,26.857,53.301,"L","W"
51,"Class4",14,48.667,24.219,66,51.954,77.093,81.803,27.825,"L","M"
79,"Class2",79,12.173,64.749,13,41.616,64.594,40.947,83.93,"D","E"
85,"Class5",36,28.994,3.953,64,23.04,84.847,9.923,58.472,"T","U"
85,"Class5",29,26.845,3.419,58,28.462,92.386,3.263,42.047,"G","Z"
80,"Class2",84,21.876,68.735,13,48.298,50.424,54.381,68.402,"K","Z"
45,"Class4",7,48.91,53.523,74,48.864,59.799,76.165,71.094,"V","Q"
63,"Class3",86,40.229,17.938,47,30.285,17.245,74.606,59.377,"C","J"
82,"Class1",64,16.156,32.624,43,33.729,69.8,29.843,38.954,"L","O"
66,"Class3",40,40.676,26.981,57,21.623,16.77,91.324,21.286,"C","H"
8,"Class1",65,14.47,41.722,NA,67.877,61.51,29.124,55.09,"Q","O"
25,"Class4",27,48.62,33.309,76,46.804,74.111,73.499,34.215,"I","F"
41,"Class4",23,49.061,20.471,72,51.359,81.359,76.604,72.524,"A","M"
47,"Class1",64,16.346,25.101,30,55.85,28.766,28.253,42.535,"L","V"
85,"Class5",28,35.714,3.343,56,25.717,86.174,2.071,45.357,"L","Z"
89,"Class5",56,27.848,3.453,54,47.533,85.068,3.353,37.621,"K","D"
40,"Class4",17,48.287,8.592,70,44.974,91.348,76.022,47.991,"L","R"
34,"Class4",6,47.979,54.768,57,46.351,62.015,83.498,41.58,"K","R"
29,"Class4",22,48.122,33.741,75,42.225,65.587,76.086,80.942,"K","M"
57,"Class3",82,40.466,14.64,43,13.619,16.633,60.022,34.571,"C","J"
47,"Class1",64,12.79,22.053,43,63.903,51.733,32.193,22.156,"C","Q"
55,"Class3",84,NA,13.248,39,36.22,15.75,63.503,59.113,"X","H"
56,"Class3",85,40.034,10.564,42,40.117,18.061,68.937,51.132,"C","A"
41,"Class1",64,18.602,32.533,38,48.045,48.955,26.668,43.646,"Q","O"
85,"Class5",31,NA,3.544,62,35.861,82.802,4.838,46.893,"L","Z"
67,"Class2",88,24.076,53.022,17,53.768,70.124,39.935,81.365,"J","Z"
49,"Class2",79,23.425,65.088,29,118.156,52.449,56.221,56.568,"K","N"
30,"Class2",77,34.449,52.261,9,73.593,39.033,63.569,60.452,"P","G"
89,"Class5",33,22.998,3.395,62,41.77,83.916,8.301,39.427,"R","Z"
64,"Class2",89,30.156,65.574,9,69.658,24.588,38.683,70.841,"M","E"
28,"Class2",83,19.655,63.735,35,99.157,53.698,71.999,73.76,"J","Z"
89,"Class5",34,26.47,3.689,64,49.729,82.551,4.705,55.992,"G","D"
75,"Class1",65,15.489,35.786,31,100.185,28.807,29.744,50.901,"E","V"
90,"Class5",24,30.431,3.034,58,30.323,83.304,7.264,51.599,"L","Z"
63,"Class3",45,40.011,23.444,57,33.228,17.289,60.567,23.053,"C","A"
13,"Class1",64,13.593,35.448,69,81.923,35.759,30.318,42.496,"E","Q"
27,"Class4",27,NA,42.889,73,46.605,22.402,79.939,59.884,"A","R"
33,"Class1",64,17.046,53.304,48,22.748,55.771,29.254,53.96,"L","O"
86,"Class5",48,32.078,3.61,64,50.357,79.09,1.066,54.236,"R","L"
84,"Class2",81,16.012,64.688,14,47.833,19.979,36.704,42.155,"D","N"
85,"Class5",28,29.185,3.962,59,42.143,89.892,5.309,70.144,"L","Y"
59,"Class3",48,40.426,9.979,58,32.53,12.807,78.46,19.624,"X","J"
78,"Class1",64,16.153,46.304,51,70.488,0.17,27.737,27.871,"E","O"
74,"Class3",36,40.304,22.672,39,19.066,16.127,79.02,24.092,"U","H"
52,"Class3",59,40.003,19.718,49,35.001,14.039,90.495,45.561,"I","A"
47,"Class2",82,25.453,64.716,32,74.295,1.008,66.831,83.506,"M","R"
81,"Class2",90,30.677,68.018,15,67.377,31.496,42.976,35.936,"D","Z"
28,"Class2",88,30.966,68.279,29,40.686,30.388,50.976,40.785,"M","R"
60,"Class1",65,10.97,47.027,57,46.437,1.401,26.484,21.152,"Q","U"
90,"Class5",29,NA,3.794,59,24.841,86.668,8.049,55.86,"R","D"
35,"Class4",23,47.879,14.875,73,45.939,52.25,73.283,64.885,"A","M"
57,"Class3",38,40.715,19.961,49,8.387,17.042,53.347,31.168,"C","J"
36,"Class1",64,15.916,30.185,29,90.986,59.634,31.359,28.26,"E","U"
87,"Class5",34,34.419,3.975,59,44.989,85.836,1.755,68.514,"R","L"
38,"Class2",81,21.927,52.394,35,20.781,39.962,46.327,54.778,"M","E"
84,"Class2",81,26.179,62.161,23,-23.078,68.652,40.888,57.87,"M","Z"
84,"Class5",44,25.303,3.957,59,52.469,86.394,9.073,30.439,"G","D"
85,"Class5",28,24.607,3.655,NA,32.68,95.242,8.174,65.29,"R","U"
30,"Class1",65,15.956,48.7,47,74.838,60.973,27.839,39.068,"E","U"
48,"Class4",22,48.889,56.178,67,53.932,47.062,76.994,28.414,"V","R"
50,"Class4",26,48.218,8.229,59,54.468,36.769,82.078,33.067,"A","R"
84,"Class5",33,28.58,3.698,NA,22.683,87.413,4.489,53.518,"K","U"
87,"Class5",50,24.12,3.168,59,19.38,82.126,8.66,63.308,"L","Z"
28,"Class2",90,18.822,72.612,23,35.27,34.268,54.644,33.074,"M","G"
55,"Class3",36,40.672,14.87,47,15.668,15.806,88.934,20.084,"C","J"
85,"Class5",35,29.674,3.926,63,48.094,88.136,4.688,22.402,"L","Y"
85,"Class5",23,30.042,3.265,56,48.029,89.564,9.976,24.358,"R","D"
43,"Class2",88,23.732,69.307,14,21.181,-2.3,37.691,42.872,"M","Z"
12,"Class4",16,48.685,52.729,63,48.831,76.521,85.178,40.42,"I","R"
57,"Class1",65,15.739,44.362,37,64.389,51.39,30.993,26.101,"C","Q"
36,"Class4",19,NA,51.898,67,55.6,53.511,73.577,69.8,"K","T"
82,"Class1",65,15.077,53.54,34,53.624,24.265,26.438,44.617,"L","Q"
35,"Class1",64,12.726,57.019,28,66.343,47.417,30.484,32.251,"J","O"
22,"Class1",64,17.401,48.98,32,25.632,26.394,27.992,40.254,"J","V"
79,"Class2",87,25.154,71.927,17,39.844,30.685,40.736,47.128,"J","Z"
49,"Class3",38,40.305,20.762,58,15.261,16.38,69.802,54.556,"U","A"
27,"Class4",13,48.678,58.721,NA,44.827,68.85,80.626,30.696,"V","T"
86,"Class1",65,16.752,25.766,37,54.895,35.868,28.586,52.586,"L","V"
55,"Class3",36,40.887,23.885,40,10.752,17.855,63.427,53.589,"X","A"
49,"Class3",63,40.644,25.519,58,36.672,13.249,86.946,28.428,"I","B"
62,"Class3",66,40.54,17.597,49,41.621,15.888,58.231,17.605,"U","L"
15,"Class4",20,48.032,28.699,72,51.625,84.646,78.117,29.43,"K","Q"
29,"Class4",23,48.91,26.524,NA,44.874,35.963,80.974,54.384,"A","Q"
18,"Class4",19,48.205,27.621,64,47.374,87.97,81.135,30.986,"K","F"
90,"Class5",30,33.887,3.856,55,40.081,81.952,5.049,22.297,"K","Y"
84,"Class5",26,26.439,3.037,56,41.889,86.125,5.276,31.31,"K","U"
84,"Class2",90,18.128,53.577,16,20.494,33.742,64.656,56.381,"P","G"
71,"Class3",70,41.048,24.832,43,15.44,17.209,64.835,56.564,"I","H"
89,"Class5",41,28.117,3.128,58,48.043,91.337,7.293,55.602,"K","Y"
56,"Class1",64,16.308,45.946,65,84.163,61.595,29.956,52.853,"L","Q"
86,"Class5",47,27.307,3.243,57,55.285,81.581,5.368,61.565,"K","Y"
59,"Class2",90,26.254,67.002,24,25.828,65.833,65.565,63.813,"K","Z"
87,"Class5",21,24.094,3.326,58,37.371,88.115,6.916,44.351,"K","Z"
39,"Class1",64,12.605,46.729,67,89.25,15.167,28.203,26.22,"E","O"
70,"Class2",93,36.292,55.618,29,54.455,12.582,57.875,85.455,"P","Z"
48,"Class4",10,48.377,30.35,70,55.977,86.552,79.034,67.327,"K","F"
62,"Class3",38,40.546,9.535,40,30.674,17.006,86.196,24.558,"G","B"
85,"Class5",39,28.043,3.295,54,37.639,82.756,10.298,58.307,"K","U"
35,"Class2",82,26.099,59.525,30,5.67,36.33,60.877,43.619,"D","N"
85,"Class5",47,25.539,3.7,54,20.973,79.766,10.123,72.073,"T","Z"
56,"Class2",85,29.78,72.099,26,123.007,12.669,64.341,84.564,"M","Z"
75,"Class1",64,15.821,55.615,70,84.782,14.459,26.494,30.652,"Q","O"
53,"Class3",87,40.607,20.757,52,30.076,16.643,88.254,41.001,"C","B"
55,"Class3",40,40.573,16.263,49,12.34,15.064,84.651,49.243,"X","L"
77,"Class3",62,40.411,14.745,39,2.871,17.224,74.35,17.928,"X","L"
78,"Class2",80,22.99,56.712,10,73.189,79.563,50.669,44.323,"D","N"
14,"Class4",17,48.693,44.518,72,50.303,64.571,73.809,70.247,"I","T"
85,"Class5",35,24.88,3.132,54,47.37,84.818,2.4,36.551,"L","Y"
49,"Class3",77,NA,21.497,NA,55.351,17.093,91.419,31.937,"C","J"
46,"Class4",6,48.628,16.184,76,57.196,37.954,84.926,59.835,"A","R"
74,"Class2",89,20.116,56.246,26,56.293,-6.172,54.689,77.6,"J","E"
30,"Class2",80,29.452,55.338,33,108.643,74.759,60.925,57.464,"P","N"
38,"Class4",7,48.388,30.057,70,56.64,30.769,81.696,71.372,"I","M"
38,"Class2",83,17.753,70.668,11,86.53,65.637,65.528,40.939,"D","G"
32,"Class4",26,48.897,12.133,65,57.681,58.422,81.255,37.697,"K","T"
56,"Class3",88,40.509,19.849,40,4.374,16.6,88.551,45.012,"G","J"
87,"Class5",24,26.065,3.766,62,48.339,81.976,7.694,40.041,"K","D"
24,"Class4",14,48.249,13.836,74,53.45,52.736,81.057,51.037,"K","R"
41,"Class2",84,33.43,56.406,17,81.086,31.523,66.099,78.356,"J","Z"
73,"Class1",64,14.062,45.985,44,44.529,1.079,28.91,27.667,"C","O"
57,"Class2",76,21.779,72.446,34,56.762,37.503,54.364,66.093,"K","N"
84,"Class5",23,30.328,3.277,53,19.187,85.912,10.05,23.415,"T","Z"
60,"Class1",65,14.067,57.047,62,86.046,45.645,27.953,45.693,"J","W"
10,"Class1",64,15.071,29.046,54,48.821,58.595,27.117,47.306,"C","O"
70,"Class3",73,40.031,15.975,45,27.373,16.345,53.95,51.166,"U","J"
30,"Class4",6,48.164,49.955,56,48.118,68.43,73.239,26.808,"K","R"
57,"Class1",65,13.803,54.213,66,64.132,50.063,29.188,26.563,"J","U"
67,"Class3",71,40.693,16.831,44,34.367,15.034,65.747,49.269,"X","B"
20,"Class4",13,48.361,18.638,76,55.392,64.131,85.64,64.741,"V","M"
70,"Class3",57,40.133,12.093,47,39.253,13.954,54.802,33.718,"X","J"
38,"Class4",20,48.988,12.773,70,50.17,63.324,84.39,76.487,"V","F"
76,"Class1",65,17.117,36.526,60,38.016,43.349,27.088,45.108,"E","U"
41,"Class4",18,NA,55.133,59,45.771,80.024,73.428,42.869,"V","Q"
60,"Class1",65,15.553,40.341,32,53.448,-1.403,30.543,30.124,"E","V"
55,"Class4",17,48.605,58.861,64,47.248,57.202,80.99,41.087,"A","F"
59,"Class3",55,40.345,21.869,59,28.72,16.326,57.576,17.646,"X","H"
59,"Class3",67,40.265,26.273,55,22.658,15.976,53.051,54.996,"G","B"
40,"Class4",12,48.626,26.677,53,58.642,21.642,78.827,48.477,"K","Q"
76,"Class3",88,40.632,17.666,46,31.904,17.25,81.737,22.358,"I","A"
86,"Class5",50,23.566,3.827,64,28.927,85.304,1.361,64.826,"K","Y"
63,"Class2",76,37.383,66.635,25,58.378,32.498,57.514,72.949,"K","N"
89,"Class5",25,20.187,3.368,63,37.125,80.047,9.989,23.39,"G","U"
87,"Class5",35,28.329,3.518,54,40.189,82.206,8.344,63.918,"G","D"
48,"Class2",86,27.545,51.65,11,43.16,18.168,38.041,64.025,"P","Z"
36,"Class4",9,48.187,39.215,65,57.211,45.113,76.017,51.331,"L","T"
89,"Class5",32,20.537,3.555,55,41.965,81.497,6.014,37.733,"L","U"
67,"Class3",90,40.267,17.23,56,27.588,19.742,76.909,46.364,"G","A"
45,"Class2",83,30.011,56.682,33,120.738,49.17,35.84,61.968,"M","E"
46,"Class4",6,48.369,10.669,69,47.144,66.543,81.273,64.971,"K","M"
90,"Class5",45,28.777,3.191,53,38.845,81.337,6.216,54.965,"T","Y"
11,"Class1",65,12.292,39.365,68,95.159,55.349,30.282,35.31,"L","W"
51,"Class2",90,NA,59.171,22,56.461,40.815,67.299,61.604,"D","R"
38,"Class2",80,29.412,73.674,28,72.246,72.698,70.481,63.657,"J","E"
72,"Class2",81,38.816,58.225,10,122.504,80.469,34.666,77.174,"K","Z"
73,"Class1",65,17.12,52.465,NA,12.674,84.222,31.687,48.209,"J","U"
57,"Class3",54,40.78,7.392,NA,17.023,13.884,78.488,36.134,"C","B"
17,"Class1",65,NA,53.451,60,41.886,21.57,26.156,54.557,"Q","O"
79,"Class1",64,18.862,45.854,52,51.716,37.336,26.193,49.411,"E","W"
57,"Class3",68,40.972,12.711,41,27.042,17.846,77.635,50.35,"U","B"
69,"Class3",83,40.431,22.957,47,33.21,17.174,69.102,54.743,"C","B"
88,"Class5",19,NA,3.254,54,43.782,86.78,2.986,69.054,"L","Z"
18,"Class1",64,NA,52.138,32,26.979,-13.523,29.736,38.404,"E","O"
85,"Class5",18,30.649,3.131,55,28.802,84.388,8.824,60.75,"R","Z"
86,"Class5",51,26.68,3.293,56,21.92,84.18,8.18,67.367,"L","Z"
55,"Class3",28,40.755,7.727,47,13.671,14.049,54.43,38.783,"I","A"
42,"Class1",65,14.073,57.257,53,36.063,51.474,28.594,25.088,"Q","V"
49,"Class1",65,15.59,53.644,53,58.181,40.371,31.99,53.551,"J","O"
88,"Class5",39,27.583,3.61,57,58.563,88.181,8.329,39.513,"L","L"
67,"Class2",89,22.983,49.049,10,50.854,34.68,49.111,52.281,"M","G"
59,"Class1",65,14.004,30.738,63,61.585,8.104,30.952,53.809,"J","U"
85,"Class5",37,25.917,3.469,62,29.287,88.926,1.961,39.422,"G","L"
89,"Class5",21,27.104,3.723,64,38.171,88.122,4.121,69.38,"T","U"
73,"Class3",70,40.336,21.367,41,25.544,15.611,55.796,53.515,"G","H"
18,"Class1",64,17.645,51.293,65,67.374,35.28,31.808,50.768,"C","U"
64,"Class2",74,NA,70.261,18,48.24,27.107,65.222,43.476,"K","N"
88,"Class5",22,21.321,3.843,56,20.839,85.023,5.844,49.897,"T","D"
52,"Class4",26,48.606,32.48,67,58.243,82.793,83.259,61.76,"V","Q"
59,"Class2",90,22.32,76.831,13,32.368,23.919,42.567,70.42,"M","G"
58,"Class3",30,40.477,16.636,50,23.02,16.451,82.342,36.404,"X","L"
88,"Class5",29,28.407,3.741,60,24.342,90.025,6.738,55.615,"T","L"
50,"Class3",80,39.88,25.594,52,18.714,16.763,82.783,29.803,"G","L"
37,"Class2",93,33.648,67.644,25,74.532,35.645,57.067,86.758,"K","N"
49,"Class4",9,48.315,8.221,75,50.164,51.602,75.032,60.469,"I","F"
20,"Class4",19,48.816,34.783,76,50.939,31.813,85.046,67.149,"I","T"
80,"Class1",64,14.314,39.133,67,67.934,39.173,27.647,45.671,"Q","W"
66,"Class2",91,28.558,69.275,17,97.47,60.898,38.603,47.251,"D","R"
55,"Class4",26,48.49,40.504,NA,52.431,68.08,78.272,59.759,"K","M"
81,"Class1",65,14.383,27.069,54,84.553,104.102,31.443,53.224,"J","W"
84,"Class5",56,26.673,3.507,60,53.817,86.299,8.712,22.574,"G","D"
85,"Class5",52,30.315,3.143,55,32.136,84.759,5.825,27.963,"R","Y"
31,"Class2",90,18.717,71.939,20,44.076,14.258,66.298,51.124,"D","E"
32,"Class4",15,NA,9.094,61,53.667,60.379,77.846,70.536,"K","T"
56,"Class1",65,12.334,51.468,56,41.234,55.791,31.106,32.955,"E","V"
67,"Class3",39,40.661,16.865,41,48.892,15.626,89.105,50.443,"X","B"
73,"Class3",52,40.596,18.875,39,32.526,14.51,52.276,47.176,"C","A"
88,"Class5",38,30.088,3.885,54,34.195,82.839,10.248,54.123,"G","Z"
83,"Class2",77,29.347,68.161,34,50.713,31.443,47.111,84.541,"M","E"
63,"Class1",65,14.355,43.335,NA,61.58,68.565,28.195,58.417,"J","O"
79,"Class1",64,17.019,47.821,56,83.711,59.481,27.201,24.953,"E","O"
27,"Class2",90,27.075,60.076,34,37.208,17.5,50.28,61.499,"D","R"
47,"Class4",8,48.624,29.331,56,41.46,37.963,77.968,28.74,"K","Q"
86,"Class5",52,28.701,3.071,55,39.994,86.148,6.57,65.59,"L","Y"
87,"Class5",37,29.836,3.803,NA,32.037,84.373,9.093,27.678,"G","D"
81,"Class1",64,17.564,31.215,67,82.303,103.735,31.755,52.511,"Q","U"
87,"Class5",35,24.658,3.105,64,56.795,83.864,3.666,25.544,"T","L"
87,"Class5",49,NA,3.052,54,43.278,90.741,9.608,71.879,"G","Y"
18,"Class4",10,48.257,15.592,63,61.146,47.471,74.627,31.801,"I","M"
23,"Class4",21,48.853,32.792,63,51.009,96.431,81.454,64.837,"L","M"
88,"Class5",55,24.828,3.303,57,22.417,82.824,3.721,69.886,"T","Y"
12,"Class4",7,48.733,13.665,70,54.203,59.165,73.105,62.154,"L","T"
48,"Class4",13,48.302,23.223,52,60.834,21.147,75.475,34.444,"I","M"
90,"Class5",35,24.882,3.76,61,23.448,81.991,8.579,72.305,"G","U"
67,"Class2",80,27.554,57.607,24,103.606,36.663,67.529,85.516,"P","G"
57,"Class3",76,40.413,12.544,39,10.522,14.206,84.414,31.741,"I","A"
44,"Class4",17,48.713,41.619,76,57.858,59.559,78.735,66.848,"L","M"
33,"Class2",74,19.595,50.124,37,87.492,19.199,34.113,65.406,"K","G"
52,"Class2",85,23.372,75.733,NA,11.659,51.678,43.218,65.388,"J","G"
50,"Class3",54,NA,10.7,48,0.422,16.544,79.991,30.684,"I","L"
49,"Class1",65,16.764,43.522,52,36.728,51.08,31.031,50.35,"L","W"
36,"Class4",20,48.588,36.117,55,49.903,88.028,84.808,78.214,"A","F"
61,"Class3",74,40.684,26.961,59,29.733,14.713,63.314,53.014,"C","H"
63,"Class1",65,17.936,50.284,67,34.385,57.361,28.02,48.447,"Q","W"
86,"Class5",53,26.605,3.505,58,47.398,86.252,5.885,51.847,"T","D"
28,"Class4",13,NA,47.455,68,49.939,73.847,75.148,35.847,"L","R"
50,"Class4",15,48.88,12.132,74,48.157,54.66,79.112,72.261,"K","M"
40,"Class4",21,48.091,35.491,74,49.312,51.473,83.099,62.895,"A","Q"
11,"Class1",65,16.044,55.648,55,38.848,69.706,29.968,34.789,"C","W"
81,"Class2",74,21.046,59.408,37,62.239,51.987,69.808,41.46,"D","R"
68,"Class1",64,16.16,43.147,29,55.453,37.908,30.437,36.975,"E","V"
47,"Class1",64,17.2,24.578,64,21.932,74.727,30.651,49.331,"E","Q"
31,"Class4",20,48.187,16.971,62,56.304,72.817,79.506,66.099,"L","Q"
64,"Class3",59,40.447,17.707,55,36.738,15.401,78.533,46.074,"U","H"
77,"Class3",39,40.603,16.354,56,36.418,16.438,87.26,60.302,"U","B"
60,"Class3",90,40.89,18.171,53,11.891,14.153,72.764,27.846,"G","B"
89,"Class5",37,30.844,3.246,53,40.508,74.011,4.738,45.184,"R","Y"
86,"Class1",65,15.734,48.192,29,72.013,69.642,27.411,23.431,"Q","O"
12,"Class4",14,48.702,51.591,66,50.311,107.327,82.013,62.094,"I","R"
41,"Class1",64,15.514,33.101,60,59.209,26.873,26.693,28.999,"Q","W"
14,"Class4",27,47.806,41.452,63,55.854,32.369,80.531,77.882,"K","R"
75,"Class2",91,31.434,64.601,22,68.839,23.097,44.393,60.488,"J","E"
70,"Class3",54,40.877,24.232,57,18.769,16.751,89.942,28.023,"I","H"
35,"Class2",79,15.014,77.527,20,43.131,56.924,65.17,57.466,"J","Z"
28,"Class2",76,17.623,73.178,17,36.547,19.972,48.698,38.808,"D","R"
68,"Class3",50,40.473,23.077,49,15.84,17.03,64.442,39.411,"I","B"
84,"Class5",23,25.502,3.256,54,25.601,86.119,3.994,64.505,"R","L"
68,"Class1",64,17.117,45.459,54,85.212,30.008,30.072,48.906,"C","U"
10,"Class4",12,49.092,34.678,52,51.319,34.222,84.863,31.179,"A","R"
43,"Class4",24,48.488,43.88,63,53.723,79.208,82.907,57.695,"I","M"
74,"Class2",81,NA,66.744,36,55.743,60.622,54.768,76.652,"K","R"
65,"Class3",76,40.849,13.753,55,47.375,18.326,83.987,52.715,"X","H"
84,"Class2",87,22.154,53.735,23,81.702,42.353,50.751,33.449,"D","E"
73,"Class1",65,10.077,33.564,44,97.043,54.605,29.407,24.901,"Q","U"
78,"Class1",65,18.088,26.6,44,56.126,-2.998,31.616,45.555,"E","U"
10,"Class1",64,16.913,23.12,55,57.032,66.924,26.922,40.197,"J","W"
54,"Class3",72,40.335,19.744,NA,19.731,15.792,83.819,18.628,"U","A"
76,"Class3",80,40.222,22.39,55,-2.294,14.728,76.4,42.733,"C","L"
85,"Class2",88,33.989,51.727,26,52.379,47.403,70.904,74.562,"M","E"
12,"Class4",18,NA,15.245,63,48.458,100.123,85.268,27.353,"I","R"
73,"Class2",85,25.017,69.291,21,99.308,43.829,50.029,80.734,"M","E"
33,"Class2",75,17.374,66.399,10,15.029,18.137,38.508,34.418,"M","E"
10,"Class1",64,14.71,43.509,32,40.187,39.612,27.131,34.621,"L","W"
89,"Class5",27,29.707,3.29,59,40.439,82.86,10.72,41.224,"K","Y"
15,"Class4",11,48.308,36.251,74,47.568,53.096,84.864,56.729,"V","R"
66,"Class2",85,27.814,57.549,22,63.113,44.25,44.933,39.312,"J","E"
88,"Class5",53,28.492,3.567,63,48.293,82.332,3.93,71.044,"L","D"
19,"Class1",65,12.075,53.484,55,70.203,44.542,27.378,56.531,"C","U"
35,"Class2",80,13.913,64.586,30,105.424,8.553,38.41,78.963,"K","R"
85,"Class5",50,29.502,3.114,53,24.976,84.848,7.361,41.074,"K","L"
65,"Class2",93,31.96,68.88,37,28.208,56.605,65.528,58.257,"K","G"
69,"Class3",75,40.473,22.951,NA,-12.938,19.759,64.462,30.059,"C","H"
83,"Class2",75,19.821,49.295,9,12.189,42.553,45.871,47.982,"M","N"
69,"Class3",34,40.809,26.628,46,17.105,17.253,78.473,20.828,"C","A"
90,"Class5",56,32.292,3.531,59,53.376,90.246,8.332,26.718,"G","U"
85,"Class5",51,26.571,3.773,53,43.339,90.96,3.66,43.199,"L","Y"
63,"Class1",64,19.787,30.756,69,57.229,42.168,26.208,36.1,"C","U"
58,"Class1",65,12.276,28.88,33,37.445,-27.232,27.268,49.129,"Q","U"
29,"Class4",27,48.669,29.967,54,54.478,73.523,83.961,45.444,"K","F"
7,"Class4",10,48.761,60.211,55,52.386,105.985,79.714,53.787,"L","T"
21,"Class1",64,12.115,31.978,55,61.222,60.371,31.224,56.171,"J","Q"
67,"Class1",64,13.064,25.373,59,22.389,64.573,32.427,49.502,"L","O"
62,"Class3",69,40.311,11.135,45,7.887,17.343,76.414,49.811,"C","A"
85,"Class5",52,27.715,3.434,57,24.176,78.196,1.067,59.554,"R","Z"
48,"Class4",23,48.777,42.517,53,51.073,58.834,78.771,44.717,"L","F"
29,"Class1",64,15.244,37.871,61,45.968,51.538,27.566,48.891,"C","U"
53,"Class3",54,40.194,16.478,57,44.516,16.284,65.16,44.425,"X","A"
78,"Class1",64,12.802,33.034,52,75.584,28.895,28.187,47.163,"C","U"
25,"Class4",6,48.586,28.214,72,53.813,73.437,84.617,59.555,"K","M"
27,"Class4",15,49.06,46.152,61,48.208,75.921,83.101,45.174,"K","T"
22,"Class4",6,49.215,35.48,62,51.652,83.404,75.437,42.253,"I","R"
50,"Class3",81,40.839,8.902,52,18.209,18.286,78.821,41.496,"C","J"
31,"Class4",15,49.072,34.702,64,57.246,47.769,81.439,58.266,"A","M"
25,"Class4",15,48.722,45.184,71,56.022,62.823,83.879,58.195,"A","R"
50,"Class3",52,40.557,19.988,60,42.6,15.365,70.433,20.672,"U","B"
29,"Class1",64,15.227,29.705,49,53.719,53.574,27.557,38.061,"C","U"
19,"Class4",8,48.835,8.949,61,57.552,43.667,79.828,26.694,"K","F"
85,"Class5",29,27.388,3.777,53,26.818,80.83,10.802,56.841,"K","D"
50,"Class3",55,40.338,17.582,41,4.467,15.865,79.726,45.75,"C","L"
34,"Class4",21,48.178,28.182,71,49.714,91.314,77.089,61.047,"L","F"
54,"Class3",30,40.764,23.544,49,7.106,17.641,71.932,38.573,"I","A"
