"Q1","Q2","Q3","Output16","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11"
4.58,"R",62,"Class2",50,90.585,60,70.431,"Y",0.116,53.737,40.086
2.847,"U",53,"Class2",26,89.739,29,47.969,"Y",0.33,53.538,91.404
79.517,"K",53,"Class1",95,62.303,83,44.923,"C",15.152,7.667,17.253
35.583,"J",60,"Class1",94,66.477,90,33.874,"O",15.486,30.333,61.285
6.146,"Q",57,"Class2",28,91.731,53,42.619,"Q",1.6,52.57,61.036
45.923,"J",50,"Class1",95,53.062,89,46.449,"Y",15.453,30.167,32.712
14.869,"D",53,"Class1",94,51.942,90,38.051,"I",15.115,18.754,15.991
55.37,"N",49,"Class1",94,76.51,87,40.219,"C",15.451,26.61,55.884
5.518,"S",61,"Class2",44,91.184,40,38.293,"P",0.277,53.225,66.865
72.788,"J",61,"Class1",93,64.147,95,32.598,"Y",15.76,26.792,68.751
94.318,"K",52,"Class1",93,81.795,98,35.834,"O",15.615,32.701,62.901
53.02,"J",62,"Class1",94,48.201,94,52.211,"I",15.877,4.916,41.934
12.442,"S",59,"Class2",50,94.612,52,59.139,"Y",0.866,53.699,54.163
2.474,"Q",53,"Class2",53,89.539,38,43.665,"Y",1.93,53.242,52.103
11.017,"S",53,"Class2",24,94.986,49,56.617,"M",0.959,53.445,74.52
96.234,"N",NA,"Class1",95,62.427,97,40.823,"Z",15.082,27.507,17.189
43.778,"N",56,"Class1",93,57.561,82,43.319,"O",15.943,30.485,26.741
93.563,"J",47,"Class1",95,51.523,83,43.988,"Y",15.919,18.54,21.667
71.33,"J",NA,"Class1",95,48.753,73,44.163,"C",15.466,28.607,68.197
74.018,"D",50,"Class1",95,64.541,94,33.919,"O",15.555,42.17,51.203
0.16,"S",59,"Class2",48,95.923,71,60.512,"Q",0.438,53.31,43.239
12.914,"U",63,"Class2",23,93.858,90,38.946,"M",1.388,53.451,70.824
1.285,"S",54,"Class2",38,92.585,88,47.813,"Q",0.299,53.671,70.378
1.53,"Q",62,"Class2",24,95.754,34,37.093,"Q",0.884,53.735,57.796
72.492,NA,52,"Class1",94,60.498,83,35.6,"O",15.71,21.073,23.593
3.229,"R",53,"Class2",22,95.488,79,54.567,"P",0.854,53.665,50.041
0.733,"R",59,"Class2",47,93.092,88,50.555,"Y",0.942,54.068,64.513
10.297,"Q",56,"Class2",23,94.213,64,53.863,"C",0.732,53.19,40.041
55.39,"N",60,"Class1",94,68.18,77,44.035,"O",15.952,15.005,23.468
64.301,"K",60,"Class1",95,74.137,74,23.84,"I",15.917,27.727,39.634
7.178,"R",56,"Class2",47,91.618,73,41.293,"Q",1.908,53.694,90.865
13.901,"Q",63,"Class2",36,92.726,78,28.063,"Y",1.758,53.772,73.156
56.811,"N",56,"Class1",93,77.845,86,35.982,"I",15.755,27.695,55.193
3.363,"S",56,"Class2",24,96.172,57,66.64,"Y",1.561,53.048,85.55
45.506,"K",58,"Class1",95,68.072,84,43.333,"Y",15.172,4.718,28.112
65.655,"N",61,"Class1",95,68.392,83,49.794,"Z",15.746,24.364,31.032
12.501,"U",63,"Class2",36,94.598,47,63.145,"M",0.672,54.345,93.741
41.986,"Q",54,"Class1",94,56.776,90,44.08,"O",15.824,4.564,65.466
9.236,"S",58,"Class2",45,94.311,31,37.106,"C",1.965,53.414,55.582
8.019,"R",60,"Class2",44,95.022,54,45.819,"M",1.197,53.508,96.893
5.43,"S",60,"Class2",49,98.59,69,29.88,"C",1.376,53.878,92.95
79.982,"D",NA,"Class1",95,54.114,83,35.351,"C",15.206,37.738,14.574
11.905,"R",61,"Class2",22,92.897,73,39.554,"M",0.721,53.428,67.476
64.253,"Q",46,"Class1",95,65.066,83,50.359,"C",15.23,25.113,55.106
16.075,"J",47,"Class1",94,60.4,94,50.824,"Z",15.853,34.773,13.57
3.458,"R",54,"Class2",49,96.234,71,37.805,"C",1.12,53.38,94.381
0.992,"Q",64,"Class2",50,93.362,55,45.376,"C",1.175,54.387,48.302
36.123,"Q",55,"Class1",94,58.419,79,53.486,"Z",15.424,35.481,14.391
74.958,"D",54,"Class1",94,62.067,93,52.989,"I",15.703,32.829,51.537
1.174,"Q",55,"Class2",36,94.065,35,51.761,"C",0.191,53.357,51.573
10.248,"R",59,"Class2",31,95.981,50,55.36,"C",0.424,53.661,42.379
45.452,"N",58,"Class1",95,56.81,84,53.684,"C",15.922,27.429,73.955
12.767,"Q",57,"Class2",44,91.653,60,75.461,"M",1.732,53.465,62.656
58.679,"K",55,"Class1",95,54.66,74,31.117,"Z",15.639,39.177,56.601
31.999,NA,45,"Class1",93,65.068,87,37.132,"Y",15.912,8.707,60.422
57.826,"N",58,"Class1",93,78.807,84,46.202,"C",15.083,33.206,18.507
12.108,"X",58,"Class2",51,93.43,86,49.846,"Q",1.941,52.912,83.258
13.533,"R",62,"Class2",50,92.27,55,52.693,"P",0.442,53.317,79.461
1.904,"X",54,"Class2",22,93.305,31,39.969,"P",1.652,53.5,43.449
9.352,"S",63,"Class2",45,94.697,70,42.007,"Q",1.854,53.584,76.813
83.427,"D",55,"Class1",93,60.518,81,42.717,"I",15.299,25.376,53.388
6.873,"U",58,"Class2",41,98.209,30,44.969,"C",0.134,52.845,86.138
1.174,"U",58,"Class2",46,92.835,89,51,"Q",1.197,53.826,57.233
12.779,"U",63,"Class2",44,96.283,90,32.064,"P",1.512,53.615,92.884
88.605,"Q",62,"Class1",93,69.292,77,35.744,"C",15.854,7.554,3.312
1.991,"U",64,"Class2",54,92.898,70,35.583,"Q",0.41,52.679,55.291
3.383,"X",55,"Class2",40,90.427,58,41.963,"M",1.98,53.582,94.227
30.824,"Q",57,"Class1",95,68.226,80,43.81,"C",15.137,20.745,12.566
60.57,"N",61,"Class1",93,50.515,87,31.563,"C",15.867,39.995,72.331
90.644,"N",48,"Class1",93,57.301,76,32.696,"C",15.726,16.98,45.872
84.714,"N",NA,"Class1",93,77.118,82,44.721,"Z",15.433,7.781,68.527
10.084,"Q",54,"Class2",46,91.613,62,29.864,"Y",0.27,53.236,77.056
6.97,"X",59,"Class2",31,96.938,46,40.767,"Y",0.522,53.629,68.578
11.672,"Q",55,"Class2",32,92.782,33,72.153,"C",0.909,52.928,53.118
2.247,"Q",54,"Class2",52,94.259,45,53.002,"C",1.716,53.625,87.674
84.301,"K",57,"Class1",95,62.396,98,38.264,"Y",15.743,26.411,51.719
76.13,"D",54,"Class1",94,56.857,92,44.822,"C",15.645,9.943,5.893
28.528,"J",55,"Class1",95,57.232,93,37.372,"I",15.006,30.389,70.319
13.35,"X",55,"Class2",23,94.127,42,49.96,"M",1.8,53.599,90.533
77.449,"J",58,"Class1",94,67.817,85,47.052,"C",15.542,13.944,15.835
0.106,NA,59,"Class2",45,92.739,83,57.523,"M",1.242,52.861,77.722
72.393,"J",59,"Class1",93,45.19,96,41.325,"I",15.018,7.986,29.859
57.918,"N",59,"Class1",94,67.245,76,54.388,"C",15.702,6.661,40.562
2.989,"S",54,"Class2",47,92.761,69,37.731,"C",0.769,53.318,74.231
69.622,"N",NA,"Class1",93,59.16,88,40.861,"O",15.637,26.007,44.438
83.005,"D",62,"Class1",94,63.602,76,53.782,"O",15.811,32.893,56.765
0.567,"Q",63,"Class2",35,97.772,56,42.648,"Y",0.764,53.84,86.738
52.644,"D",53,"Class1",93,61.62,97,50.408,"Z",15.019,32.236,64.657
30.827,"J",48,"Class1",95,54.659,88,40.837,"O",15.04,18.041,64.858
55.423,"J",61,"Class1",95,65.697,80,46.809,"O",15.747,27.458,53.958
61.985,"K",NA,"Class1",94,67.301,81,49.59,"I",15.425,20.888,26.765
8.198,"Q",64,"Class2",22,97.314,60,54.278,"Q",0.564,53.012,67.24
60.181,"N",52,"Class1",94,68.052,83,37.251,"C",15.517,38.003,65.512
0.086,"X",64,"Class2",30,94.951,33,44.21,"Q",0.61,53.765,49.56
4.213,"S",54,"Class2",51,96.03,56,45.037,"Q",0.287,53.632,71.075
81.07,"K",50,"Class1",93,58.081,73,38.295,"I",15.027,15.081,75.905
62.397,"K",55,"Class1",93,64.122,74,38.243,"Y",15.922,20.878,17.122
58.727,"J",58,"Class1",93,64.502,81,43.948,"Y",15.005,15.926,17.463
7.058,NA,58,"Class2",46,96.253,51,51.406,"P",0.48,53.195,76.67
8.028,NA,53,"Class2",27,91.102,38,58.606,"Y",1.272,53.655,53.379
10.114,"Q",55,"Class1",93,61.685,87,39.887,"Y",15.888,44.717,56.691
6.946,"S",63,"Class2",25,93.457,42,53.595,"Q",0.859,53.496,92.107
12.084,"U",NA,"Class2",36,93.288,34,41.34,"Y",1.773,53.596,75.854
69.15,"N",52,"Class1",93,71.549,98,35.775,"Y",15.694,27.915,67.845
29.543,"J",60,"Class1",94,63.909,96,57.765,"C",15.918,41.115,21.558
64.6,"D",54,"Class1",93,60.321,97,48.791,"C",15.688,25.141,59.496
6.819,"U",58,"Class2",31,94.183,69,60.914,"Y",0.717,53.122,94.343
26.234,"K",52,"Class1",95,59.177,79,32.041,"I",15.023,29.82,30.045
1.624,"R",54,"Class2",25,93.697,91,55.749,"C",0.823,53.001,55.311
1.309,"R",59,"Class2",30,95.877,49,42.868,"C",0.32,53.804,64.59
30.35,"Q",45,"Class1",95,86.724,77,53.759,"Y",15.921,9.688,63.454
97.345,"K",58,"Class1",94,37.093,82,51.764,"O",15.696,22.311,2.732
92.225,"K",59,"Class1",94,62.441,88,34.465,"O",15.393,24.768,22.435
6.396,"R",57,"Class2",41,92.489,30,53.312,"P",0.773,53.72,72.057
7.674,"X",55,"Class2",36,93.211,31,49.782,"C",1.203,52.862,97.836
7.252,"R",53,"Class2",27,96.251,50,59.718,"Q",1.026,53.858,65.468
6.706,"U",53,"Class2",35,98.692,87,59.267,"Y",0.741,53.296,80.357
43.104,"N",63,"Class1",93,68.37,82,36.355,"Y",15.264,2.045,63.57
49.439,"D",57,"Class1",93,50.974,89,59.321,"Y",15.466,28.595,38.722
64.908,"N",54,"Class1",95,60.043,98,37.654,"I",15.672,37.302,70.59
9.595,"X",60,"Class2",40,98.022,48,65.335,"Q",1.918,53.82,80.421
42.222,NA,58,"Class1",94,60.22,98,54.841,"C",15.561,28.191,61.565
93.326,"J",60,"Class1",93,59.66,78,44.386,"I",15.89,36.025,47.462
88.016,"K",47,"Class1",93,39.598,94,54.522,"I",15.561,17.166,45.093
10.187,"R",57,"Class2",54,92.678,64,36.433,"P",1.896,53.062,63.877
10.669,"X",53,"Class2",37,96.438,46,34.801,"Q",1.968,53.704,58.731
7.924,"X",59,"Class2",23,89.446,71,52.649,"M",1.737,53.68,98.261
0.315,"U",55,"Class2",48,96.076,35,39.276,"C",1.156,53.38,44.698
7.814,"Q",63,"Class2",32,95.19,74,32.41,"C",0.319,53.479,40.82
63.034,"D",62,"Class1",93,71.548,75,46.11,"C",15.997,22.904,39.379
22.518,"J",61,"Class1",94,70.204,97,44.547,"O",15.545,20.478,4.01
41.657,"N",49,"Class1",93,57.874,93,37.771,"O",15.844,34.168,5.908
9.888,"S",54,"Class2",24,98.315,34,30.208,"Y",0.018,53.094,47.735
1.083,NA,59,"Class2",39,93.186,51,40.777,"M",1.442,54.029,80.213
10.504,"K",52,"Class1",95,56.116,80,30.568,"O",15.79,14.763,4.859
45.224,"K",49,"Class1",95,45.933,79,47.971,"Y",15.717,27.646,16.191
64.631,"K",60,"Class1",93,58.716,80,48.453,"I",15.217,27.113,23.183
2.041,"R",56,"Class2",28,96.187,97,33.996,"Q",1.099,53.641,70.212
40,"Q",59,"Class1",95,58.432,86,39.322,"I",15.955,18.615,66.535
10.463,"S",59,"Class2",45,93.672,40,56.071,"C",1.616,53.702,92.29
31.084,"D",58,"Class1",93,59.643,82,36.469,"C",15.93,34.336,12.627
7.955,"S",55,"Class2",40,96.153,93,57.635,"M",1.255,53.126,59.722
85.644,"N",53,"Class1",95,65.356,78,30.08,"Z",15.799,21.44,19.654
44.492,"N",58,"Class1",95,52.063,94,47.736,"O",15.206,12.028,13.914
8.335,"U",59,"Class2",54,95.613,51,64.194,"Y",0.909,53.013,63.979
2.526,"Q",59,"Class2",54,94.102,85,52.831,"P",0.044,53.964,78.596
92.328,"D",63,"Class1",94,53.951,88,34.243,"C",15.573,34.034,19.583
6.815,"U",59,"Class2",25,95.696,28,49.024,"M",0.997,53.896,68.774
13.973,"D",63,"Class1",93,60.499,90,46.762,"Y",15.584,45.286,31.547
8.911,"Q",60,"Class2",29,95.297,65,55.819,"Y",1.263,53.9,64.335
96.949,"N",45,"Class1",94,67.955,97,40.223,"I",15.642,17.15,34.973
35.35,"Q",47,"Class1",95,57.984,89,37.056,"Z",15.746,25.316,13.226
9.336,NA,53,"Class2",54,96.36,87,51.401,"M",0.591,53.293,52.536
75.311,"K",50,"Class1",94,63.876,98,60.642,"Z",15.141,28.142,69.102
20.77,"Q",49,"Class1",95,63.6,90,39.472,"Y",15.922,16.306,70.147
9.643,"S",61,"Class2",51,91.265,92,57.667,"Y",1.843,53.328,46.111
11.431,NA,NA,"Class2",35,95.946,97,59.119,"Q",1.443,53.897,59.638
5.124,"Q",62,"Class2",51,93.611,59,32.596,"P",1.344,53.734,46.937
67.419,"J",50,"Class1",95,53.838,98,49.389,"C",15.871,28.433,9.413
7.927,"R",54,"Class2",28,95.455,26,84.985,"Y",0.6,53.429,70.769
54.981,"K",53,"Class1",95,70.413,95,35.658,"O",15.167,26.927,74.378
3.747,"Q",62,"Class2",50,91.956,29,50.141,"P",1.105,53.28,85.165
93.438,"J",63,"Class1",93,45.342,87,38.446,"C",15.058,22.197,46.211
84.816,"K",61,"Class1",94,77.996,95,30.094,"I",15.493,28.546,37.185
4.904,"U",57,"Class2",42,93.995,77,27.719,"P",0.999,53.79,88.554
70.793,NA,55,"Class1",94,66.558,92,47.829,"Z",15.79,17.119,10.775
9.146,"X",57,"Class2",37,93.967,56,32.731,"C",0.228,53.507,58.922
22.07,"J",47,"Class1",94,73.325,73,51.283,"I",15.564,39.615,74.082
78.01,"Q",54,"Class1",93,67.381,93,42.135,"I",15.21,29.715,32.693
1.625,"Q",55,"Class2",44,93.963,91,58.117,"Q",0.899,53.035,88.51
45.276,"N",62,"Class1",94,77.106,81,28.808,"O",15.342,37.385,8.549
55.287,"Q",51,"Class1",94,73.216,93,43.581,"C",15.625,12.385,12.082
52.667,"K",45,"Class1",95,56.674,76,31.977,"Y",15.538,13.036,48.949
0.435,"X",55,"Class2",42,94.238,28,48.924,"C",1.978,54.016,77.624
10.212,"S",60,"Class2",39,93.019,90,29.926,"C",1.531,52.92,63.522
64.278,"J",50,"Class1",93,59.76,87,40.945,"O",15.008,19.293,46.205
32.853,"K",48,"Class1",93,75.626,85,43.055,"Z",15.818,35.904,49.62
67.52,"D",57,"Class1",94,62.399,86,52.259,"O",15.285,34.054,71.132
13.854,"U",53,"Class2",46,95.025,74,60.026,"C",0.742,53.392,81.252
60.945,NA,46,"Class1",94,50.327,86,47.036,"I",15.426,30.999,9.663
90.362,"K",61,"Class1",93,75.842,86,44.174,"Y",15.286,19.536,37.921
22.247,"Q",58,"Class1",93,62.167,93,43.094,"Z",15.963,32.31,35.241
0.2,"X",63,"Class2",24,95.577,77,57.702,"Q",1.852,53.678,86.991
12.878,"U",54,"Class2",45,93.409,72,46.499,"P",1.291,53.655,45.992
21.535,"J",61,"Class1",94,73.108,95,36.709,"Z",15.464,23.834,49.386
3.81,"R",54,"Class2",46,95.021,37,50.923,"C",0.889,54.324,69.785
4.459,"S",57,"Class2",44,93.849,64,54.742,"P",0.675,53.805,79.918
8.007,NA,55,"Class2",44,96.745,25,54.07,"M",0.29,53.729,84.056
34.605,"Q",52,"Class1",93,61.029,93,47.773,"O",15.464,12.649,63.721
72.947,"D",63,"Class1",94,53.1,92,29.634,"O",15.237,24.717,69.072
10.462,"U",63,"Class2",31,95.926,38,45.879,"Y",0.97,53.95,53.339
4.163,NA,57,"Class2",25,96.24,56,55.639,"P",0.49,53.323,74.299
3.216,"X",54,"Class2",33,92.22,45,69.664,"M",1.167,54.063,58.481
76.311,"Q",59,"Class1",94,76.926,77,41.394,"O",15.695,13.925,30.504
58.398,NA,62,"Class1",95,59.312,75,52.812,"Z",15.004,24.278,58.701
10.615,"X",55,"Class2",43,95.121,61,55.817,"Q",0.063,53.861,78.628
12.378,"Q",62,"Class1",93,57.67,87,45.389,"Z",15.023,29.07,62.995
11.773,NA,60,"Class2",46,92.734,97,35.526,"C",1.458,53.403,42.024
1.085,"X",59,"Class2",29,94.285,40,39.728,"M",1.499,53.31,57.293
4.52,"X",58,"Class2",50,91.594,28,32.959,"Y",0.889,53.457,44.191
41.154,"K",45,"Class1",93,58.45,75,34.826,"Y",15.19,27.881,57.631
86.447,"Q",62,"Class1",93,68.418,95,51.758,"Z",15.149,1.962,38.895
6.777,"S",61,"Class2",42,97.357,60,35.592,"Q",0.442,53.297,82.702
1.632,"U",54,"Class2",54,96.181,58,34.511,"Y",1.839,53.2,80.561
3.81,"X",NA,"Class2",34,91.854,99,43.541,"C",1.962,53.297,52.573
7.057,"X",64,"Class2",41,93.539,78,70.634,"P",1.169,53.605,62.53
12.138,"S",61,"Class2",53,91.889,28,43.241,"M",1.898,53.365,86.358
21.217,"J",46,"Class1",95,57.65,90,36.274,"Z",15.817,20.156,16.158
0.678,"S",63,"Class2",46,95.321,69,47.604,"P",0.628,53.589,58.94
38.277,"K",50,"Class1",93,81.269,85,49.127,"Y",15.937,32.926,2.68
58.959,"J",55,"Class1",94,67.51,89,39.61,"Z",15.375,17.584,14.93
71.258,"Q",61,"Class1",93,59.785,95,38.856,"I",15.928,19.079,67.859
70.978,"K",54,"Class1",93,56.862,96,28.991,"C",15.607,28.698,66.826
1.308,"S",64,"Class2",30,94.386,57,52.146,"Y",0.613,53.638,66.909
56.103,"N",60,"Class1",93,60.394,84,38.7,"I",15.398,25.468,66.063
11.089,"U",64,"Class2",49,95.196,85,58.39,"C",1.516,53.178,75.986
57.378,"J",49,"Class1",93,72.026,88,44.617,"O",15.378,27.713,21.113
39.582,"J",50,"Class1",95,59.487,77,40.218,"O",15.679,8.416,42.61
2.538,"X",63,"Class2",53,95.706,52,54.327,"C",1.295,53.592,88.398
3.182,"R",58,"Class2",31,95.798,97,42.968,"C",1.384,53.657,88.724
97.143,"Q",62,"Class1",94,59.83,89,44.276,"Z",15.742,24.929,60.876
58.66,"K",54,"Class1",94,49.612,93,46.739,"C",15.116,24.796,44.708
38.689,"N",61,"Class1",94,56.449,82,53.454,"O",15.003,24.42,69.107
64.96,"D",62,"Class1",94,69.686,82,54.438,"Z",15.72,8.438,64.764
37.171,"Q",52,"Class1",95,74.571,82,43.571,"O",15.209,20.002,17.699
0.369,"U",63,"Class2",42,89.127,72,49.68,"Y",1.929,53.932,41.377
92.5,"Q",61,"Class1",93,67.305,79,40.733,"I",15.096,19.958,38.719
46.389,"D",52,"Class1",93,64.439,96,35.264,"O",15.713,16.884,3.5
9.928,"U",62,"Class2",41,92.409,40,50.641,"P",0.29,53.794,97.068
74.088,"Q",46,"Class1",93,70.526,82,55.863,"Z",15.824,30.426,16.381
48.966,"D",59,"Class1",95,52.675,81,32.477,"C",15.597,28.578,9.479
5.848,"Q",57,"Class2",48,95.137,31,58.106,"Q",0.981,53.612,64.806
13.058,"X",60,"Class2",50,95.393,54,18.649,"M",0.461,53.462,72.616
10.401,"S",62,"Class2",35,95.055,46,50.164,"C",0.325,53.18,83.544
0.557,"R",62,"Class2",33,95.295,35,44.173,"Y",1.961,53.631,81.39
83.482,"N",52,"Class1",94,62.796,92,48.438,"Y",15.2,18.784,5.646
25.429,"J",61,"Class1",93,57.313,75,28.204,"C",15.306,13.987,58.94
9.458,"X",53,"Class2",52,90.673,52,66.874,"C",0.582,53.446,93.904
25.374,NA,59,"Class1",95,58.548,78,45.118,"I",15.764,34.756,47.516
13.702,"R",55,"Class2",45,93.646,60,43.424,"P",0.992,53.876,47.382
10.948,"R",53,"Class2",43,92.931,86,56.239,"C",0.047,53.577,45.212
10.057,"R",64,"Class2",51,92.984,38,44.557,"M",0.979,53.226,88.53
0.095,"Q",57,"Class2",26,93.41,28,27.09,"C",0.31,53.344,93.882
18.958,"K",53,"Class1",95,61.873,93,45.557,"O",15.076,32.475,75.994
14.632,"Q",48,"Class1",94,54.771,82,46.978,"Z",15.919,23.468,69.948
62.517,"K",53,"Class1",95,63.708,79,38.356,"Z",15.964,14.867,39.159
52.891,"N",61,"Class1",94,47.251,89,32.091,"Z",15.729,17.668,59.198
11.637,"Q",58,"Class2",54,91.398,60,46.634,"P",0.735,53.394,95.405
53.925,"D",58,"Class1",94,54.023,73,49.947,"Y",15.638,20.118,53.042
88.277,"N",56,"Class1",93,80.784,88,39.43,"C",15.423,1.834,49.669
73.815,"J",51,"Class1",95,72.121,86,37.417,"I",15.58,27.174,51.569
2.097,"X",64,"Class2",53,95.509,37,36.251,"Q",1.249,53.341,66.628
11.088,"R",61,"Class2",51,97.325,81,47.047,"Q",1.072,53.238,66.911
4.482,NA,61,"Class2",33,96.812,90,42.397,"Y",0.549,53.898,91.589
12.864,"Q",56,"Class2",41,96.504,57,50,"Q",0.143,53.489,77.264
79.13,"K",54,"Class1",94,59.899,97,39.751,"C",15.644,21.739,48.865
0.796,"X",64,"Class2",34,94.278,72,33.555,"Y",1.848,53.433,75.635
11.001,"K",60,"Class1",95,74.729,73,40.517,"Z",15.59,15.865,52.002
28.344,"J",52,"Class1",93,60.2,97,25.362,"C",15.989,19.201,32.732
0.537,"R",61,"Class2",34,94.826,40,64.727,"Q",0.304,54.235,72.514
98.251,"Q",48,"Class1",93,40.667,79,41.688,"I",15.978,29.938,31.186
84.758,"Q",58,"Class1",94,53.217,81,44.59,"I",15.35,17.866,61.495
27.52,"J",60,"Class1",95,51.302,74,41.938,"C",15.971,24.869,30.891
45.73,"K",48,"Class1",93,60.924,85,39.956,"O",15.95,21.797,67.665
84.015,"D",52,"Class1",95,66.417,84,35.733,"I",15.066,30.271,30.826
19.459,"K",55,"Class1",93,50.201,75,39.581,"Y",15.905,43.074,25.489
57.051,"K",54,"Class1",94,63.89,74,51.527,"C",15.357,17.991,54.881
26.805,"D",47,"Class1",95,73.949,92,45.681,"I",15.392,40.257,16.708
80.059,"N",56,"Class1",93,64.065,73,42.661,"Z",15.027,33.252,27.841
58.704,"N",59,"Class1",93,64.146,74,35.867,"O",15.34,11.805,35.93
13.7,"S",60,"Class2",34,94.101,62,42.86,"M",1.981,53.159,95.096
53.569,"J",58,"Class1",93,59.21,91,52.921,"Z",15.969,42.677,69.896
56.974,"D",62,"Class1",94,60.327,84,36.822,"O",15.558,6.57,73.227
41.123,"Q",56,"Class1",94,57.588,97,41.894,"O",15.041,42.063,3.533
94.072,"D",56,"Class1",93,60.954,87,46.247,"O",15.275,10.296,62.979
5.282,"X",56,"Class2",54,96.01,97,53.887,"Q",1.704,53.803,47.086
91.408,"K",53,"Class1",95,58.332,77,50.615,"Z",15.296,24.195,45.51
10.602,"Q",53,"Class2",38,90.353,96,59.005,"M",1.751,53.677,89.758
10.274,"D",61,"Class1",93,58.527,98,40.516,"Z",15.095,31.521,26.068
12.818,"S",61,"Class2",43,92.725,94,55.495,"Q",0.883,53.191,51.774
38.414,"D",47,"Class1",95,73.247,87,58.659,"Z",15.262,30.568,20.462
3.688,"U",53,"Class2",24,89.832,71,73.26,"Y",1.12,53.292,95.459
6.084,"R",64,"Class2",29,93.971,37,49.52,"C",0.393,54.165,57.063
5.823,"S",60,"Class2",28,93.128,55,58.807,"P",0.879,53.496,96.346
2.211,"U",63,"Class2",34,93.684,66,37.16,"P",1.707,53.448,81.418
38.862,"K",NA,"Class1",93,70.677,96,28.287,"Z",15.544,25.428,42.381
7.984,"U",62,"Class2",39,96.204,59,53.077,"Y",0.102,53.818,48.565
10.558,"R",64,"Class2",39,94.572,51,53.539,"M",0.176,54.063,50.03
18.009,"J",60,"Class1",95,64.859,93,31.9,"C",15.092,11.371,70.234
8.559,"X",62,"Class2",39,97.049,73,57.074,"C",0.319,54.017,50.346
5.576,"X",58,"Class2",53,90.541,50,28.946,"C",0.372,53.889,40.632
83.538,NA,61,"Class1",94,60.893,78,41.091,"Z",15.415,30.282,22.32
68.247,"K",48,"Class1",93,63.447,94,43.398,"Z",15.62,37.39,47.512
4.881,"X",63,"Class2",39,91.89,50,13.8,"C",1.775,53.58,43.186
86.482,"Q",54,"Class1",95,59.384,75,36.729,"Z",15.367,15.099,40.371
63.822,NA,59,"Class1",95,68.593,80,42.909,"O",15.846,25.679,45.432
8.422,"U",55,"Class2",22,94.065,51,41.463,"P",1.192,53.668,62.68
4.536,"U",61,"Class2",35,94.666,64,65.403,"P",0.417,52.75,85.866
0.218,"Q",58,"Class2",23,95.639,98,40.317,"P",0.133,53.917,98.594
68.901,"J",50,"Class1",94,79.554,81,42.858,"O",15.4,20.593,64.743
30.92,"D",45,"Class1",93,54.086,86,54.741,"O",15.948,13.789,67.006
13.851,NA,59,"Class2",33,92.03,33,38.323,"Y",1.249,53.594,95.395
71.095,"J",47,"Class1",93,55.954,75,30.618,"C",15.513,26.514,2.722
22.497,"N",46,"Class1",95,63.193,82,59.38,"I",15.8,31.267,28.818
1.667,"X",NA,"Class2",37,94.198,68,63.562,"C",0.891,53.885,70.852
10.203,"Q",56,"Class2",43,93.73,84,54.248,"Y",1.434,53.134,69.421
12.327,"S",NA,"Class2",52,91.394,44,39.323,"Y",0.159,52.96,67.156
10.442,"Q",63,"Class2",44,94.557,58,34.764,"Y",1.172,53.552,49.198
2.716,"U",53,"Class2",52,93.874,82,59.122,"Y",0.72,53.866,79.723
7.745,"Q",57,"Class2",53,91.571,61,39.179,"P",0.612,53.117,57.688
75.61,"N",53,"Class1",95,70.221,86,41.945,"O",15.016,12.453,46.305
10.391,"Q",53,"Class2",43,93.81,96,50.325,"P",0.438,53.645,43.557
6.304,"R",60,"Class2",29,91.061,68,47.548,"Q",1.392,53.915,75.161
2.837,"X",58,"Class2",33,95.353,80,35.824,"M",1.996,53.387,96.58
88.417,"Q",52,"Class1",94,75.442,95,53.239,"C",15.849,30.62,5.56
78.641,"J",46,"Class1",95,72.249,87,48.26,"C",15.451,30.029,55.032
8.464,"Q",60,"Class2",42,96.18,97,52.587,"M",0.163,53.976,98.51
20.622,"N",45,"Class1",95,73.308,77,30.821,"Z",15.407,27.878,62.511
2.022,"X",58,"Class2",29,92.779,68,40.025,"Q",0.3,53.196,50.077
76.018,"K",51,"Class1",95,70.945,92,37.855,"O",15.353,37.012,20.628
14.776,"Q",48,"Class1",94,62.661,74,38.937,"O",15.769,29.981,31.654
7.226,"R",62,"Class2",24,92.368,86,51.806,"Y",0.041,53.579,45.906
9.522,"S",59,"Class2",43,95.077,41,45.745,"Q",0.289,53.922,71.814
3.122,"Q",64,"Class2",26,101.145,52,49.247,"M",1.221,53.824,73.106
40.01,"Q",58,"Class1",93,32.207,75,36.069,"Y",15.611,20.824,27.895
21.331,"N",51,"Class1",94,62.061,76,40.613,"Z",15.776,15.957,30.418
37.087,"N",47,"Class1",94,52.707,80,43.396,"Y",15.103,37.044,14.562
5.67,"R",60,"Class2",47,89.902,36,43.39,"C",0.425,54.125,77.978
13.744,"U",53,"Class2",23,91.885,82,53.084,"P",0.213,53.175,58.06
23.833,"Q",55,"Class1",93,57.08,90,43.481,"Y",15.567,27.275,42.55
96.316,"K",59,"Class1",93,61.084,94,52.545,"O",15.351,11.047,54.269
5.369,"U",58,"Class2",48,95.199,59,33.001,"Y",1.62,53.37,95.425
