"X1","X2","X3","X4","X5","X6","X7","X8","X9","Output23","X10","X11"
63,"D",28.694,57,70.542,36.882,39.743,81.29,"B","Class2",68.472,53
61,"J",47.445,77,17.288,85.893,74.626,64.56,"O","Class1",63.661,88
51,"Q",56.385,50,17.379,88,62.982,76.451,"K","Class1",72.356,90
65,"S",28.026,86,68.508,45.311,53.549,89.945,"B","Class2",60.506,44
66,"S",36.172,32,76.073,49.888,75.128,85.766,"U","Class2",49.498,39
64,"B",46.216,67,17.392,87.858,63.026,81.49,"D","Class1",77.4,84
60,"D",69.262,71,80.861,48.079,57.128,93.888,NA,"Class2",59.487,61
73,"Y",54.812,48,18.878,92.807,59.436,63.216,"R","Class1",68.425,89
NA,"J",47.129,58,17.336,85.432,77.6,65.013,"K","Class1",67.797,80
57,"B",51.186,78,17.518,82.507,71.907,72.927,"F","Class1",68.387,87
56,"L",68.817,19,84.296,29.04,59.682,92.051,"B","Class2",85.605,57
56,"B",50.483,10,77.228,62.723,34.944,78.67,"Q","Class2",16.544,42
65,"B",84.408,11,83.116,51.697,50.166,77.156,"U","Class2",40.42,68
56,"S",26.774,87,72.336,24.563,44.164,85.216,"Q","Class2",42.488,71
57,"D",21.069,66,83.294,42.564,63.926,92.012,"H","Class2",111.152,48
NA,"S",68.751,10,73.664,49.548,92.463,83.601,"M","Class2",59.2,67
61,"S",30.972,34,77.419,19.104,59.571,81.535,"Q","Class2",44.332,46
53,"Q",45.097,64,18.196,91.518,69.382,70.147,"R","Class1",72.033,82
63,"Q",68.544,45,18.315,98.007,78.983,72.065,"D","Class1",75.791,79
59,"J",48.605,77,18.442,94.326,63.265,79.274,NA,"Class1",91.217,85
64,"D",35.541,19,63.294,21.079,58.282,93.34,"Q","Class2",49.462,57
62,"Q",21.271,26,82.797,33.561,55.74,97.842,"Q","Class2",56.313,46
59,"Q",25.974,48,77.517,40.2,75.314,76.157,"U","Class2",92.753,75
52,"N",67.458,50,18.917,75.637,47.144,72.283,"O","Class1",68.476,83
59,"Y",50.621,67,18.362,98.892,44.549,85.292,"D","Class1",64.384,84
66,"Y",51.259,61,17.249,76.581,68.983,74.239,"K","Class1",51.176,84
57,"B",39.661,29,73.994,58.894,61.5,84.942,"Q","Class2",72.034,66
60,"D",39.224,88,75.171,43.43,47.295,96.297,"Q","Class2",57.184,58
54,"B",67.295,61,18.191,97.23,59.066,63.343,"R","Class1",74.86,83
NA,"N",67.204,44,18.621,101.086,62.358,67.706,"R","Class1",62.713,86
57,"B",44.262,48,18.88,80.728,71.424,82.689,"R","Class1",62.326,85
67,"D",64.792,63,64.644,31.66,53.04,97.23,"Q","Class2",75.906,39
73,"N",61.332,71,17.913,97.451,58.98,78.245,"D","Class1",60.907,87
67,"Y",61.584,44,17.837,81.869,80.659,66.79,"F","Class1",70.127,88
56,"Q",64.73,75,77.788,53.396,47.21,94.398,"Q","Class2",60.314,42
NA,"D",77.627,23,64.202,34.084,53.884,74.026,"Q","Class2",48.818,71
59,"B",39.611,43,68.248,56.86,49.125,76.029,"H","Class2",57.196,67
67,"S",47.023,33,72.816,35.443,77.919,80.515,"U","Class2",67.411,64
60,"L",21.242,14,67.54,62.674,73.999,96.402,"M","Class2",88.457,68
67,"Y",69.237,75,18.594,92.184,73.122,62.251,"K","Class1",54.924,82
60,"D",74.455,56,73.25,48.282,68.396,89.35,"H","Class2",84.422,56
65,"B",38.929,92,71.699,33.186,40.916,83.678,"H","Class2",48.423,58
65,"B",84.106,88,62.38,32.446,46.065,75.024,"Q","Class2",66.056,67
64,"N",69.837,43,17.036,95.903,79.787,60.556,NA,"Class1",50.409,81
56,"J",56.292,77,18.368,82.534,75.767,61.083,"D","Class1",72.544,90
57,"B",77.163,51,64.749,51.004,35.162,86.544,"Q","Class2",79.077,40
67,"L",27.734,27,65.139,38.393,43.6,87.695,"B","Class2",85.294,70
65,"N",45.772,38,18.042,76.449,81.157,60.254,"F","Class1",70.505,79
60,"D",89.534,12,70.704,47.19,85.694,77.294,"M","Class2",81.312,58
57,"J",57.635,64,17.458,87.457,60.335,77.125,"O","Class1",60.623,86
68,"B",52.649,53,17.174,81.124,60.298,65.033,"F","Class1",59.191,85
54,"Q",61.03,57,17.361,92.591,82.003,75.173,"K","Class1",77.25,85
66,"Q",53.222,43,18.98,93.894,62.472,62.779,"D","Class1",69.951,83
51,"Y",71.537,66,18.733,86.57,91.908,81.745,"D","Class1",52.614,80
58,"B",89.8,89,75.572,38.419,68.364,89.606,"U","Class2",92.683,62
56,"B",46.666,57,17.301,83.746,47.123,63.906,"R","Class1",57.899,89
70,"B",64.321,77,18.709,104.932,54.473,76.758,"O","Class1",41.331,88
62,"Q",65.325,44,76.65,37.397,58.365,92.735,"M","Class2",41.039,57
72,"N",56.453,44,17.828,87.304,52.695,81.32,"D","Class1",68.644,79
58,"S",37.516,71,71.524,51.354,31.522,93.574,"U","Class2",69.656,49
64,"B",50.683,48,17.455,78.431,56.309,78.018,"K","Class1",48.729,82
58,"B",70.27,40,17.214,68.555,91.415,64.523,"R","Class1",67.034,83
58,"B",73.873,56,70.268,34.242,45.54,85.158,"Q","Class2",60.699,47
65,"Q",85.907,63,71.151,42.472,27.063,77.385,"Q","Class2",62.393,53
59,"D",86.133,28,74.904,44.146,42.187,85.345,"M","Class2",77.413,40
66,"L",59.01,92,66.889,22.474,67.932,86.774,"U","Class2",106.33,71
66,"B",66.685,85,75.133,49.9,68.039,75.46,"M","Class2",57.583,39
56,"L",47.997,61,72.791,57.002,64.622,95.697,"H","Class2",84.726,70
59,"N",64.925,73,18.243,92.6,77.401,75.927,"R","Class1",51.921,89
63,"D",34.493,10,86.881,53.8,38.402,78.294,"H","Class2",61.723,47
59,"L",41.043,25,71.661,72.815,49.254,81.045,"Q","Class2",96.306,52
61,"S",69.66,40,87.881,39.817,71.162,78.546,"Q","Class2",95.597,53
52,"Q",54.428,69,18.683,86.686,49.573,75.24,"D","Class1",47.338,82
56,"Q",53.104,64,18.134,83.129,54.321,79.088,"R","Class1",59.633,90
56,"D",47.246,56,67.766,41.875,65.929,80.615,NA,"Class2",76.82,49
60,"L",87.785,57,83.366,54.028,92.832,91.889,"B","Class2",45.421,73
70,"B",56.302,56,17.599,93.002,64.861,73.682,"D","Class1",39.264,84
61,"J",62.285,52,17.253,89.625,41.178,72.435,"K","Class1",70.339,85
72,"J",70.434,41,18.021,83.506,56.493,83.207,"F","Class1",67.633,87
61,"Y",69.889,62,18.328,84.37,56.21,70.958,"R","Class1",73.64,83
66,"B",44.597,77,75.878,43.772,54.398,89.078,"U","Class2",66.075,44
61,"N",48.471,74,18.913,99.714,55.69,72.176,"R","Class1",57.617,88
63,"J",61.723,44,18.327,87.45,53.913,79.092,"F","Class1",64.12,83
64,"D",68.206,18,64.191,48.668,62.005,91.624,NA,"Class2",81.721,51
67,"L",26.455,49,76.003,44.865,63.7,80.897,"U","Class2",43.23,68
57,"L",24.658,21,84.234,34.342,57.85,82.121,NA,"Class2",79.454,56
53,"N",68.228,68,18.82,77.829,74.188,76.315,"O","Class1",68.02,82
59,"Q",87.343,12,74.017,36.756,35.692,80.46,"U","Class2",25.785,62
56,"S",88.338,83,74.206,41.557,68.822,78.629,NA,"Class2",82.417,63
59,"S",29.351,47,66.834,30.096,54.738,81.289,"M","Class2",54.933,46
56,"Q",58.965,55,18.534,89.642,76.793,73.854,"D","Class1",50.284,85
60,"S",37.25,33,67.239,41.083,81.201,84.811,"H","Class2",31.915,60
60,"L",45.758,38,74.704,54.012,71.146,81.334,"Q","Class2",13.531,40
57,"D",48.796,13,66.468,37.114,66.039,89.856,NA,"Class2",28.596,49
56,"Y",70.831,49,17.059,88.218,39.958,75.489,"R","Class1",77.444,81
65,"B",19.374,64,67.061,33.073,64.965,84.202,"H","Class2",68.2,41
58,"Q",54.797,45,18.144,88.222,77.214,68.894,"D","Class1",63.378,80
72,"J",45.909,66,18.675,91.168,65.892,71.502,"D","Class1",84.199,88
59,"L",35.926,53,76.277,58.942,53.319,81.352,"Q","Class2",83.38,39
58,"B",31.839,26,77.821,46.158,49.347,81.578,"Q","Class2",74.359,56
68,"Y",57.527,63,17.554,85.201,37.167,67.208,"R","Class1",56.322,85
67,"Y",51.309,54,17.812,86.336,67.33,66.829,"O","Class1",53.356,83
62,"D",81.669,58,75.923,49.734,40.255,86.453,"H","Class2",78.23,55
70,"Y",48.219,40,17.607,89.89,48.015,83.448,"D","Class1",66.746,79
58,"Q",36.819,14,78.913,39.697,68.745,88.417,"M","Class2",109.998,43
73,"B",47.528,60,17.025,80.328,77.492,72.634,"O","Class1",60.168,79
65,"B",27.444,47,65.566,69.002,37.748,74.722,"U","Class2",73.951,56
56,"B",48.987,64,18.755,87.081,44.784,70.806,"D","Class1",56.277,83
56,"Q",68.619,49,18.298,89.989,67.981,85.415,"R","Class1",76.633,89
62,"S",75.611,63,62.126,38.484,60.536,97.948,"H","Class2",40.265,73
53,"N",68.813,58,17.87,66.017,74.261,73.17,"R","Class1",48.295,82
57,"S",73.55,31,74.124,38.8,34.598,75.654,"Q","Class2",39.244,39
59,"D",80.903,77,69.924,45.118,58.554,86.67,NA,"Class2",76.123,69
56,"B",52.876,41,18.452,89.652,70.888,60.953,"D","Class1",55.508,87
73,"Y",64.596,71,17.283,90.656,47.818,68.563,"O","Class1",57.51,81
73,"Y",59.19,79,17.683,96.859,37.805,62.001,"K","Class1",69.028,81
69,"N",66.066,43,18.896,85.955,84.992,69.313,"F","Class1",67.325,84
61,"S",88.384,11,76.612,37.807,90.644,85.721,"U","Class2",90.59,65
50,"B",50.704,71,18.901,80.06,77.561,85.954,"F","Class1",58.076,88
71,"Q",59.183,77,17.309,92.833,62.157,72.619,"O","Class1",59.415,83
65,"L",26.206,59,77.339,45.595,63.861,87.911,"H","Class2",47.708,52
60,"S",56.597,28,63.734,52.39,58.787,84.351,"U","Class2",78.106,73
61,"Q",52.107,35,63.66,45.579,62.634,97.295,"B","Class2",62.716,42
53,"J",61.445,47,18.254,85.884,62.697,77.553,"D","Class1",74.245,89
56,"N",68.255,58,17.201,74.569,37.132,84.297,"D","Class1",70.59,80
63,"B",61.406,75,17.62,77.314,88.462,82.163,"R","Class1",57.355,80
62,"B",31.337,44,81.346,32.399,42.627,87.715,"H","Class2",54.093,45
58,"S",86.298,57,64.284,12.137,29.45,97.455,"Q","Class2",70.497,52
60,"S",22.858,38,87.069,52.529,90.871,94.776,"Q","Class2",74.671,55
58,"D",53.628,28,71.008,41.883,50.385,85.175,"B","Class2",87.762,53
59,"Q",70.159,62,18.431,93.939,91.852,68.085,"O","Class1",68.924,81
60,"S",79.613,34,64.584,30.957,55.113,75.748,"B","Class2",96.165,42
56,"S",79.48,87,67.917,49.094,49.644,80.667,"U","Class2",65.66,68
53,"B",46.824,61,17.789,80.862,62.048,83.588,"O","Class1",54.585,84
66,"B",78.324,33,87.118,46.56,60.567,75.522,"B","Class2",93.166,40
58,"B",61.542,10,70.768,41.02,53.794,94.148,"B","Class2",65.295,70
60,"L",87.647,87,74.148,40.028,63.527,96.868,"U","Class2",19.506,62
69,"J",47.658,43,17.398,90.901,69.247,79.618,"K","Class1",66.003,90
NA,"S",83.523,88,70.713,42.587,72.024,97.013,"B","Class2",80.786,52
62,"L",22.249,18,77.699,32.388,63.148,93.81,"Q","Class2",77.968,43
66,"D",33.152,86,71.697,49.948,60.402,79.192,"B","Class2",60.324,41
NA,"Y",48.417,48,18.521,88.701,60.335,75.637,NA,"Class1",65.285,81
72,"J",67.308,44,17.217,88.012,67.036,73.741,"D","Class1",56.664,82
54,"B",50.85,44,18.28,103.673,71.688,77.324,"F","Class1",63.252,82
61,"B",66.45,26,74.028,39.234,73.322,84.943,"U","Class2",61.989,72
66,"Y",52.907,67,18.452,73.095,77.535,67.303,"D","Class1",57.143,86
64,"B",70.01,91,83.509,57.143,57.551,75.577,NA,"Class2",80.497,61
68,"Q",54.197,74,18.445,90.097,71.967,67.827,"O","Class1",71.84,83
57,"N",50.834,58,18.44,96.001,59.273,65.395,"D","Class1",64.209,84
59,"B",49.009,48,64.702,37.814,72.339,92.436,"U","Class2",58.945,74
67,"D",35.483,49,87.926,46.683,51.016,89.719,"M","Class2",64.615,67
56,"Q",32.744,63,81.411,59.169,71.186,87.526,"B","Class2",71.818,60
56,"Q",64.365,57,66.707,49.794,44.242,82.921,"M","Class2",75.691,74
57,"B",54.855,48,18.086,106.09,61.482,85.258,"F","Class1",59.968,83
66,"D",63.883,88,86.292,28.464,45.35,97.575,"H","Class2",86.92,56
58,"Q",63.462,62,79.384,51.697,71.616,76.58,"B","Class2",74.55,43
63,"Q",60.077,39,18.511,90.138,66.518,60.733,"R","Class1",68.27,87
67,"L",50.226,75,64.753,44.626,61.284,80.303,"Q","Class2",50.819,69
60,"N",47.854,67,18.01,70.071,53.621,81.216,NA,"Class1",75.667,87
60,"Q",57.556,65,76.524,47.427,63.62,76.665,"U","Class2",79.007,48
60,"B",25.761,26,72.133,52.133,54.427,95.34,"H","Class2",93.294,61
68,"B",68.506,62,18.274,74.971,48.412,79.886,"D","Class1",69.724,86
70,"Q",59.459,72,17.481,93.982,68.964,64.735,"D","Class1",59.988,79
57,"Q",26.715,65,76.534,27.207,61.961,85.632,"U","Class2",60.378,65
70,"B",71.125,49,18.502,85.588,47.304,80.886,"F","Class1",75.88,90
60,"L",44.802,61,84.871,33.682,44.613,87.384,"Q","Class2",54.303,66
68,"J",57.055,58,18.025,88.268,39.235,70.901,"D","Class1",40.001,84
63,"S",80.976,53,84.227,28.039,38.199,87.864,"H","Class2",66.578,52
65,"Q",20.569,49,74.126,48.446,33.955,80.232,NA,"Class2",71.702,49
73,"Q",50.666,61,18.827,89.515,34.48,84.53,"K","Class1",76.741,86
57,"L",73.393,32,79.485,52.617,78.826,77.61,"Q","Class2",68.028,63
51,"Q",66.173,70,17.593,87.516,105.157,79.204,"R","Class1",60.627,83
73,"B",45.437,48,18.269,85.524,53.533,64.049,"F","Class1",70.27,89
65,"B",79.758,39,75.464,53.428,65.275,95.912,"U","Class2",84.489,42
63,"N",71.921,61,17.947,85.78,54.684,63.081,"F","Class1",56.939,80
60,"Q",87.14,44,87.298,48.289,67.873,95.586,"H","Class2",59.178,40
50,"Y",65.862,41,18.387,95.644,68.841,66.845,"D","Class1",75.775,84
54,"N",71.417,43,18.005,97.115,47.041,79.27,"F","Class1",61.811,80
57,"J",51.313,65,18.719,83.604,64.05,61.54,"K","Class1",81.548,82
64,"B",25.698,79,68.71,25.621,28.496,81.042,"B","Class2",84.09,62
65,"Y",59.87,54,17.517,75.036,61.543,81.852,"K","Class1",66.193,83
62,"Q",57.76,78,18.989,94.798,79.317,80.978,"R","Class1",64.137,81
NA,"D",44.8,14,71.394,49.085,37.532,93.439,"B","Class2",57.151,44
54,"Q",65.986,76,18.03,86.198,74.267,74.584,"F","Class1",68.224,79
70,"Y",66.235,77,18.659,87.617,48.995,83.747,"O","Class1",64.305,90
64,"Y",67.474,60,17.216,96.876,78.254,78.029,"R","Class1",76.518,84
67,"Y",61.682,49,17.792,90.205,89.83,77.21,"F","Class1",54.341,83
67,"S",28.829,82,77.353,44.342,68.9,96.029,"Q","Class2",46.626,60
59,"B",33.719,47,71.81,64.595,56.516,80.594,"B","Class2",57.664,64
60,"Q",68.184,42,18.192,94.181,78.032,71.05,"O","Class1",64.944,85
66,"S",87.046,23,67.193,39.238,41.887,93.531,"U","Class2",108.201,66
60,"Q",56.161,71,18.92,95.762,63.941,76.404,"O","Class1",64.935,82
70,"N",46.418,59,17.932,84.135,64.428,61.702,"K","Class1",77.817,81
51,"Y",61.137,67,18.174,84.6,61.253,85.178,"F","Class1",60.073,81
67,"B",65.306,75,17.147,99.913,84.119,80.194,"O","Class1",78.242,81
51,"N",49.672,58,17.55,92.112,86.716,64.897,"R","Class1",80.64,79
67,"B",49.817,64,18.891,74.537,63.74,62.895,"R","Class1",63.258,88
72,"B",47.274,53,17.919,85.045,59.097,86.439,"O","Class1",65.833,89
54,"J",54.123,55,18.32,76.904,83.584,73.387,"D","Class1",59.248,90
55,"Q",62.836,46,18.818,90.304,90.337,61.927,"D","Class1",70.52,86
56,"Q",71.453,62,17.316,76.422,78.048,77.01,"R","Class1",80.513,90
73,"Q",56.704,56,18.695,88.489,62.958,61.704,"K","Class1",79.493,80
72,"B",60.552,50,18.456,97.947,44.055,81.699,"D","Class1",60.941,79
69,"B",55.815,67,17.095,90.521,51.645,80.527,"O","Class1",58.054,87
58,"Q",62.53,57,18.325,86.525,31.948,71.775,"R","Class1",72.584,84
66,"N",51.847,54,17.343,87.996,66.92,83.372,"F","Class1",62.892,89
60,"B",55.246,60,18.908,92.392,78.136,68.748,"O","Class1",65.782,82
65,"B",89.903,36,73.283,50.432,76.543,88.269,"Q","Class2",63.707,63
57,"L",39.066,24,76.315,34.292,81.006,74.761,"M","Class2",78.541,46
57,"J",44.53,66,17.69,72.341,86.359,85.94,"R","Class1",64.755,90
54,"N",54.41,48,18.683,86.461,61.658,68.799,"F","Class1",62.799,82
73,"Y",68.974,68,18.945,89.791,53.256,76.655,"K","Class1",76.562,88
62,"D",69.724,22,70.748,32.327,48.441,83.335,"B","Class2",48.235,44
55,"Q",68.259,49,18.427,99.922,87.537,72.204,"D","Class1",64.88,83
73,"N",48.617,71,17.799,79.45,57.829,80.605,"R","Class1",58.551,81
62,"D",52.279,78,65.184,46.924,69.273,91.156,"M","Class2",112.474,70
67,"B",19.919,64,86.572,42.162,37.697,80.411,"B","Class2",97.827,66
67,"D",47.488,23,77.855,79.479,61.475,92.705,"U","Class2",52.921,66
64,"Q",23.821,41,81.456,33.555,31.624,83.148,"Q","Class2",87.563,46
61,"J",66.999,73,17.606,82.242,51.325,62.599,"D","Class1",60.633,79
54,"B",52.482,56,18.428,75.94,62.114,68.882,"O","Class1",76.293,90
71,"Q",62.67,77,17.405,89.508,75.155,61.938,"R","Class1",55.134,85
59,"N",49.958,62,18.491,83.979,48.071,69.747,"F","Class1",53.069,82
62,"D",25.271,72,79.959,31.998,38.16,97.363,"M","Class2",85.034,64
65,"D",85.693,56,74.604,42.738,68.599,74.363,"M","Class2",49.731,64
60,"B",45.152,46,17.469,82.984,51.526,85.288,"O","Class1",73.88,87
63,"S",25.137,32,86.932,59.216,57.484,85.171,"H","Class2",59.636,41
57,"L",19.358,79,74.487,44.727,84.739,93.672,"M","Class2",70.981,67
62,"Q",59.458,57,18.202,81.464,61.579,67.528,"F","Class1",68.329,82
66,"B",20.966,42,68.49,36.416,22.209,80.357,"U","Class2",49.694,51
66,"S",24.514,49,75.432,41.389,55.676,89.93,"H","Class2",65.647,61
66,"D",69.798,84,72.673,33.125,61.746,76.441,"B","Class2",64.078,64
68,"Q",59.808,47,17.409,83.082,81.178,64.842,"O","Class1",60.419,86
54,"N",63.282,49,18.08,88.883,77.628,73.314,"F","Class1",48.247,86
57,"Q",46.385,69,17.76,76.856,64.44,71.485,"D","Class1",71.974,79
64,"D",43.465,24,74.454,44.063,54.009,89.086,"U","Class2",97.58,73
66,"L",42.482,60,65.46,54.62,39.087,90.162,"H","Class2",70.037,49
60,"Q",81.546,49,71.959,74.673,56.103,88.385,"M","Class2",88.222,55
70,"J",54.215,62,18.581,100.331,75.347,68.343,"D","Class1",60.383,88
72,"N",57.512,55,17.087,97.907,77.105,86.18,"O","Class1",55.813,79
66,"L",36.532,71,65.198,59.179,26.113,96.603,"H","Class2",21.116,60
NA,"Q",84.024,61,77.14,49.581,50.237,92.351,"H","Class2",51.426,50
67,"B",62.441,27,81.553,40.609,40.171,80.83,"B","Class2",67.508,63
66,"D",34.124,27,62.431,46.549,52.984,87.653,"U","Class2",55.613,61
57,"S",48.255,73,83.904,20.737,57.35,82.672,"H","Class2",59.452,61
61,"Q",26.119,86,81.757,38.577,65.03,93.495,NA,"Class2",76.724,70
58,"Q",53.07,70,18.967,94.295,59.993,60.283,"F","Class1",66.56,86
67,"Y",48.961,41,18.414,89.072,65.565,60.284,"D","Class1",69.09,90
66,"Q",21.082,14,80.011,42.846,52.402,88.137,"M","Class2",56.428,57
58,"Y",67.953,79,17.549,85.543,59.902,82.474,"O","Class1",79.982,87
53,"B",54.829,57,17.741,86.239,85.604,73.919,"D","Class1",70.548,79
56,"B",20.637,22,70.606,37.673,56.126,76.029,"H","Class2",104.358,67
67,"B",66.778,48,18.517,81.561,70.769,72.501,"D","Class1",81.33,87
61,"B",71.001,60,18.686,92.805,34.743,65.336,"F","Class1",66.755,84
70,"Y",60.898,77,17.417,90.874,65.742,76.796,"F","Class1",62.439,81
70,"N",58.034,75,18.705,79.148,33.208,77.295,"R","Class1",65.606,81
59,"Q",19.865,26,86.346,39.774,58.087,93.803,"Q","Class2",54.274,70
64,"L",50.92,66,68.041,30.017,75.29,77.709,"Q","Class2",50.147,60
66,"S",69.786,32,68.88,50.738,58.274,96.04,"U","Class2",67.719,68
68,"N",58.97,54,17.686,84.834,74.448,80.764,"O","Class1",41.972,89
NA,"B",66.907,54,72.022,39.364,50.031,85.618,"U","Class2",95.941,41
64,"B",52.934,37,78.918,50.953,67.022,78.298,"U","Class2",78.491,45
NA,"S",25.638,73,80.519,21.064,51.127,77.787,NA,"Class2",74.199,60
61,"B",70.345,59,18.488,85.17,57.128,80.739,NA,"Class1",72.13,87
71,"J",46.448,60,18.634,81.302,61.117,63.235,"D","Class1",59.677,85
58,"B",43.409,59,65.712,29.988,48.869,95.194,"U","Class2",67.856,61
56,"L",40.45,20,73.086,45.366,63.584,83.471,"U","Class2",44.598,59
56,"B",81.997,80,86.864,32.105,62.397,93.401,"B","Class2",74.48,71
62,"S",58.915,13,77.054,30.509,58.515,87.825,"U","Class2",77.083,59
64,"B",47.319,50,18.963,94.745,65.231,67.086,"K","Class1",77.65,87
59,"D",80.927,86,66.271,36.148,77.631,89.638,"U","Class2",29.127,59
59,"Y",61.572,41,18.22,88.656,54.239,72.736,"F","Class1",78.936,90
51,"N",66.888,46,17.35,75.289,62.248,62.622,"F","Class1",61.803,90
71,"Q",69.931,44,18.648,82.143,91.997,73.934,"D","Class1",73.295,83
59,"B",57.627,55,18.589,95.763,75.473,74.578,"F","Class1",61.612,80
61,"Y",56.434,48,18.245,86.067,73.87,81.292,"O","Class1",71.39,81
63,"S",24.053,33,67.204,33.84,62.622,74.015,"M","Class2",61.1,72
64,"Q",58.746,56,18.288,81.188,82.844,59.813,"D","Class1",80.171,85
62,"Q",55.28,62,18.763,77.954,34.692,60.097,"O","Class1",75.446,84
66,"L",52.852,31,72.866,35.655,60.917,81.125,"B","Class2",84.866,43
52,"N",55.236,47,17.547,76.672,62.425,67.265,"K","Class1",63.475,84
66,"Y",59.45,49,17.027,77.345,61.392,59.322,"R","Class1",83.88,90
62,"L",49.104,26,76.777,52.207,67.112,85.921,"U","Class2",78.849,47
57,"Q",60.773,17,80.09,36.951,58.735,97.314,"M","Class2",69.912,53
66,"S",58.148,39,87.463,50.009,41.3,87.018,"U","Class2",49.872,40
56,"N",66.29,47,17.776,92.047,80.992,67.11,"F","Class1",61.333,80
59,"Q",65.488,70,17.567,89.126,62.426,68.023,"F","Class1",56.664,84
72,"Y",48.035,59,18.503,82.366,62.43,64.891,"R","Class1",59.58,87
60,"L",74.974,58,64,26.929,32.75,76.441,"M","Class2",52.61,51
59,"Y",65.802,44,17.205,90.245,66.177,64.051,"D","Class1",61.97,88
69,"N",66.453,60,17.765,98.284,60.163,77.352,"K","Class1",65.74,86
52,"Q",47.382,57,18.235,101.797,85.578,63.548,"O","Class1",70.44,88
60,"Q",79.457,41,86.719,51.258,39.225,93.802,"Q","Class2",62.224,75
62,"Q",28.043,92,78.269,65.763,65.436,95.1,"H","Class2",47.699,70
53,"Y",45.041,67,17.694,89.78,70.054,73.581,"F","Class1",53.701,87
57,"Y",52.87,44,18.272,103.054,80.051,68.948,"O","Class1",70.936,81
58,"N",58.088,54,17.816,86.432,71.276,84.452,"D","Class1",77.744,83
56,"B",69.781,46,82.742,71.403,55.361,80.864,"H","Class2",32.607,75
60,"Y",57.412,72,17.559,93.93,72.578,72.065,"D","Class1",78.361,81
56,"Q",74.827,41,83.29,37.162,75.716,74.755,"U","Class2",78.522,51
58,"Q",59.218,40,18.13,77.094,41.296,78.053,"K","Class1",58.619,79
57,"L",22.164,41,78.593,36.903,73.698,89.11,NA,"Class2",66.802,62
62,"B",37.577,44,76.403,32.411,65.72,94.112,"B","Class2",67.795,61
61,"N",56.017,74,17.427,77.023,63.64,65.05,"D","Class1",55.323,84
73,"Y",70.844,63,18.9,89.431,67.4,83.568,"D","Class1",51.178,86
61,"L",34.285,11,66.123,49.316,57.298,75.301,"U","Class2",81.644,44
72,"Q",64.586,58,17.823,94.663,56.802,75.152,"K","Class1",57.673,80
59,"Q",85.951,70,64.37,60.589,48.036,85.937,"H","Class2",105.1,47
59,"N",67.042,59,17.639,93.433,48.515,85.732,"O","Class1",84.217,80
58,"B",55.834,32,84.306,33.407,54.129,75.709,"Q","Class2",82.514,68
56,"Q",85.177,92,82.2,38.361,67.41,96.244,"M","Class2",104.221,57
NA,"B",89.032,49,84.545,41.326,58.076,80.17,"B","Class2",78.258,47
64,"D",72.288,60,79.623,72.21,42.501,92.19,"Q","Class2",91.51,73
