"R1","Output17","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11"
23.85,"Class3",53.65,36,"M",13.695,64,51.879,87,4.945,89.482,"I"
77.166,"Class4",48.586,82,"R",70.103,59,49.898,49,60.065,60.665,"P"
62.839,"Class2",49.978,44,"N",50.032,26,24.693,95,53.078,47.394,"H"
58.133,"Class2",18.961,46,"V",43.307,31,27.764,92,44.561,68.892,"A"
53.741,"Class4",21.446,80,"P",63.936,50,38.96,28,57.47,51.303,"X"
35.546,"Class3",53.063,26,"Y",16.894,58,55.473,93,10.55,95.098,"F"
85.88,"Class1",35.432,66,"E",31.196,75,33.492,12,10.429,7.191,"D"
87.656,"Class1",39.701,15,"E",48.719,57,22.886,18,14.089,7.058,"N"
NA,"Class3",55.783,27,"F",16.883,65,29.586,81,13.21,99.029,"C"
53.998,"Class2",68.736,45,"N",40.489,29,19.995,88,66.14,63.51,"T"
44.987,"Class3",48.155,34,"J",20.919,67,67.105,88,5.781,92.367,"Z"
57.515,"Class2",59.946,46,"H",44.645,22,59.278,89,66.294,77.377,"T"
43.142,"Class4",33.689,12,"T",53.394,58,39.485,38,53.032,31.838,"D"
53.624,"Class2",29.209,42,"H",25.684,39,26.844,95,58.059,55.029,"L"
89.928,"Class1",10.349,43,"E",62.14,73,44.771,17,11.292,7.717,"D"
46.673,"Class3",53.429,44,"J",22.131,60,46.163,84,8.337,91.928,"C"
83.597,"Class1",65.365,44,"G",82.329,68,33.77,9,17.684,3.995,"N"
44.366,"Class3",59.406,28,"F",21.168,46,76.003,81,8.93,99.593,"M"
58.989,"Class2",28.98,43,"H",39.879,31,51.861,92,48.666,60.555,"W"
38.795,"Class3",52.097,29,"J",16.572,61,25.818,81,9.069,89.375,"F"
44.657,"Class3",52.557,41,"M",9.059,45,43.516,78,8.92,88.169,"Z"
81.548,"Class1",43.627,38,"B",72.817,88,48.491,10,12.172,4.841,"C"
60.792,"Class3",51.614,37,"W",13.016,56,77.175,85,3.133,96.344,"F"
51.757,"Class2",48.624,43,"H",31.691,23,57.806,91,59.423,80.661,"L"
40.249,"Class4",49.181,72,"T",33.165,67,42.038,41,77.145,60.88,"I"
78.791,"Class4",40.544,78,"P",54.833,55,43.71,51,77.938,48.206,"I"
85.221,"Class1",63.098,15,"M",2.998,66,15.137,8,11.964,5.092,"D"
85.285,"Class1",34.631,68,"J",84.069,73,43.131,17,17.899,NA,"C"
42.615,"Class2",37.912,41,"V",25.032,26,47.793,94,66.064,82.693,"W"
83.009,"Class1",44.013,34,"J",95.745,95,26.181,13,11.614,4.582,"D"
55.694,"Class2",59.972,46,"Z",36.966,29,49.131,94,44.058,67.162,"W"
83.986,"Class1",39.215,26,"J",39.288,34,14.465,13,17.157,5.736,"P"
83.789,"Class1",66.162,31,"B",69.021,59,48.161,14,10.476,6.871,"P"
85.246,"Class1",48.072,15,"M",11.415,63,25.685,14,17.059,3.819,"C"
18.56,"Class4",66.815,61,"T",59.631,49,35.932,32,74.359,44.545,"X"
56.734,"Class3",52.314,28,"W",21.472,58,81.816,78,5.633,86.526,"F"
88.381,"Class1",22.567,20,"G",53.84,65,34.124,14,13.278,7.727,"D"
87.18,"Class1",38.193,27,"B",-26.083,34,44.568,23,17.521,6.216,"D"
43.602,"Class4",55.253,69,"A",39.384,65,37.49,32,60.789,NA,"D"
69.249,"Class4",63.667,29,"T",76.672,64,48.96,51,69.605,31.481,"I"
66.47,"Class2",-6.188,43,"Z",38.488,22,31.507,94,46.625,64.001,"L"
61.012,"Class3",56.458,27,"J",21.6,61,70.357,83,4.338,97.841,"C"
83.2,"Class1",33.843,23,"G",27.242,85,31.338,22,15.04,5.062,"D"
75.407,"Class2",31.797,45,"H",42.084,36,51.795,93,57.137,62.961,"L"
NA,"Class4",78.237,79,"A",69.424,67,46.273,63,75.852,54.545,"R"
35.899,"Class3",54.833,32,"M",12.219,65,76.099,75,11.131,NA,"Z"
61.214,"Class3",52.525,33,"J",25.876,52,70.144,83,5.452,96.358,"F"
36.734,"Class3",54.571,40,"Y",16.292,46,68.324,96,3.717,NA,"Z"
33.236,"Class3",51.677,38,"M",15.6,51,60.838,94,5.86,99.716,"F"
41.999,"Class3",53.957,30,"F",14.139,52,39.521,86,10.268,97.662,"Z"
84.085,"Class1",9.403,25,"M",58.229,85,47.982,12,12.342,4.537,"N"
44.307,"Class4",32.079,49,"C",84.618,49,41.699,55,63.956,72.461,"P"
40.999,"Class3",58.427,34,"F",22.86,57,68.876,83,8.306,87.379,"F"
33.331,"Class4",9.286,26,"T",48.818,52,34.757,46,58.766,59.381,"D"
60.167,"Class2",32.539,44,"N",25.558,22,56.499,90,49.636,63.018,"T"
NA,"Class3",51.218,28,"Y",10.718,58,41.904,88,8.13,92.003,"F"
56.265,"Class2",67.671,45,"N",17.331,29,22.68,95,69.126,77.832,"A"
85.789,"Class1",56.26,59,"B",71.314,30,22.633,24,12.068,7.404,"P"
46.657,"Class3",56.371,25,"Y",21.148,61,27.801,81,11.474,97.013,"C"
64.296,"Class2",28.948,45,"Z",15.369,38,48.115,89,67.883,70.467,"A"
43.04,"Class4",56.778,26,"C",74.116,43,45.205,58,71.704,69.196,"X"
60.394,"Class3",54.639,29,"J",14.214,69,40.584,82,6.137,86.446,"Z"
44.065,"Class3",54.659,29,"W",28.364,55,78.376,90,5.349,86.646,"M"
86.736,"Class1",47.805,34,"E",49.775,46,30.506,9,11.692,3.011,"D"
34.726,"Class3",51.825,33,"F",22.92,68,22.532,88,13.509,96.374,"Z"
50.722,"Class2",68.172,45,"V",19.308,41,40.774,91,62.171,44.53,"L"
84.372,"Class1",47.626,59,"E",46.576,85,12.926,21,12.39,7.6,"M"
15.56,"Class4",33.153,66,"R",42.094,48,39.353,46,56.497,NA,"X"
20.907,"Class4",65.93,44,"C",92.135,51,41.508,51,66.38,72.979,"P"
84.703,"Class1",4.757,51,"E",66.189,94,15.694,23,10.744,3.459,"D"
NA,"Class2",54.832,44,"V",37.977,22,36.449,92,36.499,92.117,"A"
35.322,"Class3",55.692,43,"F",24.892,47,69.129,75,7.314,94.405,"Z"
43.691,"Class4",80.969,82,"R",48.764,48,38.076,46,76.373,29.771,"R"
59.556,"Class3",58.595,42,"M",14.895,52,67.467,92,13.121,98.459,"C"
40.929,"Class4",36.313,53,"R",49.972,57,49.74,44,52.286,59.534,"P"
55.102,"Class2",45.697,44,"B",32.962,36,38.669,95,52.281,90.735,"T"
52.004,"Class2",45.316,44,"H",38.538,36,44.952,88,43.565,68.586,"W"
59.106,"Class2",28.451,45,"N",35.361,22,38.085,90,38.626,60.903,"T"
19.38,"Class4",44.582,72,"R",95.585,42,36.329,53,77.876,30.4,"P"
36.942,"Class3",60.667,41,"M",19.571,51,34.201,87,9.824,86.928,"C"
82.295,"Class1",3.757,54,"B",53.174,91,22.607,24,12.19,3.605,"P"
44.696,"Class2",85.252,45,"H",37.237,19,48.465,95,68.905,89.1,"L"
29.294,"Class3",53.539,27,"J",15.108,64,70.182,85,5.99,90.702,"C"
85.541,"Class1",44.786,24,"E",86.382,51,26.287,7,14.242,4.321,"C"
48.006,"Class4",80.801,75,"A",58.362,66,34.18,41,68.733,69.478,"I"
54.812,"Class4",55.482,18,"C",71.844,64,42.414,53,59.031,39.495,"D"
53.783,"Class3",52.371,34,"M",18.929,65,20.486,78,11.731,93.149,"F"
88.157,"Class1",28.877,28,"B",27.71,94,16.568,13,11.005,6.426,"D"
23.177,"Class4",36.497,64,"P",69.163,48,39.302,57,52.353,41.516,"D"
NA,"Class3",54.548,40,"M",18.258,45,25.228,90,6.262,86.864,"F"
53.189,"Class2",40.415,45,"Z",39.879,24,54.377,89,45.384,81.297,"H"
85.758,"Class1",40.66,17,"J",24.227,76,32.282,18,10.335,6.251,"C"
56.062,"Class3",55.493,32,"J",17.059,65,19.422,87,5.246,90.573,"Z"
87.32,"Class1",11.486,39,"G",61.695,31,38.826,8,10.965,4.506,"P"
53.341,"Class2",28.762,43,"N",37.574,30,31.593,94,56.535,46.297,"H"
85.019,"Class1",40.761,49,"J",28.208,72,26.349,10,16.491,7.461,"P"
58.549,"Class2",29.506,45,"H",40.652,20,30.427,91,37.839,51.669,"T"
79.048,"Class1",40.236,16,"G",12.098,64,13.653,16,10.84,7.683,"N"
42.61,"Class4",49.463,48,"A",66.537,55,39.329,46,58.158,25.947,"R"
89.206,"Class1",33.451,68,"E",101.569,94,42.2,7,16.031,4.549,"D"
76.797,"Class3",49.375,31,"M",8.117,56,26.57,77,3.667,93.981,"F"
NA,"Class3",51.487,42,"Y",14.252,46,23.866,83,11.833,86.325,"Z"
51.791,"Class2",68.454,44,"H",25.07,39,47.859,92,46.22,87.248,"A"
86.972,"Class1",45.198,43,"G",68.784,68,26.495,23,11.914,7.063,"C"
63.011,"Class2",53.612,46,"H",21.011,21,49.489,94,68.636,79.788,"L"
26.532,"Class4",50.752,41,"T",60.359,46,48.689,54,70.861,55.45,"P"
-12.475,"Class4",42.358,62,"R",69.714,78,48.71,50,69.415,32.015,"I"
27.019,"Class3",56.887,37,"Y",21.414,46,26.352,87,8.217,92.525,"I"
89.857,"Class1",33.383,58,"E",38.485,50,14.023,11,15.808,4.891,"D"
44.404,"Class3",53.32,32,"J",18.711,51,26.36,86,5.142,98.906,"I"
83.503,"Class1",21.452,60,"J",97.141,79,35.938,14,11.127,3.679,"D"
37.407,"Class4",48.168,34,"A",57.488,61,43.716,33,71.095,34.538,"R"
85.651,"Class1",55.776,38,"B",22.137,54,18.344,18,16.593,4.254,"C"
84.726,"Class1",48.274,52,"E",33.838,92,36.426,13,15.074,7.917,"D"
87.499,"Class1",72.204,34,"G",39.375,58,25.937,22,15.647,7.69,"N"
74.775,"Class3",57.256,45,"J",23.568,64,29.281,87,10.83,88.647,"M"
66.108,"Class2",46.419,41,"V",28.82,37,29.652,90,54.67,45.15,"T"
51.506,"Class2",25.045,43,"V",34.61,41,19.73,90,60.054,83.241,"A"
86.001,"Class1",9.703,32,"E",18.825,35,21.276,24,14.383,3.387,"N"
83.578,"Class1",59.44,54,"B",22.951,79,20.288,25,13.041,5.295,"N"
85.016,"Class1",55.503,14,"B",67.16,31,27.456,16,16.537,4.841,"P"
33.916,"Class4",27.483,56,"R",69.93,49,37.775,39,74.038,26.044,"X"
47.171,"Class3",49.145,45,"W",14.795,69,61.343,92,12.585,93.851,"Z"
NA,"Class2",89.028,41,"N",22.587,20,35.044,93,69.787,NA,"T"
28.401,"Class3",53.499,34,"Y",19.165,55,29.149,87,9.418,97.403,"I"
36.871,"Class3",57.358,29,"W",18.662,47,33.672,94,10.594,95.786,"F"
34.237,"Class3",52.921,33,"F",11.821,46,43.336,80,8.316,94.149,"Z"
82.974,"Class1",37.085,47,"G",21.459,43,44.517,23,16.698,4.528,"P"
28.822,"Class3",53.972,38,"F",20.802,49,61.74,79,13.654,95.089,"M"
57.986,"Class2",23.427,43,"Z",33.706,30,18.967,95,40.57,44.785,"A"
49.069,"Class3",52.063,37,"M",19.581,62,20.672,87,5.638,90.337,"F"
44.528,"Class4",38.358,30,"T",35.257,67,44.238,35,71.702,67.914,"R"
45.79,"Class2",-4.834,42,"Z",29.893,41,17.364,94,44.515,65.293,"H"
59.751,"Class2",79.121,45,"V",42.724,23,19.771,95,67.019,62.205,"W"
47.96,"Class4",37.141,28,"C",43.172,53,44.69,32,61.016,69.448,"I"
63.95,"Class3",54.76,34,"M",19.444,52,24.485,95,5.015,95.166,"F"
49.966,"Class3",54.097,26,"F",23.508,52,66.286,93,5.264,95.336,"C"
NA,"Class1",59.182,44,"M",9.45,94,20.766,11,15.249,5.143,"C"
40.461,"Class3",58.06,35,"Y",16.422,67,48.911,90,12.178,97.883,"M"
52.978,"Class4",79.167,64,"R",73.586,71,48.725,52,71.431,35.46,"I"
85.159,"Class1",19.995,41,"B",34.15,64,37.54,12,15.823,3.156,"M"
50.89,"Class2",70.91,45,"Z",32.181,37,58.806,95,61.806,48.307,"A"
26.361,"Class4",81.774,36,"P",4.739,74,45.144,31,72.526,44.6,"X"
4.106,"Class4",38.5,14,"P",6.109,62,35.522,49,70.241,29.584,"P"
66.382,"Class2",32.884,45,"Z",33.314,27,57.514,88,43.735,73.743,"A"
21.88,"Class3",56.059,41,"J",10.23,46,55.878,77,10.472,93.263,"F"
62.439,"Class2",30.663,42,"V",36.101,42,37.219,88,56.566,71.13,"L"
25.019,"Class4",52.57,12,"A",20.099,59,44.204,42,72.4,42.913,"D"
46.923,"Class3",58.346,44,"J",21.072,61,63.27,96,8.309,87.68,"M"
54.309,"Class4",55.357,57,"T",58.298,66,48.397,28,53.446,72.231,"D"
58.747,"Class2",60.007,45,"V",32.029,22,57.59,90,38.647,50.211,"A"
87.232,"Class1",60.436,55,"J",99.454,46,48.32,7,15.551,4.724,"M"
29.56,"Class4",45.996,26,"A",116.385,68,37.457,37,73.004,49.089,"R"
61.749,"Class2",53.952,46,"N",26.076,39,45.791,91,63.343,77.372,"H"
34.551,"Class3",53.447,30,"F",8.684,49,68.026,94,8.718,94.445,"Z"
63.009,"Class2",36.913,44,"N",43.338,40,29.31,93,55.9,84.942,"H"
23.026,"Class4",35.684,30,"P",47.682,56,44.377,31,58.422,71.094,"I"
85.498,"Class1",55.628,17,"B",52.188,45,46.198,13,17.184,7.414,"M"
74.498,"Class2",30.608,45,"N",18.58,27,21.408,90,54.481,48.128,"L"
86.957,"Class1",61.809,22,"B",52.763,76,20.787,19,11.521,4.606,"C"
50.134,"Class4",22.465,36,"A",69.24,43,37.552,30,74.274,25.742,"P"
NA,"Class2",31.54,43,"H",37.319,34,50.277,90,57.497,84.717,"A"
20.651,"Class4",30.909,19,"R",35.767,77,50.722,56,72.614,44.226,"P"
63.318,"Class2",76.78,43,"V",26.601,19,27.529,92,65.427,52.314,"W"
60.721,"Class2",56.06,46,"N",26.021,29,32.728,90,67.054,76.128,"T"
NA,"Class2",39.482,45,"V",39.936,38,36.192,95,41.632,48.9,"T"
NA,"Class3",56.076,32,"W",18.178,46,25.119,84,7.359,98.894,"C"
45.815,"Class3",55.267,29,"J",13.906,54,35.582,78,10.054,97.766,"F"
78.869,"Class4",43.242,54,"T",38.005,47,37.194,44,54.771,22.658,"P"
83.849,"Class1",11.386,50,"M",17.2,41,31.433,6,16.354,4.384,"N"
90.26,"Class1",54.982,32,"B",37.718,64,32.818,14,15.219,6.362,"C"
49.632,"Class3",50.66,33,"J",8.644,68,59.351,94,4.529,88.717,"M"
72.323,"Class4",31.523,40,"R",33.03,45,50.617,51,75.754,20.693,"P"
49.71,"Class4",59,53,"C",22.696,54,47.124,37,54.101,46.282,"X"
84.572,"Class1",40.597,12,"E",22.892,32,15.558,21,15.778,7.987,"C"
85.224,"Class1",59.135,61,"E",43.292,43,18.809,17,11.28,6.047,"C"
34.979,"Class3",51.265,25,"Y",20.019,53,59.992,95,11.379,94.289,"F"
41.037,"Class4",70.729,58,"C",43.846,42,48.564,47,71.219,39.35,"D"
51.555,"Class2",47.037,43,"H",23.096,39,44.112,89,55.355,55.47,"T"
49.39,"Class2",50.709,44,"N",45.647,41,29.568,92,68.145,46.347,"W"
53.774,"Class3",57.144,35,"J",18.091,68,35.038,83,8.141,89.487,"I"
60.277,"Class2",59.531,42,"H",49.074,24,39.611,92,39.406,87.015,"L"
70.102,"Class2",36.086,43,"N",35.221,34,49.494,91,63.345,72.172,"W"
62.415,"Class2",53.866,41,"V",35.7,40,31.642,94,69.114,54.865,"L"
24.813,"Class4",41.75,41,"A",69.826,43,41.514,43,60.427,23.64,"D"
88.965,"Class1",28.369,17,"G",37.883,47,44.18,10,17.003,5.428,"C"
14.887,"Class4",36.96,82,"P",74.245,60,48.797,40,57.064,50.106,"X"
10.053,"Class4",36.622,23,"P",44.092,73,44.076,37,66.503,37.095,"R"
42.02,"Class3",51.812,39,"M",16.658,49,30.383,88,6.659,88.426,"F"
82.316,"Class1",39.14,24,"B",75.759,35,35.498,17,10.289,7.48,"P"
89.481,"Class1",35.022,30,"M",44.058,70,49.092,14,11.229,3.702,"M"
62.398,"Class2",64.07,43,"N",48.419,20,41.842,90,36.692,88.349,"L"
33.346,"Class4",41.976,54,"A",65.041,43,36.994,56,52.958,26.751,"P"
35.034,"Class3",55.25,39,"Y",14.311,53,37.268,87,11.109,87.145,"I"
88.405,"Class1",44.923,61,"E",38.776,77,19.244,12,12.122,6.759,"N"
35.951,"Class4",56.288,37,"C",85.11,45,48.817,30,67.404,26.444,"X"
46.676,"Class4",40.533,16,"C",123.783,75,44.032,46,52.603,25.252,"D"
72.464,"Class2",33.773,43,"N",32.21,28,60.165,94,53.531,77.87,"T"
54.08,"Class3",56.814,26,"M",16.847,59,80.65,93,13.356,97.745,"C"
50.216,"Class2",57.148,44,"B",52.461,40,37.994,90,38.338,75.633,"T"
15.252,"Class4",58.285,67,"T",71.229,73,45.536,39,60.662,51.199,"P"
34.048,"Class3",54.775,34,"F",23.129,60,48.229,76,6.121,NA,"I"
56.309,"Class2",77.72,43,"H",14.725,39,26.918,94,64.051,53.231,"T"
64.994,"Class2",51.538,46,"Z",35.184,40,52.331,88,54.634,44.643,"W"
61.989,"Class2",31.806,43,"Z",36.334,36,26.872,91,56.664,62.37,"A"
NA,"Class1",55.763,40,"M",95.781,83,43.98,13,15.614,4.674,"D"
84.284,"Class1",37.07,12,"B",37.19,63,25.356,24,17.763,4.886,"C"
84.191,"Class1",44.073,55,"M",40.468,75,33.608,8,12.458,7.383,"P"
33.187,"Class3",52.07,30,"J",19.408,60,61.656,83,3.03,97.568,"I"
84.681,"Class1",49.718,59,"M",8.251,68,48.092,9,16.606,4.955,"P"
56.467,"Class2",72.694,44,"H",44.843,41,29.649,94,55.946,88.819,"L"
10.627,"Class4",39.104,48,"R",83.791,52,48.98,30,62.333,70.135,"I"
48.307,"Class2",34.988,41,"V",40.544,35,58.837,90,38.152,91.343,"W"
62.634,"Class2",70.224,45,"B",25.849,34,44.272,90,39.82,70.409,"W"
52.935,"Class2",46.683,45,"V",36.127,35,26.009,95,66.077,91.656,"A"
81.345,"Class1",53.508,38,"J",49.369,73,45.713,18,13.206,NA,"M"
20.14,"Class4",43.748,64,"C",64.767,76,45.298,58,66.013,44.457,"I"
88.242,"Class1",26.178,65,"E",26.247,39,44.252,7,15.983,5.498,"N"
87.525,"Class1",9.785,12,"B",30.792,71,16.146,15,17.577,NA,"D"
6.218,"Class4",57.627,30,"R",104.939,76,44.843,55,60.8,31.552,"D"
83.171,"Class1",19.817,32,"E",73.452,33,32.446,23,13.629,NA,"D"
38.755,"Class4",51.506,57,"P",54.779,46,44.388,41,64.515,40.557,"I"
58.939,"Class3",55.843,27,"J",10.397,59,60.42,82,8.339,97.103,"Z"
48.009,"Class3",54.367,25,"F",22.138,55,56.745,76,6.719,90.202,"Z"
68.637,"Class2",1.643,45,"V",40.807,32,19.841,90,42.612,68.635,"W"
57.828,"Class2",48.303,42,"V",37.299,31,60.186,89,60.877,48.789,"A"
86.33,"Class1",30.188,33,"E",-13.07,56,42.456,10,11.737,7.231,"N"
16.153,"Class3",52.252,40,"J",17.598,57,75.516,82,8.714,NA,"M"
55.082,"Class4",94.965,71,"C",76.026,67,46.199,43,72.689,57.179,"R"
84.23,"Class1",46.99,30,"G",58.593,34,17.658,21,16.92,3.776,"N"
82.501,"Class1",28.005,16,"M",24.562,50,32.915,14,17.428,5.178,"N"
55.892,"Class2",42.959,41,"Z",17.318,32,35.938,88,38.02,45.98,"L"
61.469,"Class2",28.531,41,"V",56.256,41,46.121,95,37.745,73.714,"A"
84.387,"Class1",-10.444,64,"J",60.208,48,13.254,23,11.261,6.546,"N"
56.564,"Class4",36.149,77,"T",57.034,69,48.462,55,70.449,68.8,"P"
49.366,"Class4",56.372,35,"C",44.107,58,50.242,57,62.166,41.491,"D"
18.258,"Class4",65.698,12,"P",59.894,45,44.044,56,63.246,28.706,"X"
NA,"Class2",72.098,41,"Z",40.332,22,54.008,92,51.154,64.569,"L"
21.529,"Class4",63.242,34,"C",28.317,49,37.437,53,69.433,23.152,"D"
82.801,"Class1",-8.946,18,"B",25.29,59,48.367,20,12.811,3.075,"C"
26.119,"Class4",39.007,54,"C",47.295,79,34.196,34,61.257,57.618,"I"
53.413,"Class2",24.129,41,"N",31.319,36,39.794,93,52.995,63.988,"W"
40.403,"Class3",52.834,43,"Y",12.859,57,28.584,82,9.801,92.647,"C"
33.301,"Class4",82.705,25,"C",67.462,52,50.145,49,67.711,30.497,"P"
83.163,"Class1",20.272,58,"E",38.079,78,13.895,8,14.103,7.707,"C"
62.508,"Class2",46.562,41,"Z",47.192,33,38.513,91,43.493,53.892,"A"
84.19,"Class1",37.135,60,"M",2.667,57,44.767,11,12.767,3.387,"N"
86.34,"Class1",22.337,39,"J",84.126,86,24.911,22,11.88,6.797,"D"
41.438,"Class3",54.073,26,"Y",18.948,67,38.467,86,4.463,89.973,"F"
57.462,"Class2",5.74,45,"B",14.864,33,58.619,91,46.367,49.397,"W"
45.583,"Class2",45.684,46,"V",24.873,37,29.948,93,55.763,76.782,"A"
61.625,"Class2",15.4,42,"Z",23.943,37,55.185,93,52.813,86.026,"A"
NA,"Class3",54.053,37,"W",18.847,45,81.154,75,8.245,87.005,"M"
44.061,"Class3",51.09,30,"Y",23.863,61,22.479,80,10.965,92.809,"Z"
68.918,"Class4",71.836,31,"R",69.067,54,44.216,41,59.599,36.117,"R"
74.184,"Class2",3.346,43,"Z",40.574,39,35.678,90,48.96,55.328,"W"
24.575,"Class4",55.321,79,"C",29.917,57,42.738,59,64.482,43.299,"D"
18.709,"Class4",60.456,63,"T",81.618,62,35.631,59,59.559,63.287,"D"
NA,"Class3",57.813,29,"W",14.227,65,65.227,86,6.14,88.46,"M"
52.787,"Class4",57.22,74,"P",51.291,70,35.702,53,69.705,39.329,"D"
23.45,"Class4",43.331,59,"A",68.582,48,38.806,29,69.259,56.256,"R"
88.383,"Class1",32.468,20,"E",74.408,56,12.318,20,14.255,3.837,"M"
84.542,"Class1",40.637,54,"B",35.616,41,13.257,15,13.06,7.917,"M"
41.275,"Class2",51.974,44,"H",20.35,22,47.246,91,42.121,52.152,"T"
NA,"Class4",33.496,40,"C",59.908,58,41.381,44,58.21,NA,"D"
52.874,"Class2",54.926,46,"Z",30.376,35,38.997,92,46.169,45.559,"T"
68.112,"Class2",47.43,44,"Z",38.482,26,23.804,90,67.823,53.87,"W"
71.532,"Class2",65.014,46,"N",49.525,29,34.776,94,69.351,54.538,"W"
55.793,"Class3",51.591,38,"M",17.754,63,64.297,76,9.98,NA,"M"
31.838,"Class4",45.456,51,"T",13.399,55,49.595,64,59.842,66.77,"P"
69.598,"Class2",45.413,44,"Z",44.772,31,49.704,95,67.162,59.761,"W"
80.097,"Class1",47.13,41,"E",55.951,30,43.289,19,11.553,4.176,"M"
56.736,"Class2",44.07,42,"Z",14.997,36,49.544,90,58.952,74.191,"H"
0.044,"Class4",25.082,21,"C",109.343,70,41.167,35,65.2,24.674,"P"
29.579,"Class4",25.257,65,"A",57.362,47,47.94,31,69.378,58.808,"R"
17.508,"Class3",49.321,30,"J",19.448,62,39.551,96,8.948,96.868,"Z"
34.762,"Class4",53.622,84,"A",40.782,74,38.13,35,72.935,18.209,"D"
56.22,"Class4",49.91,63,"R",47.842,53,41.649,52,56.215,34.933,"I"
15.499,"Class4",51.877,32,"C",47.523,73,37.943,28,74.327,52.936,"D"
20.186,"Class4",54.519,63,"T",49.746,78,46.19,61,65.007,62.983,"P"
16.607,"Class4",41.67,70,"R",89.174,62,34.883,63,58.789,19.257,"P"
24.782,"Class3",60.32,43,"F",15.17,51,38.546,84,11.376,95.929,"F"
85.149,"Class1",47.621,45,"J",108.364,95,44.323,10,17.476,NA,"C"
57.414,"Class2",63.927,41,"H",43.196,21,48.826,95,66.687,46.208,"H"
44.574,"Class3",57.093,32,"Y",20.92,60,80.366,89,10.577,92.684,"F"
20.853,"Class3",54.011,37,"Y",16.08,49,21.921,89,4.703,99.682,"M"
82.327,"Class1",74.368,61,"G",64.517,32,24.6,21,17.794,5.705,"N"
55.253,"Class3",57.009,34,"M",22.958,51,37.451,75,7.076,94.044,"C"
87.503,"Class1",42.583,46,"G",94.694,88,38.248,6,14.056,NA,"M"
7.984,"Class4",71.392,86,"T",50.275,45,48.217,32,53.83,37.182,"R"
-8.467,"Class4",13.759,23,"P",111.681,71,41.199,45,67.697,58.944,"P"
43.811,"Class2",56.725,44,"N",31.724,29,40.983,90,51.125,44.387,"W"
35.439,"Class4",61.099,68,"C",45.184,52,47.71,50,58.618,22.583,"P"
NA,"Class4",35.328,29,"P",91.801,63,50.277,57,58.486,68.541,"P"
80.164,"Class1",58.452,28,"B",47.349,64,28.218,6,12.029,3.493,"P"
20.252,"Class4",21.53,48,"R",24.125,76,45.56,41,73.082,70.837,"I"
45.078,"Class4",42.511,23,"A",65.723,49,43.504,60,72.254,28.593,"P"
36.279,"Class3",55.629,42,"F",15.876,50,20.571,95,8.885,99.621,"M"
29.782,"Class3",55.648,38,"W",20.692,66,69.805,90,4.591,91.497,"M"
NA,"Class1",43.124,57,"J",20.369,87,11.73,9,11.406,3.858,"P"
52.751,"Class3",49.533,29,"M",17.218,56,27.698,88,7.399,91.457,"I"
57.814,"Class2",12.529,46,"Z",22.847,37,23.058,91,55.012,66.54,"H"
42.562,"Class3",53.841,30,"J",18.998,55,54.093,94,7.39,95.144,"I"
56.185,"Class2",37.902,46,"N",33.834,21,21.361,88,59.942,83.501,"T"
35.706,"Class4",58.86,41,"A",28.941,48,43.445,60,56.778,52.663,"X"
59.551,"Class4",51.23,67,"R",47.819,66,49.848,50,65.464,46.73,"P"
22.026,"Class4",55.558,17,"A",19.437,63,36.807,40,73.962,28.036,"I"
85.416,"Class1",53.997,14,"B",110.566,86,31.821,12,12.206,7.357,"P"
85.745,"Class1",80.052,63,"E",76.899,69,33.715,7,15.741,7.534,"P"
43.343,"Class3",54.068,38,"W",19.467,60,65.948,85,7.781,86.612,"C"
53.228,"Class4",51.813,17,"C",54.531,44,46.673,32,56.486,67.407,"D"
29.3,"Class3",51.282,43,"J",19.441,45,40.736,86,5.288,87.281,"I"
54.333,"Class2",28.559,45,"Z",35.699,24,57.459,89,49.383,76.876,"T"
87.418,"Class1",21.876,64,"G",37.523,48,41.285,11,11.175,3.073,"D"
52.282,"Class2",40.122,45,"N",30.233,29,18.067,93,38.97,46.419,"A"
87.098,"Class1",57.291,23,"J",49.441,94,47.089,25,17.872,3.456,"N"
31.038,"Class3",54.976,45,"M",11.23,55,52.129,86,5.051,92.978,"C"
35.148,"Class3",52.198,30,"F",17.577,59,76.858,82,6.4,91.952,"I"
88.324,"Class1",51.895,64,"J",34.335,47,31.156,14,17.395,7.198,"P"
63.688,"Class2",28.013,44,"B",50.307,19,45.586,93,63.963,68.463,"H"
26.691,"Class4",74.136,67,"C",34.577,55,38.645,50,70.128,44.712,"P"
38.675,"Class3",51.484,34,"W",21.646,47,30.112,81,9.666,96.674,"I"
21.173,"Class3",53.95,31,"Y",20.728,56,39.487,87,12.666,99.318,"C"
60.961,"Class2",30.333,43,"Z",47.779,28,41.285,88,41.72,80.63,"H"
64.747,"Class2",46.635,44,"B",33.439,22,37.472,93,58.856,78.112,"T"
28.226,"Class3",50.992,26,"Y",17.601,56,33.495,83,3.32,94.429,"C"
59.645,"Class3",48.686,31,"M",18.531,68,37.64,86,8.405,91.085,"I"
62.038,"Class2",59.714,46,"B",19.86,34,33.831,89,41.529,69.826,"H"
34.19,"Class4",65.728,65,"P",69.861,43,39.739,35,73.508,32.956,"D"
52.365,"Class2",22.928,44,"Z",30.761,21,51.361,89,61.414,46.721,"W"
86.853,"Class4",43.186,74,"A",49.487,69,35.828,52,73.675,64.558,"I"
