"Output24","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Y10","Y11"
"Class1",64.717,95.524,"F",30.645,95.527,71,NA,54,14.755,"E",38
"Class1",61.481,95.243,"F",36.892,96.22,72,29.354,45,13.375,"E",38
"Class2",38.27,93.492,"B",28.598,12.428,65,52.97,55,24.848,"L",22
"Class4",2.459,26.595,"G",50.489,14.575,64,NA,88,82.856,"P",16
"Class3",70.703,52.398,"L",33.703,50.634,88,84.701,43,69.445,"U",46
"Class4",9.969,27.438,"P",3.039,13.994,93,16.549,61,82.713,"K",15
"Class4",3.937,23.1,"R",84.285,14.543,80,NA,72,82.832,"M",15
"Class2",37.03,86.773,"B",23.593,81.936,59,39.4,61,21.615,"J",36
"Class2",34.27,89.551,"Q",22.443,55.921,61,43.402,58,31.926,"G",32
"Class2",37.128,89.771,"R",38.342,58.703,72,40.904,47,27.259,"Y",30
"Class2",45.213,85.578,"C",40.284,55.651,59,43.385,46,41.444,"J",46
"Class4",3.075,23.876,"O",62.316,16.382,75,45.54,66,82.805,"M",16
"Class2",35.421,86.074,"G",18.045,49.707,61,54.558,54,14.918,"Y",35
"Class1",67.594,96.328,"F",57.263,98.524,80,33.711,64,14.745,"L",40
"Class3",35.767,45.09,NA,56.347,41.928,54,76.076,64,68.725,"O",47
"Class3",30.109,45.852,"I",32.148,47.637,42,75.973,69,67.629,"G",47
"Class2",48.433,92.055,"G",34.048,69.774,62,39.181,48,12.456,"Y",51
"Class4",-1.905,23.381,"D",99.853,11.54,83,60.628,36,82.316,"K",15
"Class4",-2.691,23.98,"G",30.537,35.485,60,39.609,83,82.506,"M",15
"Class2",26.713,85.633,"B",4.129,56.971,60,50.343,60,22.25,"Y",16
"Class3",37.019,47.425,"L",21.5,41.806,93,78.121,62,70.165,"G",47
"Class2",52.002,90.881,"B",36.836,59.204,59,43.679,49,43.474,"G",30
"Class4",12.376,24.977,"R",24.794,6.327,53,51.523,85,82.813,"R",16
"Class3",55.958,51.673,"U",40.042,18.031,58,69.544,68,70.395,"O",46
"Class3",30.544,46.066,"J",38.941,20.881,65,76.884,55,67.855,"G",47
"Class2",41.581,85.028,"C",27.733,42.142,71,34.969,46,17.3,"L",39
"Class2",29.955,92.852,"R",34.461,18.948,71,40.35,50,20.089,"G",42
"Class1",69.754,97.458,"W",74.526,96.233,74,40.013,45,12.835,"V",40
"Class4",10.777,26.375,NA,37.084,2.886,70,36.086,70,82.044,"K",15
"Class2",25.884,91.623,"R",29.242,26.71,72,52.088,47,41.772,"Y",58
"Class3",65.018,47.486,"U",33.899,18.99,46,81.864,65,70.422,"O",47
"Class4",7.137,24.138,"P",23.327,36.016,67,28.267,38,82.674,"K",16
"Class2",53.325,91.103,"R",26.795,27.332,68,49.907,57,12.394,"F",55
"Class4",10.261,26.504,"R",48.046,13.039,91,44.467,26,82.581,"M",16
"Class2",47.845,93.326,"Q",34.647,35.494,68,34.389,60,31.73,"J",35
"Class1",64.195,97.076,NA,102.436,95.713,73,47.605,66,14.645,"A",38
"Class1",62.736,96.22,"F",61.901,99.244,80,31.639,62,13.02,"L",39
"Class1",59.103,92.666,"F",63.43,96.323,73,14.495,59,15.235,"E",38
"Class1",72.532,96.513,"F",53.841,95.337,74,62.467,59,15.046,"E",40
"Class3",27.964,45.078,"L",57.086,57.847,67,78.974,72,68.769,"Z",47
"Class3",39.602,49.921,"I",43.843,18.555,40,73.516,52,71.208,"G",46
"Class4",4.506,23.134,NA,37.067,24.371,82,50.229,52,82.873,"P",15
"Class1",53.617,95.366,"P",88.29,94.178,81,53.938,52,13.084,"E",39
"Class3",40.857,52.187,"I",39.812,37.377,39,74.19,49,71.916,"O",47
"Class2",25.058,85.147,"G",28.884,23.772,71,53.67,57,17.832,"Y",36
"Class3",21.445,46.597,NA,39.842,44.528,21,75.119,74,66.923,"U",46
"Class1",72.932,93.084,"J",80.214,97.254,80,29.434,64,13.839,"V",39
"Class2",29.565,87.395,"Q",33.183,57.031,64,39.857,61,25.463,"L",49
"Class1",43.84,92.295,"F",42.313,94.223,82,62.302,64,14.668,"E",38
"Class3",72.488,49.761,"U",42.615,28.182,61,75.013,73,70.476,"H",46
"Class1",57.62,95.74,"F",56.156,99.681,78,30.493,63,13.704,"A",40
"Class2",48.238,86.24,"B",34.906,64.927,67,38.164,52,39.718,"L",17
"Class2",33.643,91.615,"C",34.153,83.813,69,47.404,46,41.363,"Y",24
"Class1",71.926,93.96,"G",43.084,94.211,80,51.034,59,14.728,"L",40
"Class1",62.899,94.633,"W",51.014,94.297,80,61.048,68,15.063,"S",38
"Class4",10.048,23.241,"R",47.053,22.76,89,61.121,89,82.164,"M",16
"Class3",24.701,46.458,NA,38.479,15.985,41,78.614,63,66.698,"U",47
"Class2",65.586,92.477,"R",32.152,69.094,64,38.762,50,17.248,"F",23
"Class1",66.91,94.618,"P",61.771,94.096,72,53.054,64,14.707,"V",38
"Class4",11.302,27.922,"D",68.607,17.863,83,25.545,30,82.362,"M",15
"Class3",38.406,48.995,"I",30.705,29.874,75,69.563,59,66.643,"G",46
"Class1",66.389,96.655,"W",63.274,95.436,77,58.79,45,14.085,"S",40
"Class4",7.973,24.774,"O",35.092,29.02,97,42.526,56,82.217,"M",15
"Class1",67.567,92.122,"J",22.119,95.294,71,45.616,60,12.103,"A",38
"Class3",41.061,45.748,"I",36.694,31.37,73,74.559,66,69.915,"O",47
"Class2",43.737,92.34,"G",37.882,9.841,68,53.101,58,33.553,"Y",12
"Class1",77.907,94.546,"F",25.992,96.579,83,21.913,56,13.088,"A",40
"Class1",55.053,96.455,"P",68.997,94.278,78,55.306,68,12.645,"L",38
"Class4",9.976,25.334,"O",22.716,3.993,49,61.463,29,82.829,"W",15
"Class1",76.638,93.537,"J",32.556,96.764,83,62.602,51,12.736,"A",38
"Class2",45.973,87.861,"C",42.082,45.194,62,34.458,46,22.405,"F",46
"Class1",54.428,92.395,"F",95.706,94,83,32.623,59,12.777,"L",38
"Class1",67.324,94.342,"P",72.592,94.895,76,19.17,45,14.185,"L",40
"Class4",11.072,26.159,"P",67.944,35.774,73,35.383,86,82.751,"P",16
"Class3",44.331,45.327,"U",28.273,52.756,54,70.847,63,66.528,"G",47
"Class2",50.288,89.175,"B",34.412,45.963,62,37.894,55,45.939,"Y",37
"Class1",71.785,92.311,"J",38.002,91.809,77,21.094,56,14.803,"V",39
"Class2",34.825,88.896,"C",18.57,55.524,63,46.062,59,32.831,"Y",24
"Class1",66.027,92.707,"G",68.411,96.94,76,17.824,52,15.594,"V",40
"Class3",57.449,48.952,NA,31.691,22.239,69,80.29,65,67.421,"G",46
"Class3",59.07,52.616,"L",34.178,32.062,62,75.672,54,70.834,"U",47
"Class4",5.856,24.771,"R",42.619,0.658,70,35.277,24,82.039,"M",15
"Class2",56.416,85.045,NA,26.672,19.149,61,50.342,56,10.563,"G",41
"Class3",25.024,46.647,"I",40.077,56.13,57,83.635,47,68.35,"G",46
"Class4",3.31,27.817,NA,10.368,6.981,91,30.726,57,82.441,"P",16
"Class3",48.848,50.236,NA,56.67,39.981,77,77.346,50,66.553,"U",47
"Class1",74.95,93.124,NA,43.655,95.859,73,57.65,59,13.667,"A",38
"Class3",14.165,47.028,"I",45.067,27.345,53,69.731,43,67.03,"U",47
"Class1",69.277,93.964,"G",11.101,95.239,79,36.14,53,13.928,"L",39
"Class4",8.89,27.322,"P",30.135,35.296,92,42.123,85,82.655,"M",16
"Class1",58.85,96.841,"G",46.83,94.462,70,29.459,60,14.573,"L",40
"Class4",10.421,24.9,"R",48.293,22.733,78,58.353,46,82.701,"K",15
"Class2",34.929,93.929,"G",29.971,38.285,68,44.605,58,13.046,"J",48
"Class1",64.952,92.556,"W",89.398,94.372,74,44.959,63,15.214,"L",39
"Class2",53.884,92.199,"B",20.052,46.067,62,42.788,60,12.939,"L",50
"Class1",50.83,97.06,"F",66.476,95.515,78,35.868,58,14.14,"A",40
"Class4",6.302,25.798,"R",42.583,16.525,57,29.208,93,82.104,"R",16
"Class4",11.25,23.266,"P",48.177,21.424,90,NA,24,82.386,"W",16
"Class3",52.073,47.218,"U",34.616,38.707,100,73.296,71,68.056,"O",46
"Class2",42.717,87.692,"B",16.313,57.953,72,49.919,55,30.167,"F",42
"Class1",66.784,94.093,"P",44.219,97.011,73,42.833,47,12.174,"V",40
"Class3",88.777,48.762,"U",36.02,7.339,69,NA,64,71.623,"Z",47
"Class2",22.045,88.838,"Q",26.253,65.45,72,42.023,53,42.137,"G",54
"Class4",7.813,27.47,"P",79.913,13.986,94,25.325,51,82.443,"K",16
"Class2",20.184,88.87,"G",38.659,72.12,63,39.491,47,15.488,"G",50
"Class4",6.302,24.452,"O",47.279,8.742,81,45.999,81,82.392,"R",16
"Class2",52.308,91.212,"Q",24.816,51.377,62,51.004,56,20.151,"G",26
"Class1",72.295,94.767,"J",17.634,96.941,81,15.003,64,14.759,"S",40
"Class3",38.926,45.388,"U",31.265,28.927,31,83.954,46,68.128,"G",47
"Class2",45.785,88.364,"C",36.315,35.386,69,51.702,46,18.848,"G",34
"Class4",6.012,23.186,"R",53.398,16.26,79,28.542,86,82.084,"M",16
"Class3",21.546,50.265,"J",43.118,19.243,44,72.976,74,70.999,"O",46
"Class1",48.411,95.319,"G",55.724,95.716,77,54.007,59,12.615,"A",40
"Class2",38.396,88.216,"G",30.349,27.003,67,47.41,53,15.371,"L",54
"Class2",49.953,93.961,"C",33.836,29.379,63,37.901,61,12.188,"Y",32
"Class2",37.263,89.285,"Q",33.184,58.991,68,42.687,51,37.181,"F",26
"Class1",54.254,97.486,"F",89.769,95.251,83,18.539,55,14.773,"A",38
"Class2",31.353,91.602,"R",26.54,50.292,67,46.188,59,20.581,"F",31
"Class3",-0.236,51.821,"K",41.564,4.877,39,72.113,73,70.357,"U",46
"Class4",18.704,26.052,"O",56.992,14.418,93,44.259,40,82.11,"P",15
"Class3",51.537,48.898,"I",32.96,32.765,43,83.699,73,67.952,"O",46
"Class3",28.913,48.013,"L",20.322,29.425,29,77.93,62,70.084,"G",46
"Class2",42.33,91.889,"C",29.158,50.175,64,50.644,56,26.227,"Y",40
"Class2",47.976,88.404,"G",27.392,58.329,67,51.04,46,21.824,"J",17
"Class2",35.63,93.413,"B",26.179,40.109,62,47.659,59,35.21,"J",55
"Class3",-6.226,47.332,"U",28.811,24.78,50,72.746,72,71.646,"Z",46
"Class4",3.889,27.084,"R",46.033,21.289,60,26.594,45,82.054,"P",16
"Class2",43.944,90.448,"B",47.842,51.654,64,40.752,50,26.304,"Y",38
"Class1",72.635,93.997,"J",49.825,95.316,83,57.437,49,15.228,"S",39
"Class4",7.144,26.126,"D",36.333,29.641,85,NA,43,82.566,"W",16
"Class4",12.023,26.558,"D",14.094,24.409,72,28.383,74,82.437,"W",16
"Class3",38.19,47.936,"K",30.869,35.818,37,83.879,61,67.839,"U",46
"Class1",50.87,96.763,"F",36.568,93.504,76,47.883,65,14.073,"L",38
"Class2",37.299,89.562,"R",27.504,56.457,60,NA,48,23.956,"G",46
"Class1",65.609,97.331,"F",55.995,100.569,75,19.02,52,14.672,"L",40
"Class4",10.478,25.208,"O",42.245,8.468,84,27.485,88,82.177,"M",15
"Class2",31.565,93.085,"G",20.33,81.431,65,NA,47,31.908,"F",43
"Class2",43.06,85.65,"Q",36.521,43.924,72,53.574,46,43.11,"G",40
"Class4",13.874,24.755,"D",25.633,32.855,57,NA,79,82.903,"M",16
"Class4",6.809,25.633,"G",59.132,27.738,86,16.941,36,82.314,"P",15
"Class3",38.657,52.501,"L",36.083,31.149,29,77.686,75,66.869,"O",47
"Class2",36.272,90.619,"Q",22.756,33.251,61,38.974,54,28.223,"G",27
"Class4",10.099,27.169,"G",81.045,22.486,64,36.07,25,82.422,"K",15
"Class4",5.559,25.017,"D",56.043,35.496,79,32.125,65,82.769,"P",15
"Class1",57.042,97.643,"P",75.727,93.74,82,26.754,47,15.239,"L",40
"Class4",10.272,23.537,"P",62.807,39.011,86,34.132,35,82.83,"W",16
"Class2",47.565,87.624,"R",25.962,46.217,60,42.8,51,45.002,"L",53
"Class2",47.227,87.508,"C",27.56,13.419,67,42.727,52,9.164,"F",32
"Class3",59.141,50.437,"K",35.026,49.368,43,83.246,60,67.158,"Z",46
"Class3",72.218,52.545,"U",38.896,43.471,39,78.839,58,68.495,"G",46
"Class3",39.982,48.64,"L",48.734,23.612,85,81.826,75,69.608,"O",46
"Class1",64.5,92.7,"J",75.321,94.362,75,38.207,69,12.454,"L",40
"Class2",33.503,85.339,"B",13.01,37.734,69,37.318,56,25.875,"F",29
"Class3",50.152,50.75,"U",33.281,30.469,70,77.789,67,68.195,"G",46
"Class4",5.284,26.264,"O",61.724,18.709,77,37.533,25,82.903,"P",15
"Class4",10.404,26.533,"P",53.541,14.835,92,56.45,25,82.864,"R",15
"Class1",61.863,94.25,"F",46.386,95.769,71,24.871,65,14.306,"L",38
"Class1",65.155,93.933,"P",69.601,95.136,74,59.077,60,15.191,"V",38
"Class2",37.947,89.806,"G",33.748,61.423,63,NA,55,44.847,"G",19
"Class4",9.558,24.082,"G",53.569,25.111,94,45.649,78,82.496,"P",16
"Class2",42.608,86.695,"B",30.895,33.507,63,52.818,60,40.333,"F",33
"Class1",57.733,94.209,"G",92.043,94.362,73,17.884,51,15.276,"V",39
"Class4",4.019,26.15,"G",15.449,34.175,93,35.173,94,82.09,"R",16
"Class3",37.487,51.821,"K",42.756,40.521,32,76.917,54,69.219,"Z",47
"Class4",7.151,26.425,"O",18.116,11.732,55,17.22,53,82.729,"R",16
"Class4",-5.167,25.449,"R",8.762,2.114,77,58.962,62,82.875,"W",15
"Class4",11.393,23.619,"R",77.992,27.354,64,25.501,51,82.488,"M",16
"Class4",15.841,26.94,"P",18.017,3.265,85,54.891,75,82.697,"M",15
"Class3",49.181,50.874,"I",34.527,29.226,93,NA,61,68.072,"H",47
"Class2",38.853,90.4,"B",40.322,34.522,61,52.796,51,31.712,"L",20
"Class1",67.29,92.605,"J",52.19,97.711,71,61.407,65,13.581,"S",40
"Class2",56.396,90.897,"B",19.337,101.998,62,46.643,57,21.755,"F",35
"Class3",52.136,50.53,"U",33.59,60.459,72,80.394,45,66.958,"O",47
"Class1",56.967,96.629,"P",59.689,96.455,71,38.307,56,15.019,"L",38
"Class2",33.66,89.573,"C",17.262,48.881,60,41.251,51,30.408,"Y",49
"Class2",37.804,91.623,"Q",26.343,80.659,62,35.387,54,39.917,"G",52
"Class3",30.538,50.573,"L",41.523,33.417,83,72.887,63,70.559,"O",46
"Class2",35.345,89.367,"G",32.439,22.91,60,44.114,47,11.638,"L",34
"Class2",40.004,91.385,"B",32.823,64.847,69,50.064,59,31.515,"G",40
"Class3",56.143,49.042,"U",34.761,40.606,22,79.604,57,71.934,"Z",47
"Class3",72.369,52.786,"K",34.754,34.697,35,78.204,53,71.793,"Z",47
"Class1",73.741,95.081,"F",50.683,98.283,83,53.077,49,14.487,"E",39
"Class2",49.244,92.633,"B",37.861,56.976,63,54.781,54,13.271,"Y",44
"Class2",25.14,89.144,"Q",25.455,7.386,59,41.936,47,18.348,"Y",38
"Class3",39.509,46.379,"K",40.579,43.559,29,68.541,59,68.922,"O",46
"Class1",66.754,95.1,"P",44.86,97.789,72,25.874,54,12.815,"V",40
"Class2",48.705,89.901,"B",34.328,68.682,59,39.237,46,10.898,"G",34
"Class1",56.288,93.118,"J",48.402,95.119,73,29.419,45,15.823,"A",38
"Class2",51.802,87.269,"R",30.052,81.699,68,45.436,52,35.395,"F",59
"Class3",38.806,50.732,"J",22.338,35.963,85,84.376,60,70.679,"G",46
"Class4",7.234,26.483,"R",14.309,8.048,96,33.496,69,82.29,"W",16
"Class2",40.229,86.033,"R",32.17,44.185,68,50.954,57,39.818,"L",38
"Class3",26.407,46.433,"J",30.152,17.525,86,79.281,69,69.157,"O",46
"Class2",45.908,93.122,"G",31.299,-9.43,61,36.358,46,35.083,"F",24
"Class1",70.954,95.862,"W",65.3,96.62,80,27.323,54,12.279,"S",40
"Class2",36.907,86.635,"C",8.152,64.117,70,50.503,53,15.504,"J",51
"Class1",77.145,96.47,"J",55.485,95.604,75,22.695,67,12.744,"E",39
"Class4",7.671,24.067,"O",68.438,24.062,87,24.723,38,82.021,"W",16
"Class1",68.361,93.051,"P",60.042,94.099,70,24.679,61,12.691,"E",39
"Class3",33.579,47.021,NA,43.821,33.327,73,79.672,44,69.624,"H",46
"Class4",12.406,23.492,"O",23.328,9.107,95,26.88,22,82.873,"K",16
"Class1",57.177,95.593,"P",19.853,97.552,83,53.144,50,15.631,"E",38
"Class2",35.647,90.045,"B",18.583,70.871,69,35.202,48,32.178,"J",40
"Class3",50.571,51.092,"L",28.246,36.239,88,74.631,63,71.901,"H",47
"Class4",12.688,24.023,"R",59.362,17.222,49,58.94,80,82.391,"R",16
"Class1",48.819,97.282,"W",57.069,95.092,70,12.151,61,12.735,"S",39
"Class3",-7.012,46.365,"I",45.097,40.948,50,84.893,71,66.514,"O",47
"Class4",8.783,26.787,"P",25.138,21.202,80,24.626,48,82.917,"W",15
"Class4",3.429,25.874,"G",44.401,17.972,56,60.837,62,82.523,"R",15
"Class1",67.396,92.272,"J",67.497,93.628,74,54.853,48,13.459,"L",39
"Class4",8.08,25.824,"O",77.224,21.857,67,48.824,48,82.592,"K",15
"Class3",84.542,52.013,"J",39.858,38.616,41,69.157,43,71.699,"Z",46
"Class1",59.704,97.847,"G",103.983,100.221,75,26.729,53,14.629,"E",38
"Class2",35.667,86.087,"C",21.621,50.11,64,39.67,59,20.496,"F",45
"Class3",31.985,52.344,"J",19.59,27.481,73,75.106,60,66.093,"O",47
"Class3",61.934,47.282,"I",30.068,20.688,50,68.955,49,68.821,"H",46
"Class3",53.891,45.373,"U",41.129,8.096,38,84.243,56,68.373,"H",47
"Class1",69.886,95.795,NA,36.883,94.079,75,63.97,58,12.6,"L",39
"Class4",9.604,25.811,"G",64.573,25.04,95,55.966,47,82.111,"W",15
"Class4",11.896,25.397,"O",61.364,30.157,97,38.105,63,82.554,"M",15
"Class3",41.526,48.805,"L",38.163,45.124,62,70.185,61,71.92,"U",46
"Class1",59.92,94.241,"P",87.754,92.757,83,27.518,55,14.172,"S",40
"Class4",9.255,25.896,"D",29.089,17.675,64,16.344,33,82.574,"M",15
"Class4",6.357,27.461,"P",1.521,0.821,59,51.95,82,82.301,"K",15
"Class2",33.123,91.814,"Q",37.644,39.42,72,37.994,48,21.577,"L",49
"Class4",7.599,23.133,"D",54.189,22.221,66,NA,50,82.172,"R",15
"Class2",34.227,90.283,"C",18.765,18.451,62,54.374,59,25.348,"L",40
"Class2",36.551,92.354,"G",29.867,-11.479,70,51.825,49,45.276,"J",45
"Class1",62.804,97.327,"F",60.518,94.086,77,15.797,68,15.411,"V",39
"Class1",60.452,93.941,"G",20.601,95.649,73,45.128,55,15.828,"L",40
"Class3",45.262,48.5,"J",40.274,14.536,45,84.379,75,71.732,"U",47
"Class1",65.458,97.839,"F",45.13,95.229,73,32.856,51,15.505,"V",39
"Class3",35.798,47.787,"K",45.336,22.182,46,68.279,74,67.261,"H",46
"Class4",22.039,23.297,"O",62.885,30.591,76,58.172,93,82.991,"W",15
"Class2",46.873,89.84,"C",27.232,76.33,70,37.735,59,16.888,"Y",38
"Class2",38.648,86.348,"Q",26.09,67.589,72,41.715,60,30.054,"F",57
"Class2",47.877,86.091,"R",26.819,34.427,67,47.254,53,28.967,"J",16
"Class3",25.016,49.978,"K",41.078,30.378,32,76.51,51,66.227,"G",46
"Class4",8.104,26.235,"R",33.325,23.001,63,51.963,25,82.067,"M",16
"Class3",33.557,52.109,"K",34.4,5.562,53,85.865,48,68.124,"H",46
"Class4",18.671,25.042,"G",44.569,9.635,64,37.69,80,82.221,"K",16
"Class1",70.485,92.198,"G",78.368,95.947,81,31.739,58,14.03,"S",39
"Class4",10.872,27.996,"R",45.35,24.08,95,17.685,56,82.183,"W",16
"Class2",26.225,90.225,"C",24.084,30.061,71,42.133,56,10.576,"J",41
"Class4",10.862,24.28,"D",23.303,28.891,63,49.746,73,82.126,"R",16
"Class1",69.811,93.59,"P",9.372,96.125,75,41.123,52,13.81,"S",39
"Class2",39.198,89.603,"B",34.326,22.203,68,39.709,48,28.263,"Y",17
"Class3",55.989,45.565,"I",42.252,43.473,32,81.009,69,71.191,"G",46
"Class2",29.796,91.124,"G",30.801,25.52,67,53.518,55,25.401,"J",33
"Class4",8.59,26.823,"R",46.067,11.712,89,32.902,66,82.908,"R",16
"Class1",61.556,97.279,"P",55.403,93.005,72,61.719,66,15.105,"S",39
"Class4",5.875,23.959,"G",57.636,21.432,94,27.217,25,82.752,"P",16
"Class2",38.005,85.034,NA,22.838,-0.88,59,54.947,47,19.807,"F",43
"Class2",30.878,85.928,"R",32.426,102.094,59,43.021,56,35.495,"G",40
"Class1",70.102,92.047,"W",55.456,94.458,80,42.382,47,12.142,"A",39
"Class4",3.921,25.211,"P",75.266,33.856,48,57.53,48,82.246,"M",16
"Class4",19.4,26.054,"G",40.23,24.2,68,42.256,52,82.949,"M",16
"Class3",8.049,52.494,NA,41.43,25.791,41,82.4,57,71.597,"O",47
"Class4",7.366,26.842,"P",99.305,11.781,58,20.022,72,82.33,"R",16
"Class2",44.896,86.189,"C",25.89,31.134,71,43.931,56,28.741,"F",13
"Class4",11.957,23.397,"D",34.933,-14.465,90,55.321,82,82.228,"M",15
"Class1",45.404,93.017,"G",82.536,95.408,71,54.639,45,14.857,"V",38
"Class3",24.642,48.095,"K",28.63,29.977,83,70.983,70,70.005,"H",46
"Class4",3.754,27.939,"R",67.912,23.437,85,59.883,85,82.371,"M",15
"Class3",16.771,49.063,"I",43.53,23.232,56,73.358,65,68.218,"O",46
"Class4",4.213,25.635,"G",34.51,10.526,96,18.526,73,82.596,"W",15
"Class3",36.838,49.917,"I",39.628,23.305,60,81.387,46,69.958,"H",46
"Class3",48.581,48.886,"K",47.319,11.359,98,NA,71,68.523,"G",47
"Class3",30.203,45.492,"J",31.775,34.836,93,74.957,43,67.957,"U",47
"Class1",45.233,96.173,"F",65.959,93.904,73,49.745,52,12.463,"S",38
"Class4",5.781,25.661,"O",34.921,19.459,48,47.588,52,82.967,"M",15
"Class3",16.992,47.622,"I",37.312,22.887,59,68.132,63,67.899,"G",47
"Class4",3.701,26.763,"D",18.094,28.326,56,27.751,82,82.179,"P",15
"Class4",15.01,25.175,"P",56.536,8.557,89,54.797,73,82.483,"M",15
"Class3",66.276,50.862,"U",41.008,33.702,47,85.943,73,69.076,"O",47
"Class1",67.624,96.58,"G",80.219,95.232,72,23.655,65,13.282,"L",39
"Class1",54.681,97.031,"F",99.298,97.681,81,49.958,50,12.545,"A",40
"Class4",6.107,26.18,"O",38.648,21.559,73,46.564,51,82.703,"W",16
"Class3",-12.004,50.948,"U",31.095,24.466,85,77.52,68,66.798,"G",47
"Class3",35.072,49.661,"K",34.23,36.571,79,69.654,45,68.557,"G",47
"Class4",14.483,23.419,"G",39.058,14.878,94,31.578,91,82.393,"M",15
"Class2",53.453,90.272,"B",36.405,53.417,71,37.586,49,27.042,"G",45
"Class1",77.771,93.283,"W",80.554,96.625,81,NA,50,12.837,"V",38
"Class1",70.081,96.334,"P",82.34,95.973,70,19.124,65,15.476,"L",39
"Class1",68.51,92.716,"J",57.714,96.67,80,12.014,58,14.966,"E",39
"Class2",35.243,89.556,"G",19.015,85.112,69,48.429,59,44.918,"G",38
"Class1",50.794,94.477,"W",75.724,96.86,72,37.375,48,13.855,"A",38
"Class3",74.985,48.952,"L",28.106,27.141,53,73.914,74,67.445,"U",47
"Class2",50.328,91.694,"Q",36.281,30.895,68,48.398,59,18.508,"J",28
"Class1",58.408,96.996,"P",53.81,94.942,79,30.352,64,13.514,"V",38
"Class2",35.018,85.535,"C",37.149,81.527,65,39.357,55,42.551,"Y",55
"Class3",25.779,47.18,"K",45.793,60.519,58,72.14,63,71.946,"U",47
"Class2",50.555,91.997,"G",34.053,61.567,70,49.197,58,41.138,"J",22
"Class1",60.459,95.306,"W",49.214,95.574,83,49.916,48,15.534,"E",39
"Class3",40.415,46.835,"U",28.379,34.141,88,81.475,67,68.871,"Z",46
"Class4",2.811,24.633,"O",36.578,21.304,69,37.38,36,82.45,"K",15
"Class3",68.432,47.886,"J",34.42,7.895,21,83.299,59,68.347,"U",46
"Class1",68.801,93.006,"J",51.564,97.48,73,22.915,67,13.321,"S",40
"Class4",12.756,24.619,"D",36.525,-2.947,71,25.001,88,82.643,"M",15
"Class1",72.206,96.83,"F",57.842,95.273,74,26.131,66,13.874,"L",38
"Class2",43.107,88.288,"B",24.375,56.102,64,53.348,54,9.944,"F",37
"Class4",13.704,25.882,"P",39.899,8.358,95,55.138,87,82.972,"W",16
"Class4",7.996,27.252,"R",48.44,41.494,88,23.996,85,82.695,"R",15
"Class4",3.549,23.876,"G",56.82,14.984,72,46.192,27,82.137,"M",16
"Class3",48.59,46.754,"I",44.422,23.016,38,68.594,50,69.205,"U",47
"Class4",4.675,23.81,"O",27.56,26.76,63,53.09,40,82.498,"P",16
"Class1",75.832,94.903,"W",75.828,95.193,72,25.516,55,15.031,"E",38
"Class2",45.507,86.514,"G",31.789,1.431,64,43.809,56,20.31,"Y",23
"Class3",48.604,51.323,"L",29.023,19.792,99,76.096,71,66.239,"Z",46
"Class4",2.626,25.63,"P",37.545,20.333,94,26.554,93,82.836,"R",15
"Class3",22.087,47.513,"L",38.077,38.806,100,79.562,74,70.901,"G",46
"Class3",59.436,48.483,NA,48.756,33.306,40,76.011,58,71.421,"H",47
"Class3",57.692,45.684,"L",41.06,34.231,79,NA,73,69.943,"U",47
"Class2",39.923,89.52,"G",32.118,22.36,62,43.892,54,11.946,"Y",54
"Class4",4.061,23.798,"D",61.481,10.158,51,48.243,61,82.245,"K",15
"Class4",3.1,25.265,NA,40.568,22.851,69,NA,56,82.385,"K",15
"Class3",53.487,45.173,"U",34.736,49.936,30,77.672,60,70.789,"U",47
"Class1",62.136,93.357,NA,51.494,95.044,77,NA,67,14.279,"L",40
"Class3",4.816,52.975,"U",48.377,30.565,70,70.942,67,69.3,"U",46
"Class2",29.1,91.766,"Q",30.709,79.182,61,37.391,50,14.959,"J",57
"Class4",8.45,23.319,"P",34.016,0.481,82,46.318,92,82.852,"W",15
"Class4",2.076,23.048,"R",42.31,31.002,63,16.235,35,82.349,"K",16
"Class1",53.523,94.183,"G",26.884,97.532,79,34.25,49,13.542,"V",40
"Class1",66.359,92.301,"J",47.974,95.48,80,44.949,50,13.791,"A",40
