"T1","T2","T3","T4","T5","T6","Output19","T7","T8","T9","T10","T11"
46,"Y",88.136,35.227,25,18.022,"Class2",27.826,11,"N",23.685,27.173
1,"Y",92.748,5.234,59,25.275,"Class1",81.206,83,"R",90.235,75.23
10,"D",92.283,73.345,33,55.462,"Class1",48.942,83,NA,91.033,53.679
76,"K",57.106,11.711,46,64.834,"Class3",55.962,70,"J",62.705,40.601
48,"W",87.135,60.272,15,18.743,"Class2",6.214,26,"C",20.578,29.817
1,"P",92.322,88.483,46,54.072,"Class1",49.596,82,"D",41.607,64.746
17,"Y",92.387,33.076,49,37.817,"Class1",86.225,82,"Z",69.626,61.057
47,"K",87.548,48.084,28,25.713,"Class2",39.409,33,"C",11.995,30.191
62,"S",79.315,12.903,77,46.484,"Class3",37.483,27,NA,80.771,27.182
47,NA,88.388,71.779,10,20.679,"Class2",24.659,30,"R",11.182,23.995
15,"P",90.823,19.21,58,67.012,"Class1",64.276,82,"W",76.46,61.736
46,"J",87.322,20.337,25,35.299,"Class2",30.914,22,"C",48.146,28.82
6,"N",92.126,51.097,25,24.976,"Class1",56.276,82,"Z",87.003,70.338
82,NA,68.32,12.547,33,46.714,"Class3",76.998,74,NA,64.427,8.734
48,"W",88.802,58.384,30,23.865,"Class2",40.749,60,"X",29.385,26.333
49,"K",89.036,63.099,3,4.077,"Class2",20.53,60,"X",19.337,25.4
48,"Y",88.759,75.068,19,8.03,"Class2",9.659,56,"R",12.492,26.695
14,"C",90.326,54.367,61,30.32,"Class1",85.951,82,"B",82.15,61.848
46,"M",89.478,8.529,12,9.686,"Class2",7.463,49,"C",58.993,24.423
48,"I",89.303,13.491,63,34.734,"Class3",44.733,61,"L",66.283,30.547
74,NA,77.133,13.48,49,55.504,"Class3",71.377,81,"J",64.945,41.221
68,"S",80.063,12.962,69,54.351,"Class3",37.111,67,"X",72.797,22.528
57,"O",67.05,12.845,88,39.429,"Class3",68.085,40,"L",84.166,17.534
68,"S",59.981,13.114,43,52.633,"Class3",69.898,24,"X",78.774,13.735
49,"W",87.246,67.732,6,14.62,"Class2",17.572,55,"R",42.012,31.931
51,"J",88.746,36.401,14,9.978,"Class2",39.987,16,"M",57.818,24.586
60,"F",96.749,12.789,75,62.191,"Class3",74.551,29,"L",72.519,18.243
64,"S",64.325,15.798,61,22.149,"Class3",38.605,66,"J",74.323,25.07
43,"K",74.179,15.063,78,39.325,"Class3",76.277,31,"L",70.809,14.92
1,"C",92.504,110.402,68,35.005,"Class1",83.012,83,"W",82.48,59.294
1,"N",93.114,60.799,58,63.87,"Class1",54.705,83,"D",78.515,57.793
47,"K",87.751,-51.692,23,7.694,"Class2",28.804,15,"C",19.628,29.194
72,"S",99.967,12.481,75,23.264,"Class3",63.881,49,"X",75.133,15.315
5,"D",94.234,28.855,38,42.671,"Class1",48.716,83,"R",73.471,75.293
77,"F",77.853,13.728,67,37.259,"Class3",74.738,39,"J",64.758,16.292
58,"F",88.887,12.283,68,57.2,"Class3",57.153,71,"L",81.147,30.225
55,"O",88.442,11.366,70,34.053,"Class3",51.603,45,"L",62.729,28.053
51,"M",90.078,59.416,5,5.34,"Class2",14.098,41,"R",56.636,22.015
3,"N",91.69,66.657,28,60.15,"Class1",49.081,82,"B",74.571,68.288
7,"N",94.627,60.871,30,22.819,"Class1",89.184,83,"W",47.767,56.305
48,"W",87.872,43.659,20,25.889,"Class2",40.643,32,"X",37.356,28.845
46,NA,83.717,12.227,52,56.378,"Class3",77.406,39,"T",73.985,28.578
3,NA,92.054,64.967,32,39.038,"Class1",84.934,83,"B",76.544,55.232
57,"K",79.849,11.041,34,63.995,"Class3",48.357,56,"T",63.422,17.295
13,"C",91.122,71.715,31,29.704,"Class1",71.832,82,"Z",66.777,66.594
71,"I",85.11,15.569,43,59.355,"Class3",39.559,76,"T",80.367,23.71
50,"Y",89.301,-4.367,3,14.105,"Class2",34.126,11,"X",42.161,24.156
47,"S",59.085,13.558,51,35.11,"Class3",74.087,46,"L",70.828,32.483
16,"Y",93.227,67.626,27,63.93,"Class1",86.573,82,"B",50.797,60.658
67,"I",55.118,12.671,72,36.568,"Class3",28.835,43,"D",68.358,34.993
50,"O",74.498,12.494,43,41.673,"Class3",34.321,25,"D",63.042,40.319
81,"S",83.505,15.954,32,25.964,"Class3",78.345,28,"L",77.181,38.925
13,"D",91.483,49.389,64,27.93,"Class1",52.971,83,"R",36.592,54.108
50,"W",89.471,57.573,10,11.542,"Class2",10.781,36,"N",55.299,22.92
13,"N",93.672,1.275,53,32.273,"Class1",64.318,83,"W",34.473,63.571
13,"Y",94.527,97.754,58,27.651,"Class1",87.949,82,"Z",41.443,65.068
15,"D",91.172,82.416,68,30.629,"Class1",63.719,82,"Z",48.825,65.969
63,"O",72.812,12.909,81,49.025,"Class3",52.186,79,"T",67.382,26.231
51,"J",88.237,54.701,8,33.498,"Class2",26.713,22,"X",3.543,21.814
58,NA,76.21,12.572,36,37.163,"Class3",71.846,45,"T",63.697,22.446
46,"J",87.566,67.91,12,26.117,"Class2",20.245,43,"M",21.405,32.251
84,"S",87.751,14.002,32,61.594,"Class3",41.683,78,"L",66.597,24.418
80,"I",69.227,12.795,41,54.027,"Class3",73.88,75,"J",69.339,27.183
78,NA,81.506,12.508,54,48.858,"Class3",78.6,65,"T",68.255,21.362
76,"I",83.094,12.609,61,27.099,"Class3",69.958,44,"T",67.983,22.796
8,"D",92.22,57.826,33,32.062,"Class1",72.655,82,"W",90.62,67.448
11,"Y",92.619,68.799,54,70.058,"Class1",74.29,83,"W",74.648,71.425
47,"W",89.398,78.134,2,17.699,"Class2",31.321,60,"X",44.745,26.635
72,"F",67.295,13.599,76,33.652,"Class3",66.337,44,"J",71.895,25.976
69,"S",82.903,13.808,50,51.961,"Class3",68.63,70,"L",63.295,18.648
82,"F",81.774,15.222,48,32.854,"Class3",34.028,60,"X",63.605,41.576
47,"K",89.136,31.75,27,8.898,"Class2",38.547,16,"X",58.51,25.517
51,"W",88.357,50.637,6,11.792,"Class2",26.374,52,"X",24.529,31.289
45,"S",71.014,13.106,87,38.506,"Class3",43.407,40,"X",69.194,28.936
2,"N",92.604,64.991,73,46.119,"Class1",52.892,82,"R",44.924,66.035
2,"C",93.794,45.607,44,34.755,"Class1",52.03,82,"R",52.105,62.963
47,"J",87.351,110.481,12,27.65,"Class2",25.647,56,"R",40.164,28.186
13,"D",93.354,-0.896,60,43.725,"Class1",79.374,83,"Z",71.174,66.346
84,"F",76.647,10.207,77,39.843,"Class3",53.285,24,"J",71.736,15.881
50,"J",88.895,-11.84,10,8.797,"Class2",29.18,32,"M",56.095,25.276
2,"Y",92.117,45.937,62,46.392,"Class1",79.069,82,"B",42.146,68.564
76,"I",67.73,14.101,28,25.526,"Class3",38.308,33,"T",69.081,28.044
51,"K",88.646,37.329,19,27.669,"Class2",21.908,54,"C",16.654,23.706
51,"J",90.647,95.59,12,3.615,"Class2",31.767,38,"C",6.583,29.519
46,"W",88.828,89.221,28,22.561,"Class2",16.231,19,NA,37.116,27.49
46,"W",88.127,16.119,6,14.582,"Class2",27.381,37,"R",52.739,24.255
48,"F",76.834,9.855,86,36.095,"Class3",48.424,20,"J",72.305,17.033
10,"D",94.396,91.573,55,35.162,"Class1",78.032,83,"B",36.043,67.314
48,"M",88.177,23.54,3,15.514,"Class2",10.572,29,"C",60.364,26.865
75,"K",77.479,11.415,46,41.531,"Class3",79.662,47,"J",79.391,3.94
54,"F",46.907,13.048,60,48.563,"Class3",31.359,34,"T",80.861,26.142
47,"Y",89.473,53.68,3,34.248,"Class2",39.129,52,"M",27.572,26.113
82,NA,84.739,13.393,47,54.322,"Class3",26.099,29,"X",71.42,14.865
71,"K",80.857,13.398,86,47.007,"Class3",39.766,51,"L",67.095,10.382
54,"O",91.46,12.54,32,35.94,"Class3",75.694,32,"T",75.174,9.163
51,"J",89.24,12.313,10,28.699,"Class2",30.699,44,"R",26.92,28.99
73,"K",86.08,13.27,74,46.979,"Class3",71.59,50,"L",74.212,-1.957
72,"F",88.483,12.494,60,55.956,"Class3",58.248,43,"L",74.1,19.014
48,"F",70.535,12.022,73,27.959,"Class3",69.93,69,"J",67.369,19.79
50,"W",89.231,40.03,23,8.302,"Class2",39.754,31,"M",52.121,22.762
75,"I",50.962,15.89,43,22.963,"Class3",56.761,59,"T",73.077,23.253
50,"K",88.971,35.69,21,16.205,"Class2",23.354,48,"R",5.86,26.84
62,"I",61.271,11.048,74,30.533,"Class3",45.904,71,"L",75.197,26.016
52,"I",81.053,16.202,83,55.466,"Class3",34.596,51,"X",84.08,30.254
77,NA,67.887,12.298,56,35.889,"Class3",47.587,66,"J",72.303,26.829
13,"C",92.034,25.38,25,70.254,"Class1",72.827,83,"W",69.159,73.916
49,"W",89.139,46.95,26,18.483,"Class2",18.314,61,"C",14.473,32.743
55,"S",77.358,13.74,66,41.024,"Class3",75.041,38,NA,82.004,22.939
50,"K",66.065,11.869,48,30.343,"Class3",52.398,25,"J",73.196,31.674
10,"D",92.132,25.82,67,57.132,"Class1",59.294,82,"Z",51.986,66.27
50,"K",87.997,44.933,29,20.524,"Class2",25.811,32,"C",38.478,31.777
8,"D",92.277,33.381,26,50.875,"Class1",88.373,83,"Z",42.519,61.489
14,"Y",91.904,80.794,55,30.684,"Class1",52.05,83,"D",45.712,69.011
76,"I",74.515,13.878,37,26.48,"Class3",60.089,71,"T",76.764,25.557
54,"F",71.461,13.546,82,30.952,"Class3",72.639,80,"L",71.154,17.513
47,"Y",86.982,8.475,28,6.264,"Class2",39.552,13,"M",16.321,28.503
77,"S",54.551,15.441,28,56.424,"Class3",35.599,64,"T",83.591,20.503
85,"F",92.366,13.812,76,58.585,"Class3",70.271,27,"J",81.328,43.171
48,"K",87.976,84.967,9,26.285,"Class2",6.346,48,"R",38.213,27.195
79,"O",83.478,13.064,60,56.713,"Class3",65.227,30,"J",73.516,27.868
61,"O",68.322,12.14,45,45.914,"Class3",71.929,80,"D",77.011,15.738
52,"I",95.654,11.197,33,22.873,"Class3",78.472,45,"J",65.912,37.911
47,"Y",88.954,97.622,15,30.381,"Class2",6.97,26,"R",8.871,23.493
61,"I",91.376,13.67,46,36.013,"Class3",72.681,54,"X",79.31,29.18
71,"K",68.365,10.161,71,57.806,"Class3",80.019,64,"J",74.667,37.209
76,"O",78.95,12.356,45,57.77,"Class3",59.281,36,"T",72.543,18.3
10,"N",93.558,32.669,33,60.074,"Class1",52.205,83,"Z",55.943,68.88
82,"K",54.179,12.056,64,60.401,"Class3",49.657,30,"T",73.151,22.954
13,"C",89.763,33.473,68,33.365,"Class1",65.332,82,"W",75.72,63.566
75,NA,55.79,14.02,39,25.337,"Class3",31.437,32,"T",63.887,32.442
47,"K",88.42,28.809,3,5.34,"Class2",4.427,48,"M",36.382,23.378
18,"C",92.288,66.514,71,45.04,"Class1",54.545,82,"B",68.802,58.211
43,"S",91.957,15.821,36,21.316,"Class3",52.321,81,"T",66.236,39.954
64,"O",89.653,11.445,36,43.583,"Class3",76.102,49,"D",75.635,22.846
80,"F",75.26,12.437,77,45.424,"Class3",62.232,55,"D",82.6,26.873
11,"N",92.155,26.926,58,28.367,"Class1",61.604,83,"B",81.492,74.435
50,"J",89.163,97.324,12,17.03,"Class2",11.164,38,"C",23.036,26.267
70,"O",89.93,12.752,87,28.87,"Class3",57.102,69,"X",68.564,24.948
50,"M",87.639,70.858,15,13.049,"Class2",40.469,22,"R",49.417,27.405
64,"K",105.559,13.078,42,60.864,"Class3",55.398,47,"T",70.687,43.154
47,"K",89.051,2.46,22,24.754,"Class2",15.947,46,"R",9.178,27.15
84,"S",87.745,11.441,52,34.328,"Class3",38.416,36,"X",63.18,29.196
16,NA,94.321,30.498,60,45.213,"Class1",80.25,83,"B",63.252,60.102
18,NA,93,49.879,34,37.675,"Class1",78.535,83,"R",38.367,57.883
68,"K",85.538,13.673,52,60.173,"Class3",52.706,61,"D",73.523,22.829
18,"P",91.946,39.487,30,65.321,"Class1",88.344,83,NA,84.311,75.15
48,"W",88.375,97.359,28,31.021,"Class2",41.059,19,"M",29.283,19.624
62,NA,84.382,11.244,74,64.647,"Class3",35.416,42,"X",62.782,27.664
50,"J",87.686,42.52,4,32.105,"Class2",35.802,19,"C",9.783,26.024
4,"Y",94.353,74.603,68,73.907,"Class1",81.472,83,"Z",77.505,55.527
48,"W",89.759,45.138,25,30.229,"Class2",6.183,58,"N",15.352,26.386
46,"W",89.535,72.418,11,20.654,"Class2",33.654,61,"M",61.501,24.17
49,"K",89.93,38.986,19,28.782,"Class2",21.594,12,"R",52.181,22.677
64,"S",87.672,12.344,62,56.903,"Class3",34.439,32,"X",72.266,18.026
48,NA,87.558,51.331,12,22.277,"Class2",5.141,32,"N",32.524,23.988
47,"J",87.159,45.179,23,13.702,"Class2",13.616,51,"N",49.142,30.463
47,"Y",88.867,3.482,6,29.518,"Class2",24.334,45,"N",13.28,28.302
9,"P",92.525,49.381,46,59.183,"Class1",80.752,82,"Z",49.964,64.162
10,"N",91.343,-4.112,48,73.503,"Class1",51.82,82,"B",56.634,67.599
46,"K",88.522,41.194,26,19.216,"Class2",4.476,25,"C",59.919,27.409
66,"K",84.933,10.372,48,63.146,"Class3",72.407,49,"L",75.755,30.093
13,"C",90.886,60.99,69,42.829,"Class1",63.13,83,"B",51.37,66.245
70,"S",71.083,10.427,32,52.709,"Class3",36.301,51,"X",72.602,31.183
48,"W",88.905,46.514,12,16.894,"Class2",25.858,13,"X",32.511,29.016
50,"F",82.546,13.662,59,65.459,"Class3",75.497,23,"J",77.925,21.622
61,"O",75.728,10.536,53,22.316,"Class3",32.047,56,"J",67.381,22.252
8,"C",92.968,88.145,37,49.165,"Class1",58.289,83,"W",61.468,64.663
43,"F",82.002,11.657,70,38.989,"Class3",72.298,31,"D",68.679,19.343
1,"C",90.964,51.064,26,71.809,"Class1",72.54,82,"W",62.39,65.999
4,"N",91.017,7.88,65,27.392,"Class1",88.033,83,"R",46.252,66.146
73,"O",86.269,13.358,34,37.68,"Class3",44.073,39,"L",70.482,39.174
17,NA,94.628,72.593,49,56.673,"Class1",59.875,82,"R",80.067,63.137
84,NA,77.904,12.871,76,53.033,"Class3",43.826,40,"J",74.351,29.096
2,"P",91.665,75.368,28,71.444,"Class1",68.523,83,"R",63.55,82.195
18,"Y",92.442,55.98,56,57.338,"Class1",78.207,82,"W",69.689,69.229
64,"O",65.431,10.863,56,39.782,"Class3",45.874,68,"J",62.532,18.999
53,"S",73.711,11.31,87,33.151,"Class3",40.279,39,"D",77.009,32.254
55,"F",53.235,14.524,72,48.472,"Class3",31.454,37,"L",62.933,36.694
51,NA,88.996,45.41,5,32.984,"Class2",28.853,44,"N",42.272,27.872
51,"M",87.141,52.944,2,17.035,"Class2",17.701,38,NA,52.863,29.924
50,"M",86.543,38.021,28,28.343,"Class2",22.518,56,"X",6.731,20.828
12,"Y",93.127,44.059,65,40.231,"Class1",53.398,82,"D",54.704,64.859
5,"P",91.711,61.464,43,37.083,"Class1",91.95,82,"R",44.936,69.86
48,"K",93.216,15.107,39,44.488,"Class3",70.356,76,"X",67.875,22.926
42,"O",91.472,11.993,87,53.736,"Class3",67.623,76,"D",63.501,35.279
47,"W",88.33,62.185,20,14.747,"Class2",31.239,61,"C",45.548,22.98
9,"P",91.715,-8.846,36,61.199,"Class1",48.607,83,"B",62.508,54.134
8,"P",92.508,45.795,71,68.042,"Class1",69.753,82,"D",49.956,64.646
48,"K",88.383,48.511,17,23.464,"Class2",35.243,12,"N",15.108,27.114
47,"O",67.099,14.997,77,27.31,"Class3",60.808,61,"L",72.028,11.752
56,"O",72.654,11.203,76,58.108,"Class3",67.909,38,"T",73.895,24.051
47,"W",89.414,28.23,10,20.701,"Class2",30.35,20,"N",57.077,28.133
73,"O",73.152,13.577,57,23.793,"Class3",64.722,65,"T",81.364,18.057
77,"O",99.876,13.025,35,63.627,"Class3",42.56,54,"X",66.309,51.75
48,"Y",88.55,2.387,11,18.051,"Class2",20.27,57,"C",23.315,25.436
11,"P",92.547,138.776,67,28.705,"Class1",88.466,83,"Z",87.238,70.288
81,"I",69.157,12.151,50,63.259,"Class3",32.976,57,"X",63.061,35.469
50,"M",88.012,38.065,25,4.84,"Class2",28.356,53,"C",29.981,27.16
1,"D",91.013,58.43,33,39.661,"Class1",66.533,82,"W",43.689,69.23
51,"W",88.469,89.908,30,33.238,"Class2",9.296,34,"M",11.996,23.025
51,"K",89.661,26.45,21,8.569,"Class2",28.167,35,"N",23.37,20.069
53,"I",92.744,14.199,87,41.72,"Class3",78.532,76,"X",83.875,47.381
48,"W",88.544,-12.749,9,15.799,"Class2",38.34,46,"X",29.346,27.793
12,"D",92.692,26.865,33,74.42,"Class1",68.816,82,"B",47.28,71.591
5,"Y",93.813,109.728,30,32.586,"Class1",86.438,83,"W",59.504,70.508
47,"J",89.407,-3.689,30,23.631,"Class2",41.44,31,"X",32.599,25.866
14,"C",93.002,35.059,52,28.38,"Class1",49.124,82,"D",53.545,70.465
9,"Y",92.331,5.516,45,32.243,"Class1",75.726,83,"D",33.996,60.899
53,"I",63.54,13.691,75,57.931,"Class3",53.532,60,"D",69.714,17.597
62,NA,91.805,12.652,33,42.779,"Class3",49.105,61,"J",62.435,35.214
52,"K",80.653,15.383,32,44.417,"Class3",43.384,73,"J",78.386,18.608
51,"M",90.439,-2.815,9,28.944,"Class2",9.18,58,"M",14.817,21.408
12,"D",93.537,56.354,51,24.641,"Class1",62.942,83,"B",73.056,70.752
18,"P",92.146,34.598,69,55.959,"Class1",78.236,82,"B",35.155,75.362
64,"K",78.801,12.652,30,40.267,"Class3",49.184,65,"X",82.184,12.953
46,"W",88.664,-7.107,22,10.227,"Class2",40.801,24,"R",32.008,28.003
12,"D",92.425,50.321,62,39.987,"Class1",63.135,82,"B",73.341,65.521
51,"K",89.213,13.873,12,14.382,"Class2",30.258,28,"X",18.565,26.706
17,"D",93.253,27.718,52,30.92,"Class1",52.468,83,"B",54.925,60.057
48,"K",89.043,-6.542,12,5.18,"Class2",12.194,21,"R",17.521,27.733
85,"S",84.477,13.656,73,53.633,"Class3",26.64,81,"T",81.23,26.258
18,"P",91.87,64.398,66,42.641,"Class1",59.209,82,"R",80.866,60.704
48,"K",88.633,31.853,15,28.7,"Class2",21.996,61,"R",42.548,25.019
67,"K",66.938,14.626,44,35.451,"Class3",54.138,76,"X",68.417,21.875
49,"K",74.857,13.924,67,30.617,"Class3",77.099,21,"L",76.265,28.735
14,"N",91.432,40.802,59,54.83,"Class1",75.514,82,"D",63.174,64.382
14,"N",94.54,50.005,24,67.324,"Class1",61.792,82,"W",45.173,71.773
46,"W",88.501,-4.445,12,14.93,"Class2",33.804,19,"X",56.399,26.309
71,"I",78.196,11.793,52,47.361,"Class3",31.798,73,"J",66.919,19.657
8,"D",92.069,69.553,58,31.745,"Class1",66.759,82,"W",56.301,65.036
47,"J",88.617,88.201,8,30.235,"Class2",6.892,51,"N",50.285,28.163
10,"D",92.745,22.295,51,44.496,"Class1",83.15,82,"Z",52.446,64.153
10,"P",92.556,32.416,36,73.411,"Class1",48.4,83,"B",58.367,68.241
10,"P",93.693,77.226,66,24.005,"Class1",49.351,82,"B",41.392,71.26
49,"W",89.218,59.009,4,28.561,"Class2",30.293,35,"R",7.166,27.828
4,"C",92.196,38.519,33,71.257,"Class1",49.669,83,"B",69.609,60.037
71,"S",75.779,13.878,53,35.358,"Class3",57.798,27,"L",79.49,33.134
50,"Y",88.707,34.624,23,4.296,"Class2",18.649,41,"N",30.35,21.209
46,"W",89.42,100.079,26,34.558,"Class2",23.758,25,"N",5.549,27.901
47,"M",88.73,101.837,20,32.894,"Class2",38.461,18,"M",54.474,28.22
6,"D",92.982,7.727,34,48.059,"Class1",75.419,83,"W",70.483,63.643
53,"K",67.354,13.426,54,65.225,"Class3",64.705,40,"L",75.902,19.88
60,"O",75.395,13.802,57,31.051,"Class3",64.833,48,"J",81.498,7.001
51,"Y",88.13,72.483,9,10.512,"Class2",13.331,23,"N",9.547,21.35
48,"K",76.512,13.755,36,25.7,"Class3",62.827,66,"L",69.937,31.951
14,"C",92.665,71.366,56,71.784,"Class1",56.666,82,"W",48.738,63.985
50,"K",89.263,55.766,19,21.926,"Class2",29.901,17,"X",12.325,28.052
49,"M",86.906,106.943,12,27.891,"Class2",26.923,23,"X",33.746,26.414
64,"F",78.679,14.5,47,23.687,"Class3",77.994,32,"T",68.592,27.517
49,"W",90.331,57.207,27,6.788,"Class2",7.094,22,"N",26.682,29.395
50,"W",87.882,101.263,11,23.535,"Class2",12.579,58,"X",32.886,27.338
80,"S",81.527,14.016,70,59.561,"Class3",50.691,38,"J",82.963,37.284
46,"M",88.566,38.884,4,8.215,"Class2",17.731,56,"N",6.762,27.212
13,"C",91.15,114.858,73,62.267,"Class1",84.247,82,"D",87.023,61.662
49,"Y",85.331,57.239,15,30.615,"Class2",37.157,54,"R",24.313,24.595
14,"D",92.5,72.851,55,59.913,"Class1",51.333,82,"B",91.933,65.452
47,"J",89.538,20.507,4,10.974,"Class2",25.787,54,"R",36.392,29.16
5,"C",94.026,67.288,58,32.248,"Class1",84.333,82,"R",64.412,61.656
50,"J",89.533,55.68,7,4.645,"Class2",21.198,16,"R",32.155,24.032
46,"W",87.983,56.371,21,30.246,"Class2",12.604,48,"N",20.792,32.902
3,"P",93.75,92.669,69,73.684,"Class1",71.763,82,"B",38.48,69.935
50,"M",88.488,42.595,16,29.345,"Class2",20.48,20,"R",19.127,25.014
48,"J",87.354,28.197,8,23.623,"Class2",36.696,51,"C",13.119,27.59
47,"M",90.031,54.993,8,23.77,"Class2",36.845,34,"C",34.283,27.178
74,"S",79.422,11.64,39,53.723,"Class3",33.967,79,"L",69.543,23.915
50,"Y",89.1,100.265,29,9.474,"Class2",20.893,20,NA,50,27.373
48,"M",87.708,58.217,30,6.859,"Class2",26.508,59,"N",18.746,26.164
46,"M",87.889,43.019,27,21.772,"Class2",9.827,23,"C",16.747,28.608
14,"P",93.626,33.809,53,28.646,"Class1",70.918,82,"D",41.343,67.815
46,"K",88.806,29.89,9,9.959,"Class2",14.168,40,"C",3.739,29.766
47,"M",87.832,64.918,3,34.856,"Class2",29.262,12,"N",59.662,26.906
48,"J",88.326,63.395,20,13.492,"Class2",29.487,35,"C",36.675,24.215
49,"M",89.253,70.463,10,7.154,"Class2",18.634,49,NA,47.247,24.354
83,"F",79.055,13.362,32,60.505,"Class3",48.649,78,"L",77.541,12.535
12,"C",92.276,45.765,42,52.944,"Class1",75.879,83,"B",76.229,71.397
67,"I",52.489,13.508,32,27.899,"Class3",54.64,81,"J",79.813,19.414
11,"D",95.794,44.977,33,70.924,"Class1",78.398,82,"B",50.557,67.06
48,"W",89.898,53.289,13,17.26,"Class2",21.459,38,"N",58.786,28.21
14,"Y",90.343,85.993,56,24.028,"Class1",83.627,83,"D",79.25,76.379
71,"K",74.345,11.955,72,49.977,"Class3",80.276,26,NA,68.845,27.663
4,"N",91.645,11.51,26,29.988,"Class1",81.817,83,"W",38.019,69.171
6,"N",92.906,71.185,73,69.171,"Class1",70.818,83,NA,83.658,72.501
4,"C",91.53,60.807,33,62.195,"Class1",66.087,82,"Z",35.329,62.374
49,"Y",90.187,27.375,5,13.838,"Class2",11.813,30,"M",52.457,22.97
8,"D",92.886,80.209,70,28.81,"Class1",81.534,83,"D",67.623,66.039
50,"K",89.263,54.943,7,31.214,"Class2",36.515,48,"R",31.68,24.041
67,NA,104.19,14.314,53,22.34,"Class3",29.929,61,"X",69.496,12.464
50,"W",89.415,21.937,19,5.453,"Class2",15.302,61,"N",22.99,28.625
78,"O",51.599,14.449,63,60.312,"Class3",66.632,39,"T",84.954,19.645
11,"P",92.106,38.629,70,65.918,"Class1",74.992,82,"D",57.807,67.002
67,"O",72.606,12.764,76,37.599,"Class3",67.133,43,"D",82.991,23.612
49,"I",65.137,12.947,44,35.13,"Class3",56.531,22,"D",62.121,39.854
47,"W",88.103,43.431,20,24.501,"Class2",31.021,27,"M",43.682,25.759
74,"I",77.291,11.574,65,57.891,"Class3",37.381,21,"J",65.834,30.677
3,"Y",93.526,8.404,24,65.229,"Class1",87.82,83,"B",56.157,64.243
66,"S",89.636,15.169,62,64.893,"Class3",32.613,55,"L",81.151,14.68
48,"Y",90.34,36.274,3,33.714,"Class2",29.49,16,"M",54.998,24.05
1,"Y",90.553,35.992,64,74.033,"Class1",52.279,83,"Z",84.939,62.74
46,"K",86.27,36.894,19,19.135,"Class2",9.429,60,"X",49.635,22.93
16,"N",90.994,43.788,71,38.789,"Class1",84.056,82,"D",45.656,68.987
49,"Y",87.213,67.562,20,18.194,"Class2",38.38,19,"X",13.258,24.629
50,"M",89.271,78.076,22,30.967,"Class2",28.676,16,"R",36.246,29.409
85,"K",76.134,12.162,65,49.737,"Class3",30.03,21,"L",64.084,39.965
51,"M",89.803,6.879,4,24.015,"Class2",5.876,44,"R",14.343,28.943
73,"O",91.956,12.892,65,34.726,"Class3",70.429,81,"X",70.706,17.016
6,"P",92.366,70.103,73,33.724,"Class1",52.954,82,"Z",56.943,72.99
64,"O",77.118,12.882,74,37.153,"Class3",78.847,42,"D",82.303,32.489
51,"K",88.726,31.949,4,17.156,"Class2",36.275,22,"N",48.397,29.475
51,"J",87.328,102.325,29,11.347,"Class2",22.092,19,"C",12.308,27.503
1,"N",94.016,20.158,65,57.403,"Class1",54.837,83,"W",79.258,77.31
6,"C",92.926,78.506,53,43.221,"Class1",72.513,82,"W",80.6,64.848
10,"D",92.493,48.082,65,52.471,"Class1",66.573,83,"B",53.208,62.61
76,"O",75.338,12.854,86,40.355,"Class3",59.485,27,"L",67.815,21.967
13,"Y",93.017,121.462,56,31.283,"Class1",57.564,82,"D",55.748,72.911
11,"D",92.077,58.653,63,68.819,"Class1",80.828,82,"Z",60.115,76.975
17,"D",91.126,48.725,63,71.912,"Class1",77.985,83,"D",84.901,67.132
50,"J",88.68,27.068,4,25.811,"Class2",37.696,59,"X",28.268,23.801
57,"F",86.302,14.838,41,33.891,"Class3",28.125,77,"D",82.945,29.17
54,"F",80.833,13.621,70,31.363,"Class3",68.739,47,"D",62.201,32.984
57,"I",61.912,12.315,32,43.653,"Class3",33.357,40,"D",82.315,23.271
5,"Y",91.851,27.564,30,36.664,"Class1",76.23,82,"W",73.693,56.567
47,"J",87.989,11.658,5,5.604,"Class2",29.884,24,"M",50.686,25.876
46,"K",88.4,70.319,29,16.641,"Class2",5.027,27,"M",5.64,28.006
16,"C",93.928,21.047,27,71.382,"Class1",89.764,83,"B",41.271,72.208
50,"W",87.565,61.391,22,29.278,"Class2",38.998,36,"R",33.881,26.108
