"I1","I2","I3","I4","I5","I6","I7","I8","Output8","I9","I10","I11"
43.803,20.133,"E",39.201,92.754,76,23,14,"Class1","T",86.167,54.463
39.048,25.358,"I",52.806,35.799,57,92,26,"Class4","Q",76.651,60.378
75.832,58.634,"Q",83.312,44.474,52,38,73,"Class2","K",83.216,72.894
36.06,9.457,"O",42.797,111.703,55,59,43,"Class4","Q",70.571,59.731
31.491,4.872,"O",71.142,89.796,25,56,27,"Class4","Q",87.936,59.135
69.338,73.56,"J",89.997,51.075,70,29,48,"Class2","Y",77.03,83.075
75.855,85.908,"J",91.521,65.115,66,41,46,"Class2","T",80.335,81.056
70.026,47.986,"L",34.484,42.563,56,88,86,"Class3","T",20.087,21.044
33.331,17.808,"B",58.453,47.842,60,77,27,"Class4","X",76.656,55.705
84.865,59.345,"M",90.249,56.411,55,48,23,"Class2","T",83.145,75.165
23.73,2.998,"J",38.83,66.599,37,80,22,"Class4","Z",92.153,56.414
87.235,36.466,"L",51.448,32.897,48,89,88,"Class3","X",NA,24.199
78.816,81.87,"J",85.799,60.61,53,57,36,"Class2","U",81.376,79.495
88.577,70.424,"I",64.254,58.141,53,85,85,"Class3","E",24.472,23.816
38.239,20.865,"Q",36.067,35.837,64,29,11,"Class1","B",83.804,3.894
46.409,20.331,"J",42.318,45.666,41,56,35,"Class4","O",62.565,64.115
37.138,35.879,"Y",38.097,56.893,51,37,16,"Class1","T",63.873,56.577
35.581,33.441,"I",60.399,68.454,45,76,30,"Class4","Q",71.582,56.506
43.621,27.94,"Y",41.047,52.731,42,25,14,"Class1","B",93.382,33.469
45.914,37.559,"Y",43.094,32.883,78,31,14,"Class1","M",79.804,46.514
NA,37.947,"V",39.949,63.65,87,38,17,"Class1","B",79.396,27.004
91.073,74.569,"I",33.176,37.989,74,88,86,"Class3","I",32.411,22.473
69.496,71.562,"J",99.286,56.249,68,54,85,"Class2","U",72.059,82.863
77.246,80.675,"J",76.628,61.162,49,41,67,"Class2","H",73.872,74.386
47.509,10.019,"B",45.024,60.334,58,59,44,"Class4","Q",65.199,52.843
80.511,63.212,"H",39.593,54.029,55,88,88,"Class3","E",17.208,20.387
78.011,73.49,"S",66.109,58.943,67,82,88,"Class3","W",29.663,20.837
30.929,13.034,"I",56.114,51.787,57,71,42,"Class4","X",94.843,60.341
25.671,12.038,"S",46.427,84.781,21,74,86,"Class4","C",82.583,60.198
27.418,14.944,"O",42.038,73.362,46,59,66,"Class4","C",92.094,56.322
82.691,87.024,"L",42.379,44.957,79,90,88,"Class3","X",22.959,21.099
37.516,22.956,"O",58.759,66.121,22,87,79,"Class4","O",95.972,66.768
77.291,82.309,"S",43.702,38.428,69,88,85,"Class3","X",47.329,22.147
42.203,57.846,"V",35.312,74.088,68,32,11,"Class1","A",68.171,12.884
71.747,78.662,"J",78.464,59.05,63,60,43,"Class2","H",76.792,67.36
38.683,23.723,"J",26.57,74.217,49,79,91,"Class4","X",63.237,63.789
50.079,77.569,"F",42.192,22.991,88,30,12,"Class1","T",88.567,31.086
36.795,34.241,"I",43.05,104.292,29,62,41,"Class4","C",80.487,62.533
91.932,69.566,"J",98.172,63.757,67,62,31,"Class2","T",80.54,71.688
NA,66.069,"Q",69.714,66.489,64,29,73,"Class2","K",74.284,79.658
70.043,61.434,"M",79.375,58.618,51,47,51,"Class2","T",72.701,79.171
90.464,49.231,"S",66.149,56.525,45,90,86,"Class3","X",39.943,20.599
42.189,21.873,"I",55.446,60.867,49,80,27,"Class4","X",84.12,75.51
28.318,3.295,"B",59.651,67.927,54,57,58,"Class4","Z",83.341,61.932
73.084,79.582,"O",43.053,46.407,64,88,87,"Class3","T",24.465,18.698
91.939,78.038,"M",71.665,52.458,61,44,35,"Class2","T",77.703,81.13
39.809,57.012,"E",40.944,45.353,8,31,10,"Class1","A",70.085,15.316
NA,34.459,"B",44.984,97.693,49,85,37,"Class4","C",71.587,67.258
69.872,67.213,"S",79.324,60.941,54,58,62,"Class2","U",75.089,92.581
79.856,18.278,"O",77.912,42.614,48,89,86,"Class3","E",21.828,22.095
50.465,8.838,"J",56.629,37.646,37,69,25,"Class4","X",95.878,62.065
44.907,16.246,"E",36.225,48.142,90,34,17,"Class1","E",80.174,28.753
83.355,13.206,"I",46.995,50.953,70,90,88,"Class3","X",33.872,20.256
NA,72.563,"Y",45.719,69.933,54,25,15,"Class1","B",65.057,31.767
91.565,79.886,"Q",82.513,41.661,52,33,77,"Class2","T",79.795,79.603
87.505,60.267,"O",36.521,41.724,67,90,88,"Class3","I",36.835,22.056
67.272,65.529,"S",87.071,57.393,57,29,78,"Class2","T",77.412,88.317
89.607,82.12,"M",63.422,66.171,68,63,29,"Class2","U",84.696,73.459
89.625,59.162,"G",62.505,53.717,53,50,59,"Class2","U",79.204,73.77
42.399,5.931,"I",45.881,87.066,51,72,60,"Class4","Z",62.433,58.081
46.43,65.506,"Y",34.555,67.413,25,35,15,"Class1","E",78.856,55.858
42.601,56.401,"F",43.964,79.365,20,29,14,"Class1","B",90.565,34.08
77.359,40.962,"S",56.346,32.095,59,81,85,"Class3","W",36.209,22.112
81.759,9.483,"I",45.205,39.336,67,80,86,"Class3","X",22.735,20.192
37.178,59.682,"Y",39.896,97.49,13,25,17,"Class1","M",76.922,66.843
86.271,25.606,"I",72.685,51.089,65,84,87,"Class3","W",29.424,19.879
90.039,16.048,"H",42.968,44.731,81,82,86,"Class3","W",36.827,18.682
73.745,58.974,"S",65.589,35.952,63,85,85,"Class3","I",37.895,24.156
29.472,1.302,"O",56.793,75.523,52,59,79,"Class4","X",74.041,60.466
NA,27.431,"E",37.981,71.916,45,39,10,"Class1","B",87.069,63.036
24.96,25.389,"J",53.408,26.24,28,73,60,"Class4","Z",80.422,63.58
37.223,48.489,"V",41.478,83.752,75,34,17,"Class1","M",85.1,41.626
50.748,63.86,"F",35.211,65.237,70,25,17,"Class1","M",62.332,6.894
85.078,81.326,"M",86.956,50.577,50,53,60,"Class2","K",80.302,93.133
42.947,28.714,"I",39.832,63.522,55,66,25,"Class4","O",67.726,49.83
37.254,24.756,"B",69.788,82.394,45,73,91,"Class4","Q",87.083,60.683
89.765,82.485,"H",17.732,38.68,76,86,88,"Class3","T",24.511,21.341
37.056,36.183,"F",40.492,78.693,90,32,11,"Class1","E",76.649,13.063
72.578,88.495,"S",35.772,45.348,49,81,87,"Class3","E",NA,23.865
41.984,68.331,"E",35.569,49.651,61,39,10,"Class1","T",85.444,62.829
83.5,2.531,"O",47.285,56.034,75,84,87,"Class3","X",35.957,23.073
68.919,76.725,"G",66.075,73.346,54,56,69,"Class2","Y",78.17,59.878
26.282,25.947,"O",71.022,25.997,34,74,73,"Class4","C",63.998,59.949
50.162,3.9,"J",62.632,63.118,31,66,23,"Class4","O",92.609,61.74
92.565,26.526,"L",47.036,47.725,77,81,86,"Class3","I",43.522,21.559
81.938,78.869,"J",70.866,57.832,51,26,71,"Class2","T",72.07,69.572
45.976,60.907,"V",37.376,92.038,22,33,11,"Class1","E",NA,82.285
89.215,73.08,"S",90.79,65.957,66,34,48,"Class2","Y",81.504,75.368
33.577,12.517,"J",17.888,61.519,29,68,54,"Class4","C",88.888,68.495
47.268,85.667,"V",38.381,47.28,74,27,10,"Class1","E",69.662,27.767
43.738,50.928,"E",41.066,67.285,31,27,17,"Class1","A",84.191,31.207
42.981,68.05,"F",40.923,49.238,21,36,16,"Class1","T",75.103,84.965
80.671,69.352,"G",82.646,58.36,63,46,70,"Class2","H",82.815,84.591
89.422,83.795,"S",100.119,47.542,70,18,48,"Class2","U",80.284,79.464
81.509,72.044,"S",67.919,52.837,57,34,74,"Class2","U",75.747,69.685
74.76,33.873,"H",46.08,40.017,56,88,86,"Class3","E",46.291,20.394
82.989,58.455,"G",96.339,52.4,56,42,58,"Class2","T",81.114,73.193
32.043,25.244,"J",48.837,99.443,36,87,60,"Class4","Z",76.35,56.68
37.653,11.03,"Y",41.032,61.548,99,23,15,"Class1","B",93.748,40.131
NA,81.476,"M",66.535,56.988,55,51,35,"Class2","Y",73.517,75.621
30.664,10.777,"J",56.561,70.176,39,62,42,"Class4","C",78.906,65.757
89.557,80.019,"Q",83.459,78.533,70,61,84,"Class2","H",82.037,71.297
48.364,31.405,"J",50.313,51.721,55,58,77,"Class4","Z",90.213,60.454
86.375,40.263,"S",29.038,29.416,73,87,85,"Class3","W",48.347,21.415
70.596,77.738,"L",74.804,37.139,56,82,86,"Class3","T",48.124,23.788
28.199,13.681,"J",70.141,25.927,25,64,78,"Class4","Z",91.957,59.855
88.183,71.335,"H",36.609,22.651,68,87,86,"Class3","X",19.706,21.539
87.485,57.085,"J",90.269,69.313,66,17,24,"Class2","Y",77.874,84.761
41.964,57.189,"F",41.957,73.489,54,34,17,"Class1","A",68.677,6.643
NA,66.824,"Q",57.807,40.135,64,47,77,"Class2","H",76.529,94.245
32.299,2.184,"S",70.615,65.319,31,82,27,"Class4","X",71.603,64.622
91.15,44.772,"H",53.766,52.358,80,85,86,"Class3","E",22.746,23.768
41.291,76.867,"F",37.024,57.41,81,38,12,"Class1","A",86.096,55.058
88.698,62.563,"G",72.703,70.944,51,31,76,"Class2","K",76.347,80.635
90.753,22.524,"S",53.472,43.476,67,89,88,"Class3","E",16.79,22.447
NA,21.699,"I",65.981,76.033,48,77,91,"Class4","X",90.73,58.95
30.823,19.262,"J",44.845,83.742,58,68,29,"Class4","Q",66.508,58.261
29.911,11.383,"O",30.478,80.096,26,80,89,"Class4","Q",88.561,69.41
32.32,2.229,"S",39.133,52.998,44,73,55,"Class4","Z",82.896,61.943
NA,77.97,"Q",78.833,51.238,60,40,49,"Class2","H",82.757,70.542
83.216,67.204,"G",66.975,56.763,52,31,26,"Class2","K",82.773,80.403
39.753,1.288,"O",45.016,53.347,35,63,38,"Class4","O",NA,66.768
46.469,85.374,"E",37.843,80.756,60,35,13,"Class1","A",86.488,48.733
77.673,16.555,"O",50.386,49.814,61,82,87,"Class3","X",31.923,22.219
48.18,56.629,"V",37.778,109.849,32,29,16,"Class1","E",76.825,39.054
71.217,82.119,"G",98.346,53.991,69,18,80,"Class2","H",80.379,76.727
48.777,82.888,"Q",42.478,43.196,85,23,15,"Class1","A",74.749,37.688
84.343,66.68,"S",72.727,53.813,61,55,30,"Class2","H",79.787,78.53
84.987,84.766,"I",27.577,35.121,57,88,86,"Class3","T",22.202,22.506
NA,23.748,"I",51.938,62.352,44,53,37,"Class4","Z",63.472,51.179
69.278,82.21,"L",32.355,28.455,70,89,85,"Class3","T",37.964,22.671
88.505,51.394,"L",62.389,33.697,78,85,88,"Class3","E",33.066,22.764
28.406,28.768,"B",39.55,39.693,57,70,35,"Class4","Z",NA,58.431
48.585,24.036,"B",50.111,65.101,23,67,13,"Class4","O",64.335,54.604
48.326,8.608,"S",67.224,68.668,30,54,70,"Class4","X",62.77,59.921
42.855,28.842,"S",65.509,92.186,23,54,24,"Class4","X",85.584,65.858
45.077,23.618,"V",40.421,51.32,85,35,12,"Class1","A",62.989,43.266
67.1,11.237,"S",50.074,34.93,48,82,85,"Class3","I",30.222,22.972
38.421,30.091,"J",25.897,77.248,30,92,88,"Class4","Z",71.801,55.181
50.724,85.658,"F",43.645,91.451,85,25,11,"Class1","T",NA,66.197
38.113,21.859,"Y",32.036,74.859,90,34,12,"Class1","T",87.001,20.839
73.39,32.41,"O",22.213,44.927,54,83,85,"Class3","X",22.773,20.497
71.762,36.508,"O",51.111,49.001,72,84,85,"Class3","E",40.207,22.455
31.649,14.351,"J",70.391,46.703,27,78,29,"Class4","C",71.948,64.456
80.489,57.332,"O",23.294,41.794,52,82,86,"Class3","W",20.707,20.084
38.473,11.769,"Q",38.319,65.195,27,36,15,"Class1","A",93.903,52.868
78.929,71.313,"G",87.921,52.719,49,16,71,"Class2","K",79.794,73.036
34.724,33.729,"J",42.958,53.216,25,71,71,"Class4","X",76.239,49.366
92.748,75.936,"M",108.527,63.563,68,30,76,"Class2","U",77.654,77.441
85.148,73.198,"O",42.723,38.42,66,87,87,"Class3","I",35.372,22.69
44.479,75.056,"Q",38.351,68.418,81,32,16,"Class1","M",74.983,41.525
45.439,22.519,"Q",40.465,43.093,50,40,11,"Class1","A",63.542,0.941
69.78,11.105,"O",50.843,22.903,52,85,86,"Class3","T",22.487,22.527
43.863,70.224,"Y",38.977,44.79,92,26,10,"Class1","E",89.218,33.985
48.489,31.094,"Y",37.127,78.776,49,26,14,"Class1","E",77.69,32.531
79.998,74.306,"M",79.693,45.326,66,52,26,"Class2","T",76.506,71.007
44.138,30.631,"Y",39.302,58.408,40,37,10,"Class1","A",76.467,16.969
68.504,66.949,"S",83.846,53.459,50,25,32,"Class2","U",80.519,82.755
23.017,16.346,"I",64.696,74.46,31,88,18,"Class4","O",71.266,68.007
81.553,17.023,"L",5.626,32.038,76,87,87,"Class3","T",31.458,23.136
82.497,60.011,"J",67.626,57.44,51,59,66,"Class2","K",73.477,81.183
35.822,24.338,"I",61.58,56.932,43,63,57,"Class4","O",94.825,60.149
67.73,25.591,"O",67.946,39.905,67,89,87,"Class3","T",36.463,23.421
40.745,21.701,"V",40.581,110.21,62,33,14,"Class1","E",83.759,35.322
28.256,16.861,"O",49.656,55.883,58,54,12,"Class4","Z",92.53,62.07
48.062,32.975,"V",40.414,81.702,11,23,12,"Class1","A",74.762,41.245
43.746,42.532,"Y",33.753,11.912,74,40,12,"Class1","B",77.443,23.714
39.324,86.157,"E",40.534,62.254,53,35,16,"Class1","T",NA,39.83
85.089,78.013,"M",87.712,49.818,66,20,53,"Class2","H",82.265,85.815
68.036,43.195,"S",62.353,48.352,46,81,86,"Class3","X",31.92,21.277
81.22,80.969,"L",61.606,32.831,79,80,86,"Class3","W",22.862,21.732
86.547,83.618,"I",44.156,40.665,78,81,87,"Class3","T",23.092,22.079
82.323,23.372,"O",60.682,31.431,45,88,86,"Class3","T",26.782,21.475
36.451,6.261,"S",41.908,69.568,37,59,66,"Class4","X",66.559,63.559
80.356,74.113,"G",81.096,52.506,69,38,20,"Class2","H",84.076,75.038
90.307,61.743,"Q",75.163,55.174,63,59,32,"Class2","T",84.112,84.84
49.419,75.636,"Y",41.044,67.831,47,23,15,"Class1","M",81.143,37.673
71.694,76.273,"S",84.212,67.069,50,42,55,"Class2","Y",80.531,68.561
27.656,1.163,"O",32.806,92.206,48,69,75,"Class4","Q",82.754,59.066
24.461,29.662,"J",66.52,41.346,43,56,17,"Class4","Q",65.041,59.162
44.475,16.395,"O",47.869,70.226,47,56,35,"Class4","C",63.636,63.179
73.276,82.09,"G",72.498,66.869,61,16,35,"Class2","T",72.121,74.359
83.882,66.059,"J",78.919,63.761,49,30,22,"Class2","T",83.474,83.705
47.203,42.035,"Q",34.352,30.012,68,26,14,"Class1","A",88.262,37.224
35.534,4.92,"J",50.801,62.854,49,86,14,"Class4","Z",68.38,53.304
78.374,57.836,"S",35.344,58.088,51,89,86,"Class3","I",46.788,24.488
NA,23.063,"B",36.217,67.548,39,58,41,"Class4","O",69.821,56.461
46.745,2.094,"J",47.641,54.984,47,61,82,"Class4","C",94.428,59.584
50.247,31.885,"B",62.348,52.861,45,87,37,"Class4","Z",79.09,67.49
82.884,76.105,"S",75.052,55.138,70,37,27,"Class2","H",79.864,76.258
25.219,25.61,"J",62.4,67.236,47,65,45,"Class4","Q",83.119,53.576
68.66,67.582,"M",69.388,41.923,49,31,27,"Class2","U",78.742,76.364
46.554,68.434,"Y",41.651,66.537,56,31,10,"Class1","E",80.299,73.465
86.19,51.106,"L",28.139,35.15,69,90,85,"Class3","X",46.329,21.707
67.452,42.877,"L",39.524,52.077,79,80,85,"Class3","T",20.46,24.001
69.088,69.272,"G",77.743,64.944,56,30,53,"Class2","T",75.276,64.962
43.825,19.277,"I",55.012,80.337,45,56,13,"Class4","O",74.975,58.819
29.969,32.36,"S",46.643,81.062,37,58,12,"Class4","Z",NA,68.543
42.215,91.697,"Y",37.986,67.644,81,32,17,"Class1","A",79.668,23.702
81.68,82.968,"J",105.583,63.731,53,57,72,"Class2","K",84.655,83.631
68.642,76.067,"S",74.681,51.455,66,55,86,"Class2","K",78.791,67.886
90.805,24.961,"L",58.356,47.09,78,89,85,"Class3","W",21.999,19.469
44.044,49.233,"F",39.809,101.711,79,33,12,"Class1","T",67.449,80.714
71.504,13.333,"L",35.13,47.663,56,90,88,"Class3","T",NA,22.458
86.942,15.474,"O",46.385,41.186,74,84,85,"Class3","X",33.491,19.478
79.977,57.015,"G",70.24,77.439,55,28,36,"Class2","H",77.072,90.15
52.973,8.307,"I",41.02,70.63,42,83,25,"Class4","X",92.151,56.079
NA,11.182,"I",58.962,86.146,35,72,75,"Class4","Q",NA,68.215
37.778,74.681,"E",41.29,81.816,31,30,16,"Class1","B",71.778,27.469
40.83,60.505,"V",38.502,41.902,27,37,13,"Class1","A",74.714,80.775
50.881,15.291,"Q",37.745,56.816,34,29,14,"Class1","E",81.958,52.325
NA,17.731,"J",74.254,90.416,41,89,61,"Class4","O",85.956,51.4
53.514,34.769,"S",43.44,77.848,31,91,62,"Class4","Z",75.316,65.954
80.441,16.418,"O",45.515,48.22,51,82,86,"Class3","I",37.658,20.015
42.831,17.83,"E",41.711,45.967,77,37,15,"Class1","E",64.486,55.333
91.048,58.592,"J",63.759,55.249,68,51,45,"Class2","Y",77.853,89.437
41.815,72.129,"F",46.516,64.28,31,31,13,"Class1","A",70.062,47.463
91.546,7.235,"O",34.02,40.078,69,89,87,"Class3","W",35.985,20.488
42.074,43.411,"V",41.175,63.137,37,29,13,"Class1","E",77.546,14.929
39.747,25.83,"I",73.715,78.079,37,83,90,"Class4","C",75.017,51.75
78.215,60.496,"M",58.404,81.713,57,60,60,"Class2","Y",74.192,78.728
38.607,62.924,"E",41.657,40.778,35,40,10,"Class1","T",75.627,48.323
78.411,80.175,"L",54.37,43.082,46,83,85,"Class3","I",40.492,25.397
46.316,12.542,"Y",34.693,87.553,42,29,12,"Class1","T",76.597,65.705
86.141,43.797,"I",60.253,36.017,62,80,85,"Class3","X",22.91,21.112
88.78,11.366,"S",38.925,22.896,58,89,87,"Class3","I",47.328,22.836
88.887,67.834,"S",79.363,67.209,51,45,31,"Class2","Y",84.779,80.172
87.787,85.288,"S",62.885,39.24,66,88,86,"Class3","I",32.123,21.881
92.26,66.585,"O",37.954,43.06,67,89,85,"Class3","I",46.737,21.727
73.654,40.064,"S",43.16,34.111,67,84,85,"Class3","T",40.682,23.27
89.73,43.622,"H",33.442,27.889,68,80,87,"Class3","T",40.86,23.455
44.552,14.013,"Q",40.862,72.786,98,27,15,"Class1","A",86.102,60.596
47.346,25.681,"I",69.283,49.051,38,91,32,"Class4","X",80.218,53.415
47.651,39.029,"F",39.415,50.959,13,30,13,"Class1","T",69.311,38.849
33.081,30.97,"S",46.336,8.993,32,79,36,"Class4","Z",69.333,56.151
80.143,77.675,"L",42.392,41.567,56,83,88,"Class3","X",28.103,20.393
46.907,12.293,"B",41.786,68.211,51,63,70,"Class4","Z",85.825,67.038
25.645,17.928,"O",55.768,51.592,22,83,72,"Class4","X",90.327,59.457
48.088,9.262,"O",56.337,46.24,27,89,34,"Class4","C",93.517,61.208
88.2,53.23,"H",60.112,41.98,61,82,85,"Class3","X",27.409,22.264
NA,34.287,"E",43.442,47.845,85,28,11,"Class1","T",NA,57.878
74.301,89.789,"S",29.318,56.107,78,87,88,"Class3","I",44.376,22.027
85.518,81.758,"S",66.648,66.662,59,23,72,"Class2","K",74.64,74.178
92.005,46.306,"L",41.947,44.554,67,86,87,"Class3","X",45.655,22.71
37.225,59.934,"Y",35.486,59.109,99,30,15,"Class1","T",64.575,3.842
75.514,52.822,"I",66.657,44.506,69,80,85,"Class3","W",23.219,23.244
90.151,48.45,"I",42.203,44.468,60,85,86,"Class3","W",41.693,22.763
46.821,3.742,"B",71.118,101.481,40,90,28,"Class4","O",94.334,55.773
30.509,13.323,"S",38.799,87.689,50,82,21,"Class4","Q",74.716,54.026
80.143,81.602,"M",76.289,56.439,58,58,71,"Class2","T",74.484,77.359
73.79,61.151,"G",76.596,51.263,69,15,29,"Class2","K",77.538,96.333
66.415,10.089,"L",41.471,39.981,73,80,88,"Class3","E",27.539,22.827
71.354,76.947,"I",53.824,39.657,75,81,85,"Class3","E",32.988,21.553
42.09,38.434,"Q",36.034,84.153,61,23,12,"Class1","B",72.959,29.267
45.52,17.644,"Q",35.539,73.823,41,29,17,"Class1","A",92.812,37.352
49.291,21.32,"I",27.255,76.266,54,74,53,"Class4","C",70.598,63.394
48.613,56.387,"E",39.499,63.25,56,37,16,"Class1","B",62.416,38.997
77.262,83.105,"J",82.268,68.856,57,60,29,"Class2","K",74.95,84.233
45.332,12.773,"Y",38.679,34.928,24,35,16,"Class1","E",88.333,56.374
67.364,76.018,"G",77.179,70.69,59,42,20,"Class2","T",84.855,81.983
75.061,75.074,"J",71.251,50.618,55,16,34,"Class2","T",NA,73.933
43.519,75.688,"Q",40.575,67.743,31,26,15,"Class1","E",71.932,29.631
42.507,47.548,"V",37.732,58.956,53,31,10,"Class1","B",86.66,33.624
87.421,22.656,"O",42.004,50.552,66,88,88,"Class3","E",NA,21.31
89.767,79.677,"M",104.013,59.186,65,23,40,"Class2","H",78.921,87.738
50.082,41.395,"V",38.47,87.692,37,35,16,"Class1","T",62.245,68.341
68.61,55.758,"I",25.97,30.132,69,87,86,"Class3","T",45.922,23.596
74.027,19.827,"O",50.5,51.11,45,87,85,"Class3","X",23.124,21.062
34.958,12.983,"J",16.458,91.219,58,90,75,"Class4","C",71.298,64.026
83.853,76.175,"G",78.688,52.442,49,45,21,"Class2","T",72.966,71.026
45.216,35.069,"F",33.548,85.465,53,31,14,"Class1","T",89.107,49.635
36.089,29.221,"J",70.41,64.606,48,89,44,"Class4","C",63.516,53.791
73.412,82.121,"S",87.882,56.589,61,31,29,"Class2","T",81.946,77.067
68.813,78.34,"L",55.223,51.056,76,88,88,"Class3","W",25.707,21.338
43.386,23.604,"F",34.654,62.606,57,25,12,"Class1","T",70.043,59.244
44.989,10.713,"S",37.229,99.117,30,86,64,"Class4","O",65.09,51.354
37.776,54.979,"Y",39.45,26.135,37,28,17,"Class1","T",NA,59.575
86.35,64.06,"M",95.55,62.66,70,42,73,"Class2","T",82.424,71.062
66.387,83.308,"O",15.87,45.697,49,89,88,"Class3","W",22.105,22.055
76.55,66.916,"M",75.452,59.417,51,30,69,"Class2","T",76.894,72.353
90.144,82.136,"I",22.134,10.637,72,85,88,"Class3","I",36.769,22.264
81.978,85.745,"Q",78.921,47.9,69,40,74,"Class2","K",75.125,72.325
NA,12.262,"B",2.881,59.041,26,89,33,"Class4","X",66.331,62.471
37.341,14.25,"Y",38.326,40.506,83,40,13,"Class1","M",65.21,43.635
80.608,2.305,"L",57.134,39.982,46,83,85,"Class3","E",48.222,24.804
38.222,12.476,"O",69.79,53.187,48,53,35,"Class4","O",81.375,61.722
30.754,23.695,"S",51.149,75.486,42,52,21,"Class4","O",83.609,62.859
NA,88.64,"I",58.045,48.693,74,84,86,"Class3","W",22.027,20.988
81.003,53.54,"L",64.488,31.671,62,88,86,"Class3","I",44.947,21.543
37.687,66.489,"V",39.015,22.507,59,30,12,"Class1","B",90.181,29.374
79.022,52.429,"I",18.448,47.604,45,80,86,"Class3","I",19.422,22.554
49.242,12.399,"J",75.965,65.863,60,64,50,"Class4","O",72.501,61.105
80.747,61.541,"Q",63.914,76.678,68,57,31,"Class2","U",82.809,81.912
74.819,77.605,"Q",75.309,45.489,48,38,36,"Class2","Y",80.876,80.707
NA,17.619,"E",42.402,53.559,78,36,17,"Class1","M",63.224,32.687
75.258,81.8,"S",85.501,45.007,48,46,79,"Class2","U",79.101,79.62
70.293,61.827,"Q",94.392,57.802,66,34,70,"Class2","H",84.386,85.72
71.617,64.117,"O",46.294,44.871,72,82,85,"Class3","E",22.267,21.369
85.9,30.42,"H",35.938,41.071,81,86,87,"Class3","E",31.249,24.283
47.185,37.687,"Q",40.199,38.818,69,34,17,"Class1","A",64.482,72.101
NA,62.595,"G",103.618,56.673,63,39,56,"Class2","H",NA,73.718
47.439,9.228,"S",70.506,40.401,56,89,34,"Class4","Q",76.55,61.112
NA,75.716,"Q",75.202,62.788,52,33,34,"Class2","H",NA,73.855
86.671,79.124,"G",67.883,77.52,48,35,71,"Class2","Y",79.862,96.843
83.404,80.006,"I",44.267,38.113,53,90,88,"Class3","W",29.255,20.425
39.842,6.609,"B",74.97,47.417,53,53,60,"Class4","Q",90.041,57.283
72.628,82.638,"Q",76.862,67.879,50,15,77,"Class2","K",83.913,84.277
