"P1","P2","P3","Output15","P4","P5","P6","P7","P8","P9","P10","P11"
33.341,"Y",29.026,"Class3",77,51.241,46.081,72,87.797,"D",19.846,16
34.234,"Y",31.234,"Class3",79,54.698,49.468,76,85.028,"F",14.184,45
14.188,"S",20.545,"Class3",77,79.467,30.494,77,81.967,"G",29.934,12
78.792,"M",49.273,"Class2",62,83.07,6.966,88,41.016,"P",NA,81
30.414,"U",56.145,"Class1",38,8.103,38.269,83,10.253,"F",51.806,13
34.673,"V",21.761,"Class3",80,52.92,38.281,73,89.076,"C",17.359,12
93.384,"K",43.354,"Class4",31,62.45,79.368,18,72.364,"J",50.759,29
18.042,"V",21.432,"Class3",77,66.644,45.56,73,89.717,"D",44.847,21
60.589,"M",54.763,"Class2",73,73.416,11.952,87,36.978,"U",29.938,78
69.609,"Y",52.27,"Class4",74,61.121,81.933,17,72.609,"D",42.925,61
74.29,"B",53.79,"Class2",55,84.085,15.842,75,34.282,"U",26.844,78
30.384,"Y",15.288,"Class3",79,46.579,34.913,73,77.945,"N",14.877,43
49.325,"S",54.576,"Class1",42,8.723,32.924,64,29.787,"L",56.111,16
73.765,"M",50.656,"Class2",65,66.028,16.825,86,39.982,"U",43.783,80
26.908,"V",20.864,"Class3",69,76.244,42.042,82,90.464,"C",28.198,18
7.839,"R",42.862,"Class1",41,8.151,41.715,58,18.054,"L",61.53,30
50.004,"S",57.655,"Class1",31,7.274,37.806,55,53.554,"F",48.035,20
81.958,"U",67.797,"Class4",9,60.315,75.053,20,72.336,"J",50.286,61
47.484,"Y",107.55,"Class4",82,71.896,77.318,17,72.695,"J",46.442,34
74.229,"B",53.829,"Class2",54,67.469,7.461,75,45.011,"P",37.991,78
64.242,"M",49.62,"Class2",66,77.025,20.608,88,37.58,"J",44.065,78
92.484,"Y",51.145,"Class4",9,68.632,80.429,16,72.771,"Z",48.013,66
55.595,"S",46.955,"Class1",32,8.995,41.94,71,18.806,"F",49.898,21
4.852,"V",9.765,"Class3",80,46.404,49.676,74,95.065,"N",19.584,27
70.659,"Y",NA,"Class4",49,52.21,77.217,18,72.56,"U",42.69,49
78.048,"D",49.407,"Class2",56,73.088,4.697,78,42.292,"U",45.945,80
67.463,"D",48.479,"Class2",54,73.445,2.033,85,38.292,"Q",31.51,81
51.374,"B",52.565,"Class2",72,72.823,25.463,89,41.373,"J",51.91,76
30.842,"F",27.63,"Class3",70,67.242,35.833,78,91.592,"G",35.924,22
38.855,"R",54.793,"Class1",53,8.087,41.364,68,26.723,"L",58.776,33
42.344,"Y",18.414,"Class3",74,51.806,36.701,80,83.432,"F",36.86,28
42.825,"V",18.537,"Class3",79,49.073,34.474,81,88.433,"N",37.755,52
89.484,"S",51.105,"Class2",60,59.799,21.158,91,37.234,"Q",19.342,78
50.353,"S",52.617,"Class1",26,7.654,32.687,47,13.333,"L",62.89,28
85.113,"Z",47.29,"Class1",43,7.67,31.206,53,43.398,"L",59.713,37
66.982,"D",57.574,"Class2",73,62.634,17.84,76,45.254,"U",41.679,81
62.149,"D",53.728,"Class2",66,65.064,2.849,80,39.448,"Z",45.92,81
35.694,"S",21.818,"Class3",75,58.798,33.053,82,84.485,"D",57.912,48
45.6,"C",71.32,"Class4",49,66.349,80.216,16,72.593,"T",40.02,49
42.246,"C",68.831,"Class4",62,54.245,74.077,17,72.163,"Z",47.578,62
21.08,"Y",19.691,"Class3",71,56.202,32.327,80,88.173,"G",45.757,12
64.566,"D",55.077,"Class2",65,61.345,10.284,81,38.187,"J",20.087,78
80.575,"J",53.775,"Class2",71,64.958,3.87,92,39.045,"U",53.425,77
64.495,"J",50.948,"Class2",68,81.681,12.013,91,34.745,"P",34.633,76
62.636,"B",54.171,"Class2",62,80.38,19.8,67,45.817,"Z",27.424,78
72.563,"M",45.503,"Class2",65,74.046,5.595,85,35.377,"J",20.729,78
54.847,"U",63.37,"Class1",38,7.419,42.257,67,28.139,"S",45.193,31
59.642,"M",49.414,"Class2",67,68.719,28.877,71,40.457,"J",25.931,77
58.016,"O",47.404,"Class1",34,8.375,42.882,75,6.602,"S",52.144,28
60.838,"B",49.734,"Class2",66,68.34,10.803,65,46.4,"P",57.874,78
68.126,"S",NA,"Class2",51,71.982,16.687,71,31.981,"P",33.532,76
15.101,"S",49.225,"Class1",33,8.844,38.93,86,14.023,"X",61.792,13
71.381,"S",47.772,"Class2",61,68.387,16.225,77,37.325,"J",NA,79
69.465,"S",52.957,"Class2",61,65.339,28.317,90,34.151,"Q",49.354,75
62.51,"M",49.399,"Class2",56,58.754,5.622,71,38.704,"J",39.084,77
76.753,"M",53.646,"Class2",62,67.069,4.695,85,31.73,"Q",16.549,81
77.041,"K",38.766,"Class4",85,60.362,80.927,18,72.902,"J",45.55,37
52.473,"Y",17.093,"Class3",79,55.932,37.554,80,89.298,"G",30.688,51
22.479,"R",25.025,"Class3",69,80.828,38.703,72,84.823,"D",20.149,49
25.645,"U",45.255,"Class4",33,63.072,76.491,19,72.919,"D",NA,68
62.516,"D",47.701,"Class2",66,68.526,29.905,83,36.809,"Z",16.438,76
33.16,"F",26.475,"Class3",74,55.406,31.589,75,82.896,"D",NA,17
20.628,"R",61.413,"Class1",41,7.854,35.87,77,13.878,"L",47.416,32
63.268,"R",60.244,"Class1",34,8.261,36.863,82,26.532,"X",46.994,33
71.815,"S",54.318,"Class2",69,59.263,20.491,77,37.825,"J",NA,77
64.364,"S",67.907,"Class1",14,7.257,42.333,49,20.062,"X",62.618,21
44.06,"Z",67.151,"Class1",28,8.205,36.373,46,1.725,"S",50.997,27
58.679,"Y",78.845,"Class4",53,56.376,74.367,20,72.787,"U",55.882,66
64.296,"S",NA,"Class2",67,81.529,29.687,75,38.127,"J",17.052,76
38.621,"S",20.577,"Class3",74,53.557,50.69,69,85.588,"F",7.973,51
35.805,"S",19.791,"Class3",72,63.018,45.965,81,103.868,"F",28.199,20
63.768,"S",50.772,"Class2",63,63.567,8.874,70,43.27,"U",36.226,76
45.082,"S",48.928,"Class1",30,7.922,40.605,78,21.334,"F",46.667,14
70.689,"O",46.777,"Class1",34,7.301,32.071,49,36.016,"X",63.382,28
58.514,"M",53.428,"Class2",58,62.097,16.126,76,41.391,"Q",44.087,79
70.591,"C",54.14,"Class4",30,56.913,80.931,19,72.548,"Z",40.904,52
71.597,"J",51.279,"Class2",59,81.963,9.485,89,38.209,"Z",38.633,77
72.049,"C",61.973,"Class4",23,60.996,74.326,16,73.235,"J",60.917,47
66.824,"K",52.555,"Class4",65,65.938,81.321,20,72.829,"T",44.832,46
64.026,"D",60.051,"Class2",71,63.677,18.516,92,43.961,"U",18.71,78
52.152,"U",43.134,"Class4",12,55.044,80.214,22,72.605,"Z",60.455,52
67.825,"S",45.573,"Class1",36,7.358,39.563,61,45.171,"F",62.506,33
59.365,"M",53.892,"Class2",65,63.065,4.661,80,33.948,"U",26.292,76
25.431,"U",52.953,"Class1",41,8.724,33.289,81,27.242,"S",48.424,33
70.187,"D",55.448,"Class2",68,64.627,28.898,66,43.913,"Z",29.158,80
27.608,"V",20.477,"Class3",71,75.632,35.334,67,88.694,"F",8.949,47
20.775,"F",27.116,"Class3",69,54.835,34.339,74,89.866,"N",9.807,27
61.803,"R",48.515,"Class1",29,8.995,39.169,84,19.004,"F",50.704,32
91.657,"Z",49.664,"Class1",28,8.37,42.219,77,12.498,"X",NA,23
53.559,"Z",56.709,"Class1",51,7.296,36.374,79,13.803,"L",60.421,28
43.277,"F",10.373,"Class3",79,69.05,37.763,71,86.857,"G",15.44,35
71.627,"K",97.239,"Class4",64,55.864,78.573,15,72.393,"T",52.405,35
61.542,"S",49.899,"Class2",57,83.897,3.295,84,39.27,"P",40.264,76
52.834,"Z",66.104,"Class4",45,64.592,74.83,19,71.851,"T",NA,44
25.386,"V",12.186,"Class3",78,75.391,44.339,69,94.071,"N",26.315,47
75.192,"M",47.15,"Class2",56,70.099,17.221,88,43.399,"Z",21.54,77
18.917,"R",12.464,"Class3",71,60.825,50.485,77,90.382,"D",NA,15
47.31,"O",53.751,"Class1",29,7.896,33.189,55,40.688,"F",56.686,25
7.669,"S",17.385,"Class3",74,68.721,36.168,69,96.165,"C",41.796,39
68.232,"Z",61.762,"Class4",19,71.245,79.802,18,72.623,"T",58.651,52
13.356,"S",31.284,"Class3",76,50.821,40.67,80,81.102,"C",28.043,13
24.294,"S",20.293,"Class3",75,48.904,34.84,74,81.745,"F",42.001,48
12.201,"Y",28.028,"Class3",77,61.464,35.483,74,88.664,"D",48.79,32
67.2,"Z",60.228,"Class1",28,8.965,36.516,70,33.458,"X",55.477,35
41.197,"S",20.813,"Class3",69,77.275,37.742,72,87.684,"F",22.475,17
56.239,"Z",93.361,"Class4",77,72.712,80.907,21,72.079,"T",52.547,34
54.037,"U",48.177,"Class1",20,7.383,34.899,59,16.734,"L",52.306,18
60.955,"Z",76.929,"Class4",66,59.008,76.818,15,72.067,"U",61.192,37
64.407,"U",57.065,"Class1",24,7.717,40.684,74,34.201,"L",60.191,32
70.888,"Z",64.128,"Class4",43,52.762,78.317,21,72.557,"J",47.474,51
49.391,"C",42.051,"Class4",60,66.776,80.552,16,72.582,"J",59.097,38
83.05,"J",NA,"Class2",57,67.116,22.826,84,37.862,"P",54.167,76
42.441,"V",25.596,"Class3",71,68.132,39.785,73,90.397,"F",NA,19
36.067,"S",48.241,"Class1",17,7.178,39.661,83,11.615,"F",47.007,26
82.028,"S",57.349,"Class2",55,65.98,12.886,83,40.096,"Z",21.644,77
64.794,"K",94.891,"Class4",31,54.24,74.381,18,71.635,"Z",45.877,31
74.272,"S",55.065,"Class2",62,66.398,7.601,90,33.44,"J",53.378,77
32.453,"F",31.517,"Class3",77,74.169,49.63,79,80.593,"G",56.396,51
59.973,"C",62.979,"Class4",37,72.885,77.461,17,72.613,"D",45.277,45
63.788,"D",52.97,"Class2",60,73.686,21.604,68,46.726,"Q",45.641,77
70.504,"B",46.233,"Class2",66,67.755,12.928,80,36.438,"P",16.953,77
67.514,"S",48.928,"Class1",49,8.067,32.923,63,42.309,"F",57.543,35
54.085,"R",66.349,"Class1",17,7.411,32.556,50,9.777,"F",58.128,24
50.383,"R",18.978,"Class3",76,48.184,48.311,67,90.071,"G",21.971,49
62.83,"S",54.616,"Class2",64,66.497,30.747,78,35.267,"U",54.624,81
28.754,"F",23.195,"Class3",72,77.169,47.23,67,84.585,"G",24.068,25
75.534,"B",52.356,"Class2",66,77.622,16.427,71,42.09,"J",43.298,76
11.762,"Z",47.674,"Class1",40,7.107,36.237,60,26.265,"X",58.301,22
64.86,"U",72.367,"Class4",50,60.4,75.03,21,72.42,"U",60.449,41
30.391,"Y",25.332,"Class3",71,73.482,41.187,72,88.23,"C",48.756,23
39.131,"Z",74.567,"Class4",85,55.753,78.32,22,72.211,"Z",56.887,67
58.582,"D",NA,"Class2",56,67.708,29.588,70,35.596,"Z",26.392,76
32.779,"C",60.69,"Class4",70,71.935,79.385,17,72.088,"D",55.865,42
40.316,"S",17.502,"Class3",76,58.13,34.586,78,82.016,"G",30.376,18
74.351,"J",49.689,"Class2",68,77.512,23.221,70,44.295,"P",28.252,81
57.481,"S",51.977,"Class2",66,62.975,8.222,74,26.75,"Z",39.779,78
67.564,"B",53.225,"Class2",73,67.619,19.979,70,40.046,"Z",20.205,76
12.31,"V",18.84,"Class3",80,65.861,50.282,80,85.53,"D",13.434,30
73.805,"D",60.278,"Class2",63,85.449,18.976,74,38.189,"U",18.714,78
56.281,"R",21.859,"Class3",77,69.013,47.647,76,87.458,"N",36.521,17
22.42,"Z",55.785,"Class1",16,7.809,40.936,59,37.627,"L",48.324,18
26.169,"Y",NA,"Class3",70,60.449,30.635,76,81.808,"C",29.505,32
39.39,"R",53.707,"Class1",44,8.218,42.24,54,20.833,"S",59.329,36
50.12,"U",41.302,"Class1",45,8.738,34.33,57,18.428,"J",58.226,19
50.987,"Z",55.851,"Class1",32,7.616,38.382,70,30.738,"F",50.036,35
40.531,"S",15.552,"Class3",78,85.342,48.347,68,82.691,"D",43.879,26
17.831,"Y",NA,"Class3",71,83.813,42.163,69,84.102,"C",29.082,47
32.113,"Y",22.942,"Class3",75,46.535,48.829,77,78.233,"F",35.628,37
35.428,"F",12.259,"Class3",79,53.548,30.539,68,96.441,"F",13.11,46
86.952,"R",52.996,"Class1",20,7.557,35.901,68,14.199,"X",NA,36
53.863,"J",51.109,"Class2",59,79.1,9.613,91,33.834,"J",53.015,78
73.142,"S",41.861,"Class2",65,72.458,1.303,66,41.209,"Z",28.607,78
75.865,"C",50.936,"Class4",54,68.275,81.561,20,72.001,"T",58.778,52
69.389,"U",67.34,"Class4",74,55.465,75.404,18,72.412,"J",49.339,69
37.891,"Y",17.321,"Class3",69,77.958,39.535,76,87.713,"N",22.269,28
82.418,"Y",48.03,"Class4",83,64.752,79.301,22,71.729,"J",47.414,55
17.696,"Y",24.668,"Class3",74,60.837,43.082,72,84.818,"C",27.708,15
79.298,"D",51.988,"Class2",63,58.456,20.739,83,32.262,"P",55.704,81
76.598,"Z",47.013,"Class4",81,67.527,81.417,15,72.303,"Z",42.805,46
67.823,"S",51.872,"Class2",58,69.683,12.966,73,38.34,"J",38.397,80
37.357,"F",12.876,"Class3",74,82.008,45.675,82,80.159,"D",51.789,18
84.113,"U",37.1,"Class4",75,52.09,81.028,19,72.384,"D",53.495,50
65.593,"C",83.491,"Class4",40,53.937,79.704,20,72.527,"U",45.412,42
72.19,"M",50.891,"Class2",65,58.87,1.829,81,39.144,"Q",47.204,78
25.783,"R",14.506,"Class3",69,76.398,32.207,71,94.096,"N",52.866,36
47.339,"Y",15.948,"Class3",77,68.234,42.823,73,85.057,"D",53.234,39
67.006,"Z",15.668,"Class4",70,72.727,81.746,16,72.862,"D",55.196,66
26.218,"Y",60.902,"Class4",61,53.765,76.081,17,72.099,"J",51.457,31
62.347,"Z",57.053,"Class4",32,62.265,79.56,17,72.197,"Z",45.482,69
43.337,"Y",82.989,"Class4",65,59.735,79.688,19,72.852,"Z",58.298,32
53.72,"S",45.195,"Class1",35,7.008,37.12,47,34.025,"J",NA,17
45.661,"O",43.294,"Class1",15,7.55,33.735,88,12.142,"S",61.128,16
33.114,"O",48.968,"Class1",8,8.181,38.334,64,31.87,"J",53.115,28
70.208,"Y",NA,"Class4",31,58.873,76.957,17,72.282,"U",54.977,67
41.49,"O",58.567,"Class1",42,7.413,42.33,54,25.995,"F",55.187,27
79.611,"S",55.084,"Class2",60,82.175,27.747,69,42.851,"Z",39.908,80
35.207,"C",53.575,"Class4",64,56.823,81.75,16,72.326,"Z",54.512,51
47.029,"U",59.79,"Class1",22,7.85,34.323,53,20.752,"J",54.032,30
64.957,"B",44.706,"Class2",64,69.285,10.987,82,39.513,"U",48.077,78
47.03,"U",62.653,"Class1",13,7.333,35.535,68,34.709,"L",56.914,13
73.822,"Z",NA,"Class1",38,7.958,34.04,50,17.375,"X",63.384,34
48.575,"Z",77.825,"Class4",89,68.771,78.54,20,72.45,"J",54.981,43
40.766,"O",56.242,"Class1",17,8.309,39.463,50,15.404,"J",61.828,37
66.582,"Y",30.851,"Class4",63,69.224,75.49,21,72.43,"D",47.737,48
29.814,"R",48.376,"Class1",21,7.995,41.847,47,40.066,"J",51.962,30
55.896,"U",64.115,"Class4",66,57.317,76.439,19,72.064,"U",50.775,54
23.063,"K",83.588,"Class4",77,63.897,76.491,17,72.41,"Z",41.363,61
40.716,"V",24.169,"Class3",69,79.474,30.432,73,89.844,"C",43.604,29
26.886,"O",53.611,"Class1",19,7.354,31.451,58,34.906,"L",61.983,20
65.528,"K",73.146,"Class4",61,55.302,80.363,17,72.706,"Z",48.374,49
102.547,"Y",40.517,"Class4",91,65.247,80.443,22,72.381,"Z",54.04,54
64.846,"K",NA,"Class4",26,64.586,77.458,18,72.196,"U",53.962,63
44.022,"R",49.027,"Class1",26,8.586,35.918,81,31.099,"F",62.878,32
50.275,"R",NA,"Class1",40,7.912,34.585,74,10.128,"J",53.815,37
52.58,"D",53.287,"Class2",72,64.631,19.338,92,41.861,"U",31.421,77
42.309,"U",56.941,"Class4",48,68.766,78.195,18,72.846,"J",53.994,37
38.373,"V",21.442,"Class3",70,72.034,45.558,76,83.264,"F",45.051,47
17.616,"S",17.729,"Class3",70,46.627,44.489,71,86.815,"F",33.264,47
12.356,"O",58.887,"Class1",38,8.208,35.988,45,29.126,"L",64.099,16
26.395,"Z",53.307,"Class1",32,7.767,37.325,65,36.842,"X",54.793,16
43.045,"O",44.759,"Class1",17,8.005,31.848,89,23.239,"J",56.622,25
33.452,"Z",62.103,"Class1",40,7.324,40.756,74,16.988,"S",47.86,23
68.536,"S",49.38,"Class1",8,7.857,41.221,82,11.024,"X",62.749,19
73.791,"S",57.212,"Class2",62,80.689,13.41,91,40.571,"Q",22.822,78
15.514,"U",53.56,"Class1",50,7.453,41.006,64,26.962,"S",NA,19
64.608,"K",74.358,"Class4",80,52.015,77.271,22,72.691,"D",50.644,33
41.111,"Y",NA,"Class4",39,63.851,76.474,17,72.059,"Z",48.06,40
38.453,"R",16.805,"Class3",78,57.405,30.919,74,85.767,"F",14.675,36
36.269,"Y",14.427,"Class3",76,81.124,46.397,82,88.35,"N",35.258,31
62.27,"C",85.986,"Class4",47,62.715,81.573,21,72.973,"J",51.943,33
33.072,"R",29.666,"Class3",70,47.408,48.397,80,90.924,"F",46.679,39
31.821,"Y",13.512,"Class3",70,61.249,41.449,70,86.12,"C",42.345,49
60.787,"M",54.021,"Class2",66,66.156,18.004,69,38.938,"U",25.419,76
50.211,"U",59.057,"Class1",34,8.319,33.889,66,8.627,"J",62.094,16
25.655,"F",29.009,"Class3",73,54.805,32.148,80,94.978,"D",14.861,18
65.93,"S",57.666,"Class2",66,59.387,22.811,76,36.396,"U",27.115,80
28.228,"F",29.643,"Class3",78,61.201,43.761,69,76.705,"F",16.78,41
42.139,"V",33.338,"Class3",72,86.44,48.071,68,90.304,"D",31.62,13
55.279,"Z",67.794,"Class4",56,68.892,74.565,20,72.553,"Z",NA,49
14.597,"S",26.43,"Class3",79,79.505,34.879,67,85.441,"F",5.455,13
40.261,"V",25.406,"Class3",69,65.679,43.428,78,80.923,"F",35.199,28
27.195,"Z",61.546,"Class1",35,8.603,38.3,81,29.354,"L",58.326,22
36.183,"Z",56.04,"Class1",30,8.302,42.281,56,34.098,"F",56.793,36
37.026,"Z",61.509,"Class1",38,8.822,35.531,45,32.805,"S",61.262,25
67.12,"S",53.868,"Class1",44,8.084,42.378,89,28.466,"J",46.801,22
62.041,"K",75.507,"Class4",29,71.262,79.338,17,72.296,"U",56.219,39
49.598,"U",NA,"Class1",51,7.634,41.537,74,23.212,"F",NA,29
60.8,"C",74.864,"Class4",58,63.668,77.784,20,72.646,"J",40.048,30
36.478,"F",29.041,"Class3",75,82.115,34.664,79,85.804,"C",10.181,34
63.056,"R",54.899,"Class1",27,7.241,32.62,50,16.148,"S",46.641,18
68.569,"M",55.367,"Class2",60,80.666,20.382,90,36.043,"Q",46.257,75
36.171,"C",56.131,"Class4",24,66.731,80.822,16,72.978,"D",56.521,58
64.313,"B",50.582,"Class2",52,73.884,24.178,92,39.075,"Z",48.714,78
62.6,"D",46.746,"Class2",51,67.938,25.319,77,34.684,"J",48.271,79
39.571,"O",57.655,"Class1",39,7.27,39.377,51,21.216,"S",49.73,24
87.664,"M",54.288,"Class2",60,62.717,23.401,81,40.836,"U",24.889,79
11.53,"R",7.675,"Class3",71,56.337,32.432,67,91.275,"F",46.682,16
59.526,"C",58.466,"Class4",63,62.76,79.719,16,73.306,"Z",49.296,49
36.762,"Y",18.402,"Class3",71,76.536,44.297,79,89.791,"N",33.604,38
62.853,"U",63.052,"Class1",44,7.553,33.961,90,13.619,"S",51.23,23
41.683,"R",56.796,"Class1",9,8.399,38.397,73,23.785,"S",46.638,22
37.63,"O",56.56,"Class1",24,8.464,39.885,72,22.928,"L",61.939,37
62.843,"U",75.121,"Class4",85,67.235,78.257,17,72.177,"T",50.327,50
22.395,"Y",18.413,"Class3",75,78.426,42.651,83,82.308,"N",53.242,42
65.968,"B",53.903,"Class2",72,81.35,18.609,90,34.996,"Z",31.703,76
40.732,"U",44.43,"Class1",17,7.049,34.803,66,28.379,"S",48.851,27
57.891,"S",58.847,"Class2",62,68,19.064,71,35.991,"U",44.519,79
68.182,"M",56.422,"Class2",63,61.809,7.551,78,38.53,"Z",56.745,77
36.555,"O",61.207,"Class1",20,8.723,39.587,71,35.014,"F",60.053,14
21.441,"S",13.821,"Class3",80,49.83,41.272,71,84.371,"C",56.326,43
63.449,"C",56.203,"Class4",24,52.155,75.907,18,71.97,"Z",59.303,31
33.826,"S",19.915,"Class3",71,68.515,32.194,72,85.988,"D",51.166,35
100.918,"U",68.691,"Class4",90,69.978,80.794,18,72.984,"U",44.249,61
71.376,"K",50.244,"Class4",20,65.65,74.412,19,72.577,"D",47.663,66
78.121,"U",78.738,"Class4",37,65.068,78.375,18,72.786,"D",NA,56
58.334,"D",52.032,"Class2",73,64.872,29.966,66,37.105,"Q",49.479,79
26.271,"F",14.805,"Class3",80,83.856,42.061,76,88.982,"D",40.477,53
55.602,"S",53.985,"Class2",54,73.361,15.647,88,44.082,"J",55.298,77
22.129,"V",20.058,"Class3",74,48.607,31.319,72,71.748,"N",38.445,25
30.478,"V",25.712,"Class3",76,78.919,37.464,81,73.779,"G",15.52,33
24.693,"V",22.731,"Class3",72,71.732,43.973,77,81.34,"D",47.009,40
26.063,"Z",61.937,"Class4",63,63.295,76.604,20,72.083,"U",56.179,69
59.349,"C",73.276,"Class4",81,67.928,78.688,17,72.304,"T",43.302,29
63.61,"Z",47.088,"Class1",43,8.185,41.493,65,19.675,"L",57.489,14
17.935,"R",62.01,"Class1",41,7.797,35.9,55,25.32,"X",59.167,20
66.831,"D",NA,"Class2",67,79.374,14.532,92,41.235,"U",54.492,80
57.058,"J",NA,"Class2",55,85.181,3.662,89,41.631,"Q",21.433,76
69.662,"U",111.025,"Class4",46,68.774,75.712,22,72.137,"T",49.906,43
51.644,"Y",20.304,"Class3",77,56.423,34.141,78,78.834,"G",14.033,36
83.214,"J",52.137,"Class2",52,66.691,17.627,80,40.428,"J",41.601,75
16.879,"S",57.928,"Class1",31,7.557,31.44,63,24.624,"S",63.406,16
20.723,"F",15.992,"Class3",73,82.76,36.678,80,77.518,"D",9.062,38
54.211,"R",10.615,"Class3",71,51.987,36.411,69,96.328,"F",31.032,51
30.191,"R",20.424,"Class3",70,57.835,38.851,73,84.124,"C",16.96,24
85.484,"M",59.294,"Class2",68,69.26,25.061,68,40.417,"J",39.897,76
62.151,"B",53.923,"Class2",74,71.764,19.787,70,33.826,"J",16.002,81
35.485,"V",19,"Class3",69,79.092,36.246,79,88.506,"N",24.507,27
61.144,"J",50.434,"Class2",67,79.11,25.878,82,39.247,"J",33.021,81
52.997,"Z",66.44,"Class4",48,69.858,81.785,22,72.681,"Z",41.281,41
79.056,"Z",44.889,"Class4",85,67.083,79.893,16,72.306,"D",55.966,41
3.781,"Y",18.432,"Class3",71,50.318,35.645,81,80.558,"G",37.747,51
35.578,"R",35.752,"Class3",75,49.936,39.964,76,88.323,"C",10.032,45
89.785,"Z",50.702,"Class1",13,7.344,37.229,56,30.027,"L",63.592,23
65.246,"U",64.895,"Class1",21,8.1,31.163,79,41.077,"S",59.462,30
68.505,"D",53.726,"Class2",69,69.789,21.271,81,45.53,"Q",48.061,81
43.54,"O",44.871,"Class1",52,7.118,34.331,85,29.539,"L",49.743,14
34.42,"R",52.558,"Class1",29,8.019,41.075,71,6.211,"J",58.561,14
29.535,"Y",NA,"Class4",22,61.531,76.877,20,72.77,"T",54.071,33
63.645,"Z",56.716,"Class1",28,7.861,33.18,87,29.399,"S",48.371,19
65.742,"J",62.493,"Class2",53,73.433,14.077,85,36.984,"Z",45.019,80
52.322,"U",76.311,"Class4",62,60.212,75.619,15,73.205,"D",43.086,32
63.776,"B",56.557,"Class2",51,62.993,6.842,85,37.332,"J",51.157,81
18.706,"U",72.087,"Class4",41,61.023,77.132,19,72.385,"J",45.865,63
74.363,"S",65.77,"Class1",19,7.618,33.566,49,18.49,"L",47.525,25
34.181,"F",12.328,"Class3",78,59.608,45.456,80,82.117,"D",38.058,45
57.536,"Z",54.207,"Class4",62,54.939,75.684,19,71.889,"Z",44.18,40
69.517,"S",54.083,"Class1",30,7.678,33.843,53,24.756,"X",51.932,26
58.336,"D",57.792,"Class2",55,72.629,13.873,71,33.79,"Z",53.963,75
62.813,"Y",71.655,"Class4",60,53.142,77.97,15,72.223,"D",NA,52
57.889,"Z",62.613,"Class1",50,8.688,37.937,60,15.452,"X",50.686,22
78.088,"B",54.094,"Class2",53,77.856,23.101,70,46.139,"J",43.244,77
41.457,"S",28.283,"Class3",69,54.024,35.614,73,76.937,"N",23.815,41
60.986,"C",44.728,"Class4",78,70.269,81.829,18,72.946,"Z",45.238,34
68.203,"S",54.335,"Class2",55,85.78,13.338,89,44.492,"J",37.926,76
47.483,"Y",25.556,"Class4",87,59.63,79.045,21,72.222,"D",55.9,70
48.941,"R",23.591,"Class3",80,61.534,42.737,73,87.487,"D",24.464,51
36.19,"R",NA,"Class1",31,8.695,37.437,89,51.062,"F",51.207,32
36.553,"Y",6.784,"Class3",70,83.159,31.96,77,86.62,"N",52.066,23
41.669,"R",20.121,"Class3",70,78.742,31.114,71,94.773,"C",49.443,16
6.025,"Y",22.563,"Class3",73,68.04,39.683,72,93.21,"N",NA,44
25.139,"Y",23.492,"Class3",80,66.568,33.153,69,87.787,"F",33.265,16
61.253,"J",50.335,"Class2",61,72.567,21.271,91,34.609,"Z",19.699,77
71.432,"B",49.61,"Class2",67,60.572,27.705,85,38.591,"P",34.015,78
37.139,"U",58.934,"Class1",48,8.289,42.865,78,16.405,"F",48.438,36
29.571,"S",47.925,"Class1",50,8.654,39.204,67,31.32,"J",55.496,36
54.433,"S",53.275,"Class1",30,8.716,37.046,85,16.631,"F",47.303,33
9.932,"Z",57.447,"Class1",18,7.197,37.789,77,9.088,"L",58.149,25
61.21,"D",47.772,"Class2",74,81.336,27.669,65,35.47,"P",26.292,76
11.714,"U",54.182,"Class1",26,8.787,35.635,45,37.376,"F",53.995,37
33.221,"C",39.591,"Class4",17,67.765,81.807,20,72.001,"T",50.336,47
24.129,"R",62.75,"Class1",15,7.337,33.653,69,40.674,"S",53.007,30
61.855,"U",58.371,"Class4",84,72.228,75.491,19,72.642,"Z",47.236,30
82.856,"B",54.092,"Class2",72,59.983,3.767,83,39.241,"U",23.813,79
62.465,"M",48.179,"Class2",70,67.575,30.876,85,34.887,"Z",32.804,78
27.49,"Z",NA,"Class1",12,7.671,40.842,74,35.15,"X",45.992,26
