"R1","R2","R3","R4","Output17","R5","R6","R7","R8","R9","R10","R11"
53.856,10,89,"I","Class1",63.748,49.788,82.595,57.259,"Q",47,101.75
46.911,18,85,"Z","Class1",61.517,49.331,80.893,59.798,"Q",68,84.826
52.654,20,90,"K","Class1",87.742,49.844,80.152,59.179,"Y",27,90.723
42.702,63,42,"M","Class2",53.63,58.223,38.374,80.205,"F",60,56.094
42.664,58,32,"M","Class2",45.5,58.798,53.291,81.749,"C",77,62.28
42.279,68,40,"S","Class2",57.794,58.318,36.615,86.623,"F",77,54.828
42.26,63,40,"X","Class2",60.008,57.695,63.113,49.286,"I",36,49.536
43.026,43,42,"M","Class2",23.286,57.348,33.26,47.055,"I",67,50.472
42.13,35,35,"L","Class2",27.762,57.516,70.027,44.288,"I",46,47.741
29.641,7,88,"I","Class1",62.928,50.204,80.328,58.324,"E",48,92.74
69.05,12,85,"Z","Class1",83.852,49.902,75.312,57.222,"A",33,92.808
42.085,72,34,"S","Class2",72.648,57.78,71.45,72.808,"W",60,53.002
-4.596,12,88,"P","Class1",66.219,49.554,94.708,60.252,"S",29,97.87
80.575,11,90,"I","Class1",78.519,49.357,76.652,59.658,"A",29,91.765
11.335,12,90,"I","Class1",63.782,49.852,76.968,59.985,"E",78,91.073
70.34,10,88,"W","Class1",77.166,49.485,85.211,57.094,"Y",29,92.973
42.212,35,36,"B","Class2",64.355,58.5,18.91,83.057,"B",55,52.141
75.131,86,57,"S","Class3",79.094,55.724,69.088,55.244,"L",61,54.418
37.47,38,87,"I","Class1",64.652,49.36,93.122,59.136,"S",46,93.288
41.961,75,31,"B","Class2",30.297,57.264,72.073,60.56,"B",38,51.642
46.448,75,55,"B","Class3",40.899,63.424,59.377,43.046,"N",56,77.203
33.372,40,56,"S","Class3",8.757,61.775,66.288,48.557,"S",58,54.604
33.905,90,56,"Z","Class3",29.419,56.529,69.185,60.824,"S",59,64.314
49.708,48,61,"Z","Class3",64.82,62.553,70.939,52.799,"A",53,52.363
42.728,44,39,"B","Class2",19.124,58.13,38.628,84.215,"B",NA,58.062
33.261,36,61,"B","Class3",35.503,71.795,67.049,53.115,"O",62,32.919
64.124,40,88,"P","Class1",70.051,49.977,79.907,58.189,"Y",35,93.737
68.482,66,60,"B","Class3",44.172,64.647,71.575,51.306,"L",55,37.875
42.452,76,32,"B","Class2",85.453,57.796,24.612,9.343,"I",64,55.337
50.499,64,61,"Z","Class3",35.397,70.321,61.399,60.116,"A",54,46.344
71.497,10,85,"W","Class1",83.097,50.085,81.595,58.541,"S",45,99.275
63.813,20,85,"Z","Class1",77.817,50.19,76.599,59.728,"A",80,88.921
44.827,51,59,"G","Class3",34.485,63.557,60.118,41.226,"O",57,25.635
76.502,41,57,"Z","Class3",5.37,77.412,59.178,50.385,"S",61,50.698
41.061,80,57,"S","Class3",19.879,79.692,63.525,55.182,"N",53,56.387
63.98,32,59,"V","Class3",46.552,75.01,65.338,57.166,"A",58,79.883
7.467,10,86,"I","Class1",88.157,49.76,81.613,57.9,"A",74,98.003
44.969,34,88,"Z","Class1",74.375,48.795,81.497,59.666,"Q",52,98.577
42.178,34,29,"B","Class2",36.96,58.209,25.396,71.245,"W",55,63.617
42.515,54,44,"X","Class2",66.095,57.842,75.233,6.051,"F",32,54.038
42.746,35,41,"M","Class2",57.792,58.701,54.802,34.591,"W",58,54.051
42.876,37,30,"S","Class2",19.363,NA,72.796,31.807,"W",32,59.8
62.082,33,88,"W","Class1",73.038,49.422,74.122,59.302,"Q",83,91.949
42.191,52,36,"M","Class2",18.049,58.381,27.808,85.018,"F",NA,52.714
70.68,63,56,"B","Class3",9.031,NA,71.449,64.37,"O",51,31.838
56.218,86,57,"B","Class3",44.703,74.962,59.728,64.292,"A",63,-3.921
41.845,35,42,"B","Class2",15.774,57.259,46.699,39.251,"C",73,59.615
68.231,48,58,"B","Class3",56.143,66.173,61.2,43.464,"L",55,63.557
46.322,24,87,"I","Class1",65.31,49.002,75.622,58.365,"Y",54,88.309
67.313,66,58,"S","Class3",40.734,78.635,69.61,43.737,"O",60,94.451
42.603,59,36,"L","Class2",36.396,58.381,61.951,25.404,"I",56,53.257
45.713,43,88,"W","Class1",86.747,49.7,87.369,59.415,"Y",85,91.863
46.51,30,55,"V","Class3",73.033,57.655,63.71,43.926,"A",53,85.655
82.83,30,90,"I","Class1",70.83,49.511,95.978,58.872,"A",76,84.8
76.38,39,87,"W","Class1",79.913,49.451,83.215,57.742,"Y",56,91.373
39.209,22,86,"P","Class1",76.638,49.269,87.409,59.418,"A",54,88.013
39.026,32,57,"Z","Class3",21.303,62.387,57.754,54.434,"L",58,31.26
-20.728,17,88,"P","Class1",79.863,49.442,86.662,59.694,"A",21,90.978
47.955,38,57,"B","Class3",6.826,58.698,60.329,59.374,"N",63,70.176
31.995,33,86,"I","Class1",87.294,48.97,94.119,58.791,"Q",29,101.859
42.696,51,37,"B","Class2",45.119,58.348,20.073,25.314,"C",24,52.692
61.923,13,90,"W","Class1",73.303,49.634,89.605,59.585,"Q",50,94.791
46.464,25,88,"Z","Class1",74.751,NA,87.475,60.801,"A",74,101.056
69.388,40,85,"W","Class1",64.693,49.853,95.454,60.017,"E",NA,93.55
41.848,66,33,"M","Class2",21.402,58.145,43.609,37.602,"W",79,50.214
56.523,30,57,"G","Class3",49.292,51.066,58.864,61.757,"N",62,45.033
58.827,70,57,"B","Class3",47.526,74.871,63.407,61.113,"L",56,74.946
30.282,8,89,"Z","Class1",78.873,49.861,75.207,59.366,"Q",75,96.503
42.352,42,31,"B","Class2",49.128,58.02,53.377,6.001,"C",NA,59.345
42.477,51,29,"L","Class2",45.88,58.245,26.197,59.064,"B",36,45.536
21.056,56,60,"B","Class3",28.314,76.833,66.243,59.135,"S",56,105.957
49.504,37,57,"Z","Class3",34.553,58.534,62.555,38.269,"L",59,49.64
70.317,38,59,"Z","Class3",52.707,NA,62.617,63.327,"A",56,45.645
66.532,23,91,"K","Class1",79.768,49.528,90.318,57.276,"Q",82,97.055
6.856,22,91,"P","Class1",59.767,49.16,89.615,57.843,"A",65,94.722
36.966,79,60,"V","Class3",34.905,66.783,70.814,59.997,"A",52,144.824
25.154,36,89,"P","Class1",79.356,NA,93.419,59.264,"A",59,92.678
42.628,62,38,"M","Class2",58.202,57.707,73.13,55.799,"F",25,47.444
47.038,12,88,"P","Class1",72.778,49.791,86.329,60.048,"S",76,90.407
42.468,47,33,"M","Class2",78.813,58.047,72.182,56.303,"B",79,49.434
43.233,71,31,"L","Class2",50.152,59.085,46.86,76.465,"B",74,55.752
56.339,69,61,"B","Class3",24.595,61.343,65.387,51.784,"S",51,64.788
59.024,34,85,"P","Class1",85.174,49.746,86.749,58.81,"E",85,88.662
47.694,34,85,"P","Class1",80.62,48.978,80.981,57.963,"E",23,92.926
42.346,33,37,"S","Class2",77.782,58.366,51.47,54.897,"B",43,55.9
42.178,43,32,"L","Class2",74.97,58.655,56.71,69.571,"I",NA,50.446
70.188,37,88,"K","Class1",61.856,49.367,94.668,57.47,"Q",NA,94.741
42.598,74,37,"S","Class2",47.938,58.309,71.351,85.938,"F",30,53.631
42.501,51,37,"M","Class2",64.816,58.351,69.633,38.564,"I",43,58.419
42.23,42,35,"X","Class2",35.223,57.609,49.698,65.617,"I",63,54.189
57.022,31,57,"Z","Class3",41.149,61.728,63.03,44.076,"A",58,33.65
41.877,30,57,"G","Class3",26.523,65.109,58.379,38.914,"L",60,91.35
42.392,59,29,"B","Class2",69.081,57.681,32.693,81.592,"W",26,44.206
42.692,66,29,"B","Class2",37.754,58.502,61.422,66.212,"B",68,55.785
24.748,33,61,"S","Class3",31.773,71.057,65.414,53.857,"N",52,71.436
42.398,38,40,"B","Class2",65.109,57.681,27.98,85.692,"F",40,55.245
43.395,17,87,"Z","Class1",81.199,49.812,88.175,59.256,"S",20,91.898
61.487,11,89,"K","Class1",63.976,50.209,95.33,59.659,"Y",46,90.45
42.296,56,43,"X","Class2",14.081,56.935,28.144,86.943,"C",28,62.434
42.547,45,29,"X","Class2",31.134,57.514,41.289,31.948,"B",42,50.035
43.219,46,41,"M","Class2",45.385,58.119,64.585,75.051,"F",59,59.611
35.052,13,89,"I","Class1",73.413,48.922,95.794,59.034,"E",22,88.07
71.392,33,60,"G","Class3",54.64,65.962,66.89,56.319,"L",57,50.423
60.998,74,56,"V","Class3",79.568,77.726,59.684,39.135,"N",58,33.885
67.229,67,58,"G","Class3",63.722,68.513,62.734,55.442,"A",56,47.118
42.307,65,41,"B","Class2",74.164,56.938,40.147,7.1,"I",65,57.739
37.261,48,56,"S","Class3",74.33,75.936,67.779,56.48,"N",54,43.627
76.932,90,57,"Z","Class3",32.9,68.539,64.177,46.726,"A",54,20.861
12.07,13,91,"Z","Class1",76.725,49.305,81.153,59.714,"E",67,87.96
70.525,87,57,"B","Class3",22.731,64.035,58.023,56.201,"A",61,42.439
28.877,36,91,"I","Class1",84.106,50.002,80.834,57.183,"E",66,91.05
1.621,25,85,"I","Class1",75.663,49.351,76.939,58.695,"S",68,88.351
69.059,33,90,"W","Class1",76.765,49.345,94.485,59.508,"E",65,88.715
42.501,60,31,"M","Class2",52.395,57.879,40.881,49.214,"C",78,56.956
20.333,21,89,"K","Class1",72.35,49.042,74.41,59.456,"Y",78,96.425
66.607,97,60,"V","Class3",24.95,73.319,66.375,54.169,"S",51,33.8
13.774,9,87,"I","Class1",77.846,49.343,93.463,58.198,"E",26,92.88
60.982,48,57,"S","Class3",40.469,61.753,60.323,61.444,"S",53,36.168
71.115,70,61,"B","Class3",60.208,NA,63.257,60.25,"O",55,84.795
42.326,55,42,"M","Class2",35.23,58.198,43.738,10.291,"I",NA,60.716
42.589,37,29,"L","Class2",69.609,58.562,17.888,15.005,"F",79,55.264
39.384,25,91,"W","Class1",68.317,49.262,80.54,57.983,"A",67,90.136
42.045,62,38,"S","Class2",19.672,58.437,75.777,70.348,"W",55,53.292
42.987,41,44,"M","Class2",81.702,57.624,20.994,62.922,"B",22,54.597
42.095,33,40,"X","Class2",65.185,57.274,35.018,34.681,"F",30,55.601
17.539,32,86,"Z","Class1",77.856,49.651,90.503,58.442,"Q",68,98.454
42.714,54,31,"L","Class2",54.877,57.826,30.119,50.454,"W",64,46.784
44.131,93,55,"Z","Class3",66.904,62.38,67.86,62.265,"O",63,51.547
42.537,73,29,"L","Class2",35.347,58.027,61.291,51.904,"I",35,42.951
21.771,39,59,"Z","Class3",30.154,79.793,61.711,60.368,"S",56,49.83
55.203,13,89,"K","Class1",87.503,49.353,85.277,57.909,"E",85,95.307
52.97,44,85,"Z","Class1",70.087,48.965,78.907,59.858,"Q",56,89.093
51.603,8,89,"Z","Class1",80.796,49.647,84.674,60.559,"Q",46,91.886
57.106,40,87,"P","Class1",88.893,49.943,88.413,58.518,"E",44,100.329
53.356,23,89,"W","Class1",58.917,49.848,79.773,58.748,"Q",78,86.877
48.732,82,56,"Z","Class3",63.949,60.81,65.582,61.887,"N",NA,25.557
69.034,60,59,"G","Class3",24.197,55.812,71.99,58.746,"O",51,54.474
17.554,21,90,"Z","Class1",78.71,49.707,84.12,60.657,"S",79,92.699
5.823,8,87,"P","Class1",76.378,49.662,81.519,60.344,"Y",82,95.51
42.423,58,39,"X","Class2",84.571,58.683,45.941,14.221,"C",30,57.812
27.525,22,91,"K","Class1",82.907,49.485,75.743,58.525,"Y",24,88.052
42.119,39,44,"L","Class2",31.001,NA,25.603,46.091,"B",32,53.12
67.356,34,85,"K","Class1",69.246,50.045,95.879,57.042,"Y",26,88.633
42.461,37,34,"B","Class2",16.014,57.474,54.294,46.015,"F",37,49.823
79.337,22,88,"P","Class1",73.083,49.094,86.727,57.915,"Q",77,90.553
42.282,68,44,"M","Class2",40.633,59.094,28.242,84.875,"I",57,49.484
42.688,60,39,"S","Class2",45.182,57.266,60.86,23.121,"F",62,47.64
59.751,29,85,"W","Class1",86.287,49.343,84.777,59.954,"E",47,90.278
70.32,28,85,"I","Class1",79.79,50.346,77.936,57.685,"S",41,98.498
42.588,38,39,"X","Class2",19.421,57.561,55.286,60.368,"B",NA,48.395
69.429,67,61,"Z","Class3",66.018,71.823,63.23,49.286,"N",51,46.071
55.321,38,55,"Z","Class3",38.721,69.297,62.855,62.119,"L",59,10.368
42.464,71,40,"B","Class2",70.038,58.295,55.105,70.518,"B",69,56.963
38.893,19,91,"Z","Class1",87.208,49.78,88.052,60.672,"E",42,96.118
42.924,71,38,"B","Class2",23.648,58.509,60.112,88.268,"C",39,41.387
31.826,39,88,"K","Class1",69.684,49.97,83.406,57.738,"A",66,92.809
30.823,22,87,"I","Class1",84.693,49.471,87.605,57.632,"Q",42,83.654
42.16,38,32,"B","Class2",64.39,58.009,76.464,40.534,"I",60,58.115
32.188,55,56,"B","Class3",74.651,80.619,68.772,39.403,"S",61,66.221
47.3,62,56,"B","Class3",51.859,59.865,59.158,41.278,"N",55,27.715
71.463,11,86,"P","Class1",66.311,49.218,89.293,60.22,"S",72,90.93
41.885,65,33,"M","Class2",68.759,59.779,42.889,45.844,"B",49,53.325
43.013,43,89,"P","Class1",77.902,49.394,93.664,60.334,"E",42,94.324
42.672,35,37,"L","Class2",51.222,56.567,25.161,32.909,"F",55,50.561
62.76,18,87,"P","Class1",69.669,49.528,93.664,57.687,"S",54,94.391
60.615,34,58,"G","Class3",80.489,70.496,62.139,42.852,"L",56,-22.556
42.72,56,32,"B","Class2",67.637,58.379,22.875,40.213,"C",59,48.303
42.296,47,32,"L","Class2",39.41,57.915,69.551,14.565,"W",79,57.492
49.51,57,55,"B","Class3",34.501,67.027,66.737,50.043,"L",63,38.585
46.962,80,57,"V","Class3",59.565,70.277,66.406,48.886,"N",63,19.905
55.131,29,90,"K","Class1",65.699,49.582,90.334,60.273,"E",27,88.088
42.27,60,31,"M","Class2",38.671,58.197,50.191,38.52,"I",NA,48.547
66.439,34,86,"I","Class1",76.851,50.135,82.974,60.045,"E",41,80.612
69.928,85,58,"V","Class3",7.748,76.578,58.068,65.858,"A",52,71.805
72.088,31,89,"K","Class1",58.59,48.948,94.472,58.834,"Y",NA,105.697
43.593,42,91,"K","Class1",80.391,49.711,82.495,60.626,"E",64,90.567
45.191,29,56,"S","Class3",5.489,82.385,62.135,54.572,"A",58,49.309
65.957,47,58,"B","Class3",57.691,70.86,59.464,39.191,"A",51,44.11
17.121,15,86,"W","Class1",62.557,49.299,84.363,57.93,"A",41,88.499
42.055,44,44,"M","Class2",47.018,56.923,23.339,86.64,"F",32,54.709
62.48,43,91,"K","Class1",66.282,49.591,78.495,59.284,"Q",54,85.792
34.113,35,59,"Z","Class3",59.704,70.916,66.881,38.008,"S",51,51.877
76.75,76,57,"Z","Class3",65.824,66.682,71.825,42.356,"O",56,38.41
38.061,32,90,"P","Class1",79.626,49.013,74.414,57.252,"A",52,88.529
65.099,84,58,"G","Class3",14.031,64.911,60.951,63.626,"O",57,31.867
42.238,33,40,"B","Class2",75.524,NA,69.931,86.509,"C",71,52.48
69.625,74,55,"G","Class3",65.159,59.629,65.363,62.197,"S",59,34.367
27.198,26,88,"Z","Class1",68.907,49.197,88.355,60.559,"Q",80,93.062
42.258,34,32,"M","Class2",38.657,57.46,38.084,27.867,"F",28,52.721
29.34,14,86,"P","Class1",66.412,49.569,93.727,57.419,"Q",35,98.857
34.335,29,85,"P","Class1",64.063,49.514,93.91,60.448,"A",52,91.56
80.246,42,61,"B","Class3",79.34,77.365,61.817,63.02,"L",62,28.17
68.259,95,58,"Z","Class3",19.995,54.252,68.448,54.914,"L",63,70.276
42.471,60,40,"S","Class2",36.415,57.122,18.451,27.604,"W",25,59.416
42.851,44,87,"W","Class1",58.465,49.935,85.936,57.187,"A",33,86.709
42.097,45,30,"X","Class2",85.922,57.851,63.393,48.222,"W",50,57.125
22.023,26,88,"Z","Class1",78.645,49.638,88.465,59.093,"S",31,101.087
42.428,61,30,"L","Class2",69.643,57.795,57.314,84.237,"W",31,49.058
29.202,76,58,"G","Class3",61.451,67.612,63.119,54.544,"S",54,47.822
42.024,65,34,"B","Class2",28.656,58.007,42.635,18.784,"B",35,57.62
23.451,31,60,"B","Class3",34.223,81.4,70.524,62.56,"O",56,48.843
36.725,25,60,"G","Class3",51.185,NA,66.775,42.437,"O",58,51.815
42.258,69,41,"B","Class2",25.773,58.19,42.814,60.48,"C",76,55.768
42.457,61,36,"L","Class2",79.641,58.209,40.152,23.119,"I",33,52.679
29.162,96,57,"S","Class3",29.298,64.848,60.834,45.607,"A",63,52.145
41.079,50,59,"S","Class3",49.947,67.08,66.107,47.535,"S",54,48.184
42.104,35,36,"M","Class2",16.161,58.254,23.026,51.145,"W",75,48.635
43.076,60,37,"L","Class2",53.667,58.054,21.794,45.483,"F",29,56.315
41.794,52,35,"X","Class2",45.051,57.06,42.88,54.933,"I",48,52.303
42.699,55,36,"X","Class2",22.117,59.148,27.078,55.812,"I",36,59.118
36.301,25,87,"I","Class1",73.173,49.354,81.189,57.818,"Y",48,88.399
42.405,75,36,"S","Class2",64.832,58.608,58.442,49.954,"C",42,53.059
42.691,57,30,"B","Class2",87.501,NA,26.323,81.21,"C",32,51.121
27.746,8,90,"I","Class1",59.568,49.533,74.448,57.173,"A",58,96.556
21.638,9,85,"P","Class1",72.898,49.296,75.336,58.464,"Q",33,97.203
46.793,21,86,"Z","Class1",69.802,49.389,93.134,57.048,"Q",78,92.508
42.653,39,34,"S","Class2",70.279,56.502,54.334,36.323,"C",34,66.121
41.951,53,40,"M","Class2",23.772,57.735,32.319,75.885,"F",34,54.971
42.553,73,44,"X","Class2",45.022,59.26,37.504,7.247,"W",57,56.366
42.314,46,38,"S","Class2",24.068,56.876,27.072,26.376,"B",NA,45.603
22.441,26,88,"P","Class1",78.168,49.704,75.649,58.899,"E",83,101.303
42.309,60,43,"S","Class2",56.517,57.887,31.324,78.812,"I",57,56.829
59.645,13,87,"W","Class1",75.211,49.379,82.19,57.744,"E",22,101.83
71.699,35,61,"V","Class3",75.663,73.457,61.066,45.157,"O",55,49.142
42.28,45,30,"X","Class2",45.838,NA,34.402,61.659,"B",26,51.673
14.408,8,89,"Z","Class1",83.304,49.387,79.123,59.484,"S",64,91
32.766,28,61,"B","Class3",15.029,72.963,71.904,51.685,"S",58,3.839
25.095,22,88,"W","Class1",68.128,49.992,84.523,57.907,"A",35,91.111
51.986,15,86,"W","Class1",60.015,49.711,87.491,59.085,"S",41,86.717
42.145,62,34,"X","Class2",74.466,NA,46.5,39.642,"I",77,49.151
47.717,74,56,"V","Class3",68.673,72.885,70.426,54.319,"N",54,60.248
42.909,73,30,"M","Class2",74.628,58.088,47.496,87.84,"I",77,45.504
42.204,42,43,"X","Class2",54.46,58.654,51.923,38.89,"C",77,64.603
43.491,91,61,"S","Class3",40.072,51.556,70.156,59.618,"A",59,49.225
45.654,26,90,"P","Class1",58.328,49.215,76.549,58.87,"S",52,91.191
64.913,54,60,"S","Class3",63.773,66.62,63.333,62.768,"L",55,57.131
42.494,68,38,"L","Class2",33.983,57.251,68.794,61.659,"C",37,60.199
53.36,24,87,"W","Class1",89,49.475,78.547,57.016,"E",78,100.901
41.531,57,60,"B","Class3",6.997,67.167,65.648,58.655,"L",59,68.703
43.003,39,42,"X","Class2",48.309,58.14,28.053,16.424,"C",58,53.247
42.777,54,35,"X","Class2",55.014,NA,29.971,43.684,"W",68,59.332
19.254,39,88,"P","Class1",86.998,49.649,74.886,60.823,"A",81,95.422
42.584,45,32,"X","Class2",50.616,57.53,65.597,22.265,"F",47,53.284
59.906,46,59,"G","Class3",18.231,52.24,61.294,56.934,"O",56,90.283
23.771,10,91,"K","Class1",74.902,49.185,87.305,60.982,"A",54,92.276
62.719,47,57,"B","Class3",78.04,69.994,67.857,58.644,"S",61,51.3
41.9,36,30,"B","Class2",52.102,56.637,20.78,66.302,"B",33,51.952
43.192,66,29,"B","Class2",57.339,59.292,48.665,58.322,"I",43,50.499
42.554,42,29,"B","Class2",56.91,59.218,42.466,87.945,"B",59,48.314
52.132,21,86,"K","Class1",77.57,49.603,79.738,59.526,"Y",22,85.821
41.907,75,31,"M","Class2",59.259,57.842,57.979,25.026,"I",75,64.523
35.241,19,90,"I","Class1",84.542,49.793,82.834,60.894,"A",24,91.213
92.819,16,87,"K","Class1",87.664,NA,76.118,60.665,"Y",25,95.526
89.171,97,58,"V","Class3",57.878,65.762,64.386,55.833,"N",54,45.665
59.053,96,56,"B","Class3",9.57,59.392,70.469,47.903,"A",63,85.314
36.349,32,85,"I","Class1",88.395,50.149,74.562,57.35,"Q",25,93.296
42.579,36,39,"L","Class2",74.451,57.388,56.64,32.783,"I",55,56.555
57.358,55,61,"V","Class3",45.286,73.283,66.968,56.09,"O",51,90.302
38.14,35,58,"B","Class3",5.488,61.572,66.697,65.115,"S",55,75.088
68.66,51,56,"B","Class3",63.703,65.982,67.219,44.548,"S",58,62.65
52.14,52,57,"S","Class3",10.285,64.087,66.464,45.138,"O",58,71.362
42.75,43,87,"Z","Class1",70.664,49.437,77.7,59.579,"S",52,105.39
54.402,33,89,"I","Class1",62.541,49.089,95.247,60.928,"S",27,97.867
44.691,12,88,"Z","Class1",73.877,NA,84.386,58.395,"Q",50,98.611
27.687,15,87,"Z","Class1",77.028,49.251,75.786,58.859,"Y",65,86.565
42.42,50,44,"M","Class2",24.09,57.384,46.515,54.376,"B",77,59.198
96.671,15,85,"I","Class1",66.31,49.512,77.114,59.964,"A",56,91.62
51.385,78,58,"V","Class3",72.287,NA,57.61,44.649,"A",54,69.702
41.712,73,32,"B","Class2",84.886,58.405,25.418,37.344,"B",35,49.475
80.732,14,89,"P","Class1",62.527,49.695,95.843,57.43,"E",30,93.201
39.494,51,58,"V","Class3",40.681,65.38,66.724,63.78,"S",54,75.615
42.505,67,32,"L","Class2",75.119,59.356,48.362,50.181,"W",76,55.607
14.896,43,85,"Z","Class1",61.606,49.041,81.51,57.086,"A",64,93.312
42.623,75,30,"S","Class2",26.187,57.796,24.263,18.398,"I",46,40.576
55.63,37,88,"K","Class1",88.154,49.27,89.736,60.133,"Q",28,92.482
36.971,93,58,"B","Class3",42.904,68.037,59.592,57.191,"O",60,31.648
63.177,14,89,"K","Class1",68.984,49.813,83.826,60.599,"Y",NA,90.098
14.627,15,90,"I","Class1",82.348,49.503,88.895,59.39,"Q",22,90.401
42.95,64,33,"B","Class2",19.734,58.045,76.874,50.114,"W",40,57.899
76.653,37,58,"G","Class3",9.633,67.41,60.957,47.757,"L",62,42.226
71.648,23,85,"K","Class1",71.485,NA,81.623,60.652,"Y",29,96.428
53.397,9,85,"K","Class1",67.913,49.433,90.623,58.349,"S",51,89.564
42.314,44,44,"M","Class2",73.655,58.519,51.635,75.053,"I",69,54.964
47.481,44,60,"B","Class3",7.559,67.705,60.24,43.602,"L",58,47.941
42.618,60,36,"S","Class2",86.905,59.191,53.864,85.191,"B",40,52.258
42.4,40,37,"L","Class2",71.457,58.625,37.557,84.001,"F",22,53.89
42.7,25,90,"P","Class1",74.457,49.05,74.618,58.984,"E",71,101.37
34.629,54,58,"G","Class3",16.68,61.806,66.786,59.873,"L",58,24.522
18.079,30,85,"P","Class1",76.28,49.458,75.953,58.468,"E",64,99.358
41.698,55,33,"L","Class2",20.95,57.765,58.325,63.832,"I",59,53.846
27.89,26,61,"G","Class3",60.052,66.074,57.354,40.054,"A",NA,76.885
61.045,14,88,"P","Class1",63.769,49.025,74.75,60.041,"Q",25,92.233
19.295,14,90,"I","Class1",66.32,49.193,83.308,59.836,"E",34,100.525
42.329,62,33,"X","Class2",58.064,57.546,29.256,88.88,"I",60,48.309
82.896,11,89,"Z","Class1",70.769,49.447,94.741,60.559,"S",84,89.848
41.26,91,57,"V","Class3",61.502,70.408,61.103,51.45,"S",58,82.783
42.857,75,36,"M","Class2",43.163,56.946,67.342,54.381,"I",63,55.866
74.088,89,57,"S","Class3",13.592,73.689,64.337,56.571,"A",62,52.418
42.675,69,36,"M","Class2",24.333,57.469,28.866,63.976,"W",39,49.386
42.97,41,33,"S","Class2",68.162,57.502,27.891,45.57,"I",NA,62.888
35.537,31,87,"Z","Class1",72.608,49.086,88.102,57.771,"Y",26,89.935
46.31,17,90,"I","Class1",85.71,49.984,95.155,58.014,"A",34,80.32
47.911,37,61,"G","Class3",43.991,60.389,59.272,53.804,"L",63,71.979
86.613,50,55,"V","Class3",41.133,71.459,67.004,39.213,"O",53,67.078
34.488,32,85,"W","Class1",58.79,49.877,84.95,60.777,"Y",NA,81.912
24.678,13,85,"W","Class1",70.743,49.553,77.679,58.507,"A",84,85.166
8.667,8,88,"P","Class1",87.591,49.339,75.707,59.016,"Y",40,90.319
9.16,93,57,"G","Class3",71.969,72.125,70.176,50.065,"L",51,88.817
51.53,46,55,"B","Class3",10.495,72.175,67.707,50.007,"L",52,87.946
