"G1","G2","G3","G4","G5","G6","G7","G8","Output6","G9","G10","G11"
92,46.777,63.367,"N",51.756,60,59.038,"Y","Class2",13,29.756,17.917
29,35.395,71.391,"M",51.423,60,48.969,"D","Class1",58,58.733,36.898
43,40.874,63.176,"B",63.645,68,55.814,"M","Class1",65,57.636,36.9
83,44.398,35.806,"I",39.819,47,42.126,"V","Class2",11,-9.099,21.42
44,44.661,74.691,"X",33.336,69,43.368,"I","Class1",48,54.188,32.011
41,45.434,86.979,"T",58.675,62,82.46,"M","Class1",74,64.342,24.734
38,34.886,92.087,"T",27.145,78,75.65,"D","Class1",39,55.03,39.444
30,44.322,88.434,"F",44.322,79,51.331,"M","Class1",77,59.135,31.13
20,42.259,88.465,"M",40.969,61,67.483,"M","Class1",59,57.543,24.309
68,48.925,46.272,"A",43.185,42,87.629,"V","Class2",6,56.045,21.914
27,50.078,84.988,"F",57.518,60,62.581,"M","Class1",57,58.429,27.982
96,47.836,57.265,"I",51.756,50,53.548,"R","Class2",14,53.248,15.677
20,41.2,91.613,"F",54.347,81,47.647,"M","Class1",78,66.472,28.899
71,45.479,72.114,"N",46.606,47,56.68,"V","Class2",8,61.509,17.92
83,43.852,28.677,"V",44.796,69,75.343,"R","Class2",6,19.272,16.796
34,35.523,81.821,"X",58.658,72,81.679,"D","Class1",73,63.984,32.277
33,36.227,97.272,"B",49.373,74,69.725,"I","Class1",50,62.061,NA
88,44.71,41.369,"A",51.271,73,48.896,"V","Class2",13,63.904,17.405
89,44.584,64.987,"N",46.04,78,54.055,"R","Class2",16,24.201,13.629
27,41.498,76.991,"F",38.129,84,57.275,"W","Class1",62,59.641,29.064
36,35.32,85.523,"T",47.333,69,67.19,"F","Class1",72,63.746,25.974
32,44.466,78.454,"F",34.847,79,47.604,"F","Class1",62,53.34,36.601
81,47.249,75.074,"I",39.595,49,61.175,"S","Class2",15,57.91,21.041
65,47.419,72.031,"A",52.886,62,14.419,"S","Class2",15,18.021,20.031
76,48.155,103.199,"N",51.225,71,68.201,"R","Class2",5,29.358,12.845
44,43.369,87.997,"F",41.56,72,89.527,"M","Class1",77,55.494,26.937
20,34.681,80.246,"T",26.665,61,20.658,"F","Class1",70,65.518,36.798
71,44.122,32.533,"V",41.209,46,35.343,"V","Class2",10,26.498,20.069
41,30.942,93.489,"T",44.199,78,64.618,"M","Class1",48,56.318,31.465
72,46.693,77.407,"I",49.138,83,54.14,"R","Class2",8,21.738,11.382
92,46.116,42.032,"N",45.209,NA,74.403,"S","Class2",10,82.608,17.156
68,46.325,49.611,"V",50.881,72,37.153,"B","Class2",12,50.902,18.289
33,43.632,79.066,"F",26.078,82,47.607,"M","Class1",53,62.766,30.443
35,36.452,92.789,"M",58.421,72,38.279,"I","Class1",46,56.969,22.436
63,45.236,53.893,"N",52.132,45,55.942,"S","Class2",10,54.891,14.747
26,38.677,92.917,"F",28.852,64,51.505,"F","Class1",51,61.38,28.702
18,30.565,91.349,"M",43.561,86,86.53,"F","Class1",69,63.658,32.704
43,45.946,68.097,"X",40.247,87,61.561,"D","Class1",55,62.964,33.428
77,48.556,15.441,"A",42.097,NA,59.823,"R","Class2",13,22.907,14.361
16,41.269,87.927,"F",28.402,68,22.391,"F","Class1",53,55.969,34.071
33,35.696,99.502,"M",51.982,83,59,"W","Class1",71,55.879,35.562
90,47.505,93.363,"I",40.334,45,49.561,"S","Class2",16,51.109,17.948
68,45.928,72.943,"A",48.495,60,57.108,"S","Class2",5,82.701,12
30,35.457,91.584,"T",36.044,74,65.856,"I","Class1",52,55.006,39.112
75,43.85,23.383,"A",40.674,56,89.784,"V","Class2",15,49.529,16.278
25,40.571,93.126,"X",47.863,71,66.479,"F","Class1",57,55.043,33.488
71,47.452,62.807,"A",47.177,50,117.311,"B","Class2",12,27.999,14.236
75,47.846,35.636,"N",50.362,45,69.972,"S","Class2",13,63.567,16.177
71,43.008,43.629,"A",54.549,72,69.961,"S","Class2",15,63.395,19.541
19,38.437,85.164,"M",40.589,83,41.695,"W","Class1",59,59.91,30.526
95,43.377,87.986,"I",52.606,74,32.716,"R","Class2",5,14.692,20.485
19,47.445,78.015,"M",27.597,77,53.9,"I","Class1",47,59.731,27.868
69,43.011,87.421,"V",39.697,81,53.422,"S","Class2",9,33.51,14.109
81,46.023,1.76,"N",45.075,71,38.78,"Y","Class2",15,26.658,21.041
84,45.349,40.249,"N",47.154,NA,44.354,"Y","Class2",10,76.672,20.503
29,39.996,81.898,"M",60.329,68,69.347,"D","Class1",49,62.067,31.774
86,48.283,46.782,"V",44.319,51,47.941,"S","Class2",9,59.405,17.099
90,46.964,68.058,"N",44.215,61,58.897,"V","Class2",15,56.138,16.388
17,35.456,78.761,"M",59.796,61,83.018,"I","Class1",78,66.228,31.279
92,47.985,56.34,"W",42.144,75,61.775,"S","Class2",8,12.525,14.735
29,48.813,91.313,"X",61.937,78,100.556,"W","Class1",68,58.366,38.448
97,47.064,20.824,"V",52.674,49,46.69,"B","Class2",9,32.823,16.952
45,38.596,84.485,"M",27.146,76,68.224,"D","Class1",47,63.242,23.793
30,45.049,79.758,"T",46.7,83,34.212,"M","Class1",51,60.853,34.368
47,39.164,85.669,"T",50.695,81,55.49,"M","Class1",38,63.567,36.771
67,44.966,61.418,"N",41.651,61,46.916,"Y","Class2",14,34.993,19.112
65,43.901,37.406,"N",53.49,NA,53.574,"S","Class2",13,55.237,NA
80,46.6,11.321,"N",45.473,75,71.219,"S","Class2",11,28.18,NA
72,46.265,42.695,"W",46.349,42,27.947,"V","Class2",15,54.108,14.702
95,44.988,28.727,"A",51.576,81,45.077,"V","Class2",13,74.925,16.837
76,43.033,70.299,"N",54.093,70,46.557,"S","Class2",6,16.919,11.223
46,30.286,81.034,"X",37.559,72,98.026,"I","Class1",45,65.046,NA
85,48.281,58.88,"I",44.815,42,56.931,"S","Class2",7,50.523,15.553
27,48.05,72.223,"X",57.219,63,75.958,"I","Class1",46,58.983,32.355
45,34.938,65.755,"B",48.031,72,44.053,"F","Class1",70,56.631,NA
86,47.329,51.334,"W",51.21,81,45.886,"B","Class2",7,40.865,20.048
79,45.871,74.185,"W",39.106,NA,65.13,"V","Class2",10,59.875,12.198
45,32.16,88.695,"M",45.519,NA,42.756,"M","Class1",54,56.729,38.598
67,43.2,27.5,"A",39.497,63,81.24,"B","Class2",10,52.16,14.049
93,44.971,16.583,"A",52.383,78,76.691,"B","Class2",11,55.245,11.132
78,48.086,84.907,"A",42.884,57,41.619,"Y","Class2",12,62.333,17.14
67,48.349,58.176,"I",50.305,63,32.913,"V","Class2",6,46.833,20.719
24,37.084,95.602,"X",35.764,71,70.121,"M","Class1",55,58.35,35.449
93,46.843,30.558,"I",40.48,41,46.669,"Y","Class2",9,10.748,18.584
35,38.247,84.084,"M",29.534,73,52.775,"I","Class1",79,61.538,33.817
84,44.181,62.779,"N",53.618,63,62.684,"R","Class2",15,66.577,21.128
42,34.579,83.11,"M",35.597,59,72.037,"M","Class1",52,52.103,23.727
41,32.396,86.941,"T",57.507,70,85.466,"W","Class1",80,60.586,23.318
79,45.054,78.439,"A",43.228,42,22.107,"V","Class2",6,30.065,21.141
35,43.384,71.291,"F",25.838,72,39.289,"M","Class1",51,57.69,39.773
67,45.853,77.121,"I",49.021,44,18.914,"Y","Class2",16,36.259,21.633
31,48.588,96.268,"F",48.617,79,46.889,"W","Class1",78,61.224,30.636
31,41.263,78.11,"B",31.75,73,64.484,"F","Class1",72,60.406,38.904
92,44.898,19.674,"V",48.276,42,58.669,"Y","Class2",16,55.872,15.836
66,46.824,47.044,"W",54.509,53,36.287,"V","Class2",16,59.22,17.715
89,43.683,44.431,"W",48.154,75,66.703,"V","Class2",16,73.422,17.397
40,49.073,79.627,"M",36.704,71,30.786,"D","Class1",48,64.814,39.62
17,43.323,85.056,"F",34.945,64,94.411,"F","Class1",40,60.736,35.733
73,47.893,81.208,"A",44.235,82,97.058,"R","Class2",10,44.234,20.757
90,46.112,10.697,"A",47.796,71,68.204,"S","Class2",9,21.716,16.822
80,46.308,18.473,"A",54.655,48,71.836,"S","Class2",6,53.508,14.164
22,47.697,84.905,"B",60.322,61,35.756,"D","Class1",71,59.8,31.876
32,43.43,72.131,"M",46.819,81,20.375,"F","Class1",69,53.691,34.559
80,48.931,105.687,"W",49.03,45,55.696,"S","Class2",16,32.868,19.079
23,32.153,80.733,"X",61.557,83,37.441,"W","Class1",59,61.721,34.908
31,30.095,86.525,"X",44.651,73,26.068,"W","Class1",53,61.244,28.429
32,31.278,77.71,"B",30.786,61,16.404,"M","Class1",65,62.215,32.003
30,39.721,76.665,"B",57.882,79,32.65,"W","Class1",48,58.11,37.437
72,43.416,30.36,"W",46.023,47,83.852,"V","Class2",9,54.907,20.475
25,31.031,82.359,"T",45.558,69,36.473,"D","Class1",73,62.098,24.15
33,30.576,84.668,"M",38.254,62,48.862,"D","Class1",51,55.977,32.581
33,49.014,77.134,"F",25.944,83,17.173,"W","Class1",46,55.479,30.891
38,37.83,83.581,"X",35.676,72,59.887,"I","Class1",41,63.763,27.548
29,44.418,91.726,"M",53.808,65,93.99,"M","Class1",50,55.568,38.861
67,47.919,46.478,"A",46.987,43,19.035,"V","Class2",13,48.318,21.064
76,48.75,47.163,"I",52.27,NA,54.609,"S","Class2",6,48.688,21.286
67,46.089,50.235,"V",50.377,46,70.3,"R","Class2",14,26.367,21.304
36,48.819,78.847,"M",58.627,85,95.817,"W","Class1",45,59.977,23.572
86,46.01,-2.489,"V",49.486,57,66.16,"V","Class2",10,67.966,21.834
96,45.48,35.489,"I",39.245,58,74.946,"Y","Class2",15,2.889,21.995
24,32.253,87.423,"T",37.37,NA,65.115,"W","Class1",62,56.922,32.456
34,39.585,87.784,"F",52.875,74,39.13,"D","Class1",49,55.927,35.811
16,40.796,89.954,"M",32.653,77,79.06,"D","Class1",51,63.141,32.346
90,46.947,57.798,"N",48.13,79,43.142,"S","Class2",12,99.679,19.084
18,43.417,90.726,"M",43.574,86,80.929,"I","Class1",74,57.677,36.065
20,33.807,85.084,"M",42.426,72,88.14,"I","Class1",64,54.334,36.366
85,43.5,37.165,"W",41.081,41,52.071,"B","Class2",14,53.88,18.246
47,40.823,87.752,"X",33.401,73,60.237,"M","Class1",60,62.267,24.945
45,36.036,65.926,"B",49.966,63,42.922,"D","Class1",71,60.009,39.91
27,31.933,91.83,"B",26.939,61,99.52,"W","Class1",43,56.294,35.013
47,42.401,77.158,"M",49.024,60,18.987,"F","Class1",55,63.202,30.217
67,44.598,30.959,"A",49.146,73,66.41,"S","Class2",13,38.788,17.059
93,46.204,41.1,"A",42.084,51,78.857,"V","Class2",12,75.505,18.625
35,30.296,86.161,"M",42.82,72,55.601,"M","Class1",51,60.713,29.556
45,48.255,81.973,"T",25.896,81,8.949,"M","Class1",60,58.706,22.186
92,47.029,30.832,"N",42.853,72,55.305,"B","Class2",16,27.634,14.438
93,47.837,18.343,"I",49.534,59,38.818,"S","Class2",8,18.572,19.623
21,40.903,83.274,"F",61.271,72,79.41,"W","Class1",70,58.73,34.039
41,35.564,89.964,"F",46.893,63,1.333,"M","Class1",66,57.355,33.841
39,35.999,82.986,"M",29.938,68,86.335,"M","Class1",41,54.937,27.148
95,43.116,32.157,"I",52.293,52,44.023,"S","Class2",9,39.13,20.742
21,32.515,80.393,"B",30.147,NA,46.831,"W","Class1",76,65.651,24.383
69,43.269,76.813,"V",50.587,59,43.148,"S","Class2",7,49.547,20.82
71,47.387,24.907,"V",43.278,51,80.773,"B","Class2",11,43.612,19.739
96,46.74,49.071,"W",49.794,58,51.085,"S","Class2",5,59.074,14.628
66,43.298,42.697,"I",50.321,52,77.573,"V","Class2",13,13.154,17.023
48,38.426,92.985,"F",51.925,78,58.881,"F","Class1",62,61.8,32.909
65,45.18,56.535,"A",53.577,80,76.166,"S","Class2",16,15.771,14.065
35,35.663,73.365,"X",38.32,86,68.071,"D","Class1",51,62.988,22.566
66,44.169,-6.145,"V",51.463,81,43.709,"R","Class2",13,55.283,16.958
40,46.665,86.064,"T",45.074,76,39.75,"I","Class1",66,56.164,30.536
81,46.502,89.281,"W",42.545,67,41.838,"B","Class2",8,39.2,11.662
43,43.365,82.929,"X",51.656,86,90.186,"W","Class1",65,58.148,31.535
63,47.425,85.886,"A",41.039,55,76.602,"R","Class2",14,37.452,16.133
48,36.601,78.727,"F",32.504,71,80.469,"M","Class1",67,59.68,29.892
97,43.568,60.658,"A",49.768,80,70.727,"B","Class2",5,44.838,15.403
71,43.999,40.957,"N",53.066,82,54.431,"S","Class2",6,62.478,19.931
43,33.043,91.059,"B",49.206,60,71.184,"F","Class1",39,57.835,29.652
47,50.383,92.908,"T",40.79,78,12.151,"W","Class1",70,57.442,22.135
38,43.482,99.13,"M",26.513,81,67.855,"I","Class1",71,59.34,28.22
47,34.575,83.286,"T",51.289,68,65.422,"M","Class1",44,61.448,37.895
44,45.134,72.424,"M",52.454,67,30.913,"D","Class1",50,62.808,36.78
26,44.366,82.479,"T",63.036,78,44.716,"I","Class1",62,57.537,37.1
88,45.402,54.027,"V",51.864,67,66.451,"B","Class2",11,46.84,21.089
85,48.732,16.142,"I",52.591,79,68.1,"V","Class2",14,29.546,12.825
29,31.559,80.441,"F",45.738,85,105.277,"I","Class1",54,61.779,34.477
74,44.687,85.076,"I",48.638,74,28.539,"B","Class2",5,71.931,NA
73,46.474,33.739,"W",44.546,76,39.024,"S","Class2",13,54.933,16.266
38,49.093,84.277,"M",31.548,68,66.713,"F","Class1",49,53.027,NA
76,43.75,60.583,"I",43.15,43,47.24,"V","Class2",7,7.478,12.845
21,34.926,85.951,"X",37.005,77,95.726,"I","Class1",48,62.353,22.701
75,46.19,75.476,"V",52.137,46,46.29,"B","Class2",13,32.039,21.179
85,43.391,72.756,"I",54.219,50,35.455,"R","Class2",6,45.809,20.951
26,49.541,99.226,"M",62.756,NA,18.791,"I","Class1",61,61.688,22.411
43,37.514,74.261,"F",50.023,74,49.809,"W","Class1",62,61.775,38.86
65,45.134,66.969,"N",46.308,62,90.479,"V","Class2",6,31.63,20.229
36,45.329,94.039,"X",46.832,75,56.672,"W","Class1",69,56.284,36.122
20,41.354,80.464,"M",43.887,73,76.526,"M","Class1",44,60.025,27.692
79,44.961,15.988,"W",47.798,42,22.776,"V","Class2",15,69.163,14.854
70,48.778,48.013,"V",41.947,65,88.114,"B","Class2",9,12.65,11.268
40,43.795,82.081,"X",38.16,83,-2.621,"I","Class1",70,62.493,37.271
66,47.09,88.421,"W",42.663,52,85.697,"B","Class2",8,27.014,17.366
96,47.366,55.474,"W",42.637,78,54.328,"S","Class2",6,27.036,12.805
78,46.247,69.465,"V",44.31,72,65.31,"Y","Class2",13,42.072,11.005
47,33.601,73.327,"T",54.488,85,50.734,"W","Class1",67,64.337,23.723
40,34.7,88.109,"X",40.559,77,37.05,"D","Class1",50,59.079,31.421
34,32.057,82.744,"X",52.7,85,107.804,"F","Class1",40,60.892,36.905
83,45.073,103.481,"V",50.564,66,55.978,"B","Class2",14,15.199,16.041
23,34.445,67.655,"M",51.017,70,84.069,"D","Class1",40,57.723,38.276
27,35.822,88.734,"X",63.194,86,53.827,"M","Class1",70,61.631,36.845
89,48.275,45.246,"N",43.298,50,49.308,"V","Class2",6,38.637,15.449
83,46.823,16.37,"N",51.673,44,38.877,"Y","Class2",5,52.427,18.088
18,50.251,88.095,"F",49.92,84,1.81,"F","Class1",51,54.156,23.338
21,37.961,93.06,"T",30.659,76,65.043,"D","Class1",73,59.587,27.249
42,35.102,85.672,"X",43.505,78,44.782,"F","Class1",46,63.978,32.682
38,35.16,75.086,"M",47.018,66,45.374,"M","Class1",75,58.187,35.394
69,44.826,31.771,"N",43.045,79,31.581,"B","Class2",12,35.638,17.83
76,47.786,53.936,"N",51.704,57,58.359,"S","Class2",7,12.801,12.382
25,47.511,89.506,"M",35.822,70,52.576,"I","Class1",38,63.273,34.308
88,44.735,68.24,"V",40.414,65,48.772,"S","Class2",7,51.641,18.942
34,39.537,81.566,"X",32.11,67,55.749,"F","Class1",53,62.78,26.337
86,48.915,25.924,"V",54.276,67,89.916,"Y","Class2",7,76.917,NA
48,38.948,89.051,"B",54.776,72,63.576,"F","Class1",78,60.459,NA
23,37.961,83.86,"M",42.327,72,23.66,"M","Class1",72,55.374,24.13
75,45.11,52.22,"N",44.362,43,58.777,"S","Class2",13,54.999,18.675
22,49.762,84.023,"M",36.822,70,43.193,"F","Class1",56,52.989,22.141
48,34.746,76.757,"X",38.153,70,51.411,"F","Class1",51,61.279,23.141
94,46.411,84.148,"I",45.057,77,60.935,"S","Class2",6,60.221,18.728
38,30.479,86.907,"F",27.362,86,25.786,"W","Class1",74,55.436,24.045
25,47.135,82.711,"T",29.658,72,36.426,"F","Class1",75,65.238,39.998
22,33.082,85.624,"X",52.193,61,22.264,"D","Class1",68,61.811,29.222
89,45.03,65.302,"I",50.21,61,40.948,"B","Class2",12,29.679,15.543
88,44.414,25.149,"N",44.287,78,71.072,"Y","Class2",7,83.811,14.837
30,46.625,77.037,"B",54.219,80,97.869,"F","Class1",75,54.983,23.032
88,48.504,51.459,"A",48.836,NA,70.98,"R","Class2",10,39.958,13.533
94,45.399,33.128,"W",41.039,83,45.643,"B","Class2",10,45.08,14.71
71,45.339,40.782,"N",40.949,65,31.411,"V","Class2",10,43.502,11.48
31,42.322,89.949,"B",55.782,59,67.917,"D","Class1",77,57.269,30.687
81,43.171,47.429,"W",48.259,71,50.508,"S","Class2",13,39.17,18.898
85,47.003,16.275,"V",43.474,76,59.627,"V","Class2",11,9.301,17.778
20,38.598,87.137,"X",44.326,88,20.233,"D","Class1",39,62.322,23.036
85,45.812,51.24,"W",53.825,83,73.628,"B","Class2",15,34.09,13.68
26,44.802,90.053,"T",54.749,72,44.822,"W","Class1",61,61,29.038
89,47.412,42.829,"A",49.845,83,37.647,"R","Class2",14,63.271,17.779
72,47.632,73.652,"V",43.741,58,28.928,"V","Class2",13,41.238,11.175
18,50.233,86.014,"T",44.512,78,67.374,"F","Class1",42,62.165,26.535
46,39.506,77.896,"F",59.362,81,54.161,"D","Class1",44,63.16,NA
70,43.902,54.647,"A",48.252,58,47.239,"R","Class2",14,31.192,19.743
36,33.498,82.385,"B",43.756,80,71.225,"D","Class1",67,59.905,27.446
26,43.444,85.913,"T",25.697,64,104.037,"I","Class1",42,60.277,27.287
18,47.977,86.776,"X",55.49,62,40.287,"I","Class1",48,58.061,24.42
16,36.556,82.022,"X",33.155,87,41.757,"F","Class1",62,52.799,36.485
43,46.418,85.387,"X",44.749,70,63.419,"W","Class1",68,58.167,36.99
65,44.308,44.959,"A",43.835,79,97.592,"Y","Class2",15,41.389,13.222
90,43.141,37.826,"I",49.038,57,57.457,"B","Class2",16,45.603,12.471
78,44.837,12.614,"A",51.441,78,29.277,"Y","Class2",9,58.294,16.036
33,34.225,81.548,"B",27.034,82,42.266,"I","Class1",68,60.207,22.157
68,44.093,29.536,"V",43.234,42,70.015,"R","Class2",14,54.469,12.894
96,48.269,60.851,"I",53.215,46,56.176,"Y","Class2",13,50.185,NA
68,45.574,89.188,"A",40.104,76,66.181,"Y","Class2",5,47.184,20.667
27,41.652,77.542,"B",63.739,72,40.284,"D","Class1",66,60.481,34.833
67,48.167,79.027,"A",50.353,60,55.038,"R","Class2",10,27.956,NA
65,46.788,29.566,"I",45.923,56,48.779,"B","Class2",5,77.671,21.752
44,42.13,84.999,"B",53.296,76,35.724,"M","Class1",44,59.702,33.829
85,43.691,33.029,"V",49.892,45,65.785,"Y","Class2",15,53.723,19.103
40,37.706,80.507,"T",48.855,NA,50.528,"D","Class1",64,58.849,23.709
75,46.922,15.97,"I",54.495,NA,31.654,"Y","Class2",5,55.499,17.933
74,43.624,66.297,"A",39.209,44,71.623,"V","Class2",14,63.217,17.039
39,38.697,92.114,"B",56.903,60,64.948,"F","Class1",61,63.537,27.369
72,44.711,60.101,"W",46.43,51,49.673,"Y","Class2",15,20.423,13.882
37,46.679,78.789,"F",51.298,62,82.155,"F","Class1",73,59.183,27.087
30,43.986,93.941,"M",40.917,76,24.661,"D","Class1",45,56.831,23.182
93,46.866,74.336,"N",42.854,79,52.31,"R","Class2",6,31.359,11.632
33,31.917,90.947,"T",33.665,81,73.701,"M","Class1",68,61.122,35.017
46,42.041,84.365,"B",58.084,64,-15.185,"M","Class1",78,61.815,28.946
66,45.734,-2.211,"N",52.014,60,37.464,"R","Class2",7,43.803,16.215
92,44.463,85.607,"W",52.534,72,74.212,"B","Class2",5,55.868,11.802
43,44.475,98.741,"T",49.479,76,19.755,"F","Class1",66,57.583,25.873
15,40.669,94.958,"F",37.641,71,83.505,"W","Class1",38,54.238,25.738
74,45.68,94.37,"W",39.303,73,50.133,"Y","Class2",8,28.826,19.179
94,46.128,35.006,"W",50.705,58,83.039,"R","Class2",11,23.074,13.812
75,44.456,61.5,"I",54.38,67,84.623,"R","Class2",12,36.627,13.531
70,48.94,31.059,"V",43.571,51,61.31,"R","Class2",11,27.64,11.853
38,33.994,82.627,"T",59.929,68,68.472,"M","Class1",72,60.267,32.992
91,48.302,36.107,"N",48.684,47,73.676,"R","Class2",15,52.083,18.331
48,47.877,74.2,"X",50.364,88,33.709,"W","Class1",43,60.09,29.829
97,46.429,39.584,"W",39.468,50,58.88,"B","Class2",13,47.618,14.263
20,43.604,115.44,"F",28.685,79,19.626,"M","Class1",47,60.676,37.028
36,36.834,80.282,"X",53.289,77,76.328,"D","Class1",72,58.525,24.922
20,49.629,86.593,"X",56.525,87,79.665,"W","Class1",50,59.682,37.336
81,44.951,88.218,"I",51.732,53,119.726,"S","Class2",10,27.753,NA
30,47.812,94.988,"X",49.465,71,68.449,"D","Class1",52,61.449,34.531
43,49.512,91.762,"F",51.274,60,69.975,"M","Class1",66,57.264,32.066
33,38.883,86.224,"X",30.045,87,8.493,"D","Class1",72,55.612,23.188
80,48.776,97.264,"N",41.593,53,29.934,"V","Class2",10,23.915,19.89
39,40.385,74.654,"B",63.313,73,87.27,"F","Class1",58,57.383,23.089
91,43.77,38.861,"W",51.106,50,54.363,"Y","Class2",6,3.318,19.696
31,34.824,84.621,"F",29.786,78,30.299,"D","Class1",76,50.693,30.498
45,43.89,77.6,"X",56.822,63,45.274,"M","Class1",66,56.82,33.885
24,33.108,80.304,"T",62.652,78,73.629,"I","Class1",53,59.556,28.012
44,41.949,84.314,"T",36.231,65,55.865,"D","Class1",71,64.538,NA
33,40.321,99.11,"B",37.877,76,71.849,"I","Class1",63,60.211,22.517
85,44.518,80.257,"N",53.704,58,32.259,"B","Class2",10,36.627,14.792
32,45.452,65.197,"B",40.17,68,50.689,"I","Class1",52,49.404,NA
84,45.18,55.5,"V",46.497,74,30.145,"S","Class2",6,49.383,12.135
79,47.246,39.645,"N",51.863,77,55.819,"B","Class2",5,70.501,12.692
78,47.151,92.815,"I",48.785,72,44.183,"Y","Class2",15,37.545,21.233
88,44.628,30.402,"W",46.523,71,75.04,"V","Class2",7,43.68,19.389
33,34.476,81.139,"M",61.314,80,44.365,"I","Class1",45,61.704,39.418
25,37.929,87.978,"B",26.852,88,64.887,"W","Class1",46,57.354,25.75
89,43.381,24.879,"A",44.096,57,89.876,"V","Class2",10,76.36,13.883
42,37.901,89.117,"B",57.544,85,56.978,"I","Class1",67,60.351,37.962
76,45.034,47.724,"N",53.37,NA,27.383,"R","Class2",16,59.553,11.198
36,40.47,85.04,"F",42.77,79,59.509,"F","Class1",59,58.334,36.337
18,47.018,72.347,"F",57.952,86,66.653,"I","Class1",53,59.628,25.364
29,40.363,87.294,"T",33.97,62,81.391,"F","Class1",62,62.227,28.82
24,33.931,74.5,"X",57.545,74,80.668,"I","Class1",75,60.079,35.961
38,41.737,86.966,"T",30.764,81,0.938,"M","Class1",53,61.474,36.8
81,48.585,22.751,"A",49.195,66,59.445,"Y","Class2",11,18.281,19.507
68,44.48,23.363,"N",50.266,60,56.458,"S","Class2",10,45.821,12.938
77,46.883,38.163,"N",54.242,58,66.025,"S","Class2",14,25.565,14.402
65,43.135,57.259,"W",39.953,74,56.707,"S","Class2",10,3.139,12.842
26,41.467,86.197,"M",50.411,67,82.144,"M","Class1",43,60.609,31.257
26,37.252,72.254,"F",36.609,75,24.531,"M","Class1",66,60.634,23.626
67,46.975,54.826,"A",46.785,46,79.07,"S","Class2",6,62.303,12.445
33,34.984,74.545,"F",42.156,62,58.425,"F","Class1",66,67.015,38.873
