"Y1","Output24","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Y10","Y11"
48.99,"Class2",68.221,"L","O",33,75.228,72.889,74,67.61,46,73.669
61.389,"Class1",43.903,"C","U",4,24.842,21.486,7,39.402,41,48.92
67.586,"Class1",57.855,"B","H",17,67.71,28.493,20,41.227,50,39.274
63.852,"Class1",7.265,"I","U",13,31.618,50.591,5,39.727,38,57.783
77.779,"Class1",67.68,"I","U",6,52.791,46.574,4,45.36,43,49.833
62.272,"Class1",19.178,"C","Z",24,57.064,35.689,14,42.934,49,50.927
61.821,"Class1",0.238,"T","Y",50,50.033,46.458,4,42.336,46,48.557
68.105,"Class1",56.749,"T","U",51,68.115,18.337,2,43.666,58,40.152
75.362,"Class2",68.801,"W","Y",36,89.141,74.81,71,62.966,48,-3.706
43.818,"Class2",67.728,"K","J",33,78.274,73.764,83,53.549,24,8.001
47.734,"Class2",67.89,"S","J",36,83.069,82.211,72,69.394,38,64.76
70.649,"Class1",55.101,"Q","Y",6,15.648,28.148,20,42.237,50,54.578
57.613,"Class2",66.807,"W","Y",32,84.336,77.261,84,62.132,45,41.847
77.249,"Class1",12.895,"T","Z",18,53.899,44.692,15,45.332,68,28.586
66.239,"Class2",69.195,"S","Z",31,100.211,82.692,71,58.93,39,21.605
55.375,"Class2",67.796,"V","J",42,80.17,81.263,69,70.113,32,29.626
59.851,"Class2",68.202,"W","J",36,94.431,59.885,70,79.322,29,31.108
47.601,"Class2",68.045,"L",NA,35,74.334,62.273,69,66.176,54,52.921
70.075,"Class1",25.057,"I","H",14,62.556,32.544,14,40.698,69,57.87
69.325,"Class1",5.771,"C","Z",2,40.036,11.748,16,38.283,67,59.256
76.207,"Class1",23.932,"T",NA,41,2.349,46.015,4,45.402,41,57.783
80.097,"Class1",54.197,"T","Z",35,4.567,53.825,14,42.912,32,57.705
58.498,"Class2",68.105,"W","J",43,72.529,65.635,81,51.057,51,46.596
69.432,"Class1",46.422,"B","U",35,50.086,11.511,2,42.539,52,56.029
72.505,"Class2",69.266,"W","H",35,71.464,60.637,75,49.811,29,36.386
22.226,"Class2",66.079,"V","Y",31,83.091,71.241,72,68.292,40,35.702
69.009,"Class2",68.711,"W","O",32,85.65,60.403,69,77.631,33,22.422
57.099,"Class2",68.735,"W","Y",30,70.437,57.901,74,65.259,27,55.289
46.623,"Class2",68.037,"L","O",31,93.845,67.755,87,61.415,32,42.49
32.901,"Class2",68.196,"L","J",35,93.46,61.803,81,69.379,46,26.805
64.02,"Class1",88.936,"C","H",41,114.028,23.052,15,43.313,35,44.684
55.702,"Class2",68.911,"V","H",43,89.813,79.218,83,57.566,33,-1.115
77.803,"Class1",58.129,"T","Y",14,12.148,26.129,10,43.932,65,53.684
73.243,"Class2",68.983,"W","O",42,85.991,65.193,86,65.657,30,65.52
58.051,"Class2",67.687,"K","Z",41,81.363,58.641,80,73.042,22,-13.061
36.202,"Class2",67.642,"V","Y",30,81.257,71.761,87,68.322,44,31.24
61.414,"Class1",26.232,"I","Y",18,45.105,25.855,19,41.682,46,58.333
68.536,"Class1",27.026,"B","U",7,23.228,61.346,20,38.924,36,39.373
63.962,"Class1",35.513,"C","U",12,55.429,45.458,2,39.183,40,45.795
35.828,"Class2",68.391,"K","Z",31,107.057,79.335,70,51.426,25,77.623
NA,"Class1",16.794,"I","U",18,50.851,13.607,15,44.442,48,72.504
69.554,"Class1",81.615,"T",NA,31,44.848,28.729,19,41.18,52,29.518
75.663,"Class2",66.408,"L","Z",43,90.307,73.172,74,64.603,39,30.757
64.269,"Class2",67.089,"S","J",31,79.977,77.607,80,53.715,45,33.164
60.071,"Class1",20.448,"T","W",24,39.405,38.873,19,40.732,58,46.654
65.016,"Class1",31.972,"I","Y",21,111.633,16.665,20,39.879,30,42.033
38.669,"Class2",66.702,"V","O",42,86.356,79.761,73,72.807,25,52.414
66.347,"Class2",68.633,"V","J",36,76.653,58.816,71,80.379,51,23.108
73.013,"Class1",54.822,"T","H",28,-25.42,33.132,19,44.842,52,55.522
48.3,"Class2",69.896,"V","H",30,67.364,71.282,77,66.351,44,29.349
NA,"Class2",67.667,"K","Y",30,86.501,70.449,77,81.193,48,25.119
64.846,"Class1",1.824,"I","W",50,17.547,53.394,7,41.406,64,49.999
70.719,"Class2",69.895,"K","J",39,90.822,76.136,77,70.29,40,7.078
73.6,"Class2",68.793,"L","Y",34,74.467,64.371,81,67.553,30,8.397
70.971,"Class1",36.471,"B","Y",21,32.315,69.025,4,41.822,74,49.787
72.829,"Class2",67.236,"V","Z",32,95.747,76.402,84,52.021,54,34.62
85.657,"Class1",46.408,"C","H",39,20.294,50.059,19,43.985,67,44.041
81.152,"Class1",53.796,"B","W",25,69.764,38.946,20,39.989,64,42.765
64.913,"Class2",68.962,"K","Y",43,96.678,59.069,77,52.02,22,31.124
59.039,"Class1",40.106,"B","Y",34,21.8,25.425,16,40.404,70,62.847
77.695,"Class1",-9.444,"C","Y",39,48.956,43.634,17,43.627,32,44.537
81.572,"Class1",27.356,"Q","H",8,42.074,65.907,3,43.849,57,58.8
81.575,"Class1",35.365,"B","Y",26,88.905,70.675,16,42.294,74,46.8
69.21,"Class1",44.82,"T",NA,56,60.69,48.965,11,41.401,60,51.176
30.701,"Class2",69.054,"V","J",39,90.558,76.979,87,73.225,40,39.667
74.04,"Class1",11.904,"C","Y",47,42.543,74.619,6,44.32,65,38.836
70.936,"Class1",67.638,"I","U",55,59.147,46.823,8,43.179,34,39.153
61.9,"Class1",-2.145,"C","Z",34,31,61.121,13,44.412,51,60.536
32.383,"Class2",66.841,"K","Y",38,86.791,56.973,84,72.849,52,29.113
81.577,"Class1",32.341,"Q","U",28,69.574,10.915,14,40.671,48,55.773
84.332,"Class1",56.038,"I","U",42,59.892,43.569,16,42.353,60,27.633
73.566,"Class2",69.742,"L",NA,38,81.045,77.082,72,51.124,44,7.944
40.906,"Class2",68.736,"W","Z",40,76.95,75.127,84,51.372,24,33.379
74.365,"Class1",36.842,"Q","U",26,86.601,65.497,9,44.083,42,53.933
83.389,"Class1",36.789,"B","Y",47,88.554,59.04,16,42.283,36,54.063
67.066,"Class2",68.293,"W","J",34,88.748,82.252,72,55.668,47,46.627
79.897,"Class2",68.071,"V","J",34,89.672,84.081,70,61.856,25,31.593
84.503,"Class1",63.161,"T","W",39,42.15,27.144,12,42.738,30,49.826
NA,"Class1",34.915,"C","Y",49,23.006,22.436,16,44.433,74,59.441
NA,"Class1",31.256,"T","Z",41,48.268,50.879,2,38.451,64,71.028
38.307,"Class2",70.211,"K",NA,32,72.996,70.976,72,76.952,48,18.999
NA,"Class1",41.696,"C","W",28,42.944,29.046,14,39.88,54,56.59
56.388,"Class2",69.305,"W","Z",34,79.039,57.99,69,56.75,35,16.168
NA,"Class1",19.4,"C","Z",7,79.635,61.455,5,43.13,68,30.485
79.935,"Class1",4.334,"I","W",49,68.886,73.946,6,43.882,49,57.093
72.753,"Class1",25.132,"C","U",44,30.813,21.023,10,43.655,57,39.752
73.694,"Class2",68.571,"W","Y",41,93.013,58.201,73,77.473,51,39.307
32.041,"Class2",68.443,"V","Y",43,67.516,58.699,77,64.273,32,58.984
65.066,"Class1",57.294,"I","W",19,13.693,32.465,5,42.612,58,43.269
54.673,"Class2",67.268,"S","Z",38,87.523,69.334,85,72.666,25,20.818
64.241,"Class1",8.973,"T","W",14,-3.836,18.916,17,42.006,70,45.004
63.874,"Class2",68.328,"W","J",42,83.409,64.913,85,52.313,38,45.037
77.632,"Class1",69.803,"Q","H",56,16.49,27.379,15,44.938,39,58.008
65.087,"Class2",68.617,"S","O",33,104.551,80.389,83,67.326,44,-11.821
39.897,"Class2",70.058,"W","H",31,82.87,77.452,84,53.466,48,40.437
84.554,"Class1",66.095,"T","Z",11,62.967,42.186,12,43.511,55,46.259
65.271,"Class2",68.341,"S","J",42,90.584,83.002,69,63.282,27,16.577
74.798,"Class1",50.073,"C","Y",9,83.215,50.024,8,38.961,36,60.823
77.937,"Class1",25.962,"T","W",37,13.22,11.367,10,44.936,67,63.626
72.265,"Class1",24.256,"T","H",22,-6.724,51.64,11,44.81,58,36.104
41.803,"Class2",67.206,"S","J",34,68.403,79.235,87,71.068,41,31.208
67.665,"Class1",47.159,"T","W",23,39.915,57.863,18,40.399,65,47.985
60.237,"Class1",102.534,"T","Y",13,70.45,72.32,7,40.992,48,47.126
73.573,"Class2",68.917,"L","H",35,72.052,83.173,70,80.267,48,20.278
72.796,"Class1",9.306,"T","Z",18,16.993,45.912,3,40.231,52,62.199
74.285,"Class2",69.152,"L","Y",40,84.412,78.029,82,57.068,38,28.771
22.684,"Class2",67.988,"K","Z",37,97.58,62.343,80,66.794,44,4.476
62.694,"Class1",34.918,"B","U",11,105.749,11.733,10,39.401,48,23.8
32.615,"Class2",68.557,"K","Z",38,75.532,82.016,83,76.275,50,20.448
73.372,"Class1",60.341,"Q","U",44,42.39,25.925,8,40.684,73,51.534
72.677,"Class1",67.446,"Q","Y",37,31.586,19.737,4,40.416,50,36.594
36.317,"Class2",68.448,"L","Y",34,85.498,73.404,87,64.305,29,33.546
69.907,"Class2",69.219,"L","O",42,88.206,56.312,80,71.491,51,66.737
45.621,"Class2",68.791,"L","O",38,77.067,71.294,83,53.702,54,37.071
78.913,"Class1",6.925,"B","Y",31,13.78,62.611,18,41.422,31,54.775
67.422,"Class1",37.265,"C","Z",41,76.936,21.634,17,39.909,37,57.696
77.816,"Class1",4.03,"I","W",54,18.713,38.284,17,45.227,39,50.884
56.596,"Class2",67.649,"K","H",42,92.901,68.569,81,69.498,22,9.108
62.565,"Class2",67.653,"S","H",37,74.964,79.34,80,60.805,38,49.951
82.376,"Class1",60.556,"B","Z",13,67.201,36.457,20,40.949,48,54.207
83.567,"Class1",17.932,"T","Y",51,63.845,60.086,12,44.612,73,39.501
23.763,"Class2",68.663,"V","J",36,91.15,72.423,82,73.116,22,47.997
74.095,"Class1",30.367,"Q","Z",22,68.399,68.16,17,42.867,74,52.369
38.387,"Class2",68.561,"S","Z",31,76.918,76.357,72,66.06,26,46.493
83.951,"Class1",54.146,"I","Z",38,-4.794,71.463,10,43.781,40,49.108
61.053,"Class2",69.007,"W","Z",42,96.011,57.169,79,66.414,48,31.495
71.008,"Class1",36.126,"B","Y",2,65.975,49.602,12,45.458,73,36.792
65.975,"Class1",42.799,"B","Y",30,-3.975,53.434,11,44.9,74,48.647
56.474,"Class2",68.568,"W","Z",37,94.911,77.728,85,75.908,25,9.813
55.733,"Class2",66.762,"L","H",34,102.065,83.517,84,72.238,37,57.418
46.149,"Class2",68.438,"L","J",31,81.847,75.165,86,64.023,40,24.397
69.699,"Class1",70.636,"T","U",48,53.594,55.642,19,45.623,70,38.084
60.026,"Class2",69.221,"L","O",40,80.895,57.443,72,51.696,32,21.8
31.34,"Class2",67.816,"L","O",30,84.984,80.445,78,82.042,46,51.985
29.43,"Class2",66.523,"S","Z",40,73.628,83.419,74,67.824,27,27.313
64.287,"Class1",27.94,"B","H",22,41.797,48.687,11,44.819,54,48.02
50.468,"Class2",68.954,"S","H",41,90.791,77.553,83,58.226,48,45.697
34.777,"Class2",68.082,"W","Y",37,77.69,84.663,71,67.736,41,26.832
64.262,"Class2",66.679,"V","O",39,74.563,61.687,69,73.061,43,15.097
64.485,"Class1",29.993,"B","U",47,46.424,49.229,5,39.328,51,49.737
77.866,"Class1",-23.399,"C","U",56,10.622,63.081,5,45.279,68,49.586
31.896,"Class2",68.798,"S","H",38,81.608,82.286,87,82.849,33,36.183
39.791,"Class2",68.834,"K","Z",43,83.481,75.626,72,56.291,31,51.157
84.252,"Class1",33.909,"Q","H",50,83.852,74.967,15,40.994,48,47.763
82.971,"Class1",40.346,"T","Y",52,91.814,57.471,18,42.558,29,45.338
73.019,"Class1",43.215,"Q","H",21,103.984,47.775,18,39.75,48,44.81
59.41,"Class1",81.929,"Q","W",31,47.626,33.291,2,44.373,66,57.989
62.573,"Class1",-11.876,"I","H",14,40.804,55.876,13,45.767,41,41.616
76.24,"Class1",10.753,"C","W",34,40.604,34.829,15,43.348,30,35.799
60.255,"Class2",70.43,"K","J",30,81.332,73.464,78,82.312,34,14.107
77.974,"Class1",-9.735,"B","W",27,74.379,30.035,4,43.869,31,53.953
29.827,"Class2",68.77,"S","H",38,71.314,84.968,78,69.915,50,43.749
72.564,"Class2",68.336,"L","O",37,67.65,69.676,73,72.141,52,5.592
75.276,"Class1",23.596,"T","Y",29,50.051,23.385,2,38.724,65,39.27
70.579,"Class2",68.252,"V","Y",33,88.512,83.966,69,60.878,32,24.266
78.125,"Class1",29.494,"T","Y",23,33.945,66.301,16,40.328,44,50.144
81.241,"Class1",46.862,"I","Y",25,-5.912,21.486,19,45.454,63,43.773
47.114,"Class2",68.943,"L",NA,40,79.65,80.257,80,54.405,30,37.156
55.068,"Class2",68.229,"K","H",38,86.467,62.304,81,62.967,47,12.848
62.554,"Class1",47.426,"Q","U",30,32.266,54.072,16,43.416,31,39.261
51.216,"Class2",69.522,"S","J",31,87.925,80.191,80,70.092,45,-37.376
63.428,"Class2",68.304,"S","O",31,89.834,78.343,86,74.123,23,64.477
47.563,"Class2",70.229,"K","J",34,84.816,59.924,88,71.293,25,29.868
60.165,"Class2",69.187,"W","H",31,93.573,73.104,74,56.982,35,40.306
71.589,"Class2",67.697,"K","H",40,93.26,63.87,81,57.501,22,53.914
76.512,"Class1",-7.332,"C","Y",48,83.85,26.01,10,38.357,67,65.024
74.872,"Class1",24.362,"I","Y",52,26.235,17.446,19,38.105,30,63.097
85.408,"Class1",37.577,"B","W",42,58.668,44.247,8,42.525,70,59.95
38.839,"Class2",69.335,"K","Y",34,75.909,77.877,75,63.192,50,25.762
20.309,"Class2",68.629,"L","Y",43,86.086,73.02,77,58.622,22,22.442
77.482,"Class1",-1.373,"I","Z",40,9.206,18.1,15,45.864,32,42.649
53.84,"Class2",68.681,"K","H",31,89.651,71.876,74,82.004,27,55.587
77.252,"Class1",0.713,"T","H",24,48.58,62.134,16,39.33,61,60.956
71.134,"Class2",67.075,"W","H",35,75.619,83.736,84,78.024,37,7.226
21.988,"Class2",69.469,"L","Z",43,98.177,83.769,79,53.382,35,20.481
20.002,"Class2",67.548,"K","Z",37,94.235,66.743,79,78.339,31,18.715
73.189,"Class1",55.651,"I","W",47,48.663,58.816,2,44.613,41,44.193
71.664,"Class1",49.67,"I","W",28,38.476,50.122,5,42.271,58,55.976
36.717,"Class2",68.129,"W",NA,42,89.175,76.167,88,61.94,52,32.83
20.234,"Class2",67.799,"L","J",40,94.291,74.363,88,61.428,40,20.22
NA,"Class2",67.571,"W","J",33,87.691,70.121,76,69.962,23,47.362
61.492,"Class1",-9.278,"T","U",24,29.954,52.369,15,43.745,35,61.02
83.127,"Class1",67.788,"Q","Z",21,-1.79,24.175,6,45.462,59,54.896
59.968,"Class1",91.615,"C","Z",6,47.1,74.404,10,38.399,64,63.805
NA,"Class2",70.083,"L","O",40,97.525,69.377,87,65.526,37,19.646
76.367,"Class2",68.781,"K","J",35,83.135,62.441,86,65.95,50,43.846
72.272,"Class1",90.074,"B","H",20,63.016,32.922,9,40.933,30,44.133
31.763,"Class2",67.979,"W","J",37,72.723,84.222,87,74.829,34,13.768
78.769,"Class1",100.482,"B","W",23,74.458,25.372,18,43.392,74,40.459
73.265,"Class1",1.235,"T","U",48,-0.449,49.968,13,43.132,51,68.76
72.889,"Class2",68.896,"K","Z",30,73.54,62.659,74,55.062,53,24.864
26.578,"Class2",69.094,"V","Z",30,80.25,81.236,76,70.21,56,29.729
69.772,"Class1",46.023,"B","Y",54,24.759,63.613,20,39.156,36,45.517
62.621,"Class1",48.317,"C","Z",12,35.227,68.417,17,44.626,68,45.731
60.24,"Class1",68.323,"B",NA,27,59.667,18.811,14,42.415,68,56.608
69.577,"Class1",55.957,"B","U",39,69.231,37.341,5,41.252,36,57.394
71.968,"Class1",14.447,"Q","Z",34,65.013,40.95,9,43.318,49,65.875
79.323,"Class1",37.316,"Q","Y",40,24.407,62.519,10,40.656,49,52.691
32.297,"Class2",67.656,"V","H",33,74.352,62.017,74,62.025,24,11.234
85.671,"Class1",78.45,"C","Z",43,44.217,32.265,12,42.359,68,34.66
60.228,"Class1",17.472,"B","U",27,10.283,29.715,15,38.731,33,55.742
23.715,"Class2",68.183,"V","J",30,85.08,72.054,78,52.09,37,5.758
70.763,"Class1",38.433,"C","Y",2,4.544,71.2,17,40.66,55,47.673
72.506,"Class2",69.369,"K","H",34,81.312,83.583,70,73.327,41,37.57
67.375,"Class1",17.278,"I","Z",23,64.487,16.601,6,41.65,48,43.289
67.157,"Class1",100.609,"B","Z",52,49.337,58.555,18,38.769,42,45.454
75.043,"Class1",27.705,"B","H",46,67.86,42.467,8,43.987,43,48.63
67.124,"Class2",68.348,"K","Z",30,87.416,72.55,69,70.53,54,33.74
62.891,"Class1",34.832,"B","Z",8,77.802,18.621,5,41.493,30,62.128
64.06,"Class1",54.387,"Q","Y",15,25.14,26.117,5,38.41,38,37.803
20.503,"Class2",69.2,"V","Z",40,76.985,60.639,88,51.862,45,65.943
68.976,"Class1",70.969,"I","U",50,67.416,25.675,14,39.285,53,58.842
63.469,"Class1",109.594,"T","U",20,65.154,32.812,19,43.118,56,50.446
24.105,"Class2",68.657,"V","Z",31,79.412,77.33,69,68.877,46,64.752
36.562,"Class2",68.649,"W","Z",31,82.3,64.314,70,78.451,43,5.544
22.451,"Class2",69.973,"K","O",34,64.54,63.388,86,68.894,52,64.811
29.526,"Class2",67.424,"W","Z",35,87.802,77.392,81,78.987,41,32.853
79.243,"Class1",9.104,"C","Y",39,6.551,63.746,17,45.343,72,60.86
62.346,"Class2",67.8,"S","H",41,78.305,70.714,71,55.36,23,32.811
57.718,"Class2",69.351,"S","O",43,85.906,65.83,87,59.302,53,50.724
74.658,"Class2",66.231,"K","O",32,88.432,62.89,70,68.97,24,49.617
51.116,"Class2",67.661,"S","J",39,87.558,68.492,85,68.399,48,24.816
NA,"Class2",67.528,"V","Y",43,97.759,65.542,87,79.17,49,59.862
61.587,"Class1",44.615,"C","Z",13,80.063,21.839,20,43.671,47,51.383
60.104,"Class2",68.17,"W","O",39,74.793,75.608,82,57.714,39,42.647
24.928,"Class2",69.757,"V","J",40,99.792,78.894,85,82.222,35,9.757
29.711,"Class2",66.634,"L","O",31,83.258,67.269,74,74.913,26,29.493
73.861,"Class1",-2.527,"Q","Z",39,83.291,32.475,7,44.321,34,57.419
47.891,"Class2",71.069,"S","O",31,101.381,72.753,81,61.264,35,58.133
23.566,"Class2",66.15,"L","H",32,85.589,78.936,75,63.377,27,46.374
78.457,"Class1",47.477,"B","Z",5,73.934,41.838,8,39.572,30,47.276
37.183,"Class2",69.971,"L","H",32,74.699,83.513,85,66.522,39,46.865
47.127,"Class2",69.151,"W","O",30,89.836,72.509,77,49.064,25,25.887
35.882,"Class2",68.096,"L","Z",30,95.201,57.989,81,55.238,44,43.764
34.363,"Class2",69.059,"L",NA,39,95.518,82.397,74,65.903,50,1.655
73.252,"Class2",68.067,"W","Y",37,83.743,81.998,79,54.58,51,6.677
51.765,"Class2",67.501,"S","O",39,77.238,69.171,69,59.861,26,23.487
74.946,"Class1",43.091,"Q","H",41,20.473,31.015,14,38.108,67,44.721
63.051,"Class1",10.679,"C","Y",16,77.527,69.444,7,39.882,49,42.382
84.612,"Class1",19.858,"C","W",5,35.651,51.949,9,39.685,60,45.866
61.826,"Class1",18.903,"I","Z",22,56.535,27.874,7,39.688,64,58.314
32.513,"Class2",68.174,"S","Y",39,83.259,80.363,80,58.689,24,44.65
37.741,"Class2",68.631,"S","O",31,87.031,75.489,72,78.116,33,44.861
29.523,"Class2",69.039,"L","H",38,81.499,71.943,73,59.449,26,55.016
23.132,"Class2",66.669,"L","H",34,82.527,76.432,71,77.527,54,50.534
54.584,"Class2",67.281,"L","J",30,90.31,66.891,83,57.138,35,25.182
60.149,"Class2",66.663,"K","J",35,84.651,83.934,83,52.611,34,34.875
35.11,"Class2",69.182,"S","H",37,66.412,61.292,69,77.52,27,48.414
29.261,"Class2",69.181,"S","O",37,67.291,66.948,83,52.23,34,44.303
NA,"Class2",69.214,"W",NA,42,92.044,83.934,87,74.731,27,32.207
81.636,"Class1",18.466,"Q","Z",21,46.533,54.349,14,42.632,63,58.78
75.544,"Class1",38.31,"I",NA,19,62.576,70.096,10,39.092,69,36.577
75.243,"Class1",38.602,"I","Z",13,106.438,49.21,4,42.484,33,65.265
72.268,"Class1",3.13,"C","Z",15,103.568,13.538,19,45.15,46,51.64
37.227,"Class2",68.639,"L","H",31,67.931,65.72,73,78.949,28,-3.949
44.019,"Class2",70.481,"L","Y",37,76.162,57.223,87,76.805,38,61.01
68.701,"Class1",69.741,"T","Y",53,59.724,48.518,14,42.1,30,26.645
73.996,"Class1",17.364,"C","U",32,50.575,14.393,7,45.814,64,45.63
64.71,"Class2",68.772,"V","H",35,79.691,67.063,71,56.604,41,19.242
65.352,"Class1",47.348,"I","U",23,66.125,77.666,19,44.895,53,58.457
74.803,"Class1",42.327,"Q","U",45,34.897,57.037,12,42.112,29,47.972
63.247,"Class1",45.291,"Q","W",42,39.953,35.603,14,40.435,30,34.697
74.769,"Class2",67.244,"V","J",32,74.257,83.878,70,65.533,24,24.81
73.663,"Class1",13.11,"C","W",41,55.246,33.804,5,42.634,66,69.62
31.813,"Class2",70.365,"K","H",32,80.152,61.349,82,56.35,26,27.777
70.01,"Class2",67.464,"V","Z",31,100.146,68.705,78,57.411,24,24.599
52.653,"Class2",67.105,"L","H",43,83.779,55.974,83,77.689,25,6.356
69.311,"Class1",13.458,"C","U",26,54.906,39.898,4,42.621,50,58.209
34.812,"Class2",69.237,"K","O",41,102.696,58.116,87,58.979,40,1.4
82.394,"Class1",3.468,"B","H",7,56.946,40.601,16,44.369,44,63.966
67.824,"Class2",69.231,"K","O",36,69.617,71.186,79,49.04,23,3.384
67.173,"Class1",-17.122,"B","Y",31,14.187,25.457,6,41.854,73,63.547
79.135,"Class1",70.363,"B","Y",54,25.624,71.855,16,38.502,44,49.282
59.15,"Class2",68.174,"K","H",36,87.003,61.9,71,82.404,54,32.14
74.939,"Class1",49.495,"C","W",20,47.24,72.461,11,43.207,72,44.752
47.87,"Class2",67.28,"W","O",35,91.907,67.945,82,68.047,50,31.261
35.421,"Class2",68.605,"V",NA,40,98.42,59.573,83,75.616,52,43.559
47.459,"Class2",69.051,"V","H",36,76.602,55.682,76,77.757,42,38.661
45.591,"Class2",68.573,"K","J",33,82.567,78.992,85,50.403,29,14.962
55.14,"Class2",67.813,"L",NA,36,101.42,76.134,69,81.79,48,6.248
76.793,"Class2",68.015,"L","Y",42,87.817,67.644,84,71.938,47,47.79
62.368,"Class1",56.482,"Q",NA,19,47.853,38.449,17,43.244,58,31.805
71.314,"Class2",68.31,"V","Y",34,82.196,65.821,81,65.127,41,56.649
84.714,"Class1",33.966,"Q","Z",24,59.799,62.771,14,42.116,34,36.957
28.739,"Class2",67.705,"L","O",33,91.834,58.498,85,54.263,35,11.882
75.795,"Class2",67.237,"W","Y",34,85.569,67.405,81,49.028,35,30.832
70.978,"Class1",18.124,"T","U",5,28.6,66.126,16,39.668,40,50.153
38.038,"Class2",68.497,"S","O",38,88.245,68.088,79,81.237,34,41.139
63.938,"Class1",48.101,"I","H",26,20.643,48.337,15,40.017,29,32.118
74.094,"Class1",34.478,"T","W",15,14.069,15.949,2,43.282,44,42.307
50.818,"Class2",67.613,"K","H",31,91.603,57.722,82,49.069,47,14.752
85.792,"Class1",55.723,"C","Y",54,65.606,77.157,14,43.687,31,59.435
73.424,"Class1",75.852,"B","U",38,107.608,33.066,18,44.962,52,42.018
80.396,"Class1",20.374,"Q","Y",27,60.456,73.93,16,42.153,60,47.474
23.829,"Class2",68.014,"L","Z",32,83.009,63.932,69,68.891,36,32.91
74.181,"Class1",81.321,"B","Z",43,70.845,58.307,10,39.234,57,43.077
60.433,"Class1",74.335,"B","W",21,49.125,64.875,4,38.291,49,48.746
29.603,"Class2",67.354,"K","Z",35,90.355,68.901,69,62.483,40,12.223
68.242,"Class1",50.489,"C","H",38,76.003,75.567,15,40.558,61,35.232
77.7,"Class1",37.328,"B","W",29,34.046,18.289,16,39.597,72,30.634
80.289,"Class2",66.208,"L","O",36,93.334,57.851,74,79.487,54,51.647
30.097,"Class2",68.481,"L","H",39,86.353,63.703,74,50.653,40,34.087
28.696,"Class2",69.928,"K","Y",33,74.177,60.685,75,58.982,22,12.265
65.552,"Class2",67.833,"S","Y",32,70.25,75.68,87,75.789,28,6.98
81.1,"Class1",-0.106,"I","Y",10,40.492,14.624,20,42.638,38,37.112
33.775,"Class2",68.854,"K","Z",38,81.03,62.099,72,54.124,45,51.585
19.706,"Class2",68.563,"K","Y",33,87.121,66.737,83,82.124,37,38.551
73.15,"Class1",42.005,"C","Z",21,48.098,65.448,7,43.977,72,34.547
60.883,"Class1",-5.245,"C","Y",42,34.845,23.12,2,44.685,44,42.417
74.645,"Class1",52.649,"Q","Z",6,73.267,51.219,16,41.995,35,44.697
28.332,"Class2",69.773,"S","J",39,96.608,77.555,77,61.216,44,43.785
77.996,"Class2",67.327,"S","O",31,66.817,57.43,83,78.054,32,54.092
61.129,"Class2",66.421,"S","Z",39,94.527,55.432,72,68.744,38,66.729
81.389,"Class1",45.209,"I","U",6,74.894,41.099,10,40.568,56,57.347
NA,"Class2",68.727,"W","Y",42,67.567,74.856,85,61.855,50,18.602
