"F1","F2","F3","F4","Output5","F5","F6","F7","F8","F9","F10","F11"
71,15.626,"V",45,"Class3",51.99,7.192,66,45.457,72.897,39.485,"U"
11,71.5,"P",57,"Class1",72.707,92.742,32,33.101,68.867,5.082,"L"
20,33.001,"J",59,"Class2",24.454,11.105,67,47.431,86.784,52.439,"X"
76,12.568,"N",47,"Class3",105.526,7.563,74,43.604,40.354,37.075,"F"
23,36.01,"D",11,"Class2",9.473,6.982,59,51.619,56.805,48.446,"I"
45,42.651,"V",85,"Class4",60.746,92.759,46,45.257,16.972,43.061,"O"
79,14.644,"V",62,"Class3",67.428,5.796,64,40.809,56.411,38.388,"Z"
62,15.953,"N",42,"Class3",59.069,5.323,67,45.148,44.085,6.462,"O"
18,45.009,"P",69,"Class1",46.254,78.198,47,36.371,76.348,2.465,"K"
21,31.158,"M",39,"Class2",16.035,6.779,78,47.05,67.886,44.183,"X"
69,16.039,"Z",57,"Class3",80.042,7.525,70,41.127,74.203,32.755,"Z"
7,49.847,"M",82,"Class4",44.838,87.754,37,58.171,16.804,32.708,"O"
61,14.285,"Z",60,"Class3",53.47,4.176,75,37.465,35.495,17.806,"U"
15,50.866,"M",86,"Class4",45.216,78.224,44,32.628,16.338,66.703,"I"
21,29.558,"T",50,"Class2",26.63,1.385,64,48.845,59.325,10.079,NA
17,73.12,"E",16,"Class1",67.551,83.277,44,23.243,71.133,4.968,"Q"
14,58.001,"Y",36,"Class1",27.499,81.092,33,33.617,81.876,5.804,"I"
16,48.532,"V",70,"Class4",62.304,82.128,46,53.359,16.8,60.558,"N"
26,41.718,"J",74,"Class2",33.399,13.368,64,44.514,79.801,7.088,"T"
22,51.231,"V",81,"Class4",77.254,91.151,46,38.995,16.116,57.045,"U"
17,88.011,"D",17,"Class1",70.402,58.622,41,34.206,78.109,3.793,"I"
67,17.73,"N",47,"Class3",100.625,5.129,59,44.622,73.305,51.516,"U"
24,23.81,"M",24,"Class2",23.546,12.567,92,46.465,52.019,53.155,"X"
75,12.326,"X",62,"Class3",62.898,4.283,79,43.498,24.653,24.739,"Z"
24,60.901,"T",59,"Class2",2.13,7.404,95,49.168,61.246,17.486,"I"
70,17.354,"N",58,"Class3",90.898,5.857,61,49.835,72.689,41.746,"Z"
8,67.828,"Y",65,"Class1",116.642,76.065,40,34.514,79.34,2.488,"L"
26,33.681,"J",62,"Class2",21.769,14.212,82,52.443,66.729,29.352,"I"
57,46.327,"V",76,"Class4",63.811,78.64,36,40.194,16.256,67.286,"I"
22,37.713,"V",26,"Class2",24.658,2.929,84,46.767,58.124,33.694,"X"
10,50.045,"F",83,"Class4",90.567,81.564,39,51.366,16.523,58.793,"I"
77,17.623,"N",47,"Class3",84.67,7.185,84,43.282,35.931,36.717,"Z"
23,40.761,"F",72,"Class4",65.885,84.197,43,31.455,16.541,63.716,NA
30,52.194,"F",72,"Class4",53.586,91.899,45,13.043,16.956,37.644,"U"
91,12.906,"X",45,"Class3",44.276,6.929,84,44.668,39.632,59.451,"Z"
23,47.121,"M",39,"Class2",27.149,8.375,65,42.402,81.292,10.309,"I"
28,47.382,"M",84,"Class4",54.066,82.646,42,61.726,16.821,44.867,"U"
50,56.907,"F",70,"Class4",53.65,91.19,41,26.661,16.591,68.564,"B"
90,15.337,"X",62,"Class3",89.82,6.686,83,46.454,60.025,36.516,"U"
21,40.684,"M",69,"Class2",21.891,5.924,60,37.963,83.073,28.487,"T"
27,64.524,"M",42,"Class2",26.164,4.814,63,40.012,69.183,19.636,"M"
67,16.136,"V",42,"Class3",62.394,5.855,69,37.962,77.944,50.48,"F"
21,38.109,"M",45,"Class2",9.11,10.869,72,48.816,71.328,31.26,"M"
98,14.553,"X",52,"Class3",93.683,5.233,70,42.147,48.034,53.443,"O"
26,37.069,"J",42,"Class2",0.86,13.206,68,36.543,85.913,45.224,"X"
7,76.566,"E",13,"Class1",64.288,57.969,45,27.426,73.434,2.501,"Q"
23,41.756,"D",11,"Class2",18.171,11.755,79,37.335,64.73,38.632,"X"
88,16.634,"N",48,"Class3",87.804,6.182,72,44.761,39.624,56.193,"G"
18,37.618,"D",71,"Class1",64.144,82.579,44,38.188,72.285,4.036,"Q"
51,40.157,"M",82,"Class4",54.336,88.109,43,37.521,16.823,39.51,"O"
21,23.593,"V",27,"Class2",20.633,13.631,89,52.179,55.74,-10.928,"M"
77,12.748,"N",55,"Class3",78.563,5.307,71,NA,24.24,34.872,"Z"
6,20.249,"E",62,"Class1",38.585,65.55,37,37.538,79.27,4.566,"K"
9,32.419,"Y",71,"Class1",44.263,52.104,32,18.646,78.45,4.339,"I"
44,41.11,"M",80,"Class4",38.506,86.7,37,47.449,16.951,60.904,"B"
22,40.644,"T",28,"Class2",16.256,5.926,66,48.051,84.754,24.686,"D"
9,30.417,"E",37,"Class1",58.167,84.022,39,19.448,81.658,5.489,"K"
59,48.99,"M",81,"Class4",78.648,85.986,38,43.299,16.022,43.618,"O"
96,12.926,"M",45,"Class3",99.842,6.46,87,41.391,67.59,19.138,"G"
21,36.17,"D",48,"Class2",16.304,14.267,69,39.182,62.35,32.89,"D"
10,62.466,"Y",24,"Class1",55.52,73.517,39,38.087,80.964,4.383,"Q"
27,22.609,"T",57,"Class2",25.132,6.954,74,53.124,77.464,54.235,"X"
59,51.735,"M",74,"Class4",56.429,82.273,43,48.387,16.032,53.596,"B"
17,77.337,"K",24,"Class1",57.145,87.055,36,23.589,74.792,3.063,"Q"
68,14.436,"V",45,"Class3",59.634,6.191,69,45.095,35.998,23.482,NA
13,55.994,"K",63,"Class1",26.402,46.825,31,32.329,68.822,6.918,"Q"
26,57.984,"J",36,"Class2",23.83,7.396,60,30.988,82.506,37.701,"I"
20,54.042,"Y",62,"Class1",75.176,46.244,31,NA,82.351,6.179,"L"
59,13.638,"X",54,"Class3",109.29,7.825,83,41.932,42.876,32.604,"G"
85,17.781,"N",49,"Class3",64.27,7.696,72,47.704,36.229,26.372,"G"
10,42.611,"N",80,"Class4",67.018,87.294,45,39.234,16.869,58.952,"U"
24,38.092,"J",72,"Class2",14.755,8.346,80,47.295,56.426,42.02,"I"
55,50.388,"V",81,"Class4",69.658,78.512,40,37.162,16.642,18.515,"B"
97,12.367,"V",62,"Class3",91.223,7.412,59,42.047,32.527,27.213,"Z"
47,41.059,"P",73,"Class4",75.891,79.136,45,37.877,16.686,60.847,"I"
22,21.384,"V",49,"Class2",15.01,8.384,62,49.752,56.72,15.676,"M"
66,15.157,"X",53,"Class3",75.719,4.785,66,NA,52.622,60.689,"O"
19,79.961,"P",20,"Class1",53.267,61.93,45,33.244,80.342,4.779,"Q"
59,17.427,"X",43,"Class3",83.324,7.413,78,NA,54.002,43.315,"Z"
12,42.489,"P",70,"Class1",42.959,70.201,43,27.838,69.148,6.029,"R"
64,17.917,"M",48,"Class3",46.632,4.917,63,43.083,78.439,31.76,"G"
18,53.475,"Y",66,"Class1",75.445,52.075,39,37.312,74.324,4.309,"R"
85,13.302,"X",56,"Class3",90.728,6.882,84,43.343,42.32,28.41,"G"
24,57.581,"D",72,"Class2",12.518,14.91,64,42.151,58.559,29.562,"D"
13,71.039,"D",67,"Class1",72.522,47.835,39,27.195,69.432,3.5,"K"
24,49.321,"J",45,"Class2",-2.199,2.849,68,51.126,81.3,33.472,"T"
20,36.561,"T",21,"Class2",29.545,8.247,92,52.779,63.357,68.03,"I"
68,12.483,"M",46,"Class3",56.423,4.45,83,42.022,78.077,49.625,"Z"
16,30.045,"Y",64,"Class1",62.821,74.516,39,33.298,68.472,3.575,"R"
29,55.764,"V",75,"Class4",55.016,84.38,37,27.881,16.159,73.86,"I"
75,16.794,"V",52,"Class3",64.802,7.596,67,39.12,39.334,30.766,"U"
46,48.5,"M",74,"Class4",78.552,93.58,43,27.697,16.703,31.265,"B"
83,15.172,"Z",53,"Class3",55.744,4.5,64,42.607,44.894,51.554,"U"
11,20.848,"E",68,"Class1",22.671,84.997,46,23.279,71.149,5.785,"K"
49,46.732,"N",85,"Class4",60.918,90.902,46,56.786,16.901,56.651,"I"
14,55.232,"K",27,"Class1",63.879,53.62,31,38.879,77.644,4.831,"Q"
40,50.246,"N",78,"Class4",63.931,91.226,35,31.176,16.83,44.684,"B"
7,45.547,"N",79,"Class4",71.72,93.593,37,18.467,16.748,39.252,"U"
86,14.457,"Z",52,"Class3",63.353,7.171,74,43.495,82.13,19.31,"U"
20,23.407,"T",71,"Class2",30.33,12.497,80,51.646,74.091,42.908,"T"
20,35.28,"P",37,"Class1",12.083,67.905,45,29.043,68.834,3.149,"I"
78,17.316,"M",45,"Class3",55.01,6.126,68,47.792,32.743,72.728,"U"
62,46.238,"F",81,"Class4",71.406,89.693,43,18.231,16.008,34.775,"O"
9,39.72,"E",43,"Class1",65.597,54.207,37,32.967,67.023,4.852,"Q"
15,64.276,"E",16,"Class1",86.158,78.056,39,27.432,74.906,5.955,"I"
24,50.57,"J",23,"Class2",8.712,10.144,95,52,54.259,56.039,"I"
18,44.597,"N",73,"Class4",49.9,80.117,46,39.45,16.052,68.366,"I"
34,50.769,"V",83,"Class4",92.283,86.597,36,17.494,16.983,57.775,"U"
61,15.337,"N",60,"Class3",94.769,4.107,88,43.575,51.492,51.117,"U"
21,45.322,"V",51,"Class2",12.491,12.763,78,43.848,74.682,22.876,"X"
59,15.894,"V",56,"Class3",70.536,5.215,86,43.535,82.78,17.475,"G"
10,59.855,"D",22,"Class1",75.831,79.231,42,35.834,81.943,0.938,NA
22,33.536,"V",78,"Class2",39.627,8.774,75,45.009,75.698,21.667,"I"
84,12.848,"V",61,"Class3",68.554,4.979,76,42.007,37.085,48.661,"G"
27,23.009,"D",16,"Class2",21.714,8.117,62,48.025,81.388,26.74,"T"
83,16.01,"N",51,"Class3",91.1,4.075,85,45.085,76.942,33.592,"Z"
83,14.074,"M",52,"Class3",75.634,4.953,64,42.489,74.496,39.134,"Z"
87,16.195,"Z",55,"Class3",89.903,4.321,75,47.023,51.828,36.901,"U"
8,82.187,"K",18,"Class1",63.856,78.49,34,34.073,67.435,6.104,"K"
72,13.044,"Z",48,"Class3",104.46,7.25,66,44.813,33.221,38.02,NA
56,54.552,"F",69,"Class4",89.605,78.566,40,45.819,16.678,7.453,"N"
8,18.058,"Y",38,"Class1",7.924,57.55,43,29.841,82.786,4.324,"L"
99,16.554,"M",56,"Class3",69.485,7.695,81,41.773,86.675,48.499,"O"
62,16.049,"V",42,"Class3",63.488,7.712,64,44.811,35.946,23.95,"G"
87,14.777,"Z",62,"Class3",73.205,4.193,60,43.835,86.831,49.571,"G"
22,22.299,"D",63,"Class2",32.772,3.292,76,41.435,71.577,47.919,"M"
90,14.042,"V",62,"Class3",84.361,5.402,78,43.886,42.26,36.686,"G"
97,14.628,"X",62,"Class3",68.27,5.986,62,40.604,37.846,63.493,"F"
80,16.317,"X",53,"Class3",59.252,5.206,60,43.829,55.543,8.925,"U"
41,54.472,"V",76,"Class4",62.394,80.881,44,NA,16.426,15.674,"N"
22,56.965,"D",56,"Class2",31.934,8.134,87,46.632,54.677,17.149,"X"
15,43.074,"P",78,"Class4",76.76,80.591,39,65.239,16.596,17.247,"N"
88,16.658,"N",48,"Class3",66.151,7.225,62,42.006,75.666,29.24,"F"
55,46.569,"V",70,"Class4",100.971,86.956,44,47.64,16.071,60.408,"U"
26,43.697,"F",79,"Class4",103.501,85.446,42,41.097,16.173,39.461,"O"
44,45.196,"P",71,"Class4",71.994,86.462,44,27.843,16.32,20.239,"I"
55,50.875,"V",76,"Class4",59.263,93.706,43,37.793,16.877,17.106,"N"
16,41.697,"P",31,"Class1",83.25,81.205,45,23.427,71.654,6.37,NA
47,54.106,"N",81,"Class4",52.356,85.599,40,53.878,16.245,75.981,"U"
28,51.956,"F",78,"Class4",53.984,84.061,37,57.534,16.694,78.202,"O"
22,49.187,"E",22,"Class1",73.482,77.478,38,36.687,72.903,4.977,"K"
10,43.84,"V",68,"Class4",61.005,86.973,35,37.507,16.215,56.063,"N"
98,16.25,"N",48,"Class3",74.989,6.696,71,40.606,87.657,16.495,"Z"
24,42.227,"V",78,"Class4",73.079,80.402,38,41.796,16.638,48.482,"U"
6,30.368,"P",55,"Class1",57.663,67.515,38,33.005,75.352,3.736,"Q"
67,17.526,"X",59,"Class3",96.414,5.124,61,44.91,63.78,50.249,"Z"
22,60.06,"T",30,"Class2",22.946,2.998,96,41.911,53.513,31.826,"X"
25,58.137,"F",83,"Class4",69.253,85.035,35,23.499,16.422,36.897,"U"
20,35.683,"V",31,"Class2",15.937,3.629,72,45.773,61.28,44.31,"X"
14,70.156,"Y",55,"Class1",20.439,53.769,31,28.798,78.159,1.759,"R"
48,55.658,"N",72,"Class4",64.38,78.916,36,34.021,16.623,46.849,NA
12,68.595,"E",48,"Class1",44.195,92.403,35,32.531,82.559,3.405,"L"
25,58.427,"V",15,"Class2",-0.39,12.237,68,42.095,58.417,52.123,NA
92,17.131,"Z",56,"Class3",66.544,6.119,64,44.94,75.795,72.714,"O"
28,45.66,"P",69,"Class4",69.011,87.638,45,NA,16.125,30.999,"O"
31,49.345,"M",69,"Class4",63.864,78.648,45,28.951,16.219,56.92,"O"
97,14.118,"Z",53,"Class3",71.556,6.195,73,41.552,25.866,46.541,"O"
20,62.748,"V",56,"Class2",21.491,9.116,70,42.302,61.67,31.825,"D"
27,30.252,"M",38,"Class2",28.967,3.546,65,46.217,63.791,44.94,"T"
30,57.896,"V",78,"Class4",85.137,92.176,41,40.544,16.718,33.081,"U"
21,54.886,"N",83,"Class4",71.376,83.273,36,37.462,16.769,44.104,"N"
15,42.74,"V",68,"Class4",53.887,91.165,44,45.252,16.356,29.795,"I"
21,51.789,"P",43,"Class1",13.701,83.038,34,31.108,77.542,6.466,"L"
28,56.906,"P",76,"Class4",84.608,81.619,45,51.185,16.693,2.363,"U"
12,80.107,"P",44,"Class1",112.458,59.224,33,42.615,72.035,2.994,"R"
54,48.975,"F",72,"Class4",53.847,86.252,39,70.502,16.608,61.228,"N"
12,82.498,"D",56,"Class1",32.358,54.25,36,36.463,68.498,4.417,"Q"
93,13.44,"Z",45,"Class3",71.787,5.274,69,45.324,24.931,42.743,"U"
22,35.77,"P",42,"Class1",28.425,78.895,32,35.478,76.088,3.854,"R"
7,80.587,"K",16,"Class1",63.364,61.92,31,30.443,75.589,3.449,"Q"
73,13.565,"M",48,"Class3",59.725,7.925,65,50.542,67.557,46.381,"Z"
19,54.747,"E",56,"Class1",66.306,61.75,41,47.317,78.524,3.965,"K"
24,40.736,"T",37,"Class2",30.312,7.536,73,55.485,83.635,24.4,"M"
24,36.467,"D",62,"Class2",4.565,13.569,73,37.898,83.887,35.126,"D"
59,40.131,"M",80,"Class4",69.363,91.189,40,72.794,16.04,77.638,"N"
20,38.21,"M",26,"Class2",24.837,14.149,71,31.163,80.209,23.505,"X"
12,49.594,"E",41,"Class1",84.443,89.006,38,25.216,82.396,3.698,"R"
85,12.917,"V",58,"Class3",63.657,5.634,88,36.888,48.489,31.642,"F"
81,13.435,"Z",56,"Class3",76.225,7.881,83,44.091,77.318,33.273,"F"
12,50.37,"P",73,"Class4",76.875,87.548,40,11.767,16.995,61.808,"N"
26,42.558,"P",77,"Class4",108.052,81.297,38,27.842,16.841,34.422,"B"
76,14.311,"M",47,"Class3",71.455,7.206,76,41.188,84.747,25.051,"F"
21,25.236,"P",64,"Class1",54.734,48.506,38,37.719,78.329,6.165,"K"
5,51.912,"F",74,"Class4",88.167,78.356,43,51.834,16.708,66.406,"I"
23,45.771,"J",73,"Class2",15.307,3.971,68,44.302,73.197,12.502,"D"
65,16.689,"X",42,"Class3",46.344,4.809,84,45.152,41.403,47.492,"G"
59,14.072,"M",56,"Class3",62.754,6.454,82,44.856,31.912,55.212,"O"
14,37.848,"K",33,"Class1",36.521,47.097,45,38.976,79.253,4.622,"I"
20,31.058,"P",7,"Class1",34.166,88.998,42,31.298,76.046,2.544,"Q"
19,43.954,"M",78,"Class4",68.521,86.004,36,37.278,16.351,37.481,"O"
9,52.838,"F",82,"Class4",64.282,92.458,38,57.48,16.539,48.863,"U"
96,13.879,"X",46,"Class3",51.77,4.539,66,45.986,72.026,67.816,"O"
7,41.312,"P",44,"Class1",85.376,75.514,43,29.983,76.52,5.488,"R"
21,20.761,"M",18,"Class2",17.546,9.426,88,44.944,80.413,38.951,NA
20,33.283,"V",18,"Class2",10.011,6.209,79,41.964,62.948,7.319,"X"
13,45.152,"D",44,"Class1",-7.561,89.931,44,27.462,70.027,3.913,"K"
88,17.971,"V",54,"Class3",65.125,6.992,88,48.286,48.486,41.825,"U"
10,33.107,"D",71,"Class1",71.38,56.427,38,41.67,81.923,5.813,"L"
66,15.661,"Z",47,"Class3",71.618,6.504,87,46.653,43.972,27.175,"F"
23,22.331,"V",32,"Class2",12.758,11.226,64,48.926,72.623,48.937,"M"
25,46.373,"T",45,"Class2",3.001,12.53,69,59.121,69.22,26.496,"D"
61,51.255,"P",82,"Class4",60.457,83.548,40,47.6,16.963,77.063,"O"
15,61.091,"Y",22,"Class1",49.362,46.171,33,35.409,76.015,3.222,"I"
91,14.052,"X",60,"Class3",101.345,6.205,87,46.75,81.479,8.471,"U"
93,14.892,"Z",52,"Class3",76.751,4.303,74,48.029,59.385,69.951,"G"
21,54.307,"J",42,"Class2",13.312,7.184,59,36.674,57.255,39.385,NA
65,13.567,"Z",47,"Class3",70.078,7.8,73,45.849,54.118,29.564,"U"
22,56.592,"J",21,"Class2",23.313,3.596,74,51.948,57.059,0.06,"T"
63,17.082,"Z",46,"Class3",91.731,5.753,79,44.772,56.344,32.51,"F"
36,49.294,"M",83,"Class4",69.915,84.016,37,29.448,16.705,45.676,"U"
89,12.448,"M",45,"Class3",69.905,6.269,85,42.425,87.155,43.476,"Z"
100,14.046,"Z",50,"Class3",75.448,6.87,75,41.565,77.84,54.663,"Z"
49,51.243,"M",69,"Class4",29.508,89.176,43,62.836,16.309,56.326,"N"
22,47.938,"T",78,"Class2",22.151,2.857,60,46.578,56.62,23.597,"D"
6,68.432,"Y",68,"Class1",52.082,59.973,33,36.058,70.51,0.726,"R"
96,12.384,"M",52,"Class3",85.281,6.351,63,49.501,32.041,37.934,"U"
64,13.71,"Z",57,"Class3",68.872,4.482,83,44.547,40.745,35.755,"Z"
25,32.724,"D",73,"Class2",18.065,9.171,79,41.902,60.64,58.664,"M"
22,39.434,"T",40,"Class2",-7.418,13.444,79,43.864,59.328,49.462,"X"
13,53.258,"E",40,"Class1",92.068,65.281,45,38.156,80.592,3.981,"K"
62,12.088,"V",59,"Class3",66.173,7.77,61,43.053,63.086,46.729,"U"
45,56.573,"M",80,"Class4",86.666,93.389,43,58.905,16.731,22.441,"O"
18,47.473,"P",82,"Class4",83.017,91.085,40,NA,16.581,52.636,"U"
43,52.03,"V",86,"Class4",95.688,87.534,35,32.902,16.968,47.534,NA
92,17.197,"Z",55,"Class3",87.665,6.232,73,40.045,27.2,24.058,"G"
18,78.884,"P",61,"Class1",66.736,60.804,43,40.689,82.663,4.465,"L"
58,42.123,"N",76,"Class4",70.588,89.951,43,25.771,16.447,13.837,"B"
25,43.632,"F",84,"Class4",66.118,86.295,37,27.112,16.039,77.001,"N"
18,20.598,"E",13,"Class1",80.474,48.024,34,28.791,79.317,6.839,"I"
22,51.287,"M",73,"Class4",77.106,88.006,36,35.797,16.3,58.952,"N"
6,63.707,"E",18,"Class1",96.623,77.986,33,29.286,82.721,5.016,"R"
15,45.168,"K",45,"Class1",45.257,79.126,36,14.009,77.216,7.24,"I"
10,57.957,"Y",21,"Class1",38.004,88.297,33,30.561,68.762,5.043,"K"
12,82.616,"E",54,"Class1",62.613,49.558,39,41.48,67.402,4.588,"Q"
82,17.9,"V",52,"Class3",75.019,6.412,70,43.1,30.194,49.344,"O"
11,36.136,"D",20,"Class1",79.244,51.721,39,32.509,70.581,4.251,"R"
20,87.244,"P",56,"Class1",51.755,46.767,34,37.793,72.669,3.112,"Q"
80,16.501,"V",57,"Class3",61.875,7.778,60,44.529,46.164,50.844,"G"
62,17.421,"V",45,"Class3",52.349,7.352,64,45.856,80.888,31.021,"U"
53,41.328,"M",82,"Class4",81.181,92.7,38,19.084,16.917,81.123,"O"
20,48.309,"J",40,"Class2",25.413,9.025,69,51.523,74.509,32.047,"M"
20,40.1,"D",21,"Class2",-6.401,4.811,96,44.945,63.672,34.274,"T"
11,34.435,"P",20,"Class1",41.04,80.982,42,37.624,68.911,4.021,"L"
14,35.496,"Y",42,"Class1",80.629,62.455,36,27.748,78.07,2.6,"L"
25,50.249,"J",46,"Class2",13.601,9.282,85,47.927,71.062,40.447,"M"
17,50.738,"M",82,"Class4",69.996,90.804,37,60.665,16.24,49.689,"I"
42,46.279,"M",68,"Class4",75.213,83.923,40,70.358,16.644,80.388,"O"
17,72.873,"Y",10,"Class1",46.364,69.29,39,26.99,70.424,3.431,"L"
88,13.175,"Z",48,"Class3",55.416,7.429,83,43.091,33.066,48.232,"U"
73,16.854,"M",51,"Class3",77.171,6.306,71,NA,37.7,25.541,"G"
16,42.154,"P",80,"Class4",82.043,88.878,36,40.573,16.748,77.463,"U"
24,47.472,"P",70,"Class4",57.583,93.731,39,28.55,16.491,37.011,"I"
12,51.646,"M",72,"Class4",103.58,87.117,45,22.468,16.45,31.225,"B"
22,57.86,"N",79,"Class4",51.881,90.972,46,31.477,16.815,70.078,"N"
20,61.311,"V",21,"Class2",24.436,13.165,66,39.556,57.464,18.003,"M"
21,70.138,"E",57,"Class1",24.577,56.653,34,44.144,74.483,4.917,"R"
40,51.391,"N",69,"Class4",82.494,78.439,38,23.089,16.513,37.166,"B"
16,38.198,"K",52,"Class1",83.169,69.237,40,33.676,74.434,3.172,"K"
26,51.813,"D",59,"Class2",1.74,12.91,75,43.241,81.2,2.25,"M"
20,31.428,"V",62,"Class2",5.345,12.38,59,50.458,76.077,1.865,"T"
24,54.402,"T",67,"Class2",32.442,5.958,87,45.297,84.585,61.069,"T"
10,85.168,"E",45,"Class1",27.534,59.389,45,38.351,70.03,2.228,"Q"
60,49.013,"F",68,"Class4",96.916,91.903,38,25.443,16.856,54.715,"O"
15,24.994,"P",64,"Class1",58.459,55.325,31,46.03,76.122,4.428,"Q"
27,45.665,"V",85,"Class4",71.401,84.52,45,25.031,16.996,33.498,NA
92,13.663,"N",46,"Class3",81.596,7.553,80,42.307,35.529,42.488,"Z"
20,49.892,"J",23,"Class2",23.158,4.856,88,51.873,84.184,31.407,"I"
22,42.246,"V",59,"Class2",28.113,9.178,78,48.827,65.666,30.586,"I"
48,52.846,"P",71,"Class4",76.996,85.084,42,28.993,16.416,23.559,"I"
63,15.507,"M",50,"Class3",77.65,4.287,65,41.242,58.446,48.197,"F"
9,74.178,"K",44,"Class1",21.887,62.616,43,27.351,79.236,2.958,"I"
19,44.624,"Y",36,"Class1",67.972,80.477,46,34.235,79.533,1.769,"K"
26,58.726,"D",16,"Class2",22.326,2.976,73,39.156,80.107,59.325,"I"
26,23.389,"J",24,"Class2",-1.132,9.182,83,42.979,71.751,16.587,"M"
16,85.863,"D",59,"Class1",57.298,79.749,34,30.853,74.291,3.702,"I"
25,61.029,"D",37,"Class2",7.817,0.852,76,55.289,61.032,27.106,"I"
60,16.971,"X",48,"Class3",83.851,4.038,70,44.013,38.382,42.688,"Z"
22,43.439,"P",76,"Class4",95.621,90.103,35,23.57,16.011,59.568,"B"
15,64.246,"P",13,"Class1",17.04,74.395,46,23.59,69.855,4.123,NA
69,15.093,"N",46,"Class3",67.333,4.653,69,43.753,37.17,29.052,"G"
89,14.476,"Z",60,"Class3",59.776,7.888,71,42.589,35.109,38.295,"U"
24,25.669,"J",37,"Class2",20.055,14.904,66,37.935,74.584,23.58,"D"
27,31.7,"D",79,"Class2",10.361,11.977,87,36.606,81.218,42.562,"M"
6,41.697,"V",69,"Class4",78.159,86.7,35,46.683,16.098,61.92,"B"
25,55.879,"M",32,"Class2",-0.078,7.282,61,45.849,75.97,33.011,"T"
62,17.604,"X",53,"Class3",45.724,5.42,59,44.988,64.26,15.492,"F"
37,49.812,"F",74,"Class4",69.714,87.565,38,38.899,16.501,95.271,"O"
41,48.286,"P",72,"Class4",77.557,93.679,42,33.781,16.762,39.82,"I"
21,51.307,"M",73,"Class4",72.054,89.422,43,34.132,16.054,21.055,"O"
86,15.81,"M",49,"Class3",86.136,6.966,63,44.296,44.133,72.396,"O"
56,42.057,"F",80,"Class4",64.231,91.838,44,31.552,16.231,58.259,"N"
76,16.786,"M",45,"Class3",82.517,6.074,77,44.53,78.559,50.838,"O"
19,23.999,"K",31,"Class1",84.905,52.191,31,29.331,79.969,3.111,"K"
57,50.205,"N",69,"Class4",66.905,87.4,44,33.475,16.487,54.645,"B"
25,30.718,"J",66,"Class2",12.591,4.053,75,42.505,80.536,39.559,"M"
69,17.764,"X",54,"Class3",80.859,7.528,59,42.434,80.431,20.747,"Z"
19,57.263,"E",46,"Class1",33.73,84.765,37,46.628,82.816,1.494,"K"
42,42.224,"P",73,"Class4",62.126,82.366,35,43.089,16.882,56.245,"I"
62,40.229,"M",81,"Class4",73.98,87.193,37,40.548,16.173,75.469,"I"
26,20.658,"J",44,"Class2",32.571,6.54,64,54.403,74.227,31.531,"X"
17,57.297,"P",81,"Class4",58.223,86.387,45,30.258,16.828,56.705,NA
21,74.448,"P",18,"Class1",65.397,73.92,41,34.685,82.542,4.079,"Q"
12,88.489,"P",41,"Class1",96.084,54.447,38,31.868,77.573,3.75,"Q"
92,12.183,"Z",56,"Class3",56.337,7.585,70,NA,52.722,42.328,"U"
21,40.64,"J",34,"Class2",26.511,3.422,83,37.406,74.922,11.026,NA
18,47.644,"M",83,"Class4",71.434,83.484,41,50.251,16.521,36.29,NA
33,50.825,"N",80,"Class4",55.042,78.533,39,41.567,16.146,33.285,"I"
34,41.017,"P",71,"Class4",56.04,84.178,38,63.429,16.16,62.425,"U"
65,12.004,"V",60,"Class3",81.425,6.374,83,41.511,27.648,24.647,"G"
74,16.634,"M",49,"Class3",44.906,4.94,80,46.491,39.896,59.907,"F"
92,13.887,"X",54,"Class3",98.195,7.641,75,42.801,56.56,49.368,"G"
89,14.792,"N",43,"Class3",58.935,5.651,69,42.4,60.28,15.727,"U"
74,15.067,"Z",42,"Class3",73.763,4.79,77,49.546,37.64,43.727,"G"
73,17.636,"X",57,"Class3",67.155,7.682,60,43.43,47.193,34.781,"U"
69,17.615,"X",54,"Class3",94.836,6.235,64,47.682,28.038,37.927,"G"
42,56.657,"M",73,"Class4",63.82,79.642,37,38.144,16.453,7.408,"B"
5,56.964,"F",73,"Class4",79.043,81.956,45,19.253,16.189,9.166,"O"
95,13.415,"N",43,"Class3",88.839,7.019,70,45.855,67.303,75.892,"Z"
27,56.412,"M",70,"Class4",94.702,90.144,39,40.011,16.507,34.492,"U"
92,15.254,"V",53,"Class3",48.071,6.553,69,45.121,55.386,37.642,"G"
12,72.366,"K",39,"Class1",85.005,74.309,37,25.792,67.947,4.795,"K"
23,36.607,"V",21,"Class2",45.686,1.47,84,49.471,73.8,64.428,"D"
98,12.116,"M",60,"Class3",85.543,5.194,66,43.604,56.038,43.863,"Z"
7,54.378,"E",18,"Class1",18.123,85.273,41,42.214,70.805,1.564,"R"
7,41.544,"M",82,"Class4",72.174,82.654,41,36.144,16.531,57.488,"B"
32,40.23,"M",69,"Class4",75.052,84.987,45,28.164,16.685,22.589,"B"
24,54.044,"M",32,"Class2",-3.763,9.305,84,46.769,80.205,36.933,"I"
55,40.255,"M",83,"Class4",54.678,92.808,46,63.564,16.861,39.285,"I"
8,56.455,"D",9,"Class1",53.165,74.461,33,37.183,74.787,2.71,"L"
86,16.08,"Z",54,"Class3",85.119,6.243,81,45.645,55.897,35.297,"U"
