"I1","I2","I3","I4","I5","I6","I7","I8","Output8","I9","I10","I11"
27.729,27,24.542,88.472,82.222,72,"U",43,"Class1",68.734,"U",80.385
25.631,25,28.544,81.623,35.117,73,"Z",61,"Class1",NA,"Q",80.594
29.596,64,36.023,47.26,84.729,67,"O",49,"Class2",45.918,"G",52.994
19.765,67,35.89,48.407,80.399,71,"J",49,"Class2",47.229,"G",63.153
36.966,26,41.163,86.009,85.463,72,"X",56,"Class1",74.936,"U",80.738
44.599,20,41.763,85.088,35.84,72,"X",49,"Class1",57.267,"W",80.292
38.728,71,36.824,43.623,91.889,82,"O",49,"Class2",46.305,"C",64.034
6.607,25,41.936,84.168,92.901,73,"X",47,"Class1",66.95,"U",80.108
41.071,22,19.727,87.569,59.761,72,"U",61,"Class1",NA,"U",80.925
15.564,19,33.808,82.111,42.271,72,"U",38,"Class1",59.023,"U",80.849
17.067,65,38.507,44.573,80.891,78,"O",51,"Class2",47.939,"L",63.959
24.438,65,32.677,42.057,95.5,72,"J",52,"Class2",NA,"Q",77.172
27.937,73,36.62,51.26,89.186,69,"J",54,"Class2",45.954,"L",65.487
52.176,24,31.467,84.845,48.503,73,"R",40,"Class1",57.582,"T",80.232
28.111,75,36.154,48.478,82.36,77,"E",52,"Class2",46.841,"G",56.546
0.878,20,69.25,86.116,92.935,73,"R",46,"Class1",81.965,"U",81.227
72.222,17,73.04,89.423,50.045,73,"R",76,"Class1",70.041,"W",80.237
34.307,54,37.046,48.886,91.854,80,"R",58,"Class2",47.702,"M",84.947
8.539,25,22.911,81.03,37.419,73,"R",70,"Class1",70.16,"U",80.417
54.988,17,47.706,87.414,38.567,73,"W",44,"Class1",64.506,"Q",80.732
25.862,20,27.58,85.438,90.937,73,"W",72,"Class1",74.915,"T",80.381
30.356,64,34.884,49.599,86.624,77,"O",57,"Class2",46.74,"M",57.041
3.554,24,52.672,90.544,55.461,72,"X",50,"Class1",65.014,"W",80.12
32.838,53,35.451,52.352,77.724,81,"K",56,"Class2",47.636,"L",89.981
34.719,17,56.208,87.056,50.481,72,"Z",48,"Class1",61.212,"V",80.265
23.059,63,36.518,53.559,94.161,74,"E",58,"Class2",46.715,"M",67.177
26.297,76,37.088,44.962,95.463,71,"J",58,"Class2",46.433,"G",46.166
36.989,19,45.6,90.398,59.284,73,"R",76,"Class1",74.204,"W",80.399
29.596,74,36.001,49.5,91.526,71,"R",54,"Class2",47.168,"G",44.407
25.686,68,37.743,44.353,85.451,82,"R",50,"Class2",48.178,"C",53.012
15.379,24,57.337,86.021,40.875,73,"U",63,"Class1",71.023,"Q",80.296
25.458,64,34.312,46.334,86.772,79,"R",55,"Class2",47.925,"C",40.616
22.691,68,38.125,47.084,94.222,78,"R",51,"Class2",46.046,NA,75.888
16.567,18,35.379,81.942,72.229,73,"W",77,"Class1",80.299,"U",80.366
32.449,71,34.864,53.692,90.321,81,"O",55,"Class2",46.154,"Q",87.955
29.505,76,35.41,49.827,82.359,72,"O",54,"Class2",46.293,"G",81.016
47.785,19,56.063,90.461,46.536,73,"Z",73,"Class1",69.521,"W",80.916
28.901,61,36.332,53.347,84.225,71,"O",51,"Class2",46.709,"G",44.798
15.41,21,35.213,89.901,60.924,72,"Z",51,"Class1",79.383,"V",80.738
13.499,25,67.11,86.019,53.446,73,"Z",76,"Class1",56.866,"V",80.584
14.333,25,35.639,87.336,77.118,73,"U",68,"Class1",48.564,"Q",80.264
26.858,19,65.821,87.201,59.295,72,"R",59,"Class1",55.296,"Q",80.394
28.924,70,32.738,43.307,91.535,81,"O",53,"Class2",47.761,"M",35.827
56.296,21,52.207,84.27,57.474,72,"Z",60,"Class1",70.189,"U",80.284
29.114,62,34.103,43.977,76.384,75,"K",50,"Class2",46.855,"L",36.955
17.727,23,54.939,83.362,79.422,73,"W",44,"Class1",61.954,"V",80.722
26.019,73,35.189,48.23,88.606,76,"R",56,"Class2",NA,"M",67.287
17.724,25,36.594,82.099,35.089,72,"R",53,"Class1",75.746,"W",80.09
4.553,22,44.208,89.25,41.339,73,"Z",71,"Class1",55.259,"Q",80.301
16.187,27,73.908,90.695,37.933,72,"W",52,"Class1",88.282,"Q",80.169
25.084,22,60.114,90.658,68.456,73,"Z",53,"Class1",56.311,"V",80.664
41.311,24,62.499,87.578,42.976,73,"X",40,"Class1",81.365,"V",80.396
39.592,54,35.472,46.515,76.386,82,"E",58,"Class2",46.937,"Q",71.292
28.611,72,37.042,45.841,80.351,75,"K",58,"Class2",46.293,"C",76.559
66.778,22,26.96,82.627,70.838,72,"R",64,"Class1",91.074,"U",80.563
28.495,27,74.92,89.362,53.353,73,"U",71,"Class1",65.862,"U",80.661
25.675,71,33.372,49.09,91.424,70,"E",57,"Class2",47.849,"M",46.331
26.685,68,33.484,47.292,93.7,72,"R",55,"Class2",46.679,"Q",46.965
33.451,54,32.093,48.011,93.09,71,"K",52,"Class2",47.509,"C",61.757
42.928,17,42.38,86.585,77.003,73,"W",73,"Class1",65.675,"U",80.867
32.435,64,33.097,52.457,86.324,78,"R",59,"Class2",46.35,"L",96.407
26.083,75,32.044,43.547,89.573,64,"K",52,"Class2",47.438,"Q",65.347
24.717,24,35.919,90.885,70.783,72,"W",59,"Class1",76.947,"T",79.754
27.196,58,35.969,49.286,93.442,73,"E",54,"Class2",47.207,NA,83.576
14.297,17,38.768,90.216,75.342,73,"R",65,"Class1",67.24,"U",80.707
33.867,27,45.25,82.329,60.352,73,"Z",38,"Class1",61.981,"U",80.194
35.776,27,20.941,85.752,49.155,73,"X",52,"Class1",69.509,"Q",80.586
20.565,25,26.052,85.009,48.376,72,"W",61,"Class1",64.935,"Q",80.36
42.235,21,56.799,82.138,68.723,72,"R",44,"Class1",76.77,"Q",80.963
43.458,20,57.999,86.147,68.297,73,"Z",40,"Class1",63.977,"Q",80.946
28.855,22,69.269,87.534,47.748,72,"Z",43,"Class1",74.983,"W",80.979
26.734,56,35.092,48.77,76.128,74,"O",50,"Class2",47.517,"G",59.927
66.965,22,70.925,88.467,75.348,72,"U",41,"Class1",63.498,"Q",80.127
30.074,52,37.835,44.84,84.505,71,"J",55,"Class2",45.96,"L",83.773
20.866,21,44.497,87.647,49.154,72,"R",78,"Class1",83.563,"Q",81.094
55.334,18,62.948,81.979,61.844,72,"W",69,"Class1",58.776,NA,80.375
1.592,23,23.249,87.74,79.443,72,"R",56,"Class1",65.127,"U",80.705
18.282,23,44.847,86.463,41.304,73,"X",77,"Class1",69.328,"U",80.88
30.19,76,35.269,52.137,83.949,67,"K",56,"Class2",46.752,"Q",85.848
38.774,25,63.932,83.586,46.389,73,"X",53,"Class1",57.066,"T",80.486
53.913,20,34.415,87.59,56.686,73,"X",52,"Class1",66.407,"W",80.647
27.721,70,34.732,45.531,95.77,79,"K",50,"Class2",46.939,"C",66.3
34.216,22,48.281,81.337,84.269,72,"R",52,"Class1",61.686,"T",80.451
27.775,59,38.82,52.307,90.103,65,"O",59,"Class2",47.633,"G",41.888
-25.455,19,61.577,87.821,53.46,72,"Z",66,"Class1",NA,"U",81.041
29.87,55,37.95,48.836,87.764,79,"E",58,"Class2",45.922,"G",83.302
40.943,21,70.147,85.32,43.249,72,"R",65,"Class1",77.739,"V",79.906
37.232,53,38.707,49.185,75.595,67,"E",56,"Class2",47.113,"L",79.081
48.359,25,49,88.79,47.54,73,"W",65,"Class1",65.05,"Q",80.509
38.144,67,37.601,47.657,74.642,70,"K",59,"Class2",46.593,"C",56.117
24.258,62,34.604,43.156,77.365,81,"J",51,"Class2",47.087,"G",69.242
27.066,22,32.45,89.99,72.491,73,"R",66,"Class1",73.704,"Q",80.364
30.515,25,22.442,90.256,78.248,73,"Z",62,"Class1",66.875,"V",79.941
26.852,59,36.772,50.363,83.659,72,"J",56,"Class2",47.223,"L",97.927
24.668,25,67.648,81.585,55.639,72,"X",50,"Class1",69.822,"W",80.258
26.715,77,32.134,48.405,79.984,64,"K",50,"Class2",46.968,"L",68.359
64.19,21,34.193,88.557,63.474,72,"X",73,"Class1",68.165,"V",81.183
28.75,57,33.56,50.723,85.71,69,"J",52,"Class2",46.789,"L",57.187
32.752,59,34.542,48.914,85.648,67,"O",55,"Class2",47.68,"Q",77.199
29.066,17,43.789,82.64,49.051,73,"X",55,"Class1",72.331,"V",80.788
35.929,26,70.455,88.009,88.597,73,"R",62,"Class1",74.696,"Q",80.883
29.001,62,37.964,45.535,83.98,77,"E",58,"Class2",48.376,"L",63.41
35.396,55,32.798,50.682,89.556,64,"K",53,"Class2",47.128,"L",45.996
57.576,26,40.305,85.07,41.816,73,"X",62,"Class1",53.002,"W",81.172
41.3,76,32.274,45.534,88.043,73,"J",52,"Class2",47.372,NA,102.69
28.33,63,35.796,42.917,78.088,74,"K",55,"Class2",47.253,"L",56.927
37.54,25,66.894,89.501,39.741,72,"W",56,"Class1",70.412,"Q",80.827
31.974,67,36.993,48.771,74.675,82,"J",52,"Class2",47.232,"C",36.945
14.73,19,72.247,89.245,70.234,72,"U",67,"Class1",74.894,"U",80.687
24.746,53,36.661,43.823,83.456,78,"J",52,"Class2",46.951,"L",70.768
14.331,25,74.602,82.462,88.513,73,"R",38,"Class1",61.77,"T",80.786
24.583,25,69.028,86.868,88.848,72,"U",76,"Class1",69.39,"W",80.163
27.567,73,37.524,53.544,86.237,79,"R",53,"Class2",46.353,"Q",48.295
37.405,22,39.157,83.532,69.783,72,"W",66,"Class1",64.811,"Q",80.165
32.854,72,37.231,42.793,77.676,79,"J",55,"Class2",46.358,"G",37.691
17.968,54,35.965,49.801,77.096,64,"J",51,"Class2",47.906,"L",59.192
12.299,22,35.385,89.203,84.738,73,"U",65,"Class1",47.136,"U",80.988
20.353,66,37.113,45.867,89.286,73,"J",50,"Class2",47.514,"M",63.454
35.95,70,37.807,45.122,75.086,71,"E",51,"Class2",47.025,"Q",59.752
38.761,57,34.074,50.809,84.576,73,"E",53,"Class2",45.712,"Q",74.328
36.824,23,42.416,89.942,52.75,72,"X",62,"Class1",81.363,"Q",80.107
33.543,26,34.072,85.478,65.698,73,"X",53,"Class1",66.036,"T",80.864
42.792,24,67.791,88.654,69.951,72,"Z",61,"Class1",NA,"V",81.259
15.855,67,38.486,47.368,92.005,73,"E",54,"Class2",47.531,"Q",44.435
24.848,20,42.319,89.411,46.471,72,"U",66,"Class1",66.241,"V",80.653
58.519,25,39.472,84.954,36.408,72,"U",66,"Class1",61.416,"U",80.972
31.72,25,37.061,82.353,91.263,72,"X",78,"Class1",59.267,NA,80.216
43.877,20,68.672,88.942,46.458,73,"X",48,"Class1",70.226,NA,80.965
40.358,72,37.571,51.85,88.955,81,"J",59,"Class2",45.865,"M",72.775
35.595,53,38.004,47.477,92.58,79,"K",52,"Class2",NA,"M",58.242
28.956,52,34.472,48.077,95.107,74,"K",54,"Class2",46.746,NA,76.543
32.275,57,37.095,51.418,81.559,78,"E",51,"Class2",47.406,"G",68.811
30.411,73,38.123,47.502,83.22,66,"R",53,"Class2",47.515,"L",60.513
38.362,65,35.662,52.087,77.858,70,"J",53,"Class2",46.89,NA,71.494
33.332,52,37.813,43.726,80.549,77,"K",54,"Class2",47.461,"L",62.442
46.096,27,68.667,88.371,58.897,72,"R",50,"Class1",70.667,"U",80.572
39.981,64,37.952,49.895,84.794,72,"E",50,"Class2",46.661,"L",27.241
21.151,18,27.427,85.505,63.893,72,"U",76,"Class1",56.334,"V",80.019
20.037,77,33.131,52.572,80.151,64,"K",59,"Class2",46.254,"L",50.603
45.754,17,57.712,87.743,49.139,72,"Z",75,"Class1",64.959,NA,80.533
29.188,58,36.273,45.069,89.869,64,"R",49,"Class2",46.758,"G",80.186
25.14,68,33.549,53.829,75.861,65,"E",50,"Class2",NA,"M",69.886
45.772,21,66.68,82.408,80.653,73,"R",48,"Class1",67.347,"U",80.312
47.77,19,30.016,85.839,77.843,72,"U",68,"Class1",71.536,NA,80.461
-16.923,23,22.636,89.622,40.793,73,"Z",66,"Class1",60.742,"V",80.531
21.029,69,34.046,45.554,92.7,75,"O",52,"Class2",46.33,"L",25.312
-47.095,27,30.148,90.832,48.174,73,"R",38,"Class1",69.152,"Q",80.402
31.903,58,32.57,42.968,88.179,64,"E",56,"Class2",47.736,"L",51.137
12.784,22,50.948,90.876,65.897,72,"Z",54,"Class1",91.183,"U",80.301
31.31,69,33.867,47.316,89.276,70,"O",52,"Class2",46.406,"M",74.091
36.288,19,51.58,82.474,48.644,72,"X",47,"Class1",73.797,"Q",80.546
34.504,25,37.476,81.009,89.483,72,"Z",72,"Class1",74.165,"V",80.567
23.866,18,22.836,83.894,53.165,72,"W",54,"Class1",52.144,"T",79.982
38.216,25,35.783,84.02,49.008,73,"X",42,"Class1",65.593,"V",80.568
21.163,52,35.629,47.698,89.393,77,"E",54,"Class2",46.322,"C",69.695
51.215,24,37.786,87.19,57.374,73,"R",62,"Class1",71.379,"W",80.693
33.323,71,32.32,52.408,88.022,69,"K",56,"Class2",46.296,"Q",28.372
30.852,59,37.76,47.869,74.126,75,"K",49,"Class2",46.563,"G",74.825
28.663,64,34.896,53.576,89.879,79,"K",54,"Class2",48.455,"M",95.908
37.263,60,36.864,52.693,95.358,79,"O",52,"Class2",48.065,"C",79.558
61.926,20,59.942,83.787,58.641,73,"R",57,"Class1",70.997,"Q",81.165
35.875,22,42.603,84.954,46.972,72,"R",76,"Class1",76.823,"V",80.687
27.52,21,52.132,84.077,50.546,72,"Z",54,"Class1",48.424,"Q",80.193
25.431,58,38.101,49.692,84.289,67,"J",59,"Class2",46.956,"G",76.146
29.008,73,35.687,42.809,79.776,68,"K",55,"Class2",47.027,"C",72.763
26.476,61,34.289,46.883,78.123,74,"E",54,"Class2",45.464,"Q",99.493
32.114,74,36.832,52.365,84.786,81,"K",50,"Class2",46.581,"G",65.281
29.24,58,34.638,45.347,87.255,78,"R",53,"Class2",46.987,NA,80.884
5.229,24,53.298,85.851,86.818,73,"W",60,"Class1",59.182,"V",80.194
30.865,72,36.389,46.51,91,67,"R",50,"Class2",46.743,"L",63.531
34.544,20,35.766,85.982,91.499,73,"Z",45,"Class1",NA,"T",80.535
29.447,71,38.082,49.946,75.428,78,"K",50,"Class2",46.568,"Q",53.217
25.101,76,33.441,45.829,94.248,67,"R",58,"Class2",47.28,"M",74.096
29.857,70,36.006,44.014,78.61,68,"J",58,"Class2",46.181,"M",57.251
32.242,74,36.887,50.324,94.493,67,"R",50,"Class2",47.04,"L",60.12
27.189,21,28.809,82.801,61.29,73,"R",52,"Class1",65.379,"U",80.957
33.494,66,35.262,48.612,76.694,78,"J",49,"Class2",46.543,"L",69.874
56.524,17,18.817,81.584,81.671,73,"U",78,"Class1",60.213,"T",80.76
26.121,23,22.28,86.113,76.856,73,"R",59,"Class1",68.206,"T",80.287
24.694,22,25.877,89.73,35.154,72,"R",44,"Class1",76.557,"W",80.597
7.979,20,18.702,82.622,70.135,72,"R",46,"Class1",69.7,"V",80.258
8.875,27,54.605,87.369,70.153,73,"X",52,"Class1",68.348,"Q",80.291
20.114,52,36.672,47.352,87.681,79,"K",55,"Class2",47,"L",79.908
34.344,59,34.644,52.426,89.341,74,"K",49,"Class2",47.701,"C",52.633
19.569,27,29.483,87.822,54.595,73,"U",47,"Class1",NA,"W",79.879
79.145,25,51.818,81.577,44.369,72,"Z",77,"Class1",66.131,"V",80.899
27.352,19,74.173,90.553,46.364,73,"W",57,"Class1",52.726,"T",81.072
34.122,65,35.146,45.232,86.467,82,"E",53,"Class2",47.642,"C",78.257
23.65,67,37.132,49.173,84.76,71,"O",55,"Class2",47.876,"Q",86.581
21.636,55,34.107,46.483,82.606,68,"O",54,"Class2",47.534,"G",67.947
37.962,23,55.441,87.834,63.725,72,"X",55,"Class1",74.364,"U",80.098
28.416,62,33.972,45.748,89.78,76,"O",50,"Class2",46.711,"Q",66.449
36.469,27,59.841,82.281,87.166,73,"U",40,"Class1",63.676,"W",80.351
58.14,27,30.306,89.797,85.162,72,"Z",63,"Class1",66.669,"U",80.222
32.11,26,50.658,81.115,74.169,73,"U",72,"Class1",54.267,"T",80.701
8.178,21,40.714,82.971,67.312,73,"U",49,"Class1",66.025,"U",80.627
39.935,17,58.804,90.343,66.927,73,"U",49,"Class1",67.291,"Q",79.848
44.418,21,31.71,83.926,38.368,72,"W",67,"Class1",67.6,"V",79.56
36.879,70,35.013,49.891,79.995,82,"K",50,"Class2",45.46,"C",59.103
33.764,23,36.079,87.325,73.268,73,"R",46,"Class1",60.228,"W",80.406
29.806,69,33.589,51.791,76.261,80,"O",57,"Class2",NA,"C",87.563
30.857,26,25.751,83.271,36.275,73,"Z",77,"Class1",78.61,"T",80.402
40.153,72,37.704,49.876,77.974,75,"R",54,"Class2",47.27,"M",55.769
33.936,70,38.133,53.205,88.735,66,"E",59,"Class2",46.802,"M",100.461
27.346,56,37.612,51.023,88.759,71,"E",54,"Class2",47.137,"C",88.477
85.065,21,49.43,81.378,73.552,72,"R",57,"Class1",66.032,"V",80.445
33.866,77,33.951,53.538,76.951,67,"E",50,"Class2",46.691,"C",28.41
22.265,64,34.159,50.373,75.483,70,"E",54,"Class2",46.724,"C",79.61
38.259,17,37.61,86.909,37.435,73,"X",59,"Class1",69.379,"Q",80.956
23.275,25,51.57,89.269,66.228,72,"Z",59,"Class1",74.141,"T",80.628
29.835,23,69.045,87.596,57.43,73,"Z",59,"Class1",74.87,"V",81.015
32.631,62,37.346,42.741,74.457,70,"E",52,"Class2",45.902,"L",69.522
2.61,23,31.077,88.645,40.107,73,"X",73,"Class1",84.246,"T",80.532
33.271,19,19.104,86.369,55.698,73,"Z",57,"Class1",70.002,"T",80.3
27.731,58,32.589,48.426,76.728,69,"E",59,"Class2",46.35,"L",45.358
26.642,74,36.972,51.476,75.468,82,"O",57,"Class2",47.507,"Q",47.807
25.713,20,18.881,88.26,69.305,73,"U",50,"Class1",71.311,"T",80.794
31.557,18,74.91,88.888,35.838,72,"R",64,"Class1",58.182,"V",80.786
33.016,63,36.123,53.48,92.995,77,"O",51,"Class2",47.398,"C",53.181
19.937,21,31.097,88.352,77.201,72,"U",72,"Class1",73.272,"W",81.033
35.504,59,34.438,44.73,82.142,79,"J",58,"Class2",46.446,"C",68.082
25.533,69,35.619,42.638,91.244,71,"K",52,"Class2",47.11,"C",61.372
18.744,20,57.788,89.355,48.669,73,"U",49,"Class1",83.571,"U",80.282
44.289,59,32.139,48.75,83.068,78,"J",50,"Class2",46.791,"G",79.12
43.039,24,55.576,81.752,67.398,73,"U",58,"Class1",62.611,"W",80.128
25.618,54,36.263,45.128,84.79,80,"J",49,"Class2",48.006,"C",78.038
16.119,21,22.568,84.987,92.418,73,"U",65,"Class1",78.928,"W",81.245
25.764,20,57.209,83.772,90.821,72,"Z",43,"Class1",58.026,"U",80.176
23.134,27,33.429,84.174,53.926,73,"U",67,"Class1",60.072,"T",80.172
39.085,25,66.994,82.705,75.253,72,"U",62,"Class1",73.014,"Q",80.354
33.505,26,17.589,90.105,54.289,72,"U",57,"Class1",67.244,"Q",80.283
29.694,58,32.971,53.581,81.764,79,"J",49,"Class2",46.046,"Q",92.462
57.346,26,18.19,81.231,57.665,73,"U",72,"Class1",68.839,"V",80.246
33.592,68,33.107,51.313,80.047,75,"R",58,"Class2",46.777,"C",61.48
26.817,72,35.263,52.446,94.712,77,"O",56,"Class2",47.264,"Q",53.619
39.961,60,34.056,43.113,80.126,77,"K",53,"Class2",46.912,"M",77.574
28.945,66,36.894,51.376,90.477,70,"J",56,"Class2",46.61,"C",33.497
-18.536,19,35.125,86.399,74.285,73,"U",52,"Class1",72.322,"Q",80.698
33.071,72,35.423,48.782,93.675,80,"E",53,"Class2",46.648,"Q",54.333
43.058,22,54.499,90.533,58.493,72,"Z",52,"Class1",68.847,"V",80.854
33.752,72,34.836,48.61,89.726,65,"O",50,"Class2",48.587,"L",89.603
33.26,53,36.203,43.711,87.249,66,"K",52,"Class2",46.579,NA,53.679
26.631,62,36.91,53.379,89.604,65,"R",58,"Class2",47.141,"L",87.282
21.327,18,22.78,88.01,65.907,72,"X",57,"Class1",62.455,"Q",81.279
22.145,58,38.308,52.133,84.346,76,"R",51,"Class2",46.801,"Q",67.969
40.542,19,56.523,88.028,38.26,72,"Z",54,"Class1",74.952,NA,80.435
39.54,69,33.389,44.115,95.312,73,"J",56,"Class2",48.089,"M",58.821
35.205,62,37.215,46.036,90.977,74,"E",58,"Class2",47.75,"Q",53.246
29.584,26,33.899,89.048,37.465,72,"R",74,"Class1",62.454,"V",80.111
31.306,54,35.2,44.608,85.283,65,"R",59,"Class2",47.708,"Q",58.87
7.183,21,54.746,89.665,67.784,72,"R",73,"Class1",76.933,"V",80.347
34.815,57,34.419,52.406,92.189,81,"E",52,"Class2",46.164,"M",55.874
33.962,69,36.571,46.331,79.917,66,"O",59,"Class2",47.212,"G",80.421
26.587,18,46.813,81.177,81.454,72,"W",68,"Class1",68.87,"Q",80.726
68.782,27,67.35,89.84,49.692,72,"U",78,"Class1",66.247,"U",80.175
25.366,68,35.211,46.59,74.476,72,"O",51,"Class2",45.945,"C",84.16
7.905,21,27.252,83.451,51.988,72,"X",69,"Class1",80.025,"T",80.36
30.644,19,19.719,81.426,75.026,72,"Z",65,"Class1",69.527,"W",80.155
29.345,68,32.08,48.681,76.174,65,"E",51,"Class2",47.082,"M",75.005
39.091,20,74.701,83.733,46.459,73,"R",47,"Class1",58.099,"U",80.301
66.585,22,48.79,84.782,38.51,73,"R",56,"Class1",73.367,"V",80.533
22.274,61,33.536,48.847,79.073,81,"E",54,"Class2",47.199,NA,29.735
23.797,61,33.973,49.985,77.862,81,"K",57,"Class2",47.571,"G",64.25
35.486,70,36.35,53.124,83.122,72,"R",56,"Class2",45.785,"Q",56.297
35.733,23,73.904,85.516,40.197,72,"U",40,"Class1",76.654,"U",80.092
67.92,25,34.16,90.203,45.785,73,"R",49,"Class1",73.919,"T",80.676
30.572,58,38.034,42.685,83.78,73,"J",53,"Class2",47.174,"L",66.253
28.79,76,35.597,51.035,79.686,69,"R",53,"Class2",46.49,"Q",52.677
25.598,52,32.616,42.872,77.1,78,"J",59,"Class2",46.948,"G",47.117
36.625,74,34.853,43.86,82.807,64,"E",54,"Class2",47.594,"M",106.06
21.144,22,18.112,81.136,41.714,72,"R",48,"Class1",69.718,"U",79.912
30.406,23,31.817,84.505,67.537,73,"X",44,"Class1",NA,"W",80.312
26.969,17,36.903,83.553,35.572,72,"R",50,"Class1",60.272,"Q",80.852
17.493,20,62.896,89.394,82.982,72,"X",65,"Class1",66.258,"Q",80.578
27.182,60,33.269,44.731,77.649,70,"O",56,"Class2",47.316,"L",70.84
-8.469,20,36.784,84.078,65.533,73,"U",73,"Class1",72.394,NA,80.886
31.038,66,37.683,49.647,86.14,73,"J",49,"Class2",47.536,"Q",74.972
0.402,17,21.362,82.614,85.324,73,"X",46,"Class1",72.69,"V",80.462
26.604,57,37.948,45.701,90.972,78,"J",57,"Class2",46.281,"Q",69.279
29.024,55,36.389,47.362,74.688,68,"R",59,"Class2",46.858,"Q",63.87
23.695,55,34.03,49.732,84.083,80,"O",56,"Class2",46.632,"C",71.35
12.61,25,30.422,89.975,39.828,72,"W",71,"Class1",NA,"Q",80.323
10.296,26,50.154,83.37,92.415,72,"X",42,"Class1",58.534,"T",80.936
23.973,52,34.025,52.611,86.403,64,"O",49,"Class2",46.398,"C",58.284
10.882,22,49.063,85.172,56.063,73,"R",72,"Class1",77.441,"V",80.867
29.994,55,37.245,43.587,85.483,79,"J",56,"Class2",46.805,"C",75.061
31.688,25,71.862,87.336,64.858,72,"X",75,"Class1",60.961,"U",80.183
31.153,58,37.184,53.338,77.102,76,"R",56,"Class2",48.157,NA,76.525
11.883,27,28.524,90.058,91.876,73,"W",56,"Class1",73.644,"U",80.198
35.201,24,31.081,81.554,66.954,73,"U",64,"Class1",77.8,"W",79.797
34.879,61,33.397,45.035,90.763,81,"E",59,"Class2",46.209,"M",54.751
7.121,17,55.748,86.633,55.962,73,"Z",66,"Class1",52.678,"T",80.675
30.228,53,37.133,44.8,86.943,81,"E",54,"Class2",47.411,"M",73.167
36.721,54,33.71,50.355,82.704,64,"K",56,"Class2",45.996,"C",82.725
24.94,73,35.057,48.276,77.907,68,"E",58,"Class2",47.219,"G",68.294
18.746,27,72.988,85.808,46.526,73,"Z",45,"Class1",61.927,"V",80.766
26.294,21,57.478,89.869,56.564,72,"R",61,"Class1",60.253,"V",80.781
-11.667,24,72.551,81.04,39.816,73,"W",57,"Class1",67.511,"W",80.461
26.535,23,18.759,89.959,35.399,72,"W",65,"Class1",75.05,"Q",80.529
3.775,27,34.915,90.276,61.169,72,"R",41,"Class1",72.223,"T",80.646
26.082,63,33.77,53.928,83.441,67,"E",54,"Class2",46.494,"G",72.658
25.399,63,37.235,47.318,81.208,70,"O",56,"Class2",NA,"C",76.156
32.731,67,38.355,46.966,76.255,78,"O",51,"Class2",45.786,"Q",105.727
-0.536,22,49.459,87.088,41.81,73,"U",73,"Class1",65.917,"U",80.337
26.308,22,38.587,90.533,70.092,72,"R",42,"Class1",63.257,"T",80.541
27.547,52,32.11,45.335,93.94,76,"E",59,"Class2",46.818,"G",58.986
27.004,77,38.529,45.526,88.139,71,"R",54,"Class2",46.799,"Q",82.639
34.425,74,37.334,51.305,94.603,77,"R",59,"Class2",46.48,"G",46.91
33.025,64,35.385,48.034,84.491,64,"O",49,"Class2",47.11,"C",49.201
33.694,76,38.7,48.191,82.452,66,"K",57,"Class2",47.143,"C",87.756
27.734,63,36.403,52.762,75.42,70,"E",55,"Class2",46.155,"Q",64.676
-12.481,22,28.654,85.63,66.486,72,"X",39,"Class1",66.862,"U",80.723
-0.542,20,17.673,81.008,86.1,73,"R",38,"Class1",73.647,"W",80.63
57.228,23,35.183,83.079,53.842,72,"W",53,"Class1",61.84,"Q",80.636
28.285,70,33.463,48.317,80.805,64,"O",52,"Class2",48.194,"M",69.691
30.258,62,33.854,44.198,91.684,73,"J",56,"Class2",47.602,"L",57.961
34.339,20,45.658,89.192,43.814,72,"W",65,"Class1",64.979,"Q",79.92
60.418,21,25.778,88.766,50.769,73,"X",47,"Class1",76.367,"W",81.067
36.943,74,33.282,51.639,80.01,75,"J",52,"Class2",47.743,"L",92.454
-11.596,21,24.625,89.859,88.908,72,"Z",46,"Class1",70.658,"W",80.557
5.141,18,65.419,88.686,72.048,73,"U",73,"Class1",68.805,"V",80.25
31.323,75,32.847,52.056,81.711,74,"K",55,"Class2",47.786,"C",61.343
26.162,52,35.201,42.424,87.436,74,"O",56,"Class2",NA,"G",56.991
55.519,27,47.682,88.362,49.937,73,"U",54,"Class1",66.934,"W",80.035
44.197,24,27.985,90.146,51.587,72,"U",77,"Class1",61.614,NA,80.429
