"U1","U2","U3","Output20","U4","U5","U6","U7","U8","U9","U10","U11"
34.372,59,41.227,"Class3",45.129,57,"U",58.963,"B",66.626,92,97.47
69.184,45,69.427,"Class2",67.602,41,"U",47.972,"M",50.44,30,56.304
68.438,96,21.198,"Class1",40.859,56,"P",25.061,"R",38.94,62,NA
71.766,40,73.425,"Class2",60.714,44,"C",50.018,"F",44.113,37,36.36
20.875,70,19.545,"Class3",69.701,58,"F",95.174,"E",65.425,89,71.072
72.957,36,63.39,"Class2",57.092,30,"N",48.573,"J",58.072,44,59.588
19.159,58,58.379,"Class3",69.732,56,"F",53.468,"Q",66.996,85,66.154
68.938,88,75.306,"Class1",65.266,58,"D",34.677,"O",28.999,53,46.344
74.784,38,65.036,"Class2",19.26,51,"M",54.037,"E",37.691,82,21.286
70.993,54,65.777,"Class2",-2.382,28,"M",52.327,"V",40.513,29,80.62
75.322,93,60.989,"Class1",16.452,51,"J",22.701,"L",23.241,55,20.949
27.308,53,56.668,"Class3",74.147,49,"U",83.805,"B",68.86,83,87.301
24.712,49,43.17,"Class3",59.482,60,"P",72.34,"Q",66.412,85,72.768
54.939,89,68.876,"Class1",82.691,66,"E",26.194,"T",34.642,61,NA
30.867,78,61.467,"Class3",81.759,54,"P",22.352,"E",66.931,87,68.524
54.773,94,60.001,"Class1",46.614,63,"K",29.049,"L",22.025,60,78.547
71.325,91,NA,"Class1",94.117,49,"D",28.399,"O",22.803,60,53.043
32.071,69,23.651,"Class3",62.028,54,"P",43.717,"S",67.09,89,82.254
18.73,59,80.605,"Class3",85.413,49,"H",73.302,"E",65.029,89,77.809
65.98,95,69.592,"Class1",57.011,33,"K",32.499,"T",27.828,65,30.533
74.212,63,69.087,"Class2",13.763,17,"U",41.509,"J",67.177,73,87.189
24.69,78,67.274,"Class3",70.225,59,"P",75.878,"Q",68.041,85,80.921
27.311,79,27.065,"Class3",72.858,52,"H",99.407,"Q",65.038,92,66.89
69.878,54,68.773,"Class2",109.43,29,"C",48.124,"F",43.69,40,80.339
19.079,56,53.096,"Class3",71.11,51,"H",89.862,"B",66.096,88,82.116
75.489,40,67.796,"Class2",58.033,20,"C",46.166,"E",46.431,51,80.476
77.389,88,48.093,"Class1",38.058,41,"E",14.881,"L",39.168,52,74.563
68.665,90,41.004,"Class1",77.053,64,"D",30.15,"T",23.573,50,54.796
30.755,74,77.834,"Class3",51.016,58,"W",62.797,"S",67.582,86,96.006
71.753,27,62.639,"Class2",33.128,41,"C",51.464,"V",50.376,23,89.57
70.226,43,72.593,"Class2",89.82,44,"N",41.384,"V",73.927,53,46.989
75.766,40,71.735,"Class2",43.792,39,"N",43.734,"F",47.182,65,27.497
23.305,71,42.939,"Class3",62.318,56,"F",56.192,"B",66.692,86,86.459
23.284,53,68.09,"Class3",60.433,58,"H",55.845,"B",68.268,85,NA
34.642,62,83.543,"Class3",57.596,49,"H",81.846,"S",68.767,84,86.637
73.864,25,70.267,"Class2",70.391,43,"R",46.224,"E",49.172,27,75.711
55.849,94,60.198,"Class1",47.646,56,"D",30.727,"C",24.309,58,83.669
24.82,83,36.057,"Class3",59.822,55,"F",81.623,"E",66.267,83,91.176
69.135,66,71.623,"Class2",52.211,33,"R",48.186,"M",70.717,52,88.793
34.161,56,89.147,"Class3",67.344,59,"F",39.679,"R",65.9,88,65.064
19.116,55,NA,"Class3",65.298,49,"W",74.241,"B",68.669,92,74.655
29.856,49,19.718,"Class3",64.715,54,"P",28.551,"S",65.798,83,68.273
69.989,40,69.51,"Class2",60.169,41,"U",50.587,"M",49.847,26,63.594
73.233,68,61.888,"Class2",62.811,38,"M",50.49,"M",46.927,72,85.867
62.773,94,35.538,"Class1",59.541,60,"K",25.144,"L",24.787,58,16.397
69.827,51,70.824,"Class2",12.517,27,"R",46.813,"V",45.15,85,55.326
77.207,97,62.173,"Class1",61.651,37,"P",29.391,"O",33.167,58,68.025
24.518,65,59.875,"Class3",54.681,55,"U",76.12,"Q",66.633,92,70.049
60.061,93,73.778,"Class1",40.128,59,"J",32.064,"R",39.372,50,74.658
32.231,80,60.462,"Class3",62.943,51,"F",35.931,"E",68.61,85,92.109
73.939,89,NA,"Class1",44.674,88,"P",36.415,"R",22.234,60,30.34
69.069,27,61.663,"Class2",38.622,22,"C",53.089,"F",44.112,64,29.89
69.64,80,74.271,"Class2",10.439,40,"C",56.472,"V",38.959,53,41.621
60.829,88,47.306,"Class1",2.892,47,"K",28.308,"L",37.046,50,58.519
71.068,95,59.248,"Class1",116.016,49,"J",23.243,"C",25.224,61,64.469
74.934,64,59.504,"Class2",54.761,39,"R",46.119,"F",43,55,39.523
55.451,94,46.549,"Class1",55.874,49,"K",35.305,"L",23.381,56,61.792
21.479,76,49.494,"Class3",62.417,54,"P",67.433,"Q",66.783,89,NA
62.226,95,31.212,"Class1",50.525,61,"P",25.464,"T",21.874,65,89.095
31.833,81,32.18,"Class3",81.042,51,"H",53.431,"E",68.445,86,81.554
72.515,54,70.242,"Class2",17.634,26,"R",49.102,"E",71.844,73,79.645
75.276,69,65.946,"Class2",22.516,38,"U",43.563,"J",46.495,21,38.878
71.368,97,48.516,"Class1",35.839,56,"D",31.403,"R",27.26,57,70.224
28.536,63,49.342,"Class3",78.816,50,"U",58.504,"R",66.691,89,71.433
63.624,91,41.676,"Class1",44.35,35,"E",23.329,"L",22.18,65,40.222
70.688,93,94.326,"Class1",32.612,98,"E",33.601,"T",32.538,56,60.002
17.388,60,48.826,"Class3",56.746,58,"H",53.143,"B",65.919,91,69.596
55.911,89,57.623,"Class1",42.746,54,"D",18.351,"O",29.19,60,29.246
66.742,85,60.927,"Class1",96.906,96,"D",32.021,"O",32.434,54,85.226
54.547,89,63.558,"Class1",97.517,39,"E",23.135,"C",22.052,57,89.063
19.818,78,43.744,"Class3",66.915,56,"H",97.286,"B",66.791,89,70.823
70.042,38,70.521,"Class2",40.769,25,"M",53.017,"F",41.959,63,49.783
73.264,80,61.545,"Class2",74.304,42,"C",43.294,"V",44.704,73,55.99
61.984,98,30.153,"Class1",29.876,48,"J",32.519,"C",24.859,54,88.251
71.837,27,56.684,"Class2",83.822,27,"U",45.907,"M",37.82,34,48.127
69.997,76,NA,"Class2",99.979,33,"U",42.533,"V",45.321,46,28.565
29.939,81,76.39,"Class3",62.567,58,"F",67.373,"R",68.835,88,75.578
69.852,31,66.556,"Class2",-16.181,27,"R",35.888,"M",58.484,53,21.543
59.084,89,42.776,"Class1",31.344,60,"D",25.302,"R",26.651,50,78.298
69.259,93,58.544,"Class1",25.844,98,"J",28.291,"C",30.614,58,81.75
70.611,62,73.046,"Class2",32.023,41,"U",52.137,"V",41.558,52,45.39
72.657,95,28.917,"Class1",46.832,59,"K",30.05,"C",33.665,60,25.841
77.392,87,66.473,"Class1",98.314,38,"E",24.166,"C",36.563,59,33.139
75.479,96,53.325,"Class1",61.829,57,"P",38.174,"T",37.094,60,31.415
29.277,49,88.005,"Class3",74.989,55,"P",45.85,"Q",68.255,89,NA
70.84,77,62.533,"Class2",67.769,47,"U",39.934,"E",51.739,23,27.775
73.951,24,66.816,"Class2",73.303,32,"C",48.958,"F",66.708,21,56.393
32.053,75,41.617,"Class3",59.315,49,"H",71.72,"Q",65.605,87,82.959
25.33,72,35.077,"Class3",70.656,52,"P",43.157,"S",65.749,85,NA
72.899,98,75.79,"Class1",25.411,44,"J",29.128,"L",31.251,57,40.772
56.84,87,47.693,"Class1",57.589,56,"J",28.122,"L",26.223,61,45.759
55.331,92,47.479,"Class1",5.76,69,"D",24.851,"L",20.546,59,36.476
73.607,36,67.639,"Class2",69.401,43,"N",44.079,"J",61.104,71,29.741
79.997,91,18.838,"Class1",-14.55,88,"E",23.977,"C",23.761,53,39.372
75.14,67,67.4,"Class2",47.108,48,"N",46,"M",42.233,59,36.676
71.422,88,52.44,"Class1",18.032,77,"J",33.405,"R",25.241,57,60.947
28.708,63,34.607,"Class3",55.589,57,"U",57.264,"Q",68.157,87,64.352
72.933,87,21.939,"Class1",71.449,63,"P",29.635,"C",35.287,59,89.403
70.805,74,67.848,"Class2",46.461,22,"M",43.694,"F",50.615,31,79.188
64.979,87,39.93,"Class1",56.424,86,"E",27.669,"O",29.513,62,19.729
21.635,61,68.387,"Class3",58.619,54,"U",55.639,"B",68.518,85,87.254
62.096,93,76.106,"Class1",74.496,70,"P",20.484,"O",34.164,57,81.701
76.753,85,42.664,"Class1",41.559,46,"P",27.806,"R",22.959,57,31.036
76.528,91,58.617,"Class1",38.357,57,"K",30.082,"L",35.155,56,86.487
75.202,64,70.282,"Class2",34.896,18,"N",44.858,"E",64.503,36,39.427
24.163,53,52.172,"Class3",55.707,49,"U",78.579,"Q",67.512,83,65.431
66.138,91,59.577,"Class1",75.437,65,"K",29.315,"C",31.94,50,78.134
69.392,61,58.874,"Class2",80.27,36,"N",52.552,"M",60.465,66,34.1
73.735,75,58.475,"Class2",54.706,34,"U",48.128,"J",60.098,25,NA
69.524,45,NA,"Class2",38.934,33,"N",45.64,"E",46.997,53,46.242
68.826,91,46.427,"Class1",50.74,83,"K",27.907,"T",21.904,59,25.959
72.099,66,63.251,"Class2",42.78,40,"C",51.268,"J",37.303,59,30.168
74.798,55,67.555,"Class2",6.899,51,"R",37.575,"J",66.869,48,79.188
70.538,73,60.063,"Class2",59.837,43,"U",44.117,"E",63.608,53,43.494
78.751,91,44.598,"Class1",98.338,88,"P",34.299,"C",23.258,54,55.02
25.793,57,NA,"Class3",78.631,52,"W",99.217,"B",67.562,87,64.477
69.971,77,63.441,"Class2",19.821,39,"R",60.168,"V",53.647,72,34.24
26.643,67,45.952,"Class3",77.046,49,"F",71.633,"Q",67.409,93,78.22
75.773,70,67.804,"Class2",71.919,46,"C",39.823,"M",40.691,85,NA
58.634,92,64.647,"Class1",38.727,98,"D",26.476,"T",26.594,57,65.859
70.037,29,76.708,"Class2",85.617,20,"M",54.915,"J",37.314,64,21.968
74.738,59,63.196,"Class2",17.542,36,"C",51.055,"V",47.859,76,41.24
75.95,72,72.13,"Class2",3.668,30,"R",42.908,"E",40.506,73,52.027
75.87,42,68.905,"Class2",39.067,48,"U",38.935,"F",43.92,19,46.924
26.617,79,44.413,"Class3",77.349,55,"F",55.471,"S",65.574,90,67.22
70.491,88,37.559,"Class1",119.65,38,"J",21.976,"T",32.498,55,85.244
71.032,88,60.637,"Class1",73.802,34,"J",22.739,"C",30.661,59,42.352
69.527,55,59.583,"Class2",53.104,26,"C",41.854,"J",71.42,38,55.67
30.862,64,53.411,"Class3",72.356,56,"H",97.364,"S",65.848,88,71.698
25.917,48,35.632,"Class3",71.479,51,"W",57.848,"B",65.393,84,86.492
54.935,87,64.303,"Class1",56.848,86,"P",24.905,"C",33.516,64,73.536
20.958,70,35.341,"Class3",69.625,52,"F",44.085,"B",65.159,91,73.287
24.81,50,27.433,"Class3",64.857,56,"F",43.385,"E",68.932,90,68.113
33.653,73,53.992,"Class3",78.638,50,"P",39.545,"R",67.942,86,90.169
69.182,75,62.557,"Class2",78.943,25,"N",50.407,"J",38.958,44,45.382
70.773,89,57.494,"Class1",31.943,79,"D",26.715,"L",21.698,56,60.063
73.309,32,62.274,"Class2",23.558,47,"U",46.821,"M",39.447,83,39.308
78.794,96,47.726,"Class1",11.671,90,"E",23.041,"L",35.417,63,80.432
71.342,80,68.452,"Class2",25.567,26,"C",49.593,"E",37.915,52,46.294
72.506,98,65.282,"Class1",-9.043,67,"K",30.559,"O",26.077,62,NA
71.914,97,47.033,"Class1",18.34,69,"E",41.053,"O",20.603,64,83.214
70.956,75,67.718,"Class2",73.962,21,"M",53.13,"F",55.705,55,61.011
71.558,70,65.365,"Class2",39.346,18,"R",43.545,"E",70.582,28,71.361
21.665,68,23.312,"Class3",77.304,50,"P",54.256,"R",66.385,84,96.769
24.814,68,40.447,"Class3",72.37,59,"P",56.135,"R",65.231,93,NA
76.081,97,34.585,"Class1",48.256,84,"D",38.71,"O",22.916,60,27.278
72.941,55,67.992,"Class2",27.67,30,"R",56.804,"F",61.555,60,82
68.307,96,42.689,"Class1",119.696,65,"D",24.135,"L",26.935,63,35.335
22.131,71,48.965,"Class3",66.617,50,"F",58.725,"S",67.456,83,88.993
24.822,81,44.631,"Class3",80.222,54,"W",58.078,"Q",68.262,83,64.826
29.887,56,50.14,"Class3",53.776,51,"P",88.32,"R",67.624,86,92.323
75.047,77,71.095,"Class2",80.063,49,"M",41.116,"F",46.91,62,54.367
19.219,77,13.896,"Class3",55.556,58,"F",73.438,"E",65.378,92,89.628
21.133,54,15.119,"Class3",69.61,55,"P",64.486,"Q",65.778,84,94.073
71.401,70,69.049,"Class2",69.924,36,"R",50.728,"E",56.61,32,85.43
72.36,71,68.86,"Class2",3.049,24,"N",49.685,"F",42.839,26,82.176
21.944,69,51.676,"Class3",58.76,49,"F",67.845,"R",65.369,89,84.397
27.896,48,56.665,"Class3",51.51,60,"U",59.088,"R",66.854,83,81.638
70.688,56,68.213,"Class2",25.971,36,"N",50.435,"V",38.418,24,35.339
56.169,93,62.874,"Class1",55.915,46,"J",32.933,"O",21.195,62,84.182
23.146,50,32.985,"Class3",77.536,49,"P",52.768,"R",68.782,90,89.937
31.112,51,31.134,"Class3",79.356,49,"U",63.281,"B",67.827,85,82.121
69.848,45,51.691,"Class2",-32.134,21,"U",39.508,"V",49.69,19,88.667
69.637,56,71.734,"Class2",-53.495,17,"N",53.093,"J",45.677,39,45.091
23.725,57,60.15,"Class3",49.063,52,"F",57.011,"E",66.268,84,81.563
65.934,96,45.022,"Class1",38.317,66,"D",35.308,"R",37.953,64,85.197
27.92,53,74.716,"Class3",70.078,53,"F",63.659,"Q",66.067,87,65.52
26.029,67,41.568,"Class3",66.513,58,"F",63.027,"S",67.777,88,84.377
70.776,91,68.377,"Class1",29.922,53,"E",21.439,"T",33.243,63,50.284
29.341,57,72.072,"Class3",68.239,60,"F",61.647,"S",68.615,88,91.785
30.333,71,58.556,"Class3",55.299,52,"H",71.034,"S",67.926,84,84.539
17.844,50,39.003,"Class3",66.009,59,"F",103.312,"E",65.619,93,72.143
56.084,95,43.794,"Class1",37.888,41,"J",35.162,"O",38.202,64,60.427
73.01,72,70.799,"Class2",35.574,39,"C",46.211,"F",38.291,45,57.203
25.479,70,41.688,"Class3",67.83,53,"F",65.8,"Q",66.623,92,77.17
56.784,95,38.072,"Class1",-10.651,94,"J",30.47,"R",21.853,56,77.585
70.976,49,65.77,"Class2",68.348,19,"U",53.131,"V",57.295,44,85.237
72.023,68,70.111,"Class2",-62.912,36,"C",47.24,"E",67.884,56,27.129
74.287,34,72.438,"Class2",44.489,41,"M",56.993,"M",60.271,87,65.058
29.565,51,41.444,"Class3",50.174,59,"F",59.135,"Q",66.806,90,85.492
32.957,70,NA,"Class3",74.777,53,"W",64.598,"E",67.584,88,95.554
64.339,95,65.271,"Class1",58.577,36,"E",37.617,"L",21.25,55,NA
17.585,55,60.328,"Class3",80.159,50,"P",58.267,"S",68.522,86,91.155
34.834,64,31.864,"Class3",56.934,58,"U",83.785,"E",65.665,91,65.586
22.15,77,33.424,"Class3",84.106,57,"W",54.876,"S",65.677,91,NA
20.142,82,11.045,"Class3",63.391,57,"H",77.104,"E",65.833,90,75.727
70.978,47,71.056,"Class2",67.062,22,"U",46.203,"J",50.338,58,81.078
71.752,43,NA,"Class2",73.961,31,"M",42.004,"V",69.919,46,22.196
59.798,97,63.137,"Class1",96.107,89,"P",16.301,"C",22.61,58,18.395
74.925,33,64.924,"Class2",11.346,28,"U",45.475,"V",62.178,89,79.18
55.002,92,69.745,"Class1",81.306,68,"P",22.478,"C",37.565,57,21.619
69.913,70,60.567,"Class2",5.988,23,"C",54.078,"F",66.277,25,72.663
75.249,61,64.602,"Class2",84.511,23,"M",54.257,"V",49.631,64,64.859
23.777,75,77.603,"Class3",67.26,54,"H",85.148,"E",66.194,90,68.023
75.995,53,63.711,"Class2",12.648,40,"C",42.13,"F",51.173,68,72.887
74.607,96,59.052,"Class1",26.623,85,"E",31.328,"O",32.626,62,27.98
62.079,92,NA,"Class1",80.548,57,"D",21.829,"C",37.108,59,91.608
19.666,79,43.166,"Class3",73.825,50,"F",43.562,"E",67.324,87,81.608
71.782,34,69.177,"Class2",106.093,36,"R",50.234,"J",46.725,79,41.724
20.412,74,20.011,"Class3",65.184,51,"P",114,"B",65.818,87,77.217
73.909,50,62.88,"Class2",46.841,49,"N",38,"M",63.591,35,65.538
70.297,78,69.532,"Class2",21.338,46,"C",48.165,"J",65.88,31,82.054
25.985,80,19.493,"Class3",40.983,56,"W",90.022,"Q",67.844,89,74.636
70.068,35,65.968,"Class2",61.303,44,"U",41.985,"E",71.487,44,55.595
70.844,67,66.681,"Class2",40.883,29,"C",54.364,"E",42.587,25,45.739
71.741,79,60.027,"Class2",73.184,21,"M",56.122,"V",49.216,71,76.881
28.802,67,43.297,"Class3",76.714,49,"P",103.987,"R",65.691,86,94.112
61.06,86,64.012,"Class1",131.776,48,"J",24.101,"C",31.138,53,82.913
78.609,96,54.693,"Class1",21.786,68,"P",16.094,"L",26.915,61,24.58
78.623,93,65.4,"Class1",98.683,35,"E",30.276,"L",33.906,60,24.695
20.997,82,57.079,"Class3",59.601,60,"P",91.682,"B",68.041,90,96.087
19.917,47,61.6,"Class3",59.212,58,"W",83.234,"S",68.079,83,69.641
68.05,89,40.069,"Class1",45.998,76,"K",31.034,"T",28.704,58,74.587
59.531,92,36.265,"Class1",46.942,85,"P",35.425,"T",23.352,51,78.25
28.104,61,62.961,"Class3",61.634,54,"H",48.169,"Q",68.169,91,72.618
78.497,98,56.582,"Class1",60.106,38,"P",36.438,"T",21.067,52,84.237
34.3,69,30.321,"Class3",73.167,53,"W",68.237,"B",67.839,93,78.379
75.258,59,67.009,"Class2",52.619,22,"R",46.649,"J",57.668,65,53.057
58.539,87,55.991,"Class1",24.294,93,"K",33.721,"C",25.879,64,NA
75.327,24,66.31,"Class2",87.929,19,"N",42.449,"J",45.778,66,66.27
78.312,92,41.401,"Class1",75.157,45,"D",31.874,"O",26.604,57,68.732
73.457,75,72.086,"Class2",41.499,49,"U",43.756,"V",70.152,64,67.854
22.331,78,43.687,"Class3",55.584,53,"F",62.539,"R",68.049,91,91.68
31.971,53,20.664,"Class3",53.042,56,"W",74.612,"R",65.077,88,82.263
29.035,63,67.561,"Class3",77.322,49,"F",69.32,"Q",67.427,84,97.916
17.175,73,55.682,"Class3",73.089,58,"W",87.77,"E",67.801,89,79.928
79.867,95,43.495,"Class1",11.393,50,"K",21.005,"L",30.442,62,19.001
70.516,98,NA,"Class1",41.691,84,"J",27.061,"O",30.582,59,82.523
27.466,71,57.18,"Class3",70.525,58,"P",65.546,"B",65.552,91,94.575
71.951,98,74.792,"Class1",-8.673,42,"J",23.717,"O",34.043,52,40.703
75.311,91,69.558,"Class1",69.806,69,"J",31.841,"R",20.908,50,52.536
73.728,89,59.649,"Class1",1.504,84,"K",22.307,"T",21.647,54,90.448
74.305,41,68.298,"Class2",25.672,43,"U",44.653,"M",61.762,27,79.045
22.168,75,77.987,"Class3",68.616,60,"P",47.809,"E",68.066,90,67.96
31.939,70,66.975,"Class3",63.297,58,"W",71.758,"S",66.331,88,78.295
72.071,73,61.038,"Class2",79.279,37,"R",38.987,"F",42.518,45,NA
72.095,66,73.035,"Class2",38.367,51,"R",46.191,"F",67.228,44,71.129
71.325,39,67.021,"Class2",53.734,27,"C",43.403,"M",64.865,58,64.7
69.033,60,71.426,"Class2",70.542,20,"N",35.325,"E",52.23,85,23.662
26.106,80,36.696,"Class3",74.497,56,"W",36.985,"S",68.015,86,89.2
25.449,65,44.493,"Class3",63.745,59,"P",69.973,"Q",65.845,85,71.827
71.138,67,69.176,"Class2",69.326,18,"N",56.317,"E",73.093,70,80.425
72.668,96,58.602,"Class1",98.102,33,"P",29.814,"O",38.743,50,52.702
58.352,87,58.963,"Class1",97.836,55,"J",34.824,"O",38.4,54,59.896
59.146,94,59.991,"Class1",86.484,61,"K",29.26,"L",37.818,52,27.395
73.815,39,59.259,"Class2",24.142,37,"N",40.361,"E",65.808,35,60.506
32.944,83,85.468,"Class3",62.814,52,"P",73.695,"Q",65.43,90,92.175
63.711,85,35.719,"Class1",82.239,66,"J",36.583,"T",24.688,62,33.637
67.093,94,47.706,"Class1",40.084,84,"D",24.774,"C",26.288,65,85.167
74.875,25,75.778,"Class2",1.323,17,"R",45.083,"J",59.162,43,33.184
74.929,46,66.918,"Class2",3.666,48,"U",56.757,"E",44.594,42,64.967
34.726,77,44.093,"Class3",64.589,53,"H",44.977,"S",66.287,88,65.35
72.098,79,66.839,"Class2",43.073,45,"R",43.97,"V",55.874,64,85.563
74.935,50,68.666,"Class2",77.681,17,"M",62.953,"F",60.192,88,79.136
30.233,74,68.678,"Class3",64.948,54,"P",76.965,"R",68.21,90,79.075
73.522,51,67.024,"Class2",45.27,23,"M",46.963,"E",46.908,36,33.347
70.135,98,77.687,"Class1",61.521,41,"D",22.038,"L",23.228,60,55.62
72.55,68,65.444,"Class2",71.705,43,"C",49.065,"V",43.133,75,78.556
54.698,94,42.483,"Class1",38.456,35,"P",30.024,"O",23.072,57,83.996
30.781,63,52.239,"Class3",78.135,60,"W",91.225,"E",67.379,83,84.618
77.758,85,56.616,"Class1",57.121,90,"J",23.941,"C",22.673,53,21.426
31.295,65,41.561,"Class3",65.955,58,"W",85.728,"B",65.344,88,84.428
20.107,51,86.731,"Class3",65.645,50,"P",62.471,"R",68.349,84,64.669
68.334,90,58.702,"Class1",72.881,97,"E",25.389,"L",30.702,64,69.687
19.912,50,69.99,"Class3",72.175,57,"F",84.931,"B",66.045,87,83.054
77.933,85,59.813,"Class1",10.87,66,"D",21.612,"C",35.843,51,29.061
21.508,50,24.606,"Class3",70.51,51,"P",75.117,"E",65.896,85,70.652
75.72,89,39.217,"Class1",54.399,67,"J",17.96,"C",39.473,60,56.877
62.893,98,70.335,"Class1",32.401,39,"K",16.818,"R",31.336,51,81.806
79.541,94,57.678,"Class1",58.697,68,"P",30.259,"R",21.062,55,55.893
34.588,55,NA,"Class3",63.922,50,"U",50.563,"R",68.078,83,79.988
75.747,75,58.842,"Class2",8.167,24,"U",51.313,"F",70.735,84,89.977
70.603,50,64.983,"Class2",72.117,34,"U",49.906,"J",66.482,85,83.66
71.253,75,71.568,"Class2",64.246,51,"N",52.454,"V",51.442,20,24.072
32.661,74,62.446,"Class3",69.069,49,"P",78.627,"B",68.289,84,84.156
22.245,71,37.763,"Class3",63.347,50,"W",74.795,"Q",65.411,86,NA
71.831,27,68.229,"Class2",4.912,49,"M",44.372,"F",61.626,19,79.846
69.661,43,68.008,"Class2",47.847,33,"M",45.036,"V",43.276,33,43.747
70.364,66,66.185,"Class2",-19.074,28,"U",41.881,"M",45.043,23,80.021
59.142,95,56.837,"Class1",47.76,98,"P",24.345,"L",39.411,50,68.275
22.238,68,62.271,"Class3",78.104,60,"W",28.572,"E",66.61,90,63.897
67.472,96,37.975,"Class1",46.474,90,"P",19.626,"R",20.979,62,22.106
57.698,90,39.562,"Class1",10.198,42,"K",31.593,"T",36.784,61,16.22
72.108,68,67.552,"Class2",35.439,20,"R",46.536,"F",39.624,58,34.835
69.29,92,59.361,"Class1",55.046,39,"P",27.064,"T",24.711,54,31.505
34.876,51,78.228,"Class3",68.914,54,"F",72.536,"E",65.647,88,94.935
24.56,66,51.783,"Class3",59.074,59,"P",50.743,"B",68.659,86,NA
22.389,48,44.347,"Class3",64.666,55,"F",37.338,"Q",68.033,93,73.547
74.319,41,63.843,"Class2",68.964,52,"U",42.114,"M",65.004,20,68.045
27.992,67,NA,"Class3",83.292,53,"U",105.735,"S",68.215,92,87.567
19.049,53,46.67,"Class3",42.309,58,"H",44.276,"R",65.313,84,88.056
71.96,77,67.064,"Class2",17.197,39,"R",43.68,"J",51.807,76,46.396
72.393,96,57.547,"Class1",68.753,40,"K",27.253,"O",38.79,62,41.418
72.921,92,53.76,"Class1",37.649,85,"E",26.674,"R",23.556,50,62.762
54.769,90,51.917,"Class1",83.03,88,"P",32.094,"R",29.019,53,68.841
54.648,98,22.988,"Class1",22.973,40,"K",32.85,"T",28.293,51,56.978
32.011,68,72.287,"Class3",69.66,53,"W",27.677,"R",66.005,86,87.696
71.082,98,20.974,"Class1",93.28,53,"E",23.285,"T",21.774,51,85.596
24.319,66,37.736,"Class3",63.734,60,"W",78.379,"E",67.418,92,90.421
73.766,67,74.452,"Class2",5.479,18,"N",42.698,"F",74.915,67,33.627
68.481,87,48.243,"Class1",64.637,78,"K",28.401,"O",20.257,53,58.917
70.52,88,67.474,"Class1",42.975,72,"J",26.939,"T",20.826,64,48.674
33.792,48,51.201,"Class3",67.328,50,"P",52.431,"S",68.665,83,76.821
63.153,89,81.981,"Class1",-28.887,33,"J",29.979,"T",29.605,55,41.95
74.619,31,67.209,"Class2",39.952,36,"R",42.525,"J",62.713,25,61.162
73.924,79,65.829,"Class2",76.677,40,"N",42.884,"E",44.142,69,84.226
72.256,96,50.35,"Class1",40.688,63,"J",31.586,"R",38.888,50,59.925
56.999,92,60.541,"Class1",26.143,39,"E",35.524,"R",22.218,61,81.076
72.437,79,67.66,"Class2",39.415,45,"M",48.67,"M",69.524,50,78.877
18.473,48,18.539,"Class3",49.328,53,"P",34.927,"R",65.911,83,89.154
72.747,32,67.206,"Class2",22.581,34,"M",43.641,"J",59.897,67,43.057
76.918,87,52.46,"Class1",41.157,53,"P",24.392,"T",20.232,51,58.59
72.66,69,69.969,"Class2",77.351,48,"M",41.168,"M",62.357,44,23.928
72.22,59,NA,"Class2",43.329,49,"C",45.411,"V",49.817,28,63.368
25.883,78,65.977,"Class3",62.06,51,"P",71.826,"B",67.201,91,96.607
24.016,83,75.784,"Class3",74.077,60,"W",96.211,"S",67.49,91,78.397
64.284,89,55.753,"Class1",86.042,56,"P",25.795,"T",37.511,51,57.7
24.264,63,54.674,"Class3",68.722,49,"H",101.849,"R",68.498,84,92.855
56.425,93,57.193,"Class1",3.977,74,"E",28.609,"L",28.75,59,89.848
55.172,87,61.198,"Class1",44.729,80,"K",27.844,"T",35.472,63,22.092
30.503,50,23.086,"Class3",72.667,55,"H",86.624,"Q",67.419,84,68.577
