"D1","D2","D3","Output29","D4","D5","D6","D7","D8","D9","D10","D11"
79,60.658,"Y","Class3",31,33.832,26.001,59.938,57.365,"K",73,14.55
88,22.133,"E","Class4",43,44.354,83.768,53.406,46.784,"I",25,85.457
61,55.489,"K","Class1",36,23.926,14.643,NA,69.74,"F",15,49.349
54,68.967,"X","Class1",35,20.476,39.927,48.374,37.58,"B",39,39.445
56,69.011,"E","Class2",67,77.826,68.421,38.416,24.628,"I",31,25.299
37,38.951,"L","Class5",14,71.687,45.211,88.922,15.919,"V",85,24.259
86,42.158,"M","Class4",63,52.485,67.571,58.901,49.795,"T",32,85.117
47,69.873,"E","Class1",34,21.719,39.999,27.025,33.841,"I",36,29.201
46,44.562,"R","Class2",66,44.433,69.481,41.368,12.934,"R",80,56.541
77,37.352,"L","Class5",48,70.008,55.031,73.255,16.045,"B",73,44.675
86,21.636,"M","Class4",54,56.761,48.859,59.697,58.705,"I",6,84.758
47,59.654,"S","Class1",30,20.36,27.716,95.234,34.538,"M",66,32.808
35,37.062,"X","Class5",14,69.977,55.266,NA,21.357,"U",83,57.702
54,13.304,"G","Class2",68,77.024,69.197,39.64,9.604,"I",52,48.356
62,60.793,"S","Class1",23,23.045,23.746,64.91,73.728,"P",78,50.749
88,22.913,"E","Class4",48,59.345,81.206,54.876,63.27,"C",29,84.715
63,63.202,"Z","Class2",71,72.83,71.918,44.433,6.98,"A",45,28.228
48,58.733,"K","Class1",34,20.837,31.628,12.235,21.662,"P",34,35.438
79,57.753,"X","Class3",49,37.896,45.928,56.197,55.334,"K",70,12.381
59,56.362,"G","Class2",68,61.001,70.261,45.263,8.649,"N",72,63.018
73,57.536,"S","Class1",28,19.264,29.49,46.477,10.353,"B",33,37.609
76,90.546,"K","Class1",32,24.492,36.443,44.308,64.688,"I",38,41.388
79,65.379,"K","Class1",NA,19.666,26.48,77.937,48.799,"I",73,24.906
43,85.438,"K","Class1",31,19.505,31.442,75.234,16.734,"B",43,48.041
64,64.746,"K","Class1",32,23.467,38.028,29.932,22.886,"I",19,33.587
79,75.954,"Y","Class3",36,36.474,25.074,73.921,63.917,"E",54,29.656
78,75.443,"H","Class3",19,34.707,23.547,73.073,60.811,"V",68,19.961
86,26.101,"P","Class4",34,44.008,81.77,63.998,26.407,"Q",20,85.796
75,38.259,"X","Class5",25,69.918,50.397,80.725,18.056,"B",71,20.893
86,31.461,"V","Class4",62,54.423,68.4,61.269,17.528,"T",17,86.874
76,47.813,"P","Class1",23,21.915,26.214,87.1,21.484,"I",33,43.461
87,30.134,"V","Class4",42,53.57,62.518,NA,70.594,"I",23,84.967
87,24.187,"A","Class4",42,44.517,89.604,NA,36.009,"Q",13,84.475
27,38.831,"H","Class5",42,70.667,20.825,85.227,16.457,"E",77,21.533
88,14.915,"E","Class4",56,54.436,61.215,53.028,41.713,"T",15,83.887
78,76.004,"X","Class3",62,39.612,21.82,82.355,51.995,"J",69,24.481
78,71.409,"X","Class3",28,33.133,48.143,83.826,62.919,"K",66,20.818
76,48.924,"P","Class1",30,23.012,28.941,75.656,12.472,"F",57,47.215
72,64.882,"S","Class1",32,24.421,22.118,39.326,50.377,"P",75,45.626
87,37.405,"M","Class4",45,39.034,67.085,58.069,52.464,"I",19,84.549
62,37.379,"R","Class2",70,64.365,63.419,40.629,6.469,"M",49,44.033
74,50.396,"K","Class1",35,23.307,36.158,75.989,42.566,"M",63,29.266
58,69.79,"E","Class2",71,43.45,72.324,44.082,21.144,"A",78,64.182
53,21.193,"Z","Class2",67,70.744,65.293,45.586,27.752,"N",60,40.048
67,73.629,"X","Class1",33,22.097,24.64,NA,28.215,"F",35,34.601
23,85.817,"S","Class1",24,21.812,36.185,30.128,24.103,"P",24,69.22
74,39.62,"O","Class5",40,67.498,68.849,68.937,20.917,"B",85,82.221
79,54.113,"H","Class3",NA,39.575,42.675,76.677,62.69,"V",69,9.129
47,44.691,"Z","Class2",71,47.656,74.862,41.28,3.559,"R",26,44.716
87,34.038,"E","Class4",NA,51.309,78.173,53.211,36.701,"Q",17,83.092
61,13.165,"E","Class2",71,45.597,71.204,42.778,23.212,"R",56,53.047
29,77.171,"X","Class1",27,21.798,43.75,81.444,21.734,"P",74,31.371
86,34.398,"M","Class4",36,45.43,52.967,52.905,48.511,"H",9,83.944
86,9.879,"V","Class4",60,53.774,74.95,53.086,24.416,"H",12,85.624
63,65.622,"G","Class2",NA,37.202,66.044,38.286,27.939,"A",59,40.602
87,24.747,"V","Class4",40,68.113,117.904,60.278,23.656,"T",19,85.699
38,38.933,"L","Class5",10,70.111,56.423,82.811,18.62,"B",88,70.78
29,56.105,"E","Class1",32,19.265,30.238,NA,62.951,"B",30,29.765
65,37.583,"L","Class5",19,70.755,54.562,88.204,16.192,"U",91,49.504
88,36.948,"P","Class4",66,56.398,89.143,66.204,11.046,"C",5,84.371
87,30.683,"M","Class4",70,61.712,93.878,55.644,18.843,"H",30,85.545
79,63.384,"C","Class3",33,35.956,27.149,59.388,51.451,"K",63,16.708
88,10.259,"M","Class4",69,59.763,96.395,63.711,21.857,"H",17,85.688
87,23.47,"V","Class4",66,43.83,66.343,54.655,14.098,"I",10,84.983
49,46.293,"G","Class2",71,40.258,67.887,42.386,21.085,"R",72,41.633
87,42.055,"P","Class4",42,68.971,93.173,62.162,37.033,"Q",7,86.175
78,68.277,"X","Class3",56,36.628,57.522,61.799,62.268,"E",69,12.616
39,38.377,"X","Class5",28,67.578,42.313,73.782,14.659,"B",73,42.813
78,58.681,"Y","Class3",28,35.882,34.34,63.396,59.363,"K",71,17.575
48,41.42,"R","Class2",71,52.09,72.344,39.199,25.679,"M",59,52.244
27,82.177,"E","Class1",28,19.691,34.671,46.827,15.573,"I",90,59.07
79,77.128,"H","Class3",NA,38.965,45.618,78.09,53.762,"E",66,23.717
59,24.205,"W","Class2",70,52.473,74.178,47.634,35.581,"R",47,41.749
66,28.266,"G","Class2",66,62.322,72.022,40.172,39.164,"N",59,59.773
83,39.534,"L","Class5",32,69.654,69.752,93.524,15.653,"V",88,76.398
79,76.35,"Y","Class3",NA,38.242,44.988,61.804,49.896,"K",70,16.364
85,37.615,"D","Class5",9,67.011,50.453,69.313,14.315,"V",81,47.095
45,39.128,"H","Class5",5,72.421,36.977,69.405,18.158,"Y",79,46.741
82,38.115,"H","Class5",34,70.541,52.945,89.331,14.609,"B",85,52.763
86,40.365,"E","Class4",51,50.636,52.038,59.117,40.501,"Q",6,81.632
60,38.317,"O","Class5",NA,73.959,50.535,67.077,17.956,"Y",78,54.302
49,85.145,"P","Class1",32,22.888,30.151,53.259,38.274,"P",88,29.138
86,42.827,"A","Class4",NA,53.916,65.495,60.435,52.112,"C",15,85.5
38,49.168,"K","Class1",27,20.057,34.893,47.518,23.92,"B",88,51.779
49,62.046,"W","Class2",66,39.844,68.791,43.319,13.562,"N",28,55.429
78,79.218,"R","Class3",60,35.323,39.297,64.103,63.627,"J",68,22.627
86,13.355,"M","Class4",49,48.942,79.9,64.932,37.207,"C",23,84.123
87,38.783,"A","Class4",52,49.9,70.486,59.298,35.541,"Q",28,83.258
79,79.872,"Y","Class3",31,37.12,41.31,63.819,65.681,"J",67,24.878
57,39.877,"O","Class5",5,71.572,54.711,90.902,22.809,"V",76,62.297
46,27.134,"Z","Class2",66,79.858,70.465,38.837,24.641,"N",74,37.842
87,18.955,"A","Class4",58,66.117,82.317,63.097,75.311,"H",16,84.331
78,59.35,"X","Class3",50,34.797,40.311,86.618,54.249,"E",54,20.47
87,41.604,"A","Class4",49,56.713,90.855,58.783,42.527,"I",8,84.291
59,15.842,"W","Class2",67,51.709,71.425,40.047,28.82,"M",50,59.734
78,57.455,"R","Class3",30,37.188,42.64,55.766,62.352,"C",55,11.714
57,49.595,"G","Class2",66,41.119,71.803,37.076,29.169,"M",36,28.495
47,77.434,"K","Class1",NA,21.525,7.175,48.156,84.679,"I",49,27.966
78,71.764,"X","Class3",57,35.809,61.723,69.762,55.654,"V",72,12.774
67,14.87,"W","Class2",69,77.354,62.423,45.65,13.902,"M",69,46.051
65,45.472,"P","Class1",30,23.09,39.637,21.888,36.803,"P",57,32.718
78,54.545,"Y","Class3",49,35.191,32.663,77.919,59.566,"V",60,5.568
48,46.356,"Z","Class2",66,38.47,66.6,47.256,23.298,"N",24,52.176
88,31.932,"E","Class4",46,65.831,51.128,54.212,17.759,"H",17,83.005
58,28.689,"G","Class2",69,59.847,65.831,41.538,17.526,"I",75,46.602
55,60.905,"K","Class1",26,21.063,21.33,23.726,33.202,"B",75,14.182
43,39.73,"H","Class5",42,67.766,39.486,83.182,15.526,"Y",83,62.363
48,38.477,"D","Class5",56,67.67,64.332,89.091,17.739,"E",72,36.928
51,50.324,"Z","Class2",66,54.141,66.637,42.615,19.043,"N",79,54.408
52,86.49,"X","Class1",31,19.114,17.058,41.949,67.557,"M",46,25.66
66,22.028,"G","Class2",71,56.923,72.92,NA,24.269,"I",78,36.878
67,68.21,"W","Class2",68,41.455,70.075,48.385,24.399,"I",67,36.478
67,68.483,"E","Class2",69,48.771,69.212,39.208,16.873,"M",75,48.901
88,44.811,"V","Class4",37,63.121,61.995,55.723,31.79,"I",9,86.673
63,66.282,"E","Class1",34,20.427,18.573,69.327,42.394,"I",11,34.819
52,36.777,"G","Class2",71,45.944,65.387,49.471,34.249,"M",35,49.522
25,80.101,"X","Class1",34,19.614,32.086,61.496,31.536,"M",64,46.07
79,76.353,"Y","Class3",16,37.284,58.685,58.567,57.555,"C",73,13.253
66,40.752,"R","Class2",68,65.097,60.298,44.088,44.671,"I",27,44.486
34,39.318,"H","Class5",45,66.068,54.6,69.898,19.109,"B",80,32.536
26,39.223,"H","Class5",34,73.17,58.693,84.519,21.291,"Y",85,93.171
85,37.16,"L","Class5",16,68.173,50.411,79.983,23.864,"Y",76,88.255
67,57.389,"G","Class2",71,36.407,68.748,NA,18.95,"N",55,56.04
87,28.379,"P","Class4",58,39.083,72.865,65.695,57.159,"Q",10,83.904
88,39.777,"E","Class4",48,41.931,60.889,61.68,20.453,"C",31,86.316
88,25.911,"M","Class4",51,40.696,42.525,63.526,66.068,"H",15,83.812
37,48.723,"X","Class1",34,23.553,30.594,44.039,46.306,"M",54,48.642
55,51.69,"S","Class1",30,19.746,32.755,39.308,-3.881,"B",9,46.481
36,38.934,"O","Class5",37,67.686,49.898,89.173,18.892,"Y",95,22.745
62,69.73,"G","Class2",67,41.898,74.447,48.088,27.191,"A",40,38.635
57,54.771,"X","Class1",35,24.192,19.241,18.235,2.968,"M",65,17.449
88,41.282,"A","Class4",47,53.146,86.327,54.093,32.835,"T",23,87.238
88,38.418,"V","Class4",71,53.433,93.525,60.168,44.081,"Q",28,87.356
87,9.88,"V","Class4",34,58.096,84.83,59.28,41.039,"Q",13,81.719
46,64.164,"E","Class2",NA,35.115,69.4,48.987,25.865,"M",77,53.866
65,24.307,"W","Class2",66,59.777,66.942,36.804,28.887,"I",27,62.36
61,52.63,"R","Class2",68,54.035,69.673,42.006,31.303,"A",79,66.323
56,38.857,"D","Class5",11,66.063,31.962,92.028,19.108,"E",73,70.631
80,51.664,"K","Class1",29,21.617,34.869,39.188,15.183,"F",26,15.275
78,54.138,"X","Class3",59,35.52,32.364,87.628,59.419,"E",58,27.611
87,17.969,"P","Class4",44,62.226,86.772,67.386,43.816,"C",31,85.723
78,63.19,"H","Class3",38,38.808,39.017,66.534,56.23,"V",66,22.369
78,59.771,"H","Class3",10,38.41,56.678,87.747,53.575,"J",65,18.563
87,40.973,"A","Class4",71,50.832,93.501,51.153,33.045,"I",28,82.743
86,19.404,"A","Class4",49,42.518,87.481,66.94,-1.318,"T",14,84.415
88,34.001,"A","Class4",35,49.825,43.531,51.746,23.281,"I",8,82.486
63,20.27,"R","Class2",68,50.224,65.099,36.052,30.256,"N",56,38.223
74,49.842,"X","Class1",29,24.059,27.051,24.175,29.88,"P",61,21.262
52,22.333,"Z","Class2",67,71.108,71.525,37.071,27.003,"M",22,54.684
75,69.588,"P","Class1",28,19.557,34.306,30.111,20.773,"I",21,34.026
53,28.833,"R","Class2",67,45.082,67.656,39.819,43.487,"R",35,48.311
79,70.971,"R","Class3",21,39.668,44.086,79.393,58.355,"V",69,13.724
79,76.717,"X","Class3",15,37.313,34.058,83.266,53.899,"J",71,35.693
86,33.567,"V","Class4",36,46.992,86.294,60.936,24.846,"T",25,87.616
87,32.307,"V","Class4",44,54.472,63.622,65.982,42.96,"Q",16,85.443
86,10.58,"A","Class4",49,46.875,101.306,68,0.585,"Q",24,84.786
78,59.779,"X","Class3",51,38.699,47.396,81.353,51.773,"E",68,34.916
67,38.306,"H","Class5",54,72.062,56.947,78.486,16.718,"U",70,65.038
52,38.339,"L","Class5",27,73.301,42.449,73.467,13.329,"Y",91,28.908
47,37.882,"D","Class5",20,67.742,53.472,72.853,15.93,"B",79,71.107
79,74.198,"R","Class3",45,33.457,55.086,64.238,52.539,"E",72,28.461
58,51.293,"E","Class2",67,50.288,67.863,37.561,33.614,"R",31,40.521
79,75.22,"C","Class3",56,36.529,40.706,77.344,59.635,"K",66,25.886
32,66.523,"P","Class1",35,24.495,33.163,65.758,29.364,"P",73,19.186
48,37.806,"O","Class5",26,73.69,62.595,72.593,18.16,"U",72,34.084
74,66.231,"E","Class1",29,24.694,40.92,85.108,29.393,"F",21,38.697
79,59.403,"H","Class3",12,34.82,42.696,63.944,55.004,"V",63,23.434
56,38.137,"H","Class5",29,72.736,63.031,NA,14.542,"E",95,47.36
53,13.522,"R","Class2",69,62.062,68.915,41.714,28.051,"N",57,45.496
78,63.629,"R","Class3",38,33.247,60.187,60.344,59.78,"E",59,21.789
33,66.04,"S","Class1",25,23.201,35.734,31.069,18.437,"B",80,17.193
75,77.318,"K","Class1",24,20.389,24.126,17.804,49,"P",79,10.886
57,38.429,"H","Class5",53,69.921,49.583,90.458,19.9,"B",80,31.718
78,55.531,"C","Class3",22,33.495,50.092,59.779,64.293,"J",63,21.303
79,37.111,"O","Class5",25,73.225,33.165,83.3,17.588,"U",71,15.711
58,17.683,"W","Class2",66,78.654,70.246,41.998,22.095,"A",48,61.301
66,25.54,"E","Class2",68,55.754,68.525,49.734,35.218,"M",27,61.812
56,60.186,"W","Class2",70,52.441,64.113,46.067,17.609,"N",57,61.118
55,40.432,"W","Class2",67,38.13,68.665,41.289,22.763,"A",30,45.802
87,20.744,"E","Class4",52,47.663,55.309,61.107,34.678,"T",12,88.16
87,29.624,"A","Class4",71,41.988,62.027,56.196,20.248,"T",17,87.955
79,71.648,"Y","Class3",16,35.101,38.056,59.458,50.533,"J",55,34.551
47,56.941,"E","Class2",70,66.137,70.752,49.396,30.054,"A",50,59.581
51,39.742,"H","Class5",28,69.905,73.549,87.76,19.613,"E",69,17.204
59,76.005,"X","Class1",33,24.32,39.219,65.723,11.98,"I",47,29.552
78,75.794,"H","Class3",54,36.353,49.473,79.246,59.687,"V",62,12.484
47,73.604,"K","Class1",33,20.937,25.492,19.304,31.397,"F",38,21.809
87,35.35,"M","Class4",54,65.819,80.91,66.866,10.433,"Q",15,86.25
66,18.121,"G","Class2",71,78.118,64.193,42.724,14.177,"M",53,69.155
80,50.774,"X","Class1",36,19.905,39.17,43.01,51.463,"M",68,31.608
87,26.535,"A","Class4",39,52.427,75.171,53.079,18.963,"T",33,84.776
77,38.424,"H","Class5",27,67.003,37.227,69.35,20.575,"V",70,79.061
58,43.07,"E","Class2",66,50.818,69.48,45.668,34.985,"R",24,45.828
42,87.206,"K","Class1",NA,22.792,35.765,43.45,30.47,"M",56,52.317
59,38.845,"O","Class5",21,71.565,55.279,75.31,15.952,"B",83,71.508
47,69.643,"Z","Class2",66,67.223,68.129,39.371,33.226,"N",20,51.922
86,28.049,"M","Class4",33,54.382,64.176,56.98,8.103,"I",16,84.722
87,38.087,"P","Class4",67,51.112,81.838,57.665,11.449,"C",5,82.541
88,27.855,"E","Class4",37,63.149,66.437,67.09,16.6,"Q",15,84.474
41,38.644,"L","Class5",43,70.913,38.051,76.543,16.999,"E",82,27.781
86,21.093,"A","Class4",69,43.968,69.008,65.78,26.857,"H",27,84.927
78,66.301,"R","Class3",42,37.305,45.252,63.41,63.513,"K",54,10.572
60,38.366,"X","Class5",24,73.025,49.821,82.427,13.618,"E",81,47.895
74,47.554,"S","Class1",32,20.977,31.665,42.2,33.099,"B",41,21.776
56,16.662,"W","Class2",68,54.2,74.595,37.064,14.938,"M",20,43.894
78,54.748,"R","Class3",34,36.028,47.595,76.144,60.279,"C",69,24.082
40,52.221,"X","Class1",35,21.679,19.06,71.37,46.708,"I",37,4.624
79,80.113,"C","Class3",41,39.303,58.683,73.019,59.303,"J",61,24.446
87,13.149,"M","Class4",71,54.234,60.361,54.455,40.172,"C",9,86.463
87,38.457,"A","Class4",46,48.234,64.087,58.149,0.895,"Q",13,82.099
63,38.79,"L","Class5",23,72.785,76.542,85.755,10.256,"U",69,15.168
66,51.137,"Z","Class2",67,49.691,69.841,45.946,22.56,"M",56,46.373
88,25.005,"E","Class4",NA,43.023,72.054,58.8,59.084,"T",10,85.571
47,23.594,"R","Class2",70,74.208,56.088,46.627,37.122,"R",54,49.796
43,39.236,"L","Class5",34,70.224,35.304,71.85,17.025,"U",84,63.849
57,52.775,"G","Class2",66,64.874,73.186,48.833,38.496,"A",27,45.688
31,72.911,"S","Class1",26,24.931,36.44,12.36,21.582,"B",51,49.393
58,37.104,"X","Class5",22,69.082,57.246,83.598,14.606,"U",69,61.41
39,55.113,"S","Class1",28,24.829,33.552,11.023,71.877,"F",14,29.044
43,71.764,"E","Class1",23,22.023,34.251,42.788,7.622,"F",52,28.628
79,68.903,"X","Class3",40,36.047,34.722,65.449,58.223,"V",64,27.965
50,23.722,"W","Class2",67,71.786,70.617,45.024,31.536,"I",69,33.868
78,67.77,"C","Class3",56,33.205,52.855,55.405,53.186,"E",62,34.356
34,62.129,"K","Class1",35,24.626,35.317,52.477,50.813,"P",68,35.427
78,69.765,"Y","Class3",15,39.512,33.627,65.565,52.032,"J",69,15.703
70,39.864,"L","Class5",36,67.158,51.083,82.587,15.363,"B",88,39.458
48,38.938,"X","Class5",38,67.232,46.112,82.563,12.114,"Y",89,48.92
87,26.567,"M","Class4",62,66.894,64.298,53.124,44.153,"T",30,86.613
41,38.886,"X","Class5",40,73.672,33.929,73.043,16.139,"U",77,74.587
51,60.623,"Z","Class2",71,49.185,72.258,44.535,22.243,"R",54,39.158
79,79.554,"C","Class3",7,36.564,50.185,64.066,60.348,"V",67,14.992
78,64.642,"Y","Class3",21,34.398,44.992,55.829,54.583,"J",70,28.458
62,18.453,"G","Class2",66,49.029,66.882,NA,23.732,"A",50,35.337
87,22.544,"V","Class4",37,62.888,63.334,53.082,38.617,"Q",7,84.603
86,31.779,"V","Class4",44,59.122,88.403,61.281,33.744,"C",10,86.051
51,19.449,"W","Class2",71,79.497,57.035,49.647,28.719,"A",58,49.338
37,79.234,"X","Class1",35,21.188,25.124,24.264,36.248,"P",94,37.04
71,47.886,"X","Class1",32,22.669,38.273,3.816,30.747,"M",53,29.684
74,83.723,"X","Class1",NA,24.1,15.313,13.004,41.549,"M",76,59.964
79,79.542,"X","Class3",30,38.535,61.851,54.025,50.782,"V",62,23.881
67,55.117,"E","Class2",69,35.427,65.31,36.462,22.728,"A",58,60.23
86,27.656,"E","Class4",43,60.984,61.508,56.62,38.881,"C",15,84.065
67,39.106,"L","Class5",27,70.151,39.233,78.417,16.358,"V",96,51.443
78,60.718,"C","Class3",53,34.363,50.805,54.421,55.438,"J",74,24.135
48,56.762,"E","Class2",67,62.862,66.628,40.764,28.979,"M",65,53.8
63,61.965,"G","Class2",68,45.866,71.305,40.222,20.471,"A",36,29.504
79,63.017,"C","Class3",13,33.568,31.911,79.07,55.307,"K",62,20.796
79,72.679,"C","Class3",60,34.138,39.319,NA,55.936,"K",65,13.957
44,38.588,"L","Class5",34,68.676,65.482,94.486,21.008,"B",73,44.325
25,85.82,"S","Class1",26,23.001,59.102,39.563,3.22,"I",89,46.486
86,41.669,"E","Class4",65,54.605,92.479,62.269,36.02,"I",10,83.13
39,38.411,"O","Class5",43,71.132,47.499,78.25,17.112,"U",76,42.865
61,37.751,"L","Class5",8,73.984,56.915,73.022,21.948,"Y",83,58.693
39,37.541,"X","Class5",53,72.516,56.981,85.648,15.413,"B",88,67.563
88,11.708,"A","Class4",33,51.483,54.76,52.323,33.081,"H",23,85.121
86,14.108,"M","Class4",45,61.692,123.857,61.734,15.038,"C",8,85.615
60,27.794,"E","Class2",NA,38.851,65.442,41.899,14.733,"A",57,21.307
78,56.99,"X","Class3",42,37.657,31.777,88.892,61.271,"K",54,24.219
78,65.837,"Y","Class3",50,39.595,27.355,76.667,56.612,"C",66,16.831
72,39.573,"O","Class5",11,70.474,49.43,82.516,20.472,"Y",70,38.775
50,19.63,"G","Class2",66,47.509,67.433,40.125,44.402,"R",68,60.03
78,57.821,"H","Class3",NA,35.823,48.418,82.892,62.289,"K",70,20.812
79,69.371,"H","Class3",44,35.991,30.674,82.728,55.599,"J",73,33.544
27,80.331,"S","Class1",23,20.974,21.821,78.181,20.015,"F",57,43.76
88,22.587,"M","Class4",33,54.822,76.395,52.482,40.854,"H",18,86.036
79,59.517,"C","Class3",27,34.285,48.005,57.032,54.942,"E",59,12.183
78,72.876,"C","Class3",19,35.472,52.157,78.401,58.954,"C",69,31.289
33,39.789,"D","Class5",55,72.034,65.003,78.457,13.071,"E",72,56.402
78,61.987,"R","Class3",56,35.73,42.342,78.456,58.34,"J",56,28.845
55,37.591,"L","Class5",34,66.559,66.079,69.804,16.004,"B",87,10.228
88,11.756,"V","Class4",34,44.562,80.215,64.716,34.853,"T",14,84.809
35,73.347,"E","Class1",36,19.043,39.752,20.817,9.35,"P",25,30.369
88,28.404,"P","Class4",61,41.126,67.295,65.775,38.124,"C",32,83.999
22,88.852,"P","Class1",35,23.009,26.472,80.041,41.586,"I",20,42.63
58,39.016,"X","Class5",21,67.555,68.79,76.605,16.13,"B",69,49.522
79,80.602,"Y","Class3",32,36.019,46.259,53.883,57.915,"J",57,25.795
23,84.372,"K","Class1",24,22.183,35.364,15.029,43.864,"F",57,67.087
57,71.701,"K","Class1",25,21.227,28.045,92.224,31.621,"P",91,38.363
87,38.894,"M","Class4",36,44.829,66.449,62.652,32.916,"H",16,86.026
70,38.841,"X","Class5",22,67.126,38.063,78.133,18.88,"Y",88,43.018
58,32.745,"R","Class2",66,62.959,67.506,43.612,33.348,"N",51,51.047
42,45.592,"X","Class1",25,24.437,43.065,43.978,4.175,"I",22,33.113
24,74.585,"X","Class1",32,22.788,22.24,91.48,38.089,"I",92,40.469
78,72.791,"E","Class1",23,24.936,36.573,89.538,5.901,"M",51,8.639
51,72.355,"P","Class1",23,19.916,34.407,NA,11.009,"M",13,25.71
78,73.721,"R","Class3",50,34.087,44.988,69.281,58.476,"K",73,17.709
85,38.058,"H","Class5",30,67.415,38.073,78.394,11.18,"B",88,44.198
65,36.602,"Z","Class2",66,47.179,62.907,37.783,29.588,"A",20,59.442
87,34.498,"M","Class4",71,50.735,88.526,67.946,24.991,"H",32,86.207
67,89.584,"X","Class1",26,20.839,32.239,83.442,45.11,"I",39,41.41
38,81.711,"P","Class1",27,22.713,42.516,41.358,63.585,"B",75,28.078
79,80.154,"R","Class3",42,34.071,47.627,88.984,56.719,"E",68,12.889
79,64.592,"R","Class3",39,37.183,53.628,81.686,67.597,"E",69,14.173
78,72.321,"Y","Class3",60,37.312,22.98,68.942,55.851,"E",66,34.6
62,26.297,"E","Class2",67,58.771,65.819,37.532,18.035,"N",37,59.824
78,57.369,"R","Class3",31,34.265,23.155,75.386,64.762,"C",64,15.117
46,38.877,"H","Class5",40,67.34,62.46,68.226,14.897,"E",93,38.386
88,15.186,"P","Class4",56,44.769,49.801,62.457,31.229,"I",21,85.14
46,65.038,"Z","Class2",66,57.339,71.016,49.489,15.298,"I",77,54.977
74,39.452,"H","Class5",31,66.598,56.333,73.276,17.584,"B",73,31.744
58,16.588,"E","Class2",69,58.605,66.431,42.969,24.233,"M",22,54.724
79,62.643,"R","Class3",8,33.102,40.165,73.821,71.04,"V",72,16.96
71,38.347,"X","Class5",51,68.152,57.533,NA,20.303,"B",74,81.592
86,40.449,"V","Class4",55,40.235,68.956,53.661,-3.939,"H",12,84.302
35,90.304,"S","Class1",NA,20.716,37.024,9.793,41.983,"B",30,40.252
55,38.807,"O","Class5",8,69.804,53.625,78.41,22.211,"U",73,47.78
46,39.37,"L","Class5",12,73.37,47.245,86.686,14.537,"B",70,82.579
