"J1","J2","J3","J4","J5","J6","J7","J8","J9","Output35","J10","J11"
49.141,49.34,55.655,"K",84,35,72.976,78,"C","Class1",65.442,59.097
82.856,16.892,80.782,"X",17,34,19.874,12,"K","Class3",10.108,73.736
36.394,74.528,73.398,"D",86,39,85.926,70,"W","Class1",55.211,58.248
44.103,40.624,93.451,"S",92,32,80.101,91,"N","Class1",69.422,58.838
35.809,57.306,46.032,"S",93,13,84.366,91,"W","Class1",58.642,59.652
39.517,50.087,60.932,"Q",86,3,79.869,80,"W","Class1",78.429,59.617
45.717,57.033,18.068,"T",42,50,13.437,59,"X","Class2",67.141,74.969
94.255,23.751,83.873,"P",20,52,24.729,17,"A","Class3",37.61,39.455
37.611,63.297,NA,"K",56,29,14.084,91,"Y","Class2",15.905,47.506
46.955,44.294,62.842,"S",84,44,71.186,79,"C","Class1",41.058,58.338
94.176,21.661,NA,"M",16,88,24.763,26,"E","Class3",68.009,34.515
91.769,26.986,82.494,"X",17,79,18.475,29,"M","Class3",80.01,40.48
83.065,13.36,79.484,"M",18,23,12.204,15,"A","Class3",44.585,78.001
80.891,17.953,NA,"N",19,89,19.447,25,"A","Class3",31.681,39.947
52.061,81.582,12.226,"K",78,34,82.673,84,"B","Class1",51.363,59.566
82.916,24.825,83.17,"P",18,55,17.946,20,"M","Class3",70.719,58.496
14.948,77.642,56.728,"F",88,13,78.475,83,"B","Class1",65.19,58.1
56.03,77.373,51.844,"S",91,28,84.34,73,"Y","Class1",63.762,58.694
86.339,17.162,79.54,"X",16,15,19.34,25,"K","Class3",88.498,80.042
93.186,18.498,82.027,"M",15,72,22.665,29,"A","Class3",97.266,69.275
65.474,29.271,54.035,"R",62,45,12.183,90,"X","Class2",45.55,19.824
71.659,59.88,53.973,"T",91,56,12.286,77,"C","Class2",59.426,80.397
98.629,19.18,81.089,"R",15,28,20.487,23,"M","Class3",67.712,68.195
49.305,42.208,50.382,"K",72,39,13.524,64,"L","Class2",2.688,61.077
63.59,61.143,44.507,"T",34,35,12.737,92,"L","Class2",29.506,75.08
52.694,61.452,69.562,"F",80,35,72.839,73,"C","Class1",36.502,59.033
53.633,46.191,59.395,"K",88,22,12.715,86,"C","Class2",55.401,90.731
56.517,44.971,30.008,"T",65,38,10.052,50,"L","Class2",56.749,87.448
86.046,17.295,81.36,"X",23,74,15.532,31,"U","Class3",50.355,64.139
82.55,21.605,82.323,"X",16,71,21.173,35,"E","Class3",58.363,53.516
55.981,74.702,51.728,"K",67,NA,11.732,78,"C","Class2",29.017,67.103
49.586,86.768,45.108,"K",34,NA,12.442,54,"Q","Class2",5.784,20.31
58.475,85.402,57.66,"T",90,29,13.282,54,"Y","Class2",61.074,38.5
79.031,22.234,NA,"N",17,21,14.8,28,"M","Class3",74.732,49.047
52.194,75.075,53.331,"Q",79,14,79.001,69,"Y","Class1",73.382,59.339
53.043,98.577,62.079,"L",62,14,12.947,53,"Y","Class2",32.663,47.187
48.977,48.237,52.354,"D",85,8,74.567,76,"W","Class1",85.315,59.82
88.706,22.321,80.862,"P",23,23,23.334,5,"K","Class3",88.429,57.847
52.01,58.957,64.318,"S",90,21,12.259,69,"X","Class2",70.127,24.791
65.113,45.521,43.665,"L",82,41,11.685,50,"X","Class2",62.175,25.127
84.415,21.833,81.295,"X",24,99,20.449,10,"U","Class3",26.233,41.109
55.402,53.223,75.913,"D",80,42,76.346,88,"Y","Class1",75.592,58.794
44.255,92.834,59.168,"L",65,20,13.144,68,"L","Class2",69.489,56.637
49.685,82.957,53.19,"R",66,29,11.832,68,"Q","Class2",60.176,89.905
59.452,32.038,59.102,"K",97,29,74.782,84,"N","Class1",44.059,58.558
61.053,55.673,49.323,"S",50,22,12.958,75,"C","Class2",10.388,74.856
49.51,65.241,57.064,"F",86,23,84.633,85,"B","Class1",71.239,58.076
60.908,91.267,59.876,"T",56,33,12.336,50,"Q","Class2",11.448,25.365
71.733,18.716,NA,"R",21,51,23.652,5,"U","Class3",64.676,67.746
78.044,28.583,38.418,"L",35,34,12.804,92,"C","Class2",11.51,68.505
84.532,12.823,84.591,"R",22,39,23.187,32,"E","Class3",85.203,41.438
53.03,45.147,59.048,"D",77,7,72.53,87,"B","Class1",47.973,59.452
36.847,32.017,29.594,"D",88,28,75.869,91,"B","Class1",34.822,58.773
30.466,84.587,53.182,"K",57,37,12.739,54,"X","Class2",17.422,30.139
70.72,12.105,79.851,"R",23,18,23.283,28,"K","Class3",25.564,43.966
95.15,15.007,81.215,"R",21,76,14.656,33,"A","Class3",11.8,38.328
27.177,49.941,83.388,"S",77,43,82.561,88,"N","Class1",61.122,59.35
78.586,26.891,79.823,"N",15,89,15.371,28,"K","Class3",62.834,50.684
71.524,44.748,63.752,"L",25,17,13.312,61,"L","Class2",29.53,36.124
86.732,10.853,81.659,"N",23,85,16.743,22,"M","Class3",17.872,52.709
82.135,77.008,48.184,"K",64,51,11.635,92,"Y","Class2",59.225,78.01
81.097,15.582,80.226,"N",18,85,25.543,7,"M","Class3",24.887,38.343
57.182,56.13,69.004,"T",29,46,12.461,86,"Y","Class2",32.525,30.147
81.765,15.912,82.272,"X",23,62,20.491,28,"U","Class3",21.636,60.054
46.374,79.018,NA,"F",83,10,85.44,88,"Y","Class1",85.31,59.458
73.378,22.85,81.781,"X",19,19,14.832,34,"M","Class3",78.997,61.485
44.304,66.131,110.394,"D",81,33,81.722,87,"B","Class1",36.695,59.038
34.146,58.418,70.923,"Q",79,40,73.06,90,"B","Class1",76.751,58.853
61.521,92.903,60.277,"K",32,20,11.675,85,"X","Class2",39.124,91.883
79.073,66.366,80.067,"S",93,22,77.633,79,"C","Class1",43.147,58.944
88.84,14.287,79.482,"N",22,45,21.259,19,"M","Class3",64.112,68.961
65.272,9.463,85.612,"P",22,21,23.199,15,"A","Class3",6.197,60.2
50.767,52.183,38.068,"L",39,56,13.966,79,"Y","Class2",71.858,51.496
37.655,73.491,60.525,"K",77,50,78.83,90,"B","Class1",48.71,59.254
59.807,33.74,25.343,"K",43,36,13.708,61,"X","Class2",18.725,87.71
70.952,93.449,70.661,"L",87,27,13.012,77,"C","Class2",55.855,51.18
96.606,49.769,NA,"L",28,28,11.984,93,"C","Class2",3.895,62.195
47.747,56.314,27.488,"K",95,31,74.34,84,"B","Class1",59.727,58.068
74.992,11.053,81.807,"R",22,NA,24.88,26,"A","Class3",27.741,53.431
59.13,33.985,24.085,"K",21,21,12.536,50,"Q","Class2",39.374,49.527
48.826,62.917,54.992,"Q",88,33,72.657,71,"Y","Class1",35.524,58.139
62.225,94.72,43.808,"S",59,20,12.585,58,"Y","Class2",30.251,20.56
70.76,36.842,NA,"T",76,16,13.817,54,"C","Class2",7.439,41.503
52.108,57.533,64.292,"K",65,43,13.701,54,"Y","Class2",16.581,49.898
57.915,60.705,71.453,"R",95,34,12.633,62,"Y","Class2",48.594,63.281
91.295,22.809,82.043,"N",24,50,20.503,23,"U","Class3",29.728,67.549
64.745,66.705,73.847,"F",87,NA,78.95,71,"W","Class1",66.989,58.825
67.154,43.41,48.251,"F",85,22,80.82,85,"Y","Class1",77.531,58.44
82.624,20.667,81.778,"N",16,49,21.536,19,"E","Class3",44.662,35.24
73.607,15.297,80.392,"X",21,43,26.966,19,"U","Class3",65.21,74.226
30.967,54.801,32.912,"Q",77,31,80.383,88,"C","Class1",72.877,58.337
82.329,11.151,81.54,"M",22,24,19.528,29,"E","Class3",86.879,36.831
51.638,87.05,62.071,"L",46,14,10.96,88,"C","Class2",20.678,64.712
80.388,20.644,NA,"R",16,38,29.348,24,"M","Class3",73.341,51.177
55.414,30.871,43.375,"L",73,36,10.512,71,"X","Class2",33.496,64.272
77.304,39.112,47.587,"Q",96,4,72.79,71,"C","Class1",33.823,58.738
102.578,35.802,61.612,"K",88,31,13.532,64,"C","Class2",55.922,28.696
67.43,89.729,80.253,"L",56,28,13.117,80,"C","Class2",7.542,89.628
70.815,46.181,55.07,"L",77,47,12.782,46,"C","Class2",15.859,85.932
47.398,38.024,70.787,"Q",83,18,79.514,75,"Y","Class1",46.995,58.73
41.782,53.265,61.991,"K",72,45,12.193,66,"Y","Class2",39.434,51.258
88.236,81.098,61.046,"F",95,NA,84.091,88,"B","Class1",43.082,59.459
72.7,62.436,70.999,"F",89,21,70.913,71,"N","Class1",42.657,59.633
35.716,53.711,99.489,"F",82,16,76.831,72,"W","Class1",32.134,59.129
88.673,13.436,81.58,"M",16,96,20.847,30,"U","Class3",55.688,53.08
56.946,77.411,22.381,"S",85,36,68.442,70,"W","Class1",74.98,59.808
20.845,57.998,93.783,"D",87,14,73.385,81,"Y","Class1",49.233,58.89
74.222,48.687,46.595,"T",42,32,13.619,88,"Q","Class2",43.092,92.244
71.138,48.424,28.046,"K",57,30,12.577,55,"X","Class2",47.468,67.883
74.873,15.14,83.131,"X",15,77,15.347,8,"A","Class3",10.286,72.401
91.106,23.616,78.914,"X",21,36,28.166,31,"A","Class3",20.501,42.072
97.02,28.636,55.178,"T",43,38,12.899,75,"X","Class2",75.333,28.262
57.015,37.391,67.618,"S",94,32,73.728,74,"W","Class1",74.063,59.927
89.452,17.856,84.738,"M",21,82,11.216,8,"M","Class3",24.746,80.12
58.833,73.709,44.438,"T",39,12,12.213,81,"X","Class2",23.442,94.312
65.905,38.512,80.974,"S",57,35,13.829,74,"C","Class2",28.979,50.884
82,21.171,82.204,"P",16,79,25.475,36,"K","Class3",50.763,64.843
95.509,19.834,78.968,"R",19,90,13.414,35,"U","Class3",4.914,51.998
52.047,68.63,69.512,"F",81,25,75.79,85,"B","Class1",78.301,59.274
71.494,56.129,53.975,"R",63,43,12.656,83,"C","Class2",8.37,28.495
97.312,24.564,79.884,"R",15,21,18.513,35,"E","Class3",66.944,77.963
81.24,18.006,81.247,"P",23,76,15.619,8,"E","Class3",80.245,63.392
46.326,61.74,44.216,"K",87,26,82.492,93,"N","Class1",37.904,59.161
37.342,74.313,NA,"D",89,37,73.401,73,"B","Class1",80.029,59.757
65.962,44.213,62.485,"F",90,56,75.971,74,"Y","Class1",72.75,59.517
53.046,66.412,65.241,"D",96,31,81.915,88,"W","Class1",76.711,59.976
46.467,38.986,87.457,"S",97,54,77.152,84,"W","Class1",51.846,59.066
92.831,22.004,83.403,"R",20,50,17.467,16,"A","Class3",53.405,69.866
45.248,38.522,8.148,"Q",88,10,82.373,92,"B","Class1",75.368,58.233
91.642,17.67,81.148,"N",23,78,13.636,33,"M","Class3",87.962,37.626
77.469,61.818,73.188,"K",71,36,11.693,46,"C","Class2",28.405,22.729
93.188,24.688,82.817,"N",15,83,26.175,8,"M","Class3",96.988,75.06
60.666,31.994,39.41,"L",78,48,11.973,50,"L","Class2",7.353,94.569
51.637,36.859,NA,"S",82,56,85.963,80,"N","Class1",81.243,58.549
80.494,14.583,82.772,"P",24,16,29.428,33,"E","Class3",50.496,77.557
49.981,76.55,16.176,"D",94,55,78.322,88,"N","Class1",42.315,58.86
85.677,10.109,81.142,"M",16,44,21.847,16,"E","Class3",29.972,34.091
62.805,59.403,49.426,"S",49,NA,10.382,63,"Q","Class2",7.734,91.723
55.223,32.425,90.477,"F",90,22,84.256,72,"Y","Class1",69.568,59.053
56.989,63.369,60.03,"K",58,55,12.993,89,"Y","Class2",9.43,79.112
76.29,23.184,81.926,"X",22,28,16.107,25,"K","Class3",53.994,40.688
83.948,25.514,84.411,"P",22,89,26.957,8,"M","Class3",64.668,57.37
89.239,18.154,79.585,"X",23,80,22.159,15,"M","Class3",27.072,47.004
76.816,13.096,80.947,"P",21,32,18.613,10,"E","Class3",54.114,37.284
81.793,39.479,42.373,"K",51,35,12.415,46,"C","Class2",51.204,87.474
53.085,35.277,46.1,"T",26,48,11,49,"C","Class2",62.382,24.039
95.137,25.16,82.726,"N",24,27,15.266,28,"E","Class3",68.494,67.808
36.325,75.13,38.204,"F",83,3,75.856,77,"N","Class1",81.805,59.805
69.879,31.187,86.726,"L",77,33,11.757,92,"Q","Class2",35.125,72.755
51.981,33.399,72.71,"S",75,16,86.103,69,"C","Class1",45.686,58.979
35.273,56.686,NA,"Q",79,43,78.15,75,"N","Class1",81.861,58.202
74.28,80.024,69.264,"S",76,NA,75.911,86,"W","Class1",52.402,59.984
63.647,58.372,93.411,"Q",94,33,73.421,81,"C","Class1",65.126,59.472
88.519,18.75,80.517,"P",16,76,23.446,18,"K","Class3",39.183,64.179
71.246,61.179,39.794,"K",78,42,80.612,88,"Y","Class1",85.265,58.048
94.294,17.894,86.771,"X",19,72,17.425,29,"E","Class3",46.746,64.646
40.347,55.78,68.62,"S",95,50,72.93,90,"N","Class1",46.964,59.046
44.743,32.996,77.752,"Q",92,19,68.057,78,"C","Class1",74.418,59.434
61.195,78.569,62.859,"K",79,37,14.103,88,"Q","Class2",28.156,69.741
93.649,24.326,81.732,"P",18,77,19.466,32,"U","Class3",32.343,60.169
52.87,42.372,79.209,"F",91,40,79.258,90,"N","Class1",69.502,58.613
54.109,40.225,41.634,"T",77,24,12.047,67,"C","Class2",23.063,69.163
47.582,54.219,54.541,"K",76,53,70.726,76,"C","Class1",59.834,58.179
80.318,60.342,69.901,"T",68,50,13.246,79,"L","Class2",50.409,72.182
71.341,16.813,81.049,"R",20,59,20.134,20,"K","Class3",21.331,34.781
36.75,62.919,37.71,"Q",96,NA,80.224,83,"W","Class1",84.505,58.827
85.654,19.628,82.376,"P",19,56,20.989,18,"K","Class3",36.244,59.252
92.396,24.848,80.902,"X",18,32,13.399,21,"A","Class3",24.325,39.526
30.81,64.494,-2.335,"S",80,14,73.93,75,"W","Class1",63.571,59.87
54.329,52.755,68.325,"T",79,17,11.145,93,"Q","Class2",56.036,18.103
78.913,13.984,81.161,"M",18,87,15.307,23,"K","Class3",20.35,64.304
51.772,40.953,50.235,"L",90,29,12.891,85,"Y","Class2",5.598,53.123
76.942,22.323,82.773,"P",17,40,11.259,8,"A","Class3",22.263,34.524
67.833,71.315,40.219,"S",96,22,81.641,71,"W","Class1",80.594,58.124
71.459,57.832,66.092,"D",77,37,84.03,75,"B","Class1",68.333,59.258
89.306,12.37,NA,"M",23,29,13.394,15,"A","Class3",30.101,66.335
72.449,18.821,80.07,"P",19,61,21.128,19,"K","Class3",58.125,69.295
30.24,54.098,68.398,"S",37,NA,11.386,71,"L","Class2",7.698,25.712
31.206,39.025,60.85,"S",94,7,78.115,69,"W","Class1",31.831,59.235
82.099,59.109,36.607,"S",48,54,10.691,74,"Y","Class2",73.218,21.972
93.785,72.634,49.65,"S",83,36,11.715,52,"C","Class2",13.195,71.874
73.83,18.799,NA,"R",18,36,25.055,5,"A","Class3",98.986,69.096
65.562,36.894,46.945,"S",88,50,80.366,84,"C","Class1",33.821,58.659
79.589,50.955,63.032,"T",83,40,13.704,60,"Q","Class2",11.904,25.169
49.378,69.815,63.709,"T",74,37,11.665,81,"Y","Class2",74.835,92.248
94.966,15.762,78.978,"P",21,54,19.624,23,"U","Class3",70.733,69.019
51.946,59.329,45.586,"S",94,34,11.396,94,"L","Class2",71.089,57.6
54.668,39.573,68.707,"R",49,18,13.453,59,"X","Class2",47.793,42.048
59.094,57.568,53.665,"R",40,28,10.655,56,"C","Class2",56.777,27.522
55.173,51.728,NA,"T",47,22,14.074,63,"C","Class2",9.709,75.329
65.655,76.95,48.378,"S",43,33,12.079,54,"C","Class2",73.056,18.162
98.988,25.989,80.113,"P",22,44,23.785,9,"E","Class3",31.872,41.972
49.875,79.164,86.212,"S",76,54,70.84,87,"Y","Class1",66.879,59.377
88.774,25.251,83.235,"N",22,77,16.952,27,"M","Class3",5.168,48.103
91.706,11.156,79.818,"R",24,55,14.348,33,"K","Class3",59.452,50.824
54.762,69.676,54.055,"K",28,16,12.496,87,"C","Class2",37.02,22.957
62.881,74.45,NA,"S",97,41,85.345,91,"Y","Class1",63.744,59.523
76.421,35.542,62.7,"L",73,12,12.786,87,"X","Class2",15.468,68.452
76.969,86.271,NA,"S",47,22,10.659,52,"X","Class2",29.759,57.486
67.801,46.355,20.017,"F",89,10,75.042,83,"N","Class1",37.312,58.742
64.073,78.264,67.354,"L",77,20,13.592,89,"C","Class2",31.112,25.16
87.836,19.733,82.113,"N",24,68,19.937,5,"E","Class3",37.787,61.068
72.41,15.521,80.89,"R",16,31,20.248,27,"M","Class3",30.779,69.445
79.266,15.478,82.323,"M",19,58,20.342,17,"U","Class3",24.75,48.322
50.217,97.836,43.879,"T",84,21,12.833,93,"L","Class2",48.085,82.567
44.225,79.793,17.16,"F",90,NA,64.451,75,"N","Class1",80.849,59.925
82.94,19.454,80.997,"M",23,94,17.908,32,"K","Class3",22.104,35.675
43.271,75.037,78.303,"F",76,6,81.747,92,"N","Class1",38.735,59.098
82.036,23.546,83.405,"M",18,28,15.347,7,"K","Class3",31.765,57.94
77.404,20.885,81.724,"N",19,77,18.304,26,"M","Class3",82.587,77.327
88.284,25.994,83.017,"R",15,46,20.835,7,"E","Class3",64.729,39.707
66.508,50.678,66.865,"L",31,24,13.697,74,"C","Class2",8.264,48.338
39.949,71.155,35.551,"S",93,31,81.36,76,"B","Class1",50.705,58.963
58.568,72.645,74.773,"K",89,37,75.692,70,"C","Class1",83.646,59.368
87.781,13.96,82.215,"X",19,82,20.998,29,"U","Class3",97.507,52.778
72.493,12.534,82.87,"P",19,44,14.385,17,"U","Class3",83.273,77.73
92.973,19.782,80.55,"R",23,96,18.565,23,"U","Class3",54.548,51.172
57.479,89.524,71.531,"K",68,22,11.487,68,"C","Class2",55.292,31.185
81.691,10.073,85.16,"P",23,84,13.288,20,"E","Class3",68.741,40.928
49.864,43.251,77.279,"L",37,39,11.508,50,"Y","Class2",7.804,45.587
41.992,80.552,63.085,"F",77,15,79.275,73,"B","Class1",36.286,58.383
39.416,42.124,71.016,"D",84,56,79.375,93,"C","Class1",84.696,58.681
78.138,53.567,48.521,"K",26,43,11.165,56,"Y","Class2",47.153,50.117
44.299,97.465,47.727,"L",62,NA,12.568,82,"L","Class2",50.898,89.593
58.329,80.421,66.005,"Q",91,51,76.626,81,"W","Class1",69.768,59.22
68.873,56.886,39.982,"K",88,24,12.056,72,"X","Class2",38.334,73.791
56.154,36.645,84.12,"Q",80,34,76.043,70,"Y","Class1",72.638,59.437
83.988,17.602,NA,"R",24,65,18.543,21,"K","Class3",57.546,68.844
91.771,21.374,83.214,"N",17,75,16.704,29,"M","Class3",33.138,61.246
83.373,12.317,82.067,"P",17,51,22.568,17,"A","Class3",73.393,49.401
47.327,45.915,50.841,"K",78,47,78.092,72,"N","Class1",41.634,58.801
60.399,34.566,52.785,"T",41,30,11.532,66,"X","Class2",42.625,29.404
59.468,59.408,78.702,"L",88,40,12.053,82,"L","Class2",59.111,37.516
61.045,67.909,97.081,"S",82,43,79.947,77,"Y","Class1",37.15,59.267
94.056,11.141,82.49,"R",22,84,27.336,26,"E","Class3",96.044,74.834
92.1,30.608,22.442,"S",43,39,12.99,79,"C","Class2",74.869,78.188
64.026,71.148,49.897,"S",87,24,75.394,93,"W","Class1",38.411,58.671
83.626,20.324,80.514,"N",22,15,19.983,23,"U","Class3",54.941,55.229
69.552,25.724,81.244,"R",19,93,18.424,34,"A","Class3",54.31,52.249
75.2,15.249,81.03,"P",24,43,22.733,33,"A","Class3",17.094,42.678
69.838,49.13,67.053,"S",47,32,13.204,84,"X","Class2",32.71,73.494
86.729,20.853,86.625,"X",21,33,13.205,32,"M","Class3",83.787,51.798
99.101,19.683,80.703,"N",17,98,17.626,13,"E","Class3",39.221,56.433
54.842,96.501,40.364,"L",56,19,13.917,94,"L","Class2",59.273,79.012
41.393,44.601,58.668,"S",53,26,12.32,80,"C","Class2",53.913,83.845
26.756,73.384,95.073,"S",86,32,83.065,89,"C","Class1",81.564,59.827
78.645,44.561,47.472,"L",79,24,11.168,94,"Y","Class2",24.284,84.09
48.512,51.086,11.553,"K",91,50,82.543,71,"C","Class1",80.144,58.627
71.932,79.703,1.963,"S",97,24,84.545,70,"C","Class1",67.122,59.573
80.706,26.304,62.283,"L",54,20,12.654,47,"X","Class2",59.28,28.746
48.657,37.313,63.844,"K",91,43,75.913,88,"W","Class1",48.819,59.694
56.784,68.614,35.31,"D",91,53,68.309,78,"Y","Class1",38.662,58.118
77.53,15.543,78.827,"N",21,39,19.591,25,"K","Class3",93.19,80.509
69.04,73.031,45.691,"S",79,21,11.721,68,"Y","Class2",66.818,79.992
78.724,19.277,80.569,"N",24,87,19.788,22,"E","Class3",19.527,51.303
92.853,15.069,78.279,"R",24,67,9.485,19,"A","Class3",10.911,71.164
42.477,60.875,57.043,"K",89,23,78.127,78,"C","Class1",36.519,59.381
47.289,34.251,25.871,"F",76,51,82.108,89,"Y","Class1",84.103,59.249
68.685,15.564,79.59,"M",20,71,18.457,28,"E","Class3",88.022,50.643
53.984,66.154,124.07,"F",76,39,83.573,88,"C","Class1",81.502,58.804
75.24,9.669,81.549,"R",18,52,14.881,12,"U","Class3",38.262,59.805
55.288,56.671,46.593,"L",22,52,12.605,81,"Q","Class2",66.557,27.062
50.039,48.132,72.279,"S",96,36,80.54,90,"W","Class1",32.426,58.324
54.467,79.24,45.041,"K",24,35,11.57,66,"Q","Class2",23.3,68.314
73.127,62.332,58.116,"F",88,46,80.516,80,"Y","Class1",41.426,58.866
84.013,20.108,80.857,"M",19,97,21.052,10,"E","Class3",20.342,41.37
44.76,32.098,28.927,"L",68,16,10.813,88,"C","Class2",24.397,72.316
48.382,50.582,62.888,"K",83,4,82.626,79,"B","Class1",33.366,59.765
85.417,12.789,82.636,"P",22,19,21.42,11,"M","Class3",14.347,75.646
64.514,85.626,44.899,"K",45,43,13.461,66,"Q","Class2",71.603,40.796
63.236,80.6,45.991,"S",40,52,12.683,71,"Q","Class2",40.532,44.328
85.002,24.472,83.224,"P",21,42,22.714,36,"A","Class3",25.013,38.606
75.149,15.728,NA,"M",20,16,17.582,32,"A","Class3",44.304,51.819
66.974,80.134,59.736,"F",84,6,80.798,70,"Y","Class1",83.066,58.68
88.695,96.948,61.8,"S",55,NA,13.654,57,"Y","Class2",36.277,86.98
46.88,60.826,29.836,"K",86,13,75.283,79,"B","Class1",81.245,59.637
67.264,86.463,NA,"T",73,32,11.689,61,"X","Class2",59.95,41.094
83.002,26.412,79.361,"P",16,98,17.019,6,"M","Class3",46.636,64.421
58.203,81.034,28.577,"F",90,21,76.883,70,"Y","Class1",80.321,58.415
70.957,71.297,74.891,"S",88,43,82.96,92,"B","Class1",61.295,59.914
67.661,56.908,52.293,"R",27,25,12.036,80,"Y","Class2",71.53,68.507
54.063,47.697,40.59,"K",75,15,74.644,83,"C","Class1",45.349,59.82
89.373,12.695,81.304,"X",19,57,18.344,9,"U","Class3",27.548,49.045
44.062,62.518,30.982,"K",90,52,68.389,71,"W","Class1",38.596,58.887
89.614,20.127,81.984,"M",19,88,15.032,22,"U","Class3",41.819,39.531
74.093,46.808,67.212,"S",95,47,81.101,90,"Y","Class1",50.887,58.577
82.331,18.66,81.257,"N",15,33,8.003,31,"A","Class3",87.413,52.743
85.535,16.864,81.969,"X",15,79,25.648,26,"K","Class3",34.52,80.076
67.854,98.466,48.11,"L",67,26,12.539,85,"L","Class2",62.958,74.418
72.984,40.887,79.014,"Q",86,23,80.967,74,"W","Class1",29.817,59.828
83.639,25.248,81.428,"R",23,73,23.824,17,"K","Class3",95.689,45.482
76.727,22.894,81.362,"R",15,21,20.136,16,"E","Class3",55.732,70.998
85.278,11.864,NA,"N",20,96,16.612,7,"K","Class3",94.844,72.569
89.613,19.235,82.366,"R",24,93,19.431,10,"U","Class3",6.053,42.927
78.609,78.721,71.222,"S",96,43,64.438,79,"Y","Class1",52.68,58.211
71.514,86.049,66.516,"S",64,48,12.859,78,"X","Class2",52.392,63.537
23.381,34.928,57.134,"K",90,50,70.523,83,"B","Class1",77.729,59.109
85.354,14.715,80.484,"P",20,43,21.283,24,"E","Class3",35.666,60.36
80.27,72.209,49.95,"K",31,56,10.434,54,"C","Class2",74.954,83.423
107.121,10.501,79.248,"P",15,71,21.813,13,"A","Class3",34.732,48.667
23.934,65.553,62.626,"D",78,8,78.942,88,"N","Class1",68.912,58.328
42.159,60.092,58.262,"D",87,13,77.545,85,"C","Class1",30.694,59.779
53.583,72.691,13.808,"D",81,18,67.03,78,"Y","Class1",73.052,58.18
93.968,20.588,81.06,"X",24,36,19.872,6,"M","Class3",65.083,64.504
31.004,72.871,58.139,"Q",83,21,84.167,75,"Y","Class1",45.253,58.344
52.08,65.173,109.045,"F",75,55,81.81,76,"N","Class1",66.211,58.802
52.785,76.242,24.315,"K",33,54,14.094,74,"L","Class2",46.957,39.941
70.764,43.797,59.446,"K",22,24,12.989,94,"Q","Class2",69.184,24.304
63.773,73.166,76.743,"S",83,53,77.663,80,"N","Class1",50.426,58.592
